Time,NodeID,Species,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor, VECTOR_WOLBACHIA_FREE, VECTOR_WOLBACHIA_A, VECTOR_WOLBACHIA_B, VECTOR_WOLBACHIA_AB,AvailableHabitat,EggCrowdingCorrection
223,340461476,gambiae,1000,2850,111,273,2466,2376,1443,16944,180720,95880,1037,19,0,0,0,0,127,97,0,694,2156,0,0,1642.53,0.0096617
224,340461476,arabiensis,1000,1126,146,367,613,2049,1275,14869,63080,31540,163,10,162,13,94,0,111,17,26,1126,0,0,0,1536.13,0.0203967
224,340461476,funestus,1000,5270,239,1867,3164,7751,8632,134353,269440,134720,1382,43,0,0,675,0,507,159,0,5270,0,0,0,13578.1,0.0480037
224,340461476,gambiae,1000,2757,101,261,2395,2248,1409,16541,168080,89540,877,15,0,0,109,0,120,82,0,658,2099,0,0,1686.92,0.00856554
225,340461476,arabiensis,1000,1155,135,346,674,2014,1082,14774,58960,29480,190,9,195,11,183,0,115,14,25,1155,0,0,0,1369.18,0.0243521
225,340461476,funestus,1000,5851,240,1826,3785,8294,7256,133286,248640,124320,1853,28,0,0,1280,0,516,183,0,5851,0,0,0,13199.9,0.0503937
225,340461476,gambiae,1000,2736,91,239,2406,2229,1213,16270,152160,82040,890,12,0,0,186,0,109,98,0,640,2096,0,0,1666.87,0.00941995
226,340461476,arabiensis,1000,1130,122,370,638,1924,980,14406,57360,28680,237,11,207,18,133,0,111,22,25,1130,0,0,0,1471.22,0.0232222
226,340461476,funestus,1000,5837,244,1913,3680,8194,7217,131727,271400,135700,2478,43,0,0,767,0,551,230,0,5837,0,0,0,13328.2,0.0530884
226,340461476,gambiae,1000,2633,84,216,2333,2161,1162,15910,162840,86560,1008,13,0,0,116,0,102,117,0,593,2040,0,0,1731.36,0.0101589
227,340461476,arabiensis,1000,1073,117,359,597,1843,935,14245,38640,19320,144,5,176,5,101,0,122,18,18,1073,0,0,0,1309.89,0.0256489
227,340461476,funestus,1000,5838,256,1835,3747,8108,7087,130520,172600,86300,1566,32,0,0,700,0,558,141,0,5838,0,0,0,13118.8,0.049109
227,340461476,gambiae,1000,2574,77,194,2303,2057,1107,15610,136400,72240,792,8,0,0,125,0,89,95,0,565,2009,0,0,1673.21,0.0100009
228,340461476,arabiensis,1000,1048,112,347,589,1770,914,13953,50600,25300,183,9,164,12,111,0,96,25,15,1048,0,0,0,1327.47,0.0338998
228,340461476,funestus,1000,5675,253,1813,3609,8021,7051,129370,245320,122660,1844,32,0,0,655,0,604,214,0,5675,0,0,0,12866.5,0.0760068
228,340461476,gambiae,1000,2502,68,175,2259,1963,1013,15402,139080,74400,829,12,0,0,120,0,112,80,0,524,1978,0,0,1576.3,0.0115809
229,340461476,arabiensis,1000,996,94,359,543,1688,899,13647,57240,28620,201,10,196,12,90,0,97,21,24,996,0,0,0,1428.03,0.0262346
229,340461476,funestus,1000,5620,237,1822,3561,7889,7056,127848,322000,161000,2205,51,0,0,700,0,541,214,0,5620,0,0,0,13000.3,0.052448
229,340461476,gambiae,1000,2416,64,161,2191,1854,994,15071,151960,81760,902,8,0,0,114,0,112,88,0,493,1923,0,0,1679.04,0.0105934
230,340461476,arabiensis,1000,946,93,320,533,1649,879,13540,39120,19560,129,5,159,5,88,0,103,15,20,946,0,0,0,1286.74,0.0249482
230,340461476,funestus,1000,5599,223,1768,3608,7840,6863,126666,207600,103800,1677,32,0,0,723,0,563,181,0,5599,0,0,0,12808,0.0403736
230,340461476,gambiae,1000,2331,61,141,2129,1797,950,14972,123720,65640,728,7,0,0,110,0,92,103,0,461,1870,0,0,1502.15,0.0102681
231,340461476,arabiensis,1000,914,94,310,510,1578,895,13277,44880,22440,151,8,154,8,87,0,81,16,22,914,0,0,0,1345.12,0.0328921
231,340461476,funestus,1000,5537,237,1767,3533,7760,6767,125465,238040,119020,1839,27,0,0,664,0,531,195,0,5537,0,0,0,12648.4,0.0616954
231,340461476,gambiae,1000,2264,52,141,2071,1728,926,14728,127680,68560,751,9,0,0,100,0,85,82,0,427,1837,0,0,1518.8,0.0114424
232,340461476,arabiensis,1000,863,81,300,482,1520,850,13128,49880,24940,148,7,185,7,91,0,98,18,26,863,0,0,0,1269.81,0.0299714
232,340461476,funestus,1000,5489,238,1797,3454,7666,6653,124421,286560,143280,2036,35,0,0,691,0,540,199,0,5489,0,0,0,12345.4,0.0531355
232,340461476,gambiae,1000,2167,42,122,2003,1634,912,14429,138920,74620,804,8,0,0,88,0,105,80,0,371,1796,0,0,1568.56,0.0110764
233,340461476,arabiensis,1000,847,81,292,474,1478,786,12824,33640,16820,118,4,133,3,78,0,72,13,9,847,0,0,0,1353.37,0.0254573
233,340461476,funestus,1000,5447,242,1748,3457,7617,6520,123191,216840,108420,1706,30,0,0,664,0,534,172,0,5447,0,0,0,12241.9,0.0430813
233,340461476,gambiae,1000,2099,43,110,1946,1572,894,14334,114280,60000,659,6,0,0,89,0,87,70,0,343,1756,0,0,1418.63,0.0105103
234,340461476,arabiensis,1000,816,81,273,462,1402,816,12691,42640,21320,142,7,142,7,83,0,80,18,16,816,0,0,0,1222.39,0.040231
234,340461476,funestus,1000,5412,240,1741,3431,7563,6538,121823,233920,116960,1754,30,0,0,636,0,476,195,0,5412,0,0,0,12289.7,0.0564558
234,340461476,gambiae,1000,2045,41,104,1900,1521,837,14085,118840,63040,675,6,0,0,95,0,86,63,0,317,1728,0,0,1374.32,0.0118219
235,340461476,arabiensis,1000,799,76,262,461,1356,793,12598,41480,20740,139,10,146,10,92,0,79,13,17,799,0,0,0,1077.86,0.0286677
235,340461476,funestus,1000,5381,237,1738,3406,7440,6440,120766,272400,136200,1925,45,0,0,651,0,497,185,0,5381,0,0,0,12039.7,0.052538
235,340461476,gambiae,1000,2020,35,104,1881,1453,811,13855,125720,66980,715,7,0,0,107,0,68,64,0,296,1724,0,0,1340.4,0.0109004
236,340461476,arabiensis,1000,751,72,255,424,1292,762,12304,32000,16000,111,2,124,6,71,0,86,16,17,751,0,0,0,1212.96,0.025985
236,340461476,funestus,1000,5290,246,1704,3340,7380,6419,119465,223720,111860,1693,37,0,0,616,0,538,169,0,5290,0,0,0,12046.8,0.0441986
236,340461476,gambiae,1000,1939,31,97,1811,1396,796,13587,104480,54340,620,4,0,0,77,0,78,80,0,273,1666,0,0,1431.84,0.010006
237,340461476,arabiensis,1000,744,65,265,414,1247,765,12113,36520,18260,131,5,115,8,81,0,68,8,12,744,0,0,0,1204.62,0.0379048
237,340461476,funestus,1000,5273,253,1718,3302,7271,6424,118267,231920,115960,1721,31,0,0,616,0,460,173,0,5273,0,0,0,11963.8,0.0538476
237,340461476,gambiae,1000,1898,28,92,1778,1334,795,13468,111680,58920,643,3,0,0,84,0,64,61,0,265,1633,0,0,1329.36,0.0131748
238,340461476,arabiensis,1000,752,60,269,423,1222,716,11935,37640,18820,138,6,127,3,90,0,51,16,15,752,0,0,0,1156.81,0.0329852
238,340461476,funestus,1000,5202,243,1693,3266,7213,6273,117115,259880,129940,1857,47,0,0,646,0,487,230,0,5202,0,0,0,11847.6,0.0515859
238,340461476,gambiae,1000,1835,25,86,1724,1298,799,13180,117520,61800,665,4,0,0,70,0,76,57,0,245,1590,0,0,1366.46,0.011281
239,340461476,arabiensis,1000,733,58,271,404,1183,679,11788,31640,15820,102,4,131,1,73,0,71,13,8,733,0,0,0,1149.71,0.0307336
239,340461476,funestus,1000,5098,251,1679,3168,7110,6313,115846,223960,111980,1697,39,0,0,600,0,527,177,0,5098,0,0,0,11861.2,0.0455889
239,340461476,gambiae,1000,1807,29,74,1704,1238,836,13019,99640,51500,554,1,0,0,88,0,61,55,0,235,1572,0,0,1356.24,0.0110555
240,340461476,arabiensis,1000,706,61,260,385,1143,667,11596,34600,17300,110,2,134,8,63,0,68,11,11,706,0,0,0,1207.94,0.0363373
240,340461476,funestus,1000,5082,256,1663,3163,7007,6211,115098,223960,111980,1659,30,0,0,594,0,444,166,0,5082,0,0,0,11366.2,0.052961
240,340461476,gambiae,1000,1773,26,68,1679,1197,795,12972,102080,54460,600,4,0,0,90,0,61,63,0,226,1547,0,0,1254.6,0.0131673
241,340461476,arabiensis,1000,695,66,233,396,1080,618,11558,33120,16560,122,4,97,3,76,0,62,19,6,695,0,0,0,1129.72,0.0349116
241,340461476,funestus,1000,5064,270,1632,3162,6964,5853,113878,237160,118580,1720,40,0,0,616,0,468,166,0,5064,0,0,0,11355.7,0.0507511
241,340461476,gambiae,1000,1724,22,67,1635,1169,714,12722,110840,58240,639,5,0,0,80,0,70,59,0,211,1513,0,0,1375.46,0.0115186
242,340461476,arabiensis,1000,676,64,233,379,1025,595,11396,31840,15920,114,2,116,1,74,0,64,15,14,676,0,0,0,1135.24,0.0341099
242,340461476,funestus,1000,5006,258,1669,3079,6906,5773,112882,226040,113020,1685,33,0,0,590,0,483,165,0,5006,0,0,0,11133.5,0.0478821
242,340461476,gambiae,1000,1670,21,67,1582,1131,711,12632,89960,46920,526,2,0,0,74,0,63,65,0,203,1467,0,0,1291.6,0.0118086
243,340461476,arabiensis,1000,653,59,236,358,1019,606,11360,33240,16620,113,8,125,5,65,0,64,14,10,653,0,0,0,2061.76,0.0356545
243,340461476,funestus,1000,4979,253,1662,3064,6825,6017,111189,218800,109400,1638,33,0,0,606,0,459,174,0,4979,0,0,0,11674.6,0.0492547
243,340461476,gambiae,1000,1635,19,58,1558,1106,707,12419,94120,49780,535,4,0,0,84,0,63,56,0,188,1447,0,0,2494.06,0.0137638
244,340461476,arabiensis,1000,629,59,220,350,976,613,12199,29720,14860,106,5,106,6,65,0,60,14,15,629,0,0,0,2030.49,0.0620264
244,340461476,funestus,1000,4917,249,1658,3010,6748,5894,110641,229440,114720,1697,36,0,0,593,0,490,165,0,4917,0,0,0,11082.1,0.0533573
244,340461476,gambiae,1000,1574,17,57,1500,1077,679,13520,105000,54960,597,5,0,0,70,0,61,70,0,173,1401,0,0,2290.54,0.0250508
245,340461476,arabiensis,1000,605,56,222,327,941,845,12680,29480,14740,100,1,106,4,46,0,43,15,12,605,0,0,0,2361.98,0.0683207
245,340461476,funestus,1000,4783,244,1651,2888,6621,7860,107586,221680,110840,1650,30,0,0,501,0,473,162,0,4783,0,0,0,13008.1,0.0483008
245,340461476,gambiae,1000,1510,15,52,1443,1038,917,14015,79880,42080,463,1,0,0,55,0,68,51,0,159,1351,0,0,2698.31,0.0208383
246,340461476,arabiensis,1000,576,55,199,322,911,831,13645,31240,15620,104,5,95,4,59,0,57,12,19,576,0,0,0,2093.69,0.0801215
246,340461476,funestus,1000,4726,238,1611,2877,6529,7696,108555,211760,105880,1539,27,0,0,563,0,475,145,0,4726,0,0,0,10921.4,0.0586797
246,340461476,gambiae,1000,1501,15,47,1439,1019,887,14991,87200,45820,499,1,0,0,74,0,38,45,0,153,1348,0,0,2496.43,0.0320617
247,340461476,arabiensis,1000,569,55,194,320,899,822,14222,26200,13100,86,2,95,5,69,0,63,9,4,569,0,0,0,2205.84,0.0670194
247,340461476,funestus,1000,4798,245,1592,2961,6537,7462,107096,218720,109360,1608,38,0,0,690,0,448,170,0,4798,0,0,0,11273.8,0.0515743
247,340461476,gambiae,1000,1462,16,42,1404,1006,847,15765,95520,50200,547,2,0,0,69,0,51,57,0,138,1324,0,0,2488.16,0.0272417
248,340461476,arabiensis,1000,550,55,185,310,870,788,14937,26360,13180,93,3,99,3,63,0,61,11,10,550,0,0,0,2173.37,0.0841925
248,340461476,funestus,1000,4702,225,1603,2874,6428,7464,106466,207880,103940,1657,23,0,0,538,0,482,152,0,4702,0,0,0,10808.3,0.0515445
248,340461476,gambiae,1000,1427,17,41,1369,961,886,16472,75840,40140,441,0,0,0,47,0,46,36,0,126,1301,0,0,2539.52,0.0247824
249,340461476,arabiensis,1000,620,51,189,380,922,636,15479,24360,12180,102,2,78,6,131,0,46,9,6,620,0,0,0,2185.41,0.0824494
249,340461476,funestus,1000,5301,227,1599,3475,7033,6160,105262,199280,99640,1493,33,0,0,1168,0,430,139,0,5301,0,0,0,10927.8,0.051993
249,340461476,gambiae,1000,1470,17,38,1415,1017,713,17131,83240,43460,457,5,0,0,121,0,39,39,0,132,1338,0,0,2496.12,0.0316332
250,340461476,arabiensis,1000,601,45,201,355,878,654,15919,25000,12500,128,2,108,3,61,0,61,8,11,601,0,0,0,2283.11,0.0897131
250,340461476,funestus,1000,5137,217,1642,3278,6884,6191,104316,206480,103240,2082,38,0,0,572,0,511,225,0,5137,0,0,0,10800.1,0.0548362
250,340461476,gambiae,1000,1423,17,31,1375,979,733,17685,89920,47280,568,4,0,0,67,0,47,67,0,120,1303,0,0,2539.56,0.0287175
251,340461476,arabiensis,1000,570,44,186,340,862,626,16524,23600,11800,90,1,83,2,62,0,77,8,8,570,0,0,0,2179.15,0.0913244
251,340461476,funestus,1000,5121,223,1626,3272,6818,6144,103453,217080,108540,1618,25,0,0,639,0,480,175,0,5121,0,0,0,10600.1,0.0523056
251,340461476,gambiae,1000,1411,16,33,1362,959,723,18218,73360,38520,435,2,0,0,72,0,45,39,0,120,1291,0,0,2563.27,0.0268566
252,340461476,arabiensis,1000,546,41,178,327,832,628,16961,23840,11920,92,4,89,4,63,0,61,15,11,546,0,0,0,2216.05,0.0923367
252,340461476,funestus,1000,5099,224,1597,3278,6829,5964,102449,197040,98520,1556,14,0,0,622,0,494,150,0,5099,0,0,0,10551.8,0.0488304
252,340461476,gambiae,1000,1405,16,30,1359,950,697,18735,76800,40060,459,3,0,0,75,0,40,41,0,110,1295,0,0,2572.84,0.033272
253,340461476,arabiensis,1000,539,41,178,320,817,610,17349,27400,13700,83,2,108,4,65,0,51,9,12,539,0,0,0,2295.42,0.0929553
253,340461476,funestus,1000,5033,236,1624,3173,6750,5853,101669,271960,135980,1935,35,0,0,613,0,490,189,0,5033,0,0,0,10290,0.0535515
253,340461476,gambiae,1000,1367,16,32,1319,920,716,19212,90440,47280,514,4,0,0,66,0,52,52,0,106,1261,0,0,2615.12,0.0321123
254,340461476,arabiensis,1000,530,44,175,311,806,584,17867,23760,11880,89,3,84,6,54,0,49,8,6,530,0,0,0,2166.63,0.0837743
254,340461476,funestus,1000,4933,240,1584,3109,6663,5864,100599,207880,103940,1616,21,0,0,556,0,486,170,0,4933,0,0,0,10328.6,0.0378364
254,340461476,gambiae,1000,1368,12,31,1325,905,702,19677,72520,37800,417,1,0,0,80,0,39,40,0,98,1270,0,0,2582.59,0.0276557
255,340461476,arabiensis,1000,531,45,168,318,786,582,18215,23200,11600,72,4,87,2,56,0,42,6,7,531,0,0,0,2235.9,0.0911882
255,340461476,funestus,1000,4926,235,1578,3113,6653,5756,99644,201000,100500,1528,32,0,0,572,0,451,128,0,4926,0,0,0,10262.5,0.0496853
255,340461476,gambiae,1000,1353,11,31,1311,891,678,20101,74200,38880,444,3,0,0,67,0,45,37,0,91,1262,0,0,2622.22,0.0341612
256,340461476,arabiensis,1000,524,44,167,313,765,546,18553,28040,14020,97,1,91,3,63,0,46,13,11,524,0,0,0,2257.53,0.0963749
256,340461476,funestus,1000,4831,232,1604,2995,6544,5846,98862,255280,127640,1780,33,0,0,541,0,455,181,0,4831,0,0,0,10033.6,0.0510573
256,340461476,gambiae,1000,1333,13,25,1295,871,655,20477,86280,44960,497,3,0,0,71,0,38,53,0,87,1246,0,0,2645.81,0.0337219
257,340461476,arabiensis,1000,510,49,155,306,747,551,18891,23040,11520,90,3,78,1,60,0,56,9,9,510,0,0,0,2275.76,0.0805111
257,340461476,funestus,1000,4791,268,1548,2975,6513,5727,97865,212520,106260,1562,22,0,0,583,0,441,182,0,4791,0,0,0,10029.9,0.0393045
257,340461476,gambiae,1000,1316,13,26,1277,861,623,20935,70720,36540,410,1,0,0,65,0,42,40,0,79,1237,0,0,2583.61,0.029424
258,340461476,arabiensis,1000,494,48,156,290,738,547,19204,22200,11100,90,4,79,8,53,0,46,15,8,494,0,0,0,2294.71,0.0987741
258,340461476,funestus,1000,4716,272,1539,2905,6536,5634,97011,201720,100860,1549,50,0,0,530,0,450,155,0,4716,0,0,0,9893.13,0.047195
258,340461476,gambiae,1000,1306,12,24,1270,846,583,21342,75960,39120,432,2,0,0,62,0,31,41,0,73,1233,0,0,2545.45,0.0353532
259,340461476,arabiensis,1000,478,48,146,284,727,717,19418,22920,11460,80,6,83,1,57,0,55,6,12,478,0,0,0,2295.86,0.103365
259,340461476,funestus,1000,4607,275,1498,2834,6480,7400,94600,235920,117960,1656,53,0,0,527,0,475,161,0,4607,0,0,0,11323.3,0.0490439
259,340461476,gambiae,1000,1276,12,23,1241,834,805,21341,83400,42820,461,3,0,0,55,0,37,48,0,75,1201,0,0,2785.51,0.0325339
260,340461476,arabiensis,1000,470,42,151,277,713,721,19746,23040,11520,78,6,86,8,56,0,45,9,10,470,0,0,0,2157.33,0.100168
260,340461476,funestus,1000,4648,269,1500,2879,6364,7264,95001,201240,100620,1473,44,0,0,609,0,439,129,0,4648,0,0,0,9951.26,0.0479963
260,340461476,gambiae,1000,1266,13,23,1230,799,784,21795,70080,36920,402,1,0,0,64,0,34,40,0,74,1192,0,0,2542.03,0.0325258
261,340461476,arabiensis,1000,451,41,157,253,701,730,19790,20600,10300,76,1,78,2,43,0,45,8,9,451,0,0,0,2382.85,0.0936343
261,340461476,funestus,1000,4563,260,1474,2829,6278,7216,94145,199800,99900,1526,42,0,0,521,0,438,168,0,4563,0,0,0,9845.94,0.0494497
261,340461476,gambiae,1000,1246,12,18,1216,765,785,22063,72520,37120,413,2,0,0,57,0,47,30,0,68,1178,0,0,2573.5,0.0344262
262,340461476,arabiensis,1000,451,35,154,262,693,765,20113,20160,10080,69,2,73,3,59,0,47,7,5,451,0,0,0,2179.79,0.115672
262,340461476,funestus,1000,4489,270,1445,2774,6234,7073,93203,216720,108360,1557,55,0,0,529,0,422,181,0,4489,0,0,0,9836.23,0.049279
262,340461476,gambiae,1000,1205,11,17,1177,746,786,22232,78560,40400,436,2,0,0,43,0,34,50,0,60,1145,0,0,2537.77,0.0346646
263,340461476,arabiensis,1000,491,30,150,311,742,785,20119,20960,10480,84,5,70,3,104,0,50,8,6,491,0,0,0,2489.81,0.108125
263,340461476,funestus,1000,5080,268,1454,3358,6751,5872,92202,199560,99780,1484,41,0,0,1154,0,424,139,0,5080,0,0,0,9895.03,0.0453868
263,340461476,gambiae,1000,1257,9,17,1231,786,812,22310,66360,35080,381,0,0,0,133,0,37,44,0,62,1195,0,0,2810.89,0.031408
264,340461476,arabiensis,1000,486,31,146,309,734,898,20281,19760,9880,92,1,98,2,68,0,50,9,14,486,0,0,0,2532.97,0.118789
264,340461476,funestus,1000,4974,271,1506,3197,6692,5796,91887,201560,100780,2006,39,0,0,599,0,495,210,0,4974,0,0,0,9277.26,0.0495842
264,340461476,gambiae,1000,1217,8,17,1192,767,964,22429,71560,36720,477,2,0,0,58,0,40,58,0,56,1161,0,0,2919.85,0.0400641
265,340461476,arabiensis,1000,494,31,145,318,712,1051,20491,17160,8580,79,0,71,1,66,0,47,6,5,494,0,0,0,2482.86,0.128187
265,340461476,funestus,1000,4915,265,1462,3188,6546,6025,90379,202480,101240,1554,54,0,0,567,0,466,160,0,4915,0,0,0,9861.81,0.0460273
265,340461476,gambiae,1000,1209,9,16,1184,756,1143,22773,72000,36940,407,1,0,0,59,0,30,37,0,57,1152,0,0,2753.51,0.0397584
266,340461476,arabiensis,1000,507,31,145,331,712,1131,20712,20080,10040,82,7,71,2,76,0,50,7,6,507,0,0,0,2306.69,0.144689
266,340461476,funestus,1000,4815,253,1446,3116,6487,5972,89971,192400,96200,1456,50,0,0,529,0,475,154,0,4815,0,0,0,9355.6,0.0487051
266,340461476,gambiae,1000,1228,9,16,1203,748,1261,22833,61760,32560,364,0,0,0,79,0,27,33,0,55,1173,0,0,2743.32,0.0372701
267,340461476,arabiensis,1000,542,30,152,360,761,1175,20601,25240,12620,94,1,107,3,99,0,43,5,16,542,0,0,0,2590.85,0.114875
267,340461476,funestus,1000,4758,264,1482,3012,6473,5894,88996,267560,133780,1792,41,0,0,590,0,474,173,0,4758,0,0,0,9425.54,0.0486258
267,340461476,gambiae,1000,1291,8,16,1267,815,1287,22813,79800,41220,472,0,0,0,123,0,23,37,0,53,1238,0,0,2955.71,0.0421271
268,340461476,arabiensis,1000,572,29,164,379,802,1569,20621,21200,10600,91,3,100,2,93,0,47,7,9,572,0,0,0,2676.3,0.102648
268,340461476,funestus,1000,4738,261,1481,2996,6374,7634,86570,205680,102840,1515,46,0,0,566,0,438,148,0,4738,0,0,0,10955.5,0.0352278
268,340461476,gambiae,1000,1306,7,15,1284,861,1678,22653,71200,36080,453,1,0,0,102,0,37,50,0,49,1257,0,0,3232.88,0.0358529
269,340461476,arabiensis,1000,637,30,167,440,847,1548,20933,21160,10580,84,3,105,3,130,0,47,8,10,637,0,0,0,2401.48,0.12624
269,340461476,funestus,1000,4815,308,1421,3086,6394,7400,87559,193880,96940,1467,48,0,0,639,0,419,143,0,4815,0,0,0,9079.47,0.0532649
269,340461476,gambiae,1000,1377,8,17,1352,918,1685,23158,63000,32980,404,0,0,0,131,0,27,33,0,52,1325,0,0,2769.2,0.0448016
270,340461476,arabiensis,1000,670,30,177,463,852,1562,20887,25520,12760,135,0,115,1,115,0,60,9,13,670,0,0,0,2548.22,0.113492
270,340461476,funestus,1000,4748,298,1451,2999,6393,7290,86373,240240,120120,1784,35,0,0,538,0,436,169,0,4748,0,0,0,9387.28,0.0468304
270,340461476,gambiae,1000,1402,5,17,1380,971,1629,23279,80800,41580,515,0,0,0,119,0,35,59,0,52,1350,0,0,2760.13,0.041983
271,340461476,arabiensis,1000,716,30,185,501,901,1511,21137,26720,13360,119,6,115,1,132,0,64,8,14,716,0,0,0,2271.15,0.0998521
271,340461476,funestus,1000,4707,280,1447,2980,6366,7192,85850,208280,104140,1522,52,0,0,566,0,454,153,0,4707,0,0,0,9040.88,0.0390746
271,340461476,gambiae,1000,1427,7,13,1407,1012,1659,23417,79200,40080,478,0,0,0,113,0,36,52,0,47,1380,0,0,2592.06,0.0331907
272,340461476,arabiensis,1000,865,31,190,644,1032,1262,21019,23400,11700,120,2,116,2,252,0,75,16,12,865,0,0,0,2450.9,0.0849983
272,340461476,funestus,1000,5257,279,1427,3551,6908,5937,85024,197280,98640,1516,34,0,0,1115,0,399,166,0,5257,0,0,0,9006.16,0.0434073
272,340461476,gambiae,1000,1604,7,14,1583,1144,1431,23324,70800,36860,455,0,0,0,246,0,33,36,0,46,1558,0,0,2753.66,0.032336
273,340461476,arabiensis,1000,883,33,220,630,1029,1273,21066,32560,16280,193,1,187,2,146,0,92,20,16,883,0,0,0,3624.44,0.104739
273,340461476,funestus,1000,5051,273,1556,3222,6862,5990,84294,232880,116440,2158,41,0,0,529,0,495,240,0,5051,0,0,0,8949.5,0.0456517
273,340461476,gambiae,1000,1630,6,11,1613,1151,1445,23295,88000,44720,659,0,0,0,145,0,50,69,0,44,1586,0,0,4138.82,0.037353
274,340461476,arabiensis,1000,885,32,230,623,1054,1281,22233,29760,14880,147,2,125,3,118,0,86,13,17,885,0,0,0,3642.01,0.111316
274,340461476,funestus,1000,4990,270,1516,3204,6785,5951,83455,206880,103440,1504,48,0,0,606,0,503,164,0,4990,0,0,0,9009.7,0.0384297
274,340461476,gambiae,1000,1659,5,14,1640,1159,1516,24680,84800,43080,538,0,0,0,135,0,42,64,0,45,1614,0,0,4070.01,0.0462748
275,340461476,arabiensis,1000,913,30,245,638,1064,1750,22809,30560,15280,131,3,130,5,128,0,72,16,12,913,0,0,0,4224.65,0.122379
275,340461476,funestus,1000,4959,263,1494,3202,6729,7794,80951,191400,95700,1498,33,0,0,605,0,476,160,0,4959,0,0,0,10742.7,0.0435504
275,340461476,gambiae,1000,1708,5,18,1685,1212,1914,25523,75600,39380,501,1,0,0,151,0,47,55,0,46,1662,0,0,4514.39,0.0472378
276,340461476,arabiensis,1000,921,30,249,642,1074,1700,24547,50800,25400,163,2,198,2,139,0,94,15,22,921,0,0,0,3545.77,0.138241
276,340461476,funestus,1000,4887,260,1548,3079,6665,7798,82090,277200,138600,1927,30,0,0,578,0,467,183,0,4887,0,0,0,8840.4,0.0561269
276,340461476,gambiae,1000,1726,5,18,1703,1248,1881,27032,114000,57820,679,0,0,0,141,0,52,71,0,44,1682,0,0,4182.18,0.0573183
277,340461476,arabiensis,1000,926,32,266,628,1089,1710,25378,36320,18160,154,2,148,1,123,0,90,15,13,926,0,0,0,3734.47,0.0697985
277,340461476,funestus,1000,4812,272,1496,3044,6630,7993,81213,193120,96560,1473,41,0,0,580,0,502,153,0,4812,0,0,0,8961.73,0.0318918
277,340461476,gambiae,1000,1769,5,17,1747,1280,1885,28137,90600,46320,574,1,0,0,158,0,51,64,0,46,1723,0,0,4210.18,0.0361655
278,340461476,arabiensis,1000,930,36,277,617,1116,1670,26242,33680,16840,145,2,131,3,110,0,84,9,13,930,0,0,0,3637.4,0.102821
278,340461476,funestus,1000,4757,276,1465,3016,6558,7883,80654,199520,99760,1527,37,0,0,569,0,462,162,0,4757,0,0,0,8772.62,0.046405
278,340461476,gambiae,1000,1816,5,14,1797,1299,1822,29149,81800,41980,544,1,0,0,153,0,49,57,0,42,1774,0,0,4050.33,0.0454467
279,340461476,arabiensis,1000,1074,38,288,748,1315,1384,26922,48600,24300,176,4,169,2,269,0,91,18,16,1074,0,0,0,3643.57,0.107999
279,340461476,funestus,1000,5362,313,1416,3633,7149,6456,79851,253480,126740,1790,45,0,0,1214,0,419,190,0,5362,0,0,0,8835,0.0439687
279,340461476,gambiae,1000,1973,7,13,1953,1441,1564,29890,119200,60240,713,1,0,0,278,0,49,72,0,45,1928,0,0,4071.74,0.0482412
280,340461476,arabiensis,1000,1058,37,317,704,1324,1384,27668,39520,19760,207,3,215,2,134,0,104,23,23,1058,0,0,0,3481.23,0.0749705
280,340461476,funestus,1000,5235,311,1493,3431,7083,6313,79547,192120,96060,2030,50,0,0,630,0,513,244,0,5235,0,0,0,8405.78,0.0348548
280,340461476,gambiae,1000,1993,7,11,1975,1481,1601,30531,98200,50300,745,0,0,0,141,0,54,67,0,41,1952,0,0,4079.26,0.033796
281,340461476,arabiensis,1000,1086,42,307,737,1336,1389,28163,37200,18600,145,4,160,4,150,0,97,14,11,1086,0,0,0,3613.94,0.0880879
281,340461476,funestus,1000,5282,312,1459,3511,7170,6073,78609,199960,99980,1574,41,0,0,705,0,495,163,0,5282,0,0,0,8617.89,0.0437528
281,340461476,gambiae,1000,2041,7,13,2021,1495,1601,31107,90600,46400,569,1,0,0,148,0,41,59,0,39,2002,0,0,4200.7,0.0405493
282,340461476,arabiensis,1000,1049,43,319,687,1340,1496,28634,45720,22860,172,2,192,2,111,0,108,16,24,1049,0,0,0,3732.28,0.0971488
282,340461476,funestus,1000,5198,320,1463,3415,7100,5970,78149,240320,120160,1823,46,0,0,593,0,496,181,0,5198,0,0,0,8359.26,0.0430981
282,340461476,gambiae,1000,2037,6,13,2018,1487,1696,31653,125200,63160,725,1,0,0,135,0,65,74,0,34,2003,0,0,4309.53,0.0452662
283,340461476,arabiensis,1000,1048,49,318,681,1351,2006,28630,54920,27460,173,2,203,3,128,0,91,19,19,1048,0,0,0,4404.39,0.0816334
283,340461476,funestus,1000,5156,317,1496,3343,7027,7923,75166,255680,127840,1818,44,0,0,589,0,479,152,0,5156,0,0,0,10630.8,0.0347839
