Time,NodeID,Species,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor, VECTOR_WOLBACHIA_FREE, VECTOR_WOLBACHIA_A, VECTOR_WOLBACHIA_B, VECTOR_WOLBACHIA_AB,AvailableHabitat,EggCrowdingCorrection
773,340461476,gambiae,1000,135764,0,0,135764,75987,63892,857087,8451200,4225600,46199,0,0,0,6265,0,3286,4569,0,0,135764,0,0,111290,0.0131074
774,340461476,arabiensis,1000,46645,5280,12345,29020,67399,58502,780453,2164080,1082040,7872,378,7807,391,5591,0,4420,853,815,46645,0,0,0,101813,0.0457862
774,340461476,funestus,1000,19045,1666,5088,12291,25853,25364,252376,854360,427180,6426,262,0,0,2496,0,1740,642,0,19045,0,0,0,32543.9,0.0388261
774,340461476,gambiae,1000,134095,0,0,134095,74936,64917,867168,8180400,4090200,44735,0,0,0,6105,0,3337,4437,0,0,134095,0,0,113128,0.0131685
775,340461476,arabiensis,1000,46186,5100,12324,28762,66682,57301,792232,2147000,1073500,7820,392,7809,446,5658,0,4407,832,878,46186,0,0,0,100330,0.0470468
775,340461476,funestus,1000,18957,1645,5045,12267,25905,25278,254271,844600,422300,6390,253,0,0,2361,0,1830,619,0,18957,0,0,0,32090,0.0380916
775,340461476,gambiae,1000,132315,0,0,132315,73640,63785,880250,8273200,4136600,44902,0,0,0,6135,0,3383,4532,0,0,132315,0,0,111486,0.0138291
776,340461476,arabiensis,1000,45720,4973,12208,28539,65940,65396,792649,2114200,1057100,7812,410,7699,379,5731,0,4500,875,822,45720,0,0,0,111621,0.0467303
776,340461476,funestus,1000,19015,1642,5016,12357,25759,25911,254047,839320,419660,6285,242,0,0,2456,0,1772,626,0,19015,0,0,0,33740.7,0.0379944
776,340461476,gambiae,1000,131081,0,0,131081,73087,72672,880056,8167000,4083500,44547,0,0,0,6382,0,3215,4401,0,0,131081,0,0,124688,0.0134755
777,340461476,arabiensis,1000,45410,4962,12136,28312,65240,72027,805144,2066080,1033040,7731,365,7592,369,5568,0,4301,782,795,45410,0,0,0,108703,0.0527959
777,340461476,funestus,1000,18963,1660,4954,12349,25821,26261,256043,848360,424180,6395,259,0,0,2465,0,1845,672,0,18963,0,0,0,33157.2,0.0402001
777,340461476,gambiae,1000,129651,0,0,129651,72313,80343,893541,7896600,3948300,43396,0,0,0,6153,0,3310,4273,0,0,129651,0,0,121844,0.0152674
778,340461476,arabiensis,1000,45248,4746,12036,28466,64890,78156,812886,2050120,1025060,7491,395,7646,354,5733,0,4311,789,795,45248,0,0,0,110059,0.0526131
778,340461476,funestus,1000,18983,1677,4929,12377,25819,26429,257409,858200,429100,6455,237,0,0,2469,0,1762,687,0,18983,0,0,0,33189.5,0.0390838
778,340461476,gambiae,1000,128622,0,0,128622,71573,86728,903319,7930800,3965400,43384,0,0,0,6591,0,3223,4397,0,0,128622,0,0,122175,0.01543
779,340461476,arabiensis,1000,44548,4638,11965,27945,63790,85107,820879,2048800,1024400,7627,373,7654,382,5244,0,4314,832,798,44548,0,0,0,110563,0.0536841
779,340461476,funestus,1000,18924,1687,4977,12260,25808,26984,257920,842040,421020,6369,263,0,0,2376,0,1782,653,0,18924,0,0,0,34062.8,0.0386733
779,340461476,gambiae,1000,126639,0,0,126639,70560,94494,911481,7874200,3937100,43500,0,0,0,5752,0,3264,4471,0,0,126639,0,0,123455,0.0154052
780,340461476,arabiensis,1000,47376,4572,11841,30963,66159,84308,828425,2029960,1014980,7412,318,7334,328,8488,0,4085,801,774,47376,0,0,0,112601,0.0539648
780,340461476,funestus,1000,19155,1696,4974,12485,26007,26828,259721,851840,425920,6399,269,0,0,2668,0,1799,638,0,19155,0,0,0,33632.2,0.0404527
780,340461476,gambiae,1000,128613,0,0,128613,73058,93652,921353,7687200,3843600,41771,0,0,0,9338,0,3093,4271,0,0,128613,0,0,124231,0.0156784
781,340461476,arabiensis,1000,49104,4508,12284,32312,68044,85885,835518,2014960,1007480,8692,359,8783,364,8003,0,4478,883,914,49104,0,0,0,114689,0.0554693
781,340461476,funestus,1000,19298,1701,5069,12528,26075,26881,260891,854840,427420,6614,240,0,0,2628,0,1777,708,0,19298,0,0,0,33819,0.0394819
781,340461476,gambiae,1000,130121,0,0,130121,75109,94259,930913,7654800,3827400,45096,0,0,0,9174,0,3190,4476,0,0,130121,0,0,124872,0.0161608
782,340461476,arabiensis,1000,50831,3867,13156,33808,69867,85760,845842,2021080,1010540,8509,349,8589,351,8217,0,4761,840,889,50831,0,0,0,114697,0.0569187
782,340461476,funestus,1000,19299,1470,5282,12547,26263,26997,262149,832800,416400,6466,245,0,0,2511,0,1849,661,0,19299,0,0,0,33904.2,0.0395618
782,340461476,gambiae,1000,131384,0,0,131384,76922,94694,939471,7661600,3830800,44886,0,0,0,9079,0,3352,4464,0,0,131384,0,0,127794,0.016313
783,340461476,arabiensis,1000,52558,3754,13334,35470,71585,85380,856170,1937040,968520,8382,300,8523,317,8316,0,4788,914,887,52558,0,0,0,110729,0.0567502
783,340461476,funestus,1000,19339,1435,5251,12653,26349,26736,263353,841000,420500,6417,279,0,0,2634,0,1900,694,0,19339,0,0,0,34030,0.0407111
783,340461476,gambiae,1000,133114,0,0,133114,78932,94375,950604,7363400,3681700,43424,0,0,0,9192,0,3231,4231,0,0,133114,0,0,123728,0.0166798
784,340461476,arabiensis,1000,53713,3728,13813,36172,72950,85489,861791,2312760,1156380,9385,325,9365,320,8085,0,5038,950,942,53713,0,0,0,112330,0.0571641
784,340461476,funestus,1000,19442,1446,5293,12703,26439,27101,264403,879360,439680,6688,213,0,0,2558,0,1781,674,0,19442,0,0,0,34296.5,0.0404637
784,340461476,gambiae,1000,134173,0,0,134173,80318,94718,956565,7944000,3972000,46212,0,0,0,8979,0,3335,4585,0,0,134173,0,0,125792,0.0168032
785,340461476,arabiensis,1000,55520,3637,14190,37693,74476,85271,867040,2287960,1143980,9294,318,9134,326,8762,0,5014,950,991,55520,0,0,0,116197,0.0485697
785,340461476,funestus,1000,19615,1426,5371,12818,26553,27082,265911,864560,432280,6594,268,0,0,2675,0,1814,688,0,19615,0,0,0,34091.8,0.0390016
785,340461476,gambiae,1000,135423,0,0,135423,82015,95000,963185,7937200,3968600,46032,0,0,0,9267,0,3351,4666,0,0,135423,0,0,129300,0.0158348
786,340461476,arabiensis,1000,56563,3619,14653,38291,75570,84658,876528,2227600,1113800,9368,302,9413,284,8268,0,5350,954,921,56563,0,0,0,110097,0.0507861
786,340461476,funestus,1000,19697,1457,5380,12860,26686,27203,266478,845360,422680,6552,255,0,0,2586,0,1790,714,0,19697,0,0,0,34815.1,0.0394325
786,340461476,gambiae,1000,136991,0,0,136991,83557,93975,974164,7695800,3847900,45112,0,0,0,9266,0,3221,4477,0,0,136991,0,0,122086,0.0162904
787,340461476,arabiensis,1000,57484,3583,15157,38744,76486,85292,877706,2520320,1260160,9930,306,9932,324,8208,0,5256,1052,979,57484,0,0,0,117174,0.049424
787,340461476,funestus,1000,19617,1430,5483,12704,26794,27413,267912,892200,446100,6742,246,0,0,2478,0,1890,668,0,19617,0,0,0,34658.4,0.0411837
787,340461476,gambiae,1000,137988,0,0,137988,84464,95024,975592,8178600,4089300,47427,0,0,0,9119,0,3421,4701,0,0,137988,0,0,129830,0.015864
788,340461476,arabiensis,1000,58311,3497,15600,39214,77500,85090,886698,2438560,1219280,9729,313,9544,319,8256,0,5478,990,961,58311,0,0,0,116444,0.0464918
788,340461476,funestus,1000,19723,1409,5454,12860,26781,27587,268700,868840,434420,6549,234,0,0,2685,0,1869,710,0,19723,0,0,0,35135,0.038846
788,340461476,gambiae,1000,138972,0,0,138972,85490,95132,986008,8134600,4067300,47102,0,0,0,9079,0,3354,4741,0,0,138972,0,0,128595,0.0158744
789,340461476,arabiensis,1000,59176,3474,16014,39688,78483,85308,893409,2494160,1247080,9823,291,9772,292,8443,0,5596,994,988,59176,0,0,0,97174.8,0.0477513
789,340461476,funestus,1000,19766,1395,5499,12872,26861,27756,270166,868560,434280,6695,255,0,0,2641,0,1879,719,0,19766,0,0,0,34147.3,0.040439
789,340461476,gambiae,1000,140103,0,0,140103,86853,95384,992613,7984600,3992300,46250,0,0,0,9277,0,3482,4664,0,0,140103,0,0,108036,0.0158084
790,340461476,arabiensis,1000,59433,3449,16350,39634,78891,86308,880530,2636440,1318220,10286,304,10303,291,8017,0,5613,1068,1079,59433,0,0,0,100746,0.0389609
790,340461476,funestus,1000,19956,1384,5490,13082,26997,27732,270704,894760,447380,6779,240,0,0,2742,0,1861,691,0,19956,0,0,0,34082.8,0.0393149
790,340461476,gambiae,1000,140781,0,0,140781,87777,95335,978489,8386200,4193100,48369,0,0,0,8944,0,3402,4864,0,0,140781,0,0,111818,0.0135305
791,340461476,arabiensis,1000,60230,3422,16578,40230,79983,61163,897929,2546440,1273220,9882,305,9880,287,8466,0,5652,993,1024,60230,0,0,0,74462.1,0.038213
791,340461476,funestus,1000,20082,1408,5478,13196,26967,19814,279101,864080,432040,6707,253,0,0,2673,0,1839,708,0,20082,0,0,0,26154.6,0.0380916
791,340461476,gambiae,1000,141989,0,0,141989,88741,67684,996678,8333000,4166500,47832,0,0,0,9324,0,3398,4718,0,0,141989,0,0,83756.5,0.0133336
792,340461476,arabiensis,1000,60621,3530,16772,40319,80283,63731,861306,2605880,1302940,10363,255,10126,291,8218,0,5711,1069,1047,60621,0,0,0,100990,0.0292416
792,340461476,funestus,1000,20238,1474,5484,13280,27113,19758,271148,893080,446540,6824,248,0,0,2742,0,1876,710,0,20238,0,0,0,34571.6,0.0302687
792,340461476,gambiae,1000,142768,0,0,142768,89426,70672,958277,8182600,4091300,47499,0,0,0,9145,0,3516,4850,0,0,142768,0,0,110941,0.0100512
793,340461476,arabiensis,1000,61050,3556,16979,40515,81166,64876,855982,2707680,1353840,10329,335,10414,344,8428,0,5884,1054,1061,61050,0,0,0,99378.4,0.0387548
793,340461476,funestus,1000,20269,1473,5518,13278,27107,19913,272483,902240,451120,6912,265,0,0,2703,0,1957,715,0,20269,0,0,0,33696.1,0.0387106
793,340461476,gambiae,1000,143720,0,0,143720,90279,72316,951290,8555200,4277600,49049,0,0,0,9343,0,3549,4842,0,0,143720,0,0,110222,0.0135582
794,340461476,arabiensis,1000,61514,3548,17177,40789,81723,66597,848365,2604800,1302400,10047,293,10247,311,8392,0,5820,1024,1084,61514,0,0,0,97719.6,0.0367024
794,340461476,funestus,1000,20356,1495,5602,13259,27116,20057,273113,890360,445180,6828,259,0,0,2687,0,1881,719,0,20356,0,0,0,33520.9,0.0373471
794,340461476,gambiae,1000,144400,0,0,144400,90774,74337,944288,8480400,4240200,48854,0,0,0,9231,0,3671,4880,0,0,144400,0,0,106917,0.0128836
795,340461476,arabiensis,1000,53596,3683,17266,32647,73676,84850,840236,2717440,1358720,10485,300,10453,276,0,0,5800,1113,1005,53596,0,0,0,101442,0.0375152
795,340461476,funestus,1000,17669,1462,5613,10594,24555,25803,272872,903360,451680,6870,236,0,0,0,0,1987,700,0,17669,0,0,0,34212.2,0.0376487
795,340461476,gambiae,1000,135968,0,0,135968,82221,94661,933407,8362000,4181000,48288,0,0,0,0,0,3572,4860,0,0,135968,0,0,112902,0.0126076
796,340461476,arabiensis,1000,55492,3699,16232,35561,75015,85405,836396,2748640,1374320,6986,348,6882,358,8278,0,4948,723,711,55492,0,0,0,100342,0.03733
796,340461476,funestus,1000,17925,1460,5272,11193,24796,25864,273390,913880,456940,4610,253,0,0,2447,0,1664,527,0,17925,0,0,0,34140,0.0378722
796,340461476,gambiae,1000,137652,0,0,137652,83810,95207,929691,8683600,4341800,41196,0,0,0,9258,0,3366,4208,0,0,137652,0,0,111128,0.0135018
797,340461476,arabiensis,1000,56176,3857,16400,35919,75984,86948,831418,2721600,1360800,10511,311,10393,325,8077,0,5181,1098,1114,56176,0,0,0,101394,0.0365059
797,340461476,funestus,1000,18033,1436,5352,11245,24861,25907,274384,889240,444620,6633,260,0,0,2481,0,1693,680,0,18033,0,0,0,33587.3,0.0373572
797,340461476,gambiae,1000,138386,0,0,138386,84951,95757,924988,8643800,4321900,49665,0,0,0,9156,0,3440,4982,0,0,138386,0,0,111470,0.0127975
798,340461476,arabiensis,1000,56994,3980,16525,36489,76950,87880,827972,2786000,1393000,10498,354,10534,354,8320,0,5213,1153,1136,56994,0,0,0,99160.9,0.0372555
798,340461476,funestus,1000,18044,1430,5394,11220,24911,25979,274575,908720,454360,6717,258,0,0,2466,0,1743,712,0,18044,0,0,0,33833.2,0.0377708
798,340461476,gambiae,1000,139268,0,0,139268,85882,97164,919927,8525200,4262600,49073,0,0,0,9110,0,3392,4836,0,0,139268,0,0,110221,0.012896
799,340461476,arabiensis,1000,58141,4044,16086,38011,78032,87946,824307,1825200,912600,8261,397,8241,344,8238,0,5309,893,889,58141,0,0,0,100458,0.0355926
799,340461476,funestus,1000,18334,1400,5289,11645,25013,26209,274595,595200,297600,5186,252,0,0,2526,0,1668,568,0,18334,0,0,0,34245.7,0.0372317
799,340461476,gambiae,1000,140598,0,0,140598,86811,97210,915421,7273000,3636500,42947,0,0,0,9208,0,3565,4313,0,0,140598,0,0,112096,0.0129288
800,340461476,arabiensis,1000,58983,4184,16234,38565,79025,87718,821077,2766040,1383020,10575,345,10357,346,8519,0,5542,1058,1077,58983,0,0,0,102428,0.0550397
800,340461476,funestus,1000,18517,1431,5341,11745,25190,26353,275297,882520,441260,6660,230,0,0,2555,0,1714,658,0,18517,0,0,0,33971.9,0.0575365
800,340461476,gambiae,1000,141497,0,0,141497,88030,96990,913211,8774800,4387400,50265,0,0,0,9383,0,3474,5010,0,0,141497,0,0,112906,0.0154126
801,340461476,arabiensis,1000,59771,4252,16378,39141,79954,87928,819827,2781520,1390760,10542,383,10793,351,8587,0,5630,1113,1056,59771,0,0,0,99679.8,0.0370306
801,340461476,funestus,1000,18705,1437,5342,11926,25420,26283,275529,883400,441700,6689,263,0,0,2596,0,1722,686,0,18705,0,0,0,34163.9,0.0384942
801,340461476,gambiae,1000,142422,0,0,142422,89058,97922,910952,8644400,4322200,49750,0,0,0,9262,0,3454,4883,0,0,142422,0,0,110722,0.0128671
802,340461476,arabiensis,1000,60643,4272,16272,40099,80992,86769,817942,2174080,1087040,9205,392,9133,390,8640,0,5734,1032,1002,60643,0,0,0,98451.6,0.0358365
802,340461476,funestus,1000,18846,1456,5248,12142,25492,26697,274797,692600,346300,5766,239,0,0,2449,0,1708,600,0,18846,0,0,0,35315.6,0.0386732
802,340461476,gambiae,1000,144192,0,0,144192,90162,96705,906904,7597600,3798800,44654,0,0,0,9701,0,3494,4437,0,0,144192,0,0,111311,0.0128086
803,340461476,arabiensis,1000,60880,4325,16425,40130,81760,87844,812561,2785240,1392620,10696,364,10770,387,8222,0,5723,1133,1129,60880,0,0,0,100637,0.0452842
803,340461476,funestus,1000,19062,1457,5255,12350,25604,26628,276494,880920,440460,6550,252,0,0,2647,0,1728,703,0,19062,0,0,0,34034.1,0.0509898
803,340461476,gambiae,1000,144728,0,0,144728,90947,98080,902938,8893000,4446500,51189,0,0,0,9155,0,3520,5099,0,0,144728,0,0,111726,0.0146508
804,340461476,arabiensis,1000,61357,4390,16695,40272,82413,88473,809771,2848000,1424000,10661,421,10792,381,8397,0,5705,1092,1123,61357,0,0,0,97743.2,0.0361323
804,340461476,funestus,1000,19150,1452,5279,12419,25811,26828,276404,899160,449580,6842,264,0,0,2547,0,1730,729,0,19150,0,0,0,34535.4,0.0386347
804,340461476,gambiae,1000,145402,0,0,145402,91779,98572,900514,8822600,4411300,50355,0,0,0,9252,0,3625,4953,0,0,145402,0,0,107835,0.0125634
805,340461476,arabiensis,1000,62042,4448,16720,40874,83350,84400,808744,2415480,1207740,9597,399,9635,380,8683,0,6000,1015,983,62042,0,0,0,98662.4,0.03432
805,340461476,funestus,1000,19282,1462,5272,12548,25863,26784,277253,769920,384960,6035,252,0,0,2547,0,1786,629,0,19282,0,0,0,34093.6,0.0384085
805,340461476,gambiae,1000,146855,0,0,146855,92617,94184,897825,7889000,3944500,45963,0,0,0,9613,0,3542,4618,0,0,146855,0,0,110404,0.0122226
806,340461476,arabiensis,1000,62039,4452,16826,40761,83457,82341,808692,2835320,1417660,10888,368,10841,392,8188,0,5938,1096,1157,62039,0,0,0,100068,0.0408459
806,340461476,funestus,1000,19425,1497,5337,12591,26078,26633,277266,886560,443280,6602,254,0,0,2658,0,1813,702,0,19425,0,0,0,34483.8,0.044282
806,340461476,gambiae,1000,147198,0,0,147198,92866,91801,898294,9078600,4539300,52066,0,0,0,9204,0,3617,5244,0,0,147198,0,0,111439,0.0139947
807,340461476,arabiensis,1000,62664,4085,17321,41258,84116,73584,815333,2827200,1413600,10671,394,10679,377,8719,0,5915,1064,1115,62664,0,0,0,92001.9,0.0352934
807,340461476,funestus,1000,19418,1405,5457,12556,26044,24881,279401,900000,450000,6888,267,0,0,2563,0,1846,724,0,19418,0,0,0,32747.9,0.0388962
807,340461476,gambiae,1000,148501,0,0,148501,93760,82142,904879,8922000,4461000,50896,0,0,0,9774,0,3524,4947,0,0,148501,0,0,103271,0.012275
808,340461476,arabiensis,1000,63290,4259,17379,41652,84747,71952,806921,2552400,1276200,10192,320,10172,302,8657,0,5946,1058,1027,63290,0,0,0,95189.9,0.0325417
808,340461476,funestus,1000,19587,1451,5453,12683,26186,24986,278008,804120,402060,6266,229,0,0,2625,0,1848,608,0,19587,0,0,0,34536,0.0363866
808,340461476,gambiae,1000,149472,0,0,149472,94582,79987,896142,8130600,4065300,47542,0,0,0,9517,0,3752,4794,0,0,149472,0,0,106204,0.0115749
809,340461476,arabiensis,1000,62380,4315,17569,40496,84219,72432,803840,2892000,1446000,11030,432,11006,388,7299,0,5951,1137,1121,62380,0,0,0,92537,0.0372943
809,340461476,funestus,1000,19463,1472,5470,12521,26268,25147,278406,866760,433380,6620,278,0,0,2477,0,1939,662,0,19463,0,0,0,34529.2,0.0429489
809,340461476,gambiae,1000,148533,0,0,148533,93571,80568,892588,9184800,4592400,52432,0,0,0,8172,0,3773,5338,0,0,148533,0,0,103386,0.0130622
810,340461476,arabiensis,1000,61708,4165,17729,39814,83487,72482,797575,2841960,1420980,10334,398,10268,410,7463,0,6007,1067,1061,61708,0,0,0,94437.4,0.0319976
810,340461476,funestus,1000,19466,1442,5465,12559,26383,24985,279213,894560,447280,6679,282,0,0,2566,0,1824,739,0,19466,0,0,0,34109.5,0.0398371
810,340461476,gambiae,1000,148249,0,0,148249,92915,80118,887407,9029600,4514800,50453,0,0,0,8338,0,3631,4991,0,0,148249,0,0,103718,0.0112563
811,340461476,arabiensis,1000,59429,4273,17696,37460,81240,77360,793028,2686600,1343300,10053,328,9880,330,5513,0,5809,981,1002,59429,0,0,0,95545,0.0332297
811,340461476,funestus,1000,18998,1457,5532,12009,25879,26272,279131,833560,416780,6416,240,0,0,2038,0,1862,644,0,18998,0,0,0,34574.9,0.0381299
811,340461476,gambiae,1000,146007,0,0,146007,90404,85172,881648,8400600,4200300,47594,0,0,0,6319,0,3769,4792,0,0,146007,0,0,105655,0.0114864
812,340461476,arabiensis,1000,59432,4371,17293,37768,81086,76631,790686,2929480,1464740,9766,411,9805,410,7668,0,5626,1024,1015,59432,0,0,0,91932.1,0.0355635
812,340461476,funestus,1000,19130,1451,5426,12253,26099,26082,278979,889320,444660,6237,262,0,0,2623,0,1800,691,0,19130,0,0,0,35106.5,0.0414786
812,340461476,gambiae,1000,145669,0,0,145669,90172,85129,878952,9255000,4627500,49889,0,0,0,8218,0,3602,4954,0,0,145669,0,0,101735,0.0125771
813,340461476,arabiensis,1000,59143,4315,17317,37511,80683,101873,760217,2732720,1366360,10184,423,10161,379,7389,0,5707,1009,962,59143,0,0,0,114568,0.0313817
813,340461476,funestus,1000,19098,1418,5503,12177,26134,34482,271473,865440,432720,6654,270,0,0,2509,0,1854,687,0,19098,0,0,0,42988.2,0.0394756
813,340461476,gambiae,1000,145429,0,0,145429,89695,112788,844718,8923400,4461700,50023,0,0,0,8217,0,3519,4938,0,0,145429,0,0,127265,0.0109924
814,340461476,arabiensis,1000,58692,4405,17186,37101,80327,102530,778241,2648080,1324040,9860,344,9875,342,7201,0,5706,944,1002,58692,0,0,0,92875.2,0.0419244
814,340461476,funestus,1000,19085,1437,5545,12103,26150,34782,279723,846080,423040,6439,233,0,0,2456,0,1839,630,0,19085,0,0,0,35110.2,0.0496721
814,340461476,gambiae,1000,145218,0,0,145218,89133,113831,863543,8405000,4202500,47496,0,0,0,8099,0,3611,4699,0,0,145218,0,0,104364,0.0142619
815,340461476,arabiensis,1000,58791,5169,16213,37409,80482,102847,771406,2552680,1276340,9652,409,9499,396,7648,0,5631,954,964,58791,0,0,0,100081,0.0350727
815,340461476,funestus,1000,19210,1650,5268,12292,26221,34607,280093,814840,407420,6241,248,0,0,2586,0,1812,649,0,19210,0,0,0,35108.5,0.0414975
815,340461476,gambiae,1000,145172,0,0,145172,89080,113948,857978,8828400,4414200,49445,0,0,0,8498,0,3598,4946,0,0,145172,0,0,110341,0.0124169
816,340461476,arabiensis,1000,58387,5251,16056,37080,80159,103123,772954,2711720,1355860,10028,408,10172,421,7385,0,5657,1048,1084,58387,0,0,0,94191.3,0.0392061
816,340461476,funestus,1000,19158,1674,5210,12274,26411,34593,280077,878160,439080,6667,259,0,0,2505,0,1828,729,0,19158,0,0,0,35489.1,0.0430864
816,340461476,gambiae,1000,144891,0,0,144891,88804,113943,859899,8843000,4421500,49988,0,0,0,8313,0,3613,4981,0,0,144891,0,0,103596,0.0124984
817,340461476,arabiensis,1000,66387,5297,15867,45223,88475,86033,769954,2619520,1309760,9687,367,9917,327,15586,0,5575,984,1027,66387,0,0,0,100663,0.0347349
817,340461476,funestus,1000,22015,1673,5179,15163,29204,29375,279814,858520,429260,6487,201,0,0,5356,0,1883,616,0,22015,0,0,0,36113.1,0.040413
817,340461476,gambiae,1000,153971,0,0,153971,97840,95582,854565,8408200,4204100,47670,0,0,0,17433,0,3637,4716,0,0,153971,0,0,112788,0.011715
818,340461476,arabiensis,1000,65844,5329,17003,43512,88182,86067,773220,2554440,1277220,13209,432,13047,424,8445,0,6281,1371,1336,65844,0,0,0,100748,0.0384282
818,340461476,funestus,1000,21985,1690,5624,14671,29292,29109,281461,832920,416460,8816,275,0,0,2850,0,2011,869,0,21985,0,0,0,34823.4,0.0420643
818,340461476,gambiae,1000,153746,0,0,153746,97868,95383,858477,8722600,4361300,57641,0,0,0,9415,0,3853,5787,0,0,153746,0,0,112598,0.013414
819,340461476,arabiensis,1000,66123,4592,17729,43802,88041,84664,777167,2670080,1335040,10275,437,10375,393,8614,0,6185,1065,1085,66123,0,0,0,96012.9,0.0394402
819,340461476,funestus,1000,21964,1460,5902,14602,29271,29224,281354,865800,432900,6858,249,0,0,2735,0,2075,681,0,21964,0,0,0,35284.2,0.0418088
819,340461476,gambiae,1000,154057,0,0,154057,97862,94092,862469,8809600,4404800,50655,0,0,0,9276,0,3917,5048,0,0,154057,0,0,107731,0.0129088
820,340461476,arabiensis,1000,65785,5322,16882,43581,87955,84047,774965,2585280,1292640,10184,348,10241,367,8264,0,6428,1083,1091,65785,0,0,0,144142,0.0359588
820,340461476,funestus,1000,21988,1723,5632,14633,29337,29329,281289,867600,433800,6726,241,0,0,2774,0,2100,650,0,21988,0,0,0,38374.4,0.0407533
820,340461476,gambiae,1000,154385,0,0,154385,97695,94337,860454,8405600,4202800,48444,0,0,0,9016,0,3879,4809,0,0,154385,0,0,160776,0.0122288
821,340461476,arabiensis,1000,65219,5269,17377,42573,87371,84336,820801,3519520,1759760,12397,417,12377,432,8170,0,6192,1263,1281,65219,0,0,0,141212,0.055755
821,340461476,funestus,1000,21911,1730,5815,14366,29518,29271,284712,1182560,591280,8256,264,0,0,2919,0,2156,840,0,21911,0,0,0,37946.4,0.0442306
821,340461476,gambiae,1000,154132,0,0,154132,97554,94168,912350,10147400,5073700,56568,0,0,0,9205,0,3824,5634,0,0,154132,0,0,156554,0.0191273
822,340461476,arabiensis,1000,65261,4548,18090,42623,87367,82226,861550,2746360,1373180,10524,415,10349,403,8387,0,6163,1092,1090,65261,0,0,0,143203,0.0401226
822,340461476,funestus,1000,21889,1484,6088,14317,29398,29040,287842,902440,451220,7097,243,0,0,2732,0,2043,711,0,21889,0,0,0,37781.5,0.0320884
822,340461476,gambiae,1000,154595,0,0,154595,97592,91948,957494,8940400,4470200,51036,0,0,0,9325,0,3865,4997,0,0,154595,0,0,158899,0.015428
823,340461476,arabiensis,1000,65057,4485,18254,42318,87146,81920,899148,2706520,1353260,10482,386,10365,373,7956,0,5999,1098,1063,65057,0,0,0,147107,0.052143
823,340461476,funestus,1000,21875,1449,6112,14314,29461,29130,290074,893600,446800,6889,248,0,0,2769,0,2076,707,0,21875,0,0,0,38484.9,0.0418659
823,340461476,gambiae,1000,154739,0,0,154739,97148,91937,997822,8602000,4301000,49462,0,0,0,8828,0,3703,4981,0,0,154739,0,0,164684,0.0177731
824,340461476,arabiensis,1000,64366,4494,18343,41529,86831,80779,938429,3308680,1654340,11881,391,11703,391,7962,0,6103,1267,1283,64366,0,0,0,148880,0.054353
824,340461476,funestus,1000,21895,1500,6152,14243,29536,29025,292177,1101400,550700,7954,251,0,0,2876,0,2048,808,0,21895,0,0,0,39288,0.0430673
824,340461476,gambiae,1000,154470,0,0,154470,97254,90445,1043009,10002800,5001400,55670,0,0,0,9133,0,3866,5536,0,0,154470,0,0,165112,0.0191448
825,340461476,arabiensis,1000,64335,4491,18307,41537,86778,80168,974871,2787240,1393620,10457,423,10400,401,8269,0,6111,1091,1098,64335,0,0,0,148120,0.0449968
825,340461476,funestus,1000,21985,1495,6248,14242,29651,28915,295514,958000,479000,7336,254,0,0,2850,0,2015,745,0,21985,0,0,0,38828,0.0356709
825,340461476,gambiae,1000,154753,0,0,154753,97170,89135,1083219,9027000,4513500,51316,0,0,0,9113,0,3796,5034,0,0,154753,0,0,164548,0.0165066
826,340461476,arabiensis,1000,63580,4491,18350,40739,86066,80808,1006693,2752760,1376380,10497,372,10527,375,7566,0,6175,1093,1053,63580,0,0,0,147219,0.053142
826,340461476,funestus,1000,21852,1481,6223,14148,29469,29222,297837,916160,458080,7094,256,0,0,2621,0,2031,723,0,21852,0,0,0,39353.2,0.0405302
826,340461476,gambiae,1000,154410,0,0,154410,96301,89450,1118636,8737800,4368900,49992,0,0,0,8499,0,3905,4937,0,0,154410,0,0,163489,0.0182285
827,340461476,arabiensis,1000,63119,4481,18362,40276,85866,80263,1034666,3073360,1536680,11186,399,10866,393,7922,0,6050,1201,1132,63119,0,0,0,147153,0.0534806
827,340461476,funestus,1000,21829,1464,6202,14163,29373,29412,300713,1052640,526320,7545,241,0,0,2875,0,2157,741,0,21829,0,0,0,39296.9,0.0429545
827,340461476,gambiae,1000,153867,0,0,153867,95975,87829,1150648,9843800,4921900,54652,0,0,0,8907,0,3855,5595,0,0,153867,0,0,162484,0.0187105
828,340461476,arabiensis,1000,62619,4459,18356,39804,85281,57303,1083137,2754160,1377080,10222,404,10365,397,7612,0,6007,1040,1065,62619,0,0,0,128768,0.0478801
828,340461476,funestus,1000,21961,1474,6269,14218,29337,20895,311549,974360,487180,7402,259,0,0,2874,0,2001,741,0,21961,0,0,0,31252.5,0.0373318
828,340461476,gambiae,1000,153524,0,0,153524,95476,62351,1203653,9096800,4548400,51462,0,0,0,8548,0,3704,5187,0,0,153524,0,0,142908,0.0165062
