Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_IMMATURE,STATE_LARVA,STATE_EGG,AvgOocystDurationDays,AvgNumSporozoitesPerVector,NumVectorsWithSporozoites_AA,NumVectorsWithSporozoites_GG,NumVectorsWithSporozoites_Other
191,340461476,X-a2:X-a1,3409,34,382,2993,2280,24239,82875,11,23188,17,18,0
191,340461476,X-a2:X-a2,3585,24,430,3131,2341,24903,80625,11.8571,28183.7,8,16,0
192,340461476,X-a1:X-a1,3135,61,356,2718,2202,23013,79525,8.6,24306.3,13,50,0
192,340461476,X-a1:X-a2,3519,43,415,3061,2274,23527,79375,11,23934.6,18,26,1
192,340461476,X-a2:X-a1,3318,39,407,2872,2316,24303,82025,11,25290.8,23,18,1
192,340461476,X-a2:X-a2,3563,33,456,3074,2315,24705,83775,11.3,27543.8,9,24,0
193,340461476,X-a1:X-a1,3170,68,351,2751,2238,23194,76975,8.1875,26662.3,14,56,0
193,340461476,X-a1:X-a2,3511,45,454,3012,2299,23545,78075,11,21747.6,18,28,1
193,340461476,X-a2:X-a1,3394,43,422,2929,2231,24389,82425,11,27565.6,21,24,2
193,340461476,X-a2:X-a2,3555,35,480,3040,2333,24800,86425,11,27730,9,26,0
194,340461476,X-a1:X-a1,3214,72,394,2748,2244,23068,77200,8.92308,23417.4,18,56,0
194,340461476,X-a1:X-a2,3500,50,475,2975,2308,23397,79000,11,23354,24,28,2
194,340461476,X-a2:X-a1,3362,44,457,2861,2270,24338,81600,11,29823.7,24,22,2
194,340461476,X-a2:X-a2,3555,37,494,3024,2320,24789,82500,12.2,25526.9,10,27,0
195,340461476,X-a1:X-a1,3247,81,414,2752,2178,23084,78250,8.88235,23319.3,22,61,0
195,340461476,X-a1:X-a2,3496,52,500,2944,2284,23414,80400,11,24073.6,23,30,1
195,340461476,X-a2:X-a1,3411,47,483,2881,2247,24317,82150,11,27273.3,25,24,2
195,340461476,X-a2:X-a2,3527,35,503,2989,2353,24854,84400,12.2,23629.5,10,25,0
196,340461476,X-a1:X-a1,3256,85,429,2742,2130,23264,78500,8.78947,24231,22,64,1
196,340461476,X-a1:X-a2,3465,58,509,2898,2261,23549,76950,11,25316.6,27,32,0
196,340461476,X-a2:X-a1,3392,46,490,2856,2257,24320,80050,11,29301.6,22,26,1
196,340461476,X-a2:X-a2,3486,41,501,2944,2382,24774,83600,11.5455,29120.2,11,30,0
197,340461476,X-a1:X-a1,3286,90,440,2756,2149,23237,77600,8.78947,22990.3,22,71,1
197,340461476,X-a1:X-a2,3472,61,535,2876,2230,23501,81500,11,25596.4,30,32,0
197,340461476,X-a2:X-a1,3394,52,522,2820,2313,24153,79250,11,27329.8,22,32,1
197,340461476,X-a2:X-a2,3506,49,502,2955,2389,24772,82150,12.2353,31840,16,33,0
198,340461476,X-a1:X-a1,3314,100,460,2754,2099,23291,78025,8.5,24551.2,24,80,1
198,340461476,X-a1:X-a2,3386,68,531,2787,2222,23701,79325,11,25621.2,33,38,0
198,340461476,X-a2:X-a1,3404,64,552,2788,2306,24100,79825,11,28857.9,28,37,0
198,340461476,X-a2:X-a2,3533,50,529,2954,2356,24802,85625,11.75,28649.1,19,33,1
199,340461476,X-a1:X-a1,3270,110,480,2680,2136,23251,78350,8.75,22474.1,27,87,1
199,340461476,X-a1:X-a2,3350,73,542,2735,2222,23690,81500,11,25075.6,37,38,0
199,340461476,X-a2:X-a1,3426,70,570,2786,2295,24044,79250,11,28186.4,32,39,0
199,340461476,X-a2:X-a2,3576,61,559,2956,2360,24957,84900,11.4286,28294.2,21,43,2
200,340461476,X-a1:X-a1,3276,109,500,2667,2157,23219,78000,9.33333,25049.3,29,84,1
200,340461476,X-a1:X-a2,3356,78,563,2715,2235,23558,81550,11,25380.8,36,44,1
200,340461476,X-a2:X-a1,3424,88,578,2758,2381,23904,82100,11,31845.1,42,47,1
200,340461476,X-a2:X-a2,3559,64,581,2914,2346,24947,82550,11.9375,29847,21,45,1
201,340461476,X-a1:X-a1,3254,110,518,2626,2113,23068,78375,9.04348,24723.3,28,85,0
201,340461476,X-a1:X-a2,3377,81,593,2703,2197,23716,77425,11,26162.3,35,49,1
201,340461476,X-a2:X-a1,3475,84,595,2796,2317,24031,78875,11,32203.5,40,45,1
201,340461476,X-a2:X-a2,3586,71,592,2923,2333,25034,84225,12.05,26748.7,24,50,1
202,340461476,X-a1:X-a1,3233,129,534,2570,2159,23039,80800,9.21875,25840.5,39,93,0
202,340461476,X-a1:X-a2,3378,77,603,2698,2170,23646,83000,11,27158.1,36,46,2
202,340461476,X-a2:X-a1,3450,97,611,2742,2323,23854,81500,11,28480.2,42,55,0
202,340461476,X-a2:X-a2,3554,72,602,2880,2342,24972,85600,12.5,26119.4,27,48,1
203,340461476,X-a1:X-a1,3273,146,536,2591,2189,22988,73825,9.6,25962,50,100,0
203,340461476,X-a1:X-a2,3331,96,579,2656,2183,23621,82125,11,27253.7,47,55,2
203,340461476,X-a2:X-a1,3437,108,597,2732,2334,23703,82125,11,28759.9,48,65,1
203,340461476,X-a2:X-a2,3577,82,621,2874,2366,25005,84725,12.1429,25607.8,32,53,1
204,340461476,X-a1:X-a1,3252,151,548,2553,2196,22944,75950,8.75,25991.4,46,111,0
204,340461476,X-a1:X-a2,3311,101,575,2635,2145,23850,78700,11,25417.4,46,62,2
204,340461476,X-a2:X-a1,3460,108,618,2734,2297,23763,79450,11,26698.7,47,65,0
204,340461476,X-a2:X-a2,3550,90,634,2826,2378,25099,83600,12.25,27124.5,38,55,1
205,340461476,X-a1:X-a1,3242,147,554,2541,2205,23008,80825,9.5,27131.8,50,105,0
205,340461476,X-a1:X-a2,3304,111,585,2608,2175,23892,82925,11,27244.4,55,64,3
205,340461476,X-a2:X-a1,3485,120,631,2734,2268,23726,83825,11,26292.8,53,74,1
205,340461476,X-a2:X-a2,3545,98,653,2794,2375,24983,85225,11.9,28590.4,39,62,2
206,340461476,X-a1:X-a1,3251,152,547,2552,2196,22954,74525,9.27273,26530.3,51,109,0
206,340461476,X-a1:X-a2,3312,120,587,2605,2170,23896,79125,11,26147.2,56,72,3
206,340461476,X-a2:X-a1,3477,134,612,2731,2193,23809,81275,11,26903.6,58,85,2
206,340461476,X-a2:X-a2,3575,109,650,2816,2376,24932,83275,12.32,30029,46,68,2
207,340461476,X-a1:X-a1,3251,171,535,2545,2149,22929,75700,9.22727,25665.8,61,119,0
207,340461476,X-a1:X-a2,3301,132,584,2585,2196,23926,77400,11,24396.6,67,74,3
207,340461476,X-a2:X-a1,3459,128,600,2731,2195,24005,80950,11,25927.1,58,78,2
207,340461476,X-a2:X-a2,3556,108,641,2807,2375,24953,82350,12,31053.4,43,71,2
208,340461476,X-a1:X-a1,3267,178,546,2543,2181,22810,79525,8.84615,25538.1,64,128,0
208,340461476,X-a1:X-a2,3270,134,554,2582,2291,23783,82275,11,23869.7,68,78,4
208,340461476,X-a2:X-a1,3443,136,606,2701,2262,23943,82875,11,25982.1,66,81,4
208,340461476,X-a2:X-a2,3572,102,652,2818,2400,24944,85825,11.45,29983.6,36,69,2
209,340461476,X-a1:X-a1,3281,190,534,2557,2175,22859,73525,8.8,27271.3,67,139,0
209,340461476,X-a1:X-a2,3269,135,547,2587,2313,23757,79775,11,23967.4,66,79,3
209,340461476,X-a2:X-a1,3401,136,604,2661,2316,24000,78275,11,23986.2,71,78,4
209,340461476,X-a2:X-a2,3585,100,646,2839,2351,25053,80725,11.4737,30700.2,36,69,2
210,340461476,X-a1:X-a1,3297,197,512,2588,2166,22763,77200,9.35714,25739.1,75,141,1
210,340461476,X-a1:X-a2,3315,145,562,2608,2242,23714,78450,11,23372.4,70,87,3
210,340461476,X-a2:X-a1,3380,153,574,2653,2333,24119,81850,11,23981.1,78,91,4
210,340461476,X-a2:X-a2,3573,103,652,2818,2314,25043,83800,12.1111,28655.5,40,71,4
211,340461476,X-a1:X-a1,3264,199,516,2549,2199,22741,79800,9.44444,24911.8,81,137,1
211,340461476,X-a1:X-a2,3308,154,562,2592,2276,23683,82050,11,23480.7,73,96,4
211,340461476,X-a2:X-a1,3378,160,572,2646,2345,24134,82850,11,24324.9,77,102,4
211,340461476,X-a2:X-a2,3560,112,649,2799,2360,25091,85300,12,26926.2,43,77,4
212,340461476,X-a1:X-a1,3284,207,497,2580,2159,22894,74525,8.94737,25738.7,85,142,1
212,340461476,X-a1:X-a2,3361,168,548,2645,2154,23804,81075,11,24327.2,83,100,5
212,340461476,X-a2:X-a1,3441,163,544,2734,2327,24199,77875,11,23719.7,77,108,5
212,340461476,X-a2:X-a2,3573,125,637,2811,2324,25006,80825,11.75,27882.9,46,88,4
213,340461476,X-a1:X-a1,3286,215,474,2597,2180,22772,75600,8.97059,24983.5,86,146,1
213,340461476,X-a1:X-a2,3306,158,536,2612,2168,23901,79600,11,22902.3,78,93,3
213,340461476,X-a2:X-a1,3480,167,523,2790,2266,23897,82850,11,25030.2,74,113,4
213,340461476,X-a2:X-a2,3548,134,617,2797,2351,24840,82650,11.9167,27702.2,53,94,5
214,340461476,X-a1:X-a1,3265,212,462,2591,2140,22875,77625,8.64286,24857.5,79,151,1
214,340461476,X-a1:X-a2,3278,162,518,2598,2149,24053,85225,11,23444.3,85,93,4
214,340461476,X-a2:X-a1,3481,160,520,2801,2240,24218,81225,11,22950.7,68,109,3
214,340461476,X-a2:X-a2,3593,138,602,2853,2367,24877,86225,12.05,25199.3,53,98,5
215,340461476,X-a1:X-a1,3297,212,442,2643,2135,22843,73100,9.33333,25669.4,83,147,3
215,340461476,X-a1:X-a2,3294,151,497,2646,2124,24236,80100,11,23896.3,80,86,4
215,340461476,X-a2:X-a1,3486,159,525,2802,2261,24131,76200,11,23310.9,69,105,3
215,340461476,X-a2:X-a2,3640,142,593,2905,2321,24878,81000,12.0345,26848.4,58,100,5
216,340461476,X-a1:X-a1,3256,212,434,2610,2166,22804,77200,8.67742,25566.9,78,151,3
216,340461476,X-a1:X-a2,3232,154,475,2603,2213,24243,80350,11,23955.8,84,88,4
216,340461476,X-a2:X-a1,3476,166,498,2812,2300,24094,85100,11,23535,75,107,4
216,340461476,X-a2:X-a2,3585,148,563,2874,2355,24825,84550,11.973,26572.9,59,104,6
217,340461476,X-a1:X-a1,3278,221,420,2637,2169,22773,77375,9.3125,26383.9,88,151,4
217,340461476,X-a1:X-a2,3277,164,465,2648,2224,24037,85075,11,24700.9,87,98,6
217,340461476,X-a2:X-a1,3514,162,496,2856,2265,24189,82575,11,22740.9,76,101,3
217,340461476,X-a2:X-a2,3587,136,539,2912,2311,24889,86975,12.1538,25954.5,57,92,4
218,340461476,X-a1:X-a1,3262,217,411,2634,2158,22679,73700,9.3421,27060,87,149,4
218,340461476,X-a1:X-a2,3222,159,457,2606,2272,24254,78600,11,23390.8,83,97,6
218,340461476,X-a2:X-a1,3494,162,484,2848,2243,24200,79200,11,22109.8,81,96,3
218,340461476,X-a2:X-a2,3570,143,534,2893,2328,24865,80800,12.0345,26304,60,99,4
219,340461476,X-a1:X-a1,3268,219,391,2658,2153,22599,76200,9.38,27919.6,92,150,4
219,340461476,X-a1:X-a2,3220,148,432,2640,2306,24067,81600,11,23423.1,76,90,5
219,340461476,X-a2:X-a1,3508,170,452,2886,2226,24208,83700,11,22948.7,81,105,3
219,340461476,X-a2:X-a2,3595,150,526,2919,2348,24860,86400,12.3548,27053.2,65,103,4
220,340461476,X-a1:X-a1,3266,208,393,2665,2174,22400,76600,9.14286,26738.2,85,141,3
220,340461476,X-a1:X-a2,3275,151,428,2696,2277,24065,83800,11,25298.3,74,97,5
220,340461476,X-a2:X-a1,3497,167,448,2882,2172,24396,82000,11,24464.8,84,101,4
220,340461476,X-a2:X-a2,3610,155,505,2950,2329,25132,83300,12.2,27715.9,69,101,2
221,340461476,X-a1:X-a1,3237,207,381,2649,2173,22428,75325,8.82759,25073.1,81,145,3
221,340461476,X-a1:X-a2,3289,160,411,2718,2278,24072,80025,11,25801.4,82,99,4
221,340461476,X-a2:X-a1,3481,172,427,2882,2187,24416,79625,11,25256.4,89,105,6
221,340461476,X-a2:X-a2,3583,161,489,2933,2370,25167,81325,12.2,28467.7,72,109,2
222,340461476,X-a1:X-a1,3242,207,359,2676,2178,22366,74000,9.33333,24959.4,85,142,3
222,340461476,X-a1:X-a2,3282,156,408,2718,2284,24161,79350,11,24531.3,79,96,5
222,340461476,X-a2:X-a1,3443,172,426,2845,2256,24373,83100,11,24968.1,93,101,6
222,340461476,X-a2:X-a2,3568,161,450,2957,2411,25023,83650,12.6,28424.8,75,107,2
223,340461476,X-a1:X-a1,3204,202,352,2650,2185,22259,78875,9.2,25747.7,81,143,4
223,340461476,X-a1:X-a2,3315,148,402,2765,2247,24084,83025,11,25656.7,76,90,6
223,340461476,X-a2:X-a1,3428,159,418,2851,2294,24389,83025,11,24296,83,96,5
223,340461476,X-a2:X-a2,3592,155,441,2996,2425,24972,84575,12.5,26532.1,73,101,2
224,340461476,X-a1:X-a1,3227,201,355,2671,2086,22345,76450,9.06452,25618.1,79,144,3
224,340461476,X-a1:X-a2,3346,144,385,2817,2227,24206,83000,11,25953.8,70,89,5
224,340461476,X-a2:X-a1,3425,158,414,2853,2313,24450,79500,11,23882.6,81,96,4
224,340461476,X-a2:X-a2,3582,160,453,2969,2457,25025,85250,13.0455,26508.4,76,103,2
225,340461476,X-a1:X-a1,3184,196,357,2631,2083,22429,72925,9.17391,25514,78,138,3
225,340461476,X-a1:X-a2,3337,147,396,2794,2241,24206,77025,11,23980.2,70,91,5
225,340461476,X-a2:X-a1,3384,159,406,2819,2348,24442,79875,11,25383.5,85,95,5
225,340461476,X-a2:X-a2,3534,160,433,2941,2465,25137,80275,12.1379,27304.2,77,101,3
226,340461476,X-a1:X-a1,3182,197,346,2639,2132,22368,75500,8.96,24067.9,77,137,3
226,340461476,X-a1:X-a2,3363,148,399,2816,2246,24101,78500,11,24995.2,68,96,6
226,340461476,X-a2:X-a1,3420,156,423,2841,2342,24402,79300,11,24249,86,92,7
226,340461476,X-a2:X-a2,3564,147,457,2960,2441,24939,85800,12.7143,25845,68,93,1
227,340461476,X-a1:X-a1,3159,196,359,2604,2202,22469,75475,9.04348,23087.9,77,135,3
227,340461476,X-a1:X-a2,3372,146,413,2813,2269,24067,82725,11,24538.2,64,96,5
227,340461476,X-a2:X-a1,3414,151,416,2847,2336,24319,81825,11,22514.9,78,91,5
227,340461476,X-a2:X-a2,3552,136,486,2930,2387,25160,86675,11.75,24670.1,61,90,1
228,340461476,X-a1:X-a1,3177,196,373,2608,2206,22432,75000,9.2,23345.4,85,132,4
228,340461476,X-a1:X-a2,3380,138,412,2830,2331,24238,78500,11,23980.8,61,92,5
228,340461476,X-a2:X-a1,3458,155,443,2860,2369,24258,78750,11,23798.2,82,89,5
228,340461476,X-a2:X-a2,3576,129,503,2944,2349,25172,77450,11.6818,24785.3,57,87,2
229,340461476,X-a1:X-a1,3186,181,387,2618,2218,22583,75825,9.26316,22742.6,80,120,3
229,340461476,X-a1:X-a2,3394,137,442,2815,2362,24298,80475,11,24463.9,60,92,5
229,340461476,X-a2:X-a1,3419,143,461,2815,2396,24307,79775,11,20862.4,78,80,4
229,340461476,X-a2:X-a2,3555,121,511,2923,2299,25062,85325,11.8,25075.2,51,83,1
230,340461476,X-a1:X-a1,3195,179,384,2632,2220,22669,76250,8.91304,22801.5,79,118,2
230,340461476,X-a1:X-a2,3339,125,466,2748,2400,24349,80550,11,23030.9,53,84,6
230,340461476,X-a2:X-a1,3484,139,472,2873,2335,24318,80300,11,20045,76,75,2
230,340461476,X-a2:X-a2,3534,117,512,2905,2274,25198,84500,12.5,23151.7,50,78,1
231,340461476,X-a1:X-a1,3209,179,399,2631,2172,22613,75900,9.125,22809.3,80,115,2
231,340461476,X-a1:X-a2,3337,126,509,2702,2402,24421,77200,11,24702.7,58,80,6
231,340461476,X-a2:X-a1,3493,139,496,2858,2323,24157,79500,11,21434.6,79,75,2
231,340461476,X-a2:X-a2,3488,114,518,2856,2274,25214,78300,12,22244.6,49,76,1
232,340461476,X-a1:X-a1,3176,162,427,2587,2180,22658,75375,8.75,21211.4,72,107,2
232,340461476,X-a1:X-a2,3367,127,513,2727,2338,24170,78875,11,25433.6,54,84,6
232,340461476,X-a2:X-a1,3499,141,525,2833,2305,24179,80025,11,22534.3,77,78,2
232,340461476,X-a2:X-a2,3486,122,540,2824,2261,25118,82625,12.0345,23866.6,54,80,2
233,340461476,X-a1:X-a1,3182,153,466,2563,2140,22705,75150,9.17391,21770.6,70,98,2
233,340461476,X-a1:X-a2,3422,127,557,2738,2317,24138,81700,11,25781.5,56,83,8
233,340461476,X-a2:X-a1,3542,145,558,2839,2267,24162,80750,11,21645.8,78,83,2
233,340461476,X-a2:X-a2,3513,106,595,2812,2256,25174,85800,12.5,22371.7,51,69,2
234,340461476,X-a1:X-a1,3185,145,503,2537,2162,22674,76625,8.78261,23046.4,63,98,2
234,340461476,X-a1:X-a2,3409,118,597,2694,2220,24279,76475,11,25211.3,53,79,9
234,340461476,X-a2:X-a1,3492,143,613,2736,2257,24076,81075,11,21236.5,77,83,3
234,340461476,X-a2:X-a2,3539,110,640,2789,2317,25118,80625,12.2273,24041.2,51,73,2
235,340461476,X-a1:X-a1,3182,146,566,2470,2142,22833,78225,8.72414,24458,61,101,3
235,340461476,X-a1:X-a2,3415,108,638,2669,2237,24215,81025,11,23071.7,47,75,9
235,340461476,X-a2:X-a1,3508,139,665,2704,2293,24111,82725,11,20436.7,73,81,2
235,340461476,X-a2:X-a2,3558,111,680,2767,2451,25061,82425,11.3913,22412.8,49,77,5
236,340461476,X-a1:X-a1,3187,147,608,2432,2149,22765,73875,8.7,25014.9,59,103,3
236,340461476,X-a1:X-a2,3420,110,680,2630,2342,24099,80975,11,22659.1,49,74,8
236,340461476,X-a2:X-a1,3460,134,700,2626,2314,24092,83925,11,20829.8,71,80,2
236,340461476,X-a2:X-a2,3519,110,728,2681,2433,24983,85625,12.8333,20937.5,51,70,3
237,340461476,X-a1:X-a1,3185,150,660,2375,2116,22779,78150,8.5,25182.5,58,107,4
237,340461476,X-a1:X-a2,3408,104,730,2574,2308,24114,78750,11,23097.1,45,69,5
237,340461476,X-a2:X-a1,3443,131,755,2557,2305,24206,82050,11,21544.3,69,80,2
237,340461476,X-a2:X-a2,3522,123,766,2633,2416,25051,83150,11.6522,21504.5,54,84,4
238,340461476,X-a1:X-a1,3189,163,693,2333,2024,22777,79225,8.89189,26428.2,58,119,4
238,340461476,X-a1:X-a2,3393,107,795,2491,2361,23982,79575,11,25803.3,50,65,5
238,340461476,X-a2:X-a1,3418,121,798,2499,2332,24218,83375,11,19901.5,61,76,2
238,340461476,X-a2:X-a2,3555,136,797,2622,2444,24765,82025,11.3333,24099.4,52,99,4
239,340461476,X-a1:X-a1,3163,163,728,2272,2087,22794,75300,8.89189,26924.8,56,123,3
239,340461476,X-a1:X-a2,3389,120,827,2442,2374,24078,77650,11,26190.5,58,72,6
239,340461476,X-a2:X-a1,3454,128,844,2482,2278,24280,82050,11,22071.6,60,82,3
239,340461476,X-a2:X-a2,3623,132,866,2625,2378,24596,84200,11.3158,23880.4,48,99,3
240,340461476,X-a1:X-a1,3211,182,775,2254,2081,22742,79750,8.83721,26422.4,57,142,5
240,340461476,X-a1:X-a2,3475,139,882,2454,2299,24058,77800,11,26338.9,65,85,7
240,340461476,X-a2:X-a1,3432,134,895,2403,2294,24409,82600,11,22469.6,66,83,3
240,340461476,X-a2:X-a2,3565,143,913,2509,2432,24596,82450,11.5,23593.8,45,112,4
241,340461476,X-a1:X-a1,3223,202,829,2192,2078,22894,77400,8.63461,26852.5,61,159,6
241,340461476,X-a1:X-a2,3483,143,943,2397,2295,23970,79450,11,27545.7,61,89,4
241,340461476,X-a2:X-a1,3415,136,951,2328,2344,24469,82000,11,24236.3,64,88,5
241,340461476,X-a2:X-a2,3574,149,955,2470,2406,24601,81450,11.7826,21449.9,46,115,3
242,340461476,X-a1:X-a1,3153,204,852,2097,2154,22812,78050,8.88889,28340.4,62,163,4
242,340461476,X-a1:X-a2,3499,150,1004,2345,2302,23935,80950,11,27872.2,64,96,5
242,340461476,X-a2:X-a1,3445,137,1009,2299,2256,24545,81700,11,25095.3,61,91,3
242,340461476,X-a2:X-a2,3623,141,1047,2435,2384,24463,84900,11.9,21290.6,43,112,3
243,340461476,X-a1:X-a1,3197,205,903,2089,2189,22801,80100,8.91304,28529.4,68,157,7
243,340461476,X-a1:X-a2,3477,154,1055,2268,2340,23891,78650,11,25782.1,68,99,4
243,340461476,X-a2:X-a1,3461,147,1094,2220,2261,24566,87200,11,24499.2,62,101,4
243,340461476,X-a2:X-a2,3624,143,1113,2368,2352,24473,86450,11.3333,21972.7,43,112,3
244,340461476,X-a1:X-a1,3195,227,922,2046,2231,22804,78475,8.86441,28594.8,72,175,9
244,340461476,X-a1:X-a2,3470,171,1091,2208,2343,23755,79725,11,27674.5,75,114,5
244,340461476,X-a2:X-a1,3471,150,1143,2178,2329,24560,83675,11,26776.5,68,102,5
244,340461476,X-a2:X-a2,3612,137,1165,2310,2331,24613,82025,11.8889,20699.1,43,105,4
245,340461476,X-a1:X-a1,3197,244,963,1990,2187,22882,78550,8.46552,28501.4,74,194,9
245,340461476,X-a1:X-a2,3490,178,1129,2183,2337,23656,81250,11,27273,83,114,5
245,340461476,X-a2:X-a1,3524,162,1199,2163,2268,24646,82100,11,26415.2,74,110,7
245,340461476,X-a2:X-a2,3583,145,1243,2195,2375,24779,83900,11.75,23044.9,48,110,6
246,340461476,X-a1:X-a1,3205,234,986,1985,2132,22961,77750,8.70909,29337.1,78,183,8
246,340461476,X-a1:X-a2,3499,187,1197,2115,2334,23600,76750,11,28747.9,83,125,9
246,340461476,X-a2:X-a1,3489,180,1255,2054,2275,24711,85850,11,25041.5,82,123,7
246,340461476,X-a2:X-a2,3571,148,1300,2123,2361,24747,85050,11.6207,23085.6,46,117,7
247,340461476,X-a1:X-a1,3222,261,1050,1911,2163,22834,78800,8.63158,28963.3,84,208,10
247,340461476,X-a1:X-a2,3488,197,1236,2055,2301,23309,79200,11,28389.9,81,134,7
247,340461476,X-a2:X-a1,3497,205,1294,1998,2257,24916,83450,11,24961.1,88,141,8
247,340461476,X-a2:X-a2,3608,170,1346,2092,2340,24780,82350,11.3462,23694.8,48,140,8
248,340461476,X-a1:X-a1,3243,285,1118,1840,2129,23075,79275,8.54098,26978.8,84,232,7
248,340461476,X-a1:X-a2,3505,216,1282,2007,2342,23281,82875,11,28921.9,84,152,12
248,340461476,X-a2:X-a1,3482,219,1326,1937,2259,24908,84575,11,25592.6,97,149,7
248,340461476,X-a2:X-a2,3602,184,1389,2029,2321,24642,85175,11.6667,25281.1,53,156,12
249,340461476,X-a1:X-a1,3200,303,1146,1751,2117,23023,78350,8.61644,27847.3,85,250,8
249,340461476,X-a1:X-a2,3519,235,1317,1967,2334,23237,79250,11,29820.9,91,171,16
249,340461476,X-a2:X-a1,3468,215,1366,1887,2238,24856,85900,11,24894,94,143,8
249,340461476,X-a2:X-a2,3584,197,1414,1973,2339,24562,87400,11.9167,24568.8,61,160,13
250,340461476,X-a1:X-a1,3167,311,1156,1700,2152,22957,79375,8.74026,27884.1,88,261,10
250,340461476,X-a1:X-a2,3549,242,1372,1935,2301,23264,82875,11,29466.5,96,171,14
250,340461476,X-a2:X-a1,3472,220,1401,1851,2295,24783,82025,11,26416.6,99,146,9
250,340461476,X-a2:X-a2,3583,205,1464,1914,2369,24599,85425,11.78,24003.7,65,169,12
251,340461476,X-a1:X-a1,3199,330,1194,1675,2138,23159,78575,8.58621,27572.6,90,278,11
251,340461476,X-a1:X-a2,3512,250,1418,1844,2333,23333,82375,11,30400.9,108,175,13
251,340461476,X-a2:X-a1,3495,233,1439,1823,2298,24761,84375,11,26835.1,104,153,12
251,340461476,X-a2:X-a2,3556,223,1500,1833,2356,24651,85575,11.5893,25175.2,72,184,17
252,340461476,X-a1:X-a1,3235,348,1222,1665,2161,23066,77050,9.1413,28145.9,104,284,15
252,340461476,X-a1:X-a2,3509,268,1413,1828,2341,23325,80700,11,30738.9,114,190,14
252,340461476,X-a2:X-a1,3472,252,1417,1803,2317,24648,84250,11,28837,113,164,16
252,340461476,X-a2:X-a2,3533,233,1520,1780,2383,24537,86900,11.75,26490.1,78,190,18
253,340461476,X-a1:X-a1,3236,354,1271,1611,2173,23043,79950,8.70786,28031.7,102,293,14
253,340461476,X-a1:X-a2,3527,273,1458,1796,2255,23195,81100,11,30491.4,121,193,12
253,340461476,X-a2:X-a1,3461,269,1462,1730,2317,24858,80500,11,29610.6,122,176,17
253,340461476,X-a2:X-a2,3536,250,1529,1757,2372,24642,84250,11.7286,27911.5,88,200,21
254,340461476,X-a1:X-a1,3240,370,1271,1599,2197,23134,77600,8.73529,29376.4,106,307,12
254,340461476,X-a1:X-a2,3506,269,1504,1733,2246,23276,79500,11,30270.7,119,192,12
254,340461476,X-a2:X-a1,3514,288,1470,1756,2309,24633,81650,11,30191.1,122,200,19
254,340461476,X-a2:X-a2,3523,252,1533,1738,2320,24738,85150,11.4225,28800.4,89,205,24
255,340461476,X-a1:X-a1,3226,398,1276,1552,2200,23084,80775,8.6579,29204.4,111,332,16
255,340461476,X-a1:X-a2,3527,276,1495,1756,2177,23183,80425,11,31046.7,125,200,10
255,340461476,X-a2:X-a1,3496,291,1517,1688,2305,24567,82075,11,30950.7,127,195,16
255,340461476,X-a2:X-a2,3535,269,1565,1701,2281,24812,84425,11.5065,29121.9,95,220,28
256,340461476,X-a1:X-a1,3240,410,1279,1551,2197,23086,79500,8.8087,29787.7,124,342,20
256,340461476,X-a1:X-a2,3513,268,1559,1686,2207,23176,82500,11,29575.9,122,198,11
256,340461476,X-a2:X-a1,3492,315,1509,1668,2326,24409,81750,11,30670.8,137,217,19
256,340461476,X-a2:X-a2,3511,293,1513,1705,2220,24791,83950,11.5455,29458.9,104,239,31
257,340461476,X-a1:X-a1,3268,426,1289,1553,2144,23077,78250,9.08271,30938.6,138,358,26
257,340461476,X-a1:X-a2,3490,298,1549,1643,2226,23298,79350,11,29569.1,134,219,16
257,340461476,X-a2:X-a1,3483,341,1494,1648,2390,24247,78900,11,31995.7,149,237,26
257,340461476,X-a2:X-a2,3504,304,1571,1629,2232,24851,87500,11.6667,29712,109,246,32
258,340461476,X-a1:X-a1,3255,443,1300,1512,2139,23162,78575,9.05738,30002.7,154,366,29
258,340461476,X-a1:X-a2,3489,320,1530,1639,2232,23262,82975,11,30146.2,151,231,21
258,340461476,X-a2:X-a1,3493,352,1539,1602,2362,24172,84475,11,29737,148,249,25
258,340461476,X-a2:X-a2,3469,307,1588,1574,2246,25038,85275,11.5854,29308.1,111,255,33
259,340461476,X-a1:X-a1,3269,468,1341,1460,2118,23206,79250,9.01538,31412.8,170,381,32
259,340461476,X-a1:X-a2,3485,335,1518,1632,2219,23141,83650,11,30699.9,155,244,27
259,340461476,X-a2:X-a1,3472,339,1551,1582,2312,24256,77350,11,30114.4,146,245,26
259,340461476,X-a2:X-a2,3447,310,1605,1532,2250,25147,83550,11.7113,30475.7,119,256,39
260,340461476,X-a1:X-a1,3278,485,1338,1455,2145,23201,77800,9.02,30842.4,179,397,38
260,340461476,X-a1:X-a2,3480,345,1543,1592,2219,23284,82000,11,30574.8,160,247,26
260,340461476,X-a2:X-a1,3456,356,1548,1552,2319,23868,80250,11,31969.3,165,260,29
260,340461476,X-a2:X-a2,3423,319,1594,1510,2307,25107,89350,11.956,30364.6,130,262,40
261,340461476,X-a1:X-a1,3289,508,1341,1440,2175,23094,77575,9.13014,31318.1,193,414,43
261,340461476,X-a1:X-a2,3487,342,1543,1602,2150,23421,81925,11,32010.3,175,243,31
