Time,NodeID,Alleles,VectorPopulation,STATE_MALE
202,1,Cw,97425,129045
202,1,X,97425,129051
202,1,Y,0,129051
203,1,Ad,864,1043
203,1,Am,195,191
203,1,Aw,97389,128003
203,1,Bd,0,6344
203,1,Bm,0,0
203,1,Bw,97421,121684
203,1,Ce,0,0
203,1,Cm,240,303
203,1,Cw,97420,128023
203,1,X,97421,128028
203,1,Y,0,128028
204,1,Ad,899,1065
204,1,Am,204,187
204,1,Aw,97577,127012
204,1,Bd,0,5660
204,1,Bm,0,0
204,1,Bw,97612,121380
204,1,Ce,0,0
204,1,Cm,249,303
204,1,Cw,97611,127037
204,1,X,97612,127040
204,1,Y,0,127040
205,1,Ad,904,1087
205,1,Am,207,192
205,1,Aw,97540,126675
205,1,Bd,0,5012
205,1,Bm,0,0
205,1,Bw,97571,121690
205,1,Ce,0,0
205,1,Cm,240,302
205,1,Cw,97568,126699
205,1,X,97571,126702
205,1,Y,0,126702
206,1,Ad,914,1084
206,1,Am,198,204
206,1,Aw,97608,125881
206,1,Bd,0,4398
206,1,Bm,0,0
206,1,Bw,97636,121513
206,1,Ce,0,0
206,1,Cm,252,312
206,1,Cw,97635,125908
206,1,X,97636,125911
206,1,Y,0,125911
207,1,Ad,917,1099
207,1,Am,206,207
207,1,Aw,97325,125198
207,1,Bd,0,3859
207,1,Bm,0,0
207,1,Bw,97351,121368
207,1,Ce,0,0
207,1,Cm,268,325
207,1,Cw,97350,125224
207,1,X,97351,125227
207,1,Y,0,125227
208,1,Ad,912,1120
208,1,Am,211,211
208,1,Aw,97229,124976
208,1,Bd,0,3385
208,1,Bm,0,0
208,1,Bw,97257,121618
208,1,Ce,0,0
208,1,Cm,259,310
208,1,Cw,97255,125000
208,1,X,97257,125003
208,1,Y,0,125003
209,1,Ad,927,1112
209,1,Am,190,203
209,1,Aw,97228,124421
209,1,Bd,0,2969
209,1,Bm,0,0
209,1,Bw,97256,121478
209,1,Ce,0,0
209,1,Cm,251,294
209,1,Cw,97253,124443
209,1,X,97256,124447
209,1,Y,0,124447
210,1,Ad,930,1121
210,1,Am,189,213
210,1,Aw,97030,123785
210,1,Bd,0,2574
210,1,Bm,0,0
210,1,Bw,97056,121241
210,1,Ce,0,0
210,1,Cm,258,290
210,1,Cw,97053,123810
210,1,X,97056,123815
210,1,Y,0,123815
211,1,Ad,931,1134
211,1,Am,188,225
211,1,Aw,97004,123219
211,1,Bd,0,2210
211,1,Bm,0,0
211,1,Bw,97027,121043
211,1,Ce,0,0
211,1,Cm,260,298
211,1,Cw,97024,123246
211,1,X,97027,123253
211,1,Y,0,123253
212,1,Ad,916,1109
212,1,Am,178,222
212,1,Aw,97146,122825
212,1,Bd,0,1913
212,1,Bm,0,0
212,1,Bw,97169,120945
212,1,Ce,0,0
212,1,Cm,259,299
212,1,Cw,97165,122852
212,1,X,97169,122858
212,1,Y,0,122858
213,1,Ad,929,1100
213,1,Am,176,221
213,1,Aw,97366,122458
213,1,Bd,0,1601
213,1,Bm,0,0
213,1,Bw,97388,120892
213,1,Ce,0,0
213,1,Cm,253,311
213,1,Cw,97384,122486
213,1,X,97388,122493
213,1,Y,0,122493
214,1,Ad,898,1088
214,1,Am,181,229
214,1,Aw,97306,122002
214,1,Bd,0,1322
214,1,Bm,0,0
214,1,Bw,97326,120718
214,1,Ce,0,0
214,1,Cm,263,321
214,1,Cw,97322,122032
214,1,X,97326,122040
214,1,Y,0,122040
215,1,Ad,910,1081
215,1,Am,172,226
215,1,Aw,97221,121975
215,1,Bd,0,1096
215,1,Bm,0,0
215,1,Bw,97240,120916
215,1,Ce,0,0
215,1,Cm,265,316
215,1,Cw,97237,122005
215,1,X,97240,122012
215,1,Y,0,122012
216,1,Ad,893,1084
216,1,Am,181,241
216,1,Aw,96799,121786
216,1,Bd,0,925
216,1,Bm,0,0
216,1,Bw,96819,120898
216,1,Ce,0,0
216,1,Cm,269,319
216,1,Cw,96816,121816
216,1,X,96819,121823
216,1,Y,0,121823
217,1,Ad,871,1049
217,1,Am,193,234
217,1,Aw,96716,121745
217,1,Bd,0,763
217,1,Bm,0,0
217,1,Bw,96739,121012
217,1,Ce,0,0
217,1,Cm,268,322
217,1,Cw,96736,121768
217,1,X,96739,121775
217,1,Y,0,121775
218,1,Ad,871,1061
218,1,Am,186,213
218,1,Aw,96997,121637
218,1,Bd,0,629
218,1,Bm,0,0
218,1,Bw,97019,121033
218,1,Ce,0,0
218,1,Cm,272,318
218,1,Cw,97017,121657
218,1,X,97019,121662
218,1,Y,0,121662
219,1,Ad,855,1071
219,1,Am,194,217
219,1,Aw,97110,121674
219,1,Bd,0,512
219,1,Bm,0,0
219,1,Bw,97135,121192
219,1,Ce,0,0
219,1,Cm,265,312
219,1,Cw,97133,121700
219,1,X,97135,121704
219,1,Y,0,121704
220,1,Ad,864,1084
220,1,Am,189,219
220,1,Aw,96858,121756
220,1,Bd,0,407
220,1,Bm,0,0
220,1,Bw,96884,121376
220,1,Ce,0,0
220,1,Cm,270,314
220,1,Cw,96882,121779
220,1,X,96884,121783
220,1,Y,0,121783
221,1,Ad,869,1102
221,1,Am,191,228
221,1,Aw,97122,122121
221,1,Bd,0,339
221,1,Bm,0,0
221,1,Bw,97148,121811
221,1,Ce,0,0
221,1,Cm,257,332
221,1,Cw,97147,122145
221,1,X,97148,122150
221,1,Y,0,122150
222,1,Ad,884,1089
222,1,Am,194,223
222,1,Aw,97173,121667
222,1,Bd,0,276
222,1,Bm,0,0
222,1,Bw,97198,121418
222,1,Ce,0,0
222,1,Cm,246,336
222,1,Cw,97196,121689
222,1,X,97198,121694
222,1,Y,0,121694
223,1,Ad,880,1058
223,1,Am,200,223
223,1,Aw,97287,121495
223,1,Bd,0,227
223,1,Bm,0,0
223,1,Bw,97311,121292
223,1,Ce,0,0
223,1,Cm,264,329
223,1,Cw,97309,121514
223,1,X,97311,121519
223,1,Y,0,121519
224,1,Ad,873,1052
224,1,Am,188,220
224,1,Aw,97350,121544
224,1,Bd,0,190
224,1,Bm,0,0
224,1,Bw,97374,121379
224,1,Ce,0,0
224,1,Cm,277,349
224,1,Cw,97373,121566
224,1,X,97374,121569
224,1,Y,0,121569
225,1,Ad,862,1044
225,1,Am,195,208
225,1,Aw,97542,121486
225,1,Bd,0,151
225,1,Bm,0,0
225,1,Bw,97568,121362
225,1,Ce,0,0
225,1,Cm,280,338
225,1,Cw,97566,121511
225,1,X,97568,121513
225,1,Y,0,121513
226,1,Ad,869,1060
226,1,Am,193,219
226,1,Aw,97202,121656
226,1,Bd,402,491
226,1,Bm,0,0
226,1,Bw,97232,121558
226,1,Ce,0,0
226,1,Cm,285,339
226,1,Cw,97228,121685
226,1,X,97232,121687
226,1,Y,0,121687
227,1,Ad,861,1046
227,1,Am,193,229
227,1,Aw,97246,121527
227,1,Bd,694,741
227,1,Bm,0,0
227,1,Bw,97274,121470
227,1,Ce,0,0
227,1,Cm,303,340
227,1,Cw,97271,121556
227,1,X,97274,121560
227,1,Y,0,121560
228,1,Ad,870,1048
228,1,Am,205,244
228,1,Aw,97188,121532
228,1,Bd,885,963
228,1,Bm,0,0
228,1,Bw,97219,121503
228,1,Ce,0,0
228,1,Cm,300,344
228,1,Cw,97215,121560
228,1,X,97219,121564
228,1,Y,0,121564
229,1,Ad,874,1034
229,1,Am,217,245
229,1,Aw,97341,121784
229,1,Bd,1304,1403
229,1,Bm,0,0
229,1,Bw,97373,121764
229,1,Ce,0,0
229,1,Cm,300,334
229,1,Cw,97368,121809
229,1,X,97373,121813
229,1,Y,0,121813
230,1,Ad,859,1025
230,1,Am,223,247
230,1,Aw,97376,121578
230,1,Bd,1586,1720
230,1,Bm,0,0
230,1,Bw,97409,121566
230,1,Ce,0,0
230,1,Cm,305,360
230,1,Cw,97406,121600
230,1,X,97409,121604
230,1,Y,0,121604
231,1,Ad,863,1043
231,1,Am,227,243
231,1,Aw,97097,121744
231,1,Bd,1779,1960
231,1,Bm,0,0
231,1,Bw,97127,121737
231,1,Ce,0,0
231,1,Cm,306,374
231,1,Cw,97125,121764
231,1,X,97127,121768
231,1,Y,0,121768
232,1,Ad,847,1058
232,1,Am,225,247
232,1,Aw,96998,121974
232,1,Bd,2100,2293
232,1,Bm,0,0
232,1,Bw,97026,121974
232,1,Ce,0,0
232,1,Cm,313,373
232,1,Cw,97024,121993
232,1,X,97026,121997
232,1,Y,0,121997
233,1,Ad,850,1044
233,1,Am,221,259
233,1,Aw,97135,122235
233,1,Bd,2266,2529
233,1,Bm,0,0
233,1,Bw,97161,122242
233,1,Ce,0,0
233,1,Cm,294,368
233,1,Cw,97159,122256
233,1,X,97161,122260
233,1,Y,0,122260
234,1,Ad,872,1041
234,1,Am,230,276
234,1,Aw,97086,122169
234,1,Bd,2352,2731
234,1,Bm,0,0
234,1,Bw,97114,122190
234,1,Ce,0,0
234,1,Cm,317,383
234,1,Cw,97112,122196
234,1,X,97114,122201
234,1,Y,0,122201
235,1,Ad,881,1067
235,1,Am,213,279
235,1,Aw,97064,122030
235,1,Bd,2519,2863
235,1,Bm,0,0
235,1,Bw,97093,122055
235,1,Ce,0,0
235,1,Cm,318,404
235,1,Cw,97090,122060
235,1,X,97093,122065
235,1,Y,0,122065
236,1,Ad,874,1049
236,1,Am,223,277
236,1,Aw,97101,122017
236,1,Bd,2575,2953
236,1,Bm,0,0
236,1,Bw,97129,122045
236,1,Ce,0,0
236,1,Cm,316,426
236,1,Cw,97126,122048
236,1,X,97129,122053
236,1,Y,0,122053
237,1,Ad,879,1050
237,1,Am,236,286
237,1,Aw,97348,122163
237,1,Bd,2595,3015
237,1,Bm,0,0
237,1,Bw,97378,122190
237,1,Ce,0,0
237,1,Cm,311,424
237,1,Cw,97375,122189
237,1,X,97378,122196
237,1,Y,0,122196
238,1,Ad,886,1067
238,1,Am,245,285
238,1,Aw,97133,122071
238,1,Bd,2577,3041
238,1,Bm,0,0
238,1,Bw,97165,122095
238,1,Ce,0,0
238,1,Cm,320,425
238,1,Cw,97162,122096
238,1,X,97165,122100
238,1,Y,0,122100
239,1,Ad,866,1060
239,1,Am,244,295
239,1,Aw,97408,122090
239,1,Bd,2504,3004
239,1,Bm,0,0
239,1,Bw,97436,122116
239,1,Ce,0,0
239,1,Cm,310,418
239,1,Cw,97433,122115
239,1,X,97436,122119
239,1,Y,0,122119
240,1,Ad,867,1053
240,1,Am,243,288
240,1,Aw,97279,121816
240,1,Bd,2404,2985
240,1,Bm,0,0
240,1,Bw,97308,121840
240,1,Ce,0,0
240,1,Cm,317,405
240,1,Cw,97306,121839
240,1,X,97308,121843
240,1,Y,0,121843
241,1,Ad,872,1060
241,1,Am,238,291
241,1,Aw,97404,122145
241,1,Bd,2287,2894
241,1,Bm,0,0
241,1,Bw,97432,122172
241,1,Ce,0,0
241,1,Cm,316,427
241,1,Cw,97430,122169
241,1,X,97432,122174
241,1,Y,0,122174
242,1,Ad,873,1039
242,1,Am,245,309
242,1,Aw,97484,122007
242,1,Bd,2185,2768
242,1,Bm,0,0
242,1,Bw,97510,122037
242,1,Ce,0,0
242,1,Cm,324,424
242,1,Cw,97508,122033
242,1,X,97510,122037
242,1,Y,0,122037
243,1,Ad,868,1029
243,1,Am,252,307
243,1,Aw,97260,122046
243,1,Bd,2029,2633
243,1,Bm,0,0
243,1,Bw,97285,122075
243,1,Ce,0,0
243,1,Cm,345,436
243,1,Cw,97283,122071
243,1,X,97285,122075
243,1,Y,0,122075
244,1,Ad,871,1072
244,1,Am,266,306
244,1,Aw,97224,121780
244,1,Bd,1890,2501
244,1,Bm,0,0
244,1,Bw,97254,121803
244,1,Ce,0,0
244,1,Cm,343,444
244,1,Cw,97250,121799
244,1,X,97254,121803
244,1,Y,0,121803
245,1,Ad,858,1075
245,1,Am,258,303
245,1,Aw,97114,121833
245,1,Bd,1723,2306
245,1,Bm,0,0
245,1,Bw,97144,121857
245,1,Ce,0,0
245,1,Cm,345,455
245,1,Cw,97140,121852
245,1,X,97144,121857
245,1,Y,0,121857
246,1,Ad,858,1060
246,1,Am,251,303
246,1,Aw,96966,121673
246,1,Bd,1567,2144
246,1,Bm,0,0
246,1,Bw,96989,121701
246,1,Ce,0,0
246,1,Cm,335,447
246,1,Cw,96985,121696
246,1,X,96989,121701
246,1,Y,0,121701
247,1,Ad,894,1074
247,1,Am,255,300
247,1,Aw,97225,121542
247,1,Bd,1469,1988
247,1,Bm,0,0
247,1,Bw,97252,121572
247,1,Ce,0,0
247,1,Cm,332,445
247,1,Cw,97248,121568
247,1,X,97252,121572
247,1,Y,0,121572
248,1,Ad,891,1066
248,1,Am,250,295
248,1,Aw,96934,121535
248,1,Bd,1370,1850
248,1,Bm,0,0
248,1,Bw,96963,121567
248,1,Ce,0,0
248,1,Cm,331,441
248,1,Cw,96959,121564
248,1,X,96963,121567
248,1,Y,0,121567
249,1,Ad,928,1067
249,1,Am,253,308
249,1,Aw,96905,121714
249,1,Bd,1257,1715
249,1,Bm,0,0
249,1,Bw,96934,121746
249,1,Ce,0,0
249,1,Cm,344,447
249,1,Cw,96932,121742
249,1,X,96934,121746
249,1,Y,0,121746
250,1,Ad,933,1065
250,1,Am,244,311
250,1,Aw,97230,121814
250,1,Bd,1143,1563
250,1,Bm,0,0
250,1,Bw,97253,121843
250,1,Ce,0,0
250,1,Cm,363,441
250,1,Cw,97249,121839
250,1,X,97253,121843
250,1,Y,0,121843
251,1,Ad,936,1069
251,1,Am,250,324
251,1,Aw,97191,121888
251,1,Bd,992,1442
251,1,Bm,0,0
251,1,Bw,97208,121919
251,1,Ce,0,0
251,1,Cm,359,448
251,1,Cw,97204,121915
251,1,X,97208,121919
251,1,Y,0,121919
252,1,Ad,913,1080
252,1,Am,252,319
252,1,Aw,97243,121986
252,1,Bd,934,1340
252,1,Bm,0,0
252,1,Bw,97256,122019
252,1,Ce,0,0
252,1,Cm,407,517
252,1,Cw,97251,122009
252,1,X,97256,122019
252,1,Y,0,122019
253,1,Ad,916,1073
253,1,Am,253,305
253,1,Aw,97170,122030
253,1,Bd,919,1332
253,1,Bm,0,0
253,1,Bw,97186,122063
253,1,Ce,0,0
253,1,Cm,454,571
253,1,Cw,97176,122048
253,1,X,97187,122063
253,1,Y,0,122063
254,1,Ad,906,1056
254,1,Am,255,302
254,1,Aw,97292,121967
254,1,Bd,884,1276
254,1,Bm,0,0
254,1,Bw,97308,122000
254,1,Ce,0,0
254,1,Cm,471,608
254,1,Cw,97296,121979
254,1,X,97309,122000
254,1,Y,0,122000
255,1,Ad,919,1032
255,1,Am,255,304
255,1,Aw,97153,121808
255,1,Bd,960,1303
255,1,Bm,0,0
255,1,Bw,97169,121841
255,1,Ce,0,0
255,1,Cm,579,703
255,1,Cw,97146,121807
255,1,X,97170,121841
255,1,Y,0,121841
256,1,Ad,892,1056
256,1,Am,251,303
256,1,Aw,97009,121705
256,1,Bd,1034,1361
256,1,Bm,0,0
256,1,Bw,97023,121740
256,1,Ce,0,0
256,1,Cm,677,801
256,1,Cw,96993,121695
256,1,X,97024,121740
256,1,Y,0,121740
257,1,Ad,906,1049
257,1,Am,237,303
257,1,Aw,97035,121813
257,1,Bd,1061,1390
257,1,Bm,0,0
257,1,Bw,97052,121850
257,1,Ce,0,0
257,1,Cm,717,855
257,1,Cw,97021,121800
257,1,X,97054,121851
257,1,Y,0,121851
258,1,Ad,890,1063
258,1,Am,244,315
258,1,Aw,97107,122098
258,1,Bd,1192,1509
258,1,Bm,0,0
258,1,Bw,97122,122134
258,1,Ce,0,0
258,1,Cm,841,971
258,1,Cw,97074,122071
258,1,X,97128,122138
258,1,Y,0,122138
259,1,Ad,865,1059
259,1,Am,247,308
259,1,Aw,97129,121939
259,1,Bd,1283,1617
259,1,Bm,0,0
259,1,Bw,97143,121965
259,1,Ce,0,0
259,1,Cm,900,1003
259,1,Cw,97091,121904
259,1,X,97153,121974
259,1,Y,0,121974
260,1,Ad,888,1055
260,1,Am,247,301
260,1,Aw,97113,121918
260,1,Bd,1365,1691
260,1,Bm,0,0
260,1,Bw,97134,121940
260,1,Ce,0,0
260,1,Cm,953,1046
260,1,Cw,97075,121872
260,1,X,97143,121951
260,1,Y,0,121951
261,1,Ad,871,1071
261,1,Am,255,289
261,1,Aw,97312,121945
261,1,Bd,1469,1852
261,1,Bm,0,0
261,1,Bw,97333,121963
261,1,Ce,0,0
261,1,Cm,1019,1168
261,1,Cw,97263,121888
261,1,X,97343,121976
261,1,Y,0,121976
262,1,Ad,853,1097
262,1,Am,254,288
262,1,Aw,97348,121704
262,1,Bd,1568,1950
262,1,Bm,0,0
262,1,Bw,97366,121722
262,1,Ce,0,0
262,1,Cm,1046,1210
262,1,Cw,97295,121642
262,1,X,97377,121736
262,1,Y,0,121736
263,1,Ad,871,1137
263,1,Am,255,297
263,1,Aw,97397,121778
263,1,Bd,1650,2077
263,1,Bm,0,0
263,1,Bw,97417,121801
263,1,Ce,0,0
263,1,Cm,1066,1259
263,1,Cw,97349,121713
263,1,X,97431,121813
263,1,Y,0,121813
264,1,Ad,837,1150
264,1,Am,262,315
264,1,Aw,97106,121587
264,1,Bd,1788,2177
264,1,Bm,0,0
264,1,Bw,97125,121606
264,1,Ce,0,0
264,1,Cm,1106,1310
264,1,Cw,97046,121511
264,1,X,97136,121621
264,1,Y,0,121621
265,1,Ad,852,1124
265,1,Am,255,322
265,1,Aw,97196,121651
265,1,Bd,1863,2273
265,1,Bm,0,0
265,1,Bw,97217,121672
265,1,Ce,0,0
265,1,Cm,1143,1335
265,1,Cw,97139,121576
265,1,X,97228,121685
265,1,Y,0,121685
266,1,Ad,884,1120
266,1,Am,244,336
266,1,Aw,97408,122004
266,1,Bd,1916,2319
266,1,Bm,0,0
266,1,Bw,97426,122028
266,1,Ce,0,0
266,1,Cm,1150,1341
266,1,Cw,97353,121923
266,1,X,97438,122039
266,1,Y,0,122039
267,1,Ad,878,1133
267,1,Am,274,351
267,1,Aw,97508,121909
267,1,Bd,1960,2407
267,1,Bm,0,0
267,1,Bw,97534,121936
267,1,Ce,0,0
267,1,Cm,1164,1376
267,1,Cw,97450,121825
267,1,X,97543,121946
267,1,Y,0,121946
268,1,Ad,894,1114
268,1,Am,287,373
268,1,Aw,97403,121706
268,1,Bd,1962,2441
268,1,Bm,0,0
268,1,Bw,97425,121733
268,1,Ce,0,0
268,1,Cm,1191,1374
268,1,Cw,97343,121623
268,1,X,97438,121743
268,1,Y,0,121743
269,1,Ad,901,1091
269,1,Am,299,379
269,1,Aw,97744,121879
269,1,Bd,2038,2491
269,1,Bm,0,0
269,1,Bw,97764,121906
269,1,Ce,0,0
269,1,Cm,1186,1372
269,1,Cw,97686,121800
269,1,X,97776,121917
269,1,Y,0,121917
270,1,Ad,885,1111
270,1,Am,296,369
270,1,Aw,97362,121824
270,1,Bd,2049,2533
270,1,Bm,0,0
270,1,Bw,97383,121854
270,1,Ce,0,0
270,1,Cm,1146,1389
270,1,Cw,97291,121760
270,1,X,97397,121864
270,1,Y,0,121864
271,1,Ad,888,1145
271,1,Am,296,377
271,1,Aw,97849,121730
271,1,Bd,2043,2546
271,1,Bm,0,0
271,1,Bw,97865,121757
271,1,Ce,0,0
271,1,Cm,1128,1388
271,1,Cw,97781,121671
271,1,X,97880,121769
271,1,Y,0,121769
272,1,Ad,872,1112
272,1,Am,302,372
272,1,Aw,97519,121650
272,1,Bd,1988,2515
272,1,Bm,0,0
272,1,Bw,97534,121681
272,1,Ce,0,0
272,1,Cm,1077,1371
272,1,Cw,97456,121592
272,1,X,97546,121691
272,1,Y,0,121691
273,1,Ad,895,1110
273,1,Am,287,366
273,1,Aw,97345,121753
273,1,Bd,1937,2471
273,1,Bm,0,0
273,1,Bw,97355,121782
273,1,Ce,0,0
273,1,Cm,1083,1352
273,1,Cw,97278,121692
273,1,X,97369,121792
273,1,Y,0,121792
274,1,Ad,890,1109
274,1,Am,292,363
274,1,Aw,97229,121608
274,1,Bd,1875,2387
274,1,Bm,0,0
274,1,Bw,97239,121634
274,1,Ce,0,0
274,1,Cm,1011,1302
274,1,Cw,97180,121556
274,1,X,97254,121645
274,1,Y,0,121645
275,1,Ad,872,1125
275,1,Am,278,357
275,1,Aw,97337,121543
275,1,Bd,1804,2321
275,1,Bm,0,0
275,1,Bw,97344,121568
275,1,Ce,0,0
275,1,Cm,977,1263
275,1,Cw,97284,121497
275,1,X,97358,121580
275,1,Y,0,121580
276,1,Ad,890,1166
276,1,Am,279,370
276,1,Aw,96787,121322
276,1,Bd,1725,2211
276,1,Bm,0,0
276,1,Bw,96796,121351
276,1,Ce,0,0
276,1,Cm,946,1204
276,1,Cw,96751,121284
276,1,X,96808,121361
276,1,Y,0,121361
277,1,Ad,885,1170
277,1,Am,286,385
277,1,Aw,96825,121247
277,1,Bd,1650,2133
277,1,Bm,0,0
277,1,Bw,96830,121275
277,1,Ce,0,0
277,1,Cm,912,1186
277,1,Cw,96790,121214
277,1,X,96842,121286
277,1,Y,0,121286
278,1,Ad,866,1164
278,1,Am,285,389
278,1,Aw,96878,121414
278,1,Bd,1563,2063
278,1,Bm,0,0
278,1,Bw,96886,121442
278,1,Ce,0,0
278,1,Cm,901,1178
278,1,Cw,96848,121376
278,1,X,96898,121452
278,1,Y,0,121452
279,1,Ad,881,1167
279,1,Am,302,399
279,1,Aw,96926,121783
279,1,Bd,1508,1990
279,1,Bm,0,0
279,1,Bw,96948,121814
279,1,Ce,0,0
279,1,Cm,900,1184
279,1,Cw,96909,121758
279,1,X,96958,121823
279,1,Y,0,121823
280,1,Ad,857,1151
280,1,Am,303,403
280,1,Aw,96836,121755
280,1,Bd,1412,1918
280,1,Bm,0,0
280,1,Bw,96855,121778
280,1,Ce,0,0
280,1,Cm,851,1154
280,1,Cw,96819,121727
280,1,X,96866,121789
280,1,Y,0,121789
281,1,Ad,851,1140
281,1,Am,314,399
281,1,Aw,96975,121515
281,1,Bd,1371,1825
281,1,Bm,0,0
281,1,Bw,96995,121538
281,1,Ce,0,0
281,1,Cm,883,1139
281,1,Cw,96953,121484
281,1,X,97004,121548
281,1,Y,0,121548
282,1,Ad,843,1141
282,1,Am,305,408
282,1,Aw,97137,121494
282,1,Bd,1334,1759
282,1,Bm,0,0
282,1,Bw,97157,121514
282,1,Ce,0,0
282,1,Cm,886,1156
282,1,Cw,97108,121455
282,1,X,97165,121524
282,1,Y,0,121524
283,1,Ad,841,1161
283,1,Am,315,397
283,1,Aw,97229,121542
283,1,Bd,1294,1705
283,1,Bm,0,0
283,1,Bw,97248,121558
283,1,Ce,0,0
283,1,Cm,901,1167
283,1,Cw,97196,121505
283,1,X,97256,121569
283,1,Y,0,121569
284,1,Ad,821,1136
284,1,Am,296,386
284,1,Aw,97094,121579
284,1,Bd,1296,1674
284,1,Bm,0,0
284,1,Bw,97113,121592
284,1,Ce,0,0
284,1,Cm,975,1257
284,1,Cw,97056,121528
284,1,X,97119,121603
284,1,Y,0,121603
285,1,Ad,825,1159
285,1,Am,310,393
285,1,Aw,97009,121187
285,1,Bd,1283,1685
285,1,Bm,0,0
285,1,Bw,97028,121206
285,1,Ce,0,0
285,1,Cm,1027,1331
285,1,Cw,96964,121135
285,1,X,97035,121217
285,1,Y,0,121217
286,1,Ad,809,1167
286,1,Am,300,377
286,1,Aw,97060,121080
286,1,Bd,1265,1627
286,1,Bm,0,0
286,1,Bw,97080,121096
286,1,Ce,0,0
286,1,Cm,1057,1348
286,1,Cw,97017,121022
286,1,X,97086,121107
286,1,Y,0,121107
287,1,Ad,832,1165
287,1,Am,301,367
287,1,Aw,97254,120984
287,1,Bd,1298,1692
287,1,Bm,0,0
287,1,Bw,97270,121000
287,1,Ce,0,0
287,1,Cm,1135,1423
287,1,Cw,97202,120922
287,1,X,97278,121010
287,1,Y,0,121010
288,1,Ad,841,1169
288,1,Am,311,376
288,1,Aw,97370,121101
288,1,Bd,1271,1711
288,1,Bm,0,0
288,1,Bw,97386,121122
288,1,Ce,0,0
288,1,Cm,1176,1513
288,1,Cw,97311,121030
288,1,X,97393,121131
288,1,Y,0,121131
289,1,Ad,835,1153
289,1,Am,324,385
289,1,Aw,97657,121229
289,1,Bd,1313,1714
289,1,Bm,0,0
289,1,Bw,97677,121247
289,1,Ce,0,0
289,1,Cm,1258,1591
289,1,Cw,97589,121149
289,1,X,97685,121256
289,1,Y,0,121256
290,1,Ad,819,1155
290,1,Am,314,386
290,1,Aw,97982,121247
290,1,Bd,1399,1752
290,1,Bm,0,0
290,1,Bw,97998,121262
290,1,Ce,0,0
290,1,Cm,1358,1696
290,1,Cw,97909,121155
290,1,X,98004,121271
290,1,Y,0,121271
291,1,Ad,833,1125
291,1,Am,312,382
291,1,Aw,97786,121152
291,1,Bd,1462,1817
291,1,Bm,0,0
291,1,Bw,97803,121166
291,1,Ce,0,0
291,1,Cm,1428,1770
291,1,Cw,97713,121054
291,1,X,97810,121174
291,1,Y,0,121174
292,1,Ad,857,1150
292,1,Am,302,373
292,1,Aw,97852,121113
292,1,Bd,1511,1862
292,1,Bm,0,0
292,1,Bw,97868,121130
292,1,Ce,0,0
292,1,Cm,1517,1872
292,1,Cw,97776,121014
292,1,X,97876,121138
292,1,Y,0,121138
293,1,Ad,869,1158
293,1,Am,286,373
293,1,Aw,97695,120918
293,1,Bd,1569,1910
293,1,Bm,0,0
293,1,Bw,97708,120934
293,1,Ce,0,0
293,1,Cm,1615,1965
293,1,Cw,97607,120804
293,1,X,97717,120944
293,1,Y,0,120944
294,1,Ad,892,1139
294,1,Am,294,381
294,1,Aw,97159,121058
294,1,Bd,1596,1954
294,1,Bm,0,0
294,1,Bw,97170,121076
294,1,Ce,0,0
294,1,Cm,1642,2006
294,1,Cw,97065,120942
294,1,X,97179,121085
294,1,Y,0,121085
295,1,Ad,877,1123
295,1,Am,280,378
295,1,Aw,97258,121159
295,1,Bd,1684,2002
295,1,Bm,0,0
295,1,Bw,97262,121175
295,1,Ce,0,0
295,1,Cm,1672,2080
295,1,Cw,97171,121043
295,1,X,97274,121184
295,1,Y,0,121184
296,1,Ad,874,1143
296,1,Am,288,368
296,1,Aw,97067,121353
296,1,Bd,1703,2058
296,1,Bm,0,0
296,1,Bw,97075,121368
296,1,Ce,0,0
296,1,Cm,1707,2150
296,1,Cw,96979,121229
296,1,X,97086,121376
296,1,Y,0,121376
297,1,Ad,870,1121
297,1,Am,290,373
297,1,Aw,97331,121651
297,1,Bd,1732,2148
297,1,Bm,0,0
297,1,Bw,97340,121671
297,1,Ce,0,0
297,1,Cm,1723,2187
297,1,Cw,97246,121516
297,1,X,97352,121676
297,1,Y,0,121676
298,1,Ad,877,1098
298,1,Am,279,370
298,1,Aw,97255,121729
298,1,Bd,1745,2233
298,1,Bm,0,0
298,1,Bw,97269,121749
298,1,Ce,0,0
298,1,Cm,1754,2176
298,1,Cw,97171,121595
298,1,X,97278,121754
298,1,Y,0,121754
299,1,Ad,891,1097
299,1,Am,274,377
299,1,Aw,97345,121906
299,1,Bd,1825,2296
299,1,Bm,0,0
299,1,Bw,97356,121925
299,1,Ce,0,0
299,1,Cm,1793,2258
299,1,Cw,97247,121773
299,1,X,97365,121933
299,1,Y,0,121933
300,1,Ad,854,1105
300,1,Am,284,397
300,1,Aw,97187,121587
300,1,Bd,1809,2303
300,1,Bm,0,0
300,1,Bw,97193,121602
300,1,Ce,0,0
300,1,Cm,1789,2267
300,1,Cw,97089,121437
300,1,X,97204,121611
300,1,Y,0,121611
301,1,Ad,879,1130
301,1,Am,294,422
301,1,Aw,97262,121697
301,1,Bd,1830,2223
301,1,Bm,0,0
301,1,Bw,97268,121717
301,1,Ce,0,0
301,1,Cm,1773,2206
301,1,Cw,97164,121560
301,1,X,97279,121727
301,1,Y,0,121727
302,1,Ad,889,1133
302,1,Am,296,412
302,1,Aw,97285,121744
