Time,NodeID,Alleles,VectorPopulation,STATE_MALE
101,1,Bw,97162,121595
101,1,Ce,0,0
101,1,Cm,0,0
101,1,Cw,97162,121595
101,1,X,97162,121595
101,1,Y,0,121595
102,1,Ad,0,300
102,1,Am,0,0
102,1,Aw,97773,122237
102,1,Bd,0,0
102,1,Bm,0,0
102,1,Bw,97773,122237
102,1,Ce,0,0
102,1,Cm,0,0
102,1,Cw,97773,122237
102,1,X,97773,122237
102,1,Y,0,122237
103,1,Ad,0,238
103,1,Am,0,0
103,1,Aw,97111,121698
103,1,Bd,0,0
103,1,Bm,0,0
103,1,Bw,97111,121698
103,1,Ce,0,0
103,1,Cm,0,0
103,1,Cw,97111,121698
103,1,X,97111,121698
103,1,Y,0,121698
104,1,Ad,0,179
104,1,Am,0,0
104,1,Aw,97045,121816
104,1,Bd,0,0
104,1,Bm,0,0
104,1,Bw,97045,121816
104,1,Ce,0,0
104,1,Cm,0,0
104,1,Cw,97045,121816
104,1,X,97045,121816
104,1,Y,0,121816
105,1,Ad,0,136
105,1,Am,0,0
105,1,Aw,96927,121789
105,1,Bd,0,0
105,1,Bm,0,0
105,1,Bw,96927,121789
105,1,Ce,0,0
105,1,Cm,0,0
105,1,Cw,96927,121789
105,1,X,96927,121789
105,1,Y,0,121789
106,1,Ad,182,325
106,1,Am,0,0
106,1,Aw,97059,121744
106,1,Bd,0,0
106,1,Bm,0,0
106,1,Bw,97059,121744
106,1,Ce,0,0
106,1,Cm,0,0
106,1,Cw,97059,121744
106,1,X,97059,121744
106,1,Y,0,121744
107,1,Ad,326,446
107,1,Am,0,0
107,1,Aw,97362,121911
107,1,Bd,0,0
107,1,Bm,0,0
107,1,Bw,97362,121911
107,1,Ce,0,0
107,1,Cm,0,0
107,1,Cw,97362,121911
107,1,X,97362,121911
107,1,Y,0,121911
108,1,Ad,444,569
108,1,Am,0,0
108,1,Aw,97255,121823
108,1,Bd,0,0
108,1,Bm,0,0
108,1,Bw,97255,121823
108,1,Ce,0,0
108,1,Cm,0,0
108,1,Cw,97255,121823
108,1,X,97255,121823
108,1,Y,0,121823
109,1,Ad,657,785
109,1,Am,0,0
109,1,Aw,97187,121876
109,1,Bd,0,0
109,1,Bm,0,0
109,1,Bw,97187,121876
109,1,Ce,0,0
109,1,Cm,0,0
109,1,Cw,97187,121876
109,1,X,97187,121876
109,1,Y,0,121876
110,1,Ad,838,934
110,1,Am,0,0
110,1,Aw,97308,121956
110,1,Bd,0,0
110,1,Bm,0,0
110,1,Bw,97308,121956
110,1,Ce,0,0
110,1,Cm,0,0
110,1,Cw,97308,121956
110,1,X,97308,121956
110,1,Y,0,121956
111,1,Ad,971,1078
111,1,Am,0,0
111,1,Aw,97368,122045
111,1,Bd,0,0
111,1,Bm,0,0
111,1,Bw,97368,122045
111,1,Ce,0,0
111,1,Cm,0,0
111,1,Cw,97368,122045
111,1,X,97368,122045
111,1,Y,0,122045
112,1,Ad,1124,1247
112,1,Am,0,0
112,1,Aw,97410,121948
112,1,Bd,0,0
112,1,Bm,0,0
112,1,Bw,97410,121948
112,1,Ce,0,0
112,1,Cm,0,0
112,1,Cw,97410,121948
112,1,X,97410,121948
112,1,Y,0,121948
113,1,Ad,1207,1338
113,1,Am,0,0
113,1,Aw,97574,121900
113,1,Bd,0,0
113,1,Bm,0,0
113,1,Bw,97574,121900
113,1,Ce,0,0
113,1,Cm,0,0
113,1,Cw,97574,121900
113,1,X,97574,121900
113,1,Y,0,121900
114,1,Ad,1270,1397
114,1,Am,0,0
114,1,Aw,97489,121772
114,1,Bd,0,0
114,1,Bm,0,0
114,1,Bw,97489,121772
114,1,Ce,0,0
114,1,Cm,0,0
114,1,Cw,97489,121772
114,1,X,97489,121772
114,1,Y,0,121772
115,1,Ad,1332,1503
115,1,Am,0,0
115,1,Aw,97265,121648
115,1,Bd,0,0
115,1,Bm,0,0
115,1,Bw,97265,121648
115,1,Ce,0,0
115,1,Cm,0,0
115,1,Cw,97265,121648
115,1,X,97265,121648
115,1,Y,0,121648
116,1,Ad,1356,1522
116,1,Am,0,0
116,1,Aw,97388,121697
116,1,Bd,0,0
116,1,Bm,0,0
116,1,Bw,97388,121697
116,1,Ce,0,0
116,1,Cm,0,0
116,1,Cw,97388,121697
116,1,X,97388,121697
116,1,Y,0,121697
117,1,Ad,1362,1544
117,1,Am,0,0
117,1,Aw,97264,121415
117,1,Bd,0,0
117,1,Bm,0,0
117,1,Bw,97264,121415
117,1,Ce,0,0
117,1,Cm,0,0
117,1,Cw,97264,121415
117,1,X,97264,121415
117,1,Y,0,121415
118,1,Ad,1391,1546
118,1,Am,0,0
118,1,Aw,97460,121232
118,1,Bd,0,0
118,1,Bm,0,0
118,1,Bw,97460,121232
118,1,Ce,0,0
118,1,Cm,0,0
118,1,Cw,97460,121232
118,1,X,97460,121232
118,1,Y,0,121232
119,1,Ad,1348,1522
119,1,Am,0,0
119,1,Aw,97550,121494
119,1,Bd,0,0
119,1,Bm,0,0
119,1,Bw,97550,121494
119,1,Ce,0,0
119,1,Cm,0,0
119,1,Cw,97550,121494
119,1,X,97550,121494
119,1,Y,0,121494
120,1,Ad,1325,1535
120,1,Am,0,0
120,1,Aw,97661,121830
120,1,Bd,0,0
120,1,Bm,0,0
120,1,Bw,97661,121830
120,1,Ce,0,0
120,1,Cm,0,0
120,1,Cw,97661,121830
120,1,X,97661,121830
120,1,Y,0,121830
121,1,Ad,1271,1507
121,1,Am,0,0
121,1,Aw,97589,121533
121,1,Bd,0,0
121,1,Bm,0,0
121,1,Bw,97589,121533
121,1,Ce,0,0
121,1,Cm,0,0
121,1,Cw,97589,121533
121,1,X,97589,121533
121,1,Y,0,121533
122,1,Ad,1218,1425
122,1,Am,0,0
122,1,Aw,97647,121065
122,1,Bd,0,0
122,1,Bm,0,0
122,1,Bw,97647,121065
122,1,Ce,0,0
122,1,Cm,0,0
122,1,Cw,97647,121065
122,1,X,97647,121065
122,1,Y,0,121065
123,1,Ad,1140,1382
123,1,Am,0,0
123,1,Aw,97512,121004
123,1,Bd,0,0
123,1,Bm,0,0
123,1,Bw,97512,121004
123,1,Ce,0,0
123,1,Cm,0,0
123,1,Cw,97512,121004
123,1,X,97512,121004
123,1,Y,0,121004
124,1,Ad,1052,1306
124,1,Am,0,0
124,1,Aw,97563,120957
124,1,Bd,0,0
124,1,Bm,0,0
124,1,Bw,97563,120957
124,1,Ce,0,0
124,1,Cm,0,0
124,1,Cw,97563,120957
124,1,X,97563,120957
124,1,Y,0,120957
125,1,Ad,991,1237
125,1,Am,0,0
125,1,Aw,97396,121020
125,1,Bd,0,0
125,1,Bm,0,0
125,1,Bw,97396,121020
125,1,Ce,0,0
125,1,Cm,0,0
125,1,Cw,97396,121020
125,1,X,97396,121020
125,1,Y,0,121020
126,1,Ad,944,1173
126,1,Am,0,0
126,1,Aw,97486,121312
126,1,Bd,0,0
126,1,Bm,0,0
126,1,Bw,97486,121312
126,1,Ce,0,0
126,1,Cm,0,0
126,1,Cw,97486,121312
126,1,X,97486,121312
126,1,Y,0,121312
127,1,Ad,878,1096
127,1,Am,0,0
127,1,Aw,97744,121291
127,1,Bd,0,0
127,1,Bm,0,0
127,1,Bw,97744,121291
127,1,Ce,0,0
127,1,Cm,0,0
127,1,Cw,97744,121291
127,1,X,97744,121291
127,1,Y,0,121291
128,1,Ad,814,1012
128,1,Am,0,0
128,1,Aw,98189,121492
128,1,Bd,0,0
128,1,Bm,0,0
128,1,Bw,98189,121492
128,1,Ce,0,0
128,1,Cm,0,0
128,1,Cw,98189,121492
128,1,X,98189,121492
128,1,Y,0,121492
129,1,Ad,745,939
129,1,Am,0,0
129,1,Aw,98187,121442
129,1,Bd,0,0
129,1,Bm,0,0
129,1,Bw,98187,121442
129,1,Ce,0,0
129,1,Cm,0,0
129,1,Cw,98187,121442
129,1,X,98187,121442
129,1,Y,0,121442
130,1,Ad,661,868
130,1,Am,0,0
130,1,Aw,98394,121664
130,1,Bd,0,0
130,1,Bm,0,0
130,1,Bw,98394,121664
130,1,Ce,0,0
130,1,Cm,0,0
130,1,Cw,98394,121664
130,1,X,98394,121664
130,1,Y,0,121664
131,1,Ad,581,793
131,1,Am,0,0
131,1,Aw,98445,121869
131,1,Bd,0,0
131,1,Bm,0,0
131,1,Bw,98445,121869
131,1,Ce,0,0
131,1,Cm,0,0
131,1,Cw,98445,121869
131,1,X,98445,121869
131,1,Y,0,121869
132,1,Ad,543,770
132,1,Am,4,5
132,1,Aw,98291,121821
132,1,Bd,0,0
132,1,Bm,0,0
132,1,Bw,98292,121822
132,1,Ce,0,0
132,1,Cm,7,7
132,1,Cw,98292,121821
132,1,X,98292,121822
132,1,Y,0,121822
133,1,Ad,527,735
133,1,Am,10,8
133,1,Aw,98175,121631
133,1,Bd,0,0
133,1,Bm,0,0
133,1,Bw,98179,121633
133,1,Ce,0,0
133,1,Cm,13,15
133,1,Cw,98179,121632
133,1,X,98179,121633
133,1,Y,0,121633
134,1,Ad,526,703
134,1,Am,14,12
134,1,Aw,98073,121336
134,1,Bd,0,0
134,1,Bm,0,0
134,1,Bw,98081,121340
134,1,Ce,0,0
134,1,Cm,16,14
134,1,Cw,98081,121339
134,1,X,98081,121340
134,1,Y,0,121340
135,1,Ad,533,690
135,1,Am,29,24
135,1,Aw,98031,121187
135,1,Bd,0,0
135,1,Bm,0,0
135,1,Bw,98044,121197
135,1,Ce,0,0
135,1,Cm,39,28
135,1,Cw,98043,121196
135,1,X,98044,121197
135,1,Y,0,121197
136,1,Ad,538,726
136,1,Am,32,40
136,1,Aw,98035,121261
136,1,Bd,0,0
136,1,Bm,0,0
136,1,Bw,98048,121275
136,1,Ce,0,0
136,1,Cm,50,37
136,1,Cw,98046,121274
136,1,X,98048,121275
136,1,Y,0,121275
137,1,Ad,580,728
137,1,Am,45,46
137,1,Aw,97921,121373
137,1,Bd,0,0
137,1,Bm,0,0
137,1,Bw,97939,121389
137,1,Ce,0,0
137,1,Cm,58,53
137,1,Cw,97938,121388
137,1,X,97939,121389
137,1,Y,0,121389
138,1,Ad,623,813
138,1,Am,46,55
138,1,Aw,98097,121610
138,1,Bd,0,0
138,1,Bm,0,0
138,1,Bw,98114,121636
138,1,Ce,0,0
138,1,Cm,66,65
138,1,Cw,98112,121635
138,1,X,98114,121636
138,1,Y,0,121636
139,1,Ad,659,860
139,1,Am,52,66
139,1,Aw,97844,121336
139,1,Bd,0,0
139,1,Bm,0,0
139,1,Bw,97863,121369
139,1,Ce,0,0
139,1,Cm,66,82
139,1,Cw,97861,121368
139,1,X,97863,121369
139,1,Y,0,121369
140,1,Ad,697,932
140,1,Am,56,82
140,1,Aw,97860,121415
140,1,Bd,0,0
140,1,Bm,0,0
140,1,Bw,97879,121451
140,1,Ce,0,0
140,1,Cm,74,92
140,1,Cw,97877,121449
140,1,X,97879,121451
140,1,Y,0,121451
141,1,Ad,766,998
141,1,Am,75,91
141,1,Aw,97514,121671
141,1,Bd,0,0
141,1,Bm,0,0
141,1,Bw,97542,121711
141,1,Ce,0,0
141,1,Cm,80,111
141,1,Cw,97540,121707
141,1,X,97542,121711
141,1,Y,0,121711
142,1,Ad,840,1068
142,1,Am,82,97
142,1,Aw,97749,121888
142,1,Bd,0,0
142,1,Bm,0,0
142,1,Bw,97783,121930
142,1,Ce,0,0
142,1,Cm,91,120
142,1,Cw,97781,121926
142,1,X,97783,121930
142,1,Y,0,121930
143,1,Ad,913,1134
143,1,Am,78,100
143,1,Aw,97655,121851
143,1,Bd,0,0
143,1,Bm,0,0
143,1,Bw,97685,121893
143,1,Ce,0,0
143,1,Cm,102,134
143,1,Cw,97684,121890
143,1,X,97685,121893
143,1,Y,0,121893
144,1,Ad,962,1184
144,1,Am,85,98
144,1,Aw,97453,121862
144,1,Bd,0,0
144,1,Bm,0,0
144,1,Bw,97484,121903
144,1,Ce,0,0
144,1,Cm,114,127
144,1,Cw,97483,121901
144,1,X,97484,121903
144,1,Y,0,121903
145,1,Ad,1022,1196
145,1,Am,80,105
145,1,Aw,96791,121728
145,1,Bd,0,0
145,1,Bm,0,0
145,1,Bw,96821,121771
145,1,Ce,0,0
145,1,Cm,118,134
145,1,Cw,96818,121768
145,1,X,96821,121771
145,1,Y,0,121771
146,1,Ad,1042,1241
146,1,Am,86,107
146,1,Aw,96931,121885
146,1,Bd,0,0
146,1,Bm,0,0
146,1,Bw,96961,121923
146,1,Ce,0,0
146,1,Cm,128,141
146,1,Cw,96959,121919
146,1,X,96961,121923
146,1,Y,0,121923
147,1,Ad,1047,1303
147,1,Am,89,105
147,1,Aw,97147,121734
147,1,Bd,0,0
147,1,Bm,0,0
147,1,Bw,97177,121772
147,1,Ce,0,0
147,1,Cm,119,156
147,1,Cw,97177,121766
147,1,X,97177,121772
147,1,Y,0,121772
148,1,Ad,1068,1317
148,1,Am,90,108
148,1,Aw,97111,121687
148,1,Bd,0,0
148,1,Bm,0,0
148,1,Bw,97141,121726
148,1,Ce,0,0
148,1,Cm,115,163
148,1,Cw,97141,121719
148,1,X,97141,121726
148,1,Y,0,121726
149,1,Ad,1056,1309
149,1,Am,88,106
149,1,Aw,96999,122033
149,1,Bd,0,0
149,1,Bm,0,0
149,1,Bw,97032,122072
149,1,Ce,0,0
149,1,Cm,107,157
149,1,Cw,97032,122066
149,1,X,97032,122072
149,1,Y,0,122072
150,1,Ad,1077,1312
150,1,Am,87,97
150,1,Aw,97282,121823
150,1,Bd,0,0
150,1,Bm,0,0
150,1,Bw,97315,121858
150,1,Ce,0,0
150,1,Cm,108,164
150,1,Cw,97315,121852
150,1,X,97315,121858
150,1,Y,0,121858
151,1,Ad,1071,1313
151,1,Am,84,103
151,1,Aw,97416,121930
151,1,Bd,0,0
151,1,Bm,0,0
151,1,Bw,97448,121966
151,1,Ce,0,0
151,1,Cm,109,162
151,1,Cw,97447,121961
151,1,X,97448,121966
151,1,Y,0,121966
152,1,Ad,1026,1302
152,1,Am,78,101
152,1,Aw,97500,122030
152,1,Bd,0,0
152,1,Bm,0,0
152,1,Bw,97529,122067
152,1,Ce,0,0
152,1,Cm,102,156
152,1,Cw,97529,122062
152,1,X,97529,122067
152,1,Y,0,122067
153,1,Ad,989,1301
153,1,Am,80,97
153,1,Aw,97369,121917
153,1,Bd,0,0
153,1,Bm,0,0
153,1,Bw,97396,121951
153,1,Ce,0,0
153,1,Cm,105,144
153,1,Cw,97396,121946
153,1,X,97396,121951
153,1,Y,0,121951
154,1,Ad,948,1275
154,1,Am,79,89
154,1,Aw,97522,121833
154,1,Bd,0,0
154,1,Bm,0,0
154,1,Bw,97547,121861
154,1,Ce,0,0
154,1,Cm,105,136
154,1,Cw,97547,121856
154,1,X,97547,121861
154,1,Y,0,121861
155,1,Ad,905,1226
155,1,Am,71,87
155,1,Aw,97325,121871
155,1,Bd,0,0
155,1,Bm,0,0
155,1,Bw,97349,121902
155,1,Ce,0,0
155,1,Cm,98,137
155,1,Cw,97349,121897
155,1,X,97349,121902
155,1,Y,0,121902
156,1,Ad,865,1205
156,1,Am,72,85
156,1,Aw,97001,122067
156,1,Bd,0,0
156,1,Bm,0,0
156,1,Bw,97030,122096
156,1,Ce,0,0
156,1,Cm,95,127
156,1,Cw,97030,122092
156,1,X,97030,122096
156,1,Y,0,122096
157,1,Ad,832,1129
157,1,Am,71,79
157,1,Aw,97150,122059
157,1,Bd,0,0
157,1,Bm,0,0
157,1,Bw,97176,122085
157,1,Ce,0,0
157,1,Cm,86,118
157,1,Cw,97176,122081
157,1,X,97176,122085
157,1,Y,0,122085
158,1,Ad,780,1084
158,1,Am,66,70
158,1,Aw,97113,122076
158,1,Bd,0,0
158,1,Bm,0,0
158,1,Bw,97139,122100
158,1,Ce,0,0
158,1,Cm,83,114
158,1,Cw,97139,122096
158,1,X,97139,122100
158,1,Y,0,122100
159,1,Ad,739,1015
159,1,Am,58,64
159,1,Aw,96918,122050
159,1,Bd,0,0
159,1,Bm,0,0
159,1,Bw,96940,122070
159,1,Ce,0,0
159,1,Cm,87,113
159,1,Cw,96940,122066
159,1,X,96940,122070
159,1,Y,0,122070
160,1,Ad,724,992
160,1,Am,46,62
160,1,Aw,96926,122144
160,1,Bd,0,0
160,1,Bm,0,0
160,1,Bw,96943,122163
160,1,Ce,0,0
160,1,Cm,83,112
160,1,Cw,96943,122159
160,1,X,96943,122163
160,1,Y,0,122163
161,1,Ad,711,964
161,1,Am,50,61
161,1,Aw,96928,122172
161,1,Bd,0,0
161,1,Bm,0,0
161,1,Bw,96945,122189
161,1,Ce,0,0
161,1,Cm,84,111
161,1,Cw,96945,122185
161,1,X,96945,122189
161,1,Y,0,122189
162,1,Ad,720,922
162,1,Am,57,64
162,1,Aw,97016,121976
162,1,Bd,0,0
162,1,Bm,0,0
162,1,Bw,97032,121994
162,1,Ce,0,0
162,1,Cm,85,113
162,1,Cw,97032,121990
162,1,X,97032,121994
162,1,Y,0,121994
163,1,Ad,716,909
163,1,Am,57,67
163,1,Aw,97083,121785
163,1,Bd,0,0
163,1,Bm,0,0
163,1,Bw,97100,121806
163,1,Ce,0,0
163,1,Cm,82,116
163,1,Cw,97099,121803
163,1,X,97100,121806
163,1,Y,0,121806
164,1,Ad,712,884
164,1,Am,63,68
164,1,Aw,97089,121849
164,1,Bd,0,0
164,1,Bm,0,0
164,1,Bw,97106,121870
164,1,Ce,0,0
164,1,Cm,85,123
164,1,Cw,97103,121866
164,1,X,97106,121870
164,1,Y,0,121870
165,1,Ad,715,866
165,1,Am,69,70
165,1,Aw,97152,121808
165,1,Bd,0,0
165,1,Bm,0,0
165,1,Bw,97171,121833
165,1,Ce,0,0
165,1,Cm,88,127
165,1,Cw,97169,121829
165,1,X,97171,121833
165,1,Y,0,121833
166,1,Ad,705,870
166,1,Am,68,85
166,1,Aw,97340,121944
166,1,Bd,0,0
166,1,Bm,0,0
166,1,Bw,97358,121972
166,1,Ce,0,0
166,1,Cm,104,132
166,1,Cw,97356,121970
166,1,X,97358,121972
166,1,Y,0,121972
167,1,Ad,724,892
167,1,Am,80,91
167,1,Aw,97196,121967
167,1,Bd,0,0
167,1,Bm,0,0
167,1,Bw,97214,121992
167,1,Ce,0,0
167,1,Cm,111,132
167,1,Cw,97212,121990
167,1,X,97214,121992
167,1,Y,0,121992
168,1,Ad,747,909
168,1,Am,94,93
168,1,Aw,97404,121832
168,1,Bd,0,0
168,1,Bm,0,0
168,1,Bw,97428,121856
168,1,Ce,0,0
168,1,Cm,128,155
168,1,Cw,97427,121853
168,1,X,97428,121856
168,1,Y,0,121856
169,1,Ad,771,938
169,1,Am,105,97
169,1,Aw,97627,121395
169,1,Bd,0,0
169,1,Bm,0,0
169,1,Bw,97648,121423
169,1,Ce,0,0
169,1,Cm,143,159
169,1,Cw,97647,121418
169,1,X,97648,121423
169,1,Y,0,121423
170,1,Ad,794,950
170,1,Am,108,114
170,1,Aw,97716,121347
170,1,Bd,0,0
170,1,Bm,0,0
170,1,Bw,97736,121374
170,1,Ce,0,0
170,1,Cm,155,163
170,1,Cw,97735,121369
170,1,X,97736,121374
170,1,Y,0,121374
171,1,Ad,816,976
171,1,Am,118,126
171,1,Aw,97577,121211
171,1,Bd,0,0
171,1,Bm,0,0
171,1,Bw,97598,121242
171,1,Ce,0,0
171,1,Cm,167,182
171,1,Cw,97597,121236
171,1,X,97598,121242
171,1,Y,0,121242
172,1,Ad,869,1015
172,1,Am,116,130
172,1,Aw,97677,121364
172,1,Bd,0,0
172,1,Bm,0,0
172,1,Bw,97694,121391
172,1,Ce,0,0
172,1,Cm,182,201
172,1,Cw,97693,121385
172,1,X,97694,121391
172,1,Y,0,121391
173,1,Ad,923,1010
173,1,Am,132,141
173,1,Aw,97800,121194
173,1,Bd,0,0
173,1,Bm,0,0
173,1,Bw,97819,121224
173,1,Ce,0,0
173,1,Cm,185,213
173,1,Cw,97816,121219
173,1,X,97819,121224
173,1,Y,0,121224
174,1,Ad,930,1061
174,1,Am,135,146
174,1,Aw,97704,121723
174,1,Bd,0,0
174,1,Bm,0,0
174,1,Bw,97724,121751
174,1,Ce,0,0
174,1,Cm,189,218
174,1,Cw,97721,121747
174,1,X,97724,121751
174,1,Y,0,121751
175,1,Ad,940,1115
175,1,Am,139,154
175,1,Aw,97647,121790
175,1,Bd,0,0
175,1,Bm,0,0
175,1,Bw,97664,121819
175,1,Ce,0,0
175,1,Cm,188,226
175,1,Cw,97661,121814
175,1,X,97664,121819
175,1,Y,0,121819
176,1,Ad,947,1159
176,1,Am,151,167
176,1,Aw,97792,121737
176,1,Bd,0,0
176,1,Bm,0,0
176,1,Bw,97807,121770
176,1,Ce,0,0
176,1,Cm,189,223
176,1,Cw,97804,121765
176,1,X,97807,121770
176,1,Y,0,121770
177,1,Ad,956,1183
177,1,Am,152,175
177,1,Aw,97921,121814
177,1,Bd,0,0
177,1,Bm,0,0
177,1,Bw,97938,121850
177,1,Ce,0,0
177,1,Cm,198,223
177,1,Cw,97935,121846
177,1,X,97938,121850
177,1,Y,0,121850
178,1,Ad,962,1160
178,1,Am,148,172
178,1,Aw,97719,121769
178,1,Bd,0,0
178,1,Bm,0,0
178,1,Bw,97737,121804
178,1,Ce,0,0
178,1,Cm,201,218
178,1,Cw,97734,121799
178,1,X,97737,121804
178,1,Y,0,121804
179,1,Ad,925,1167
179,1,Am,142,166
179,1,Aw,97589,121946
179,1,Bd,0,0
179,1,Bm,0,0
179,1,Bw,97608,121982
179,1,Ce,0,0
179,1,Cm,182,221
179,1,Cw,97606,121976
179,1,X,97608,121982
179,1,Y,0,121982
180,1,Ad,915,1165
180,1,Am,140,169
180,1,Aw,97342,122085
180,1,Bd,0,0
180,1,Bm,0,0
180,1,Bw,97360,122121
180,1,Ce,0,0
180,1,Cm,192,227
180,1,Cw,97357,122115
180,1,X,97360,122121
180,1,Y,0,122121
181,1,Ad,902,1172
181,1,Am,141,172
181,1,Aw,97293,121780
181,1,Bd,0,0
181,1,Bm,0,0
181,1,Bw,97312,121814
181,1,Ce,0,0
181,1,Cm,193,230
181,1,Cw,97308,121809
181,1,X,97312,121814
181,1,Y,0,121814
182,1,Ad,928,1156
182,1,Am,141,163
182,1,Aw,97299,121809
182,1,Bd,0,0
182,1,Bm,0,0
182,1,Bw,97316,121840
182,1,Ce,0,0
182,1,Cm,189,249
182,1,Cw,97313,121836
182,1,X,97316,121840
182,1,Y,0,121840
183,1,Ad,921,1148
183,1,Am,142,157
183,1,Aw,97503,121671
183,1,Bd,0,0
183,1,Bm,0,0
183,1,Bw,97521,121701
183,1,Ce,0,0
183,1,Cm,195,238
183,1,Cw,97518,121696
183,1,X,97521,121701
183,1,Y,0,121701
184,1,Ad,914,1153
184,1,Am,132,156
184,1,Aw,97448,121998
184,1,Bd,0,0
184,1,Bm,0,0
184,1,Bw,97465,122027
184,1,Ce,0,0
184,1,Cm,205,242
184,1,Cw,97463,122022
184,1,X,97465,122027
184,1,Y,0,122027
185,1,Ad,908,1135
185,1,Am,127,161
185,1,Aw,97197,121760
185,1,Bd,0,0
185,1,Bm,0,0
185,1,Bw,97216,121791
185,1,Ce,0,0
185,1,Cm,202,250
185,1,Cw,97214,121785
185,1,X,97216,121791
185,1,Y,0,121791
186,1,Ad,868,1139
186,1,Am,117,158
186,1,Aw,97254,121530
186,1,Bd,0,0
186,1,Bm,0,0
186,1,Bw,97271,121561
186,1,Ce,0,0
186,1,Cm,179,240
186,1,Cw,97268,121556
186,1,X,97271,121561
186,1,Y,0,121561
187,1,Ad,855,1113
187,1,Am,116,159
187,1,Aw,97170,121681
187,1,Bd,0,0
187,1,Bm,0,0
187,1,Bw,97184,121710
187,1,Ce,0,0
187,1,Cm,175,228
187,1,Cw,97182,121706
187,1,X,97184,121710
187,1,Y,0,121710
188,1,Ad,835,1096
188,1,Am,119,167
188,1,Aw,97059,121669
188,1,Bd,0,0
188,1,Bm,0,0
188,1,Bw,97073,121700
188,1,Ce,0,0
188,1,Cm,173,230
188,1,Cw,97070,121697
188,1,X,97073,121700
188,1,Y,0,121700
189,1,Ad,813,1102
189,1,Am,109,158
189,1,Aw,97282,121723
189,1,Bd,0,0
189,1,Bm,0,0
189,1,Bw,97296,121756
189,1,Ce,0,0
189,1,Cm,163,221
189,1,Cw,97294,121754
189,1,X,97296,121756
189,1,Y,0,121756
190,1,Ad,815,1067
190,1,Am,104,154
190,1,Aw,97232,121894
190,1,Bd,0,0
190,1,Bm,0,0
190,1,Bw,97246,121923
190,1,Ce,0,0
190,1,Cm,157,201
190,1,Cw,97243,121921
190,1,X,97246,121923
190,1,Y,0,121923
191,1,Ad,825,1033
191,1,Am,112,160
191,1,Aw,97091,121743
191,1,Bd,0,0
191,1,Bm,0,0
191,1,Bw,97107,121773
191,1,Ce,0,0
191,1,Cm,157,216
191,1,Cw,97105,121771
191,1,X,97107,121773
191,1,Y,0,121773
192,1,Ad,795,1031
192,1,Am,111,150
192,1,Aw,97348,121987
192,1,Bd,0,0
192,1,Bm,0,0
192,1,Bw,97363,122015
192,1,Ce,0,0
192,1,Cm,171,225
192,1,Cw,97358,122012
192,1,X,97363,122015
192,1,Y,0,122015
193,1,Ad,808,1009
193,1,Am,115,155
193,1,Aw,97256,122101
193,1,Bd,0,0
193,1,Bm,0,0
193,1,Bw,97273,122129
193,1,Ce,0,0
193,1,Cm,169,217
193,1,Cw,97269,122126
193,1,X,97273,122129
193,1,Y,0,122129
194,1,Ad,781,995
194,1,Am,122,155
194,1,Aw,97157,122005
194,1,Bd,0,0
194,1,Bm,0,0
194,1,Bw,97174,122035
194,1,Ce,0,0
194,1,Cm,171,226
194,1,Cw,97171,122032
194,1,X,97174,122035
194,1,Y,0,122035
195,1,Ad,793,985
195,1,Am,125,155
195,1,Aw,97277,122209
195,1,Bd,0,0
195,1,Bm,0,0
195,1,Bw,97294,122233
195,1,Ce,0,0
195,1,Cm,184,229
195,1,Cw,97291,122230
195,1,X,97294,122233
195,1,Y,0,122233
196,1,Ad,804,989
196,1,Am,132,155
196,1,Aw,97194,122299
196,1,Bd,0,0
196,1,Bm,0,0
196,1,Bw,97212,122325
196,1,Ce,0,0
196,1,Cm,191,235
196,1,Cw,97210,122321
196,1,X,97212,122325
196,1,Y,0,122325
197,1,Ad,810,991
197,1,Am,148,152
197,1,Aw,97307,122370
197,1,Bd,0,0
197,1,Bm,0,0
197,1,Bw,97329,122393
197,1,Ce,0,0
197,1,Cm,192,243
197,1,Cw,97328,122389
197,1,X,97329,122393
197,1,Y,0,122393
198,1,Ad,811,1027
198,1,Am,151,149
198,1,Aw,97354,122325
198,1,Bd,0,0
198,1,Bm,0,0
198,1,Bw,97380,122348
198,1,Ce,0,0
198,1,Cm,202,261
198,1,Cw,97379,122344
198,1,X,97380,122348
198,1,Y,0,122348
199,1,Ad,838,1028
199,1,Am,160,164
199,1,Aw,97240,122060
199,1,Bd,0,0
199,1,Bm,0,0
199,1,Bw,97272,122084
199,1,Ce,0,0
199,1,Cm,211,258
199,1,Cw,97271,122079
199,1,X,97272,122084
199,1,Y,0,122084
200,1,Ad,841,1052
200,1,Am,167,168
200,1,Aw,97231,130919
200,1,Bd,0,8960
200,1,Bm,0,0
200,1,Bw,97260,121982
200,1,Ce,0,0
200,1,Cm,212,277
200,1,Cw,97260,130938
200,1,X,97260,130942
200,1,Y,0,130942
201,1,Ad,848,1030
201,1,Am,164,173
201,1,Aw,97281,129810
201,1,Bd,0,8020
201,1,Bm,0,0
201,1,Bw,97311,121813
201,1,Ce,0,0
201,1,Cm,227,296
201,1,Cw,97311,129828
201,1,X,97311,129833
201,1,Y,0,129833
202,1,Ad,860,1046
202,1,Am,181,180
202,1,Aw,97393,129030
202,1,Bd,0,7153
202,1,Bm,0,0
202,1,Bw,97425,121898
202,1,Ce,0,0
202,1,Cm,237,298
