Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG
39,340461476,X-a1:Y-a1,0,0,0,0,0,407,5192,0
40,340461476,X-a0:X-a0,24,9,6,9,0,1349,5388,147030
40,340461476,X-a0:Y-a0,0,0,0,0,228,1349,5269,147030
40,340461476,X-a0:X-a1,7923,104,2332,5487,0,4289,23969,276680
40,340461476,X-a0:Y-a1,0,0,0,0,10587,4321,23834,276680
40,340461476,X-a1:X-a1,0,0,0,0,0,907,4185,129650
40,340461476,X-a1:Y-a1,0,0,0,0,0,864,4191,129650
41,340461476,X-a0:X-a0,538,8,8,522,0,694,8315,0
41,340461476,X-a0:Y-a0,0,0,0,0,708,714,8243,0
41,340461476,X-a0:X-a1,7990,97,2107,5786,0,6611,24818,1980
41,340461476,X-a0:Y-a1,0,0,0,0,10415,6531,24429,1980
41,340461476,X-a1:X-a1,321,0,0,321,0,495,6785,0
41,340461476,X-a1:Y-a1,0,0,0,0,339,451,6865,0
42,340461476,X-a0:X-a0,436,7,83,346,0,636,7533,0
42,340461476,X-a0:Y-a0,0,0,0,0,639,645,7431,0
42,340461476,X-a0:X-a1,8911,453,1682,6776,0,4261,24436,0
42,340461476,X-a0:Y-a1,0,0,0,0,11111,4226,24064,0
42,340461476,X-a1:X-a1,272,0,50,222,0,456,6133,0
42,340461476,X-a1:Y-a1,0,0,0,0,309,399,6205,0
43,340461476,X-a0:X-a0,392,10,72,310,0,1292,6062,145870
43,340461476,X-a0:Y-a0,0,0,0,0,572,1347,5987,145870
43,340461476,X-a0:X-a1,7297,358,2356,4583,0,5113,20798,279190
43,340461476,X-a0:Y-a1,0,0,0,0,10039,5128,20526,279190
43,340461476,X-a1:X-a1,248,0,45,203,0,937,5024,133320
43,340461476,X-a1:Y-a1,0,0,0,0,281,907,5066,133320
44,340461476,X-a0:X-a0,881,4,66,811,0,653,9407,0
44,340461476,X-a0:Y-a0,0,0,0,0,1051,683,9234,0
44,340461476,X-a0:X-a1,7510,315,2147,5048,0,6587,23399,1240
44,340461476,X-a0:Y-a1,0,0,0,0,9939,6613,23149,1240
