Time,NodeID,Genome,STATE_MALE
200,1,X-a0:Y-a0,116300
200,1,X-a0:Y-a1,1437
200,1,X-a1:Y-a0,3820
200,1,X-a1:Y-a1,59
201,1,X-a0:Y-a0,116268
201,1,X-a0:Y-a1,1400
201,1,X-a1:Y-a0,4025
201,1,X-a1:Y-a1,58
202,1,X-a0:Y-a0,116698
202,1,X-a0:Y-a1,1352
202,1,X-a1:Y-a0,3646
202,1,X-a1:Y-a1,57
203,1,X-a0:Y-a0,116377
203,1,X-a0:Y-a1,1341
203,1,X-a1:Y-a0,3801
203,1,X-a1:Y-a1,57
204,1,X-a0:Y-a0,116379
204,1,X-a0:Y-a1,1295
204,1,X-a1:Y-a0,3854
204,1,X-a1:Y-a1,54
205,1,X-a0:Y-a0,116652
205,1,X-a0:Y-a1,1255
205,1,X-a1:Y-a0,3500
205,1,X-a1:Y-a1,44
206,1,X-a0:Y-a0,115979
206,1,X-a0:Y-a1,1251
206,1,X-a1:Y-a0,4268
206,1,X-a1:Y-a1,51
207,1,X-a0:Y-a0,116178
207,1,X-a0:Y-a1,1259
207,1,X-a1:Y-a0,4214
207,1,X-a1:Y-a1,54
208,1,X-a0:Y-a0,116503
208,1,X-a0:Y-a1,1265
208,1,X-a1:Y-a0,3837
208,1,X-a1:Y-a1,47
209,1,X-a0:Y-a0,115390
209,1,X-a0:Y-a1,1318
209,1,X-a1:Y-a0,5026
209,1,X-a1:Y-a1,68
210,1,X-a0:Y-a0,115382
210,1,X-a0:Y-a1,1342
210,1,X-a1:Y-a0,4895
210,1,X-a1:Y-a1,60
211,1,X-a0:Y-a0,115566
211,1,X-a0:Y-a1,1388
211,1,X-a1:Y-a0,4543
211,1,X-a1:Y-a1,59
212,1,X-a0:Y-a0,114268
212,1,X-a0:Y-a1,1451
212,1,X-a1:Y-a0,5871
212,1,X-a1:Y-a1,100
213,1,X-a0:Y-a0,114319
213,1,X-a0:Y-a1,1523
213,1,X-a1:Y-a0,5658
213,1,X-a1:Y-a1,98
214,1,X-a0:Y-a0,114537
214,1,X-a0:Y-a1,1573
214,1,X-a1:Y-a0,5422
214,1,X-a1:Y-a1,97
215,1,X-a0:Y-a0,113020
215,1,X-a0:Y-a1,1650
215,1,X-a1:Y-a0,6897
215,1,X-a1:Y-a1,127
216,1,X-a0:Y-a0,113206
216,1,X-a0:Y-a1,1730
216,1,X-a1:Y-a0,6581
216,1,X-a1:Y-a1,127
217,1,X-a0:Y-a0,113375
217,1,X-a0:Y-a1,1813
217,1,X-a1:Y-a0,6290
217,1,X-a1:Y-a1,120
218,1,X-a0:Y-a0,111842
218,1,X-a0:Y-a1,1898
218,1,X-a1:Y-a0,7610
218,1,X-a1:Y-a1,181
219,1,X-a0:Y-a0,111891
219,1,X-a0:Y-a1,1999
219,1,X-a1:Y-a0,7284
219,1,X-a1:Y-a1,173
220,1,X-a0:Y-a0,111951
220,1,X-a0:Y-a1,2071
220,1,X-a1:Y-a0,6873
220,1,X-a1:Y-a1,163
221,1,X-a0:Y-a0,110889
221,1,X-a0:Y-a1,2189
221,1,X-a1:Y-a0,8035
221,1,X-a1:Y-a1,206
222,1,X-a0:Y-a0,111250
222,1,X-a0:Y-a1,2275
222,1,X-a1:Y-a0,7602
222,1,X-a1:Y-a1,195
223,1,X-a0:Y-a0,111671
223,1,X-a0:Y-a1,2339
223,1,X-a1:Y-a0,7097
223,1,X-a1:Y-a1,182
224,1,X-a0:Y-a0,110650
224,1,X-a0:Y-a1,2401
224,1,X-a1:Y-a0,8032
224,1,X-a1:Y-a1,219
225,1,X-a0:Y-a0,111076
225,1,X-a0:Y-a1,2482
225,1,X-a1:Y-a0,7652
225,1,X-a1:Y-a1,199
226,1,X-a0:Y-a0,111731
226,1,X-a0:Y-a1,2536
226,1,X-a1:Y-a0,7172
226,1,X-a1:Y-a1,184
227,1,X-a0:Y-a0,111061
227,1,X-a0:Y-a1,2604
227,1,X-a1:Y-a0,7876
227,1,X-a1:Y-a1,220
228,1,X-a0:Y-a0,111484
228,1,X-a0:Y-a1,2619
228,1,X-a1:Y-a0,7477
228,1,X-a1:Y-a1,199
229,1,X-a0:Y-a0,111728
229,1,X-a0:Y-a1,2630
229,1,X-a1:Y-a0,7167
229,1,X-a1:Y-a1,197
230,1,X-a0:Y-a0,111276
230,1,X-a0:Y-a1,2642
230,1,X-a1:Y-a0,7647
230,1,X-a1:Y-a1,216
231,1,X-a0:Y-a0,111978
231,1,X-a0:Y-a1,2616
231,1,X-a1:Y-a0,7134
231,1,X-a1:Y-a1,196
232,1,X-a0:Y-a0,111599
232,1,X-a0:Y-a1,2608
232,1,X-a1:Y-a0,7409
232,1,X-a1:Y-a1,195
233,1,X-a0:Y-a0,111215
233,1,X-a0:Y-a1,2610
233,1,X-a1:Y-a0,7577
233,1,X-a1:Y-a1,197
234,1,X-a0:Y-a0,111591
234,1,X-a0:Y-a1,2579
234,1,X-a1:Y-a0,7163
234,1,X-a1:Y-a1,194
235,1,X-a0:Y-a0,110849
235,1,X-a0:Y-a1,2624
235,1,X-a1:Y-a0,8052
235,1,X-a1:Y-a1,196
236,1,X-a0:Y-a0,110827
236,1,X-a0:Y-a1,2661
236,1,X-a1:Y-a0,8070
236,1,X-a1:Y-a1,191
237,1,X-a0:Y-a0,111288
237,1,X-a0:Y-a1,2632
237,1,X-a1:Y-a0,7619
237,1,X-a1:Y-a1,189
238,1,X-a0:Y-a0,109926
238,1,X-a0:Y-a1,2624
238,1,X-a1:Y-a0,8796
238,1,X-a1:Y-a1,218
239,1,X-a0:Y-a0,109912
239,1,X-a0:Y-a1,2709
239,1,X-a1:Y-a0,8774
239,1,X-a1:Y-a1,222
240,1,X-a0:Y-a0,110249
240,1,X-a0:Y-a1,2719
240,1,X-a1:Y-a0,8369
240,1,X-a1:Y-a1,213
241,1,X-a0:Y-a0,108733
241,1,X-a0:Y-a1,2764
241,1,X-a1:Y-a0,9831
241,1,X-a1:Y-a1,268
242,1,X-a0:Y-a0,108760
242,1,X-a0:Y-a1,2842
242,1,X-a1:Y-a0,9755
242,1,X-a1:Y-a1,267
243,1,X-a0:Y-a0,109323
243,1,X-a0:Y-a1,2841
243,1,X-a1:Y-a0,9438
243,1,X-a1:Y-a1,267
244,1,X-a0:Y-a0,107612
244,1,X-a0:Y-a1,2902
244,1,X-a1:Y-a0,11053
244,1,X-a1:Y-a1,347
245,1,X-a0:Y-a0,107668
245,1,X-a0:Y-a1,3026
245,1,X-a1:Y-a0,10847
245,1,X-a1:Y-a1,344
246,1,X-a0:Y-a0,107722
246,1,X-a0:Y-a1,3060
246,1,X-a1:Y-a0,10511
246,1,X-a1:Y-a1,338
247,1,X-a0:Y-a0,105991
247,1,X-a0:Y-a1,3106
247,1,X-a1:Y-a0,11966
247,1,X-a1:Y-a1,425
248,1,X-a0:Y-a0,106007
248,1,X-a0:Y-a1,3290
248,1,X-a1:Y-a0,11750
248,1,X-a1:Y-a1,432
249,1,X-a0:Y-a0,106050
249,1,X-a0:Y-a1,3400
249,1,X-a1:Y-a0,11387
249,1,X-a1:Y-a1,430
250,1,X-a0:Y-a0,104726
250,1,X-a0:Y-a1,3514
250,1,X-a1:Y-a0,12675
250,1,X-a1:Y-a1,517
251,1,X-a0:Y-a0,104815
251,1,X-a0:Y-a1,3622
251,1,X-a1:Y-a0,12289
251,1,X-a1:Y-a1,519
252,1,X-a0:Y-a0,105284
252,1,X-a0:Y-a1,3728
252,1,X-a1:Y-a0,11830
252,1,X-a1:Y-a1,493
253,1,X-a0:Y-a0,103895
253,1,X-a0:Y-a1,3828
253,1,X-a1:Y-a0,12899
253,1,X-a1:Y-a1,546
254,1,X-a0:Y-a0,104159
254,1,X-a0:Y-a1,3950
254,1,X-a1:Y-a0,12530
254,1,X-a1:Y-a1,535
255,1,X-a0:Y-a0,104820
255,1,X-a0:Y-a1,4037
255,1,X-a1:Y-a0,12123
255,1,X-a1:Y-a1,532
256,1,X-a0:Y-a0,103755
256,1,X-a0:Y-a1,4081
256,1,X-a1:Y-a0,13033
256,1,X-a1:Y-a1,580
257,1,X-a0:Y-a0,104264
257,1,X-a0:Y-a1,4166
257,1,X-a1:Y-a0,12561
257,1,X-a1:Y-a1,564
258,1,X-a0:Y-a0,104162
258,1,X-a0:Y-a1,4207
258,1,X-a1:Y-a0,12553
258,1,X-a1:Y-a1,558
259,1,X-a0:Y-a0,103343
259,1,X-a0:Y-a1,4215
259,1,X-a1:Y-a0,13243
259,1,X-a1:Y-a1,607
260,1,X-a0:Y-a0,103894
260,1,X-a0:Y-a1,4326
260,1,X-a1:Y-a0,12648
260,1,X-a1:Y-a1,580
261,1,X-a0:Y-a0,103644
261,1,X-a0:Y-a1,4327
261,1,X-a1:Y-a0,13126
261,1,X-a1:Y-a1,573
262,1,X-a0:Y-a0,102926
262,1,X-a0:Y-a1,4406
262,1,X-a1:Y-a0,13635
262,1,X-a1:Y-a1,602
263,1,X-a0:Y-a0,103654
263,1,X-a0:Y-a1,4514
263,1,X-a1:Y-a0,13298
263,1,X-a1:Y-a1,582
264,1,X-a0:Y-a0,102954
264,1,X-a0:Y-a1,4456
264,1,X-a1:Y-a0,14123
264,1,X-a1:Y-a1,627
265,1,X-a0:Y-a0,102696
265,1,X-a0:Y-a1,4561
265,1,X-a1:Y-a0,14394
265,1,X-a1:Y-a1,659
266,1,X-a0:Y-a0,102833
266,1,X-a0:Y-a1,4566
266,1,X-a1:Y-a0,13947
266,1,X-a1:Y-a1,633
267,1,X-a0:Y-a0,101480
267,1,X-a0:Y-a1,4616
267,1,X-a1:Y-a0,15099
267,1,X-a1:Y-a1,712
268,1,X-a0:Y-a0,101330
268,1,X-a0:Y-a1,4666
268,1,X-a1:Y-a0,15143
268,1,X-a1:Y-a1,700
269,1,X-a0:Y-a0,102037
269,1,X-a0:Y-a1,4750
269,1,X-a1:Y-a0,14804
269,1,X-a1:Y-a1,690
270,1,X-a0:Y-a0,100381
270,1,X-a0:Y-a1,4791
270,1,X-a1:Y-a0,16120
270,1,X-a1:Y-a1,798
271,1,X-a0:Y-a0,100004
271,1,X-a0:Y-a1,4960
271,1,X-a1:Y-a0,16174
271,1,X-a1:Y-a1,835
272,1,X-a0:Y-a0,100103
272,1,X-a0:Y-a1,5016
272,1,X-a1:Y-a0,15840
272,1,X-a1:Y-a1,839
273,1,X-a0:Y-a0,98392
273,1,X-a0:Y-a1,5050
273,1,X-a1:Y-a0,17281
273,1,X-a1:Y-a1,972
274,1,X-a0:Y-a0,98167
274,1,X-a0:Y-a1,5182
274,1,X-a1:Y-a0,17212
274,1,X-a1:Y-a1,979
275,1,X-a0:Y-a0,98588
275,1,X-a0:Y-a1,5267
275,1,X-a1:Y-a0,16997
275,1,X-a1:Y-a1,1009
276,1,X-a0:Y-a0,96782
276,1,X-a0:Y-a1,5335
276,1,X-a1:Y-a0,18328
276,1,X-a1:Y-a1,1127
277,1,X-a0:Y-a0,96689
277,1,X-a0:Y-a1,5514
277,1,X-a1:Y-a0,18456
277,1,X-a1:Y-a1,1199
278,1,X-a0:Y-a0,96811
278,1,X-a0:Y-a1,5640
278,1,X-a1:Y-a0,18140
278,1,X-a1:Y-a1,1230
279,1,X-a0:Y-a0,95411
279,1,X-a0:Y-a1,5725
279,1,X-a1:Y-a0,19461
279,1,X-a1:Y-a1,1339
280,1,X-a0:Y-a0,95433
280,1,X-a0:Y-a1,5945
280,1,X-a1:Y-a0,19314
280,1,X-a1:Y-a1,1346
281,1,X-a0:Y-a0,95395
281,1,X-a0:Y-a1,6080
281,1,X-a1:Y-a0,19157
281,1,X-a1:Y-a1,1316
282,1,X-a0:Y-a0,93907
282,1,X-a0:Y-a1,6151
282,1,X-a1:Y-a0,20279
282,1,X-a1:Y-a1,1435
283,1,X-a0:Y-a0,94019
283,1,X-a0:Y-a1,6271
283,1,X-a1:Y-a0,19923
283,1,X-a1:Y-a1,1428
284,1,X-a0:Y-a0,93742
284,1,X-a0:Y-a1,6433
284,1,X-a1:Y-a0,19745
284,1,X-a1:Y-a1,1392
285,1,X-a0:Y-a0,92618
285,1,X-a0:Y-a1,6544
285,1,X-a1:Y-a0,20655
285,1,X-a1:Y-a1,1508
286,1,X-a0:Y-a0,92744
286,1,X-a0:Y-a1,6618
286,1,X-a1:Y-a0,20327
286,1,X-a1:Y-a1,1510
287,1,X-a0:Y-a0,92778
287,1,X-a0:Y-a1,6743
287,1,X-a1:Y-a0,20411
287,1,X-a1:Y-a1,1549
288,1,X-a0:Y-a0,91643
288,1,X-a0:Y-a1,6803
288,1,X-a1:Y-a0,21311
288,1,X-a1:Y-a1,1647
289,1,X-a0:Y-a0,91888
289,1,X-a0:Y-a1,6964
289,1,X-a1:Y-a0,21027
289,1,X-a1:Y-a1,1629
290,1,X-a0:Y-a0,91613
290,1,X-a0:Y-a1,7027
290,1,X-a1:Y-a0,21431
290,1,X-a1:Y-a1,1666
291,1,X-a0:Y-a0,91127
291,1,X-a0:Y-a1,7098
291,1,X-a1:Y-a0,22040
291,1,X-a1:Y-a1,1738
292,1,X-a0:Y-a0,91578
292,1,X-a0:Y-a1,7181
292,1,X-a1:Y-a0,21658
292,1,X-a1:Y-a1,1729
293,1,X-a0:Y-a0,90584
293,1,X-a0:Y-a1,7230
293,1,X-a1:Y-a0,22231
293,1,X-a1:Y-a1,1836
294,1,X-a0:Y-a0,89677
294,1,X-a0:Y-a1,7264
294,1,X-a1:Y-a0,22530
294,1,X-a1:Y-a1,1927
295,1,X-a0:Y-a0,89824
295,1,X-a0:Y-a1,7394
295,1,X-a1:Y-a0,22245
295,1,X-a1:Y-a1,1955
296,1,X-a0:Y-a0,88848
296,1,X-a0:Y-a1,7374
296,1,X-a1:Y-a0,23103
296,1,X-a1:Y-a1,2050
297,1,X-a0:Y-a0,88441
297,1,X-a0:Y-a1,7445
297,1,X-a1:Y-a0,23417
297,1,X-a1:Y-a1,2059
298,1,X-a0:Y-a0,88525
298,1,X-a0:Y-a1,7497
298,1,X-a1:Y-a0,23233
298,1,X-a1:Y-a1,2046
299,1,X-a0:Y-a0,87460
299,1,X-a0:Y-a1,7512
299,1,X-a1:Y-a0,24413
299,1,X-a1:Y-a1,2175
300,1,X-a0:Y-a0,87263
300,1,X-a0:Y-a1,7624
300,1,X-a1:Y-a0,24570
300,1,X-a1:Y-a1,2241
301,1,X-a0:Y-a0,86909
301,1,X-a0:Y-a1,7835
301,1,X-a1:Y-a0,24316
301,1,X-a1:Y-a1,2289
302,1,X-a0:Y-a0,85250
302,1,X-a0:Y-a1,7850
302,1,X-a1:Y-a0,25426
302,1,X-a1:Y-a1,2367
303,1,X-a0:Y-a0,84682
303,1,X-a0:Y-a1,8099
303,1,X-a1:Y-a0,25654
303,1,X-a1:Y-a1,2426
304,1,X-a0:Y-a0,84691
304,1,X-a0:Y-a1,8223
304,1,X-a1:Y-a0,25535
304,1,X-a1:Y-a1,2439
305,1,X-a0:Y-a0,83561
305,1,X-a0:Y-a1,8193
305,1,X-a1:Y-a0,26852
305,1,X-a1:Y-a1,2593
306,1,X-a0:Y-a0,83265
306,1,X-a0:Y-a1,8350
306,1,X-a1:Y-a0,26985
306,1,X-a1:Y-a1,2693
307,1,X-a0:Y-a0,83222
307,1,X-a0:Y-a1,8471
307,1,X-a1:Y-a0,26842
307,1,X-a1:Y-a1,2731
308,1,X-a0:Y-a0,81845
308,1,X-a0:Y-a1,8513
308,1,X-a1:Y-a0,27883
308,1,X-a1:Y-a1,2917
309,1,X-a0:Y-a0,81522
309,1,X-a0:Y-a1,8758
309,1,X-a1:Y-a0,28021
309,1,X-a1:Y-a1,3018
310,1,X-a0:Y-a0,81222
310,1,X-a0:Y-a1,8971
310,1,X-a1:Y-a0,27856
310,1,X-a1:Y-a1,3071
311,1,X-a0:Y-a0,80029
311,1,X-a0:Y-a1,9067
311,1,X-a1:Y-a0,28789
311,1,X-a1:Y-a1,3290
312,1,X-a0:Y-a0,79789
312,1,X-a0:Y-a1,9375
312,1,X-a1:Y-a0,28698
312,1,X-a1:Y-a1,3426
313,1,X-a0:Y-a0,79663
313,1,X-a0:Y-a1,9625
313,1,X-a1:Y-a0,28710
313,1,X-a1:Y-a1,3515
314,1,X-a0:Y-a0,78442
314,1,X-a0:Y-a1,9755
314,1,X-a1:Y-a0,29681
314,1,X-a1:Y-a1,3705
315,1,X-a0:Y-a0,78292
315,1,X-a0:Y-a1,9938
315,1,X-a1:Y-a0,29584
315,1,X-a1:Y-a1,3759
316,1,X-a0:Y-a0,78016
316,1,X-a0:Y-a1,10161
316,1,X-a1:Y-a0,29546
316,1,X-a1:Y-a1,3832
317,1,X-a0:Y-a0,77261
317,1,X-a0:Y-a1,10148
317,1,X-a1:Y-a0,30252
317,1,X-a1:Y-a1,4028
318,1,X-a0:Y-a0,77403
318,1,X-a0:Y-a1,10268
318,1,X-a1:Y-a0,30173
318,1,X-a1:Y-a1,4029
319,1,X-a0:Y-a0,76943
319,1,X-a0:Y-a1,10337
319,1,X-a1:Y-a0,30292
319,1,X-a1:Y-a1,4118
320,1,X-a0:Y-a0,76415
320,1,X-a0:Y-a1,10442
320,1,X-a1:Y-a0,30781
320,1,X-a1:Y-a1,4304
321,1,X-a0:Y-a0,76467
321,1,X-a0:Y-a1,10531
321,1,X-a1:Y-a0,30555
321,1,X-a1:Y-a1,4335
322,1,X-a0:Y-a0,75949
322,1,X-a0:Y-a1,10707
322,1,X-a1:Y-a0,30921
322,1,X-a1:Y-a1,4552
323,1,X-a0:Y-a0,75300
323,1,X-a0:Y-a1,10867
323,1,X-a1:Y-a0,31218
323,1,X-a1:Y-a1,4696
324,1,X-a0:Y-a0,75077
324,1,X-a0:Y-a1,11013
324,1,X-a1:Y-a0,31096
324,1,X-a1:Y-a1,4676
325,1,X-a0:Y-a0,74304
325,1,X-a0:Y-a1,11028
325,1,X-a1:Y-a0,31714
325,1,X-a1:Y-a1,4869
326,1,X-a0:Y-a0,73663
326,1,X-a0:Y-a1,11091
326,1,X-a1:Y-a0,32050
326,1,X-a1:Y-a1,4964
327,1,X-a0:Y-a0,73369
327,1,X-a0:Y-a1,11179
327,1,X-a1:Y-a0,32256
327,1,X-a1:Y-a1,5043
328,1,X-a0:Y-a0,72321
328,1,X-a0:Y-a1,11228
328,1,X-a1:Y-a0,32718
328,1,X-a1:Y-a1,5237
329,1,X-a0:Y-a0,71762
329,1,X-a0:Y-a1,11437
329,1,X-a1:Y-a0,33149
329,1,X-a1:Y-a1,5385
330,1,X-a0:Y-a0,71610
330,1,X-a0:Y-a1,11536
330,1,X-a1:Y-a0,33114
330,1,X-a1:Y-a1,5394
331,1,X-a0:Y-a0,70436
331,1,X-a0:Y-a1,11659
331,1,X-a1:Y-a0,33688
331,1,X-a1:Y-a1,5605
332,1,X-a0:Y-a0,70066
332,1,X-a0:Y-a1,11781
332,1,X-a1:Y-a0,33951
332,1,X-a1:Y-a1,5789
333,1,X-a0:Y-a0,69726
333,1,X-a0:Y-a1,11909
333,1,X-a1:Y-a0,33883
333,1,X-a1:Y-a1,5810
334,1,X-a0:Y-a0,68811
334,1,X-a0:Y-a1,11955
334,1,X-a1:Y-a0,34597
334,1,X-a1:Y-a1,6039
335,1,X-a0:Y-a0,67897
335,1,X-a0:Y-a1,12010
335,1,X-a1:Y-a0,34804
335,1,X-a1:Y-a1,6168
336,1,X-a0:Y-a0,67617
336,1,X-a0:Y-a1,12204
336,1,X-a1:Y-a0,34910
336,1,X-a1:Y-a1,6303
337,1,X-a0:Y-a0,66551
337,1,X-a0:Y-a1,12183
337,1,X-a1:Y-a0,35470
337,1,X-a1:Y-a1,6528
338,1,X-a0:Y-a0,65999
338,1,X-a0:Y-a1,12314
338,1,X-a1:Y-a0,35693
338,1,X-a1:Y-a1,6738
339,1,X-a0:Y-a0,65887
339,1,X-a0:Y-a1,12617
339,1,X-a1:Y-a0,35721
339,1,X-a1:Y-a1,6853
340,1,X-a0:Y-a0,64998
340,1,X-a0:Y-a1,12611
340,1,X-a1:Y-a0,36463
340,1,X-a1:Y-a1,7200
341,1,X-a0:Y-a0,64784
341,1,X-a0:Y-a1,12758
341,1,X-a1:Y-a0,36550
341,1,X-a1:Y-a1,7347
342,1,X-a0:Y-a0,64303
342,1,X-a0:Y-a1,12828
342,1,X-a1:Y-a0,36624
342,1,X-a1:Y-a1,7556
343,1,X-a0:Y-a0,63526
343,1,X-a0:Y-a1,12839
343,1,X-a1:Y-a0,37046
343,1,X-a1:Y-a1,7735
344,1,X-a0:Y-a0,63096
344,1,X-a0:Y-a1,13089
344,1,X-a1:Y-a0,37195
344,1,X-a1:Y-a1,7866
345,1,X-a0:Y-a0,62745
345,1,X-a0:Y-a1,13193
345,1,X-a1:Y-a0,37501
345,1,X-a1:Y-a1,8050
346,1,X-a0:Y-a0,61931
346,1,X-a0:Y-a1,13366
346,1,X-a1:Y-a0,37922
346,1,X-a1:Y-a1,8376
347,1,X-a0:Y-a0,61317
347,1,X-a0:Y-a1,13537
347,1,X-a1:Y-a0,37864
347,1,X-a1:Y-a1,8536
348,1,X-a0:Y-a0,60724
348,1,X-a0:Y-a1,13644
348,1,X-a1:Y-a0,38090
348,1,X-a1:Y-a1,8769
349,1,X-a0:Y-a0,60218
349,1,X-a0:Y-a1,13773
349,1,X-a1:Y-a0,38517
349,1,X-a1:Y-a1,9160
350,1,X-a0:Y-a0,59904
350,1,X-a0:Y-a1,13894
350,1,X-a1:Y-a0,38606
350,1,X-a1:Y-a1,9237
351,1,X-a0:Y-a0,59377
351,1,X-a0:Y-a1,13967
351,1,X-a1:Y-a0,38651
351,1,X-a1:Y-a1,9398
352,1,X-a0:Y-a0,58722
352,1,X-a0:Y-a1,14054
352,1,X-a1:Y-a0,39019
352,1,X-a1:Y-a1,9643
353,1,X-a0:Y-a0,58443
353,1,X-a0:Y-a1,14072
353,1,X-a1:Y-a0,39122
353,1,X-a1:Y-a1,9635
354,1,X-a0:Y-a0,57966
354,1,X-a0:Y-a1,14157
354,1,X-a1:Y-a0,39262
354,1,X-a1:Y-a1,9852
355,1,X-a0:Y-a0,57402
355,1,X-a0:Y-a1,14210
355,1,X-a1:Y-a0,39574
355,1,X-a1:Y-a1,10125
356,1,X-a0:Y-a0,57220
356,1,X-a0:Y-a1,14371
356,1,X-a1:Y-a0,39540
356,1,X-a1:Y-a1,10247
357,1,X-a0:Y-a0,56666
357,1,X-a0:Y-a1,14444
357,1,X-a1:Y-a0,39840
357,1,X-a1:Y-a1,10536
358,1,X-a0:Y-a0,56228
358,1,X-a0:Y-a1,14655
358,1,X-a1:Y-a0,40115
358,1,X-a1:Y-a1,10698
359,1,X-a0:Y-a0,55866
359,1,X-a0:Y-a1,14770
359,1,X-a1:Y-a0,40476
359,1,X-a1:Y-a1,10878
360,1,X-a0:Y-a0,55034
360,1,X-a0:Y-a1,14891
360,1,X-a1:Y-a0,40834
360,1,X-a1:Y-a1,11220
361,1,X-a0:Y-a0,54337
361,1,X-a0:Y-a1,14977
361,1,X-a1:Y-a0,41053
361,1,X-a1:Y-a1,11354
362,1,X-a0:Y-a0,54067
362,1,X-a0:Y-a1,15116
362,1,X-a1:Y-a0,41325
362,1,X-a1:Y-a1,11567
363,1,X-a0:Y-a0,53151
363,1,X-a0:Y-a1,15145
363,1,X-a1:Y-a0,41538
363,1,X-a1:Y-a1,11832
364,1,X-a0:Y-a0,52770
364,1,X-a0:Y-a1,15138
364,1,X-a1:Y-a0,41678
364,1,X-a1:Y-a1,12083
365,1,X-a0:Y-a0,52406
365,1,X-a0:Y-a1,15339
365,1,X-a1:Y-a0,41829
365,1,X-a1:Y-a1,12319
366,1,X-a0:Y-a0,51597
366,1,X-a0:Y-a1,15389
366,1,X-a1:Y-a0,42064
366,1,X-a1:Y-a1,12637
367,1,X-a0:Y-a0,51150
367,1,X-a0:Y-a1,15562
367,1,X-a1:Y-a0,42180
367,1,X-a1:Y-a1,12845
368,1,X-a0:Y-a0,50424
368,1,X-a0:Y-a1,15744
368,1,X-a1:Y-a0,42161
368,1,X-a1:Y-a1,13113
369,1,X-a0:Y-a0,49868
369,1,X-a0:Y-a1,15819
369,1,X-a1:Y-a0,42412
369,1,X-a1:Y-a1,13398
370,1,X-a0:Y-a0,49647
370,1,X-a0:Y-a1,15962
370,1,X-a1:Y-a0,42395
370,1,X-a1:Y-a1,13766
371,1,X-a0:Y-a0,49130
371,1,X-a0:Y-a1,16039
371,1,X-a1:Y-a0,42567
371,1,X-a1:Y-a1,14016
372,1,X-a0:Y-a0,48552
372,1,X-a0:Y-a1,16099
372,1,X-a1:Y-a0,43063
372,1,X-a1:Y-a1,14574
373,1,X-a0:Y-a0,48043
373,1,X-a0:Y-a1,16209
373,1,X-a1:Y-a0,43068
373,1,X-a1:Y-a1,14839
374,1,X-a0:Y-a0,47633
374,1,X-a0:Y-a1,16135
374,1,X-a1:Y-a0,43252
374,1,X-a1:Y-a1,14961
375,1,X-a0:Y-a0,46990
375,1,X-a0:Y-a1,16118
375,1,X-a1:Y-a0,43538
375,1,X-a1:Y-a1,15277
376,1,X-a0:Y-a0,46576
376,1,X-a0:Y-a1,16126
376,1,X-a1:Y-a0,43464
376,1,X-a1:Y-a1,15530
377,1,X-a0:Y-a0,46043
377,1,X-a0:Y-a1,16248
377,1,X-a1:Y-a0,43548
377,1,X-a1:Y-a1,15769
378,1,X-a0:Y-a0,45479
378,1,X-a0:Y-a1,16322
378,1,X-a1:Y-a0,43804
378,1,X-a1:Y-a1,16090
379,1,X-a0:Y-a0,45048
379,1,X-a0:Y-a1,16436
379,1,X-a1:Y-a0,43790
379,1,X-a1:Y-a1,16340
380,1,X-a0:Y-a0,44613
380,1,X-a0:Y-a1,16513
380,1,X-a1:Y-a0,43883
380,1,X-a1:Y-a1,16669
381,1,X-a0:Y-a0,43834
381,1,X-a0:Y-a1,16494
381,1,X-a1:Y-a0,44109
381,1,X-a1:Y-a1,17190
382,1,X-a0:Y-a0,43597
382,1,X-a0:Y-a1,16642
382,1,X-a1:Y-a0,44112
382,1,X-a1:Y-a1,17246
383,1,X-a0:Y-a0,43164
383,1,X-a0:Y-a1,16732
383,1,X-a1:Y-a0,44278
383,1,X-a1:Y-a1,17451
384,1,X-a0:Y-a0,42639
384,1,X-a0:Y-a1,16790
384,1,X-a1:Y-a0,44510
384,1,X-a1:Y-a1,17785
385,1,X-a0:Y-a0,42349
385,1,X-a0:Y-a1,16873
385,1,X-a1:Y-a0,44493
385,1,X-a1:Y-a1,18006
386,1,X-a0:Y-a0,41802
386,1,X-a0:Y-a1,16969
386,1,X-a1:Y-a0,44455
386,1,X-a1:Y-a1,18181
387,1,X-a0:Y-a0,41341
387,1,X-a0:Y-a1,17086
387,1,X-a1:Y-a0,44757
387,1,X-a1:Y-a1,18508
388,1,X-a0:Y-a0,40936
388,1,X-a0:Y-a1,17209
388,1,X-a1:Y-a0,44808
388,1,X-a1:Y-a1,18789
389,1,X-a0:Y-a0,40580
389,1,X-a0:Y-a1,17216
389,1,X-a1:Y-a0,44875
389,1,X-a1:Y-a1,18979
390,1,X-a0:Y-a0,39997
390,1,X-a0:Y-a1,17174
390,1,X-a1:Y-a0,45075
390,1,X-a1:Y-a1,19337
391,1,X-a0:Y-a0,39787
391,1,X-a0:Y-a1,17170
391,1,X-a1:Y-a0,45080
391,1,X-a1:Y-a1,19633
392,1,X-a0:Y-a0,39137
392,1,X-a0:Y-a1,17158
392,1,X-a1:Y-a0,45213
392,1,X-a1:Y-a1,20098
393,1,X-a0:Y-a0,38691
393,1,X-a0:Y-a1,17352
393,1,X-a1:Y-a0,45230
393,1,X-a1:Y-a1,20559
394,1,X-a0:Y-a0,38341
394,1,X-a0:Y-a1,17345
394,1,X-a1:Y-a0,45261
394,1,X-a1:Y-a1,20827
