Time,NodeID,Genome,STATE_MALE
395,1,X-a0:Y-a0,37885
395,1,X-a0:Y-a1,17508
395,1,X-a1:Y-a0,45314
395,1,X-a1:Y-a1,21223
396,1,X-a0:Y-a0,37413
396,1,X-a0:Y-a1,17722
396,1,X-a1:Y-a0,45451
396,1,X-a1:Y-a1,21652
397,1,X-a0:Y-a0,37093
397,1,X-a0:Y-a1,17806
397,1,X-a1:Y-a0,45395
397,1,X-a1:Y-a1,21905
398,1,X-a0:Y-a0,36565
398,1,X-a0:Y-a1,17779
398,1,X-a1:Y-a0,45432
398,1,X-a1:Y-a1,22225
399,1,X-a0:Y-a0,36189
399,1,X-a0:Y-a1,17815
399,1,X-a1:Y-a0,45507
399,1,X-a1:Y-a1,22693
400,1,X-a0:Y-a0,35680
400,1,X-a0:Y-a1,17899
400,1,X-a1:Y-a0,45390
400,1,X-a1:Y-a1,23117
401,1,X-a0:Y-a0,35066
401,1,X-a0:Y-a1,17734
401,1,X-a1:Y-a0,45667
401,1,X-a1:Y-a1,23376
402,1,X-a0:Y-a0,34748
402,1,X-a0:Y-a1,17791
402,1,X-a1:Y-a0,45703
402,1,X-a1:Y-a1,23670
403,1,X-a0:Y-a0,34270
403,1,X-a0:Y-a1,17869
403,1,X-a1:Y-a0,45686
403,1,X-a1:Y-a1,23966
404,1,X-a0:Y-a0,33722
404,1,X-a0:Y-a1,17849
404,1,X-a1:Y-a0,45503
404,1,X-a1:Y-a1,24248
405,1,X-a0:Y-a0,33429
405,1,X-a0:Y-a1,17844
405,1,X-a1:Y-a0,45452
405,1,X-a1:Y-a1,24570
406,1,X-a0:Y-a0,32966
406,1,X-a0:Y-a1,17939
406,1,X-a1:Y-a0,45265
406,1,X-a1:Y-a1,24942
407,1,X-a0:Y-a0,32488
407,1,X-a0:Y-a1,17944
407,1,X-a1:Y-a0,45509
407,1,X-a1:Y-a1,25335
408,1,X-a0:Y-a0,32223
408,1,X-a0:Y-a1,17955
408,1,X-a1:Y-a0,45604
408,1,X-a1:Y-a1,25795
409,1,X-a0:Y-a0,31882
409,1,X-a0:Y-a1,18086
409,1,X-a1:Y-a0,45611
409,1,X-a1:Y-a1,26080
410,1,X-a0:Y-a0,31531
410,1,X-a0:Y-a1,17983
410,1,X-a1:Y-a0,45637
410,1,X-a1:Y-a1,26410
411,1,X-a0:Y-a0,31173
411,1,X-a0:Y-a1,18028
411,1,X-a1:Y-a0,45654
411,1,X-a1:Y-a1,26698
412,1,X-a0:Y-a0,30871
412,1,X-a0:Y-a1,18181
412,1,X-a1:Y-a0,45498
412,1,X-a1:Y-a1,27030
413,1,X-a0:Y-a0,30490
413,1,X-a0:Y-a1,18159
413,1,X-a1:Y-a0,45592
413,1,X-a1:Y-a1,27494
414,1,X-a0:Y-a0,30184
414,1,X-a0:Y-a1,18101
414,1,X-a1:Y-a0,45420
414,1,X-a1:Y-a1,27650
415,1,X-a0:Y-a0,29800
415,1,X-a0:Y-a1,18189
415,1,X-a1:Y-a0,45486
415,1,X-a1:Y-a1,27896
416,1,X-a0:Y-a0,29313
416,1,X-a0:Y-a1,18313
416,1,X-a1:Y-a0,45285
416,1,X-a1:Y-a1,28174
417,1,X-a0:Y-a0,28880
417,1,X-a0:Y-a1,18298
417,1,X-a1:Y-a0,45467
417,1,X-a1:Y-a1,28476
418,1,X-a0:Y-a0,28562
418,1,X-a0:Y-a1,18353
418,1,X-a1:Y-a0,45349
418,1,X-a1:Y-a1,28854
419,1,X-a0:Y-a0,28171
419,1,X-a0:Y-a1,18337
419,1,X-a1:Y-a0,45252
419,1,X-a1:Y-a1,29224
420,1,X-a0:Y-a0,27849
420,1,X-a0:Y-a1,18384
420,1,X-a1:Y-a0,45068
420,1,X-a1:Y-a1,29597
421,1,X-a0:Y-a0,27518
421,1,X-a0:Y-a1,18384
421,1,X-a1:Y-a0,45040
421,1,X-a1:Y-a1,30029
422,1,X-a0:Y-a0,27055
422,1,X-a0:Y-a1,18464
422,1,X-a1:Y-a0,44973
422,1,X-a1:Y-a1,30502
423,1,X-a0:Y-a0,26703
423,1,X-a0:Y-a1,18481
423,1,X-a1:Y-a0,44986
423,1,X-a1:Y-a1,30894
424,1,X-a0:Y-a0,26400
424,1,X-a0:Y-a1,18491
424,1,X-a1:Y-a0,44903
424,1,X-a1:Y-a1,31268
425,1,X-a0:Y-a0,26135
425,1,X-a0:Y-a1,18529
425,1,X-a1:Y-a0,44681
425,1,X-a1:Y-a1,31590
426,1,X-a0:Y-a0,26019
426,1,X-a0:Y-a1,18509
426,1,X-a1:Y-a0,44592
426,1,X-a1:Y-a1,32133
427,1,X-a0:Y-a0,25681
427,1,X-a0:Y-a1,18349
427,1,X-a1:Y-a0,44685
427,1,X-a1:Y-a1,32556
428,1,X-a0:Y-a0,25245
428,1,X-a0:Y-a1,18357
428,1,X-a1:Y-a0,44445
428,1,X-a1:Y-a1,32893
429,1,X-a0:Y-a0,25044
429,1,X-a0:Y-a1,18209
429,1,X-a1:Y-a0,44487
429,1,X-a1:Y-a1,33394
430,1,X-a0:Y-a0,24671
430,1,X-a0:Y-a1,18133
430,1,X-a1:Y-a0,44412
430,1,X-a1:Y-a1,33675
431,1,X-a0:Y-a0,24288
431,1,X-a0:Y-a1,18167
431,1,X-a1:Y-a0,44354
431,1,X-a1:Y-a1,34083
432,1,X-a0:Y-a0,24041
432,1,X-a0:Y-a1,18167
432,1,X-a1:Y-a0,44508
432,1,X-a1:Y-a1,34480
433,1,X-a0:Y-a0,23691
433,1,X-a0:Y-a1,18183
433,1,X-a1:Y-a0,44583
433,1,X-a1:Y-a1,34947
434,1,X-a0:Y-a0,23418
434,1,X-a0:Y-a1,18172
434,1,X-a1:Y-a0,44635
434,1,X-a1:Y-a1,35503
435,1,X-a0:Y-a0,22988
435,1,X-a0:Y-a1,18044
435,1,X-a1:Y-a0,44670
435,1,X-a1:Y-a1,35873
436,1,X-a0:Y-a0,22564
436,1,X-a0:Y-a1,17982
436,1,X-a1:Y-a0,44724
436,1,X-a1:Y-a1,36236
437,1,X-a0:Y-a0,22296
437,1,X-a0:Y-a1,18040
437,1,X-a1:Y-a0,44590
437,1,X-a1:Y-a1,36582
438,1,X-a0:Y-a0,21974
438,1,X-a0:Y-a1,17979
438,1,X-a1:Y-a0,44580
438,1,X-a1:Y-a1,37087
439,1,X-a0:Y-a0,21731
439,1,X-a0:Y-a1,17903
439,1,X-a1:Y-a0,44642
439,1,X-a1:Y-a1,37374
440,1,X-a0:Y-a0,21403
440,1,X-a0:Y-a1,17852
440,1,X-a1:Y-a0,44418
440,1,X-a1:Y-a1,37786
441,1,X-a0:Y-a0,21175
441,1,X-a0:Y-a1,17874
441,1,X-a1:Y-a0,44383
441,1,X-a1:Y-a1,38093
442,1,X-a0:Y-a0,20800
442,1,X-a0:Y-a1,17902
442,1,X-a1:Y-a0,44367
442,1,X-a1:Y-a1,38494
443,1,X-a0:Y-a0,20631
443,1,X-a0:Y-a1,17942
443,1,X-a1:Y-a0,44198
443,1,X-a1:Y-a1,38736
444,1,X-a0:Y-a0,20223
444,1,X-a0:Y-a1,17948
444,1,X-a1:Y-a0,44226
444,1,X-a1:Y-a1,39121
445,1,X-a0:Y-a0,19930
445,1,X-a0:Y-a1,17964
445,1,X-a1:Y-a0,43932
445,1,X-a1:Y-a1,39662
446,1,X-a0:Y-a0,19759
446,1,X-a0:Y-a1,17969
446,1,X-a1:Y-a0,43688
446,1,X-a1:Y-a1,39847
447,1,X-a0:Y-a0,19534
447,1,X-a0:Y-a1,18011
447,1,X-a1:Y-a0,43602
447,1,X-a1:Y-a1,40147
448,1,X-a0:Y-a0,19331
448,1,X-a0:Y-a1,18085
448,1,X-a1:Y-a0,43338
448,1,X-a1:Y-a1,40494
449,1,X-a0:Y-a0,19104
449,1,X-a0:Y-a1,18082
449,1,X-a1:Y-a0,43255
449,1,X-a1:Y-a1,40865
450,1,X-a0:Y-a0,18743
450,1,X-a0:Y-a1,17989
450,1,X-a1:Y-a0,43380
450,1,X-a1:Y-a1,41512
451,1,X-a0:Y-a0,18597
451,1,X-a0:Y-a1,17983
451,1,X-a1:Y-a0,43369
451,1,X-a1:Y-a1,41949
452,1,X-a0:Y-a0,18392
452,1,X-a0:Y-a1,17883
452,1,X-a1:Y-a0,43326
452,1,X-a1:Y-a1,42398
453,1,X-a0:Y-a0,18211
453,1,X-a0:Y-a1,17877
453,1,X-a1:Y-a0,43237
453,1,X-a1:Y-a1,42623
454,1,X-a0:Y-a0,17994
454,1,X-a0:Y-a1,17833
454,1,X-a1:Y-a0,43121
454,1,X-a1:Y-a1,43170
455,1,X-a0:Y-a0,17650
455,1,X-a0:Y-a1,17784
455,1,X-a1:Y-a0,43052
455,1,X-a1:Y-a1,43601
456,1,X-a0:Y-a0,17353
456,1,X-a0:Y-a1,17873
456,1,X-a1:Y-a0,42942
456,1,X-a1:Y-a1,43854
457,1,X-a0:Y-a0,17037
457,1,X-a0:Y-a1,17852
457,1,X-a1:Y-a0,42800
457,1,X-a1:Y-a1,44444
458,1,X-a0:Y-a0,16785
458,1,X-a0:Y-a1,17860
458,1,X-a1:Y-a0,42601
458,1,X-a1:Y-a1,44903
459,1,X-a0:Y-a0,16582
459,1,X-a0:Y-a1,17766
459,1,X-a1:Y-a0,42290
459,1,X-a1:Y-a1,45316
460,1,X-a0:Y-a0,16269
460,1,X-a0:Y-a1,17712
460,1,X-a1:Y-a0,42088
460,1,X-a1:Y-a1,45559
461,1,X-a0:Y-a0,16153
461,1,X-a0:Y-a1,17623
461,1,X-a1:Y-a0,41910
461,1,X-a1:Y-a1,45746
462,1,X-a0:Y-a0,15884
462,1,X-a0:Y-a1,17645
462,1,X-a1:Y-a0,41885
462,1,X-a1:Y-a1,46292
463,1,X-a0:Y-a0,15679
463,1,X-a0:Y-a1,17616
463,1,X-a1:Y-a0,41717
463,1,X-a1:Y-a1,46816
464,1,X-a0:Y-a0,15440
464,1,X-a0:Y-a1,17583
464,1,X-a1:Y-a0,41589
464,1,X-a1:Y-a1,47135
465,1,X-a0:Y-a0,15128
465,1,X-a0:Y-a1,17593
465,1,X-a1:Y-a0,41462
465,1,X-a1:Y-a1,47470
466,1,X-a0:Y-a0,14859
466,1,X-a0:Y-a1,17443
466,1,X-a1:Y-a0,41327
466,1,X-a1:Y-a1,47864
467,1,X-a0:Y-a0,14726
467,1,X-a0:Y-a1,17489
467,1,X-a1:Y-a0,40995
467,1,X-a1:Y-a1,48286
468,1,X-a0:Y-a0,14589
468,1,X-a0:Y-a1,17397
468,1,X-a1:Y-a0,40826
468,1,X-a1:Y-a1,48793
469,1,X-a0:Y-a0,14277
469,1,X-a0:Y-a1,17294
469,1,X-a1:Y-a0,40777
469,1,X-a1:Y-a1,49324
470,1,X-a0:Y-a0,14146
470,1,X-a0:Y-a1,17327
470,1,X-a1:Y-a0,40562
470,1,X-a1:Y-a1,49516
471,1,X-a0:Y-a0,14064
471,1,X-a0:Y-a1,17202
471,1,X-a1:Y-a0,40431
471,1,X-a1:Y-a1,50027
472,1,X-a0:Y-a0,14023
472,1,X-a0:Y-a1,17144
472,1,X-a1:Y-a0,40440
472,1,X-a1:Y-a1,50236
473,1,X-a0:Y-a0,13881
473,1,X-a0:Y-a1,17119
473,1,X-a1:Y-a0,40133
473,1,X-a1:Y-a1,50799
474,1,X-a0:Y-a0,13643
474,1,X-a0:Y-a1,16999
474,1,X-a1:Y-a0,40025
474,1,X-a1:Y-a1,51117
475,1,X-a0:Y-a0,13371
475,1,X-a0:Y-a1,16914
475,1,X-a1:Y-a0,40102
475,1,X-a1:Y-a1,51427
476,1,X-a0:Y-a0,13232
476,1,X-a0:Y-a1,16855
476,1,X-a1:Y-a0,40082
476,1,X-a1:Y-a1,51733
477,1,X-a0:Y-a0,13075
477,1,X-a0:Y-a1,16860
477,1,X-a1:Y-a0,39973
477,1,X-a1:Y-a1,51970
478,1,X-a0:Y-a0,12864
478,1,X-a0:Y-a1,16808
478,1,X-a1:Y-a0,39637
478,1,X-a1:Y-a1,52296
479,1,X-a0:Y-a0,12642
479,1,X-a0:Y-a1,16687
479,1,X-a1:Y-a0,39719
479,1,X-a1:Y-a1,52655
480,1,X-a0:Y-a0,12411
480,1,X-a0:Y-a1,16649
480,1,X-a1:Y-a0,39533
480,1,X-a1:Y-a1,53062
481,1,X-a0:Y-a0,12107
481,1,X-a0:Y-a1,16489
481,1,X-a1:Y-a0,39363
481,1,X-a1:Y-a1,53593
482,1,X-a0:Y-a0,11964
482,1,X-a0:Y-a1,16505
482,1,X-a1:Y-a0,39311
482,1,X-a1:Y-a1,53948
483,1,X-a0:Y-a0,11850
483,1,X-a0:Y-a1,16350
483,1,X-a1:Y-a0,39086
483,1,X-a1:Y-a1,54427
484,1,X-a0:Y-a0,11641
484,1,X-a0:Y-a1,16339
484,1,X-a1:Y-a0,38876
484,1,X-a1:Y-a1,55072
485,1,X-a0:Y-a0,11515
485,1,X-a0:Y-a1,16372
485,1,X-a1:Y-a0,38721
485,1,X-a1:Y-a1,55474
486,1,X-a0:Y-a0,11304
486,1,X-a0:Y-a1,16437
486,1,X-a1:Y-a0,38565
486,1,X-a1:Y-a1,55844
487,1,X-a0:Y-a0,11163
487,1,X-a0:Y-a1,16403
487,1,X-a1:Y-a0,38230
487,1,X-a1:Y-a1,56086
488,1,X-a0:Y-a0,11030
488,1,X-a0:Y-a1,16332
488,1,X-a1:Y-a0,38114
488,1,X-a1:Y-a1,56487
489,1,X-a0:Y-a0,10794
489,1,X-a0:Y-a1,16285
489,1,X-a1:Y-a0,38064
489,1,X-a1:Y-a1,56724
490,1,X-a0:Y-a0,10574
490,1,X-a0:Y-a1,16143
490,1,X-a1:Y-a0,37918
490,1,X-a1:Y-a1,57104
491,1,X-a0:Y-a0,10460
491,1,X-a0:Y-a1,16138
491,1,X-a1:Y-a0,37788
491,1,X-a1:Y-a1,57544
492,1,X-a0:Y-a0,10294
492,1,X-a0:Y-a1,15987
492,1,X-a1:Y-a0,37557
492,1,X-a1:Y-a1,58002
493,1,X-a0:Y-a0,10126
493,1,X-a0:Y-a1,15883
493,1,X-a1:Y-a0,37393
493,1,X-a1:Y-a1,58645
494,1,X-a0:Y-a0,9977
494,1,X-a0:Y-a1,15785
494,1,X-a1:Y-a0,37082
494,1,X-a1:Y-a1,58843
495,1,X-a0:Y-a0,9892
495,1,X-a0:Y-a1,15788
495,1,X-a1:Y-a0,36927
495,1,X-a1:Y-a1,59188
496,1,X-a0:Y-a0,9603
496,1,X-a0:Y-a1,15651
496,1,X-a1:Y-a0,36689
496,1,X-a1:Y-a1,59606
497,1,X-a0:Y-a0,9529
497,1,X-a0:Y-a1,15593
497,1,X-a1:Y-a0,36360
497,1,X-a1:Y-a1,60241
498,1,X-a0:Y-a0,9475
498,1,X-a0:Y-a1,15504
498,1,X-a1:Y-a0,36009
498,1,X-a1:Y-a1,60706
499,1,X-a0:Y-a0,9344
499,1,X-a0:Y-a1,15478
499,1,X-a1:Y-a0,35779
499,1,X-a1:Y-a1,61024
500,1,X-a0:Y-a0,9263
500,1,X-a0:Y-a1,15449
500,1,X-a1:Y-a0,35518
500,1,X-a1:Y-a1,61295
501,1,X-a0:Y-a0,9073
501,1,X-a0:Y-a1,15455
501,1,X-a1:Y-a0,35400
501,1,X-a1:Y-a1,61631
502,1,X-a0:Y-a0,8971
502,1,X-a0:Y-a1,15399
502,1,X-a1:Y-a0,35291
502,1,X-a1:Y-a1,61907
503,1,X-a0:Y-a0,8865
503,1,X-a0:Y-a1,15413
503,1,X-a1:Y-a0,35004
503,1,X-a1:Y-a1,62295
504,1,X-a0:Y-a0,8716
504,1,X-a0:Y-a1,15344
504,1,X-a1:Y-a0,34920
504,1,X-a1:Y-a1,62415
505,1,X-a0:Y-a0,8517
505,1,X-a0:Y-a1,15247
505,1,X-a1:Y-a0,34773
505,1,X-a1:Y-a1,62502
506,1,X-a0:Y-a0,8442
506,1,X-a0:Y-a1,15164
506,1,X-a1:Y-a0,34731
506,1,X-a1:Y-a1,62804
507,1,X-a0:Y-a0,8223
507,1,X-a0:Y-a1,15086
507,1,X-a1:Y-a0,34736
507,1,X-a1:Y-a1,63105
508,1,X-a0:Y-a0,8048
508,1,X-a0:Y-a1,15084
508,1,X-a1:Y-a0,34497
508,1,X-a1:Y-a1,63426
509,1,X-a0:Y-a0,7939
509,1,X-a0:Y-a1,15051
509,1,X-a1:Y-a0,34268
509,1,X-a1:Y-a1,63763
510,1,X-a0:Y-a0,7787
510,1,X-a0:Y-a1,14978
510,1,X-a1:Y-a0,34251
510,1,X-a1:Y-a1,64296
511,1,X-a0:Y-a0,7709
511,1,X-a0:Y-a1,14843
511,1,X-a1:Y-a0,34087
511,1,X-a1:Y-a1,64592
512,1,X-a0:Y-a0,7597
512,1,X-a0:Y-a1,14816
512,1,X-a1:Y-a0,33948
512,1,X-a1:Y-a1,64964
513,1,X-a0:Y-a0,7510
513,1,X-a0:Y-a1,14722
513,1,X-a1:Y-a0,33815
513,1,X-a1:Y-a1,65391
514,1,X-a0:Y-a0,7457
514,1,X-a0:Y-a1,14611
514,1,X-a1:Y-a0,33606
514,1,X-a1:Y-a1,65920
515,1,X-a0:Y-a0,7374
515,1,X-a0:Y-a1,14464
515,1,X-a1:Y-a0,33424
515,1,X-a1:Y-a1,66451
516,1,X-a0:Y-a0,7266
516,1,X-a0:Y-a1,14428
516,1,X-a1:Y-a0,33234
516,1,X-a1:Y-a1,66918
517,1,X-a0:Y-a0,7085
517,1,X-a0:Y-a1,14396
517,1,X-a1:Y-a0,33052
517,1,X-a1:Y-a1,67128
518,1,X-a0:Y-a0,6990
518,1,X-a0:Y-a1,14456
518,1,X-a1:Y-a0,32844
518,1,X-a1:Y-a1,67610
519,1,X-a0:Y-a0,6881
519,1,X-a0:Y-a1,14308
519,1,X-a1:Y-a0,32676
519,1,X-a1:Y-a1,67998
520,1,X-a0:Y-a0,6836
520,1,X-a0:Y-a1,14232
520,1,X-a1:Y-a0,32584
520,1,X-a1:Y-a1,68223
521,1,X-a0:Y-a0,6668
521,1,X-a0:Y-a1,14206
521,1,X-a1:Y-a0,32267
521,1,X-a1:Y-a1,68309
522,1,X-a0:Y-a0,6529
522,1,X-a0:Y-a1,14083
522,1,X-a1:Y-a0,31862
522,1,X-a1:Y-a1,68711
523,1,X-a0:Y-a0,6392
523,1,X-a0:Y-a1,14065
523,1,X-a1:Y-a0,31578
523,1,X-a1:Y-a1,69124
524,1,X-a0:Y-a0,6285
524,1,X-a0:Y-a1,14042
524,1,X-a1:Y-a0,31257
524,1,X-a1:Y-a1,69649
525,1,X-a0:Y-a0,6201
525,1,X-a0:Y-a1,13885
525,1,X-a1:Y-a0,31087
525,1,X-a1:Y-a1,69950
526,1,X-a0:Y-a0,6085
526,1,X-a0:Y-a1,13794
526,1,X-a1:Y-a0,31005
526,1,X-a1:Y-a1,70517
527,1,X-a0:Y-a0,6038
527,1,X-a0:Y-a1,13712
527,1,X-a1:Y-a0,30800
527,1,X-a1:Y-a1,70934
528,1,X-a0:Y-a0,5967
528,1,X-a0:Y-a1,13623
528,1,X-a1:Y-a0,30738
528,1,X-a1:Y-a1,71085
529,1,X-a0:Y-a0,5848
529,1,X-a0:Y-a1,13527
529,1,X-a1:Y-a0,30562
529,1,X-a1:Y-a1,71526
530,1,X-a0:Y-a0,5877
530,1,X-a0:Y-a1,13412
530,1,X-a1:Y-a0,30277
530,1,X-a1:Y-a1,71968
531,1,X-a0:Y-a0,5806
531,1,X-a0:Y-a1,13360
531,1,X-a1:Y-a0,30068
531,1,X-a1:Y-a1,72088
532,1,X-a0:Y-a0,5734
532,1,X-a0:Y-a1,13271
532,1,X-a1:Y-a0,30063
532,1,X-a1:Y-a1,72281
533,1,X-a0:Y-a0,5647
533,1,X-a0:Y-a1,13214
533,1,X-a1:Y-a0,29980
533,1,X-a1:Y-a1,72915
534,1,X-a0:Y-a0,5574
534,1,X-a0:Y-a1,13181
534,1,X-a1:Y-a0,29812
534,1,X-a1:Y-a1,73445
535,1,X-a0:Y-a0,5445
535,1,X-a0:Y-a1,13110
535,1,X-a1:Y-a0,29799
535,1,X-a1:Y-a1,73807
536,1,X-a0:Y-a0,5372
536,1,X-a0:Y-a1,13006
536,1,X-a1:Y-a0,29479
536,1,X-a1:Y-a1,74102
537,1,X-a0:Y-a0,5254
537,1,X-a0:Y-a1,12900
537,1,X-a1:Y-a0,29186
537,1,X-a1:Y-a1,74268
538,1,X-a0:Y-a0,5175
538,1,X-a0:Y-a1,12875
538,1,X-a1:Y-a0,29177
538,1,X-a1:Y-a1,74560
539,1,X-a0:Y-a0,5092
539,1,X-a0:Y-a1,12807
539,1,X-a1:Y-a0,28977
539,1,X-a1:Y-a1,74782
540,1,X-a0:Y-a0,5033
540,1,X-a0:Y-a1,12735
540,1,X-a1:Y-a0,28936
540,1,X-a1:Y-a1,75094
541,1,X-a0:Y-a0,4955
541,1,X-a0:Y-a1,12660
541,1,X-a1:Y-a0,28823
541,1,X-a1:Y-a1,75322
542,1,X-a0:Y-a0,4908
542,1,X-a0:Y-a1,12589
542,1,X-a1:Y-a0,28759
542,1,X-a1:Y-a1,75762
543,1,X-a0:Y-a0,4767
543,1,X-a0:Y-a1,12625
543,1,X-a1:Y-a0,28655
543,1,X-a1:Y-a1,76035
544,1,X-a0:Y-a0,4732
544,1,X-a0:Y-a1,12562
544,1,X-a1:Y-a0,28494
544,1,X-a1:Y-a1,76349
545,1,X-a0:Y-a0,4624
545,1,X-a0:Y-a1,12477
545,1,X-a1:Y-a0,28302
545,1,X-a1:Y-a1,76886
546,1,X-a0:Y-a0,4548
546,1,X-a0:Y-a1,12360
546,1,X-a1:Y-a0,28094
546,1,X-a1:Y-a1,77230
547,1,X-a0:Y-a0,4417
547,1,X-a0:Y-a1,12245
547,1,X-a1:Y-a0,28027
547,1,X-a1:Y-a1,77537
548,1,X-a0:Y-a0,4351
548,1,X-a0:Y-a1,12146
548,1,X-a1:Y-a0,27782
548,1,X-a1:Y-a1,77777
549,1,X-a0:Y-a0,4271
549,1,X-a0:Y-a1,12097
549,1,X-a1:Y-a0,27786
549,1,X-a1:Y-a1,77917
550,1,X-a0:Y-a0,4197
550,1,X-a0:Y-a1,11923
550,1,X-a1:Y-a0,27629
550,1,X-a1:Y-a1,78311
551,1,X-a0:Y-a0,4100
551,1,X-a0:Y-a1,11905
551,1,X-a1:Y-a0,27361
551,1,X-a1:Y-a1,78780
552,1,X-a0:Y-a0,4060
552,1,X-a0:Y-a1,11802
552,1,X-a1:Y-a0,27091
552,1,X-a1:Y-a1,78907
553,1,X-a0:Y-a0,4045
553,1,X-a0:Y-a1,11574
553,1,X-a1:Y-a0,27066
553,1,X-a1:Y-a1,79239
554,1,X-a0:Y-a0,3993
554,1,X-a0:Y-a1,11521
554,1,X-a1:Y-a0,26907
554,1,X-a1:Y-a1,79464
555,1,X-a0:Y-a0,3932
555,1,X-a0:Y-a1,11457
555,1,X-a1:Y-a0,26699
555,1,X-a1:Y-a1,79651
556,1,X-a0:Y-a0,3849
556,1,X-a0:Y-a1,11364
556,1,X-a1:Y-a0,26467
556,1,X-a1:Y-a1,79972
557,1,X-a0:Y-a0,3780
557,1,X-a0:Y-a1,11299
557,1,X-a1:Y-a0,26242
557,1,X-a1:Y-a1,80374
558,1,X-a0:Y-a0,3725
558,1,X-a0:Y-a1,11347
558,1,X-a1:Y-a0,26013
558,1,X-a1:Y-a1,80819
559,1,X-a0:Y-a0,3636
559,1,X-a0:Y-a1,11269
559,1,X-a1:Y-a0,25821
559,1,X-a1:Y-a1,81171
560,1,X-a0:Y-a0,3642
560,1,X-a0:Y-a1,11283
560,1,X-a1:Y-a0,25441
560,1,X-a1:Y-a1,81514
561,1,X-a0:Y-a0,3619
561,1,X-a0:Y-a1,11285
561,1,X-a1:Y-a0,25419
561,1,X-a1:Y-a1,81657
562,1,X-a0:Y-a0,3586
562,1,X-a0:Y-a1,11291
562,1,X-a1:Y-a0,25216
562,1,X-a1:Y-a1,81801
563,1,X-a0:Y-a0,3526
563,1,X-a0:Y-a1,11127
563,1,X-a1:Y-a0,25059
563,1,X-a1:Y-a1,81979
564,1,X-a0:Y-a0,3482
564,1,X-a0:Y-a1,11049
564,1,X-a1:Y-a0,24928
564,1,X-a1:Y-a1,82097
565,1,X-a0:Y-a0,3406
565,1,X-a0:Y-a1,11028
565,1,X-a1:Y-a0,24772
565,1,X-a1:Y-a1,82519
566,1,X-a0:Y-a0,3347
566,1,X-a0:Y-a1,10923
566,1,X-a1:Y-a0,24715
566,1,X-a1:Y-a1,82665
567,1,X-a0:Y-a0,3301
567,1,X-a0:Y-a1,10954
567,1,X-a1:Y-a0,24644
567,1,X-a1:Y-a1,82890
568,1,X-a0:Y-a0,3294
568,1,X-a0:Y-a1,10931
568,1,X-a1:Y-a0,24521
568,1,X-a1:Y-a1,83287
569,1,X-a0:Y-a0,3231
569,1,X-a0:Y-a1,10826
569,1,X-a1:Y-a0,24359
569,1,X-a1:Y-a1,83433
570,1,X-a0:Y-a0,3166
570,1,X-a0:Y-a1,10788
570,1,X-a1:Y-a0,24105
570,1,X-a1:Y-a1,83595
571,1,X-a0:Y-a0,3145
571,1,X-a0:Y-a1,10711
571,1,X-a1:Y-a0,24044
571,1,X-a1:Y-a1,83734
572,1,X-a0:Y-a0,3086
572,1,X-a0:Y-a1,10614
572,1,X-a1:Y-a0,23934
572,1,X-a1:Y-a1,84113
573,1,X-a0:Y-a0,3047
573,1,X-a0:Y-a1,10529
573,1,X-a1:Y-a0,23692
573,1,X-a1:Y-a1,84424
574,1,X-a0:Y-a0,2978
574,1,X-a0:Y-a1,10386
574,1,X-a1:Y-a0,23600
574,1,X-a1:Y-a1,84780
575,1,X-a0:Y-a0,2899
575,1,X-a0:Y-a1,10372
575,1,X-a1:Y-a0,23425
575,1,X-a1:Y-a1,84901
576,1,X-a0:Y-a0,2848
576,1,X-a0:Y-a1,10212
576,1,X-a1:Y-a0,23227
576,1,X-a1:Y-a1,85371
577,1,X-a0:Y-a0,2775
577,1,X-a0:Y-a1,10136
577,1,X-a1:Y-a0,23075
577,1,X-a1:Y-a1,85426
578,1,X-a0:Y-a0,2679
578,1,X-a0:Y-a1,10096
578,1,X-a1:Y-a0,22856
578,1,X-a1:Y-a1,85714
579,1,X-a0:Y-a0,2640
579,1,X-a0:Y-a1,10118
579,1,X-a1:Y-a0,22792
579,1,X-a1:Y-a1,86098
580,1,X-a0:Y-a0,2604
580,1,X-a0:Y-a1,10033
580,1,X-a1:Y-a0,22565
580,1,X-a1:Y-a1,86210
581,1,X-a0:Y-a0,2583
581,1,X-a0:Y-a1,9990
581,1,X-a1:Y-a0,22442
581,1,X-a1:Y-a1,86842
582,1,X-a0:Y-a0,2523
582,1,X-a0:Y-a1,9938
582,1,X-a1:Y-a0,22277
582,1,X-a1:Y-a1,87291
583,1,X-a0:Y-a0,2539
583,1,X-a0:Y-a1,9773
583,1,X-a1:Y-a0,22057
583,1,X-a1:Y-a1,87623
584,1,X-a0:Y-a0,2490
584,1,X-a0:Y-a1,9696
584,1,X-a1:Y-a0,21927
584,1,X-a1:Y-a1,87723
585,1,X-a0:Y-a0,2441
585,1,X-a0:Y-a1,9672
585,1,X-a1:Y-a0,21820
585,1,X-a1:Y-a1,88007
586,1,X-a0:Y-a0,2374
586,1,X-a0:Y-a1,9532
586,1,X-a1:Y-a0,21667
586,1,X-a1:Y-a1,88325
587,1,X-a0:Y-a0,2336
587,1,X-a0:Y-a1,9486
587,1,X-a1:Y-a0,21452
587,1,X-a1:Y-a1,88627
588,1,X-a0:Y-a0,2280
588,1,X-a0:Y-a1,9400
588,1,X-a1:Y-a0,21236
588,1,X-a1:Y-a1,88783
