Time, Year, IndividualID, AgeYears, Gender, From_NodeID, To_NodeID, MigrationType, Event,IsInfected, Rel_ID, NumCoitalActs, IsDiscordant, HasMigrated, RelationshipType, RelationshipState, PartnerID, Male_NodeID, Female_NodeID
1390,1964.31,108,30.558,M,3,0,N/A,STIPostImmigrating,0,56,180,0,0,MARITAL,PAUSED,159,3,0
1391,1964.31,341,52.8434,M,4,1,local,STIPreEmigrating,0,83,142,0,0,MARITAL,PAUSED,180,4,0
1391,1964.31,151,33.8107,F,2,4,local,STIPreEmigrating,0,134,84,0,0,INFORMAL,PAUSED,17,0,2
1391,1964.31,151,33.8107,F,4,0,N/A,STIPostImmigrating,0,134,84,0,0,INFORMAL,NORMAL,17,4,4
1391,1964.31,341,52.8434,M,1,0,N/A,STIPostImmigrating,0,83,142,0,0,MARITAL,PAUSED,180,1,0
1392,1964.31,101,34.8953,F,2,4,local,STIPreEmigrating,0,24,164,0,0,MARITAL,PAUSED,49,0,2
1392,1964.31,101,34.8953,F,4,0,N/A,STIPostImmigrating,0,24,164,0,0,MARITAL,PAUSED,49,0,4
1394,1964.32,75,46.1901,M,4,2,local,STIPreEmigrating,0,58,155,0,0,MARITAL,PAUSED,185,4,0
1394,1964.32,291,40.6049,F,1,2,local,STIPreEmigrating,0,13,81,0,0,MARITAL,PAUSED,103,0,1
1394,1964.32,104,34.6917,M,1,3,local,STIPreEmigrating,0,154,19,0,0,INFORMAL,PAUSED,239,1,0
1394,1964.32,104,34.6917,M,3,0,N/A,STIPostImmigrating,0,154,19,0,0,INFORMAL,PAUSED,239,3,0
1394,1964.32,291,40.6049,F,2,0,N/A,STIPostImmigrating,0,13,81,0,0,MARITAL,PAUSED,103,0,2
1394,1964.32,75,46.1901,M,2,0,N/A,STIPostImmigrating,0,58,155,0,0,MARITAL,PAUSED,185,2,0
1396,1964.32,290,52.6673,F,3,1,local,STIPreEmigrating,0,69,125,0,0,MARITAL,PAUSED,327,0,3
1396,1964.32,290,52.6673,F,1,0,N/A,STIPostImmigrating,0,69,125,0,0,MARITAL,PAUSED,327,0,1
1397,1964.33,291,40.6131,F,2,4,local,STIPreEmigrating,0,13,81,0,0,MARITAL,PAUSED,103,0,2
1397,1964.33,291,40.6131,F,4,0,N/A,STIPostImmigrating,0,13,81,0,0,MARITAL,PAUSED,103,0,4
1398,1964.33,213,51.0934,F,2,4,local,STIPreEmigrating,0,175,7,0,0,MARITAL,PAUSED,328,0,2
1398,1964.33,263,37.6123,F,1,2,local,STIPreEmigrating,0,91,101,0,0,INFORMAL,PAUSED,157,0,1
1398,1964.33,263,37.6123,F,2,0,N/A,STIPostImmigrating,0,91,101,0,0,INFORMAL,NORMAL,157,2,2
1398,1964.33,213,51.0934,F,4,0,N/A,STIPostImmigrating,0,175,7,0,0,MARITAL,NORMAL,328,4,4
1399,1964.33,49,57.2031,M,1,4,local,STIPreEmigrating,0,24,164,0,0,MARITAL,PAUSED,101,1,0
1399,1964.33,49,57.2031,M,4,0,N/A,STIPostImmigrating,0,24,164,0,0,MARITAL,NORMAL,101,4,4
1401,1964.34,23,54.601,F,1,2,local,STIPreEmigrating,0,62,162,0,0,MARITAL,PAUSED,232,0,1
1401,1964.34,23,54.601,F,2,0,N/A,STIPostImmigrating,0,62,162,0,0,MARITAL,PAUSED,232,0,2
1404,1964.35,180,44.7169,F,3,2,local,STIPreEmigrating,0,83,142,0,0,MARITAL,PAUSED,341,0,3
1404,1964.35,336,56.1723,F,2,3,local,STIPreEmigrating,0,70,56,0,0,MARITAL,NORMAL,149,2,2
