Rel_ID,Node_ID,Rel_start_time,Rel_scheduled_end_time,Rel_actual_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Is_rel_outside_PFA,male_ID,female_ID,male_age,female_age,num_total_coital_acts,Termination_Reason
396,2,3235,3657.67,3658,0,F,46,277,26.6522,17.7557,22,BROKEUP
348,1,2830,3661.89,3662,1,F,287,276,23.9801,19.1667,50,BROKEUP
400,2,3284,3662.95,3663,1,F,81,245,19.6791,19.7565,42,BROKEUP
433,1,3668,3672.56,3673,0,F,36,277,16.6547,17.7968,1,BROKEUP
327,1,2692,3691.91,3692,1,F,309,343,32.0438,26.0367,35,BROKEUP
371,3,3010,3695.95,3696,1,F,300,315,19.961,29.0696,45,BROKEUP
434,1,3668,3717.73,3718,0,F,262,152,27.2934,20.9536,4,BROKEUP
421,2,3531,3735.78,3736,0,F,316,306,34.7242,28.6294,47,BROKEUP
347,2,2830,3736.26,3737,2,F,161,112,37.8019,25.5691,73,BROKEUP
414,3,3447,3743.78,3744,1,F,195,221,30.3937,27.126,28,BROKEUP
395,1,3225,3745.76,3746,0,F,24,196,26.2991,19.6675,29,BROKEUP
361,2,2946,3801.65,3802,0,F,250,319,22.4505,24.9897,125,BROKEUP
309,1,2522,3847.96,3848,1,F,115,261,26.6808,24.1014,184,BROKEUP
339,3,2768,3848.16,3849,1,F,289,210,33.7754,24.5011,36,BROKEUP
378,3,3068,3880.43,3881,1,F,105,43,24.6496,24.3851,91,BROKEUP
443,3,3756,3888.86,3889,0,F,316,31,35.1434,33.0421,16,BROKEUP
431,1,3642,3899.88,3900,2,F,255,155,44.3646,39.979,6,BROKEUP
426,1,3595,3906.12,3907,0,F,335,279,22.2648,17.4774,27,BROKEUP
413,3,3422,3920.99,3921,0,F,241,216,23.2452,22.4623,103,BROKEUP
399,3,3269,3937.35,3938,1,F,11,5,23.9895,24.011,22,BROKEUP
438,2,3693,3954.08,3955,1,F,62,298,27.0575,27.5735,6,BROKEUP
365,3,2966,3963.05,3964,0,F,35,88,25.1315,19.3372,62,BROKEUP
385,2,3104,3966.72,3967,0,F,224,153,26.8655,23.5601,97,BROKEUP
453,1,3895,3969.71,3970,0,F,82,266,21.7054,14.6734,29,BROKEUP
435,2,3669,3974.8,3975,1,F,271,183,19.7081,15.3062,8,BROKEUP
388,2,3113,3982.86,3983,1,F,334,148,25.3674,20.6931,81,BROKEUP
386,3,3107,3988.36,3989,1,F,65,203,19.5243,17.8389,101,BROKEUP
368,2,2972,3995.65,3996,1,F,192,107,25.7586,21.8841,32,BROKEUP
123,1,708,4007.84,4008,2,F,181,246,83.2512,85.8521,326,BROKEUP
460,1,3936,4007.4,4008,0,F,250,136,23.0149,15.7018,20,BROKEUP
459,2,3935,4031.1,4032,0,F,164,85,18.2596,14.0935,12,BROKEUP
393,4,3173,4066.97,4067,1,F,273,231,26.6008,18.5895,57,BROKEUP
439,1,3705,4072.42,4073,0,F,102,57,21.4199,19.4614,56,BROKEUP
449,2,3875,4087.39,4088,0,F,289,343,34.4302,27.1216,47,BROKEUP
375,2,3055,4095.32,4096,1,F,256,325,30.8385,27.3586,47,BROKEUP
472,1,4016,4104.46,4105,0,F,252,266,15.6651,15.0432,30,BROKEUP
470,3,4002,4116.14,4117,1,F,36,203,17.8712,18.1895,21,BROKEUP
346,2,2825,4123.81,4124,1,F,175,72,27.1283,21.8764,116,BROKEUP
425,4,3594,4140.18,4141,0,F,204,264,30.373,28.7156,48,BROKEUP
409,1,3391,4142.41,4143,0,F,297,93,22.2024,20.1827,106,BROKEUP
458,2,3932,4147.19,4148,0,F,110,279,22.2731,18.1376,25,BROKEUP
401,4,3312,4151.02,4152,1,F,74,127,25.1425,22.0266,200,BROKEUP
441,4,3726,4152.33,4153,0,F,260,152,25.7318,22.1453,43,BROKEUP
432,2,3647,4153.96,4154,0,F,28,51,25.0695,17.7518,18,BROKEUP
477,2,4077,4154.9,4155,0,F,102,85,21.6445,14.4304,15,BROKEUP
358,1,2928,4159.9,4160,0,F,318,258,24.0982,24.0704,206,BROKEUP
467,1,3998,4180.95,4181,1,F,334,319,25.9099,26.028,8,BROKEUP
410,2,3402,4181.93,4182,1,F,138,288,30.4669,29.5788,34,BROKEUP
473,1,4041,4187.82,4188,0,F,62,340,27.6958,29.1832,28,BROKEUP
58,1,54,4193.57,4194,2,F,75,185,53.8586,45.0122,376,BROKEUP
70,3,165,4207.71,4208,2,F,149,336,73.3131,63.8517,297,BROKEUP
475,4,4068,4235.19,4236,0,F,192,153,26.4162,24.2971,31,BROKEUP
416,2,3469,4242.86,4243,1,F,272,304,37.7974,32.9351,56,BROKEUP
456,1,3920,4252.2,4253,1,F,46,111,28.2824,30.6198,1,BROKEUP
451,2,3882,4254.51,4255,1,F,287,43,25.6048,25.4098,51,BROKEUP
448,1,3862,4254.71,4255,1,F,344,83,18.7307,14.3692,23,BROKEUP
379,1,3071,4265.08,4266,1,F,171,77,20.8847,24.7796,36,BROKEUP
496,2,4248,4275.1,4276,0,F,317,203,17.7771,18.6252,10,BROKEUP
482,1,4159,4287.31,4288,0,F,335,127,23.3087,22.3992,5,BROKEUP
424,1,3575,4292.22,4293,1,F,282,179,19.321,22.5943,55,BROKEUP
447,3,3827,4306.08,4307,0,F,24,293,27.8361,24.8563,47,BROKEUP
455,3,3919,4329.76,4330,1,F,262,306,28.9702,30.2568,25,BROKEUP
465,2,3990,4329.09,4330,0,F,65,183,20.4586,16.2788,97,BROKEUP
415,1,3466,4331.07,4332,1,F,95,160,23.2713,22.585,39,BROKEUP
464,3,3981,4338.43,4339,0,F,224,5,27.8847,25.1096,1,BROKEUP
489,1,4194,4339.99,4340,1,F,12,85,18.2078,14.9373,13,BROKEUP
501,3,4307,4340.4,4341,0,F,317,288,17.9552,30.0144,1,BROKEUP
506,3,4344,4347.65,4348,0,F,63,85,17.553,14.9592,1,BROKEUP
417,1,3471,4347.53,4348,1,F,275,94,31.5279,24.6131,110,BROKEUP
481,1,4139,4350.21,4351,0,F,38,266,24.2401,15.7172,20,BROKEUP
428,2,3602,4355.55,4356,1,F,333,247,19.9163,18.8899,48,BROKEUP
391,3,3152,4357.91,4358,1,F,339,214,26.7319,26.803,132,BROKEUP
493,1,4211,4374.94,4375,0,F,309,319,33.9151,26.5595,16,BROKEUP
498,1,4273,4381.02,4382,0,F,62,77,28.2273,25.0974,32,BROKEUP
427,3,3597,4405.67,4406,0,F,134,268,22.5138,20.3125,70,BROKEUP
471,2,4006,4411.08,4412,0,F,241,107,24.5904,23.0238,20,BROKEUP
466,2,3993,4424.41,4425,0,F,326,148,22.0881,21.904,10,BROKEUP
418,1,3483,4427.94,4428,1,F,267,215,23.0045,20.8674,26,BROKEUP
479,1,4089,4427.51,4428,1,F,35,130,26.4027,29.0619,41,BROKEUP
442,1,3754,4431.59,4432,1,F,238,27,30.9968,28.7056,43,BROKEUP
461,3,3955,4452.45,4453,2,F,195,210,32.3362,26.1559,23,BROKEUP
440,2,3717,4454.12,4455,1,F,100,33,16.8998,18.6016,85,BROKEUP
454,2,3905,4467.88,4468,0,F,316,261,36.7297,25.8,35,BROKEUP
334,2,2728,4473.03,4474,2,F,13,47,38.7166,35.7035,244,BROKEUP
153,1,1028,4473.68,4474,2,F,22,41,76.8784,91.1885,183,BROKEUP
457,2,3923,4485.15,4486,1,F,330,221,19.8814,29.1589,20,BROKEUP
492,1,4201,4499.42,4500,1,F,102,86,22.5897,13.8566,17,BROKEUP
484,1,4182,4526.01,4527,0,F,28,93,26.0914,21.2347,42,BROKEUP
478,3,4084,4543.47,4544,0,F,243,231,19.5551,19.8963,97,BROKEUP
503,1,4313,4562.44,4563,0,F,56,153,16.5648,25.193,34,BROKEUP
502,2,4307,4568.44,4569,0,F,252,83,16.9363,15.2295,50,BROKEUP
446,1,3809,4568.43,4569,1,F,144,315,24.8544,31.4614,109,BROKEUP
462,1,3958,4586.45,4587,1,F,338,216,27.4514,24.287,47,BROKEUP
535,2,4550,4615.09,4616,0,F,102,231,22.9075,20.0936,20,BROKEUP
495,4,4243,4616.88,4617,1,F,192,152,27.46,23.4166,128,BROKEUP
463,2,3964,4622.68,4623,1,F,342,88,21.6539,21.1427,124,BROKEUP
437,1,3680,4631.98,4632,1,F,331,245,25.5246,22.4113,107,BROKEUP
521,2,4442,4633.04,4634,1,F,241,148,25.1987,22.4766,43,BROKEUP
175,1,1212,4637.25,4638,2,F,328,213,66.2734,59.9674,190,BROKEUP
206,2,1508,4643.76,4644,2,F,96,40,49.7075,39.2361,253,BROKEUP
444,2,3760,4658.18,4659,0,F,125,196,23.0476,22.1689,91,BROKEUP
320,2,2654,4660.58,4661,2,F,10,162,37.8238,35.3157,222,BROKEUP
281,3,2267,4661.22,4662,2,F,70,296,49.6088,43.1773,247,BROKEUP
513,2,4367,4668.67,4669,1,F,256,285,32.4083,31.9734,59,BROKEUP
522,1,4444,4680.26,4681,1,F,105,130,26.8414,29.7551,29,BROKEUP
524,3,4480,4687.18,4688,1,F,262,298,29.951,29.5818,5,BROKEUP
480,3,4128,4690.99,4691,1,F,273,72,28.3104,23.4298,48,BROKEUP
550,4,4672,4709.44,4710,0,F,272,285,39.0769,32.0857,14,BROKEUP
531,2,4520,4710.63,4711,0,F,35,124,27.178,15.1681,30,BROKEUP
525,1,4481,4721.24,4722,0,F,166,33,18.6368,19.3331,17,BROKEUP
430,2,3622,4732.75,4733,1,F,34,182,29.3638,25.8904,87,BROKEUP
516,2,4381,4742.2,4743,1,F,63,85,18.6352,16.0414,38,BROKEUP
468,2,3999,4751.7,4752,0,F,82,80,23.8479,17.3559,32,BROKEUP
537,4,4573,4764.75,4765,1,F,144,94,25.3914,25.7556,20,BROKEUP
411,1,3416,4765.71,4766,1,F,114,89,35.3403,27.9378,158,BROKEUP
559,3,4767,4782.39,4783,0,F,143,126,17.9755,15.9326,5,BROKEUP
541,2,4627,4782.39,4783,0,F,333,42,21.0861,16.908,15,BROKEUP
554,4,4737,4788.14,4789,0,F,35,27,27.3917,29.6837,27,BROKEUP
543,3,4638,4789.1,4790,0,F,192,152,27.934,23.8906,27,BROKEUP
551,3,4679,4796.56,4797,0,F,241,196,25.6452,22.5469,31,BROKEUP
520,2,4433,4811.84,4812,1,F,287,215,27.1308,21.9194,40,BROKEUP
564,2,4789,4823.68,4824,0,F,207,42,17.0056,17.0204,11,BROKEUP
519,2,4433,4827.61,4828,1,F,282,43,20.7868,26.9796,27,BROKEUP
491,1,4199,4828.81,4829,1,F,204,325,32.2579,29.3668,105,BROKEUP
556,1,4749,4835.69,4836,0,F,187,124,15.7905,15.5106,16,BROKEUP
235,1,1813,4842.85,4843,2,F,58,128,42.1922,39.9194,96,BROKEUP
566,1,4793,4842.39,4843,0,F,333,80,21.2505,17.6053,10,BROKEUP
474,2,4054,4853.36,4854,0,F,164,136,20.5117,18.0196,100,BROKEUP
536,2,4572,4855.4,4856,1,F,330,83,20.8951,16.0158,38,BROKEUP
528,2,4488,4858.96,4859,0,F,195,288,33.4485,31.4336,29,BROKEUP
576,2,4854,4873.84,4874,0,F,164,153,20.5665,26.045,6,BROKEUP
552,1,4688,4881.41,4882,0,F,175,319,29.2051,27.9486,22,BROKEUP
540,1,4627,4884.71,4885,0,F,275,261,32.9992,26.9425,5,BROKEUP
511,1,4354,4907.31,4908,0,F,24,293,29.4827,26.5029,15,BROKEUP
557,2,4762,4913.09,4914,0,F,228,131,16.785,16.9079,22,BROKEUP
523,1,4477,4919.92,4920,1,F,38,5,25.799,26.7014,59,BROKEUP
567,3,4799,4920.52,4921,0,F,192,148,28.2929,23.2629,10,BROKEUP
497,2,4269,4920.6,4921,1,F,46,343,30.1125,29.4038,106,BROKEUP
544,2,4638,4920.15,4921,0,F,267,280,24.3552,16.8152,17,BROKEUP
527,2,4486,4947.87,4948,1,F,260,107,27.9099,24.4923,3,BROKEUP
569,2,4821,4959.79,4960,1,F,35,94,27.8602,26.2898,30,BROKEUP
510,2,4353,4969.72,4970,1,F,289,340,36.8466,31.3256,85,BROKEUP
476,3,4073,4972.28,4973,0,F,11,57,26.8251,21.9272,98,BROKEUP
570,2,4828,4972.94,4973,0,F,287,215,27.5719,22.3605,6,BROKEUP
574,1,4849,4977.85,4978,0,F,187,33,16.1795,20.0344,30,BROKEUP
542,3,4634,4978.18,4979,1,F,309,245,35.5699,23.362,55,BROKEUP
533,2,4533,4991.73,4992,1,F,238,77,32.5311,26.7687,106,BROKEUP
590,1,4953,5005.39,5006,0,F,267,196,24.5881,23.1195,12,BROKEUP
592,2,4958,5007.85,5008,1,F,273,148,29.1789,23.5013,19,BROKEUP
509,2,4353,5012.07,5013,1,F,95,266,25.137,17.5309,33,BROKEUP
585,2,4906,5019.43,5020,0,F,143,170,18.6248,16.5334,12,BROKEUP
548,1,4665,5023.3,5024,1,F,125,88,24.0476,22.2413,32,BROKEUP
494,2,4224,5028.54,5029,0,F,36,109,20.3698,18.369,76,BROKEUP
593,2,4959,5035.87,5036,1,F,275,261,33.4129,27.3562,7,BROKEUP
270,4,2115,5040.53,5041,2,F,270,248,43.1998,32.2252,212,BROKEUP
553,3,4709,5046.51,5047,0,F,318,298,26.5283,30.5653,7,BROKEUP
598,4,4982,5051.71,5052,1,F,192,285,28.6518,33.0227,25,BROKEUP
573,2,4839,5056.6,5057,1,F,102,42,24.1158,17.6587,48,BROKEUP
505,1,4344,5057.27,5058,0,F,65,127,22.4531,24.5088,95,BROKEUP
589,1,4946,5057.57,5058,0,F,256,288,33.4741,31.9788,8,BROKEUP
518,1,4430,5077,5077,1,F,134,183,24.3522,18.3254,8,BROKEUP
512,3,4357,5084.89,5085,1,F,344,247,21.0047,20.8871,27,BROKEUP
488,1,4189,5104.63,5105,1,F,110,51,24.895,20.3572,67,BROKEUP
445,4,3797,5109.6,5110,1,F,300,276,23.835,23.1338,126,BROKEUP
555,2,4740,5112.94,5113,1,F,224,72,30.0052,24.586,74,BROKEUP
572,3,4836,5115.24,5116,0,F,326,124,23.9812,16.2777,15,BROKEUP
499,1,4280,5117.78,5118,0,F,171,203,23.219,20.932,126,BROKEUP
517,3,4412,5119.49,5120,1,F,297,268,24.8791,22.2686,51,BROKEUP
546,1,4651,5126.48,5127,1,F,74,47,27.8137,37.4925,48,BROKEUP
538,3,4625,5137.57,5138,0,F,338,221,28.961,30.9452,69,BROKEUP
565,4,4790,5142.57,5143,1,F,331,152,26.9246,24.8577,38,BROKEUP
616,1,5089,5142.35,5143,0,F,195,298,34.2266,30.8283,13,BROKEUP
614,3,5074,5152.32,5153,0,F,317,42,20.1798,17.9217,11,BROKEUP
539,1,4625,5168.32,5169,0,F,14,217,18.9976,18.3625,79,BROKEUP
615,1,5080,5169.74,5170,1,F,102,196,24.4253,23.5689,8,BROKEUP
595,3,4963,5186.9,5187,1,F,241,107,26.7137,25.1471,1,BROKEUP
631,3,5160,5200.3,5201,0,F,338,72,29.1336,24.827,13,BROKEUP
48,2,17,5204.56,5205,2,F,68,60,55.7834,44.7732,427,BROKEUP
591,4,4953,5219.06,5220,0,F,207,280,18.0905,17.6344,40,BROKEUP
530,2,4519,5229.14,5230,1,F,12,86,20.6461,15.8566,20,BROKEUP
604,1,5021,5243.73,5244,0,F,135,19,17.6258,15.7835,71,BROKEUP
588,4,4916,5258.72,5259,1,F,178,131,18.6582,17.8532,16,BROKEUP
630,4,5149,5266.13,5267,0,F,273,152,29.8885,25.1974,17,BROKEUP
602,2,5010,5272.83,5273,0,F,330,299,22.0375,16.5492,9,BROKEUP
642,3,5263,5276.24,5277,0,F,74,293,28.2246,27.5138,1,BROKEUP
596,2,4979,5281.1,5282,1,F,175,153,30.3009,27.1628,19,BROKEUP
504,2,4337,5286.74,5287,1,F,271,179,23.3026,25.3176,83,BROKEUP
643,2,5268,5298.06,5299,0,F,12,131,20.8352,17.9627,5,BROKEUP
487,1,4188,5317.66,5318,1,F,250,279,26.6039,21.3431,38,BROKEUP
601,3,5001,5318.76,5319,1,F,24,325,30.6087,30.7093,36,BROKEUP
580,1,4863,5324.85,5325,0,F,82,182,25.4177,27.5123,85,BROKEUP
582,1,4883,5346.25,5347,1,F,100,64,19.3436,17.4186,27,BROKEUP
603,2,5013,5347.75,5348,0,F,267,57,25.5251,22.9545,23,BROKEUP
534,3,4537,5376.52,5377,1,F,316,304,39.2201,36.042,119,BROKEUP
605,4,5027,5384.54,5385,1,F,143,158,19.6248,17.6093,46,BROKEUP
609,2,5043,5385.71,5386,0,F,252,109,19.1747,19.3471,50,BROKEUP
617,3,5090,5409.03,5410,1,F,309,77,36.7507,27.9139,83,BROKEUP
638,1,5220,5411.18,5412,0,F,317,280,20.8894,18.1604,6,BROKEUP
610,3,5044,5416.66,5417,1,F,144,43,27.1777,28.5933,35,BROKEUP
633,1,5177,5417.5,5418,0,F,326,254,24.8086,16.154,19,BROKEUP
634,1,5196,5426.26,5427,0,F,92,42,15.187,18.6724,21,BROKEUP
594,2,4963,5432.98,5433,0,F,62,130,31.1068,31.8153,8,BROKEUP
597,1,4979,5456.56,5457,1,F,11,245,28.1511,24.6716,58,BROKEUP
562,1,4787,5460.96,5461,1,F,166,126,20.6615,17.7901,57,BROKEUP
663,3,5422,5462.05,5463,0,F,283,254,17.5151,16.2773,12,BROKEUP
532,3,4528,5465.26,5466,1,F,28,93,28.664,23.8073,115,BROKEUP
606,1,5029,5466.97,5467,1,F,187,266,17.5193,18.7747,38,BROKEUP
579,3,4860,5471.45,5472,0,F,34,83,31.3885,17.7035,59,BROKEUP
650,3,5361,5500.69,5501,0,F,135,257,18.3299,16.7069,49,BROKEUP
30,2,5,5507.92,5508,2,F,98,106,48.5035,44.845,539,BROKEUP
32,1,6,5508.73,5509,2,F,281,177,57.3466,53.6274,521,BROKEUP
583,1,4886,5516.51,5517,0,F,63,136,20.7557,19.8361,41,BROKEUP
483,2,4166,5521.71,5522,1,F,39,264,31.716,32.4991,123,BROKEUP
490,1,4194,5530.66,5531,2,F,229,194,61.2277,60.4797,103,BROKEUP
678,3,5510,5531.78,5532,0,F,135,257,18.4149,16.7918,9,BROKEUP
620,1,5100,5544.24,5545,1,F,36,148,21.7835,24.9725,5,BROKEUP
682,1,5533,5565.27,5566,0,F,184,136,17.0098,19.9703,10,BROKEUP
622,3,5107,5569.38,5570,0,F,333,51,23.2423,21.6312,97,BROKEUP
507,2,4345,5572.24,5573,1,F,335,160,26.8292,25.985,146,BROKEUP
662,3,5422,5590.28,5591,0,F,143,152,20.1892,26.0851,6,BROKEUP
608,2,5042,5592.4,5593,1,F,125,88,25.6065,23.8002,66,BROKEUP
671,4,5474,5595.37,5596,1,F,74,293,29.0986,28.3878,15,BROKEUP
645,3,5312,5607.3,5608,0,F,271,212,24.182,17.3766,30,BROKEUP
681,3,5530,5607.69,5608,0,F,283,20,17.9123,15.8848,13,BROKEUP
201,2,1422,5610.43,5611,2,F,345,188,34.8272,27.4279,435,BROKEUP
686,1,5553,5626.93,5627,0,F,294,299,18.7904,17.519,5,BROKEUP
621,2,5101,5629.47,5630,1,F,256,340,35.0412,33.1338,17,BROKEUP
624,2,5119,5633.7,5634,1,F,134,203,25.8782,22.3457,26,BROKEUP
640,3,5259,5649.22,5650,1,F,207,86,19.2686,17.0073,91,BROKEUP
577,2,4854,5650.27,5651,1,F,204,27,34.51,32.0454,123,BROKEUP
626,1,5124,5656.36,5657,1,F,300,124,25.3336,17.7599,94,BROKEUP
694,1,5643,5665.18,5666,0,F,92,299,15.8418,17.6259,10,BROKEUP
627,1,5132,5675.36,5676,0,F,238,285,34.4051,34.7323,76,BROKEUP
587,2,4914,5682.89,5683,1,F,228,278,18.8919,15.9189,11,BROKEUP
656,3,5390,5703.15,5704,0,F,82,109,26.4561,20.2183,48,BROKEUP
648,2,5353,5710.91,5711,1,F,14,174,20.4825,15.673,67,BROKEUP
659,1,5421,5712.55,5713,0,F,163,280,16.4877,18.985,19,BROKEUP
581,3,4882,5714.81,5715,0,F,56,80,19.721,19.9943,76,BROKEUP
689,2,5592,5725.89,5726,0,F,143,257,20.559,17.3233,9,BROKEUP
639,2,5248,5733.22,5734,1,F,171,19,24.9066,17.126,64,BROKEUP
586,1,4911,5735.13,5736,1,F,262,89,32.8222,30.5953,47,BROKEUP
618,1,5090,5762.4,5763,1,F,344,247,22.8622,22.7446,31,BROKEUP
710,3,5754,5792.65,5793,0,F,171,109,25.0683,20.4622,12,BROKEUP
685,1,5547,5792.16,5793,0,F,63,91,21.5119,16.4769,36,BROKEUP
664,1,5427,5800.45,5801,0,F,317,42,21.9552,19.6971,36,BROKEUP
660,1,5421,5801.28,5802,1,F,267,196,26.7689,25.3004,49,BROKEUP
644,4,5295,5826.39,5827,1,F,260,72,30.3181,26.5421,150,BROKEUP
673,1,5492,5829.67,5830,0,F,205,329,17.5957,16.9326,45,BROKEUP
612,2,5059,5834.74,5835,1,F,95,127,27.3891,26.6376,71,BROKEUP
623,2,5111,5834.83,5835,1,F,192,276,30.797,25.1201,90,BROKEUP
600,1,4983,5845.48,5846,1,F,342,33,25.0046,22.4125,26,BROKEUP
436,4,3680,5854.4,5855,2,F,81,277,25.6846,23.7749,166,BROKEUP
625,2,5124,5881.37,5882,1,F,275,94,35.7307,28.8159,141,BROKEUP
636,3,5217,5883.03,5884,1,F,241,268,28.6233,24.3618,35,BROKEUP
692,1,5615,5887.41,5888,0,F,345,293,35.5861,29.1878,21,BROKEUP
675,3,5493,5899.14,5900,1,F,100,83,20.8587,18.8761,73,BROKEUP
712,3,5783,5903.62,5904,0,F,228,25,19.4974,17.1851,2,BROKEUP
674,3,5492,5904.15,5905,1,F,166,266,21.8779,19.9747,18,BROKEUP
684,1,5547,5904.04,5905,0,F,11,77,29.3785,29.27,71,BROKEUP
666,2,5447,5911.27,5912,0,F,12,21,22.5146,17.5445,47,BROKEUP
706,1,5743,5911.25,5912,0,F,300,88,26.0322,24.6742,30,BROKEUP
703,2,5731,5928.84,5929,0,F,92,257,16.5624,17.8795,30,BROKEUP
46,1,16,5932.84,5933,2,F,206,142,55.5609,49.2486,531,BROKEUP
649,1,5356,5933.07,5934,0,F,175,325,32.0872,32.3942,73,BROKEUP
690,2,5595,5944.08,5945,1,F,333,136,24.2697,21.0087,21,BROKEUP
668,1,5459,5948.54,5949,1,F,144,245,28.6352,26.0195,84,BROKEUP
646,2,5313,5953.1,5954,1,F,172,131,19.3812,19.7573,82,BROKEUP
260,4,2050,5957.35,5958,2,F,198,208,52.4456,36.2983,363,BROKEUP
561,3,4787,5960.29,5961,1,F,105,315,30.3482,35.2751,65,BROKEUP
702,1,5715,5966.03,5967,0,F,135,174,19.6067,16.3743,25,BROKEUP
705,2,5740,5972.7,5973,0,F,163,19,17.2,17.7808,21,BROKEUP
714,3,5797,5979.9,5980,0,F,344,280,23.4567,19.7165,13,BROKEUP
697,2,5646,5984.73,5985,1,F,39,188,32.9845,28.4526,18,BROKEUP
665,1,5429,6005.56,6006,1,F,326,265,26.4196,17.8152,39,BROKEUP
635,1,5197,6010.54,6011,1,F,331,217,29.3027,20.6693,154,BROKEUP
698,2,5651,6015.89,6016,1,F,271,86,25.2998,18.01,7,BROKEUP
691,1,5611,6020.67,6021,1,F,297,234,27.3476,18.2811,64,BROKEUP
655,1,5388,6026.86,6027,1,F,273,261,31.9707,30.0712,139,BROKEUP
693,4,5638,6039.49,6040,1,F,125,160,26.8312,27.2645,41,BROKEUP
661,2,5421,6046.4,6047,1,F,252,64,20.9857,19.3364,16,BROKEUP
599,1,4982,6052.37,6053,1,F,35,215,30.8547,25.3194,100,BROKEUP
734,1,5971,6053.88,6054,0,F,11,325,29.7867,32.723,22,BROKEUP
729,2,5937,6065.85,6066,0,F,283,257,19.1671,18.2548,14,BROKEUP
743,1,6020,6065.05,6066,0,F,92,86,16.9377,18.147,1,BROKEUP
667,1,5459,6078.87,6079,1,F,110,43,27.5635,30.407,20,BROKEUP
611,4,5059,6080.53,6081,1,F,287,5,30.6075,29.8822,62,BROKEUP
669,1,5466,6082.24,6083,1,F,87,254,17.6407,17.9759,58,BROKEUP
730,3,5945,6106.37,6107,0,F,333,329,24.7135,17.6915,14,BROKEUP
607,3,5031,6110.56,6111,1,F,218,170,19.902,19.5224,66,BROKEUP
718,2,5901,6113.49,6114,0,F,63,83,22.3913,19.4624,8,BROKEUP
724,1,5918,6114.54,6115,1,F,241,88,29.2562,25.2304,35,BROKEUP
613,3,5064,6138.91,6139,1,F,164,30,24.0322,18.2088,49,BROKEUP
728,1,5934,6163.61,6164,0,F,166,25,22.5875,17.8974,45,BROKEUP
696,3,5646,6166.22,6167,1,F,318,212,29.5968,18.9082,86,BROKEUP
700,1,5707,6166.52,6167,0,F,294,299,20.2699,18.9985,30,BROKEUP
688,1,5590,6177.73,6178,1,F,36,51,23.5177,23.297,39,BROKEUP
651,2,5377,6182.26,6183,1,F,178,322,21.1897,17.169,106,BROKEUP
677,1,5498,6190.64,6191,1,F,195,153,37.0978,29.6532,47,BROKEUP
632,1,5175,6192.78,6193,1,F,38,183,29.2866,21.3829,61,BROKEUP
739,2,5988,6211.75,6212,0,F,317,280,23.0812,20.3522,9,BROKEUP
699,4,5701,6229.23,6230,0,F,184,20,18.829,17.5889,65,BROKEUP
619,1,5090,6233.55,6234,1,F,65,147,25.675,20.1453,93,BROKEUP
755,4,6105,6242.47,6243,0,F,125,257,27.3873,18.7398,25,BROKEUP
756,1,6116,6248.13,6249,1,F,344,170,24.1937,19.9005,23,BROKEUP
737,1,5982,6249.64,6250,0,F,172,19,20.1922,18.5397,2,BROKEUP
736,1,5981,6281.07,6282,0,F,300,94,27.0459,29.9117,62,BROKEUP
717,1,5872,6295.02,6296,0,F,143,33,22.1207,23.6454,29,BROKEUP
723,3,5917,6315.53,6316,0,F,81,276,26.9476,26.4379,39,BROKEUP
749,3,6034,6336.56,6337,0,F,331,277,30.1958,25.0954,10,BROKEUP
16,2,2,6368.56,6369,2,F,305,73,48.1973,44.67,528,BROKEUP
763,1,6211,6368.54,6369,0,F,150,329,17.9389,18.4093,37,BROKEUP
727,1,5927,6385.42,6386,1,F,74,127,31.263,28.1472,79,BROKEUP
758,1,6170,6388.32,6389,0,F,323,212,17.6225,19.5164,38,BROKEUP
701,2,5712,6404.87,6405,1,F,82,203,28.3767,24.458,83,BROKEUP
747,1,6031,6404.4,6405,0,F,163,2,18.3836,17.8942,22,BROKEUP
676,2,5497,6408.38,6409,1,F,28,93,31.2475,26.3909,67,BROKEUP
657,1,5398,6413.77,6414,1,F,102,158,27.8336,20.4284,74,BROKEUP
704,2,5739,6429.87,6430,0,F,56,124,21.6799,19.8777,45,BROKEUP
759,2,6174,6433.17,6434,0,F,164,83,24.8405,20.3391,4,BROKEUP
754,1,6086,6441.3,6442,0,F,92,174,17.9678,17.6757,78,BROKEUP
773,1,6277,6446.46,6447,0,F,294,64,21.037,20.4323,9,BROKEUP
757,2,6129,6454.74,6455,0,F,218,254,20.8444,18.9951,20,BROKEUP
770,1,6250,6454.35,6455,0,F,317,170,23.747,20.4649,27,BROKEUP
722,3,5915,6457.04,6458,0,F,12,266,24.0105,21.4898,59,BROKEUP
719,1,5901,6459.45,6460,1,F,342,42,26.6868,21.5025,53,BROKEUP
731,1,5948,6459.15,6460,1,F,192,136,32.5093,22.4196,22,BROKEUP
753,2,6086,6462.94,6463,0,F,95,86,29.1096,19.2347,18,BROKEUP
306,2,2506,6466.62,6467,2,F,17,44,43.988,40.5769,345,BROKEUP
764,4,6213,6496.55,6497,0,F,35,215,32.0712,26.5359,31,BROKEUP
647,1,5346,6497.19,6498,1,F,330,279,25.3937,24.576,145,BROKEUP
732,3,5949,6559.06,6560,1,F,320,21,20.7332,19.3198,31,BROKEUP
