
Time,NodeID,TRANSITORY_M_Before_20,TRANSITORY_M_Before_30,TRANSITORY_M_Before_40,TRANSITORY_M_Before_50,TRANSITORY_M_After_20,TRANSITORY_M_After_30,TRANSITORY_M_After_40,TRANSITORY_M_After_50,TRANSITORY_F_Before_20,TRANSITORY_F_Before_40,TRANSITORY_F_After_20,TRANSITORY_F_After_40,INFORMAL_M_Before_20,INFORMAL_M_Before_40,INFORMAL_M_After_20,INFORMAL_M_After_40,INFORMAL_F_Before_20,INFORMAL_F_Before_30,INFORMAL_F_Before_40,INFORMAL_F_Before_50,INFORMAL_F_After_20,INFORMAL_F_After_30,INFORMAL_F_After_40,INFORMAL_F_After_50,MARITAL_M_Before_20,MARITAL_M_After_20,MARITAL_F_Before_10,MARITAL_F_Before_20,MARITAL_F_Before_30,MARITAL_F_Before_40,MARITAL_F_Before_50,MARITAL_F_After_10,MARITAL_F_After_20,MARITAL_F_After_30,MARITAL_F_After_40,MARITAL_F_After_50,COMMERCIAL_M_Before_50,COMMERCIAL_M_Before_85,COMMERCIAL_M_After_50,COMMERCIAL_M_After_85,COMMERCIAL_F_Before_50,COMMERCIAL_F_Before_85,COMMERCIAL_F_After_50,COMMERCIAL_F_After_85,TRANSITORY_LOW_M_20,TRANSITORY_LOW_M_30,TRANSITORY_LOW_M_40,TRANSITORY_LOW_M_50,TRANSITORY_LOW_F_20,TRANSITORY_LOW_F_40,TRANSITORY_HIGH_M_20,TRANSITORY_HIGH_M_30,TRANSITORY_HIGH_M_40,TRANSITORY_HIGH_M_50,TRANSITORY_HIGH_F_20,TRANSITORY_HIGH_F_40,INFORMAL_LOW_M_20,INFORMAL_LOW_M_40,INFORMAL_LOW_F_20,INFORMAL_LOW_F_30,INFORMAL_LOW_F_40,INFORMAL_LOW_F_50,INFORMAL_HIGH_M_20,INFORMAL_HIGH_M_40,INFORMAL_HIGH_F_20,INFORMAL_HIGH_F_30,INFORMAL_HIGH_F_40,INFORMAL_HIGH_F_50,MARITAL_LOW_M_20,MARITAL_LOW_F_10,MARITAL_LOW_F_20,MARITAL_LOW_F_30,MARITAL_LOW_F_40,MARITAL_LOW_F_50,MARITAL_HIGH_M_20,MARITAL_HIGH_F_10,MARITAL_HIGH_F_20,MARITAL_HIGH_F_30,MARITAL_HIGH_F_40,MARITAL_HIGH_F_50,COMMERCIAL_LOW_M_50,COMMERCIAL_LOW_M_85,COMMERCIAL_LOW_F_50,COMMERCIAL_LOW_F_85,COMMERCIAL_HIGH_M_50,COMMERCIAL_HIGH_M_85,COMMERCIAL_HIGH_F_50,COMMERCIAL_HIGH_F_85,desired_flow_TRANSITORY_M_20,desired_flow_TRANSITORY_M_30,desired_flow_TRANSITORY_M_40,desired_flow_TRANSITORY_M_50,desired_flow_TRANSITORY_F_20,desired_flow_TRANSITORY_F_40,desired_flow_INFORMAL_M_20,desired_flow_INFORMAL_M_40,desired_flow_INFORMAL_F_20,desired_flow_INFORMAL_F_30,desired_flow_INFORMAL_F_40,desired_flow_INFORMAL_F_50,desired_flow_MARITAL_M_20,desired_flow_MARITAL_F_10,desired_flow_MARITAL_F_20,desired_flow_MARITAL_F_30,desired_flow_MARITAL_F_40,desired_flow_MARITAL_F_50,desired_flow_COMMERCIAL_M_50,desired_flow_COMMERCIAL_M_85,desired_flow_COMMERCIAL_F_50,desired_flow_COMMERCIAL_F_85
735,1,46,82,64,74,42,75,58,63,9,19,0,0,3,18,0,0,8,156,59,58,5,152,56,47,58,58,0,0,2,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0.451382,0.451382,0.451382,0.451382,0.451382,0.451382,0.451382,0.451382,0.451382,0.451382,0.451382,0.451382,0.470388,0.470388,0.117597,0.117597,0.117597,0.117597,0.470388,0.470388,0.117597,0.117597,0.117597,0.117597,9.5025e-05,0,0,0,0,0,9.5025e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35415,1.35415,1.35415,1.35415,2.70829,2.70829,1.41116,1.41116,0.705581,0.705581,0.705581,0.705581,0.180548,0.0541643,0.0361095,0.0180548,0.0180548,0.0541643,0,0,0,0
736,1,46,82,64,74,42,75,58,63,9,19,0,0,3,18,0,0,8,156,59,58,5,152,56,47,58,58,0,0,2,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1.34935,1.34935,1.34935,1.34935,0.449784,0.449784,1.34935,1.34935,1.34935,1.34935,0.449784,0.449784,1.40617,1.40617,0.117181,0.117181,0.117181,0.117181,1.40617,1.40617,0.117181,0.117181,0.117181,0.117181,9.51392e-05,0,0,0,0,0,9.51392e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34935,1.34935,1.34935,1.34935,2.6987,2.6987,1.40617,1.40617,0.703083,0.703083,0.703083,0.703083,0.179908,0.0539725,0.0359817,0.0179908,0.0179908,0.0539725,0,0,0,0
737,1,46,82,64,74,42,75,58,63,9,19,0,0,3,18,0,0,8,156,59,58,5,152,56,47,58,58,0,0,2,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0.673991,0.673991,0.673991,0.673991,0.539193,0.539193,0.673991,0.673991,0.673991,0.673991,0.539193,0.539193,0.702369,0.702369,0.140474,0.140474,0.140474,0.140474,0.702369,0.702369,0.140474,0.140474,0.140474,0.140474,9.51433e-05,0,0,0,0,0,9.51433e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34798,1.34798,1.34798,1.34798,2.69596,2.69596,1.40474,1.40474,0.702369,0.702369,0.702369,0.702369,0.179726,0.0539177,0.0359451,0.0179726,0.0179726,0.0539177,0,0,0,0
738,1,46,82,64,74,42,75,58,63,9,19,0,0,3,18,0,0,8,156,59,58,5,152,56,47,58,58,0,0,2,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0.338108,0.338108,0.338108,0.338108,0.300541,0.300541,0.338108,0.338108,0.338108,0.338108,0.300541,0.300541,0.352345,0.352345,0.0782988,0.0782988,0.0782988,0.0782988,0.352345,0.352345,0.0782988,0.0782988,0.0782988,0.0782988,9.51051e-05,0,0,0,0,0,9.51051e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35243,1.35243,1.35243,1.35243,2.70487,2.70487,1.40938,1.40938,0.704689,0.704689,0.704689,0.704689,0.180319,0.0540958,0.0360638,0.0180319,0.0180319,0.0540958,0,0,0,0
739,1,46,82,64,74,42,75,58,63,9,19,0,0,3,18,0,0,8,156,59,58,5,152,56,47,58,58,0,0,2,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0.225406,0.225406,0.225406,0.225406,0.38641,0.38641,0.225406,0.225406,0.225406,0.225406,0.38641,0.38641,0.234896,0.234896,0.10067,0.10067,0.10067,0.10067,0.234896,0.234896,0.10067,0.10067,0.10067,0.10067,9.50049e-05,0,0,0,0,0,9.50049e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35243,1.35243,1.35243,1.35243,2.70487,2.70487,1.40938,1.40938,0.704689,0.704689,0.704689,0.704689,0.180319,0.0540958,0.0360638,0.0180319,0.0180319,0.0540958,0,0,0,0
740,1,46,82,64,74,42,75,58,63,9,19,0,0,3,18,0,0,8,156,59,58,5,152,56,47,58,58,0,0,2,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0.193254,0.193254,0.193254,0.193254,0.450925,0.450925,0.193254,0.193254,0.193254,0.193254,0.450925,0.450925,0.201391,0.201391,0.117478,0.117478,0.117478,0.117478,0.201391,0.201391,0.117478,0.117478,0.117478,0.117478,9.49289e-05,0,0,0,0,0,9.49289e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35278,1.35278,1.35278,1.35278,2.70555,2.70555,1.40974,1.40974,0.704868,0.704868,0.704868,0.704868,0.180365,0.0541095,0.036073,0.0180365,0.0180365,0.0541095,0,0,0,0
741,1,46,86,72,69,41,74,61,59,13,25,0,0,4,10,0,0,9,158,59,52,7,153,55,49,58,58,0,0,2,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0.193401,0.193401,0.193401,0.193401,0.338451,0.338451,0.193401,0.193401,0.193401,0.193401,0.338451,0.338451,0.201544,0.201544,0.0881754,0.0881754,0.0881754,0.0881754,0.201544,0.201544,0.0881754,0.0881754,0.0881754,0.0881754,9.49011e-05,0,0,0,0,0,9.49011e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3538,1.3538,1.3538,1.3538,2.70761,2.70761,1.41081,1.41081,0.705403,0.705403,0.705403,0.705403,0.180502,0.0541506,0.0361004,0.0180502,0.0180502,0.0541506,0,0,0,0
742,1,46,86,72,69,41,74,61,59,13,25,0,0,4,10,0,0,9,158,59,52,7,153,55,49,58,58,0,0,2,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0.150194,0.150194,0.150194,0.150194,0.386214,0.386214,0.150194,0.150194,0.150194,0.150194,0.386214,0.386214,0.156518,0.156518,0.100619,0.100619,0.100619,0.100619,0.156518,0.156518,0.100619,0.100619,0.100619,0.100619,9.50068e-05,0,0,0,0,0,9.50068e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35175,1.35175,1.35175,1.35175,2.7035,2.7035,1.40866,1.40866,0.704332,0.704332,0.704332,0.704332,0.180228,0.0540684,0.0360456,0.0180228,0.0180228,0.0540684,0,0,0,0
743,1,46,86,72,69,41,74,61,59,13,25,0,0,4,10,0,0,9,158,59,52,7,153,55,49,58,58,0,0,2,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0.150461,0.150461,0.150461,0.150461,0.300921,0.300921,0.150461,0.150461,0.150461,0.150461,0.300921,0.300921,0.156796,0.156796,0.0783979,0.0783979,0.0783979,0.0783979,0.156796,0.156796,0.0783979,0.0783979,0.0783979,0.0783979,9.50751e-05,0,0,0,0,0,9.50751e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35415,1.35415,1.35415,1.35415,2.70829,2.70829,1.41116,1.41116,0.705581,0.705581,0.705581,0.705581,0.180548,0.0541643,0.0361095,0.0180548,0.0180548,0.0541643,0,0,0,0
744,1,46,86,72,69,41,74,61,59,13,25,0,0,4,10,0,0,9,158,59,52,7,153,55,49,58,58,0,0,2,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0.122886,0.122886,0.122886,0.122886,0.27035,0.27035,0.122886,0.122886,0.122886,0.122886,0.27035,0.27035,0.12806,0.12806,0.0704332,0.0704332,0.0704332,0.0704332,0.12806,0.12806,0.0704332,0.0704332,0.0704332,0.0704332,9.50068e-05,0,0,0,0,0,9.50068e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35175,1.35175,1.35175,1.35175,2.7035,2.7035,1.40866,1.40866,0.704332,0.704332,0.704332,0.704332,0.180228,0.0540684,0.0360456,0.0180228,0.0180228,0.0540684,0,0,0,0
745,1,46,86,72,69,41,74,61,59,13,25,0,0,4,10,0,0,9,158,59,52,7,153,55,49,58,58,0,0,2,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0.122917,0.122917,0.122917,0.122917,0.208014,0.208014,0.122917,0.122917,0.122917,0.122917,0.208014,0.208014,0.128093,0.128093,0.0541931,0.0541931,0.0541931,0.0541931,0.128093,0.128093,0.0541931,0.0541931,0.0541931,0.0541931,9.49808e-05,0,0,0,0,0,9.49808e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35209,1.35209,1.35209,1.35209,2.70418,2.70418,1.40902,1.40902,0.704511,0.704511,0.704511,0.704511,0.180274,0.0540821,0.0360547,0.0180274,0.0180274,0.0540821,0,0,0,0
746,1,46,86,72,69,41,74,61,59,13,25,0,0,4,10,0,0,9,158,59,52,7,153,55,49,58,58,0,0,2,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0.112617,0.112617,0.112617,0.112617,0.225234,0.225234,0.112617,0.112617,0.112617,0.112617,0.225234,0.225234,0.117359,0.117359,0.0586795,0.0586795,0.0586795,0.0586795,0.117359,0.117359,0.0586795,0.0586795,0.0586795,0.0586795,9.49827e-05,0,0,0,0,0,9.49827e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35141,1.35141,1.35141,1.35141,2.70281,2.70281,1.40831,1.40831,0.704154,0.704154,0.704154,0.704154,0.180182,0.0540547,0.0360365,0.0180182,0.0180182,0.0540547,0,0,0,0
747,1,46,86,72,69,41,74,61,59,13,25,0,0,4,10,0,0,9,158,59,52,7,153,55,49,58,58,0,0,2,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0.135312,0.135312,0.135312,0.135312,0.22552,0.22552,0.135312,0.135312,0.135312,0.135312,0.22552,0.22552,0.141009,0.141009,0.0587538,0.0587538,0.0587538,0.0587538,0.141009,0.141009,0.0587538,0.0587538,0.0587538,0.0587538,9.5053e-05,0,0,0,0,0,9.5053e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35312,1.35312,1.35312,1.35312,2.70624,2.70624,1.41009,1.41009,0.705046,0.705046,0.705046,0.705046,0.180411,0.0541232,0.0360821,0.0180411,0.0180411,0.0541232,0,0,0,0
748,1,48,85,70,73,39,77,63,67,10,20,0,0,6,11,0,0,9,155,61,56,8,150,56,50,58,58,0,0,2,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0.135243,0.135243,0.135243,0.135243,0.245897,0.245897,0.135243,0.135243,0.135243,0.135243,0.245897,0.245897,0.140938,0.140938,0.0640627,0.0640627,0.0640627,0.0640627,0.140938,0.140938,0.0640627,0.0640627,0.0640627,0.0640627,9.51553e-05,0,0,0,0,0,9.51553e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35243,1.35243,1.35243,1.35243,2.70487,2.70487,1.40938,1.40938,0.704689,0.704689,0.704689,0.704689,0.180319,0.0540958,0.0360638,0.0180319,0.0180319,0.0540958,0,0,0,0
749,1,48,85,70,73,39,77,63,67,10,20,0,0,6,11,0,0,9,155,61,56,8,150,56,50,64,61,0,1,2,4,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0.112731,0.112731,0.112731,0.112731,0.208119,0.208119,0.112731,0.112731,0.112731,0.112731,0.208119,0.208119,0.117478,0.117478,0.0542206,0.0542206,0.0542206,0.0542206,0.117478,0.117478,0.0542206,0.0542206,0.0542206,0.0542206,9.51794e-05,0,0,0,0,0,9.51794e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35278,1.35278,1.35278,1.35278,2.70555,2.70555,1.40974,1.40974,0.704868,0.704868,0.704868,0.704868,0.180365,0.0541095,0.036073,0.0180365,0.0180365,0.0541095,0,0,0,0
750,1,48,85,70,73,39,77,63,67,10,20,0,0,6,11,0,0,9,155,61,56,8,150,56,50,64,61,0,1,2,4,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0.0967247,0.0967247,0.0967247,0.0967247,0.246208,0.246208,0.0967247,0.0967247,0.0967247,0.0967247,0.246208,0.246208,0.100797,0.100797,0.0641438,0.0641438,0.0641438,0.0641438,0.100797,0.100797,0.0641438,0.0641438,0.0641438,0.0641438,9.4975e-05,0,0,0,0,0,9.4975e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35415,1.35415,1.35415,1.35415,2.70829,2.70829,1.41116,1.41116,0.705581,0.705581,0.705581,0.705581,0.180548,0.0541643,0.0361095,0.0180548,0.0180548,0.0541643,0,0,0,0
751,1,48,85,70,73,39,77,63,67,10,20,0,0,6,11,0,0,9,155,61,56,8,150,56,50,64,61,0,1,2,4,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0.104033,0.104033,0.104033,0.104033,0.38641,0.38641,0.104033,0.104033,0.104033,0.104033,0.38641,0.38641,0.108414,0.108414,0.10067,0.10067,0.10067,0.10067,0.108414,0.108414,0.10067,0.10067,0.10067,0.10067,9.49548e-05,0,0,0,0,0,9.49548e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35243,1.35243,1.35243,1.35243,2.70487,2.70487,1.40938,1.40938,0.704689,0.704689,0.704689,0.704689,0.180319,0.0540958,0.0360638,0.0180319,0.0180319,0.0540958,0,0,0,0
752,1,48,85,70,73,39,77,63,67,10,20,0,0,6,11,0,0,9,155,61,56,8,150,56,50,64,61,0,1,2,4,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0.149471,0.149471,0.149471,0.149471,0.448414,0.448414,0.149471,0.149471,0.149471,0.149471,0.448414,0.448414,0.155765,0.155765,0.116824,0.116824,0.116824,0.116824,0.155765,0.155765,0.116824,0.116824,0.116824,0.116824,9.50505e-05,0,0,0,0,0,9.50505e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34524,1.34524,1.34524,1.34524,2.69048,2.69048,1.40188,1.40188,0.700942,0.700942,0.700942,0.700942,0.17936,0.0538081,0.0358721,0.017936,0.017936,0.0538081,0,0,0,0
753,1,48,85,70,73,39,77,63,67,10,20,0,0,6,11,0,0,9,155,61,56,8,150,56,50,64,61,0,1,2,4,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0.223922,0.223922,0.223922,0.223922,0.447843,0.447843,0.223922,0.223922,0.223922,0.223922,0.447843,0.447843,0.23335,0.23335,0.116675,0.116675,0.116675,0.116675,0.23335,0.23335,0.116675,0.116675,0.116675,0.116675,9.51312e-05,0,0,0,0,0,9.51312e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34353,1.34353,1.34353,1.34353,2.68706,2.68706,1.4001,1.4001,0.70005,0.70005,0.70005,0.70005,0.179132,0.0537396,0.0358264,0.0179132,0.0179132,0.0537396,0,0,0,0
754,1,48,85,70,73,39,77,63,67,10,20,0,0,6,11,0,0,9,155,61,56,8,150,56,50,64,61,0,1,2,4,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0.223864,0.223864,0.223864,0.223864,0.537275,0.537275,0.223864,0.223864,0.223864,0.223864,0.537275,0.537275,0.23329,0.23329,0.139974,0.139974,0.139974,0.139974,0.23329,0.23329,0.139974,0.139974,0.139974,0.139974,9.50564e-05,0,0,0,0,0,9.50564e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34319,1.34319,1.34319,1.34319,2.68637,2.68637,1.39974,1.39974,0.699871,0.699871,0.699871,0.699871,0.179086,0.0537259,0.0358173,0.0179086,0.0179086,0.0537259,0,0,0,0
755,1,48,84,72,78,41,73,67,74,14,13,0,0,6,12,0,0,13,154,62,61,9,149,56,58,64,61,0,1,2,4,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0.335369,0.335369,0.335369,0.335369,1.34147,1.34147,0.335369,0.335369,0.335369,0.335369,1.34147,1.34147,0.349489,0.349489,0.349489,0.349489,0.349489,0.349489,0.349489,0.349489,0.349489,0.349489,0.349489,0.349489,9.51373e-05,0,0,0,0,0,9.51373e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34147,1.34147,1.34147,1.34147,2.68295,2.68295,1.39796,1.39796,0.698979,0.698979,0.698979,0.698979,0.178858,0.0536574,0.0357716,0.0178858,0.0178858,0.0536574,0,0,0,0
756,1,48,84,72,78,41,73,67,74,14,13,0,0,6,12,0,0,13,154,62,61,9,149,56,58,64,61,0,1,2,4,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0.670737,0.670737,0.670737,0.670737,0.383278,0.383278,0.670737,0.670737,0.670737,0.670737,0.383278,0.383278,0.698979,0.698979,0.0998541,0.0998541,0.0998541,0.0998541,0.698979,0.698979,0.0998541,0.0998541,0.0998541,0.0998541,9.51879e-05,0,0,0,0,0,9.51879e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34147,1.34147,1.34147,1.34147,2.68295,2.68295,1.39796,1.39796,0.698979,0.698979,0.698979,0.698979,0.178858,0.0536574,0.0357716,0.0178858,0.0178858,0.0536574,0,0,0,0
757,1,48,84,72,78,41,73,67,74,14,13,0,0,6,12,0,0,13,154,62,61,9,149,56,58,64,61,0,1,2,4,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0.335711,0.335711,0.335711,0.335711,0.29841,0.29841,0.335711,0.335711,0.335711,0.335711,0.29841,0.29841,0.349846,0.349846,0.0777436,0.0777436,0.0777436,0.0777436,0.349846,0.349846,0.0777436,0.0777436,0.0777436,0.0777436,9.51838e-05,0,0,0,0,0,9.51838e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34284,1.34284,1.34284,1.34284,2.68569,2.68569,1.39939,1.39939,0.699693,0.699693,0.699693,0.699693,0.179041,0.0537122,0.0358081,0.0179041,0.0179041,0.0537122,0,0,0,0
758,1,48,84,72,78,41,73,67,74,14,13,0,0,6,12,0,0,13,154,62,61,9,149,56,58,64,61,0,1,2,4,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0.335283,0.335283,0.335283,0.335283,0.447044,0.447044,0.335283,0.335283,0.335283,0.335283,0.447044,0.447044,0.3494,0.3494,0.116467,0.116467,0.116467,0.116467,0.3494,0.3494,0.116467,0.116467,0.116467,0.116467,9.5113e-05,0,0,0,0,0,9.5113e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34113,1.34113,1.34113,1.34113,2.68226,2.68226,1.3976,1.3976,0.6988,0.6988,0.6988,0.6988,0.178812,0.0536437,0.0357625,0.0178812,0.0178812,0.0536437,0,0,0,0
759,1,48,84,72,78,41,73,67,74,14,13,0,0,6,12,0,0,13,154,62,61,9,149,56,58,64,61,0,1,2,4,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0.671765,0.671765,0.671765,0.671765,0.447843,0.447843,0.671765,0.671765,0.671765,0.671765,0.447843,0.447843,0.70005,0.70005,0.116675,0.116675,0.116675,0.116675,0.70005,0.70005,0.116675,0.116675,0.116675,0.116675,9.5283e-05,0,0,0,0,0,9.5283e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34353,1.34353,1.34353,1.34353,2.68706,2.68706,1.4001,1.4001,0.70005,0.70005,0.70005,0.70005,0.179132,0.0537396,0.0358264,0.0179132,0.0179132,0.0537396,0,0,0,0
760,1,48,84,72,78,41,73,67,74,14,13,0,0,6,12,0,0,13,154,62,61,9,149,56,58,64,61,0,1,2,4,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0.670737,0.670737,0.670737,0.670737,0.53659,0.53659,0.670737,0.670737,0.670737,0.670737,0.53659,0.53659,0.698979,0.698979,0.139796,0.139796,0.139796,0.139796,0.698979,0.698979,0.139796,0.139796,0.139796,0.139796,9.52386e-05,0,0,0,0,0,9.52386e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34147,1.34147,1.34147,1.34147,2.68295,2.68295,1.39796,1.39796,0.698979,0.698979,0.698979,0.698979,0.178858,0.0536574,0.0357716,0.0178858,0.0178858,0.0536574,0,0,0,0
761,1,48,84,72,78,41,73,67,74,14,13,0,0,6,12,0,0,13,154,62,61,9,149,56,58,64,61,0,1,2,4,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0.670395,0.670395,0.670395,0.670395,0.89386,0.89386,0.670395,0.670395,0.670395,0.670395,0.89386,0.89386,0.698622,0.698622,0.232874,0.232874,0.232874,0.232874,0.698622,0.698622,0.232874,0.232874,0.232874,0.232874,9.51393e-05,0,0,0,0,0,9.51393e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34079,1.34079,1.34079,1.34079,2.68158,2.68158,1.39724,1.39724,0.698622,0.698622,0.698622,0.698622,0.178767,0.05363,0.0357533,0.0178767,0.0178767,0.05363,0,0,0,0
762,1,45,81,75,83,41,73,67,70,13,20,0,0,9,12,0,0,12,157,62,61,3,155,56,57,64,61,0,1,2,4,1,0,0,2,3,0,0,0,0,0,0,0,0,0,1.33839,1.33839,1.33839,1.33839,0.892262,0.892262,1.33839,1.33839,1.33839,1.33839,0.892262,0.892262,1.39475,1.39475,0.232458,0.232458,0.232458,0.232458,1.39475,1.39475,0.232458,0.232458,0.232458,0.232458,9.51211e-05,0,0,0,0,0,9.51211e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33839,1.33839,1.33839,1.33839,2.67678,2.67678,1.39475,1.39475,0.697373,0.697373,0.697373,0.697373,0.178447,0.0535341,0.0356894,0.0178447,0.0178447,0.0535341,0,0,0,0
763,1,45,81,75,83,41,73,67,70,13,20,0,0,9,12,0,0,12,157,62,61,3,155,56,57,64,61,0,1,2,4,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0.66971,0.66971,0.66971,0.66971,2.67884,2.67884,0.66971,0.66971,0.66971,0.66971,2.67884,2.67884,0.697908,0.697908,0.697908,0.697908,0.697908,0.697908,0.697908,0.697908,0.697908,0.697908,0.697908,0.697908,9.50927e-05,0,0,0,0,0,9.50927e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33942,1.33942,1.33942,1.33942,2.67884,2.67884,1.39582,1.39582,0.697908,0.697908,0.697908,0.697908,0.178584,0.0535752,0.0357168,0.0178584,0.0178584,0.0535752,0,0,0,0
764,1,45,81,75,83,41,73,67,70,13,20,0,0,9,12,0,0,12,157,62,61,3,155,56,57,64,61,0,1,2,4,1,0,0,2,3,0,0,0,0,0,0,0,0,0,1.33668,1.33668,1.33668,1.33668,0.89112,0.89112,1.33668,1.33668,1.33668,1.33668,0.89112,0.89112,1.39296,1.39296,0.23216,0.23216,0.23216,0.23216,1.39296,1.39296,0.23216,0.23216,0.23216,0.23216,9.51515e-05,0,0,0,0,0,9.51515e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33668,1.33668,1.33668,1.33668,2.67336,2.67336,1.39296,1.39296,0.696481,0.696481,0.696481,0.696481,0.178219,0.0534656,0.0356438,0.0178219,0.0178219,0.0534656,0,0,0,0
765,1,45,81,75,83,41,73,67,70,13,20,0,0,9,12,0,0,12,157,62,61,3,155,56,57,64,61,0,1,2,4,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667313,0.667313,0,0,0,0,0.667313,0.667313,0,0,0.173852,0.173852,0.173852,0.173852,0,0,0.173852,0.173852,0.173852,0.173852,9.52086e-05,0,0,0,0,0,9.52086e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33463,1.33463,1.33463,1.33463,2.66925,2.66925,1.39082,1.39082,0.69541,0.69541,0.69541,0.69541,0.177945,0.0533834,0.035589,0.0177945,0.0177945,0.0533834,0,0,0,0
766,1,45,81,75,83,41,73,67,70,13,20,0,0,9,12,0,0,12,157,62,61,3,155,56,57,64,61,0,1,2,4,1,0,0,2,3,0,0,0,0,0,0,0,0,0,1.33394,1.33394,1.33394,1.33394,0.66697,0.66697,1.33394,1.33394,1.33394,1.33394,0.66697,0.66697,1.39011,1.39011,0.173763,0.173763,0.173763,0.173763,1.39011,1.39011,0.173763,0.173763,0.173763,0.173763,9.52106e-05,0,0,0,0,0,9.52106e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33394,1.33394,1.33394,1.33394,2.66788,2.66788,1.39011,1.39011,0.695053,0.695053,0.695053,0.695053,0.177853,0.0533561,0.0355707,0.0177853,0.0177853,0.0533561,0,0,0,0
767,1,45,81,75,83,41,73,67,70,13,20,0,0,9,12,0,0,12,157,62,61,3,155,56,57,64,61,0,1,2,4,1,0,0,2,3,0,0,0,0,0,0,0,0,0,1.33565,1.33565,1.33565,1.33565,0.534261,0.534261,1.33565,1.33565,1.33565,1.33565,0.534261,0.534261,1.39189,1.39189,0.139189,0.139189,0.139189,0.139189,1.39189,1.39189,0.139189,0.139189,0.139189,0.139189,9.518e-05,0,0,0,0,0,9.518e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33565,1.33565,1.33565,1.33565,2.6713,2.6713,1.39189,1.39189,0.695945,0.695945,0.695945,0.695945,0.178082,0.0534245,0.0356164,0.0178082,0.0178082,0.0534245,0,0,0,0
