
Time,NodeID,TRANSITORY_M_Before_20,TRANSITORY_M_Before_30,TRANSITORY_M_Before_40,TRANSITORY_M_Before_50,TRANSITORY_M_After_20,TRANSITORY_M_After_30,TRANSITORY_M_After_40,TRANSITORY_M_After_50,TRANSITORY_F_Before_20,TRANSITORY_F_Before_40,TRANSITORY_F_After_20,TRANSITORY_F_After_40,INFORMAL_M_Before_20,INFORMAL_M_Before_40,INFORMAL_M_After_20,INFORMAL_M_After_40,INFORMAL_F_Before_20,INFORMAL_F_Before_30,INFORMAL_F_Before_40,INFORMAL_F_Before_50,INFORMAL_F_After_20,INFORMAL_F_After_30,INFORMAL_F_After_40,INFORMAL_F_After_50,MARITAL_M_Before_20,MARITAL_M_After_20,MARITAL_F_Before_10,MARITAL_F_Before_20,MARITAL_F_Before_30,MARITAL_F_Before_40,MARITAL_F_Before_50,MARITAL_F_After_10,MARITAL_F_After_20,MARITAL_F_After_30,MARITAL_F_After_40,MARITAL_F_After_50,COMMERCIAL_M_Before_50,COMMERCIAL_M_Before_85,COMMERCIAL_M_After_50,COMMERCIAL_M_After_85,COMMERCIAL_F_Before_50,COMMERCIAL_F_Before_85,COMMERCIAL_F_After_50,COMMERCIAL_F_After_85,TRANSITORY_LOW_M_20,TRANSITORY_LOW_M_30,TRANSITORY_LOW_M_40,TRANSITORY_LOW_M_50,TRANSITORY_LOW_F_20,TRANSITORY_LOW_F_40,TRANSITORY_HIGH_M_20,TRANSITORY_HIGH_M_30,TRANSITORY_HIGH_M_40,TRANSITORY_HIGH_M_50,TRANSITORY_HIGH_F_20,TRANSITORY_HIGH_F_40,INFORMAL_LOW_M_20,INFORMAL_LOW_M_40,INFORMAL_LOW_F_20,INFORMAL_LOW_F_30,INFORMAL_LOW_F_40,INFORMAL_LOW_F_50,INFORMAL_HIGH_M_20,INFORMAL_HIGH_M_40,INFORMAL_HIGH_F_20,INFORMAL_HIGH_F_30,INFORMAL_HIGH_F_40,INFORMAL_HIGH_F_50,MARITAL_LOW_M_20,MARITAL_LOW_F_10,MARITAL_LOW_F_20,MARITAL_LOW_F_30,MARITAL_LOW_F_40,MARITAL_LOW_F_50,MARITAL_HIGH_M_20,MARITAL_HIGH_F_10,MARITAL_HIGH_F_20,MARITAL_HIGH_F_30,MARITAL_HIGH_F_40,MARITAL_HIGH_F_50,COMMERCIAL_LOW_M_50,COMMERCIAL_LOW_M_85,COMMERCIAL_LOW_F_50,COMMERCIAL_LOW_F_85,COMMERCIAL_HIGH_M_50,COMMERCIAL_HIGH_M_85,COMMERCIAL_HIGH_F_50,COMMERCIAL_HIGH_F_85,desired_flow_TRANSITORY_M_20,desired_flow_TRANSITORY_M_30,desired_flow_TRANSITORY_M_40,desired_flow_TRANSITORY_M_50,desired_flow_TRANSITORY_F_20,desired_flow_TRANSITORY_F_40,desired_flow_INFORMAL_M_20,desired_flow_INFORMAL_M_40,desired_flow_INFORMAL_F_20,desired_flow_INFORMAL_F_30,desired_flow_INFORMAL_F_40,desired_flow_INFORMAL_F_50,desired_flow_MARITAL_M_20,desired_flow_MARITAL_F_10,desired_flow_MARITAL_F_20,desired_flow_MARITAL_F_30,desired_flow_MARITAL_F_40,desired_flow_MARITAL_F_50,desired_flow_COMMERCIAL_M_50,desired_flow_COMMERCIAL_M_85,desired_flow_COMMERCIAL_F_50,desired_flow_COMMERCIAL_F_85
240,1,11,20,16,17,5,10,11,8,14,16,0,0,5,14,0,0,6,12,14,5,1,9,8,0,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.441964,0.441964,0.441964,0.441964,1.76786,1.76786,0.441964,0.441964,0.441964,0.441964,1.76786,1.76786,0.460573,0.460573,0.460573,0.460573,0.460573,0.460573,0.460573,0.460573,0.460573,0.460573,0.460573,0.460573,9.48139e-05,0,0,0,0,0,9.48139e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76786,1.76786,1.76786,1.76786,3.53571,3.53571,1.84229,1.84229,0.921146,0.921146,0.921146,0.921146,0.235707,0.0707122,0.0471414,0.0235707,0.0235707,0.0707122,0,0,0,0
241,1,11,20,16,17,5,10,11,8,14,16,0,0,5,14,0,0,6,12,14,5,1,9,8,0,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.884099,0.884099,0.884099,0.884099,1.1788,1.1788,0.884099,0.884099,0.884099,0.884099,1.1788,1.1788,0.921324,0.921324,0.307108,0.307108,0.307108,0.307108,0.921324,0.921324,0.307108,0.307108,0.307108,0.307108,9.48322e-05,0,0,0,0,0,9.48322e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7682,1.7682,1.7682,1.7682,3.5364,3.5364,1.84265,1.84265,0.921324,0.921324,0.921324,0.921324,0.235753,0.0707259,0.0471506,0.0235753,0.0235753,0.0707259,0,0,0,0
242,1,11,20,16,17,5,10,11,8,14,16,0,0,5,14,0,0,6,12,14,5,1,9,8,0,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.588715,0.588715,0.588715,0.588715,1.76614,1.76614,0.588715,0.588715,0.588715,0.588715,1.76614,1.76614,0.613503,0.613503,0.460127,0.460127,0.460127,0.460127,0.613503,0.613503,0.460127,0.460127,0.460127,0.460127,9.48365e-05,0,0,0,0,0,9.48365e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76614,1.76614,1.76614,1.76614,3.53229,3.53229,1.84051,1.84051,0.920254,0.920254,0.920254,0.920254,0.235479,0.0706437,0.0470958,0.0235479,0.0235479,0.0706437,0,0,0,0
243,1,11,20,16,17,5,10,11,8,14,16,0,0,5,14,0,0,6,12,14,5,1,9,8,0,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,1.76443,1.76443,1.76443,1.76443,1.76443,1.76443,1.76443,1.76443,1.76443,1.76443,1.76443,1.76443,1.83872,1.83872,0.459681,0.459681,0.459681,0.459681,1.83872,1.83872,0.459681,0.459681,0.459681,0.459681,9.48974e-05,0,0,0,0,0,9.48974e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76443,1.76443,1.76443,1.76443,3.52886,3.52886,1.83872,1.83872,0.919362,0.919362,0.919362,0.919362,0.235251,0.0705752,0.0470501,0.0235251,0.0235251,0.0705752,0,0,0,0
244,1,11,19,21,16,6,9,10,10,14,18,0,0,8,12,0,0,2,13,14,4,0,6,7,0,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.881188,0.881188,0.881188,0.881188,0.881188,0.881188,0.881188,0.881188,0.881188,0.881188,0.881188,0.881188,0.918291,0.918291,0.229573,0.229573,0.229573,0.229573,0.918291,0.918291,0.229573,0.229573,0.229573,0.229573,9.49017e-05,0,0,0,0,0,9.49017e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76238,1.76238,1.76238,1.76238,3.52475,3.52475,1.83658,1.83658,0.918291,0.918291,0.918291,0.918291,0.234977,0.070493,0.0469953,0.0234977,0.0234977,0.070493,0,0,0,0
245,1,11,19,21,16,6,9,10,10,14,18,0,0,8,12,0,0,2,13,14,4,0,6,7,0,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.87999,0.87999,0.87999,0.87999,0.703992,0.703992,0.87999,0.87999,0.87999,0.87999,0.703992,0.703992,0.917042,0.917042,0.183408,0.183408,0.183408,0.183408,0.917042,0.917042,0.183408,0.183408,0.183408,0.183408,9.4926e-05,0,0,0,0,0,9.4926e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75998,1.75998,1.75998,1.75998,3.51996,3.51996,1.83408,1.83408,0.917042,0.917042,0.917042,0.917042,0.234657,0.0703971,0.0469314,0.0234657,0.0234657,0.0703971,0,0,0,0
246,1,11,19,21,16,6,9,10,10,14,18,0,0,8,12,0,0,2,13,14,4,0,6,7,0,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.586317,0.586317,0.586317,0.586317,0.586317,0.586317,0.586317,0.586317,0.586317,0.586317,0.586317,0.586317,0.611004,0.611004,0.152751,0.152751,0.152751,0.152751,0.611004,0.611004,0.152751,0.152751,0.152751,0.152751,9.49474e-05,0,0,0,0,0,9.49474e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75895,1.75895,1.75895,1.75895,3.5179,3.5179,1.83301,1.83301,0.916506,0.916506,0.916506,0.916506,0.23452,0.070356,0.046904,0.023452,0.023452,0.070356,0,0,0,0
247,1,11,19,21,16,6,9,10,10,14,18,0,0,8,12,0,0,2,13,14,4,0,6,7,0,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.877421,0.877421,0.877421,0.877421,0.701937,0.701937,0.877421,0.877421,0.877421,0.877421,0.701937,0.701937,0.914365,0.914365,0.182873,0.182873,0.182873,0.182873,0.914365,0.914365,0.182873,0.182873,0.182873,0.182873,9.49562e-05,0,0,0,0,0,9.49562e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75484,1.75484,1.75484,1.75484,3.50968,3.50968,1.82873,1.82873,0.914365,0.914365,0.914365,0.914365,0.233972,0.0701916,0.0467944,0.0233972,0.0233972,0.0701916,0,0,0,0
248,1,11,19,21,16,6,9,10,10,14,18,0,0,8,12,0,0,2,13,14,4,0,6,7,0,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16556,1.16556,0,0,0,0,1.16556,1.16556,0,0,0.303658,0.303658,0.303658,0.303658,0,0,0.303658,0.303658,0.303658,0.303658,9.49896e-05,0,0,0,0,0,9.49896e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74833,1.74833,1.74833,1.74833,3.49667,3.49667,1.82195,1.82195,0.910975,0.910975,0.910975,0.910975,0.233105,0.0699314,0.0466209,0.0233105,0.0233105,0.0699314,0,0,0,0
249,1,11,19,21,16,6,9,10,10,14,18,0,0,8,12,0,0,2,13,14,4,0,6,7,0,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.874339,0.874339,0.874339,0.874339,1.16578,1.16578,0.874339,0.874339,0.874339,0.874339,1.16578,1.16578,0.911153,0.911153,0.303718,0.303718,0.303718,0.303718,0.911153,0.911153,0.303718,0.303718,0.303718,0.303718,9.50857e-05,0,0,0,0,0,9.50857e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74868,1.74868,1.74868,1.74868,3.49735,3.49735,1.82231,1.82231,0.911153,0.911153,0.911153,0.911153,0.23315,0.0699451,0.04663,0.023315,0.023315,0.0699451,0,0,0,0
250,1,11,19,21,16,6,9,10,10,14,18,0,0,8,12,0,0,2,13,14,4,0,6,7,0,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48708,3.48708,0,0,0,0,3.48708,3.48708,0,0,0.908476,0.908476,0.908476,0.908476,0,0,0.908476,0.908476,0.908476,0.908476,9.51946e-05,0,0,0,0,0,9.51946e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74354,1.74354,1.74354,1.74354,3.48708,3.48708,1.81695,1.81695,0.908476,0.908476,0.908476,0.908476,0.232465,0.0697396,0.046493,0.0232465,0.0232465,0.0697396,0,0,0,0
251,1,9,22,27,16,6,13,16,6,12,21,0,0,8,11,0,0,3,14,11,7,0,8,8,0,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.58118,0.58118,0.58118,0.58118,3.48708,3.48708,0.58118,0.58118,0.58118,0.58118,3.48708,3.48708,0.605651,0.605651,0.908476,0.908476,0.908476,0.908476,0.605651,0.605651,0.908476,0.908476,0.908476,0.908476,9.51556e-05,0,0,0,0,0,9.51556e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74354,1.74354,1.74354,1.74354,3.48708,3.48708,1.81695,1.81695,0.908476,0.908476,0.908476,0.908476,0.232465,0.0697396,0.046493,0.0232465,0.0232465,0.0697396,0,0,0,0
252,1,9,22,27,16,6,13,16,6,12,21,0,0,8,11,0,0,3,14,11,7,0,8,8,0,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,1.74149,1.74149,1.74149,1.74149,1.74149,1.74149,1.74149,1.74149,1.74149,1.74149,1.74149,1.74149,1.81481,1.81481,0.453703,0.453703,0.453703,0.453703,1.81481,1.81481,0.453703,0.453703,0.453703,0.453703,9.50435e-05,0,0,0,0,0,9.50435e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74149,1.74149,1.74149,1.74149,3.48297,3.48297,1.81481,1.81481,0.907406,0.907406,0.907406,0.907406,0.232191,0.0696574,0.0464383,0.0232191,0.0232191,0.0696574,0,0,0,0
253,1,9,22,27,16,6,13,16,6,12,21,0,0,8,11,0,0,3,14,11,7,0,8,8,0,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.870743,0.870743,0.870743,0.870743,0.870743,0.870743,0.870743,0.870743,0.870743,0.870743,0.870743,0.870743,0.907406,0.907406,0.226851,0.226851,0.226851,0.226851,0.907406,0.907406,0.226851,0.226851,0.226851,0.226851,9.50046e-05,0,0,0,0,0,9.50046e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74149,1.74149,1.74149,1.74149,3.48297,3.48297,1.81481,1.81481,0.907406,0.907406,0.907406,0.907406,0.232191,0.0696574,0.0464383,0.0232191,0.0232191,0.0696574,0,0,0,0
254,1,9,22,27,16,6,13,16,6,12,21,0,0,8,11,0,0,3,14,11,7,0,8,8,0,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.868688,0.868688,0.868688,0.868688,1.73738,1.73738,0.868688,0.868688,0.868688,0.868688,1.73738,1.73738,0.905264,0.905264,0.452632,0.452632,0.452632,0.452632,0.905264,0.905264,0.452632,0.452632,0.452632,0.452632,9.49358e-05,0,0,0,0,0,9.49358e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73738,1.73738,1.73738,1.73738,3.47475,3.47475,1.81053,1.81053,0.905264,0.905264,0.905264,0.905264,0.231643,0.069493,0.0463287,0.0231643,0.0231643,0.069493,0,0,0,0
255,1,9,22,27,16,6,13,16,6,12,21,0,0,8,11,0,0,3,14,11,7,0,8,8,0,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.868688,0.868688,0.868688,0.868688,1.73738,1.73738,0.868688,0.868688,0.868688,0.868688,1.73738,1.73738,0.905264,0.905264,0.452632,0.452632,0.452632,0.452632,0.905264,0.905264,0.452632,0.452632,0.452632,0.452632,9.49358e-05,0,0,0,0,0,9.49358e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73738,1.73738,1.73738,1.73738,3.47475,3.47475,1.81053,1.81053,0.905264,0.905264,0.905264,0.905264,0.231643,0.069493,0.0463287,0.0231643,0.0231643,0.069493,0,0,0,0
256,1,9,22,27,16,6,13,16,6,12,21,0,0,8,11,0,0,3,14,11,7,0,8,8,0,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.866804,0.866804,0.866804,0.866804,1.73361,1.73361,0.866804,0.866804,0.866804,0.866804,1.73361,1.73361,0.903301,0.903301,0.451651,0.451651,0.451651,0.451651,0.903301,0.903301,0.451651,0.451651,0.451651,0.451651,9.48855e-05,0,0,0,0,0,9.48855e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73361,1.73361,1.73361,1.73361,3.46722,3.46722,1.8066,1.8066,0.903301,0.903301,0.903301,0.903301,0.231141,0.0693423,0.0462282,0.0231141,0.0231141,0.0693423,0,0,0,0
257,1,9,22,27,16,6,13,16,6,12,21,0,0,8,11,0,0,3,14,11,7,0,8,8,0,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.865606,0.865606,0.865606,0.865606,1.15414,1.15414,0.865606,0.865606,0.865606,0.865606,1.15414,1.15414,0.902052,0.902052,0.300684,0.300684,0.300684,0.300684,0.902052,0.902052,0.300684,0.300684,0.300684,0.300684,9.48711e-05,0,0,0,0,0,9.48711e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73121,1.73121,1.73121,1.73121,3.46242,3.46242,1.8041,1.8041,0.902052,0.902052,0.902052,0.902052,0.230821,0.0692464,0.0461643,0.0230821,0.0230821,0.0692464,0,0,0,0
258,1,10,23,22,19,5,10,6,14,14,25,0,0,6,6,0,0,2,17,12,6,0,15,10,0,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.432118,0.432118,0.432118,0.432118,1.72847,1.72847,0.432118,0.432118,0.432118,0.432118,1.72847,1.72847,0.450312,0.450312,0.450312,0.450312,0.450312,0.450312,0.450312,0.450312,0.450312,0.450312,0.450312,0.450312,9.47989e-05,0,0,0,0,0,9.47989e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72847,1.72847,1.72847,1.72847,3.45694,3.45694,1.80125,1.80125,0.900625,0.900625,0.900625,0.900625,0.230456,0.0691368,0.0460912,0.0230456,0.0230456,0.0691368,0,0,0,0
259,1,10,23,22,19,5,10,6,14,14,25,0,0,6,6,0,0,2,17,12,6,0,15,10,0,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.3459,0.3459,0.3459,0.3459,0.864749,0.864749,0.3459,0.3459,0.3459,0.3459,0.864749,0.864749,0.360464,0.360464,0.22529,0.22529,0.22529,0.22529,0.360464,0.360464,0.22529,0.22529,0.22529,0.22529,9.48162e-05,0,0,0,0,0,9.48162e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7295,1.7295,1.7295,1.7295,3.459,3.459,1.80232,1.80232,0.90116,0.90116,0.90116,0.90116,0.230593,0.0691779,0.0461186,0.0230593,0.0230593,0.0691779,0,0,0,0
260,1,10,23,22,19,5,10,6,14,14,25,0,0,6,6,0,0,2,17,12,6,0,15,10,0,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.288307,0.288307,0.288307,0.288307,0.864921,0.864921,0.288307,0.288307,0.288307,0.288307,0.864921,0.864921,0.300446,0.300446,0.225335,0.225335,0.225335,0.225335,0.300446,0.300446,0.225335,0.225335,0.225335,0.225335,9.47571e-05,0,0,0,0,0,9.47571e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72984,1.72984,1.72984,1.72984,3.45968,3.45968,1.80268,1.80268,0.901338,0.901338,0.901338,0.901338,0.230639,0.0691916,0.0461278,0.0230639,0.0230639,0.0691916,0,0,0,0
261,1,10,23,22,19,5,10,6,14,14,25,0,0,6,6,0,0,2,17,12,6,0,15,10,0,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.345352,0.345352,0.345352,0.345352,1.72676,1.72676,0.345352,0.345352,0.345352,0.345352,1.72676,1.72676,0.359893,0.359893,0.449866,0.449866,0.449866,0.449866,0.359893,0.359893,0.449866,0.449866,0.449866,0.449866,9.4783e-05,0,0,0,0,0,9.4783e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72676,1.72676,1.72676,1.72676,3.45352,3.45352,1.79946,1.79946,0.899732,0.899732,0.899732,0.899732,0.230228,0.0690683,0.0460456,0.0230228,0.0230228,0.0690683,0,0,0,0
262,1,10,23,22,19,5,10,6,14,14,25,0,0,6,6,0,0,2,17,12,6,0,15,10,0,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.574901,0.574901,0.574901,0.574901,1.1498,1.1498,0.574901,0.574901,0.574901,0.574901,1.1498,1.1498,0.599108,0.599108,0.299554,0.299554,0.299554,0.299554,0.599108,0.599108,0.299554,0.299554,0.299554,0.299554,9.48263e-05,0,0,0,0,0,9.48263e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7247,1.7247,1.7247,1.7247,3.44941,3.44941,1.79732,1.79732,0.898662,0.898662,0.898662,0.898662,0.229954,0.0689861,0.0459908,0.0229954,0.0229954,0.0689861,0,0,0,0
263,1,10,23,22,19,5,10,6,14,14,25,0,0,6,6,0,0,2,17,12,6,0,15,10,0,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,1.72196,1.72196,1.72196,1.72196,1.14798,1.14798,1.72196,1.72196,1.72196,1.72196,1.14798,1.14798,1.79447,1.79447,0.299078,0.299078,0.299078,0.299078,1.79447,1.79447,0.299078,0.299078,0.299078,0.299078,9.47147e-05,0,0,0,0,0,9.47147e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72196,1.72196,1.72196,1.72196,3.44393,3.44393,1.79447,1.79447,0.897234,0.897234,0.897234,0.897234,0.229589,0.0688766,0.0459177,0.0229589,0.0229589,0.0688766,0,0,0,0
264,1,10,23,22,19,5,10,6,14,14,25,0,0,6,6,0,0,2,17,12,6,0,15,10,0,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,1.71888,1.71888,1.71888,1.71888,1.71888,1.71888,1.71888,1.71888,1.71888,1.71888,1.71888,1.71888,1.79126,1.79126,0.447814,0.447814,0.447814,0.447814,1.79126,1.79126,0.447814,0.447814,0.447814,0.447814,9.46624e-05,0,0,0,0,0,9.46624e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71888,1.71888,1.71888,1.71888,3.43776,3.43776,1.79126,1.79126,0.895628,0.895628,0.895628,0.895628,0.229178,0.0687533,0.0458355,0.0229178,0.0229178,0.0687533,0,0,0,0
265,1,11,23,18,21,7,14,13,7,14,18,0,0,4,8,0,0,3,21,18,11,0,18,18,5,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859098,0.859098,0,0,0,0,0.859098,0.859098,0,0,0.223818,0.223818,0.223818,0.223818,0,0,0.223818,0.223818,0.223818,0.223818,9.46637e-05,0,0,0,0,0,9.46637e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7182,1.7182,1.7182,1.7182,3.43639,3.43639,1.79054,1.79054,0.895271,0.895271,0.895271,0.895271,0.229086,0.0687259,0.0458173,0.0229086,0.0229086,0.0687259,0,0,0,0
266,1,11,23,18,21,7,14,13,7,14,18,0,0,4,8,0,0,3,21,18,11,0,18,18,5,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.858242,0.858242,0.858242,0.858242,1.14432,1.14432,0.858242,0.858242,0.858242,0.858242,1.14432,1.14432,0.894379,0.894379,0.298126,0.298126,0.298126,0.298126,0.894379,0.894379,0.298126,0.298126,0.298126,0.298126,9.46476e-05,0,0,0,0,0,9.46476e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71648,1.71648,1.71648,1.71648,3.43297,3.43297,1.78876,1.78876,0.894379,0.894379,0.894379,0.894379,0.228858,0.0686574,0.0457716,0.0228858,0.0228858,0.0686574,0,0,0,0
267,1,11,23,18,21,7,14,13,7,14,18,0,0,4,8,0,0,3,21,18,11,0,18,18,5,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.429121,0.429121,0.429121,0.429121,0.858242,0.858242,0.429121,0.429121,0.429121,0.429121,0.858242,0.858242,0.447189,0.447189,0.223595,0.223595,0.223595,0.223595,0.447189,0.447189,0.223595,0.223595,0.223595,0.223595,9.46085e-05,0,0,0,0,0,9.46085e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71648,1.71648,1.71648,1.71648,3.43297,3.43297,1.78876,1.78876,0.894379,0.894379,0.894379,0.894379,0.228858,0.0686574,0.0457716,0.0228858,0.0228858,0.0686574,0,0,0,0
268,1,11,23,18,21,7,14,13,7,14,18,0,0,4,8,0,0,3,21,18,11,0,18,18,5,17,11,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.342886,0.342886,0.342886,0.342886,0.857215,0.857215,0.342886,0.342886,0.342886,0.342886,0.857215,0.857215,0.357323,0.357323,0.223327,0.223327,0.223327,0.223327,0.357323,0.357323,0.223327,0.223327,0.223327,0.223327,9.4691e-05,0,0,0,0,0,9.4691e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71443,1.71443,1.71443,1.71443,3.42886,3.42886,1.78662,1.78662,0.893308,0.893308,0.893308,0.893308,0.228584,0.0685752,0.0457168,0.0228584,0.0228584,0.0685752,0,0,0,0
269,1,11,23,18,21,7,14,13,7,14,18,0,0,4,8,0,0,3,21,18,11,0,18,18,5,18,15,0,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0.342064,0.342064,0.342064,0.342064,3.42064,3.42064,0.342064,0.342064,0.342064,0.342064,3.42064,3.42064,0.356467,0.356467,0.891167,0.891167,0.891167,0.891167,0.356467,0.356467,0.891167,0.891167,0.891167,0.891167,9.46993e-05,0,0,0,0,0,9.46993e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71032,1.71032,1.71032,1.71032,3.42064,3.42064,1.78233,1.78233,0.891167,0.891167,0.891167,0.891167,0.228036,0.0684108,0.0456072,0.0228036,0.0228036,0.0684108,0,0,0,0
270,1,11,23,18,21,7,14,13,7,14,18,0,0,4,8,0,0,3,21,18,11,0,18,18,5,18,15,0,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0.426809,0.426809,0.426809,0.426809,3.41448,3.41448,0.426809,0.426809,0.426809,0.426809,3.41448,3.41448,0.44478,0.44478,0.889561,0.889561,0.889561,0.889561,0.44478,0.44478,0.889561,0.889561,0.889561,0.889561,9.48043e-05,0,0,0,0,0,9.48043e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70724,1.70724,1.70724,1.70724,3.41448,3.41448,1.77912,1.77912,0.889561,0.889561,0.889561,0.889561,0.227625,0.0682875,0.045525,0.0227625,0.0227625,0.0682875,0,0,0,0
271,1,11,23,18,21,7,14,13,7,14,18,0,0,4,8,0,0,3,21,18,11,0,18,18,5,18,15,0,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0.426553,0.426553,0.426553,0.426553,1.13747,1.13747,0.426553,0.426553,0.426553,0.426553,1.13747,1.13747,0.444513,0.444513,0.296342,0.296342,0.296342,0.296342,0.444513,0.444513,0.296342,0.296342,0.296342,0.296342,9.49449e-05,0,0,0,0,0,9.49449e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70621,1.70621,1.70621,1.70621,3.41242,3.41242,1.77805,1.77805,0.889025,0.889025,0.889025,0.889025,0.227488,0.0682464,0.0454976,0.0227488,0.0227488,0.0682464,0,0,0,0
272,1,12,28,31,20,9,15,22,15,11,19,0,0,8,9,0,0,3,21,28,13,1,18,21,8,18,15,0,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1.70313,1.70313,1.70313,1.70313,1.70313,1.70313,1.70313,1.70313,1.70313,1.70313,1.70313,1.70313,1.77484,1.77484,0.44371,0.44371,0.44371,0.44371,1.77484,1.77484,0.44371,0.44371,0.44371,0.44371,9.50114e-05,0,0,0,0,0,9.50114e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70313,1.70313,1.70313,1.70313,3.40626,3.40626,1.77484,1.77484,0.887419,0.887419,0.887419,0.887419,0.227077,0.0681231,0.0454154,0.0227077,0.0227077,0.0681231,0,0,0,0
