
Time,NodeID,TRANSITORY_M_Before_50,TRANSITORY_M_Before_85,TRANSITORY_M_After_50,TRANSITORY_M_After_85,TRANSITORY_F_Before_50,TRANSITORY_F_Before_85,TRANSITORY_F_After_50,TRANSITORY_F_After_85,INFORMAL_M_Before_40,INFORMAL_M_Before_65,INFORMAL_M_Before_90,INFORMAL_M_After_40,INFORMAL_M_After_65,INFORMAL_M_After_90,INFORMAL_F_Before_40,INFORMAL_F_Before_65,INFORMAL_F_Before_90,INFORMAL_F_After_40,INFORMAL_F_After_65,INFORMAL_F_After_90,MARITAL_M_Before_100,MARITAL_M_After_100,MARITAL_F_Before_100,MARITAL_F_After_100,COMMERCIAL_M_Before_50,COMMERCIAL_M_Before_85,COMMERCIAL_M_After_50,COMMERCIAL_M_After_85,COMMERCIAL_F_Before_50,COMMERCIAL_F_Before_85,COMMERCIAL_F_After_50,COMMERCIAL_F_After_85,TRANSITORY_LOW_M_50,TRANSITORY_LOW_M_85,TRANSITORY_LOW_F_50,TRANSITORY_LOW_F_85,TRANSITORY_HIGH_M_50,TRANSITORY_HIGH_M_85,TRANSITORY_HIGH_F_50,TRANSITORY_HIGH_F_85,INFORMAL_LOW_M_40,INFORMAL_LOW_M_65,INFORMAL_LOW_M_90,INFORMAL_LOW_F_40,INFORMAL_LOW_F_65,INFORMAL_LOW_F_90,INFORMAL_HIGH_M_40,INFORMAL_HIGH_M_65,INFORMAL_HIGH_M_90,INFORMAL_HIGH_F_40,INFORMAL_HIGH_F_65,INFORMAL_HIGH_F_90,MARITAL_LOW_M_100,MARITAL_LOW_F_100,MARITAL_HIGH_M_100,MARITAL_HIGH_F_100,COMMERCIAL_LOW_M_50,COMMERCIAL_LOW_M_85,COMMERCIAL_LOW_F_50,COMMERCIAL_LOW_F_85,COMMERCIAL_HIGH_M_50,COMMERCIAL_HIGH_M_85,COMMERCIAL_HIGH_F_50,COMMERCIAL_HIGH_F_85,desired_flow_TRANSITORY_M_50,desired_flow_TRANSITORY_M_85,desired_flow_TRANSITORY_F_50,desired_flow_TRANSITORY_F_85,desired_flow_INFORMAL_M_40,desired_flow_INFORMAL_M_65,desired_flow_INFORMAL_M_90,desired_flow_INFORMAL_F_40,desired_flow_INFORMAL_F_65,desired_flow_INFORMAL_F_90,desired_flow_MARITAL_M_100,desired_flow_MARITAL_F_100,desired_flow_COMMERCIAL_M_50,desired_flow_COMMERCIAL_M_85,desired_flow_COMMERCIAL_F_50,desired_flow_COMMERCIAL_F_85
25,1,54,54,5,15,39,49,0,0,27,18,11,10,5,0,19,17,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00170504,0.00170504,0.00162676,0.00162676,0.00170504,0.00170504,0.00162676,0.00162676,0.000751053,0.000751053,0.000751053,0.00069811,0.00069811,0.00069811,0.000751053,0.000751053,0.000751053,0.00069811,0.00069811,0.00069811,9.33796e-05,8.93569e-05,9.33796e-05,8.93569e-05,0,0,0,0,0,0,0,0,6.12962,6.12962,6.12962,6.12962,2.12924,2.12924,2.12924,2.12924,2.12924,2.12924,0.408629,0.408629,0,0,0,0
26,1,54,54,5,15,39,49,0,0,27,18,11,10,5,0,19,17,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00170207,0.00170207,0.00162464,0.00162464,0.00170207,0.00170207,0.00162464,0.00162464,0.000749341,0.000749341,0.000749341,0.000696678,0.000696678,0.000696678,0.000749341,0.000749341,0.000749341,0.000696678,0.000696678,0.000696678,9.32911e-05,8.94381e-05,9.32911e-05,8.94381e-05,0,0,0,0,0,0,0,0,6.10701,6.10701,6.10701,6.10701,2.12138,2.12138,2.12138,2.12138,2.12138,2.12138,0.407122,0.407122,0,0,0,0
27,1,43,58,0,8,50,49,0,6,21,26,14,0,11,0,15,23,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169839,0.00169839,0.00162045,0.00162045,0.00169839,0.00169839,0.00162045,0.00162045,0.000747599,0.000747599,0.000747599,0.000694217,0.000694217,0.000694217,0.000747599,0.000747599,0.000747599,0.000694217,0.000694217,0.000694217,9.34206e-05,8.93194e-05,9.34206e-05,8.93194e-05,0,0,0,0,0,0,0,0,6.07345,6.07345,6.07345,6.07345,2.10973,2.10973,2.10973,2.10973,2.10973,2.10973,0.404885,0.404885,0,0,0,0
28,1,43,58,0,8,50,49,0,6,21,26,14,0,11,0,15,23,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169529,0.00169529,0.00161906,0.00161906,0.00169529,0.00169529,0.00161906,0.00161906,0.000745092,0.000745092,0.000745092,0.000693681,0.000693681,0.000693681,0.000745092,0.000745092,0.000745092,0.000693681,0.000693681,0.000693681,9.32997e-05,8.94303e-05,9.32997e-05,8.94303e-05,0,0,0,0,0,0,0,0,6.04879,6.04879,6.04879,6.04879,2.10116,2.10116,2.10116,2.10116,2.10116,2.10116,0.403241,0.403241,0,0,0,0
29,1,43,58,0,8,50,49,0,6,21,26,14,0,11,0,15,23,14,0,2,0,13,0,15,2,0,0,0,0,0,0,0,0,0.00169237,0.00169237,0.0016174,0.0016174,0.00169237,0.00169237,0.0016174,0.0016174,0.000743193,0.000743193,0.000743193,0.000692991,0.000692991,0.000692991,0.000743193,0.000743193,0.000743193,0.000692991,0.000692991,0.000692991,9.33185e-05,8.94129e-05,9.33185e-05,8.94129e-05,0,0,0,0,0,0,0,0,6.02482,6.02482,6.02482,6.02482,2.09283,2.09283,2.09283,2.09283,2.09283,2.09283,0.401643,0.401643,0,0,0,0
30,1,43,58,0,8,50,49,0,6,21,26,14,0,11,0,15,23,14,0,2,0,13,0,15,2,0,0,0,0,0,0,0,0,0.00168902,0.00168902,0.00161352,0.00161352,0.00168902,0.00168902,0.00161352,0.00161352,0.000741592,0.000741592,0.000741592,0.000691348,0.000691348,0.000691348,0.000741592,0.000741592,0.000741592,0.000691348,0.000691348,0.000691348,9.32968e-05,8.94329e-05,9.32968e-05,8.94329e-05,0,0,0,0,0,0,0,0,5.99263,5.99263,5.99263,5.99263,2.08165,2.08165,2.08165,2.08165,2.08165,2.08165,0.399497,0.399497,0,0,0,0
31,1,43,58,0,8,50,49,0,6,21,26,14,0,11,0,15,23,14,0,2,0,13,0,15,2,0,0,0,0,0,0,0,0,0.00168795,0.00168795,0.00161092,0.00161092,0.00168795,0.00168795,0.00161092,0.00161092,0.000740841,0.000740841,0.000740841,0.000689562,0.000689562,0.000689562,0.000740841,0.000740841,0.000740841,0.000689562,0.000689562,0.000689562,9.3306e-05,8.94244e-05,9.3306e-05,8.94244e-05,0,0,0,0,0,0,0,0,5.96523,5.96523,5.96523,5.96523,2.07213,2.07213,2.07213,2.07213,2.07213,2.07213,0.39767,0.39767,0,0,0,0
32,1,43,58,0,8,50,49,0,6,21,26,14,0,11,0,15,23,14,0,2,0,13,0,15,2,0,0,0,0,0,0,0,0,0.0016847,0.0016847,0.00160636,0.00160636,0.0016847,0.0016847,0.00160636,0.00160636,0.00073927,0.00073927,0.00073927,0.000687556,0.000687556,0.000687556,0.00073927,0.00073927,0.00073927,0.000687556,0.000687556,0.000687556,9.34461e-05,8.92962e-05,9.34461e-05,8.92962e-05,0,0,0,0,0,0,0,0,5.94194,5.94194,5.94194,5.94194,2.06404,2.06404,2.06404,2.06404,2.06404,2.06404,0.396118,0.396118,0,0,0,0
33,1,43,58,0,8,50,49,0,6,21,26,14,0,11,0,15,23,14,0,2,0,13,0,15,2,0,0,0,0,0,0,0,0,0.00168218,0.00168218,0.00160199,0.00160199,0.00168218,0.00168218,0.00160199,0.00160199,0.000737446,0.000737446,0.000737446,0.000685527,0.000685527,0.000685527,0.000737446,0.000737446,0.000737446,0.000685527,0.000685527,0.000685527,9.34783e-05,8.92668e-05,9.34783e-05,8.92668e-05,0,0,0,0,0,0,0,0,5.91454,5.91454,5.91454,5.91454,2.05453,2.05453,2.05453,2.05453,2.05453,2.05453,0.394291,0.394291,0,0,0,0
34,1,48,65,0,24,41,53,0,5,15,27,11,0,17,1,10,25,10,0,10,0,13,0,15,2,0,0,0,0,0,0,0,0,0.00167975,0.00167975,0.00159729,0.00159729,0.00167975,0.00167975,0.00159729,0.00159729,0.000735607,0.000735607,0.000735607,0.000683502,0.000683502,0.000683502,0.000735607,0.000735607,0.000735607,0.000683502,0.000683502,0.000683502,9.34766e-05,8.92683e-05,9.34766e-05,8.92683e-05,0,0,0,0,0,0,0,0,5.8892,5.8892,5.8892,5.8892,2.04572,2.04572,2.04572,2.04572,2.04572,2.04572,0.392602,0.392602,0,0,0,0
35,1,48,65,0,24,41,53,0,5,15,27,11,0,17,1,10,25,10,0,10,0,13,0,15,2,0,0,0,0,0,0,0,0,0.00167722,0.00167722,0.00159424,0.00159424,0.00167722,0.00167722,0.00159424,0.00159424,0.000734461,0.000734461,0.000734461,0.000682544,0.000682544,0.000682544,0.000734461,0.000734461,0.000734461,0.000682544,0.000682544,0.000682544,9.34745e-05,8.92703e-05,9.34745e-05,8.92703e-05,0,0,0,0,0,0,0,0,5.86523,5.86523,5.86523,5.86523,2.03739,2.03739,2.03739,2.03739,2.03739,2.03739,0.391004,0.391004,0,0,0,0
36,1,48,65,0,24,41,53,0,5,15,27,11,0,17,1,10,25,10,0,10,0,13,0,15,2,0,0,0,0,0,0,0,0,0.0016764,0.0016764,0.00158927,0.00158927,0.0016764,0.0016764,0.00158927,0.00158927,0.000734019,0.000734019,0.000734019,0.000680587,0.000680587,0.000680587,0.000734019,0.000734019,0.000734019,0.000680587,0.000680587,0.000680587,9.35511e-05,8.92004e-05,9.35511e-05,8.92004e-05,0,0,0,0,0,0,0,0,5.84057,5.84057,5.84057,5.84057,2.02883,2.02883,2.02883,2.02883,2.02883,2.02883,0.38936,0.38936,0,0,0,0
37,1,48,65,0,24,41,53,0,5,15,27,11,0,17,1,10,25,10,0,10,0,13,0,15,2,0,0,0,0,0,0,0,0,0.00167242,0.00167242,0.00158713,0.00158713,0.00167242,0.00167242,0.00158713,0.00158713,0.000732232,0.000732232,0.000732232,0.000679104,0.000679104,0.000679104,0.000732232,0.000732232,0.000732232,0.000679104,0.000679104,0.000679104,9.3469e-05,8.92752e-05,9.3469e-05,8.92752e-05,0,0,0,0,0,0,0,0,5.82002,5.82002,5.82002,5.82002,2.02169,2.02169,2.02169,2.02169,2.02169,2.02169,0.38799,0.38799,0,0,0,0
38,1,48,65,0,24,41,53,0,5,15,27,11,0,17,1,10,25,10,0,10,0,13,0,15,2,0,0,0,0,0,0,0,0,0.00166937,0.00166937,0.00158362,0.00158362,0.00166937,0.00166937,0.00158362,0.00158362,0.000730538,0.000730538,0.000730538,0.000677216,0.000677216,0.000677216,0.000730538,0.000730538,0.000730538,0.000677216,0.000677216,0.000677216,9.34894e-05,8.92566e-05,9.34894e-05,8.92566e-05,0,0,0,0,0,0,0,0,5.79605,5.79605,5.79605,5.79605,2.01336,2.01336,2.01336,2.01336,2.01336,2.01336,0.386392,0.386392,0,0,0,0
39,1,48,65,0,24,41,53,0,5,15,27,11,0,17,1,10,25,10,0,10,0,13,0,15,2,0,0,0,0,0,0,0,0,0.00166893,0.00166893,0.00158035,0.00158035,0.00166893,0.00166893,0.00158035,0.00158035,0.000729889,0.000729889,0.000729889,0.00067535,0.00067535,0.00067535,0.000729889,0.000729889,0.000729889,0.00067535,0.00067535,0.00067535,9.35538e-05,8.9198e-05,9.35538e-05,8.9198e-05,0,0,0,0,0,0,0,0,5.77618,5.77618,5.77618,5.77618,2.00646,2.00646,2.00646,2.00646,2.00646,2.00646,0.385068,0.385068,0,0,0,0
40,1,48,65,0,24,41,53,0,5,15,27,11,0,17,1,10,25,10,0,10,0,13,0,15,2,0,0,0,0,0,0,0,0,0.00166467,0.00166467,0.00157482,0.00157482,0.00166467,0.00166467,0.00157482,0.00157482,0.000728194,0.000728194,0.000728194,0.000673199,0.000673199,0.000673199,0.000728194,0.000728194,0.000728194,0.000673199,0.000673199,0.000673199,9.35308e-05,8.9219e-05,9.35308e-05,8.9219e-05,0,0,0,0,0,0,0,0,5.7481,5.7481,5.7481,5.7481,1.99671,1.99671,1.99671,1.99671,1.99671,1.99671,0.383195,0.383195,0,0,0,0
41,1,37,61,0,34,27,56,0,19,22,31,17,0,6,3,14,29,25,0,7,0,13,0,15,2,0,0,0,0,0,0,0,0,0.00166183,0.00166183,0.0015729,0.0015729,0.00166183,0.00166183,0.0015729,0.0015729,0.000726907,0.000726907,0.000726907,0.000671727,0.000671727,0.000671727,0.000726907,0.000726907,0.000726907,0.000671727,0.000671727,0.000671727,9.34686e-05,8.92756e-05,9.34686e-05,8.92756e-05,0,0,0,0,0,0,0,0,5.73166,5.73166,5.73166,5.73166,1.991,1.991,1.991,1.991,1.991,1.991,0.3821,0.3821,0,0,0,0
42,1,37,61,0,34,27,56,0,19,22,31,17,0,6,3,14,29,25,0,7,0,13,0,15,2,0,0,0,0,0,0,0,0,0.00165983,0.00165983,0.00156894,0.00156894,0.00165983,0.00165983,0.00156894,0.00156894,0.000725734,0.000725734,0.000725734,0.000670003,0.000670003,0.000670003,0.000725734,0.000725734,0.000725734,0.000670003,0.000670003,0.000670003,9.34342e-05,8.9307e-05,9.34342e-05,8.9307e-05,0,0,0,0,0,0,0,0,5.70152,5.70152,5.70152,5.70152,1.98053,1.98053,1.98053,1.98053,1.98053,1.98053,0.38009,0.38009,0,0,0,0
43,1,37,61,0,34,27,56,0,19,22,31,17,0,6,3,14,29,25,0,7,0,13,0,15,2,0,0,0,0,0,0,0,0,0.00165648,0.00165648,0.00156466,0.00156466,0.00165648,0.00165648,0.00156466,0.00156466,0.000724283,0.000724283,0.000724283,0.000668286,0.000668286,0.000668286,0.000724283,0.000724283,0.000724283,0.000668286,0.000668286,0.000668286,9.34796e-05,8.92656e-05,9.34796e-05,8.92656e-05,0,0,0,0,0,0,0,0,5.67344,5.67344,5.67344,5.67344,1.97077,1.97077,1.97077,1.97077,1.97077,1.97077,0.378218,0.378218,0,0,0,0
44,1,37,61,0,34,27,56,0,19,22,31,17,0,6,3,14,29,25,0,7,0,13,0,15,2,0,0,0,0,0,0,0,0,0.00165221,0.00165221,0.00156268,0.00156268,0.00165221,0.00165221,0.00156268,0.00156268,0.000722369,0.000722369,0.000722369,0.000666915,0.000666915,0.000666915,0.000722369,0.000722369,0.000722369,0.000666915,0.000666915,0.000666915,9.34763e-05,8.92686e-05,9.34763e-05,8.92686e-05,0,0,0,0,0,0,0,0,5.65221,5.65221,5.65221,5.65221,1.9634,1.9634,1.9634,1.9634,1.9634,1.9634,0.376803,0.376803,0,0,0,0
45,1,37,61,0,34,27,56,0,19,22,31,17,0,6,3,14,29,25,0,7,0,13,0,15,2,0,0,0,0,0,0,0,0,0.00165155,0.00165155,0.00155967,0.00155967,0.00165155,0.00165155,0.00155967,0.00155967,0.000720976,0.000720976,0.000720976,0.000665347,0.000665347,0.000665347,0.000720976,0.000720976,0.000720976,0.000665347,0.000665347,0.000665347,9.35179e-05,8.92307e-05,9.35179e-05,8.92307e-05,0,0,0,0,0,0,0,0,5.63508,5.63508,5.63508,5.63508,1.95745,1.95745,1.95745,1.95745,1.95745,1.95745,0.375661,0.375661,0,0,0,0
46,1,37,61,0,34,27,56,0,19,22,31,17,0,6,3,14,29,25,0,7,0,13,0,15,2,0,0,0,0,0,0,0,0,0.00164859,0.00164859,0.00155753,0.00155753,0.00164859,0.00164859,0.00155753,0.00155753,0.000719587,0.000719587,0.000719587,0.00066463,0.00066463,0.00066463,0.000719587,0.000719587,0.000719587,0.00066463,0.00066463,0.00066463,9.35506e-05,8.92009e-05,9.35506e-05,8.92009e-05,0,0,0,0,0,0,0,0,5.61179,5.61179,5.61179,5.61179,1.94936,1.94936,1.94936,1.94936,1.94936,1.94936,0.374109,0.374109,0,0,0,0
47,1,37,61,0,34,27,56,0,19,22,31,17,0,6,3,14,29,25,0,7,0,13,0,15,2,0,0,0,0,0,0,0,0,0.00164525,0.00164525,0.00155509,0.00155509,0.00164525,0.00164525,0.00155509,0.00155509,0.00071819,0.00071819,0.00071819,0.000663246,0.000663246,0.000663246,0.00071819,0.00071819,0.00071819,0.000663246,0.000663246,0.000663246,9.3618e-05,8.91397e-05,9.3618e-05,8.91397e-05,0,0,0,0,0,0,0,0,5.59056,5.59056,5.59056,5.59056,1.94198,1.94198,1.94198,1.94198,1.94198,1.94198,0.372693,0.372693,0,0,0,0
48,1,34,77,0,43,34,55,0,21,9,24,13,0,12,2,11,26,12,0,17,0,13,0,15,2,0,0,0,0,0,0,0,0,0.0016442,0.0016442,0.00155349,0.00155349,0.0016442,0.0016442,0.00155349,0.00155349,0.000717581,0.000717581,0.000717581,0.00066259,0.00066259,0.00066259,0.000717581,0.000717581,0.000717581,0.00066259,0.00066259,0.00066259,9.35772e-05,8.91767e-05,9.35772e-05,8.91767e-05,0,0,0,0,0,0,0,0,5.57549,5.57549,5.57549,5.57549,1.93675,1.93675,1.93675,1.93675,1.93675,1.93675,0.371689,0.371689,0,0,0,0
49,1,34,77,0,43,34,55,0,21,9,24,13,0,12,2,11,26,12,0,17,0,13,0,15,2,0,0,0,0,0,0,0,0,0.00164089,0.00164089,0.00155243,0.00155243,0.00164089,0.00164089,0.00155243,0.00155243,0.000715289,0.000715289,0.000715289,0.000662059,0.000662059,0.000662059,0.000715289,0.000715289,0.000715289,0.000662059,0.000662059,0.000662059,9.3561e-05,8.91915e-05,9.3561e-05,8.91915e-05,0,0,0,0,0,0,0,0,5.55768,5.55768,5.55768,5.55768,1.93056,1.93056,1.93056,1.93056,1.93056,1.93056,0.370501,0.370501,0,0,0,0
50,1,34,77,0,43,34,55,0,21,9,24,13,0,12,2,11,26,12,0,17,0,13,0,15,2,0,0,0,0,0,0,0,0,0.00163987,0.00163987,0.00155264,0.00155264,0.00163987,0.00163987,0.00155264,0.00155264,0.000715115,0.000715115,0.000715115,0.000661807,0.000661807,0.000661807,0.000715115,0.000715115,0.000715115,0.000661807,0.000661807,0.000661807,9.35303e-05,8.92194e-05,9.35303e-05,8.92194e-05,0,0,0,0,0,0,0,0,5.54604,5.54604,5.54604,5.54604,1.92652,1.92652,1.92652,1.92652,1.92652,1.92652,0.369725,0.369725,0,0,0,0
51,1,34,77,0,43,34,55,0,21,9,24,13,0,12,2,11,26,12,0,17,0,13,0,15,2,0,0,0,0,0,0,0,0,0.00163844,0.00163844,0.0015493,0.0015493,0.00163844,0.00163844,0.0015493,0.0015493,0.000714233,0.000714233,0.000714233,0.00066018,0.00066018,0.00066018,0.000714233,0.000714233,0.000714233,0.00066018,0.00066018,0.00066018,9.35509e-05,8.92007e-05,9.35509e-05,8.92007e-05,0,0,0,0,0,0,0,0,5.52481,5.52481,5.52481,5.52481,1.91914,1.91914,1.91914,1.91914,1.91914,1.91914,0.36831,0.36831,0,0,0,0
52,1,34,77,0,43,34,55,0,21,9,24,13,0,12,2,11,26,12,0,17,0,13,0,15,2,0,0,0,0,0,0,0,0,0.00163265,0.00163265,0.00154852,0.00154852,0.00163265,0.00163265,0.00154852,0.00154852,0.000711397,0.000711397,0.000711397,0.000659566,0.000659566,0.000659566,0.000711397,0.000711397,0.000711397,0.000659566,0.000659566,0.000659566,9.33235e-05,8.94084e-05,9.33235e-05,8.94084e-05,0,0,0,0,0,0,0,0,5.49878,5.49878,5.49878,5.49878,1.9101,1.9101,1.9101,1.9101,1.9101,1.9101,0.366575,0.366575,0,0,0,0
53,1,34,77,0,43,34,55,0,21,9,24,13,0,12,2,11,26,12,0,17,0,13,0,15,2,0,0,0,0,0,0,0,0,0.00162915,0.00162915,0.00154452,0.00154452,0.00162915,0.00162915,0.00154452,0.00154452,0.000709349,0.000709349,0.000709349,0.000657559,0.000657559,0.000657559,0.000709349,0.000709349,0.000709349,0.000657559,0.000657559,0.000657559,9.32743e-05,8.94536e-05,9.32743e-05,8.94536e-05,0,0,0,0,0,0,0,0,5.4707,5.4707,5.4707,5.4707,1.90035,1.90035,1.90035,1.90035,1.90035,1.90035,0.364702,0.364702,0,0,0,0
54,1,34,77,0,43,34,55,0,21,9,24,13,0,12,2,11,26,12,0,17,0,13,0,15,2,0,0,0,0,0,0,0,0,0.0016278,0.0016278,0.00154085,0.00154085,0.0016278,0.0016278,0.00154085,0.00154085,0.00070792,0.00070792,0.00070792,0.000655708,0.000655708,0.000655708,0.00070792,0.00070792,0.00070792,0.000655708,0.000655708,0.000655708,9.33532e-05,8.93812e-05,9.33532e-05,8.93812e-05,0,0,0,0,0,0,0,0,5.45152,5.45152,5.45152,5.45152,1.89368,1.89368,1.89368,1.89368,1.89368,1.89368,0.363424,0.363424,0,0,0,0
55,1,41,76,0,35,41,67,0,26,9,26,17,0,15,5,12,32,11,0,23,0,13,0,15,2,0,0,0,0,0,0,0,0,0.00162578,0.00162578,0.00153779,0.00153779,0.00162578,0.00162578,0.00153779,0.00153779,0.000706831,0.000706831,0.000706831,0.000654555,0.000654555,0.000654555,0.000706831,0.000706831,0.000706831,0.000654555,0.000654555,0.000654555,9.34591e-05,8.92843e-05,9.34591e-05,8.92843e-05,0,0,0,0,0,0,0,0,5.42686,5.42686,5.42686,5.42686,1.88512,1.88512,1.88512,1.88512,1.88512,1.88512,0.36178,0.36178,0,0,0,0
56,1,41,76,0,35,41,67,0,26,9,26,17,0,15,5,12,32,11,0,23,0,13,0,15,2,0,0,0,0,0,0,0,0,0.00162339,0.00162339,0.00153486,0.00153486,0.00162339,0.00162339,0.00153486,0.00153486,0.000705475,0.000705475,0.000705475,0.000653417,0.000653417,0.000653417,0.000705475,0.000705475,0.000705475,0.000653417,0.000653417,0.000653417,9.35046e-05,8.92428e-05,9.35046e-05,8.92428e-05,0,0,0,0,0,0,0,0,5.40426,5.40426,5.40426,5.40426,1.87727,1.87727,1.87727,1.87727,1.87727,1.87727,0.360273,0.360273,0,0,0,0
57,1,41,76,0,35,41,67,0,26,9,26,17,0,15,5,12,32,11,0,23,0,13,0,15,2,0,0,0,0,0,0,0,0,0.00162073,0.00162073,0.00153141,0.00153141,0.00162073,0.00162073,0.00153141,0.00153141,0.000703951,0.000703951,0.000703951,0.000651761,0.000651761,0.000651761,0.000703951,0.000703951,0.000703951,0.000651761,0.000651761,0.000651761,9.35103e-05,8.92376e-05,9.35103e-05,8.92376e-05,0,0,0,0,0,0,0,0,5.39056,5.39056,5.39056,5.39056,1.87251,1.87251,1.87251,1.87251,1.87251,1.87251,0.35936,0.35936,0,0,0,0
58,1,41,76,0,35,41,67,0,26,9,26,17,0,15,5,12,32,11,0,23,0,13,0,15,2,0,0,0,0,0,0,0,0,0.0016176,0.0016176,0.0015292,0.0015292,0.0016176,0.0016176,0.0015292,0.0015292,0.000702857,0.000702857,0.000702857,0.000650431,0.000650431,0.000650431,0.000702857,0.000702857,0.000702857,0.000650431,0.000650431,0.000650431,9.34814e-05,8.9264e-05,9.34814e-05,8.9264e-05,0,0,0,0,0,0,0,0,5.37206,5.37206,5.37206,5.37206,1.86609,1.86609,1.86609,1.86609,1.86609,1.86609,0.358127,0.358127,0,0,0,0
59,1,41,76,0,35,41,67,0,26,9,26,17,0,15,5,12,32,11,0,23,0,8,0,9,1,0,0,0,0,0,0,0,0,0.00161315,0.00161315,0.00152925,0.00152925,0.00161315,0.00161315,0.00152925,0.00152925,0.000700871,0.000700871,0.000700871,0.000650581,0.000650581,0.000650581,0.000700871,0.000700871,0.000700871,0.000650581,0.000650581,0.000650581,9.33311e-05,8.94014e-05,9.33311e-05,8.94014e-05,0,0,0,0,0,0,0,0,5.35083,5.35083,5.35083,5.35083,1.85871,1.85871,1.85871,1.85871,1.85871,1.85871,0.356712,0.356712,0,0,0,0
60,1,41,76,0,35,41,67,0,26,9,26,17,0,15,5,12,32,11,0,23,0,8,0,9,1,0,0,0,0,0,0,0,0,0.00161055,0.00161055,0.00152887,0.00152887,0.00161055,0.00161055,0.00152887,0.00152887,0.000699953,0.000699953,0.000699953,0.000650342,0.000650342,0.000650342,0.000699953,0.000699953,0.000699953,0.000650342,0.000650342,0.000650342,9.3288e-05,8.9441e-05,9.3288e-05,8.9441e-05,0,0,0,0,0,0,0,0,5.33576,5.33576,5.33576,5.33576,1.85347,1.85347,1.85347,1.85347,1.85347,1.85347,0.355707,0.355707,0,0,0,0
61,1,41,76,0,35,41,67,0,26,9,26,17,0,15,5,12,32,11,0,23,0,8,0,9,1,0,0,0,0,0,0,0,0,0.00160609,0.00160609,0.00152622,0.00152622,0.00160609,0.00160609,0.00152622,0.00152622,0.00069812,0.00069812,0.00069812,0.00064922,0.00064922,0.00064922,0.00069812,0.00069812,0.00069812,0.00064922,0.00064922,0.00064922,9.32241e-05,8.94998e-05,9.32241e-05,8.94998e-05,0,0,0,0,0,0,0,0,5.30973,5.30973,5.30973,5.30973,1.84443,1.84443,1.84443,1.84443,1.84443,1.84443,0.353972,0.353972,0,0,0,0
62,1,29,69,0,34,35,71,0,42,14,24,15,0,5,0,19,28,19,4,14,0,8,0,9,1,0,0,0,0,0,0,0,0,0.00160217,0.00160217,0.0015209,0.0015209,0.00160217,0.00160217,0.0015209,0.0015209,0.000696259,0.000696259,0.000696259,0.000647334,0.000647334,0.000647334,0.000696259,0.000696259,0.000696259,0.000647334,0.000647334,0.000647334,9.32236e-05,8.95003e-05,9.32236e-05,8.95003e-05,0,0,0,0,0,0,0,0,5.27754,5.27754,5.27754,5.27754,1.83325,1.83325,1.83325,1.83325,1.83325,1.83325,0.351826,0.351826,0,0,0,0
63,1,29,69,0,34,35,71,0,42,14,24,15,0,5,0,19,28,19,4,14,0,8,0,9,1,0,0,0,0,0,0,0,0,0.00160308,0.00160308,0.00151803,0.00151803,0.00160308,0.00160308,0.00151803,0.00151803,0.000696925,0.000696925,0.000696925,0.000646423,0.000646423,0.000646423,0.000696925,0.000696925,0.000696925,0.000646423,0.000646423,0.000646423,9.32407e-05,8.94845e-05,9.32407e-05,8.94845e-05,0,0,0,0,0,0,0,0,5.26453,5.26453,5.26453,5.26453,1.82873,1.82873,1.82873,1.82873,1.82873,1.82873,0.350958,0.350958,0,0,0,0
64,1,29,69,0,34,35,71,0,42,14,24,15,0,5,0,19,28,19,4,14,0,8,0,9,1,0,0,0,0,0,0,0,0,0.0015994,0.0015994,0.00151619,0.00151619,0.0015994,0.0015994,0.00151619,0.00151619,0.000695271,0.000695271,0.000695271,0.000645521,0.000645521,0.000645521,0.000695271,0.000695271,0.000695271,0.000645521,0.000645521,0.000645521,9.33098e-05,8.94209e-05,9.33098e-05,8.94209e-05,0,0,0,0,0,0,0,0,5.24603,5.24603,5.24603,5.24603,1.82231,1.82231,1.82231,1.82231,1.82231,1.82231,0.349725,0.349725,0,0,0,0
65,1,29,69,0,34,35,71,0,42,14,24,15,0,5,0,19,28,19,4,14,0,8,0,9,1,0,0,0,0,0,0,0,0,0.00159885,0.00159885,0.00151352,0.00151352,0.00159885,0.00159885,0.00151352,0.00151352,0.000694289,0.000694289,0.000694289,0.000644433,0.000644433,0.000644433,0.000694289,0.000694289,0.000694289,0.000644433,0.000644433,0.000644433,9.33706e-05,8.93652e-05,9.33706e-05,8.93652e-05,0,0,0,0,0,0,0,0,5.21863,5.21863,5.21863,5.21863,1.81279,1.81279,1.81279,1.81279,1.81279,1.81279,0.347899,0.347899,0,0,0,0
