Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_IMMATURE,STATE_LARVA,STATE_EGG,AvgOocystDurationDays,AvgNumSporozoitesPerVector,NumVectorsWithSporozoites_C*,NumVectorsWithSporozoites_G*,NumVectorsWithSporozoites_Other
674,340461476,X-a2:X-a2,1941,119,953,869,1296,31984,40965,16,46797.7,179,96,0
675,340461476,X-a1:X-a1,1902,112,883,907,1254,29916,41295,16,35472.6,173,93,0
675,340461476,X-a1:X-a2,3840,204,1809,1827,2625,62344,83060,16,54336.6,312,208,0
675,340461476,X-a2:X-a2,1927,115,947,865,1304,31874,40825,16,46951.4,175,99,0
676,340461476,X-a1:X-a1,1878,119,856,903,1271,29975,39340,16,38994.6,186,109,0
676,340461476,X-a1:X-a2,3850,198,1806,1846,2547,62406,80320,16,54364.6,303,199,0
676,340461476,X-a2:X-a2,1922,100,926,896,1315,31847,41100,16,49897.1,154,86,0
677,340461476,X-a1:X-a1,1906,112,875,919,1240,30170,40130,16,36442.7,178,102,0
677,340461476,X-a1:X-a2,3881,197,1847,1837,2543,62604,81520,16,53818.8,306,198,0
677,340461476,X-a2:X-a2,1931,105,921,905,1306,31957,40790,16,47861.8,163,91,0
678,340461476,X-a1:X-a1,1907,109,913,885,1263,30112,40520,16,35172.1,173,94,0
678,340461476,X-a1:X-a2,3848,198,1843,1807,2524,62436,82340,16,51573.1,305,199,0
678,340461476,X-a2:X-a2,1973,110,936,927,1271,31913,41860,16,44361.9,167,95,0
679,340461476,X-a1:X-a1,1912,105,925,882,1282,30132,40660,16,38509.1,172,91,0
679,340461476,X-a1:X-a2,3831,190,1841,1800,2502,62514,80100,16,53468.1,299,201,0
679,340461476,X-a2:X-a2,1960,113,939,908,1279,32025,40800,16,42136.9,169,93,0
680,340461476,X-a1:X-a1,1908,108,916,884,1270,30136,39050,16,34713.2,176,86,0
680,340461476,X-a1:X-a2,3838,197,1842,1799,2494,62386,83110,16,49963.5,309,188,0
680,340461476,X-a2:X-a2,1964,120,921,923,1265,31932,40760,16,42066.9,182,103,0
681,340461476,X-a1:X-a1,1915,103,914,898,1267,30035,41400,16,34110.3,163,80,0
681,340461476,X-a1:X-a2,3837,196,1871,1770,2534,62624,81680,16,48827,304,183,0
681,340461476,X-a2:X-a2,1950,126,901,923,1316,32126,42080,16,43646.4,189,100,0
682,340461476,X-a1:X-a1,1922,113,920,889,1276,30017,39885,16,35910.4,176,94,0
682,340461476,X-a1:X-a2,3823,197,1842,1784,2534,62483,83470,16,46746.7,300,174,0
682,340461476,X-a2:X-a2,1970,132,901,937,1318,32002,42625,16,43641.2,197,109,0
683,340461476,X-a1:X-a1,1928,118,914,896,1257,30016,40155,16,35172.2,188,102,0
683,340461476,X-a1:X-a2,3772,196,1773,1803,2529,62589,83410,16,45774.4,293,176,0
683,340461476,X-a2:X-a2,1963,130,883,950,1352,31922,40255,16,42317.9,190,102,0
684,340461476,X-a1:X-a1,1953,122,928,903,1261,29926,40360,16,35572.6,195,116,0
684,340461476,X-a1:X-a2,3765,200,1757,1808,2499,62799,80140,16,45376.2,303,177,0
684,340461476,X-a2:X-a2,1943,132,865,946,1352,31725,40660,16,41203.1,196,104,0
685,340461476,X-a1:X-a1,1934,119,906,909,1282,30039,39810,16,37787.3,190,119,0
685,340461476,X-a1:X-a2,3796,200,1779,1817,2496,62855,84180,16,44647.2,314,179,0
685,340461476,X-a2:X-a2,1978,127,872,979,1356,31775,40990,16,39167.8,187,107,0
686,340461476,X-a1:X-a1,1947,111,897,939,1266,30061,39735,16,38689.5,173,107,0
686,340461476,X-a1:X-a2,3740,191,1758,1791,2502,62994,83560,16,47230.3,306,174,0
686,340461476,X-a2:X-a2,1963,125,885,953,1363,31635,40405,16,40276.4,187,105,0
687,340461476,X-a1:X-a1,1951,118,913,920,1265,29962,40910,16,35292.4,178,108,0
687,340461476,X-a1:X-a2,3805,206,1785,1814,2460,62985,83210,16,46734.1,325,187,0
687,340461476,X-a2:X-a2,2014,131,887,996,1297,31608,40060,16,42708.5,189,107,0
688,340461476,X-a1:X-a1,1932,113,887,932,1211,30145,40065,16,35102.7,173,103,0
688,340461476,X-a1:X-a2,3778,220,1775,1783,2548,63006,82640,16,45692.8,336,197,0
688,340461476,X-a2:X-a2,1996,123,885,988,1294,31572,40575,16,44875.5,182,100,0
689,340461476,X-a1:X-a1,1960,108,902,950,1163,30132,41165,16,33551.5,162,97,0
689,340461476,X-a1:X-a2,3800,219,1768,1813,2603,63022,85410,16,45389.1,334,198,0
689,340461476,X-a2:X-a2,2014,122,876,1016,1247,31518,39805,16,45036.4,181,101,0
690,340461476,X-a1:X-a1,1918,105,883,930,1192,30126,39320,16,42109.9,165,111,0
690,340461476,X-a1:X-a2,3791,208,1747,1836,2630,63254,83970,16,48701.3,329,186,0
690,340461476,X-a2:X-a2,1987,122,880,985,1279,31310,40330,16,42572.9,174,93,0
691,340461476,X-a1:X-a1,1905,103,903,899,1179,29997,40725,16,40259.7,162,104,0
691,340461476,X-a1:X-a2,3806,203,1760,1843,2669,63157,82680,16,49123.9,331,183,0
691,340461476,X-a2:X-a2,1942,119,897,926,1345,31138,41535,16,45612.5,166,95,0
692,340461476,X-a1:X-a1,1863,107,873,883,1185,30067,38430,16,36777,169,103,0
692,340461476,X-a1:X-a2,3853,215,1755,1883,2585,63384,82540,16,46770.5,341,186,0
692,340461476,X-a2:X-a2,1938,112,906,920,1352,31192,40310,16,45814.1,161,86,0
693,340461476,X-a1:X-a1,1846,106,860,880,1164,30105,39905,16,38434.7,168,105,0
693,340461476,X-a1:X-a2,3851,222,1758,1871,2594,63244,83990,16,47162.9,349,178,0
693,340461476,X-a2:X-a2,1984,111,927,946,1341,31116,39125,16,46158.6,167,86,0
694,340461476,X-a1:X-a1,1860,111,857,892,1158,30138,39300,16,38049.9,173,99,0
694,340461476,X-a1:X-a2,3892,233,1782,1877,2555,63452,83830,16,47792.1,365,177,0
694,340461476,X-a2:X-a2,1990,108,915,967,1297,31032,43150,16,46710,163,85,0
695,340461476,X-a1:X-a1,1830,104,885,841,1187,29964,40265,16,36195.1,160,87,0
695,340461476,X-a1:X-a2,3933,222,1824,1887,2499,63436,82650,16,48050,350,167,0
695,340461476,X-a2:X-a2,1978,107,897,974,1281,31037,38145,16,45462.5,153,77,0
696,340461476,X-a1:X-a1,1830,98,873,859,1176,30041,38810,16,38279.8,150,82,0
696,340461476,X-a1:X-a2,3881,218,1875,1788,2557,63321,82490,16,48429.8,342,160,0
696,340461476,X-a2:X-a2,1934,107,870,957,1306,30716,40120,16,46756.4,152,77,0
697,340461476,X-a1:X-a1,1819,95,890,834,1217,30048,39145,16,35100.4,143,83,0
697,340461476,X-a1:X-a2,3927,236,1877,1814,2593,63522,85040,16,45850.8,360,161,0
697,340461476,X-a2:X-a2,1914,111,880,923,1323,30785,42935,16,49037.8,158,76,0
698,340461476,X-a1:X-a1,1824,105,876,843,1223,29929,39735,16,35026.2,158,88,0
698,340461476,X-a1:X-a2,3881,220,1854,1807,2632,63509,83580,16,48467.2,337,152,0
698,340461476,X-a2:X-a2,1922,114,899,909,1333,30955,40705,16,49196.4,160,85,0
699,340461476,X-a1:X-a1,1820,105,891,824,1288,29935,38050,16,31905.4,162,86,0
699,340461476,X-a1:X-a2,3897,216,1873,1808,2679,63364,80180,16,49034.9,335,153,0
699,340461476,X-a2:X-a2,1937,114,887,936,1320,30756,41170,16,48312.8,166,92,0
700,340461476,X-a1:X-a1,1821,107,878,836,1260,29921,40305,16,32209.3,164,83,0
700,340461476,X-a1:X-a2,3925,213,1872,1840,2625,63521,82430,16,50095.6,336,164,0
700,340461476,X-a2:X-a2,1923,104,890,929,1278,30985,40945,16,47679.2,156,81,0
701,340461476,X-a1:X-a1,1812,113,856,843,1270,30069,38355,16,32762.3,171,97,0
701,340461476,X-a1:X-a2,3928,216,1906,1806,2595,63488,83310,16,50117.9,333,174,0
701,340461476,X-a2:X-a2,1974,109,926,939,1257,31009,41575,16,46479.8,163,90,0
702,340461476,X-a1:X-a1,1834,107,868,859,1239,30013,38930,16,34463.1,165,92,0
702,340461476,X-a1:X-a2,3956,214,1916,1826,2587,63413,78970,16,52191.9,328,177,0
702,340461476,X-a2:X-a2,1941,110,910,921,1287,30983,40240,16,45955.9,164,92,0
703,340461476,X-a1:X-a1,1845,106,886,853,1200,30068,40815,16,32393.3,167,89,0
703,340461476,X-a1:X-a2,3970,213,1900,1857,2645,63067,84150,16,50091.2,324,180,0
703,340461476,X-a2:X-a2,1943,112,911,920,1316,30995,41235,16,45310.6,168,85,0
704,340461476,X-a1:X-a1,1842,101,893,848,1182,30072,38120,16,31514.6,157,85,0
704,340461476,X-a1:X-a2,3930,220,1901,1809,2653,63137,85700,16,50669.5,333,189,0
704,340461476,X-a2:X-a2,1931,115,907,909,1326,31162,43480,16,45744,174,88,0
705,340461476,X-a1:X-a1,1850,100,883,867,1185,29891,38580,16,31141.1,157,88,0
705,340461476,X-a1:X-a2,3929,221,1874,1834,2680,63150,81410,16,51223.4,339,192,0
705,340461476,X-a2:X-a2,1932,113,911,908,1289,31184,39750,16,49295.3,168,87,0
706,340461476,X-a1:X-a1,1820,103,884,833,1192,29974,42075,16,32166.7,158,85,0
706,340461476,X-a1:X-a2,3959,220,1894,1845,2708,63223,82410,16,50737.8,340,183,0
706,340461476,X-a2:X-a2,1939,104,915,920,1296,31283,41175,16,47891.7,155,80,0
707,340461476,X-a1:X-a1,1779,114,840,825,1242,30011,38725,16,31101,179,93,0
707,340461476,X-a1:X-a2,3995,220,1876,1899,2591,63161,81970,16,50371.2,332,190,0
707,340461476,X-a2:X-a2,1961,109,914,938,1234,31141,41485,16,50029.6,166,86,0
708,340461476,X-a1:X-a1,1785,112,835,838,1225,30090,39250,16,32202.4,177,93,0
708,340461476,X-a1:X-a2,3974,219,1873,1882,2654,63102,79900,16,49397.5,333,176,0
708,340461476,X-a2:X-a2,1961,111,913,937,1205,31120,40030,16,46844.5,173,92,0
709,340461476,X-a1:X-a1,1779,121,830,828,1191,30225,42585,16,31880.3,192,104,0
709,340461476,X-a1:X-a2,4009,221,1860,1928,2561,62960,80970,16,49462.6,325,171,0
709,340461476,X-a2:X-a2,1946,111,906,929,1185,31047,40565,16,46557,177,96,0
710,340461476,X-a1:X-a1,1776,123,824,829,1250,30323,38320,16,30975.5,193,98,0
710,340461476,X-a1:X-a2,3991,227,1836,1928,2552,62706,84490,16,50933,340,172,0
710,340461476,X-a2:X-a2,1951,106,896,949,1212,31032,42490,16,47333.3,172,89,0
711,340461476,X-a1:X-a1,1809,118,809,882,1201,30373,40035,16,29868.4,187,95,0
711,340461476,X-a1:X-a2,3921,222,1832,1867,2585,62899,84010,16,53651.5,339,170,0
711,340461476,X-a2:X-a2,1930,115,874,941,1214,31138,43055,16,49073.9,183,95,0
712,340461476,X-a1:X-a1,1821,113,801,907,1207,30197,41825,16,30588,175,85,0
712,340461476,X-a1:X-a2,3945,231,1788,1926,2597,62911,78460,16,50946.7,341,178,0
712,340461476,X-a2:X-a2,1938,122,867,949,1215,31103,41495,16,46417.8,184,98,0
713,340461476,X-a1:X-a1,1799,121,794,884,1234,30420,38375,16,33775,185,86,0
713,340461476,X-a1:X-a2,3898,229,1800,1869,2656,62722,84450,16,50047.8,336,160,0
713,340461476,X-a2:X-a2,1895,120,851,924,1237,31214,42315,16,50611.9,183,95,0
714,340461476,X-a1:X-a1,1804,117,776,911,1223,30219,39585,16,35769.3,182,81,0
714,340461476,X-a1:X-a2,3882,220,1757,1905,2653,62507,81270,16,51928.8,335,157,0
714,340461476,X-a2:X-a2,1851,119,821,911,1253,31224,41805,16,52420,178,97,0
715,340461476,X-a1:X-a1,1805,115,799,891,1251,30240,41370,16,36949.8,175,87,0
715,340461476,X-a1:X-a2,3877,220,1717,1940,2634,62392,80090,16,50416.8,340,171,0
715,340461476,X-a2:X-a2,1893,112,833,948,1230,31230,40900,16,50146.8,169,95,0
716,340461476,X-a1:X-a1,1803,119,798,886,1233,30374,38490,16,37879,186,99,0
716,340461476,X-a1:X-a2,3865,214,1730,1921,2651,62382,82050,16,49720.8,336,178,0
716,340461476,X-a2:X-a2,1844,113,816,915,1212,31416,41900,16,50859.9,166,100,0
717,340461476,X-a1:X-a1,1798,117,806,875,1243,30266,39820,16,36456.7,176,93,0
717,340461476,X-a1:X-a2,3888,222,1727,1939,2675,62422,77080,16,48951.6,355,185,0
717,340461476,X-a2:X-a2,1866,115,824,927,1240,31520,40120,16,46436.2,168,96,0
718,340461476,X-a1:X-a1,1802,114,811,877,1263,30359,41380,16,33813.1,169,87,0
718,340461476,X-a1:X-a2,3947,237,1725,1985,2625,62280,80980,16,49499.1,378,189,0
718,340461476,X-a2:X-a2,1871,117,832,922,1231,31631,40420,16,45310,165,90,0
719,340461476,X-a1:X-a1,1813,120,807,886,1271,30479,37240,16,34644.3,180,100,0
719,340461476,X-a1:X-a2,3924,241,1717,1966,2653,62293,83130,16,48064.1,368,188,0
719,340461476,X-a2:X-a2,1863,123,850,890,1285,31639,42010,16,46182,172,99,0
720,340461476,X-a1:X-a1,1817,119,823,875,1276,30384,40105,16,35322.6,184,101,0
720,340461476,X-a1:X-a2,3917,231,1719,1967,2618,62632,79810,16,49226.4,353,178,0
720,340461476,X-a2:X-a2,1852,117,849,886,1306,31591,40925,16,45247.5,167,95,0
721,340461476,X-a1:X-a1,1845,124,828,893,1265,30438,41635,16,33903.5,190,101,0
721,340461476,X-a1:X-a2,3932,233,1744,1955,2589,62405,79970,16,51027.7,360,187,0
721,340461476,X-a2:X-a2,1851,109,855,887,1278,31576,40715,16,46701.9,157,83,0
722,340461476,X-a1:X-a1,1868,121,826,921,1289,30497,37695,16,35621.1,185,99,0
722,340461476,X-a1:X-a2,3910,223,1788,1899,2540,62286,81470,16,50293.7,346,178,0
722,340461476,X-a2:X-a2,1852,118,832,902,1280,31431,40475,16,47939.4,171,84,0
723,340461476,X-a1:X-a1,1866,108,838,920,1253,30406,38710,16,35829.7,165,93,0
723,340461476,X-a1:X-a2,3926,224,1783,1919,2537,62378,79130,16,46357.9,338,170,0
723,340461476,X-a2:X-a2,1882,123,836,923,1262,31422,41220,16,48880.7,179,93,0
724,340461476,X-a1:X-a1,1856,99,854,903,1263,30497,41945,16,34982.9,154,86,0
724,340461476,X-a1:X-a2,3930,220,1825,1885,2520,62328,78840,16,46167.5,334,158,0
724,340461476,X-a2:X-a2,1908,123,837,948,1236,31644,40095,16,50561.2,182,91,0
725,340461476,X-a1:X-a1,1844,98,823,923,1245,30749,39015,16,32562.4,155,80,0
725,340461476,X-a1:X-a2,3916,214,1814,1888,2501,62234,84580,16,45308,323,155,0
725,340461476,X-a2:X-a2,1869,115,877,877,1299,31542,41705,16,50471.9,170,89,0
726,340461476,X-a1:X-a1,1852,95,834,923,1245,30625,38670,16,30858.7,145,82,0
726,340461476,X-a1:X-a2,3828,206,1773,1849,2535,62344,78970,16,47717,319,165,0
726,340461476,X-a2:X-a2,1854,114,867,873,1285,31524,40820,16,49765.1,165,80,0
727,340461476,X-a1:X-a1,1866,97,849,920,1213,30610,42050,16,33593.5,154,91,0
727,340461476,X-a1:X-a2,3812,211,1742,1859,2515,62325,81230,16,49666.4,330,158,0
727,340461476,X-a2:X-a2,1881,112,877,892,1250,31758,42200,16,49235.7,162,78,0
728,340461476,X-a1:X-a1,1887,95,860,932,1262,30706,38045,16,34505.1,153,91,0
728,340461476,X-a1:X-a2,3807,226,1747,1834,2520,62370,81960,16,47771.7,351,174,0
728,340461476,X-a2:X-a2,1880,110,878,892,1326,31702,41575,16,48456.3,160,78,0
729,340461476,X-a1:X-a1,1913,92,904,917,1314,30412,39375,16,34527.6,152,91,0
729,340461476,X-a1:X-a2,3806,217,1745,1844,2569,62318,77800,16,46386.4,328,168,0
729,340461476,X-a2:X-a2,1891,117,883,891,1274,31802,39185,16,48809.9,176,85,0
730,340461476,X-a1:X-a1,1935,94,893,948,1280,30563,42085,16,35644,148,87,0
730,340461476,X-a1:X-a2,3782,213,1702,1867,2584,62193,80330,16,46418,315,173,0
730,340461476,X-a2:X-a2,1872,116,881,875,1301,31756,40945,16,48619.2,171,96,0
731,340461476,X-a1:X-a1,1923,104,896,923,1289,30715,38955,16,32455.9,164,90,0
731,340461476,X-a1:X-a2,3802,218,1701,1883,2561,62202,84640,16,45901.2,319,173,0
731,340461476,X-a2:X-a2,1894,112,907,875,1282,31599,41385,16,50549.7,164,91,0
732,340461476,X-a1:X-a1,1965,115,899,951,1267,30639,39760,16,32257.8,178,96,0
732,340461476,X-a1:X-a2,3776,219,1704,1853,2603,62180,80140,16,45428.4,320,165,0
732,340461476,X-a2:X-a2,1961,113,901,947,1258,31562,38700,16,49780.7,164,89,0
733,340461476,X-a1:X-a1,1984,109,897,978,1214,30785,39290,16,30976.6,164,87,0
733,340461476,X-a1:X-a2,3832,217,1720,1895,2617,62166,79170,16,47991.1,322,179,0
733,340461476,X-a2:X-a2,1905,121,893,891,1311,31485,42260,16,48838.7,168,96,0
734,340461476,X-a1:X-a1,1981,108,913,960,1204,30812,40195,16,32304.8,164,82,0
734,340461476,X-a1:X-a2,3817,206,1694,1917,2595,62129,86410,16,48414.8,314,173,0
734,340461476,X-a2:X-a2,1923,119,875,929,1258,31574,41835,16,50413.6,161,92,0
735,340461476,X-a1:X-a1,1958,111,890,957,1270,30578,40570,16,33331.5,164,89,0
735,340461476,X-a1:X-a2,3818,207,1686,1925,2583,62466,82540,16,49081.4,319,175,0
735,340461476,X-a2:X-a2,1914,118,867,929,1287,31576,39490,16,53920.7,165,93,0
736,340461476,X-a1:X-a1,1946,111,854,981,1204,30579,39825,16,32532.8,163,90,0
736,340461476,X-a1:X-a2,3845,209,1704,1932,2554,62709,78790,16,48285.7,323,171,0
736,340461476,X-a2:X-a2,1887,116,818,953,1256,31410,42845,16,53671.8,163,88,0
737,340461476,X-a1:X-a1,1944,117,856,971,1170,30575,41465,16,34046.2,174,100,0
737,340461476,X-a1:X-a2,3827,212,1698,1917,2491,62404,84360,16,47249.5,309,163,0
737,340461476,X-a2:X-a2,1899,114,784,1001,1225,31610,40975,16,56351.9,164,88,0
738,340461476,X-a1:X-a1,1899,115,856,928,1207,30705,41175,16,34077.7,178,101,0
738,340461476,X-a1:X-a2,3838,208,1730,1900,2513,62558,84890,16,47854.4,310,166,0
738,340461476,X-a2:X-a2,1872,107,793,972,1276,31484,40975,16,51033.5,150,80,0
739,340461476,X-a1:X-a1,1920,123,847,950,1202,30836,38770,16,33908.6,187,99,0
739,340461476,X-a1:X-a2,3852,208,1678,1966,2479,62582,75650,16,47445,314,171,0
739,340461476,X-a2:X-a2,1866,104,792,970,1301,31350,39900,16,49087.6,148,76,0
740,340461476,X-a1:X-a1,1884,124,868,892,1253,30736,42205,16,34896.3,192,104,0
740,340461476,X-a1:X-a2,3779,212,1690,1877,2482,62553,83930,16,46881.2,330,167,0
740,340461476,X-a2:X-a2,1836,106,776,954,1319,31355,40805,16,48878,151,80,0
741,340461476,X-a1:X-a1,1853,111,849,893,1297,30819,42530,16,34145,169,90,0
741,340461476,X-a1:X-a2,3756,207,1682,1867,2559,62312,82530,16,46700.9,317,160,0
741,340461476,X-a2:X-a2,1835,117,764,954,1308,31100,40740,16,46857.7,169,89,0
742,340461476,X-a1:X-a1,1853,105,824,924,1255,30928,37965,16,36564.1,161,82,0
742,340461476,X-a1:X-a2,3718,211,1663,1844,2636,62193,76160,16,44947.9,328,161,0
742,340461476,X-a2:X-a2,1870,108,769,993,1257,30981,39175,16,46450.1,164,86,0
743,340461476,X-a1:X-a1,1835,102,821,912,1291,30990,41685,16,33801.1,152,68,0
743,340461476,X-a1:X-a2,3740,202,1674,1864,2582,62360,82570,16,46718.2,316,161,0
743,340461476,X-a2:X-a2,1868,109,765,994,1254,31236,40965,16,47052,166,87,0
744,340461476,X-a1:X-a1,1857,99,817,941,1280,31059,38300,16,33468.8,153,65,0
744,340461476,X-a1:X-a2,3728,222,1607,1899,2531,62209,78080,16,44324.1,337,163,0
744,340461476,X-a2:X-a2,1883,102,774,1007,1217,31060,39060,16,48865.8,149,84,0
745,340461476,X-a1:X-a1,1904,100,847,957,1236,31147,37695,16,40141.1,157,81,0
745,340461476,X-a1:X-a2,3800,227,1636,1937,2537,62219,76210,16,45066.6,344,165,0
745,340461476,X-a2:X-a2,1872,105,784,983,1256,31097,38635,16,46975.7,155,85,0
746,340461476,X-a1:X-a1,1861,104,853,904,1268,31075,42370,16,38071.9,156,85,0
746,340461476,X-a1:X-a2,3816,216,1670,1930,2529,62260,85060,16,45132.7,326,159,0
746,340461476,X-a2:X-a2,1852,96,799,957,1305,31073,42050,16,45597.3,145,68,0
747,340461476,X-a1:X-a1,1897,105,845,947,1251,31125,38690,16,38858,155,74,0
747,340461476,X-a1:X-a2,3800,220,1698,1882,2566,62253,78750,16,44802.1,331,159,0
747,340461476,X-a2:X-a2,1845,100,785,960,1317,31132,38800,16,45394.8,152,68,0
748,340461476,X-a1:X-a1,1872,111,820,941,1242,31141,36990,16,38735,169,69,0
748,340461476,X-a1:X-a2,3802,215,1705,1882,2645,62406,79360,16,42570.6,325,149,0
748,340461476,X-a2:X-a2,1849,101,799,949,1332,30966,39810,16,47484,152,63,0
749,340461476,X-a1:X-a1,1849,113,843,893,1292,30893,42985,16,38210.8,171,68,0
749,340461476,X-a1:X-a2,3866,210,1741,1915,2637,62472,85010,16,42220.8,311,152,0
749,340461476,X-a2:X-a2,1884,101,804,979,1316,31042,41005,16,45675.5,149,58,0
750,340461476,X-a1:X-a1,1863,111,817,935,1283,30922,38520,16,34624.2,164,66,0
750,340461476,X-a1:X-a2,3886,209,1763,1914,2632,62269,79820,16,43837.1,319,156,0
750,340461476,X-a2:X-a2,1886,90,808,988,1328,30936,38300,16,46282.4,137,58,0
751,340461476,X-a1:X-a1,1846,108,832,906,1247,30901,37585,16,34055.3,159,65,0
751,340461476,X-a1:X-a2,3907,208,1790,1909,2627,62607,81580,16,42589.2,314,159,0
751,340461476,X-a2:X-a2,1909,91,842,976,1321,30937,39495,16,43869.7,133,62,0
752,340461476,X-a1:X-a1,1874,104,834,936,1239,30834,42925,16,33592.1,158,58,0
752,340461476,X-a1:X-a2,3861,205,1768,1888,2603,62709,84110,16,41960.1,305,149,0
752,340461476,X-a2:X-a2,1885,81,828,976,1291,30838,40685,16,46822.4,120,58,0
753,340461476,X-a1:X-a1,1924,111,824,989,1273,30803,40760,16,35079.3,167,63,0
753,340461476,X-a1:X-a2,3898,222,1753,1923,2597,62774,81110,16,41260.1,330,153,0
753,340461476,X-a2:X-a2,1914,83,849,982,1261,30690,39630,16,47322.6,126,58,0
754,340461476,X-a1:X-a1,1943,114,849,980,1270,30822,40150,16,34336.7,168,66,0
754,340461476,X-a1:X-a2,3882,215,1780,1887,2596,62817,83180,16,42054.5,326,153,0
754,340461476,X-a2:X-a2,1922,83,857,982,1254,30728,39810,16,49305.9,128,55,0
755,340461476,X-a1:X-a1,1926,115,865,946,1300,30804,41680,16,35541.4,171,74,0
755,340461476,X-a1:X-a2,3890,218,1764,1908,2585,62757,82290,16,41508.3,320,154,0
755,340461476,X-a2:X-a2,1939,86,865,988,1292,30648,38370,16,46773.7,132,53,0
756,340461476,X-a1:X-a1,1911,121,849,941,1349,30871,41195,16,35814.1,181,81,0
756,340461476,X-a1:X-a2,3885,222,1757,1906,2586,62993,84330,16,40750.8,323,148,0
756,340461476,X-a2:X-a2,1944,85,895,964,1298,30643,41255,16,47167.7,130,53,0
757,340461476,X-a1:X-a1,1901,117,831,953,1334,30832,43135,16,34232.6,181,82,0
757,340461476,X-a1:X-a2,3902,208,1776,1918,2601,62904,89740,16,42278.1,305,140,0
757,340461476,X-a2:X-a2,1966,90,886,990,1266,30573,42285,16,46298.8,132,61,0
758,340461476,X-a1:X-a1,1881,120,822,939,1328,30849,42285,16,34301.9,190,88,0
758,340461476,X-a1:X-a2,3892,196,1780,1916,2617,63085,81450,16,44776.2,296,124,0
758,340461476,X-a2:X-a2,1948,90,878,980,1254,30526,39345,16,44435.4,132,63,0
759,340461476,X-a1:X-a1,1912,119,838,955,1297,30942,39375,16,34534.5,191,84,0
759,340461476,X-a1:X-a2,3887,196,1767,1924,2585,63020,80740,16,46651.4,297,126,0
759,340461476,X-a2:X-a2,1936,98,851,987,1298,30496,40945,16,43327.6,148,79,0
760,340461476,X-a1:X-a1,1975,112,855,1008,1255,30842,42135,16,33487.8,177,84,0
760,340461476,X-a1:X-a2,3839,192,1720,1927,2597,62957,86090,16,44670,288,126,0
760,340461476,X-a2:X-a2,1970,83,879,1008,1276,30646,39855,16,39975.3,123,65,0
761,340461476,X-a1:X-a1,1995,117,869,1009,1260,30800,43885,16,32815.8,183,82,0
761,340461476,X-a1:X-a2,3855,191,1714,1950,2565,62974,83580,16,44810.7,281,118,0
761,340461476,X-a2:X-a2,1948,95,880,973,1310,30483,40835,16,39212.7,142,73,0
762,340461476,X-a1:X-a1,1988,117,874,997,1235,30951,40335,16,32279.8,183,82,0
762,340461476,X-a1:X-a2,3852,196,1703,1953,2528,62751,80710,16,43426.6,288,118,0
762,340461476,X-a2:X-a2,1945,92,880,973,1293,30337,38795,16,39977.9,137,72,0
763,340461476,X-a1:X-a1,1971,122,873,976,1235,30991,42325,16,31871.9,198,87,0
763,340461476,X-a1:X-a2,3841,197,1705,1939,2573,62901,86340,16,42427.9,287,109,0
763,340461476,X-a2:X-a2,1942,85,862,995,1244,30179,40575,16,41285.6,131,60,0
764,340461476,X-a1:X-a1,1952,114,877,961,1245,31013,43500,16,33508.5,180,88,0
764,340461476,X-a1:X-a2,3833,194,1688,1951,2595,62916,84140,16,42719.9,280,113,0
764,340461476,X-a2:X-a2,1914,92,873,949,1252,30084,40040,16,43740.3,149,66,0
765,340461476,X-a1:X-a1,1917,102,858,957,1266,31173,40250,16,30847,161,72,0
765,340461476,X-a1:X-a2,3865,198,1723,1944,2584,62845,81270,16,45015.2,291,122,0
765,340461476,X-a2:X-a2,1911,97,842,972,1296,29991,39080,16,42949.8,149,65,0
766,340461476,X-a1:X-a1,1888,99,847,942,1276,31151,41740,16,33719.4,149,67,0
766,340461476,X-a1:X-a2,3835,210,1701,1924,2545,62871,87500,16,45835.4,312,135,0
766,340461476,X-a2:X-a2,1920,100,857,963,1263,30067,41880,16,42563.2,148,60,0
767,340461476,X-a1:X-a1,1878,97,820,961,1315,31015,42405,16,32061.3,145,62,0
767,340461476,X-a1:X-a2,3827,229,1665,1933,2580,63041,82610,16,44796.1,334,144,0
767,340461476,X-a2:X-a2,1881,90,826,965,1272,30007,38745,16,42607.1,130,53,0
768,340461476,X-a1:X-a1,1913,85,841,987,1266,31239,38770,16,30356.1,129,63,0
768,340461476,X-a1:X-a2,3844,220,1658,1966,2587,62879,77820,16,43606.1,323,138,0
768,340461476,X-a2:X-a2,1875,85,829,961,1281,29968,38530,16,43594.1,124,49,0
769,340461476,X-a1:X-a1,1897,88,844,965,1241,31066,43810,16,27478.6,126,61,0
769,340461476,X-a1:X-a2,3844,212,1679,1953,2612,62912,85710,16,43628.9,321,135,0
769,340461476,X-a2:X-a2,1914,98,827,989,1258,30007,40980,16,44762.3,146,60,0
770,340461476,X-a1:X-a1,1878,94,844,940,1231,31190,39745,16,28642,131,61,0
770,340461476,X-a1:X-a2,3822,221,1669,1932,2670,62851,78600,16,44355.4,345,145,0
770,340461476,X-a2:X-a2,1936,105,841,990,1236,30002,39355,16,47011.8,162,64,0
771,340461476,X-a1:X-a1,1902,99,833,970,1180,31205,40510,16,27237.1,141,60,0
771,340461476,X-a1:X-a2,3855,219,1680,1956,2632,62746,81110,16,43952.1,335,138,0
