Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_IMMATURE,STATE_LARVA,STATE_EGG,AvgOocystDurationDays,AvgNumSporozoitesPerVector,NumVectorsWithSporozoites_C*,NumVectorsWithSporozoites_G*,NumVectorsWithSporozoites_Other
415,340461476,X-a2:X-a2,2049,179,1256,614,1343,33051,40615,16,55957.3,285,231,0
416,340461476,X-a1:X-a1,1822,128,1181,513,1237,29455,36990,16,44541.2,199,170,0
416,340461476,X-a1:X-a2,3845,328,2461,1056,2445,62095,78950,16,61623.5,514,465,0
416,340461476,X-a2:X-a2,2039,165,1274,600,1318,32998,42860,16,58028.5,260,206,0
417,340461476,X-a1:X-a1,1828,136,1167,525,1214,29507,39095,16,43852,207,181,0
417,340461476,X-a1:X-a2,3821,331,2417,1073,2511,61935,79470,16,60667.8,509,452,0
417,340461476,X-a2:X-a2,2024,157,1295,572,1385,32956,41335,16,60706.6,255,205,0
418,340461476,X-a1:X-a1,1830,135,1152,543,1185,29580,36750,16,45579.6,209,181,0
418,340461476,X-a1:X-a2,3830,316,2411,1103,2547,61879,76580,16,63269.4,488,431,0
418,340461476,X-a2:X-a2,2001,142,1301,558,1415,32807,41170,16,64783.6,232,185,0
419,340461476,X-a1:X-a1,1844,134,1178,532,1195,29551,36140,16,44152.3,205,175,0
419,340461476,X-a1:X-a2,3793,317,2399,1077,2546,61673,80600,16,63042.3,492,438,0
419,340461476,X-a2:X-a2,2012,138,1268,606,1390,32846,40960,16,63088.4,223,182,0
420,340461476,X-a1:X-a1,1808,138,1163,507,1203,29519,37380,16,45863.5,215,178,0
420,340461476,X-a1:X-a2,3736,306,2351,1079,2582,62030,77180,16,63056.4,479,410,0
420,340461476,X-a2:X-a2,2002,155,1261,586,1401,32703,40600,16,63826.8,250,201,0
421,340461476,X-a1:X-a1,1809,140,1146,523,1179,29577,36665,16,49190.6,221,185,0
421,340461476,X-a1:X-a2,3766,320,2324,1122,2622,62038,76010,16,62427.9,498,437,0
421,340461476,X-a2:X-a2,2048,155,1246,647,1391,32686,41185,16,62227.9,247,204,0
422,340461476,X-a1:X-a1,1825,140,1154,531,1200,29676,36165,16,49609.5,221,182,0
422,340461476,X-a1:X-a2,3788,323,2333,1132,2596,61928,79410,16,61430.8,507,436,0
422,340461476,X-a2:X-a2,2046,154,1248,644,1332,32726,40365,16,61649.2,243,205,0
423,340461476,X-a1:X-a1,1854,146,1202,506,1159,29736,36660,16,48443,238,196,0
423,340461476,X-a1:X-a2,3726,311,2344,1071,2651,62016,78120,16,61600.8,485,417,0
423,340461476,X-a2:X-a2,2029,151,1237,641,1353,32539,38900,16,63024.7,241,211,0
424,340461476,X-a1:X-a1,1881,147,1208,526,1174,29696,37415,16,45777.8,238,204,0
424,340461476,X-a1:X-a2,3776,322,2346,1108,2607,62201,76810,16,62369.4,497,439,0
424,340461476,X-a2:X-a2,1990,153,1236,601,1370,32340,40075,16,58939.2,242,205,0
425,340461476,X-a1:X-a1,1858,145,1194,519,1189,29884,36525,16,43997.8,233,202,0
425,340461476,X-a1:X-a2,3777,322,2301,1154,2534,62301,78850,16,61499.2,490,437,0
425,340461476,X-a2:X-a2,2009,155,1231,623,1303,32384,39605,16,58226.2,237,202,0
426,340461476,X-a1:X-a1,1870,140,1199,531,1177,29833,37775,16,44219.1,228,204,0
426,340461476,X-a1:X-a2,3782,320,2315,1147,2503,62303,80670,16,61722.8,484,430,0
426,340461476,X-a2:X-a2,1989,162,1266,561,1330,32209,39495,16,55864.4,250,210,0
427,340461476,X-a1:X-a1,1837,147,1185,505,1217,29885,37670,16,43153.3,238,207,0
427,340461476,X-a1:X-a2,3781,320,2316,1145,2467,62495,75660,16,61618,503,445,0
427,340461476,X-a2:X-a2,2030,164,1268,598,1299,32123,39310,16,54531.5,252,219,0
428,340461476,X-a1:X-a1,1846,158,1166,522,1224,30073,36245,16,44009.1,247,219,0
428,340461476,X-a1:X-a2,3776,322,2351,1103,2504,62377,76980,16,62041.5,520,448,0
428,340461476,X-a2:X-a2,2080,163,1288,629,1314,32063,39155,16,56333.1,259,231,0
429,340461476,X-a1:X-a1,1833,163,1139,531,1218,29920,38100,16,44544.5,250,225,0
429,340461476,X-a1:X-a2,3741,328,2357,1056,2538,62430,80850,16,59825.1,524,464,0
429,340461476,X-a2:X-a2,2026,137,1275,614,1303,32046,41810,16,58709.5,218,195,0
430,340461476,X-a1:X-a1,1848,158,1140,550,1209,29934,38830,16,45611.4,242,229,0
430,340461476,X-a1:X-a2,3746,326,2333,1087,2495,62693,77140,16,61180.4,518,463,0
430,340461476,X-a2:X-a2,2035,140,1275,620,1280,32263,39490,16,56656.4,224,201,0
431,340461476,X-a1:X-a1,1849,162,1131,556,1197,30130,35485,16,44506.6,252,236,0
431,340461476,X-a1:X-a2,3715,314,2308,1093,2548,62600,79460,16,61655.9,496,445,0
431,340461476,X-a2:X-a2,2035,143,1282,610,1357,32012,40155,16,57371.4,219,205,0
432,340461476,X-a1:X-a1,1862,173,1098,591,1195,29879,36560,16,45051.4,274,257,0
432,340461476,X-a1:X-a2,3731,298,2301,1132,2568,62795,79130,16,61192.5,465,418,0
432,340461476,X-a2:X-a2,2050,145,1270,635,1347,31900,41750,16,60847.6,228,210,0
433,340461476,X-a1:X-a1,1847,170,1102,575,1194,29790,37820,16,45329.9,267,248,0
433,340461476,X-a1:X-a2,3728,296,2288,1144,2582,62910,75820,16,62294,463,406,0
433,340461476,X-a2:X-a2,2021,151,1279,591,1362,31941,40120,16,60237.5,241,210,0
434,340461476,X-a1:X-a1,1836,172,1105,559,1169,29881,35975,16,45899.2,278,261,0
434,340461476,X-a1:X-a2,3745,297,2312,1136,2578,62656,78610,16,62387.9,467,394,0
434,340461476,X-a2:X-a2,1999,138,1234,627,1335,31865,40295,16,60444.2,217,184,0
435,340461476,X-a1:X-a1,1818,171,1116,531,1228,29885,37660,16,47865.1,275,257,0
435,340461476,X-a1:X-a2,3744,283,2294,1167,2578,62814,74940,16,61372.1,455,375,0
435,340461476,X-a2:X-a2,2010,132,1224,654,1319,32123,42180,16,62022.2,209,182,0
436,340461476,X-a1:X-a1,1829,164,1134,531,1234,29833,39260,16,44676,254,239,0
436,340461476,X-a1:X-a2,3758,279,2287,1192,2551,62445,78120,16,56968.8,444,357,0
436,340461476,X-a2:X-a2,2000,130,1251,619,1305,32121,40980,16,61951,204,185,0
437,340461476,X-a1:X-a1,1824,163,1114,547,1234,30000,35300,16,43611.2,254,238,0
437,340461476,X-a1:X-a2,3760,280,2282,1198,2563,62255,76270,16,56780.3,444,354,0
437,340461476,X-a2:X-a2,1966,134,1227,605,1343,32227,37410,16,56184.5,201,182,0
438,340461476,X-a1:X-a1,1792,160,1132,500,1249,29961,38145,16,46538.7,252,235,0
438,340461476,X-a1:X-a2,3798,277,2289,1232,2579,62269,73560,16,56246.1,433,349,0
438,340461476,X-a2:X-a2,1963,143,1227,593,1342,32159,41895,16,51091,212,187,0
439,340461476,X-a1:X-a1,1825,162,1128,535,1258,30042,37515,16,44464.8,252,224,0
439,340461476,X-a1:X-a2,3773,285,2274,1214,2558,62081,76960,16,58885,447,350,0
439,340461476,X-a2:X-a2,1975,141,1191,643,1282,32327,40585,16,53403.3,211,189,0
440,340461476,X-a1:X-a1,1836,168,1117,551,1261,30148,36930,16,42560.3,263,225,0
440,340461476,X-a1:X-a2,3768,285,2300,1183,2600,62079,77930,16,59901.5,444,352,0
440,340461476,X-a2:X-a2,1978,143,1223,612,1264,32307,38800,16,54499.7,219,194,0
441,340461476,X-a1:X-a1,1807,159,1098,550,1267,30238,37225,16,44687.4,247,211,0
441,340461476,X-a1:X-a2,3750,279,2302,1169,2569,62323,73830,16,59645.8,446,348,0
441,340461476,X-a2:X-a2,1994,139,1211,644,1230,32200,41585,16,54949.3,213,192,0
442,340461476,X-a1:X-a1,1817,157,1119,541,1257,30174,36425,16,44422.1,241,212,0
442,340461476,X-a1:X-a2,3753,280,2283,1190,2574,62071,75590,16,59331.1,440,350,0
442,340461476,X-a2:X-a2,1961,148,1231,582,1290,32289,40545,16,54282.6,225,199,0
443,340461476,X-a1:X-a1,1834,151,1107,576,1226,30190,36585,16,42833,231,198,0
443,340461476,X-a1:X-a2,3766,284,2292,1190,2593,62111,78220,16,59475.8,442,344,0
443,340461476,X-a2:X-a2,1913,149,1190,574,1298,32438,39535,16,53198.9,233,194,0
444,340461476,X-a1:X-a1,1840,146,1106,588,1221,30118,36760,16,44318.4,220,188,0
444,340461476,X-a1:X-a2,3784,279,2299,1206,2575,62238,73550,16,58595.5,438,337,0
444,340461476,X-a2:X-a2,1918,145,1170,603,1314,32375,40230,16,50333.7,232,192,0
445,340461476,X-a1:X-a1,1856,142,1127,587,1223,30108,38170,16,45271.7,204,175,0
445,340461476,X-a1:X-a2,3758,282,2315,1161,2598,62046,77860,16,59195.6,453,354,0
445,340461476,X-a2:X-a2,1886,147,1169,570,1366,32346,41810,16,50932.7,231,197,0
446,340461476,X-a1:X-a1,1832,138,1128,566,1241,29973,36740,16,47221.5,210,182,0
446,340461476,X-a1:X-a2,3776,275,2325,1176,2629,61913,74130,16,59445.2,438,342,0
446,340461476,X-a2:X-a2,1911,144,1168,599,1319,32527,38310,16,54352.2,227,194,0
447,340461476,X-a1:X-a1,1843,141,1142,560,1250,29932,36890,16,44464.3,210,190,0
447,340461476,X-a1:X-a2,3836,257,2355,1224,2568,61992,77250,16,59599.3,402,305,0
447,340461476,X-a2:X-a2,1908,152,1162,594,1346,32485,38880,16,52959,242,201,0
448,340461476,X-a1:X-a1,1879,133,1136,610,1235,29953,38430,16,44628.7,200,182,0
448,340461476,X-a1:X-a2,3821,253,2349,1219,2582,61932,79150,16,60200.8,389,293,0
448,340461476,X-a2:X-a2,1914,145,1150,619,1330,32424,41440,16,56273.7,229,192,0
449,340461476,X-a1:X-a1,1894,139,1154,601,1221,29899,36900,16,46724.7,212,194,0
449,340461476,X-a1:X-a2,3763,255,2313,1195,2645,61780,76170,16,59127.2,389,301,0
449,340461476,X-a2:X-a2,1951,138,1166,647,1309,32432,38010,16,59403.1,219,190,0
450,340461476,X-a1:X-a1,1900,136,1134,630,1242,30080,35810,16,48124.2,210,191,0
450,340461476,X-a1:X-a2,3784,250,2300,1234,2571,62029,78840,16,60040.1,382,302,0
450,340461476,X-a2:X-a2,1936,130,1185,621,1338,32319,39570,16,56638.4,201,171,0
451,340461476,X-a1:X-a1,1882,137,1120,625,1231,29907,37430,16,48499.7,210,194,0
451,340461476,X-a1:X-a2,3825,254,2351,1220,2548,62160,78450,16,61257,385,311,0
451,340461476,X-a2:X-a2,1928,134,1166,628,1343,32365,42900,16,54214.9,205,178,0
452,340461476,X-a1:X-a1,1865,141,1135,589,1267,29671,36900,16,49032.5,210,198,0
452,340461476,X-a1:X-a2,3817,257,2359,1201,2586,61988,78420,16,59318.5,383,313,0
452,340461476,X-a2:X-a2,1939,142,1176,621,1341,32390,38520,16,53227,220,172,0
453,340461476,X-a1:X-a1,1846,133,1114,599,1276,29823,35980,16,47686.1,200,185,0
453,340461476,X-a1:X-a2,3817,263,2317,1237,2559,62360,76420,16,57022.9,391,299,0
453,340461476,X-a2:X-a2,1931,147,1146,638,1337,32405,38860,16,49116,220,163,0
454,340461476,X-a1:X-a1,1847,143,1105,599,1239,29834,37330,16,48657.9,217,186,0
454,340461476,X-a1:X-a2,3814,269,2367,1178,2602,62118,79130,16,54383.1,401,311,0
454,340461476,X-a2:X-a2,1961,150,1163,648,1292,32410,42180,16,49818.3,228,169,0
455,340461476,X-a1:X-a1,1821,135,1090,596,1208,29765,36575,16,47968.2,210,176,0
455,340461476,X-a1:X-a2,3824,262,2377,1185,2670,62083,79740,16,53801.8,392,317,0
455,340461476,X-a2:X-a2,1991,147,1189,655,1272,32473,38945,16,51444.2,230,181,0
456,340461476,X-a1:X-a1,1866,147,1110,609,1226,29646,34960,16,47305.6,228,184,0
456,340461476,X-a1:X-a2,3831,269,2342,1220,2599,62371,76780,16,52226.5,417,328,0
456,340461476,X-a2:X-a2,1966,152,1201,613,1292,32272,38720,16,55028.9,250,202,0
457,340461476,X-a1:X-a1,1873,146,1116,611,1182,29578,37945,16,49006.7,234,186,0
457,340461476,X-a1:X-a2,3844,270,2351,1223,2575,62278,79350,16,52254.5,418,322,0
457,340461476,X-a2:X-a2,1978,151,1197,630,1289,32186,42925,16,53576.2,246,197,0
458,340461476,X-a1:X-a1,1845,152,1118,575,1205,29607,36900,16,48166,243,191,0
458,340461476,X-a1:X-a2,3860,275,2331,1254,2483,62167,78590,16,51731.1,418,322,0
458,340461476,X-a2:X-a2,1937,149,1188,600,1322,32225,38170,16,54396.1,247,193,0
459,340461476,X-a1:X-a1,1829,158,1110,561,1252,29692,36210,16,46625.5,252,196,0
459,340461476,X-a1:X-a2,3898,278,2374,1246,2477,62325,79160,16,53477.6,429,332,0
459,340461476,X-a2:X-a2,1929,141,1170,618,1332,32047,40230,16,56077.7,235,182,0
460,340461476,X-a1:X-a1,1861,155,1131,575,1226,29709,38615,16,47152.5,255,204,0
460,340461476,X-a1:X-a2,3858,284,2360,1214,2559,62185,81200,16,53319,438,346,0
460,340461476,X-a2:X-a2,1909,133,1159,617,1289,32075,42865,16,56315.7,226,177,0
461,340461476,X-a1:X-a1,1853,152,1169,532,1219,29732,38530,16,49122.4,246,203,0
461,340461476,X-a1:X-a2,3880,312,2362,1206,2506,62365,78430,16,51938.4,482,372,0
461,340461476,X-a2:X-a2,1918,134,1167,617,1312,32036,38940,16,57322.1,219,180,0
462,340461476,X-a1:X-a1,1841,149,1171,521,1237,29848,35565,16,48805.5,243,199,0
462,340461476,X-a1:X-a2,3843,316,2349,1178,2512,62519,75680,16,51709,482,374,0
462,340461476,X-a2:X-a2,1946,132,1195,619,1312,31866,39315,16,56548.9,213,172,0
463,340461476,X-a1:X-a1,1843,144,1149,550,1235,29849,37890,16,46447.4,227,188,0
463,340461476,X-a1:X-a2,3828,305,2334,1189,2523,62730,79380,16,54255.7,471,359,0
463,340461476,X-a2:X-a2,1925,122,1190,613,1277,31920,41270,16,57591.6,191,162,0
464,340461476,X-a1:X-a1,1845,138,1169,538,1197,29936,39365,16,47650.8,221,179,0
464,340461476,X-a1:X-a2,3839,298,2292,1249,2491,62373,78880,16,57155.4,463,374,0
464,340461476,X-a2:X-a2,1904,125,1185,594,1267,32016,39615,16,56511.7,200,166,0
465,340461476,X-a1:X-a1,1848,149,1155,544,1190,30108,35195,16,46224,238,181,0
465,340461476,X-a1:X-a2,3766,282,2350,1134,2554,62325,74150,16,59635.7,453,369,0
465,340461476,X-a2:X-a2,1923,125,1157,641,1273,31949,38795,16,55159.3,201,163,0
466,340461476,X-a1:X-a1,1832,144,1127,561,1173,30014,36020,16,46348,230,185,0
466,340461476,X-a1:X-a2,3784,282,2336,1166,2551,62522,77520,16,56994.1,444,356,0
466,340461476,X-a2:X-a2,1922,133,1176,613,1291,31990,40700,16,54162.9,218,166,0
467,340461476,X-a1:X-a1,1836,128,1137,571,1163,29934,38245,16,46735.5,207,170,0
467,340461476,X-a1:X-a2,3764,284,2304,1176,2584,62446,78470,16,55805,440,349,0
467,340461476,X-a2:X-a2,1906,127,1181,598,1312,32090,40085,16,55987.1,213,164,0
468,340461476,X-a1:X-a1,1817,129,1144,544,1208,29826,36980,16,49053.4,208,172,0
468,340461476,X-a1:X-a2,3766,287,2290,1189,2557,62338,76680,16,57958.2,448,353,0
468,340461476,X-a2:X-a2,1870,124,1184,562,1358,31914,38560,16,57100.9,199,173,0
469,340461476,X-a1:X-a1,1782,133,1109,540,1219,29720,36220,16,47431.9,209,174,0
469,340461476,X-a1:X-a2,3777,291,2263,1223,2518,62693,77630,16,57216.3,452,354,0
469,340461476,X-a2:X-a2,1917,126,1183,608,1297,31949,42090,16,54170.1,205,165,0
470,340461476,X-a1:X-a1,1802,130,1118,554,1237,29680,38130,16,46112.9,205,159,0
470,340461476,X-a1:X-a2,3753,285,2266,1202,2548,62641,76630,16,55991,449,333,0
470,340461476,X-a2:X-a2,1938,127,1200,611,1250,32188,39440,16,53276.6,200,164,0
471,340461476,X-a1:X-a1,1806,137,1115,554,1244,29636,35830,16,45084,213,156,0
471,340461476,X-a1:X-a2,3769,287,2237,1245,2528,62595,72870,16,54684.5,440,331,0
471,340461476,X-a2:X-a2,1907,141,1178,588,1320,32043,35680,16,48188.9,221,166,0
472,340461476,X-a1:X-a1,1819,134,1113,572,1235,29911,35040,16,46892.8,214,161,0
472,340461476,X-a1:X-a2,3702,272,2234,1196,2596,62705,74200,16,55113.8,411,313,0
472,340461476,X-a2:X-a2,1952,143,1172,637,1303,31972,39500,16,48750.3,217,160,0
473,340461476,X-a1:X-a1,1794,127,1103,564,1181,29700,39850,16,46337.1,208,148,0
473,340461476,X-a1:X-a2,3657,274,2228,1155,2678,62522,77510,16,53833.6,408,309,0
473,340461476,X-a2:X-a2,1909,136,1179,594,1312,32106,39280,16,50290,207,171,0
474,340461476,X-a1:X-a1,1779,131,1075,573,1193,29879,36500,16,44531.1,208,144,0
474,340461476,X-a1:X-a2,3680,286,2178,1216,2600,62599,74860,16,55045.2,431,331,0
474,340461476,X-a2:X-a2,1901,129,1179,593,1383,32047,38240,16,49577.8,195,153,0
475,340461476,X-a1:X-a1,1791,136,1070,585,1220,29877,35145,16,42048.8,216,150,0
475,340461476,X-a1:X-a2,3677,288,2207,1182,2595,62350,74850,16,55410.9,433,327,0
475,340461476,X-a2:X-a2,1938,136,1165,637,1343,31955,38785,16,47433.4,201,160,0
476,340461476,X-a1:X-a1,1778,133,1070,575,1221,29899,38180,16,39975.7,205,146,0
476,340461476,X-a1:X-a2,3673,296,2178,1199,2571,62601,77970,16,55746.1,458,340,0
476,340461476,X-a2:X-a2,1946,135,1203,608,1330,32130,38870,16,48054.1,208,158,0
477,340461476,X-a1:X-a1,1727,146,1035,546,1232,29922,34930,16,45158,233,166,0
477,340461476,X-a1:X-a2,3732,288,2174,1270,2501,62673,72290,16,58362.5,446,341,0
477,340461476,X-a2:X-a2,1944,141,1177,626,1381,31927,37240,16,52233.4,219,168,0
478,340461476,X-a1:X-a1,1741,151,1017,573,1263,29917,35635,16,43387.3,236,178,0
478,340461476,X-a1:X-a2,3681,275,2193,1213,2509,62840,76300,16,59036,431,321,0
478,340461476,X-a2:X-a2,1992,138,1168,686,1289,31958,39665,16,53966.5,217,162,0
479,340461476,X-a1:X-a1,1782,130,1036,616,1200,29864,37710,16,41693.1,197,155,0
479,340461476,X-a1:X-a2,3714,266,2203,1245,2512,62876,76700,16,57816.9,412,304,0
479,340461476,X-a2:X-a2,1998,146,1199,653,1294,31905,39710,16,56685.8,231,175,0
480,340461476,X-a1:X-a1,1796,119,1070,607,1199,29925,35070,16,45463.6,185,143,0
480,340461476,X-a1:X-a2,3731,257,2201,1273,2510,62718,72550,16,59452.5,410,307,0
480,340461476,X-a2:X-a2,1982,144,1178,660,1357,31764,37960,16,58222.1,232,184,0
481,340461476,X-a1:X-a1,1783,113,1107,563,1190,29978,36985,16,45459.2,175,136,0
481,340461476,X-a1:X-a2,3767,273,2246,1248,2563,62592,76200,16,57012.8,428,328,0
481,340461476,X-a2:X-a2,1967,137,1162,668,1329,31863,38835,16,57429.4,220,178,0
482,340461476,X-a1:X-a1,1821,119,1090,612,1153,30158,37510,16,47124.1,196,153,0
482,340461476,X-a1:X-a2,3725,290,2222,1213,2660,62329,77510,16,57782.9,447,358,0
482,340461476,X-a2:X-a2,1952,136,1163,653,1341,31787,40260,16,55870.3,223,173,0
483,340461476,X-a1:X-a1,1795,113,1099,583,1133,30197,36855,16,46355.8,185,156,0
483,340461476,X-a1:X-a2,3761,272,2239,1250,2664,62410,75920,16,58021.6,429,326,0
483,340461476,X-a2:X-a2,1963,129,1151,683,1333,31899,38705,16,57233.6,204,162,0
484,340461476,X-a1:X-a1,1808,112,1071,625,1152,30123,37295,16,47748.7,185,157,0
484,340461476,X-a1:X-a2,3760,269,2209,1282,2650,62328,77090,16,57460,436,321,0
484,340461476,X-a2:X-a2,1972,130,1154,688,1304,31809,38855,16,58317.9,200,163,0
485,340461476,X-a1:X-a1,1797,116,1081,600,1155,30063,37725,16,47458.5,189,166,0
485,340461476,X-a1:X-a2,3763,261,2162,1340,2649,62523,76250,16,56726.1,421,316,0
485,340461476,X-a2:X-a2,1932,131,1133,668,1325,31886,40005,16,57916.9,200,163,0
486,340461476,X-a1:X-a1,1783,110,1074,599,1189,30083,37235,16,47121.1,188,156,0
486,340461476,X-a1:X-a2,3802,253,2151,1398,2618,62523,74910,16,56092.1,412,304,0
486,340461476,X-a2:X-a2,1970,138,1133,699,1382,31881,37315,16,51746.2,209,155,0
487,340461476,X-a1:X-a1,1789,119,1070,600,1256,30163,37710,16,44218.9,200,172,0
487,340461476,X-a1:X-a2,3833,262,2184,1387,2612,62430,77350,16,58612.6,426,325,0
487,340461476,X-a2:X-a2,1966,138,1137,691,1360,31867,39620,16,50370.5,207,150,0
488,340461476,X-a1:X-a1,1830,113,1075,642,1222,30254,38325,16,45696.8,187,156,0
488,340461476,X-a1:X-a2,3832,249,2195,1388,2656,62452,76230,16,58462.5,406,315,0
488,340461476,X-a2:X-a2,1944,135,1142,667,1328,31770,39385,16,51943.3,207,164,0
489,340461476,X-a1:X-a1,1808,116,1074,618,1239,30349,37375,16,44065.9,189,153,0
489,340461476,X-a1:X-a2,3855,246,2190,1419,2551,62458,77410,16,55367.2,394,302,0
489,340461476,X-a2:X-a2,1950,135,1161,654,1312,31794,38475,16,53461.3,218,169,0
490,340461476,X-a1:X-a1,1835,115,1086,634,1219,30359,39015,16,45261.2,183,141,0
490,340461476,X-a1:X-a2,3880,246,2206,1428,2550,62331,80680,16,57092.7,395,305,0
490,340461476,X-a2:X-a2,1983,134,1126,723,1266,31703,41025,16,50543.1,215,163,0
491,340461476,X-a1:X-a1,1845,120,1083,642,1168,30247,38580,16,44226.1,186,150,0
491,340461476,X-a1:X-a2,3847,240,2215,1392,2581,62350,78870,16,56910.4,391,301,0
491,340461476,X-a2:X-a2,1988,137,1126,725,1234,31732,40350,16,51841.4,216,164,0
492,340461476,X-a1:X-a1,1843,133,1108,602,1165,30248,37350,16,43586,205,173,0
492,340461476,X-a1:X-a2,3858,251,2211,1396,2595,62147,77100,16,55002.1,397,324,0
492,340461476,X-a2:X-a2,2001,138,1154,709,1290,31655,37730,16,53574,219,162,0
493,340461476,X-a1:X-a1,1822,137,1080,605,1174,30178,38520,16,41544.3,203,170,0
493,340461476,X-a1:X-a2,3812,251,2202,1359,2610,62356,78360,16,52763.7,391,316,0
493,340461476,X-a2:X-a2,1958,136,1153,669,1310,31562,40960,16,54820.3,218,164,0
494,340461476,X-a1:X-a1,1811,139,1064,608,1238,30164,39245,16,39617.6,199,169,0
494,340461476,X-a1:X-a2,3844,252,2199,1393,2563,62231,80430,16,56467.7,390,305,0
494,340461476,X-a2:X-a2,1955,132,1159,664,1276,31647,41965,16,57046,214,172,0
495,340461476,X-a1:X-a1,1792,134,1060,598,1184,30244,38235,16,40457.6,197,153,0
495,340461476,X-a1:X-a2,3831,241,2191,1399,2515,62231,77080,16,54010.1,364,289,0
495,340461476,X-a2:X-a2,1928,137,1125,666,1286,31695,38825,16,56257.7,215,176,0
496,340461476,X-a1:X-a1,1785,136,1054,595,1250,30399,38270,16,40144,206,159,0
496,340461476,X-a1:X-a2,3853,240,2224,1389,2497,62175,78460,16,53001.8,354,283,0
496,340461476,X-a2:X-a2,1950,141,1112,697,1285,31724,39850,16,54219.2,220,173,0
497,340461476,X-a1:X-a1,1788,138,1040,610,1243,30298,38115,16,37175,207,161,0
497,340461476,X-a1:X-a2,3856,257,2224,1375,2519,62218,77590,16,56356.5,384,311,0
497,340461476,X-a2:X-a2,1926,141,1118,667,1301,31801,38975,16,54846.9,219,173,0
498,340461476,X-a1:X-a1,1815,126,1014,675,1225,30367,36495,16,41033.4,196,156,0
498,340461476,X-a1:X-a2,3826,256,2191,1379,2570,62138,77810,16,55107.6,382,313,0
498,340461476,X-a2:X-a2,1935,144,1128,663,1319,31747,39095,16,54555.3,221,180,0
499,340461476,X-a1:X-a1,1806,130,1053,623,1270,30286,38765,16,40099.7,205,156,0
499,340461476,X-a1:X-a2,3765,253,2185,1327,2593,62282,79590,16,53751,377,307,0
499,340461476,X-a2:X-a2,1946,141,1121,684,1286,31801,40445,16,54139.8,210,160,0
500,340461476,X-a1:X-a1,1842,122,1023,697,1253,30218,36940,16,39811,196,145,0
500,340461476,X-a1:X-a2,3788,249,2173,1366,2632,62269,78410,16,54197.3,380,295,0
500,340461476,X-a2:X-a2,1944,137,1118,689,1264,31802,41210,16,55985.1,210,163,0
501,340461476,X-a1:X-a1,1845,119,1074,652,1226,30235,36735,16,40645.8,188,133,0
501,340461476,X-a1:X-a2,3811,256,2227,1328,2626,62340,78920,16,52820.5,399,304,0
501,340461476,X-a2:X-a2,1952,139,1132,681,1261,31891,39785,16,54454.2,206,157,0
502,340461476,X-a1:X-a1,1851,117,1060,674,1261,30137,39200,16,38470.1,179,128,0
502,340461476,X-a1:X-a2,3823,257,2213,1353,2609,62519,77330,16,54328.6,405,313,0
502,340461476,X-a2:X-a2,1957,142,1133,682,1248,31848,40050,16,53767.3,211,168,0
503,340461476,X-a1:X-a1,1864,114,1060,690,1261,30217,36490,16,36755.7,173,134,0
503,340461476,X-a1:X-a2,3825,268,2211,1346,2631,62412,76300,16,52607.3,418,323,0
503,340461476,X-a2:X-a2,1908,141,1111,656,1306,31663,40030,16,51171.7,213,158,0
504,340461476,X-a1:X-a1,1853,122,1037,694,1285,30290,37095,16,40755.5,186,144,0
504,340461476,X-a1:X-a2,3863,267,2188,1408,2656,62556,80610,16,49829,430,308,0
504,340461476,X-a2:X-a2,1889,139,1091,659,1298,31857,41135,16,48836.7,208,152,0
505,340461476,X-a1:X-a1,1791,126,1015,650,1351,30066,38040,16,41070.2,186,145,0
505,340461476,X-a1:X-a2,3898,255,2222,1421,2613,62672,77040,16,50497,406,291,0
505,340461476,X-a2:X-a2,1898,142,1075,681,1276,31838,40980,16,49073.7,203,162,0
506,340461476,X-a1:X-a1,1802,125,1004,673,1297,30238,37450,16,40283.6,185,136,0
506,340461476,X-a1:X-a2,3920,257,2235,1428,2608,62454,77870,16,49640.7,414,289,0
506,340461476,X-a2:X-a2,1877,125,1072,680,1304,31935,39640,16,50611.4,187,138,0
507,340461476,X-a1:X-a1,1829,135,990,704,1261,30002,37560,16,38171.9,198,141,0
507,340461476,X-a1:X-a2,3884,255,2218,1411,2579,62458,78040,16,51066,410,280,0
507,340461476,X-a2:X-a2,1877,135,1052,690,1302,31786,40860,16,49860.5,203,159,0
508,340461476,X-a1:X-a1,1835,134,1036,665,1248,30085,37655,16,35114.1,183,133,0
508,340461476,X-a1:X-a2,3835,258,2161,1416,2601,62517,77800,16,51330.1,409,277,0
508,340461476,X-a2:X-a2,1867,134,1050,683,1305,31868,40605,16,50637.1,195,161,0
509,340461476,X-a1:X-a1,1873,131,1039,703,1217,30168,36995,16,38104.4,180,135,0
509,340461476,X-a1:X-a2,3810,269,2154,1387,2567,62480,76690,16,51127.5,424,288,0
509,340461476,X-a2:X-a2,1842,135,1034,673,1339,31869,38735,16,51570.3,190,157,0
510,340461476,X-a1:X-a1,1852,128,1060,664,1253,30033,38325,16,36974.1,176,128,0
510,340461476,X-a1:X-a2,3776,268,2140,1368,2603,62496,76750,16,52589.9,414,286,0
510,340461476,X-a2:X-a2,1857,128,1038,691,1328,31912,39705,16,52537.8,188,154,0
511,340461476,X-a1:X-a1,1848,124,1062,662,1253,30095,38235,16,37136.8,173,130,0
