Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,SillySkeeter_AvailableHabitat,SillySkeeter_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived,NumVectorsNone,NumVectorsOnlyOocysts,NumVectorsOnlySporozoites,NumVectorsBothOocystsSporozoites,NumBitesAdults,NumBitesInfected,NumBitesInfectious,NumParasiteCohortsOocysts,NumParasiteCohortsSporozoites,NumOocysts,NumSporozoites,NumInfectiousToAdult,NumInfectiousToInfected
320,340461476,100,8829,0,0,8829,10357,10311,248988,324600,162300,0,0,2038,0,1057,0,848,0,211,26379.2,0.0893423,0,0,0,8829,0,0,0,2038,0,0,0,0,0,0,0,0
321,340461476,100,8724,0,0,8724,10403,10297,248523,331600,165800,0,0,2035,0,969,0,845,0,229,26844.2,0.0812667,0,0,0,8724,0,0,0,2035,0,0,0,0,0,0,0,0
322,340461476,100,8687,0,0,8687,10490,10179,248853,307000,153500,0,0,2106,0,972,0,793,0,216,26514.3,0.0809536,0,0,0,8687,0,0,0,2106,0,0,0,0,0,0,0,0
323,340461476,100,8677,0,0,8677,10475,10152,248636,303400,151700,0,0,2019,0,1035,0,846,0,199,26731.3,0.0863657,0,0,0,8677,0,0,0,2019,0,0,0,0,0,0,0,0
324,340461476,100,8635,0,0,8635,10529,10129,248768,300800,150400,0,0,2054,0,981,0,844,0,179,26599.4,0.0881059,0,0,0,8635,0,0,0,2054,0,0,0,0,0,0,0,0
325,340461476,100,8575,0,7,8568,10499,10154,249029,307600,153800,0,0,2056,0,960,0,834,0,186,26338.5,0.0884289,0,0,0,8568,7,0,0,2056,0,0,7,0,14,0,0,0
326,340461476,100,8530,0,11,8519,10497,10206,248686,295600,147800,0,0,1939,0,976,0,819,0,202,26681.5,0.0856257,0,0,0,8519,11,0,0,1939,0,0,11,0,28,0,0,0
327,340461476,100,8474,0,26,8448,10426,10353,248657,314800,157400,0,0,2034,0,977,0,830,0,203,26710.6,0.0902623,0,0,0,8448,26,0,0,2034,0,0,26,0,71,0,0,0
328,340461476,100,8492,0,115,8377,10419,10417,249018,303920,151960,0,0,2025,0,993,0,771,0,204,26349.7,0.0848494,0,0,0,8377,115,0,0,2024,1,0,115,0,379,0,0,0
329,340461476,100,8520,0,226,8294,10431,10210,248757,292000,146000,0,0,2059,0,1019,0,781,0,210,26610.7,0.0866993,0,0,0,8294,226,0,0,2057,2,0,227,0,782,0,0,0
330,340461476,100,8419,0,385,8034,10452,10215,248703,295400,147700,0,0,1958,0,975,0,839,0,237,26664.8,0.0911326,0,0,0,8034,385,0,0,1949,9,0,387,0,1350,0,0,0
331,340461476,100,8344,0,506,7838,10507,10138,249027,302560,151280,0,0,2035,0,969,0,829,0,215,26340.8,0.0902667,0,0,0,7838,506,0,0,2002,33,0,515,0,1784,0,0,0
332,340461476,100,8432,0,634,7798,10399,10082,248907,303720,151860,0,0,2025,0,1034,0,762,0,184,26460.9,0.0870599,0,0,0,7798,634,0,0,1966,59,0,648,0,2212,0,0,0
333,340461476,100,8452,0,739,7713,10368,10110,248688,272000,136000,0,0,1984,0,974,0,750,0,204,26679.9,0.0871227,0,0,0,7713,739,0,0,1910,74,0,767,0,2658,0,0,0
334,340461476,100,8437,0,834,7603,10375,10087,248609,294760,147380,0,0,1985,0,1006,0,817,0,204,26759,0.098088,0,0,0,7603,834,0,0,1867,118,0,870,0,3064,0,0,0
335,340461476,100,8416,0,911,7505,10362,10144,248620,300360,150180,0,0,2037,0,957,0,785,0,193,26748,0.0907822,0,0,0,7505,911,0,0,1909,128,0,953,0,3351,0,0,0
336,340461476,100,8401,0,983,7418,10338,10014,248645,284160,142080,0,0,1937,0,957,0,781,0,191,26723,0.0890531,0,0,0,7418,983,0,0,1782,155,0,1039,0,3703,0,0,0
337,340461476,100,8367,0,1004,7363,10332,10042,248505,287200,143600,0,0,1979,0,996,0,817,0,213,26863.1,0.0940422,0,0,0,7363,1004,0,0,1793,186,0,1078,0,3883,0,0,0
338,340461476,100,8318,0,1064,7254,10352,9991,248738,296760,148380,0,0,2004,0,956,0,812,0,193,26630.1,0.0935343,0,0,0,7254,1064,0,0,1826,178,0,1143,0,4072,0,0,0
339,340461476,100,8277,0,1107,7170,10408,10186,248758,280080,140040,0,0,1997,0,923,0,754,0,210,26610.1,0.0897361,0,0,0,7170,1107,0,0,1809,188,0,1189,0,4157,0,0,0
340,340461476,100,8210,0,1138,7072,10441,10290,248698,269880,134940,0,0,1888,0,930,0,815,0,182,26670.2,0.095009,0,0,0,7072,1138,0,0,1688,200,0,1220,0,4201,0,0,0
341,340461476,100,8238,0,1158,7080,10442,10293,248678,291880,145940,0,0,1902,0,994,0,773,0,193,26690.2,0.0988223,0,0,0,7080,1158,0,0,1700,202,0,1244,0,4325,0,0,0
342,340461476,100,8238,0,1194,7044,10455,10343,248741,286360,143180,0,0,1927,0,981,0,795,0,186,26627.2,0.0914423,0,0,0,7044,1194,0,0,1695,232,0,1282,0,4414,0,0,0
343,340461476,100,8270,1,1253,7016,10457,10264,248686,276640,138320,0,0,1973,0,1027,0,820,0,175,26682.2,0.0929851,0,0,0,7016,1253,0,1,1761,212,0,1358,1,4687,38920,0,0
344,340461476,100,8290,11,1259,7020,10499,10310,249028,270600,135300,0,0,1997,0,993,0,782,0,191,26340.3,0.0964512,0,0,0,7020,1259,6,5,1763,234,0,1373,11,4737,406246,0,0
345,340461476,100,8299,26,1253,7020,10432,10246,248494,275280,137640,0,0,1928,3,1009,0,770,0,230,26874.3,0.0973403,3,3,0,7020,1253,17,9,1721,204,3,1367,26,4739,906378,0,0
346,340461476,100,8321,51,1272,6998,10483,10333,248551,284680,142340,0,0,1992,4,959,0,743,0,194,26817.3,0.0976254,4,4,0,6998,1272,34,17,1738,250,4,1387,51,4876,1698373,0,0
347,340461476,100,8312,65,1268,6979,10395,10395,249107,295160,147580,0,0,1977,15,993,0,818,0,184,26261.4,0.0942017,15,15,0,6979,1268,47,18,1709,253,15,1388,65,4819,2188115,0,0
348,340461476,100,8366,74,1252,7040,10436,10160,248846,269560,134780,0,0,1964,15,1032,0,778,0,200,26522.4,0.0889734,15,15,0,7040,1252,55,19,1716,233,15,1375,74,4744,2553185,0,0
349,340461476,100,8365,87,1262,7016,10359,10197,249026,275920,137960,0,0,1909,12,1017,0,839,0,179,26342.4,0.0983915,12,12,0,7016,1262,61,26,1680,217,12,1392,87,4755,2927522,0,0
350,340461476,100,8389,87,1253,7049,10374,10072,248862,287480,143740,0,0,1989,23,1025,0,802,0,199,26506.5,0.0954713,23,23,0,7049,1253,58,29,1736,230,23,1384,87,4788,2687425,0,0
351,340461476,100,8353,105,1246,7002,10423,9945,249008,273720,136860,0,0,1979,18,988,0,809,0,215,26360.5,0.0922028,18,18,0,7002,1246,68,37,1729,232,18,1391,105,4855,3024252,0,0
352,340461476,100,8326,117,1225,6984,10406,10045,248954,271520,135760,0,0,1917,19,907,0,765,0,169,26414.5,0.0963046,19,19,0,6984,1225,79,38,1702,196,19,1374,119,4815,3471223,0,0
353,340461476,100,8239,120,1187,6932,10443,9975,248587,285440,142720,0,0,2021,30,981,0,882,0,186,26781.6,0.0972839,30,30,0,6932,1187,85,35,1766,225,30,1335,124,4633,3694700,0,0
354,340461476,100,8278,125,1149,7004,10394,9954,248704,276040,138020,0,0,1912,27,1007,0,809,0,159,26664.6,0.0938255,27,27,0,7004,1149,97,28,1674,211,27,1283,130,4457,3899385,0,0
355,340461476,100,8305,130,1095,7080,10285,10031,248840,270880,135440,0,0,1946,25,972,0,751,0,194,26528.6,0.0965968,25,25,0,7080,1095,100,30,1698,223,25,1224,134,4254,3830059,0,0
356,340461476,100,8283,142,1023,7118,10206,10132,248824,292920,146460,0,0,1948,25,969,0,810,0,181,26544.7,0.097935,25,25,0,7118,1023,107,35,1700,223,25,1154,147,3997,3991975,0,0
357,340461476,100,8292,147,938,7207,10266,10112,248369,277240,138620,0,0,1902,30,978,0,777,0,192,26999.7,0.0906208,30,30,0,7207,938,109,38,1688,184,30,1062,154,3693,4150187,0,0
358,340461476,100,8347,141,855,7351,10218,10137,248901,283120,141560,0,0,1996,36,1002,0,747,0,200,26467.7,0.0973874,36,36,0,7351,855,101,40,1773,187,36,972,146,3335,3901490,0,0
359,340461476,100,8306,143,769,7394,10151,10207,248302,289280,144640,0,0,1991,32,993,0,805,0,229,27066.8,0.0934859,32,32,0,7394,769,103,40,1783,176,32,879,148,2996,4117815,0,0
360,340461476,100,8320,141,693,7486,10156,10294,248691,278360,139180,0,0,1913,28,996,0,790,0,192,26677.8,0.0935659,28,28,0,7486,693,107,34,1712,173,28,789,147,2642,4231997,0,0
361,340461476,100,8332,133,617,7582,10186,10280,248881,288720,144360,0,0,1946,26,1002,0,782,0,208,26487.8,0.095839,26,26,0,7582,617,105,28,1774,146,26,700,144,2325,4179013,0,0
362,340461476,100,8261,134,511,7616,10167,10239,248778,285640,142820,0,0,1986,30,968,0,837,0,202,26590.8,0.091742,30,30,0,7616,511,108,26,1837,119,30,577,146,1910,3972730,0,0
363,340461476,100,8227,145,427,7655,10224,10193,248862,275240,137620,0,0,1969,36,987,0,829,0,192,26506.8,0.0930918,36,36,0,7655,427,120,25,1835,98,36,482,155,1588,4339860,0,0
364,340461476,100,8286,132,372,7782,10361,10107,249077,284840,142420,0,0,1961,34,1020,0,735,0,226,26291.8,0.0963041,34,34,0,7782,372,107,25,1830,97,34,420,143,1382,4145356,0,0
365,340461476,100,8264,137,307,7820,10364,10187,248668,285320,142660,0,0,1939,29,984,0,806,0,200,26700.8,0.0923036,29,29,0,7820,307,113,24,1830,80,29,349,149,1164,4343458,0,0
366,340461476,100,8283,143,249,7891,10377,10305,248496,288280,144140,0,0,1983,30,994,0,797,0,178,26872.8,0.0935818,30,30,0,7891,249,120,23,1891,62,30,284,157,912,4761519,0,0
367,340461476,100,8273,139,210,7924,10357,10294,248805,282680,141340,0,0,2006,37,995,0,810,0,195,26563.8,0.0932175,37,37,0,7924,210,121,18,1918,51,37,238,154,722,4706786,0,0
368,340461476,100,8315,135,171,8009,10397,10201,248331,282440,141220,0,0,1872,24,1018,0,769,0,207,27037.8,0.0939711,24,24,0,8009,171,119,16,1794,54,24,195,151,576,4760324,0,0
369,340461476,100,8310,128,139,8043,10412,10357,248789,298480,149240,0,0,1981,38,978,0,778,0,205,26579.8,0.0957292,38,38,0,8043,139,112,16,1905,38,38,159,142,445,4342226,0,0
370,340461476,100,8340,119,106,8115,10465,10115,249372,300800,150400,0,0,1959,32,1007,0,777,0,200,25996.8,0.0890504,32,32,0,8115,106,104,15,1899,28,32,122,132,333,3814903,0,0
371,340461476,100,8314,128,76,8110,10458,10194,248978,270560,135280,0,0,2002,27,985,0,799,0,212,26390.8,0.0864254,27,27,0,8110,76,118,10,1950,25,27,86,146,232,3975409,0,0
372,340461476,100,8293,124,55,8114,10508,10178,248952,294800,147400,0,0,1950,27,995,0,813,0,203,26416.8,0.0975412,27,27,0,8114,55,116,8,1897,26,27,63,141,172,3630879,0,0
373,340461476,100,8368,123,39,8206,10489,10102,248830,285200,142600,0,0,1930,26,1064,0,798,0,191,26538.8,0.0896091,26,26,0,8206,39,119,4,1895,9,26,45,141,100,3799228,0,0
374,340461476,100,8336,106,76,8154,10461,10222,248675,298120,149060,0,0,2013,31,924,0,741,0,215,26693.8,0.0930531,31,31,0,8154,76,104,2,1975,7,31,91,121,222,3221708,0,0
375,340461476,100,8393,89,137,8167,10476,10275,248862,294720,147360,0,0,1946,26,1056,0,790,0,209,26506.8,0.0895403,26,26,0,8167,137,89,0,1913,7,26,162,105,422,2658192,0,0
376,340461476,100,8366,83,318,7965,10413,10301,248737,289960,144980,0,0,2010,15,1007,0,817,0,217,26631.8,0.0899388,15,15,0,7965,318,83,0,1994,1,15,405,98,1085,2232552,0,0
377,340461476,100,8295,68,541,7686,10368,10373,248870,293400,146700,0,0,1978,18,983,0,847,0,207,26498.8,0.0918463,18,18,0,7686,541,63,5,1940,20,18,701,80,1820,1764574,0,0
378,340461476,100,8355,56,876,7423,10348,10333,248640,284600,142300,0,0,1957,21,1001,0,736,0,205,26728.8,0.0903161,21,21,0,7423,876,48,8,1898,38,21,1177,66,3075,1413583,0,0
379,340461476,100,8385,49,1294,7042,10348,10180,248726,292400,146200,0,0,1913,11,1029,0,804,0,195,26642.8,0.0939169,11,11,0,7042,1294,39,10,1826,76,11,1815,58,4582,1155147,0,0
380,340461476,100,8402,44,1874,6484,10306,10330,248560,282600,141300,0,0,2039,11,1011,0,777,0,217,26808.8,0.0911175,11,11,0,6484,1874,30,14,1897,131,11,2819,53,6777,1014685,0,0
381,340461476,100,8371,39,2456,5876,10338,10216,248993,280560,140280,0,0,1959,12,986,0,824,0,193,26375.8,0.0948647,12,12,0,5876,2456,25,14,1753,194,12,3975,44,8958,798281,0,0
382,340461476,100,8357,34,3095,5228,10255,10256,248484,273480,136740,0,0,2014,8,1004,0,830,0,188,26884.8,0.0940111,8,8,0,5228,3095,18,16,1705,301,8,5321,39,11743,647814,0,0
383,340461476,100,8305,27,3697,4581,10227,10356,248528,269640,134820,0,0,1957,6,961,0,824,0,189,26840.8,0.0983061,6,6,0,4581,3697,12,15,1535,416,6,6886,30,14687,483463,0,0
384,340461476,100,8338,25,4220,4093,10241,10165,248973,255960,127980,0,0,1896,6,999,0,765,0,201,26395.8,0.0995429,6,6,0,4093,4220,9,16,1369,521,6,8432,28,17444,452646,0,0
385,340461476,100,8324,18,4711,3595,10234,10149,248826,269840,134920,0,0,1965,9,1018,0,822,0,210,26542.8,0.103125,9,9,0,3595,4711,4,14,1306,650,9,10338,19,20454,299933,0,0
386,340461476,100,8267,15,5072,3180,10220,10205,248559,253840,126920,0,0,2025,2,968,0,796,0,229,26809.8,0.0983648,2,2,0,3180,5072,2,13,1217,806,2,12144,16,23497,229444,0,0
387,340461476,100,8270,12,5459,2799,10232,10099,248917,238040,119020,0,0,1916,1,960,0,758,0,199,26451.8,0.105617,1,1,0,2799,5459,1,11,1127,788,1,14029,13,26357,201745,0,0
388,340461476,100,8280,8,5668,2604,10231,10075,248550,244600,122300,0,0,1945,3,995,0,793,0,192,26818.8,0.111123,3,3,0,2604,5668,1,7,1003,939,3,15936,9,28895,158288,0,0
389,340461476,100,8418,8,5914,2496,10175,10126,248929,249120,124560,0,0,1990,2,1040,0,732,0,170,26439.8,0.109643,2,2,0,2496,5914,1,7,956,1032,2,18277,17,32120,178649,0,0
390,340461476,100,8411,11,6072,2328,10204,9983,248922,239240,119620,0,0,1993,5,989,0,794,0,202,26446.8,0.106133,5,5,0,2328,6072,1,10,940,1048,5,20240,16,34418,304012,0,0
391,340461476,100,8347,23,6085,2239,10163,10091,248642,242160,121080,0,0,1938,2,995,0,851,0,208,26726.8,0.110545,2,2,0,2239,6085,0,23,892,1044,2,21799,38,35907,690342,0,0
392,340461476,100,8290,45,6130,2115,10136,10150,248857,239400,119700,0,0,1972,4,935,0,802,0,190,26511.8,0.110368,4,4,0,2115,6130,0,45,873,1095,4,23707,81,37703,1405818,0,0
393,340461476,100,8302,72,6078,2152,10144,10246,248795,243360,121680,0,0,1916,13,1004,0,809,0,183,26573.8,0.110742,13,13,0,2152,6078,0,72,781,1122,13,25269,149,38966,2154678,0,0
394,340461476,100,8227,105,5990,2132,10112,10278,248837,235480,117740,0,0,1928,14,975,0,849,0,201,26531.8,0.109195,14,14,0,2132,5990,2,103,804,1110,14,26418,228,39655,3539465,0,0
395,340461476,100,8244,169,5934,2141,10119,10208,248584,234320,117160,0,0,1928,23,985,0,781,0,187,26784.8,0.112671,23,23,0,2141,5934,6,163,790,1115,23,27758,450,40489,5454206,0,0
396,340461476,100,8164,243,5739,2182,10146,10130,248766,232360,116180,0,0,1893,41,1006,0,857,0,229,26602.8,0.114308,41,41,0,2182,5739,3,240,761,1091,41,28418,700,40499,8179939,0,0
397,340461476,100,8187,290,5740,2157,10260,10042,248776,235120,117560,0,0,1992,62,997,0,786,0,188,26592.8,0.114489,62,62,0,2157,5740,2,288,839,1091,62,29836,904,41650,9924108,0,0
398,340461476,100,8204,375,5738,2091,10216,10090,248685,231240,115620,0,0,1916,60,976,0,788,0,171,26683.8,0.113103,60,60,0,2091,5738,0,375,839,1017,60,30985,1225,42488,13131379,0,0
399,340461476,100,8116,435,5630,2051,10311,10188,248701,224640,112320,0,0,1843,93,927,0,799,0,216,26667.8,0.115394,93,93,0,2051,5630,0,435,793,957,93,31179,1637,42009,15958790,0,0
400,340461476,100,8148,487,5560,2101,10321,10337,248366,246360,123180,0,0,1869,83,993,0,775,0,186,27002.8,0.118713,83,83,0,2101,5560,0,487,762,1024,83,31678,2088,42229,17853009,0,0
401,340461476,100,8112,548,5454,2110,10332,10355,248876,234960,117480,0,0,1999,111,986,0,805,0,217,26492.8,0.109607,111,111,0,2110,5454,0,548,798,1090,111,32341,2642,42496,20867376,0,0
402,340461476,100,8116,568,5494,2054,10310,10409,248482,228080,114040,0,0,1902,128,983,0,787,0,192,26886.8,0.112754,128,128,0,2054,5494,0,568,825,949,128,32817,3031,42625,22788386,0,0
403,340461476,100,8124,608,5432,2084,10333,10360,248848,230520,115260,0,0,1917,114,1009,0,778,0,223,26520.8,0.117883,114,114,0,2084,5432,0,608,781,1022,114,33332,3559,43051,25166070,0,0
404,340461476,100,8137,631,5395,2111,10352,10380,248877,251320,125660,0,0,1939,147,1009,0,770,0,226,26491.8,0.115047,147,147,0,2111,5395,0,631,790,1002,147,33302,4074,42763,26823214,0,0
405,340461476,100,8134,648,5406,2080,10365,10413,248472,233760,116880,0,0,1916,134,974,0,759,0,218,26896.8,0.10541,134,134,0,2080,5406,0,648,803,979,134,33344,4795,42749,29193734,0,0
406,340461476,100,8091,662,5312,2117,10390,10379,248825,228360,114180,0,0,1922,129,1014,0,836,0,221,26543.8,0.115061,129,129,0,2117,5312,0,662,802,991,129,33030,5193,42261,29746748,0,0
407,340461476,100,8131,667,5315,2149,10399,10297,248548,243760,121880,0,0,1931,162,1007,0,752,0,215,26820.8,0.116236,162,162,0,2149,5315,1,666,797,972,162,33058,5837,42336,30904876,0,0
408,340461476,100,8203,678,5376,2149,10433,10166,248827,234680,117340,0,0,1964,161,1024,0,733,0,219,26541.8,0.110029,161,161,0,2149,5376,0,678,853,950,161,33054,6350,42491,31905411,0,0
409,340461476,100,8235,652,5432,2151,10410,10113,249043,233360,116680,0,0,1948,136,1061,0,780,0,249,26325.8,0.113098,136,136,0,2151,5432,0,652,867,945,136,32838,6757,42352,32375005,0,0
410,340461476,100,8241,630,5433,2178,10479,10088,248902,241760,120880,0,0,1952,169,1000,0,746,0,248,26466.8,0.112812,169,169,0,2178,5433,0,630,803,980,169,32414,7106,42102,32686565,0,0
411,340461476,100,8282,641,5476,2165,10394,10170,248850,240280,120140,0,0,1962,138,1010,0,742,0,227,26518.8,0.109475,138,138,0,2165,5476,0,641,855,969,138,32419,7713,42319,33590706,0,0
412,340461476,100,8296,643,5498,2155,10315,10237,248669,240040,120020,0,0,2058,153,988,0,736,0,238,26699.8,0.110366,153,153,0,2155,5498,0,643,876,1029,153,32422,7989,42720,32922758,0,0
413,340461476,100,8214,629,5419,2166,10316,10275,248535,235040,117520,0,0,1942,152,948,0,798,0,232,26833.8,0.11123,152,152,0,2166,5419,0,629,808,982,152,31392,8474,41797,33820390,0,0
414,340461476,100,8155,632,5337,2186,10320,10333,248933,241200,120600,0,0,1899,136,931,0,769,0,221,26435.8,0.114167,136,136,0,2186,5337,0,632,800,963,136,30438,8924,40971,34231633,0,0
415,340461476,100,8203,639,5214,2350,10385,10271,248951,246600,123300,0,0,1912,144,1015,0,730,0,237,26417.8,0.109601,144,144,0,2350,5214,0,639,792,976,144,29589,9063,40224,34114370,0,0
416,340461476,100,8226,622,5159,2445,10393,10206,248879,239640,119820,0,0,2033,163,1009,0,757,0,229,26489.8,0.107128,163,163,0,2445,5159,0,622,851,1019,163,28758,9116,39720,33787969,0,0
417,340461476,100,8191,639,4980,2572,10318,10211,248680,238520,119260,0,0,1903,137,1000,0,798,0,237,26688.8,0.11054,137,137,0,2572,4980,1,638,833,933,137,27596,9451,38533,34333725,0,0
418,340461476,100,8220,663,4846,2711,10345,10115,248468,235960,117980,0,0,1945,137,1036,0,773,0,234,26900.8,0.111893,137,137,0,2711,4846,2,661,903,905,137,26662,9575,37760,34699562,0,0
419,340461476,100,8144,663,4726,2755,10359,10118,248505,246680,123340,0,0,2012,158,1001,0,834,0,243,26863.8,0.114006,158,158,0,2755,4726,2,661,933,921,158,25395,9788,36459,35358732,0,0
420,340461476,100,8114,662,4594,2858,10333,10057,248961,240560,120280,0,0,1945,160,983,0,752,0,261,26407.8,0.108901,160,160,0,2858,4594,3,659,887,898,160,24067,9987,35037,35360351,0,0
421,340461476,100,8036,628,4454,2954,10386,10095,248537,237600,118800,0,0,1920,150,935,0,765,0,248,26831.8,0.109776,150,150,0,2954,4454,3,625,947,823,150,22433,9387,33005,33451792,0,0
422,340461476,100,8001,638,4300,3063,10468,10111,248420,247720,123860,0,0,1882,121,936,0,729,0,242,26948.8,0.112928,121,121,0,3063,4300,7,631,923,838,121,21154,9315,31618,33603822,0,0
423,340461476,100,8010,622,4122,3266,10474,10183,248378,238320,119160,0,0,1949,148,1022,0,797,0,216,26990.8,0.108787,148,148,0,3266,4122,9,613,957,844,148,19717,9041,29915,33144596,0,0
424,340461476,100,7936,623,3952,3361,10491,10272,248805,249400,124700,0,0,1865,143,966,0,826,0,214,26563.8,0.113254,143,143,0,3361,3952,13,610,949,773,143,18333,8986,28190,33038996,0,0
425,340461476,100,7945,599,3826,3520,10432,10296,248931,236400,118200,0,0,1873,156,949,0,722,0,218,26437.8,0.106511,156,156,0,3520,3826,11,588,1000,717,156,17167,8573,26655,31538004,0,0
426,340461476,100,7948,599,3706,3643,10427,10263,248906,248480,124240,0,0,1899,137,1003,0,767,0,233,26462.8,0.111835,137,137,0,3643,3706,15,584,1049,713,137,16112,8699,25272,32592588,0,0
427,340461476,100,7921,597,3610,3714,10465,10270,248807,241880,120940,0,0,1861,123,953,0,771,0,209,26561.8,0.106499,123,123,0,3714,3610,15,582,1045,693,123,15054,8576,24052,32309360,0,0
428,340461476,100,7921,618,3557,3746,10446,10274,249128,242320,121160,0,0,1820,143,965,0,756,0,209,26240.8,0.109814,143,143,0,3746,3557,19,599,1038,639,143,14266,8684,23227,32864742,0,0
429,340461476,100,7979,617,3594,3768,10487,10221,249042,244480,122240,0,0,1873,141,977,0,706,0,213,26326.8,0.10829,141,141,0,3768,3594,22,595,1083,649,141,13780,8646,22827,32730677,0,0
430,340461476,100,8059,604,3637,3818,10430,10158,248603,253680,126840,0,0,1929,130,1028,0,740,0,208,26765.8,0.107685,130,130,0,3818,3637,30,574,1139,660,130,13238,8293,22364,31706274,0,0
431,340461476,100,8107,591,3631,3885,10449,10158,248589,239000,119500,0,0,1926,135,1015,0,746,0,221,26779.8,0.10551,135,135,0,3885,3631,35,556,1127,664,135,12880,7998,22034,30645097,0,0
432,340461476,100,8081,565,3607,3909,10429,10137,249192,240640,120320,0,0,1956,141,970,0,772,0,224,26176.8,0.112049,141,141,0,3909,3607,47,518,1131,684,141,12380,7813,21515,30009575,0,0
433,340461476,100,8067,549,3646,3872,10398,10232,248784,251520,125760,0,0,1877,118,962,0,770,0,206,26584.8,0.10878,118,118,0,3872,3646,47,502,1158,601,118,11982,7346,21086,29347582,0,0
434,340461476,100,8079,510,3655,3914,10359,10169,248851,252640,126320,0,0,1901,131,992,0,787,0,193,26517.8,0.105696,131,131,0,3914,3655,54,456,1119,651,131,11583,6966,20871,27672121,0,0
435,340461476,100,8121,518,3628,3975,10349,10180,248252,253200,126600,0,0,1957,120,1008,0,738,0,228,27116.8,0.104963,120,120,0,3975,3628,61,457,1167,670,120,11226,6502,20517,26684181,0,0
436,340461476,100,8081,503,3641,3937,10343,10386,248665,248200,124100,0,0,1954,123,941,0,754,0,227,26703.8,0.107096,123,123,0,3937,3641,61,442,1185,646,123,11073,6077,20533,26036066,0,0
437,340461476,100,8140,486,3612,4042,10388,10381,248606,255680,127840,0,0,1898,108,1021,0,739,0,223,26762.8,0.10759,108,108,0,4042,3612,59,427,1133,657,108,10813,5691,20343,24600332,0,0
438,340461476,100,8118,473,3617,4028,10382,10393,248714,258040,129020,0,0,1912,109,973,0,776,0,219,26654.8,0.104673,109,109,0,4028,3617,57,416,1173,630,109,10652,5524,20348,23821983,0,0
439,340461476,100,8121,464,3572,4085,10423,10300,248643,253840,126920,0,0,1968,116,1019,0,767,0,249,26725.8,0.103297,116,116,0,4085,3572,62,402,1192,660,116,10379,5166,20251,22779214,0,0
440,340461476,100,8227,464,3584,4179,10430,10324,248741,243280,121640,0,0,1945,102,1055,0,733,0,216,26627.8,0.105286,102,102,0,4179,3584,61,403,1188,655,102,10274,4944,20174,21808870,0,0
441,340461476,100,8262,460,3557,4245,10515,10208,248811,248840,124420,0,0,1916,97,990,0,757,0,198,26557.8,0.109453,97,97,0,4245,3557,55,405,1169,650,97,10162,4761,19877,21838506,0,0
442,340461476,100,8311,458,3502,4351,10441,10188,248616,258680,129340,0,0,1971,90,1005,0,758,0,198,26752.8,0.106726,90,90,0,4351,3502,53,405,1214,667,90,9969,4589,19448,21359846,0,0
443,340461476,100,8265,450,3475,4340,10386,10263,248792,256280,128140,0,0,2051,115,998,0,805,0,239,26576.8,0.10342,115,115,0,4340,3475,55,395,1289,647,115,9758,4198,19189,20278134,0,0
444,340461476,100,8230,460,3441,4329,10520,10247,248616,248960,124480,0,0,1926,103,951,0,790,0,196,26752.8,0.103702,103,103,0,4329,3441,63,397,1187,636,103,9600,4024,18894,20663097,0,0
445,340461476,100,8193,466,3431,4296,10555,10244,248422,259560,129780,0,0,1956,108,997,0,803,0,231,26946.8,0.107458,108,108,0,4296,3431,61,405,1241,607,108,9427,4021,18597,21015206,0,0
446,340461476,100,8184,461,3464,4259,10577,10340,248680,266480,133240,0,0,1953,104,960,0,765,0,204,26688.8,0.103817,104,104,0,4259,3464,67,394,1222,627,104,9369,3656,18588,19054611,0,0
447,340461476,100,8199,460,3453,4286,10530,10251,249001,254800,127400,0,0,1856,112,1003,0,786,0,202,26367.8,0.100153,112,112,0,4286,3453,75,385,1140,604,112,9153,3417,18250,18657720,0,0
448,340461476,100,8281,454,3475,4352,10487,10262,248728,263200,131600,0,0,2020,111,1014,0,725,0,207,26640.8,0.103484,111,111,0,4352,3475,84,370,1248,661,111,9135,3381,18312,18872812,0,0
449,340461476,100,8230,449,3538,4243,10502,10176,248892,265840,132920,0,0,1969,88,962,0,784,0,229,26476.8,0.101219,88,88,0,4243,3538,89,360,1253,628,88,9117,3252,18425,19257623,0,0
450,340461476,100,8287,455,3588,4244,10573,10168,248705,245640,122820,0,0,1906,94,1034,0,789,0,188,26663.8,0.0995966,94,94,0,4244,3588,89,366,1194,618,94,9164,3245,18688,19952634,0,0
451,340461476,100,8290,447,3638,4205,10545,10178,249064,271200,135600,0,0,1941,104,990,0,780,0,207,26304.8,0.108548,104,104,0,4205,3638,82,365,1209,628,104,9233,3027,18971,19590080,0,0
452,340461476,100,8291,431,3731,4129,10517,10151,248875,262160,131080,0,0,2010,106,974,0,766,0,207,26493.8,0.0969939,106,106,0,4129,3731,82,349,1264,640,106,9387,2894,19461,19157347,0,0
