Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG
157,1,X-a1-b1:X-a1-b1,0,0,0,0,0,0,0,0
157,1,X-a1-b1:Y-a1-b1,0,0,0,0,0,0,0,0
158,1,X-a0-b0:X-a0-b0,85819,2714,24162,58943,0,65829,924109,2126005
158,1,X-a0-b0:Y-a0-b0,0,0,0,0,108327,66040,921949,2126005
158,1,X-a0-b0:X-a1-b0,5228,42,693,4493,0,4593,48649,389049
158,1,X-a0-b0:Y-a1-b0,0,0,0,0,6421,4660,48807,389050
158,1,X-a0-b0:X-a0-b1,5432,44,790,4598,0,4583,46977,420861
158,1,X-a0-b0:Y-a0-b1,0,0,0,0,6514,4678,47280,420859
158,1,X-a0-b0:X-a1-b1,246,0,20,226,0,200,2174,42697
158,1,X-a0-b0:Y-a1-b1,0,0,0,0,270,195,2145,42696
158,1,X-a1-b0:X-a1-b0,120,0,0,120,0,96,845,7540
158,1,X-a1-b0:Y-a1-b0,0,0,0,0,145,108,820,7541
158,1,X-a1-b0:X-a1-b1,0,0,0,0,0,0,15,926
158,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0,11,927
158,1,X-a0-b1:X-a0-b1,121,0,0,121,0,103,801,8601
158,1,X-a0-b1:Y-a0-b1,0,0,0,0,161,121,787,8600
158,1,X-a0-b1:X-a1-b1,0,0,0,0,0,0,11,926
158,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0,12,926
158,1,X-a1-b1:X-a1-b1,0,0,0,0,0,0,0,0
158,1,X-a1-b1:Y-a1-b1,0,0,0,0,0,0,0,0
159,1,X-a0-b0:X-a0-b0,86756,2712,24411,59633,0,59719,906608,1956917
159,1,X-a0-b0:Y-a0-b0,0,0,0,0,109258,59963,905254,1956917
159,1,X-a0-b0:X-a1-b0,4901,49,617,4235,0,7423,56011,98407
159,1,X-a0-b0:Y-a1-b0,0,0,0,0,6085,7514,56151,98407
159,1,X-a0-b0:X-a0-b1,5064,49,740,4275,0,7290,55733,101425
159,1,X-a0-b0:Y-a0-b1,0,0,0,0,6071,7404,56148,101424
159,1,X-a0-b0:X-a1-b1,217,0,16,201,0,402,3514,4015
159,1,X-a0-b0:Y-a1-b1,0,0,0,0,233,423,3364,4014
159,1,X-a1-b0:X-a1-b0,108,0,0,108,0,202,931,1410
159,1,X-a1-b0:Y-a1-b0,0,0,0,0,131,213,922,1410
159,1,X-a1-b0:X-a1-b1,0,0,0,0,0,0,47,0
