Time,NodeID,Genome,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,MaleNumDied,MaleAvgAgeAtDeath
12,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
12,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
12,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
12,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
12,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
12,1,Other,1782,0,632855,33500,307,14.9805
13,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
13,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
13,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
13,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
13,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
13,1,Other,1499,0,606514,36000,283,16.0177
14,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
14,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
14,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
14,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
14,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
14,1,Other,1259,0,584471,35300,240,17.0125
15,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
15,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
15,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
15,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
15,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
15,1,Other,1055,0,564078,18000,204,17.951
16,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
16,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
16,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
16,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
16,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
16,1,Other,878,0,528059,17800,177,18.9774
17,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
17,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
17,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
17,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
17,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
17,1,Other,711,0,495501,16400,167,19.9401
18,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
18,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
18,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
18,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
18,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
18,1,Other,582,34869,429923,10000,129,21.062
19,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
19,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
19,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
19,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
19,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
19,1,Other,479,46498,384403,8700,103,21.8835
20,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
20,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
20,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
20,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
20,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
20,1,Other,383,59076,339512,7600,96,22.9583
21,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
21,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
21,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
21,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
21,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
21,1,Other,307,70206,297950,5300,76,23.9211
22,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
22,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
22,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
22,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
22,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
22,1,Other,23596,57498,257809,3800,67,24.9104
23,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
23,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
23,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
23,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
23,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
23,1,Other,31121,59110,219859,3300,2412,1.49627
24,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
24,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
24,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
24,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
24,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
24,1,Other,39185,59574,184918,2500,3309,2.01723
25,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
25,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
25,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
25,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
25,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
25,1,Other,46323,59866,152759,1700,4170,2.39856
26,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
26,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
26,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
26,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
26,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
26,1,Other,53119,60311,122309,1364600,4764,2.86671
27,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
27,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
27,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
27,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
27,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
27,1,Other,58956,54614,1030264,597100,5676,3.19803
28,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
28,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
28,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
28,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
28,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
28,1,Other,64408,49051,952566,666500,6259,3.58252
29,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
29,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
29,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
29,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
29,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
29,1,Other,69204,43908,966102,1531900,6847,3.98101
30,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
30,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
30,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
30,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
30,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
30,1,Other,73527,34039,976223,1034440,7570,4.32483
31,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
31,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
31,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
31,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
31,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
31,1,Other,73224,29726,981019,1090800,8015,4.6791
32,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
32,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
32,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
32,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
32,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
32,1,Other,72614,25891,985439,1630220,8106,5.20047
33,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
33,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
33,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
33,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
33,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
33,1,Other,72038,19190,992169,1321440,8100,5.74123
34,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
34,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
34,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
34,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
34,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
34,1,Other,67994,16405,997179,1364480,8186,6.18373
35,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
35,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
35,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
35,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
35,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
35,1,Other,64553,13427,1001170,1444460,7910,6.80607
36,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
36,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
36,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
36,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
36,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
36,1,Other,61448,9751,1004930,1253480,7449,7.3681
37,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
37,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
37,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
37,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
37,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
37,1,Other,56328,8180,1008227,1269480,7326,7.93093
38,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
38,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
38,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
38,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
38,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
38,1,Other,51724,6628,1011088,1097960,6749,8.67862
39,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
39,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
39,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
39,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
39,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
39,1,Other,47380,4840,1014790,997780,6393,9.27389
40,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
40,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
40,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
40,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
40,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
40,1,Other,42625,3848,1017192,1029420,5972,9.84377
41,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
41,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
41,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
41,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
41,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
41,1,Other,38164,3075,1019921,772560,5523,10.7036
42,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
42,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
42,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
42,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
42,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
42,1,Other,33869,2327,1021331,720020,5205,11.2774
43,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
43,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
43,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
43,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
43,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
43,1,Other,29936,1760,1023064,719180,4574,11.9915
44,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
44,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
44,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
44,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
44,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
44,1,Other,26281,170875,855662,521820,4115,12.5937
45,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
45,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
45,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
45,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
45,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
45,1,Other,22974,159950,1037538,482200,3740,13.3853
46,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
46,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
46,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
46,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
46,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
46,1,Other,19970,165483,1006486,470040,3301,13.8767
47,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
47,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
47,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
47,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
47,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
47,1,Other,17288,169079,1012371,328800,2891,14.6641
48,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
48,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
48,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
48,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
48,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
48,1,Other,128236,58319,1014602,296780,2643,15.2157
49,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
49,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
49,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
49,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
49,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
49,1,Other,118306,67938,1015505,289580,13819,3.4158
50,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
50,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
50,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
50,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
50,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
50,1,Other,119451,66418,1016255,196540,13034,4.22886
51,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
51,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
51,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
51,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
51,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
51,1,Other,119577,65914,1016430,176640,13091,4.69506
52,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
52,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
52,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
52,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
52,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
52,1,Other,119217,65445,1017927,6764960,13032,5.02977
53,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
53,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
53,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
53,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
53,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
53,1,Other,118970,64769,1018055,333140,13065,5.42204
54,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
54,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
54,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
54,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
54,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
54,1,Other,118556,64346,1018047,915280,13233,5.83745
55,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
55,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
55,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
55,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
55,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
55,1,Other,117790,63773,1020145,5001460,13489,6.17436
56,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
56,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
56,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
56,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
56,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
56,1,Other,117023,63639,1019810,944500,13184,6.50334
57,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
57,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
57,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
57,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
57,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
57,1,Other,115961,63796,1021054,1316680,13369,6.86416
58,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
58,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
58,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
58,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
58,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
58,1,Other,115155,63533,1021467,3799660,13336,7.03029
59,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
59,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
59,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
59,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
59,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
59,1,Other,114095,63239,1021894,1319820,13411,7.36373
60,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
60,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
60,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
60,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
60,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
60,1,Other,112862,63292,1022613,1537680,13374,7.60176
61,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
61,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
61,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
61,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
61,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
61,1,Other,111748,63204,1023245,2965840,13571,7.96507
62,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
62,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
62,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
62,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
62,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
62,1,Other,110483,93961,992734,1538320,13562,8.02094
63,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
63,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
63,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
63,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
63,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
63,1,Other,109444,88886,1028351,1651900,13203,8.24063
64,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
64,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
64,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
64,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
64,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
64,1,Other,108267,90679,1018652,2406260,13262,8.27492
65,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
65,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
65,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
65,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
65,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
65,1,Other,107636,91349,1020902,1646040,13051,8.46165
66,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
66,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
66,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
66,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
66,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
66,1,Other,127423,71104,1021159,1720560,12997,8.48534
67,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
67,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
67,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
67,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
67,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
67,1,Other,123512,74801,1021259,2099820,14672,7.63877
68,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
68,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
68,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
68,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
68,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
68,1,Other,123820,73844,1021623,1688840,14709,7.90326
69,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
69,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
69,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
69,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
69,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
69,1,Other,123425,73554,1022440,1717900,14840,7.84326
70,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
70,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
70,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
70,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
70,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
70,1,Other,123010,73977,1022965,3153680,14674,8.02515
71,1,X-a0-b0:Y-a1-b0,0,0,0,0,0,0
71,1,X-a0-b0:Y-a0-b1,0,0,0,0,0,0
71,1,X-a0-b0:Y-a1-b1,0,0,0,0,0,0
71,1,X-a1-b0:Y-a1-b1,0,0,0,0,0,0
71,1,X-a0-b1:Y-a1-b1,0,0,0,0,0,0
71,1,Other,122724,73523,1023023,1677440,14639,8.00396
