Time,NodeID,NumIndividuals,NumInfected,AvgInfectiousness,AvgParasiteDensity,AvgGametocyteDensity,AvgVariantFractionPfEMP1Major,AvgNumInfections,AvgInfectionClearedDuration,NumInfectionsCleared,NumHasFever,NumHasClinicalSymptoms,TotalUniqueGenomes,TotalUniqueBarcodes,UniqueGenomesLast_1_Years,UniqueBarcodesLast_1_Years,CurrentUniqueGenomes,CurrentUniqueBarcodes,CurrentNumInfections,NumBitesDeliveredCurrentInfections,NumBitesDeliveredMultipleCurrentInfections,NumNewInfectionsInLastYear,NumTotalRoots,FractionOfRootsPresentInLastYear,AvgIdentityByStateInLastYearOfUniqueGenomes,AvgIdentityByDescentInLastYearOfUniqueGenomes
467,340461476,1000,796,0.0139968,13.4207,1.1131,0.0166626,2.61683,70.4028,18,0,0,9632,1,9632,1,377,1,2083,1764,196,43734,5,1,0.300118,0.204132
468,340461476,1000,804,0.0129551,13.6325,1.00078,0.0166626,2.66169,78.8036,14,0,0,9645,1,9645,1,389,1,2140,1807,206,43789,5,1,0.300093,0.204106
469,340461476,1000,807,0.0134759,16.9145,1.08455,0.0166626,2.71252,66.05,15,0,0,9648,1,9648,1,390,1,2189,1852,206,43832,5,1,0.300093,0.204106
470,340461476,1000,819,0.0127376,15.606,1.00146,0.0166626,2.73748,73.2153,18,0,0,9651,1,9651,1,392,1,2242,1904,209,43860,5,1,0.300092,0.204104
471,340461476,1000,831,0.0134105,22.8076,1.06525,0.0166626,2.77738,69,13,0,0,9656,1,9656,1,393,1,2308,1965,214,43900,5,1,0.300074,0.204083
472,340461476,1000,833,0.0128953,21.619,1.0168,0.0166626,2.80912,70.3973,28,1,1,9658,1,9658,1,393,1,2340,1999,213,43907,5,1,0.300067,0.204076
473,340461476,1000,846,0.0136115,30.311,1.06818,0.0166626,2.85461,72.0804,14,1,1,9661,1,9656,1,395,1,2415,2070,216,43913,5,1,0.300049,0.204056
474,340461476,1000,858,0.0130146,39.1692,1.02403,0.0166626,2.90093,72.7868,17,1,1,9667,1,9661,1,400,1,2489,2134,222,43905,5,1,0.300051,0.204058
475,340461476,1000,867,0.0134382,39.4328,1.04526,0.0166626,2.93541,67.3533,23,0,1,9668,1,9660,1,400,1,2545,2189,224,43879,5,1,0.300049,0.204054
476,340461476,1000,876,0.0130077,60.384,1.01289,0.0166626,2.98174,60.9583,9,1,1,9671,1,9652,1,402,1,2612,2255,225,43815,5,1,0.300047,0.204054
477,340461476,1000,886,0.013181,42.1898,1.01729,0.0166626,3.01354,63.925,15,0,1,9673,1,9652,1,401,1,2670,2314,225,43727,5,1,0.300038,0.204044
478,340461476,1000,891,0.0131666,62.0338,1.02768,0.0166626,3.05724,71.3971,17,1,1,9678,1,9639,1,404,1,2724,2365,226,43598,5,1,0.300046,0.204055
479,340461476,1000,901,0.0133222,37.9209,1.03237,0.0166626,3.09434,68.825,20,0,1,9681,1,9634,1,407,1,2788,2425,229,43469,5,1,0.300058,0.20407
480,340461476,1000,911,0.0140167,48.8258,1.11785,0.0166626,3.13611,69.3636,22,1,1,9684,1,9618,1,408,1,2857,2489,235,43316,5,1,0.30007,0.204084
481,340461476,1000,918,0.0139358,32.0877,1.11965,0.0166626,3.17647,63.5066,19,0,1,9685,1,9604,1,406,1,2916,2555,232,43148,5,1,0.300069,0.204082
482,340461476,1000,918,0.0154892,39.8465,1.31265,0.0166626,3.24074,69.6354,24,1,1,9687,1,9586,1,405,1,2975,2613,233,42909,5,1,0.300087,0.204103
483,340461476,1000,925,0.0155488,30.0696,1.3653,0.0166626,3.27568,65.4375,22,0,1,9690,1,9558,1,405,1,3030,2668,234,42633,5,1,0.30015,0.204178
484,340461476,1000,932,0.0182696,38.5829,1.62233,0.0166626,3.30043,73.1902,23,0,1,9692,1,9539,1,404,1,3076,2714,232,42314,5,1,0.30017,0.204202
485,340461476,1000,939,0.0191749,33.9446,1.9702,0.0166626,3.32694,70.65,25,0,0,9697,1,9512,1,406,1,3124,2762,231,41981,5,1,0.300215,0.204256
486,340461476,1000,943,0.0219113,44.9912,2.17189,0.0166626,3.36267,72.4732,14,0,1,9699,1,9473,1,408,1,3171,2807,232,41585,5,1,0.300276,0.204327
487,340461476,1000,948,0.0227713,43.6145,2.90963,0.0166626,3.38713,65.3864,22,0,1,9702,1,9462,1,410,1,3211,2844,233,41245,5,1,0.300298,0.204354
488,340461476,1000,950,0.0245141,56.9059,2.88277,0.0166626,3.42947,72.0885,24,0,1,9708,1,9440,1,411,1,3258,2886,237,40856,5,1,0.300335,0.204396
489,340461476,1000,950,0.0253841,55.0244,3.53073,0.0166626,3.48737,72.619,21,1,1,9717,1,9406,1,419,1,3313,2931,243,40427,5,1,0.300391,0.204466
490,340461476,1000,954,0.0260125,69.076,3.2956,0.0166626,3.51992,72.1295,28,0,1,9719,1,9379,1,421,1,3358,2977,242,40018,5,1,0.30042,0.204501
491,340461476,1000,956,0.026719,65.0811,3.54896,0.0166626,3.55544,66.3125,30,1,1,9729,1,9359,1,429,1,3399,3011,244,39619,5,1,0.300457,0.204546
492,340461476,1000,956,0.0267957,79.4844,3.23877,0.0166626,3.60774,69.125,26,1,2,9739,1,9339,1,437,1,3449,3051,249,39177,5,1,0.300517,0.204617
493,340461476,1000,957,0.0277478,70.9068,3.28968,0.0166626,3.65308,71.0433,26,0,2,9743,1,9305,1,437,1,3496,3099,248,38771,5,1,0.300575,0.204686
494,340461476,1000,958,0.0274981,85.2664,3.01577,0.0166626,3.72025,67.95,20,1,2,9755,1,9278,1,447,1,3564,3153,257,38383,5,1,0.300656,0.204781
495,340461476,1000,959,0.0291642,75.1642,3.07293,0.0166626,3.76747,69.2798,21,0,2,9760,1,9258,1,449,1,3613,3198,259,38028,5,1,0.300702,0.204837
496,340461476,1000,961,0.0293519,92.8742,2.92496,0.0166626,3.80229,63.1023,22,0,1,9761,1,9239,1,449,1,3654,3237,261,37708,5,1,0.300724,0.204863
497,340461476,1000,964,0.0321928,82.6567,3.11715,0.0166626,3.85892,72.3631,21,0,1,9771,1,9225,1,458,1,3720,3287,272,37436,5,1,0.300758,0.204905
498,340461476,1000,966,0.0333916,102.451,3.14489,0.0166626,3.88716,65.1823,24,1,2,9775,1,9213,1,459,1,3755,3320,274,37207,5,1,0.300781,0.204935
499,340461476,1000,966,0.0373752,92.5837,3.51336,0.0166626,3.93685,70.6552,29,1,2,9782,1,9211,1,465,1,3803,3363,278,37047,5,1,0.300815,0.204976
