Time,NodeID,NumIndividuals,NumInfected,AvgInfectiousness,AvgParasiteDensity,AvgGametocyteDensity,AvgVariantFractionPfEMP1Major,AvgNumInfections,AvgInfectionClearedDuration,NumInfectionsCleared,NumHasFever,NumHasClinicalSymptoms,TotalUniqueGenomes,TotalUniqueBarcodes,UniqueGenomesLast_1_Years,UniqueBarcodesLast_1_Years,CurrentUniqueGenomes,CurrentUniqueBarcodes,CurrentNumInfections,NumBitesDeliveredCurrentInfections,NumBitesDeliveredMultipleCurrentInfections,NumNewInfectionsInLastYear,NumTotalRoots,FractionOfRootsPresentInLastYear,AvgIdentityByStateInLastYearOfUniqueGenomes,AvgIdentityByDescentInLastYearOfUniqueGenomes
312,340461476,1000,1000,0.0191567,95.4798,14.9431,0.0166559,9.306,57.9487,195,2,7,8658,1,8658,1,1885,1,9306,8821,454,36622,5,1,0.299657,0.20354
313,340461476,1000,1000,0.0179233,87.643,12.4518,0.0166559,9.292,56.823,197,4,6,8692,1,8692,1,1866,1,9292,8802,453,36805,5,1,0.29967,0.203554
314,340461476,1000,1000,0.0173122,75.0661,14.8709,0.0166559,9.267,59.7869,176,5,7,8719,1,8719,1,1853,1,9267,8777,449,36956,5,1,0.299691,0.203581
315,340461476,1000,1000,0.0165924,55.851,12.4727,0.0166559,9.233,57.8075,176,4,6,8741,1,8741,1,1829,1,9233,8737,454,37098,5,1,0.299703,0.203597
316,340461476,1000,1000,0.0158457,107.828,13.5758,0.0166559,9.213,57.1511,182,6,7,8767,1,8767,1,1804,1,9213,8709,457,37260,5,1,0.299737,0.203634
317,340461476,1000,1000,0.015224,52.7252,11.5771,0.0166559,9.196,58.824,157,3,8,8788,1,8788,1,1793,1,9196,8690,458,37400,5,1,0.299765,0.203666
318,340461476,1000,1000,0.0150517,161.567,11.8474,0.0166559,9.154,58.9986,180,7,8,8818,1,8818,1,1778,1,9154,8632,472,37538,5,1,0.299775,0.20368
319,340461476,1000,1000,0.0147547,61.7499,10.6619,0.0166559,9.126,57.4628,168,2,9,8840,1,8840,1,1763,1,9126,8600,473,37678,5,1,0.299804,0.203714
320,340461476,1000,1000,0.0140401,150.538,10.7915,0.0166559,9.088,59.432,182,6,9,8864,1,8864,1,1752,1,9088,8552,482,37822,5,1,0.299815,0.203725
321,340461476,1000,1000,0.0131877,83.4902,10.2999,0.0166559,9.049,58.4154,164,2,7,8886,1,8886,1,1731,1,9049,8509,483,37947,5,1,0.299812,0.203724
322,340461476,1000,1000,0.012314,107.071,10.3355,0.0166559,9.038,56.0466,134,4,7,8901,1,8901,1,1714,1,9038,8491,489,38070,5,1,0.299843,0.20376
323,340461476,1000,1000,0.0115338,103.428,9.62152,0.0166573,8.99,58.6506,166,2,6,8914,1,8914,1,1690,1,8990,8440,489,38188,5,1,0.29987,0.203791
324,340461476,1000,1000,0.0109021,62.0072,9.07135,0.0166573,8.957,57.4136,165,3,6,8934,1,8934,1,1674,1,8957,8402,493,38320,5,1,0.299902,0.203826
325,340461476,1000,1000,0.0108381,85.9346,8.33767,0.0166573,8.926,58.3073,155,2,5,8953,1,8953,1,1650,1,8926,8363,500,38444,5,1,0.299928,0.203857
326,340461476,1000,1000,0.0114318,30.8477,7.25999,0.0166573,8.877,59.1902,161,2,5,8974,1,8974,1,1629,1,8877,8309,504,38556,5,1,0.299962,0.203898
327,340461476,1000,1000,0.011818,51.8407,7.83641,0.0166573,8.836,58.6879,151,2,5,8982,1,8982,1,1603,1,8836,8268,505,38666,5,1,0.299985,0.203924
328,340461476,1000,1000,0.0124315,13.4616,6.39426,0.0166573,8.78,56.5741,145,0,2,8993,1,8993,1,1581,1,8780,8212,506,38755,5,1,0.299999,0.203942
329,340461476,1000,1000,0.0121465,23.5343,8.58715,0.0166573,8.73,54.7919,152,2,2,9004,1,9004,1,1556,1,8730,8158,508,38857,5,1,0.300021,0.203969
330,340461476,1000,1000,0.0122387,5.58405,7.00497,0.0166573,8.653,57.1234,157,0,2,9014,1,9014,1,1533,1,8653,8084,505,38937,5,1,0.300052,0.204004
331,340461476,1000,1000,0.0123064,8.72883,8.78848,0.0166573,8.622,56.7361,126,0,2,9028,1,9028,1,1523,1,8622,8048,510,39032,5,1,0.300081,0.204037
332,340461476,1000,1000,0.0123785,2.88885,7.88784,0.0166573,8.58,56.0149,143,1,2,9040,1,9040,1,1508,1,8580,8001,514,39133,5,1,0.300118,0.20408
333,340461476,1000,1000,0.0120915,9.75075,8.19359,0.0166573,8.532,57.375,141,1,1,9049,1,9049,1,1488,1,8532,7953,514,39226,5,1,0.300152,0.20412
334,340461476,1000,1000,0.0116522,4.92323,8.30717,0.0166573,8.447,57.227,163,1,1,9059,1,9059,1,1469,1,8447,7874,509,39304,5,1,0.300182,0.204154
335,340461476,1000,1000,0.0110869,23.9607,7.31496,0.0166573,8.403,55.3675,134,1,1,9063,1,9063,1,1451,1,8403,7833,507,39394,5,1,0.300184,0.204158
336,340461476,1000,1000,0.0106273,10.3097,7.49443,0.0166573,8.341,55.6039,148,0,1,9070,1,9070,1,1428,1,8341,7771,506,39480,5,1,0.300191,0.204167
337,340461476,1000,1000,0.0101479,36.8638,6.04846,0.0166573,8.3,55.4437,120,1,1,9077,1,9077,1,1415,1,8300,7728,506,39559,5,1,0.300218,0.204199
338,340461476,1000,1000,0.00967766,10.4361,5.82763,0.0166573,8.227,54.7123,156,0,1,9079,1,9079,1,1392,1,8227,7660,502,39642,5,1,0.300227,0.204208
339,340461476,1000,1000,0.00925821,23.5349,4.5383,0.0166573,8.177,54.3278,135,1,1,9087,1,9087,1,1372,1,8177,7602,507,39727,5,1,0.300255,0.204241
340,340461476,1000,1000,0.00879101,6.07115,4.01878,0.0166573,8.092,57.3668,152,0,1,9096,1,9096,1,1346,1,8092,7521,502,39794,5,1,0.300287,0.204279
341,340461476,1000,1000,0.00841229,9.65199,3.09211,0.0166573,7.992,57.8836,159,0,1,9101,1,9101,1,1317,1,7992,7424,500,39853,5,1,0.300302,0.204295
342,340461476,1000,1000,0.00796933,2.74745,2.55397,0.0166573,7.933,55.167,140,0,0,9104,1,9104,1,1285,1,7933,7371,493,39934,5,1,0.30031,0.204304
343,340461476,1000,1000,0.00764532,3.59923,1.96149,0.0166573,7.865,55.5643,140,0,0,9109,1,9109,1,1266,1,7865,7303,492,40006,5,1,0.300323,0.20432
344,340461476,1000,1000,0.00775252,1.50099,1.69574,0.0166573,7.78,57.1205,139,0,0,9110,1,9110,1,1244,1,7780,7225,485,40060,5,1,0.300327,0.204325
345,340461476,1000,1000,0.00735823,2.04086,1.30524,0.0166573,7.701,55.4009,140,0,0,9112,1,9112,1,1234,1,7701,7151,480,40121,5,1,0.300334,0.204332
346,340461476,1000,1000,0.00704579,1.08513,1.52195,0.0166573,7.625,55.9957,145,0,0,9117,1,9117,1,1209,1,7625,7082,472,40190,5,1,0.300361,0.204362
347,340461476,1000,1000,0.00660643,1.58214,1.17448,0.0166573,7.521,56.8377,164,0,0,9123,1,9123,1,1199,1,7521,6982,468,40250,5,1,0.300359,0.204361
348,340461476,1000,1000,0.00614924,0.962108,1.7596,0.0166573,7.43,56.1847,159,0,0,9123,1,9123,1,1176,1,7430,6894,466,40318,5,1,0.300359,0.204361
349,340461476,1000,1000,0.00571312,1.33906,1.35701,0.0166573,7.353,54.6705,143,0,0,9128,1,9128,1,1158,1,7353,6823,461,40384,5,1,0.300382,0.204387
350,340461476,1000,1000,0.005277,1.02283,1.59583,0.0166573,7.279,55.614,136,0,0,9132,1,9132,1,1133,1,7279,6753,458,40446,5,1,0.300375,0.20438
351,340461476,1000,1000,0.00486396,1.20117,1.23412,0.0166573,7.187,57.402,162,0,0,9136,1,9136,1,1113,1,7187,6659,460,40516,5,1,0.300384,0.20439
352,340461476,1000,1000,0.00450723,1.26986,1.16905,0.0166579,7.105,55.4292,143,0,0,9142,1,9142,1,1097,1,7105,6586,455,40577,5,1,0.300384,0.204391
353,340461476,1000,1000,0.00414073,1.11424,0.909688,0.0166579,6.986,57.6614,175,0,0,9148,1,9148,1,1073,1,6986,6471,450,40633,5,1,0.300365,0.204368
354,340461476,1000,1000,0.00393078,1.44853,0.773111,0.0166579,6.897,57.1306,157,0,0,9151,1,9151,1,1053,1,6897,6387,443,40701,5,1,0.300379,0.204385
355,340461476,1000,1000,0.00358366,1.02998,0.60583,0.0166579,6.803,59.3046,158,0,0,9155,1,9155,1,1024,1,6803,6306,431,40765,5,1,0.300393,0.204401
356,340461476,1000,1000,0.00351544,1.50145,0.504483,0.0166579,6.696,57.4813,154,0,0,9155,1,9155,1,1002,1,6696,6209,422,40812,5,1,0.300393,0.204401
357,340461476,1000,1000,0.00315163,0.976224,0.397167,0.0166579,6.588,56.5854,164,0,0,9155,1,9155,1,974,1,6588,6124,401,40868,5,1,0.300393,0.204401
358,340461476,1000,999,0.00310378,1.42734,0.335139,0.0166579,6.5015,58.7387,144,0,0,9157,1,9157,1,953,1,6495,6043,391,40919,5,1,0.300403,0.204413
359,340461476,1000,999,0.00277133,0.968794,0.268777,0.0166579,6.3954,58.1449,151,0,0,9159,1,9159,1,926,1,6389,5956,376,40964,5,1,0.300403,0.204414
360,340461476,1000,999,0.002686,1.66287,0.232122,0.0166579,6.29229,57.903,152,0,0,9160,1,9160,1,906,1,6286,5862,367,41013,5,1,0.300409,0.20442
361,340461476,1000,999,0.00240085,1.40989,0.193613,0.0166579,6.17718,60.0166,166,0,0,9162,1,9162,1,881,1,6171,5756,360,41064,5,1,0.300399,0.204409
362,340461476,1000,999,0.00227969,6.49483,0.170517,0.0166579,6.06106,61.6137,155,1,1,9164,1,9164,1,857,1,6055,5652,349,41103,5,1,0.300395,0.204405
363,340461476,1000,998,0.00210713,3.98649,0.153994,0.0166579,5.95391,59.568,158,1,1,9164,1,9164,1,828,1,5942,5557,332,41148,5,1,0.300395,0.204405
364,340461476,1000,998,0.00197465,23.2131,0.136608,0.0166579,5.85571,59.394,145,1,1,9170,1,9170,1,807,1,5844,5463,328,41195,5,1,0.300387,0.204396
365,340461476,1000,999,0.00188868,10.174,0.133257,0.0166579,5.73273,58.8624,159,0,1,9177,1,9177,1,788,1,5727,5357,316,41237,5,1,0.300374,0.204381
366,340461476,1000,1000,0.00174435,39.5284,0.117994,0.0166579,5.632,59.556,145,1,1,9180,1,9180,1,771,1,5632,5272,308,41287,5,1,0.300365,0.204372
367,340461476,1000,999,0.00171728,11.2772,0.121335,0.0166579,5.5045,60.0114,175,0,1,9187,1,9187,1,745,1,5499,5144,305,41329,5,1,0.300357,0.204362
368,340461476,1000,998,0.00155835,32.2426,0.106083,0.0166579,5.39479,60.84,150,1,1,9190,1,9190,1,720,1,5384,5037,296,41364,5,1,0.300349,0.204354
369,340461476,1000,997,0.00156994,8.33292,0.111047,0.0166579,5.27182,61.5122,164,0,1,9193,1,9193,1,691,1,5256,4921,284,41400,5,1,0.300345,0.20435
370,340461476,1000,997,0.00145953,18.7957,0.0996463,0.0166579,5.16048,61.4118,146,1,1,9197,1,9197,1,673,1,5145,4817,277,41435,5,1,0.300335,0.204339
371,340461476,1000,995,0.00149284,5.13221,0.110116,0.0166579,5.05628,61.4846,146,0,1,9200,1,9200,1,652,1,5031,4711,270,41467,5,1,0.300333,0.204335
372,340461476,1000,995,0.00140436,9.1722,0.0977651,0.0166586,4.94472,61.6157,148,1,1,9203,1,9203,1,638,1,4920,4603,266,41504,5,1,0.300329,0.204333
373,340461476,1000,995,0.00165244,3.54908,0.210569,0.0166586,4.84824,61.7636,129,0,1,9207,1,9207,1,623,1,4824,4513,260,41537,5,1,0.300323,0.204326
374,340461476,1000,994,0.00199662,5.27366,0.180837,0.0166586,4.75151,62.6638,129,0,0,9210,1,9210,1,601,1,4723,4415,259,41565,5,1,0.300318,0.204322
375,340461476,1000,993,0.00243177,3.01561,0.651102,0.0166586,4.65861,62.1004,127,0,0,9216,1,9213,1,587,1,4626,4319,256,41590,5,1,0.300306,0.204309
376,340461476,1000,991,0.00249651,4.09008,0.516415,0.0166586,4.57316,62.4773,121,0,0,9224,1,9224,1,570,1,4532,4233,247,41617,5,1,0.300296,0.204298
377,340461476,1000,989,0.00265253,2.78497,1.32423,0.0166586,4.48736,61.5646,118,0,0,9232,1,9232,1,559,1,4438,4144,241,41641,5,1,0.300289,0.20429
378,340461476,1000,988,0.00266757,3.77955,1.02961,0.0166586,4.3998,60.1674,118,0,0,9237,1,9237,1,547,1,4347,4057,239,41668,5,1,0.300283,0.204284
379,340461476,1000,987,0.00293411,2.8536,1.55883,0.0166586,4.29686,63.3947,127,0,0,9241,1,9241,1,532,1,4241,3962,230,41689,5,1,0.30028,0.204279
380,340461476,1000,982,0.00298208,4.01268,1.21414,0.0166586,4.23931,62.1583,105,0,0,9248,1,9248,1,530,1,4163,3884,230,41716,5,1,0.300278,0.204278
381,340461476,1000,980,0.00334207,3.33041,1.37861,0.0166586,4.15102,63.7614,121,0,0,9251,1,9251,1,514,1,4068,3794,223,41742,5,1,0.300274,0.204274
382,340461476,1000,978,0.00339549,5.77325,1.08425,0.0166586,4.05521,65.125,115,1,1,9253,1,9253,1,492,1,3966,3702,215,41755,5,1,0.300272,0.204273
383,340461476,1000,973,0.00376107,4.83722,1.03981,0.0166599,3.98356,64.5201,112,1,1,9259,1,9259,1,478,1,3876,3616,209,41777,5,1,0.300272,0.204273
384,340461476,1000,969,0.00379496,16.0275,0.833074,0.0166599,3.90918,62.555,116,1,1,9269,1,9269,1,469,1,3788,3526,207,41805,5,1,0.300254,0.204254
385,340461476,1000,967,0.00413203,9.03387,0.749407,0.0166599,3.8242,61.9816,102,0,1,9271,1,9271,1,456,1,3698,3446,199,41817,5,1,0.300252,0.204252
386,340461476,1000,965,0.00411208,40.3352,0.615362,0.0166599,3.74093,64.7985,103,1,1,9278,1,9278,1,448,1,3610,3363,193,41832,5,1,0.300252,0.204256
387,340461476,1000,965,0.00442365,14.4323,0.553803,0.0166599,3.63834,64.9978,112,0,1,9281,1,9281,1,433,1,3511,3266,190,41845,5,1,0.300234,0.204234
388,340461476,1000,961,0.00430567,49.2383,0.466084,0.0166599,3.55255,64.0852,113,1,1,9285,1,9285,1,416,1,3414,3172,184,41861,5,1,0.300232,0.204233
389,340461476,1000,956,0.00455506,13.4834,0.432523,0.0166599,3.48849,63.794,91,0,1,9289,1,9289,1,409,1,3335,3092,180,41873,5,1,0.300233,0.204233
390,340461476,1000,953,0.00438545,37.9695,0.375771,0.0166599,3.41763,64.6365,87,1,1,9289,1,9289,1,398,1,3257,3022,174,41882,5,1,0.300233,0.204233
391,340461476,1000,950,0.004599,9.8467,0.367726,0.0166599,3.34,64.926,98,0,1,9289,1,9289,1,389,1,3173,2942,169,41896,5,1,0.300233,0.204233
392,340461476,1000,949,0.00447216,20.8068,0.334666,0.0166599,3.26238,66.898,87,1,1,9290,1,9290,1,377,1,3096,2864,170,41906,5,1,0.300232,0.204233
393,340461476,1000,943,0.00468823,13.2077,0.371301,0.0166599,3.20785,65.2988,82,1,1,9290,1,9290,1,367,1,3025,2799,166,41917,5,1,0.300232,0.204233
394,340461476,1000,938,0.00458603,11.9721,0.343132,0.0166599,3.15245,67.0766,80,1,1,9293,1,9293,1,360,1,2957,2734,163,41929,5,1,0.300246,0.204249
395,340461476,1000,928,0.00492472,36.4833,0.604847,0.0166599,3.09806,63.3172,93,1,1,9296,1,9296,1,357,1,2875,2658,156,41940,5,1,0.300228,0.204229
396,340461476,1000,923,0.00474088,16.4762,0.518403,0.0166599,3.04117,64.9861,81,0,1,9298,1,9298,1,353,1,2807,2593,152,41953,5,1,0.300218,0.204218
397,340461476,1000,917,0.00557892,65.531,1.30879,0.0166599,2.99455,68.1364,77,1,1,9298,1,9298,1,344,1,2746,2532,152,41969,5,1,0.300218,0.204218
398,340461476,1000,914,0.00492741,18.2297,1.04918,0.0166613,2.93326,66.7025,79,0,1,9298,1,9298,1,335,1,2681,2469,148,41983,5,1,0.300218,0.204218
399,340461476,1000,907,0.0052835,61.4455,1.97203,0.0166613,2.88313,67.7805,82,1,1,9299,1,9299,1,328,1,2615,2406,146,41999,5,1,0.300211,0.204209
400,340461476,1000,906,0.00482239,13.8897,1.55123,0.0166613,2.83996,67.4526,58,0,1,9300,1,9300,1,323,1,2573,2366,143,42015,5,1,0.300216,0.204215
401,340461476,1000,899,0.00482569,37.4464,2.09991,0.0166613,2.80089,65.8024,74,1,1,9300,1,9300,1,316,1,2518,2309,144,42034,5,1,0.300216,0.204215
402,340461476,1000,891,0.00447427,7.88288,1.65619,0.0166613,2.75645,67.7384,86,0,1,9301,1,9301,1,309,1,2456,2249,142,42058,5,1,0.300211,0.20421
403,340461476,1000,888,0.0043554,15.6744,1.75264,0.0166613,2.71284,67.5373,67,1,1,9303,1,9303,1,306,1,2409,2203,141,42078,5,1,0.300198,0.204195
404,340461476,1000,884,0.00414535,4.075,1.54736,0.0166613,2.66516,67.7958,71,0,1,9303,1,9303,1,298,1,2356,2153,140,42096,5,1,0.300198,0.204195
405,340461476,1000,878,0.00391125,7.53314,1.35475,0.0166613,2.6344,70.2102,66,0,1,9305,1,9305,1,293,1,2313,2112,138,42119,5,1,0.300185,0.204181
406,340461476,1000,875,0.00385334,2.83296,1.81675,0.0166613,2.59657,67.058,56,0,1,9305,1,9305,1,282,1,2272,2077,133,42134,5,1,0.300185,0.204181
407,340461476,1000,868,0.00354184,4.90311,1.44701,0.0166613,2.56452,68.4226,63,0,0,9305,1,9305,1,272,1,2226,2036,129,42151,5,1,0.300185,0.204181
408,340461476,1000,860,0.00360462,4.23468,2.64254,0.0166613,2.53372,65.7799,67,1,1,9306,1,9306,1,264,1,2179,1994,124,42171,5,1,0.300177,0.204172
409,340461476,1000,855,0.0033504,5.25518,2.04024,0.0166619,2.50643,64.2933,52,1,1,9306,1,9306,1,258,1,2143,1961,121,42187,5,1,0.300177,0.204172
410,340461476,1000,848,0.0035594,18.569,3.04104,0.0166619,2.47406,68.7121,66,1,1,9307,1,9307,1,257,1,2098,1918,120,42208,5,1,0.300171,0.204165
411,340461476,1000,838,0.0033933,10.9605,2.33683,0.0166619,2.44869,66.3581,74,1,1,9307,1,9307,1,254,1,2052,1875,117,42236,5,1,0.300171,0.204165
412,340461476,1000,833,0.00366366,55.8576,2.70178,0.0166619,2.40096,72.4044,68,1,1,9307,1,9307,1,243,1,2000,1827,114,42252,5,1,0.300171,0.204165
413,340461476,1000,829,0.00352962,21.5268,2.08048,0.0166619,2.39083,66.7865,48,0,1,9307,1,9307,1,237,1,1982,1811,113,42282,5,1,0.300171,0.204165
414,340461476,1000,821,0.00388726,82.4424,1.9634,0.0166619,2.37881,67.2778,54,1,1,9309,1,9309,1,235,1,1953,1787,109,42307,5,1,0.300173,0.204167
415,340461476,1000,813,0.00369716,21.9448,1.52015,0.0166619,2.37269,67.074,49,0,1,9310,1,9310,1,232,1,1929,1765,107,42332,5,1,0.300167,0.20416
416,340461476,1000,815,0.00418286,69.2378,1.33142,0.0166619,2.35706,68.025,35,1,1,9316,1,9316,1,235,1,1921,1753,108,42359,5,1,0.300149,0.20414
417,340461476,1000,815,0.00388734,16.1521,1.04175,0.0166619,2.35337,69.6081,37,0,1,9319,1,9319,1,236,1,1918,1751,108,42393,5,1,0.300153,0.204143
418,340461476,1000,812,0.00427447,35.7946,0.899152,0.0166619,2.31897,67.25,59,2,2,9320,1,9320,1,232,1,1883,1719,106,42417,5,1,0.300145,0.204136
419,340461476,1000,805,0.00377554,13.6131,0.753298,0.0166619,2.3118,65.8153,44,1,2,9324,1,9324,1,231,1,1861,1695,106,42438,5,1,0.300148,0.204138
420,340461476,1000,797,0.00382706,18.9673,0.648724,0.0166619,2.30489,70.9023,55,2,2,9325,1,9325,1,222,1,1837,1672,104,42468,5,1,0.300148,0.204138
421,340461476,1000,792,0.00387368,27.4824,0.886205,0.0166619,2.28535,67.0602,54,1,2,9325,1,9325,1,218,1,1810,1648,102,42492,5,1,0.300148,0.204138
422,340461476,1000,784,0.0043949,17.0815,0.738216,0.0166619,2.27168,65.7428,52,0,2,9326,1,9326,1,216,1,1781,1624,99,42512,5,1,0.300148,0.204139
423,340461476,1000,789,0.00486746,41.1265,1.81841,0.0166619,2.25095,71.1875,40,1,2,9329,1,9329,1,215,1,1776,1618,100,42541,5,1,0.300147,0.204138
424,340461476,1000,786,0.00440834,16.431,1.44177,0.0166619,2.2341,68.4521,47,0,1,9330,1,9330,1,211,1,1756,1596,101,42564,5,1,0.300141,0.204131
425,340461476,1000,781,0.00473987,36.9147,3.06243,0.0166619,2.21255,66.3922,51,1,1,9340,1,9340,1,216,1,1728,1565,102,42582,5,1,0.300137,0.204129
426,340461476,1000,772,0.00431961,13.1057,2.37942,0.0166619,2.20984,65.9402,46,0,1,9343,1,9343,1,213,1,1706,1545,100,42601,5,1,0.300135,0.204129
427,340461476,1000,770,0.00465873,22.707,3.49435,0.0166619,2.18571,69.8601,42,1,1,9344,1,9344,1,209,1,1683,1526,97,42612,5,1,0.300136,0.204129
428,340461476,1000,764,0.00429562,9.5867,2.70422,0.0166619,2.18325,68.4046,38,0,1,9351,1,9351,1,211,1,1668,1508,97,42631,5,1,0.300138,0.204134
429,340461476,1000,759,0.00476504,13.8221,2.92728,0.0166619,2.18709,70.3487,38,1,1,9359,1,9359,1,214,1,1660,1501,97,42654,5,1,0.300138,0.204135
430,340461476,1000,760,0.00469461,8.97442,2.37955,0.0166619,2.15526,70.1417,45,0,1,9363,1,9363,1,215,1,1638,1481,97,42670,5,1,0.300139,0.204137
431,340461476,1000,752,0.00551909,11.5751,2.19371,0.0166619,2.14229,67.7167,45,0,1,9365,1,9365,1,212,1,1611,1456,95,42679,5,1,0.300141,0.204138
432,340461476,1000,747,0.00588465,10.3098,2.21818,0.0166619,2.14056,73.5221,34,0,1,9367,1,9367,1,211,1,1599,1446,94,42691,5,1,0.300141,0.20414
433,340461476,1000,744,0.00645787,12.4952,1.89083,0.0166619,2.12231,66.5031,41,0,0,9372,1,9372,1,212,1,1579,1425,96,42707,5,1,0.300145,0.204146
434,340461476,1000,736,0.00674029,11.881,2.36954,0.0166619,2.1087,71.4359,39,0,0,9372,1,9372,1,207,1,1552,1400,95,42710,5,1,0.300145,0.204146
435,340461476,1000,732,0.00714163,15.0612,1.9534,0.0166619,2.10383,68.0172,29,0,0,9372,1,9372,1,205,1,1540,1391,96,42717,5,1,0.300145,0.204146
436,340461476,1000,733,0.00733204,13.1301,2.34965,0.0166619,2.09141,69.5223,28,0,0,9373,1,9373,1,205,1,1533,1384,96,42734,5,1,0.300144,0.204145
437,340461476,1000,732,0.00765374,17.1943,1.92474,0.0166619,2.07924,71.3462,26,0,0,9373,1,9373,1,203,1,1522,1375,94,42741,5,1,0.300144,0.204145
438,340461476,1000,730,0.00779745,14.6936,1.98976,0.0166619,2.07808,78.3036,28,0,0,9379,1,9379,1,207,1,1517,1365,98,42756,5,1,0.300139,0.204141
439,340461476,1000,728,0.00799642,17.768,1.64243,0.0166619,2.06044,72.9141,32,0,0,9379,1,9379,1,201,1,1500,1352,95,42770,5,1,0.300139,0.204141
440,340461476,1000,724,0.00831853,16.6946,1.55124,0.0166619,2.04696,70.9797,37,0,0,9380,1,9380,1,201,1,1482,1335,95,42783,5,1,0.30014,0.204142
441,340461476,1000,725,0.00856936,16.2297,1.32507,0.0166619,2.04552,71.5761,23,0,0,9386,1,9386,1,203,1,1483,1333,97,42800,5,1,0.30014,0.204142
442,340461476,1000,725,0.00921702,18.3028,1.24105,0.0166619,2.04828,74.1944,18,0,0,9394,1,9394,1,209,1,1485,1330,99,42806,5,1,0.300124,0.204126
443,340461476,1000,726,0.00962096,14.7178,1.12634,0.0166619,2.04683,69.2554,23,0,0,9402,1,9402,1,213,1,1486,1330,100,42817,5,1,0.300123,0.204127
444,340461476,1000,723,0.0104002,18.6108,1.10059,0.0166619,2.06639,78,26,0,0,9414,1,9414,1,223,1,1494,1327,107,42841,5,1,0.300129,0.204132
445,340461476,1000,717,0.0108087,14.1285,1.04844,0.0166619,2.0795,74.7269,27,0,0,9422,1,9422,1,229,1,1491,1321,110,42847,5,1,0.300131,0.204135
446,340461476,1000,715,0.0118538,17.166,1.09785,0.0166619,2.08811,69.3125,28,0,0,9431,1,9431,1,231,1,1493,1322,111,42865,5,1,0.300116,0.204118
447,340461476,1000,708,0.0121812,14.4848,1.06158,0.0166619,2.11299,79.3935,27,0,0,9438,1,9438,1,234,1,1496,1318,115,42885,5,1,0.300128,0.204132
448,340461476,1000,706,0.0133811,15.0535,1.15648,0.0166619,2.13456,73.2011,23,0,0,9448,1,9448,1,242,1,1507,1317,121,42908,5,1,0.300124,0.204127
449,340461476,1000,703,0.013693,14.381,1.13595,0.0166619,2.15505,80.6613,31,0,0,9464,1,9464,1,255,1,1515,1315,126,42937,5,1,0.300113,0.204117
450,340461476,1000,710,0.0145946,13.5772,1.21907,0.0166619,2.16901,63.5987,19,0,0,9481,1,9481,1,271,1,1540,1328,134,42970,5,1,0.300066,0.204065
451,340461476,1000,710,0.0150697,13.0636,1.23863,0.0166619,2.19718,77.5817,26,0,0,9495,1,9495,1,280,1,1560,1340,140,43005,5,1,0.300062,0.204062
452,340461476,1000,718,0.0153946,13.8462,1.24649,0.0166619,2.18941,70.0357,21,0,0,9502,1,9502,1,284,1,1572,1349,141,43028,5,1,0.300068,0.20407
453,340461476,1000,725,0.0160052,11.3895,1.31382,0.0166619,2.21517,77.1146,24,0,0,9521,1,9521,1,302,1,1606,1366,149,43078,5,1,0.300056,0.204054
454,340461476,1000,737,0.0158866,15.1902,1.25589,0.0166619,2.23609,76.1667,15,0,0,9540,1,9540,1,319,1,1648,1395,156,43125,5,1,0.300041,0.204038
455,340461476,1000,735,0.0163981,10.2466,1.33904,0.0166619,2.25714,71.2865,24,0,0,9546,1,9546,1,323,1,1659,1402,158,43153,5,1,0.300036,0.204034
456,340461476,1000,741,0.0160443,15.6821,1.26034,0.0166619,2.2834,67.4605,19,0,0,9560,1,9560,1,335,1,1692,1427,162,43198,5,1,0.300048,0.204049
457,340461476,1000,750,0.016302,10.0573,1.30841,0.0166619,2.308,68.0156,16,0,0,9572,1,9572,1,346,1,1731,1455,169,43245,5,1,0.30007,0.204075
458,340461476,1000,752,0.0159822,15.1683,1.25851,0.0166619,2.31782,72.2446,23,0,0,9579,1,9579,1,351,1,1743,1468,168,43275,5,1,0.300082,0.204088
459,340461476,1000,756,0.0159131,10.8017,1.24889,0.0166619,2.35582,75.5263,19,0,0,9590,1,9590,1,357,1,1781,1494,174,43326,5,1,0.300079,0.204087
460,340461476,1000,761,0.0156639,14.7485,1.22586,0.0166619,2.39159,72.875,20,0,0,9598,1,9598,1,362,1,1820,1530,176,43382,5,1,0.300094,0.204103
461,340461476,1000,766,0.0153146,11.9245,1.18858,0.0166619,2.39034,68.0893,21,0,0,9599,1,9599,1,359,1,1831,1541,176,43410,5,1,0.300098,0.204107
462,340461476,1000,769,0.0149649,14.5556,1.15247,0.0166626,2.43433,73.9671,19,0,0,9606,1,9606,1,361,1,1872,1575,181,43468,5,1,0.300107,0.204119
463,340461476,1000,777,0.0147884,11.8877,1.14746,0.0166626,2.47876,75.1146,12,0,0,9614,1,9614,1,368,1,1926,1620,187,43532,5,1,0.300102,0.204114
464,340461476,1000,780,0.0141864,13.3479,1.07164,0.0166626,2.51282,74.8235,17,0,0,9618,1,9618,1,370,1,1960,1652,187,43577,5,1,0.300108,0.204119
465,340461476,1000,786,0.0144226,11.8724,1.13131,0.0166626,2.55471,65.0096,13,0,0,9623,1,9623,1,375,1,2008,1694,191,43637,5,1,0.300117,0.204131
466,340461476,1000,788,0.0135289,12.7738,1.0212,0.0166626,2.59137,66.0987,19,0,0,9631,1,9631,1,379,1,2042,1725,194,43687,5,1,0.300122,0.204137
