Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_IMMATURE,STATE_LARVA,STATE_EGG
93,340461476,X-a0:X-a0,29768,108,188,29472,15156,92520,721820
93,340461476,X-a0:X-a1,29738,97,184,29457,15087,93140,732490
93,340461476,X-a1:X-a0,29939,122,185,29632,14924,91883,726120
93,340461476,X-a1:X-a1,29557,116,215,29226,15154,92268,729330
94,340461476,X-a0:X-a0,29750,114,193,29443,15112,92394,738590
94,340461476,X-a0:X-a1,29787,91,200,29496,15002,92869,739160
94,340461476,X-a1:X-a0,29886,125,200,29561,15126,91706,743740
94,340461476,X-a1:X-a1,29555,124,202,29229,15392,91845,733470
95,340461476,X-a0:X-a0,29615,119,200,29296,15265,92216,716945
95,340461476,X-a0:X-a1,29829,95,200,29534,15104,93017,730555
95,340461476,X-a1:X-a0,29854,123,221,29510,15151,91832,710165
95,340461476,X-a1:X-a1,29532,125,201,29206,15336,91579,723735
96,340461476,X-a0:X-a0,29709,122,204,29383,15072,92341,718655
96,340461476,X-a0:X-a1,29855,105,210,29540,15145,93008,732535
96,340461476,X-a1:X-a0,29915,119,222,29574,15136,91574,727895
96,340461476,X-a1:X-a1,29704,119,206,29379,15148,91728,728375
97,340461476,X-a0:X-a0,29760,133,192,29435,15054,91953,735700
97,340461476,X-a0:X-a1,29788,114,210,29464,15335,92423,735310
97,340461476,X-a1:X-a0,29831,125,221,29485,15141,91593,739450
97,340461476,X-a1:X-a1,29575,125,194,29256,15114,92107,729820
98,340461476,X-a0:X-a0,29740,141,193,29406,15047,92137,726455
98,340461476,X-a0:X-a1,29775,116,221,29438,15275,92595,731255
98,340461476,X-a1:X-a0,29865,126,234,29505,15139,91795,715625
98,340461476,X-a1:X-a1,29620,127,206,29287,15064,91939,727305
99,340461476,X-a0:X-a0,29813,142,194,29477,14997,92377,717815
99,340461476,X-a0:X-a1,29813,120,250,29443,15261,92681,730935
99,340461476,X-a1:X-a0,29887,130,222,29535,15143,91753,726035
99,340461476,X-a1:X-a1,29561,126,201,29234,15081,92175,724975
100,340461476,X-a0:X-a0,29735,141,191,29403,15122,92122,736410
100,340461476,X-a0:X-a1,29791,124,262,29405,15310,92332,735820
100,340461476,X-a1:X-a0,29912,131,229,29552,15166,91707,737110
100,340461476,X-a1:X-a1,29579,132,216,29231,15005,91905,731900
101,340461476,X-a0:X-a0,29214,142,155,28917,15303,92071,716960
101,340461476,X-a0:X-a1,29620,136,228,29256,15156,92395,727790
101,340461476,X-a1:X-a0,29772,139,207,29426,15115,91983,709190
