Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,SillySkeeter_AvailableHabitat,SillySkeeter_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived,NumVectorsNone,NumVectorsOnlyOocysts,NumVectorsOnlySporozoites,NumVectorsBothOocystsSporozoites,NumBitesAdults,NumBitesInfected,NumBitesInfectious,NumParasiteCohortsOocysts,NumParasiteCohortsSporozoites,NumOocysts,NumSporozoites,NumInfectiousToAdult,NumInfectiousToInfected,AAAAAAAAAA,TAAAAAAAAA,AAAAAAAAAT,AAAATAAAAT,OtherBarcodes
0,340461476,1000,8759,0,0,8759,8983,0,0,612400,306200,2919,0,0,0,0,0,948,293,0,194875,1,0,0,0,0,0,0,0,2919,0,0,0,0,0,0,0,0,0,0,0,0,0
1,340461476,1000,7645,0,0,7645,8170,0,195038,542200,271100,2573,0,0,0,0,0,860,254,0,92039.6,0.318215,0,0,0,7645,0,0,0,2573,0,0,0,0,0,0,0,0,0,0,0,0,0
2,340461476,1000,6714,0,0,6714,7395,0,268375,482000,241000,2292,0,0,0,0,0,680,251,0,107583,0.169752,0,0,0,6714,0,0,0,2292,0,0,0,0,0,0,0,0,0,0,0,0,0
3,340461476,1000,5849,0,0,5849,6636,0,350005,416000,208000,1954,0,0,0,0,0,660,205,0,111631,0.223202,0,0,0,5849,0,0,0,1954,0,0,0,0,0,0,0,0,0,0,0,0,0
4,340461476,1000,5109,0,0,5109,6032,0,428920,369400,184700,1766,0,0,0,0,0,573,167,0,115307,0.268344,0,0,0,5109,0,0,0,1766,0,0,0,0,0,0,0,0,0,0,0,0,0
5,340461476,1000,4470,0,0,4470,5505,0,503642,316600,158300,1509,0,0,0,0,0,482,157,0,120199,0.312146,0,0,0,4470,0,0,0,1509,0,0,0,0,0,0,0,0,0,0,0,0,0
6,340461476,1000,3944,0,0,3944,4960,0,575856,279200,139600,1322,0,0,0,0,0,409,117,0,124731,0.379657,0,0,0,3944,0,0,0,1322,0,0,0,0,0,0,0,0,0,0,0,0,0
7,340461476,1000,3431,0,0,3431,4473,0,645830,247200,123600,1182,0,0,0,0,0,396,117,0,128738,0.446745,0,0,0,3431,0,0,0,1182,0,0,0,0,0,0,0,0,0,0,0,0,0
8,340461476,1000,2986,0,0,2986,4036,0,713107,206000,103000,965,0,0,0,0,0,343,102,0,132775,0.520784,0,0,0,2986,0,0,0,965,0,0,0,0,0,0,0,0,0,0,0,0,0
9,340461476,1000,2609,0,0,2609,3676,0,777338,191200,95600,914,0,0,0,0,0,293,84,0,137289,0.644541,0,0,0,2609,0,0,0,914,0,0,0,0,0,0,0,0,0,0,0,0,0
10,340461476,1000,2278,0,0,2278,3342,0,840957,164200,82100,786,0,0,0,0,0,233,98,0,139938,0.71804,0,0,0,2278,0,0,0,786,0,0,0,0,0,0,0,0,0,0,0,0,0
11,340461476,1000,2002,0,0,2002,3011,0,901089,138000,69000,658,0,0,0,0,0,209,67,0,143686,0.852242,0,0,0,2002,0,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0
12,340461476,1000,1752,0,0,1752,2718,0,953407,130600,65300,620,0,0,0,0,0,196,54,0,152946,1,0,0,0,1752,0,0,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0
13,340461476,1000,1559,0,0,1559,2444,0,993191,109200,54600,512,0,0,0,0,0,151,42,0,172522,1,0,0,0,1559,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0
14,340461476,1000,1356,0,0,1356,2214,0,1007818,90800,45400,428,0,0,0,0,0,165,38,0,215115,1,0,0,0,1356,0,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0
15,340461476,1000,1184,0,0,1184,2004,0,1002882,87200,43600,416,0,0,0,0,0,136,36,0,275209,1,0,0,0,1184,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0
16,340461476,1000,1031,0,0,1031,1817,0,994645,73800,36900,349,0,0,0,0,0,123,30,0,336617,1,0,0,0,1031,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0
17,340461476,1000,929,0,0,929,1644,0,973969,62200,31100,292,0,0,0,0,0,82,20,0,408548,1,0,0,0,929,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0
18,340461476,1000,793,0,0,793,1476,0,943772,56800,28400,269,0,0,0,0,0,110,26,0,488154,1,0,0,0,793,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0
19,340461476,1000,702,0,0,702,1333,0,911121,51200,25600,246,0,0,0,0,0,74,17,0,568432,1,0,0,0,702,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0
20,340461476,1000,611,0,0,611,1209,0,876057,42200,21100,205,0,0,0,0,0,64,27,0,649408,1,0,0,0,611,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0
21,340461476,1000,524,0,0,524,1096,0,834773,37000,18500,177,0,0,0,0,0,70,17,0,734949,1,0,0,0,524,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0
22,340461476,1000,472,0,0,472,993,0,792191,37200,18600,180,0,0,0,0,0,34,18,0,820194,1,0,0,0,472,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0
23,340461476,1000,412,0,0,412,886,21756,732421,26800,13400,127,0,0,0,0,0,51,9,0,921089,1,0,0,0,412,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0
24,340461476,1000,365,0,0,365,796,30022,679229,25000,12500,120,0,0,0,0,0,30,17,0,1.01392e+06,1,0,0,0,365,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0
25,340461476,1000,328,0,0,328,721,39026,627879,26000,13000,128,0,0,0,0,0,27,10,0,1.10349e+06,1,0,0,0,328,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0
26,340461476,1000,286,0,0,286,660,47730,582164,20600,10300,100,0,0,0,0,0,33,9,0,1.18604e+06,1,0,0,0,286,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
27,340461476,1000,7535,0,0,7535,7944,41512,534187,16200,8100,78,0,0,0,7286,0,26,11,0,1.26953e+06,1,0,0,0,7535,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0
28,340461476,1000,9684,0,0,9684,10776,43610,486611,17400,8700,6353,0,0,0,3489,0,724,616,0,1.35134e+06,1,0,0,0,9684,0,0,0,6353,0,0,0,0,0,0,0,0,0,0,0,0,0
29,340461476,1000,12502,0,0,12502,13819,45524,443406,13400,6700,3049,0,0,0,4036,0,904,314,0,1.42754e+06,1,0,0,0,12502,0,0,0,3049,0,0,0,0,0,0,0,0,0,0,0,0,0
30,340461476,1000,15053,0,0,15053,16638,47052,400508,10800,5400,3553,0,0,0,4117,0,1210,356,0,1.50225e+06,1,0,0,0,15053,0,0,0,3553,0,0,0,0,0,0,0,0,0,0,0,0,0
31,340461476,1000,17124,0,0,17124,19249,48652,358601,892800,446400,7789,0,0,0,4275,0,1436,768,0,1.57481e+06,1,0,0,0,17124,0,0,0,7789,0,0,0,0,0,0,0,0,0,0,0,0,0
32,340461476,1000,19341,0,0,19341,21783,50728,1201921,430000,215000,5794,0,0,0,4330,0,1566,547,0,761052,1,0,0,0,19341,0,0,0,5794,0,0,0,0,0,0,0,0,0,0,0,0,0
33,340461476,1000,21640,0,0,21640,24519,51699,1502116,504600,252300,6153,0,0,0,4733,0,1849,585,0,489349,1,0,0,0,21640,0,0,0,6153,0,0,0,0,0,0,0,0,0,0,0,0,0
34,340461476,1000,23406,0,0,23406,26893,52517,1833627,1086200,543100,9229,0,0,0,4738,0,2081,891,0,185304,0.969776,0,0,0,23406,0,0,0,9229,0,0,0,0,0,0,0,0,0,0,0,0,0
35,340461476,1000,25256,0,2,25254,29172,52103,1830285,819000,409500,7939,0,0,0,4933,0,2271,812,0,215122,0.170598,0,0,0,25254,2,0,0,7939,0,0,2,0,5,0,0,0,0,0,0,0,0
36,340461476,1000,27289,0,4,27285,31518,48993,1859179,873000,436500,8369,0,0,0,5232,0,2319,880,0,211750,0.262664,0,0,0,27285,4,0,0,8369,0,0,4,0,9,0,0,0,0,0,0,0,0
37,340461476,1000,28708,0,12,28696,33722,44240,1883340,1312400,656200,10697,0,0,0,5044,0,2609,1016,0,212191,0.242554,0,0,0,28696,12,0,0,10697,0,0,12,0,31,0,0,0,0,0,0,0,0
38,340461476,1000,30158,0,38,30120,35607,39491,1906665,1114760,557380,9639,0,0,0,5190,0,2783,957,0,212582,0.161682,0,0,0,30120,38,0,0,9638,1,0,38,0,134,0,0,0,0,0,0,0,0
39,340461476,1000,31093,0,59,31034,37056,34260,1929625,1171400,585700,10036,0,0,0,4804,0,2862,1007,0,212483,0.190697,0,0,0,31034,59,0,0,10036,0,0,59,0,210,0,0,0,0,0,0,0,0
40,340461476,1000,31038,0,103,30935,37567,29820,1952128,1513080,756540,11272,0,0,0,4094,0,3093,1056,0,212018,0.181392,0,0,0,30935,103,0,0,11269,3,0,103,0,363,0,0,0,0,0,0,0,0
41,340461476,1000,30624,0,135,30489,37368,26553,1972138,1370080,685040,10024,0,0,0,3406,0,2845,975,0,213251,0.140123,0,0,0,30489,135,0,0,10001,23,0,135,0,440,0,0,0,0,0,0,0,0
42,340461476,1000,29973,0,161,29812,36967,23105,1991762,1407040,703520,9608,0,0,0,3232,0,2941,942,0,214105,0.155649,0,0,0,29812,161,0,0,9589,19,0,161,0,533,0,0,0,0,0,0,0,0
43,340461476,1000,28789,0,182,28607,36246,20069,2011432,1610280,805140,10421,0,0,0,2724,0,2828,1080,0,214175,0.152167,0,0,0,28607,182,0,0,10378,43,0,182,0,616,0,0,0,0,0,0,0,0
44,340461476,1000,27553,0,206,27347,35101,17691,2029454,1410160,705080,9057,0,0,0,2359,0,2737,858,0,215182,0.133005,0,0,0,27347,206,0,0,9013,44,0,206,0,703,0,0,0,0,0,0,0,0
45,340461476,1000,26193,0,214,25979,33989,15862,2046525,1351960,675980,8389,0,0,0,2155,0,2690,825,0,216454,0.152594,0,0,0,25979,214,0,0,8355,34,0,214,0,743,0,0,0,0,0,0,0,0
46,340461476,1000,24806,0,236,24570,32680,13573,2065087,1469320,734660,8856,0,0,0,1861,0,2375,873,0,215574,0.160104,0,0,0,24570,236,0,0,8787,69,0,236,0,816,0,0,0,0,0,0,0,0
47,340461476,1000,23219,0,244,22975,31113,11903,2080931,1288160,644080,7772,0,0,0,1593,0,2403,777,0,216775,0.146717,0,0,0,22975,244,0,0,7711,61,0,244,0,851,0,0,0,0,0,0,0,0
48,340461476,1000,21734,0,255,21479,29468,10845,2097158,1185800,592900,6951,0,0,0,1408,0,2263,630,0,216979,0.168282,0,0,0,21479,255,0,0,6915,36,0,255,0,903,0,0,0,0,0,0,0,0
49,340461476,1000,20380,0,260,20120,28131,9288,2112340,1249080,624540,7174,0,0,0,1444,0,2081,717,0,217635,0.182981,0,0,0,20120,260,0,0,7099,75,0,261,0,907,0,0,0,0,0,0,0,0
50,340461476,1000,18711,0,263,18448,26450,8149,2127103,1087640,543820,6431,0,0,0,997,0,1982,684,0,218140,0.174236,0,0,0,18448,263,0,0,6356,75,0,265,0,908,0,0,0,0,0,0,0,0
51,340461476,1000,17407,1,267,17139,24876,7436,2141216,993280,496640,5563,0,0,0,963,0,1718,549,0,218745,0.200563,0,0,0,17139,267,1,0,5513,50,0,271,1,934,9220,0,0,0,0,0,0,1
52,340461476,1000,16147,1,257,15889,23474,6330,2155694,1001520,500760,5592,0,0,0,961,0,1697,524,0,218455,0.220225,0,0,0,15889,257,1,0,5519,73,0,260,1,897,8883,0,0,0,0,0,0,1
53,340461476,1000,14853,2,231,14620,21985,5442,2167755,910360,455180,5148,1,0,0,774,0,1565,503,0,220070,0.218123,1,1,0,14620,231,2,0,5074,73,1,236,2,806,45769,0,0,0,0,0,0,2
54,340461476,1000,13521,7,212,13302,20452,103364,2081385,778960,389480,4368,0,0,0,543,0,1438,437,0,319623,0.241739,0,0,0,13302,212,7,0,4310,58,0,217,7,716,304699,0,0,0,0,0,0,7
55,340461476,1000,12453,10,199,12244,19204,140140,2154724,793560,396780,4265,1,0,0,620,0,1235,453,0,258993,0.41032,1,1,0,12244,199,10,0,4206,58,1,202,10,652,359140,0,0,0,0,0,0,10
56,340461476,1000,11350,14,192,11144,17862,180540,2154903,724960,362480,3979,5,0,0,475,0,1176,402,0,271064,0.326368,5,5,0,11144,192,14,0,3920,54,5,195,14,637,403211,0,0,0,0,0,0,14
57,340461476,1000,10379,18,186,10175,16579,182979,2200581,619080,309540,3381,3,0,0,420,0,1045,346,0,237195,0.373902,3,3,0,10175,186,17,1,3326,52,3,188,18,630,500067,0,0,0,0,0,0,18
58,340461476,1000,42533,20,177,42336,48397,122539,2204708,594240,297120,3182,7,0,0,33507,0,1034,319,0,244452,0.383142,7,7,0,42336,177,17,3,3124,51,7,181,20,612,522594,0,0,0,0,0,0,20
59,340461476,1000,51380,23,282,51075,59804,102160,2217322,558680,279340,31508,7,0,0,15931,0,3998,3086,0,242811,0.411369,7,7,0,51075,282,20,3,31457,44,7,287,23,960,666764,0,0,0,0,0,0,23
60,340461476,1000,63246,30,301,62915,72559,79316,2225886,468520,234260,15843,5,0,0,18397,0,4932,1599,0,244825,0.434616,5,5,0,62915,301,27,3,15794,44,5,306,30,1005,861193,0,0,0,0,0,0,30
61,340461476,1000,62357,25,354,61978,72544,81641,2235687,464000,232000,17992,7,0,0,6778,0,5966,1701,0,245221,0.52255,7,7,0,61978,354,22,3,17940,45,7,359,25,1144,795966,0,0,0,0,0,0,25
62,340461476,1000,61685,27,390,61268,73509,81510,2245011,4445080,2222540,26950,8,0,0,7964,0,5939,2697,0,245726,0.528493,8,8,0,61268,390,24,3,26815,127,8,395,27,1286,795905,0,0,0,0,0,0,27
63,340461476,1000,61835,25,412,61398,74564,81949,2253806,2238520,1119260,17499,7,0,0,7767,0,5849,1768,0,246406,0.0552804,7,7,0,61398,412,24,1,17412,80,7,415,25,1329,751619,0,0,0,0,0,0,25
64,340461476,1000,61692,21,431,61240,75479,82242,2261780,2555560,1277780,18818,8,0,0,7715,0,5915,1943,0,247566,0.110076,8,8,0,61240,431,21,0,18735,75,8,432,21,1409,594016,0,0,0,0,0,0,21
65,340461476,1000,61287,24,432,60831,76333,82363,2269793,3803920,1901960,24725,7,0,0,7860,0,5875,2390,0,248358,0.0968735,7,7,0,60831,432,24,0,24583,135,7,434,24,1454,681213,0,0,0,0,0,0,24
66,340461476,1000,61377,27,431,60919,76887,82357,2278166,2458120,1229060,18442,6,0,0,7910,0,5984,1836,0,248472,0.0652899,6,6,0,60919,431,27,0,18326,110,6,432,27,1426,712871,0,0,0,0,0,0,27
67,340461476,1000,61744,34,416,61294,77495,82412,2286197,2631760,1315880,19339,10,0,0,8042,0,5748,1927,0,248622,0.101082,10,10,0,61294,416,34,0,19239,90,10,418,34,1413,864779,0,0,0,0,0,0,34
68,340461476,1000,61435,31,394,61010,78098,82776,2293892,3505800,1752900,23641,10,0,0,7927,0,5848,2388,0,248814,0.09447,10,10,0,61010,394,31,0,23498,133,10,394,31,1345,757913,0,0,0,0,0,0,31
69,340461476,1000,61446,31,349,61066,78577,82891,2300715,2591320,1295660,19134,13,0,0,7963,0,5980,1972,0,249594,0.0709721,13,13,0,61066,349,31,0,19015,106,13,349,31,1204,760527,0,0,0,0,0,0,31
70,340461476,1000,61579,32,310,61237,79112,83332,2307375,2721480,1360740,19735,6,0,0,7997,0,5952,1912,0,250262,0.0963191,6,6,0,61237,310,32,0,19648,81,6,310,32,1067,819659,0,0,0,0,0,0,32
71,340461476,1000,61491,32,288,61171,79611,83330,2312775,3315080,1657540,22629,11,0,0,8009,0,5815,2282,0,251927,0.0919581,11,11,0,61171,288,32,0,22517,101,11,288,32,964,828481,0,0,0,0,0,0,32
72,340461476,1000,61596,31,266,61299,80047,83650,2320959,2685440,1342720,19639,11,0,0,8079,0,5951,2023,0,250553,0.0759941,11,11,0,61299,266,31,0,19546,82,11,266,31,876,818903,0,0,0,0,0,0,31
73,340461476,1000,61798,31,230,61537,80337,84043,2326352,2799040,1399520,20212,8,0,0,8047,0,5805,2040,0,251724,0.0933004,8,8,0,61537,230,31,0,20145,59,8,230,31,749,772572,0,0,0,0,0,0,31
74,340461476,1000,62012,26,207,61779,80800,84124,2332704,3183000,1591500,22028,9,0,0,8207,0,5785,2208,0,251700,0.0899323,9,9,0,61779,207,26,0,21938,81,9,207,26,655,592228,0,0,0,0,0,0,26
75,340461476,1000,62249,33,170,62046,81188,84087,2337075,2776640,1388320,20163,14,0,0,8106,0,5868,2001,0,253429,0.0790763,14,14,0,62046,170,33,0,20092,57,14,170,33,543,812375,0,0,0,0,0,0,33
76,340461476,1000,62411,37,146,62228,81489,84084,2343461,2855280,1427640,20548,5,0,0,8165,0,5939,2064,0,252923,0.0912718,5,5,0,62228,146,37,0,20501,42,5,146,37,438,945792,0,0,0,0,0,0,37
77,340461476,1000,62496,36,123,62337,81778,95053,2337903,3124560,1562280,21865,16,0,0,8208,0,5926,2197,0,264150,0.0885809,16,16,0,62337,123,36,0,21795,54,16,123,36,362,949507,0,0,0,0,0,0,36
78,340461476,1000,62694,36,103,62555,82197,98310,2350355,2872480,1436240,20655,9,0,0,8152,0,5879,2075,0,257162,0.0845397,9,9,0,62555,103,36,0,20610,36,9,103,36,285,972399,0,0,0,0,0,0,36
79,340461476,1000,62705,39,81,62585,82461,102687,2352684,2906760,1453380,20782,7,0,0,8162,0,5945,2206,0,260100,0.089526,7,7,0,62585,81,39,0,20749,26,7,81,39,228,1035941,0,0,0,0,0,0,39
80,340461476,1000,62610,36,70,62504,82696,103066,2361183,3082120,1541060,21643,12,0,0,8005,0,5933,2167,0,256678,0.089481,12,12,0,62504,70,36,0,21604,27,12,70,36,186,919253,0,0,0,0,0,0,36
81,340461476,1000,66291,38,46,66207,86894,96424,2365674,2909120,1454560,20733,15,0,0,11751,0,5958,2112,0,257082,0.0832798,15,15,0,66207,46,38,0,20699,19,15,46,38,120,929852,0,0,0,0,0,0,38
82,340461476,1000,67131,39,44,67048,88134,95097,2370680,2918640,1459320,24009,5,0,0,9544,0,6396,2308,0,256794,0.088371,5,5,0,67048,44,39,0,23990,14,5,44,39,117,921503,0,0,0,0,0,0,39
83,340461476,1000,68646,37,61,68548,89928,92893,2375289,3063960,1531980,22793,14,0,0,10052,0,6272,2265,0,256733,0.087984,14,14,0,68548,61,37,0,22768,11,14,61,37,171,863446,0,0,0,0,0,0,37
84,340461476,1000,68686,33,136,68517,90428,93534,2378750,2905680,1452840,22466,15,0,0,8815,0,6516,2259,0,257656,0.0837912,15,15,0,68517,136,33,0,22444,7,15,136,33,442,758502,0,0,0,0,0,0,33
85,340461476,1000,68854,27,280,68547,90671,93834,2383289,3407000,1703500,23769,6,0,0,9006,0,6511,2327,0,257343,0.0886732,6,6,0,68547,280,27,0,23748,15,6,280,27,979,607745,0,0,0,0,0,0,27
86,340461476,1000,68854,28,451,68375,91234,93931,2386835,3224720,1612360,23044,11,0,0,8922,0,6581,2341,0,257871,0.0755337,11,11,0,68375,451,28,0,23014,19,11,452,28,1553,659344,0,0,0,0,0,0,28
87,340461476,1000,68968,27,729,68212,91631,94118,2389832,3159440,1579720,22690,7,0,0,8840,0,6503,2223,0,258801,0.079967,7,7,0,68212,729,27,0,22618,65,7,733,27,2539,607697,0,0,0,0,0,0,27
88,340461476,1000,69117,25,1034,68058,92089,94526,2394622,3354080,1677040,23471,7,0,0,9087,0,6609,2329,0,257797,0.0819136,7,7,0,68058,1034,25,0,23349,115,7,1038,25,3572,548797,0,0,0,0,0,0,25
89,340461476,1000,69379,21,1468,67890,92395,94897,2397913,3245960,1622980,23264,10,0,0,9120,0,6509,2349,0,258155,0.0768606,10,10,0,67890,1468,21,0,23089,165,10,1475,21,5106,421954,0,0,0,0,0,0,21
90,340461476,1000,69644,20,1879,67745,92700,95036,2399962,3234040,1617020,23206,6,0,0,9185,0,6519,2401,0,259624,0.0795312,6,6,0,67745,1879,19,1,22922,278,6,1899,20,6478,408098,0,0,0,0,0,0,20
91,340461476,1000,69480,18,2425,67037,93137,95285,2403814,3316400,1658200,23726,5,0,0,8971,0,6689,2446,0,259163,0.0802785,5,5,0,67037,2425,17,1,23362,359,5,2472,18,8460,370687,0,0,0,0,0,0,18
92,340461476,1000,69914,17,3005,66892,93487,95309,2405841,3248040,1624020,23232,6,0,0,9266,0,6580,2252,0,260405,0.0781458,6,6,0,66892,3005,15,2,22721,505,6,3103,17,10435,344277,0,0,0,0,0,0,17
93,340461476,1000,70122,14,3612,66496,93729,95446,2409202,3256760,1628380,23514,4,0,0,9269,0,6660,2401,0,260195,0.0801728,4,4,0,66496,3612,12,2,22901,609,4,3758,14,12592,265141,0,0,0,0,0,0,14
94,340461476,1000,70431,12,4321,66098,94036,95838,2412690,3279440,1639720,23703,5,0,0,9343,0,6699,2335,0,259744,0.0798937,5,5,0,66098,4321,10,2,22939,759,5,4528,12,15007,216396,0,0,0,0,0,0,12
95,340461476,1000,70318,10,5116,65192,94328,96315,2414696,3249720,1624860,23619,3,0,0,9041,0,6799,2355,0,260666,0.0792038,3,3,0,65192,5116,8,2,22689,927,3,5414,10,17844,185787,0,0,0,0,0,0,10
96,340461476,1000,70361,8,5942,64411,94725,96441,2416781,3273200,1636600,23586,2,0,0,9102,0,6620,2439,0,261404,0.0802118,2,2,0,64411,5942,6,2,22498,1086,2,6372,8,20975,149681,0,0,0,0,0,0,8
97,340461476,1000,70589,4,6841,63744,94938,96454,2420158,3299280,1649640,23724,2,0,0,9265,0,6662,2375,0,260747,0.0798618,2,2,0,63744,6841,3,1,22444,1278,2,7416,4,24238,57817,0,0,0,0,0,0,4
98,340461476,1000,70858,4,7742,63112,95191,96632,2423779,3272760,1636380,23792,1,0,0,9292,0,6598,2425,0,259749,0.0790316,1,1,0,63112,7742,3,1,22270,1521,1,8469,4,27757,89874,0,0,0,0,0,0,4
99,340461476,1000,71090,5,8613,62472,95555,96653,2424810,3262920,1631460,23865,1,0,0,9372,0,6715,2425,0,261246,0.079367,1,1,0,62472,8613,4,1,22147,1717,1,9508,5,31138,154060,0,0,0,0,0,0,5
100,340461476,1000,71502,19,9736,61747,95700,98099,2426776,3287200,1643600,24106,1,0,0,9424,0,6642,2370,0,261718,0.0800652,1,1,0,61747,9736,12,7,22041,2064,1,10896,19,35568,721915,0,0,0,0,0,0,19
101,340461476,1000,71559,40,10719,60800,95793,98588,2428824,3258200,1629100,24009,2,0,0,9318,0,6727,2534,0,262019,0.0796172,2,2,0,60800,10719,27,13,21846,2161,2,12041,40,39493,1522077,0,0,0,0,0,0,40
102,340461476,1000,71749,52,11800,59897,96155,99205,2431137,3268400,1634200,24001,14,0,0,9248,0,6702,2356,0,261971,0.0804183,14,14,0,59897,11800,34,18,21535,2452,14,13403,52,43721,2148631,0,0,0,0,0,0,52
103,340461476,1000,72054,82,12876,59096,96551,99540,2432608,3300280,1650140,24192,18,0,0,9449,0,6797,2347,0,262683,0.0801525,18,18,0,59096,12876,56,26,21268,2906,18,14855,82,48329,3198931,0,0,0,0,0,0,82
104,340461476,1000,72484,121,13893,58470,97233,98902,2435576,3264080,1632040,24147,15,0,0,9698,0,6933,2335,0,261819,0.079594,15,15,0,58470,13893,73,48,21220,2912,15,16196,121,52721,4054554,0,0,0,0,0,0,121
105,340461476,1000,72471,159,14795,57517,97346,98914,2438135,3266120,1633060,24517,35,0,0,9454,0,7029,2438,0,261289,0.0802122,35,35,0,57517,14795,96,63,21189,3293,35,17495,159,56788,4960181,0,0,0,0,0,0,159
106,340461476,1000,72976,216,15742,57018,97809,98363,2437730,3245160,1622580,24314,49,0,0,9738,0,6919,2314,0,263649,0.0799997,49,49,0,57018,15742,122,94,20639,3626,49,18891,220,61031,6576058,0,0,0,0,0,0,219
107,340461476,1000,73018,291,16643,56084,98024,98348,2440473,3243240,1621620,24470,54,0,0,9640,0,7164,2434,0,262791,0.0812438,54,54,0,56084,16643,166,125,20714,3702,54,20033,309,65018,9299000,0,0,0,0,0,0,299
108,340461476,1000,73215,340,17544,55331,98095,98215,2441712,3264080,1632040,24572,87,0,0,9633,0,7015,2421,0,263369,0.0810273,87,87,0,55331,17544,188,152,20624,3861,87,21296,373,68922,10947211,0,0,0,0,0,0,356
109,340461476,1000,73345,399,18493,54453,98195,98647,2444376,3258880,1629440,24577,106,0,0,9584,0,6979,2475,0,262457,0.0806871,106,106,0,54453,18493,209,190,20124,4347,106,22665,430,72985,12840433,0,0,0,0,0,0,420
110,340461476,1000,73449,469,19387,53593,98362,98999,2444525,3272520,1636260,24674,101,0,0,9449,0,6899,2446,0,263996,0.0805358,101,101,0,53593,19387,246,223,20023,4550,101,24113,532,77808,14890028,0,0,0,0,0,0,512
111,340461476,1000,73451,573,20028,52850,98326,98890,2447014,3268200,1634100,24554,138,0,0,9692,0,7208,2482,0,263135,0.0806706,138,138,0,52850,20028,292,281,19887,4529,138,25163,672,81003,17799480,0,0,0,0,0,0,640
112,340461476,1000,73545,646,20859,52040,98289,99160,2447335,3259720,1629860,24884,159,0,0,9398,0,6833,2471,0,264383,0.0805137,159,159,0,52040,20859,310,336,19642,5083,159,26617,806,85381,20263791,0,0,0,0,0,0,758
113,340461476,1000,73649,763,21540,51346,98510,99585,2450439,3276400,1638200,24723,204,0,0,9701,0,7086,2511,0,262791,0.081106,204,204,0,51346,21540,337,426,19408,5111,204,27874,951,88959,24435879,0,0,0,0,0,0,894
114,340461476,1000,73695,851,22252,50592,98885,99415,2452272,3231160,1615580,24700,206,0,0,9574,0,7055,2473,0,262416,0.0802073,206,206,0,50592,22252,368,483,19287,5207,206,29072,1051,92484,27273288,0,0,0,0,0,0,992
115,340461476,1000,73552,966,22951,49635,99119,99622,2453210,3258400,1629200,24894,272,0,0,9371,0,7026,2488,0,262884,0.0812143,272,272,0,49635,22951,408,558,18923,5699,272,30367,1183,96493,30541909,0,0,0,0,0,0,1121
116,340461476,1000,73488,1093,23438,48957,99357,100016,2453131,3220720,1610360,24457,277,0,0,9510,0,7163,2411,0,264318,0.0806788,277,277,0,48957,23438,441,652,18564,5616,277,31443,1316,99726,34844254,0,0,0,0,0,0,1252
117,340461476,1000,73359,1170,23741,48448,99673,100089,2455291,3222800,1611400,24607,307,0,0,9580,0,7124,2585,0,263464,0.0820678,307,307,0,48448,23741,464,706,18603,5697,307,32257,1454,101635,38191171,0,0,0,0,0,0,1371
118,340461476,1000,73433,1252,24114,48067,99789,99991,2456743,3253120,1626560,24880,379,0,0,9619,0,7078,2467,0,263271,0.0817499,379,379,0,48067,24114,492,760,18369,6132,379,33281,1634,104546,40954682,0,0,0,0,0,0,1507
119,340461476,1000,73550,1398,24254,47898,100011,100092,2457200,3198880,1599440,24727,360,0,0,9615,0,7013,2485,0,264027,0.0809286,360,360,0,47898,24254,551,847,18334,6033,360,33866,1903,106239,46803808,0,0,0,0,0,0,1731
120,340461476,1000,73979,1527,24483,47969,100481,99668,2458824,3194680,1597340,24636,362,0,0,9858,0,6973,2456,0,263573,0.0825373,362,362,0,47969,24483,578,949,18264,6010,362,34589,2074,107939,50280422,0,0,0,0,0,0,1888
121,340461476,1000,74029,1624,24659,47746,100337,99636,2459724,3250160,1625080,25209,499,0,0,9601,0,7004,2547,0,263801,0.0825036,499,499,0,47746,24659,578,1046,18386,6324,499,35184,2250,110011,52902410,0,0,0,0,0,0,2029
