Time,ID,FromNodeID,ToNodeID,State,Species,Age,Population
365,4452578,25,24,STATE_MALE,arabiensis,0,11
365,4452604,25,19,STATE_MALE,arabiensis,0,7
365,4452630,25,20,STATE_MALE,arabiensis,0,10
365,4452656,25,24,STATE_MALE,arabiensis,1,11
365,4452682,25,20,STATE_MALE,arabiensis,1,5
365,4452708,25,19,STATE_MALE,arabiensis,1,7
365,4452734,25,20,STATE_MALE,arabiensis,2,9
365,4452760,25,24,STATE_MALE,arabiensis,2,3
365,4452786,25,19,STATE_MALE,arabiensis,2,5
365,4452812,25,19,STATE_MALE,arabiensis,3,3
365,4452838,25,20,STATE_MALE,arabiensis,3,7
365,4452864,25,24,STATE_MALE,arabiensis,3,6
365,4452890,25,20,STATE_MALE,arabiensis,4,3
365,4452916,25,19,STATE_MALE,arabiensis,4,4
365,4452942,25,24,STATE_MALE,arabiensis,4,6
365,4452968,25,24,STATE_MALE,arabiensis,5,5
365,4452994,25,19,STATE_MALE,arabiensis,5,2
365,4453020,25,20,STATE_MALE,arabiensis,5,5
365,4453046,25,24,STATE_MALE,arabiensis,6,2
365,4453072,25,19,STATE_MALE,arabiensis,6,3
365,4453098,25,20,STATE_MALE,arabiensis,6,5
365,4453124,25,19,STATE_MALE,arabiensis,7,3
365,4453150,25,24,STATE_MALE,arabiensis,7,3
365,4453176,25,20,STATE_MALE,arabiensis,7,5
365,4453202,25,19,STATE_MALE,arabiensis,8,3
365,4453228,25,20,STATE_MALE,arabiensis,8,1
365,4453254,25,24,STATE_MALE,arabiensis,8,2
365,4453280,25,20,STATE_MALE,arabiensis,9,3
365,4453306,25,19,STATE_MALE,arabiensis,9,1
365,4453332,25,24,STATE_MALE,arabiensis,9,4
365,4453358,25,20,STATE_MALE,arabiensis,10,4
365,4453384,25,24,STATE_MALE,arabiensis,10,3
365,4453410,25,19,STATE_MALE,arabiensis,10,3
365,4453436,25,19,STATE_MALE,arabiensis,11,3
365,4453462,25,24,STATE_MALE,arabiensis,11,1
365,4453488,25,20,STATE_MALE,arabiensis,11,1
365,4453514,25,24,STATE_MALE,arabiensis,12,1
365,4453540,25,20,STATE_MALE,arabiensis,12,2
365,4453566,25,19,STATE_MALE,arabiensis,12,1
365,4453592,25,19,STATE_MALE,arabiensis,13,1
365,4453618,25,24,STATE_MALE,arabiensis,13,1
365,4453644,25,20,STATE_MALE,arabiensis,13,1
365,4453696,25,24,STATE_MALE,arabiensis,14,2
365,4453774,25,20,STATE_MALE,arabiensis,15,2
365,4453800,25,19,STATE_MALE,arabiensis,15,1
365,4453826,25,19,STATE_MALE,arabiensis,16,1
365,4453904,25,24,STATE_MALE,arabiensis,17,1
365,4453982,25,20,STATE_MALE,arabiensis,18,1
365,4454008,25,19,STATE_MALE,arabiensis,18,1
365,4454034,25,24,STATE_MALE,arabiensis,18,3
365,4454190,25,24,STATE_MALE,arabiensis,20,2
365,4454242,25,19,STATE_MALE,arabiensis,21,1
365,4454736,25,24,STATE_MALE,arabiensis,27,1
365,5736249,25,19,STATE_ADULT,arabiensis,10,1
365,5680115,25,20,STATE_INFECTED,arabiensis,13,1
365,4194944,25,24,STATE_INFECTIOUS,arabiensis,18,1
365,4407208,25,20,STATE_ADULT,arabiensis,3,1
365,5849167,25,24,STATE_ADULT,arabiensis,4,1
365,4435600,25,24,STATE_INFECTED,arabiensis,1,1
365,5697717,25,20,STATE_INFECTED,arabiensis,12,1
365,5811311,25,19,STATE_ADULT,arabiensis,6,1
365,4378426,25,24,STATE_ADULT,arabiensis,5,1
365,5848569,25,20,STATE_INFECTED,arabiensis,4,1
365,5679309,25,24,STATE_INFECTED,arabiensis,13,1
365,4450030,25,19,STATE_ADULT,arabiensis,0,1
365,4435522,25,24,STATE_ADULT,arabiensis,1,1
365,5905119,25,19,STATE_ADULT,arabiensis,1,1
365,4449952,25,19,STATE_ADULT,arabiensis,0,1
365,5849297,25,20,STATE_ADULT,arabiensis,4,1
365,5572253,25,20,STATE_ADULT,arabiensis,16,1
365,4449874,25,19,STATE_ADULT,arabiensis,0,1
365,4406714,25,20,STATE_ADULT,arabiensis,3,1
365,5773351,25,20,STATE_ADULT,arabiensis,8,1
365,5715059,25,24,STATE_INFECTED,arabiensis,11,1
365,4406818,25,24,STATE_ADULT,arabiensis,3,1
365,5657703,25,24,STATE_INFECTIOUS,arabiensis,14,1
365,4350216,25,20,STATE_ADULT,arabiensis,7,1
365,5752135,25,20,STATE_ADULT,arabiensis,9,1
365,5809023,25,24,STATE_ADULT,arabiensis,6,1
365,4449640,25,19,STATE_ADULT,arabiensis,0,1
365,4405570,25,19,STATE_ADULT,arabiensis,3,1
365,4335136,25,19,STATE_INFECTED,arabiensis,8,1
365,5733259,25,20,STATE_ADULT,arabiensis,10,1
365,5752421,25,19,STATE_INFECTED,arabiensis,9,1
365,5863623,25,19,STATE_INFECTED,arabiensis,3,1
365,4391634,25,20,STATE_ADULT,arabiensis,4,1
365,4435314,25,24,STATE_ADULT,arabiensis,1,1
365,4364386,25,20,STATE_ADULT,arabiensis,6,1
365,5807671,25,19,STATE_ADULT,arabiensis,6,1
365,4435236,25,20,STATE_ADULT,arabiensis,1,1
365,5882031,25,19,STATE_ADULT,arabiensis,2,1
365,4435210,25,24,STATE_ADULT,arabiensis,1,1
365,5844825,25,20,STATE_ADULT,arabiensis,4,1
365,4374136,25,20,STATE_ADULT,arabiensis,5,1
365,4260854,25,20,STATE_INFECTED,arabiensis,13,1
365,4449224,25,24,STATE_ADULT,arabiensis,0,1
365,5492991,25,20,STATE_INFECTED,arabiensis,20,1
365,7988910,25,19,STATE_ADULT,arabiensis,5,1
365,5622343,25,20,STATE_ADULT,arabiensis,16,1
365,4419480,25,20,STATE_ADULT,arabiensis,2,1
365,4377516,25,24,STATE_ADULT,arabiensis,5,1
365,5490184,25,20,STATE_INFECTIOUS,arabiensis,21,1
365,5612324,25,24,STATE_INFECTED,arabiensis,15,1
365,4364074,25,24,STATE_ADULT,arabiensis,6,1
365,5717343,25,19,STATE_INFECTED,arabiensis,10,1
365,5675565,25,20,STATE_INFECTIOUS,arabiensis,13,1
365,4448938,25,19,STATE_ADULT,arabiensis,0,1
365,4419298,25,20,STATE_ADULT,arabiensis,2,1
365,4406272,25,20,STATE_ADULT,arabiensis,3,1
365,5683988,25,19,STATE_ADULT,arabiensis,11,1
365,4334304,25,24,STATE_ADULT,arabiensis,8,1
365,4419272,25,24,STATE_ADULT,arabiensis,2,1
365,7396937,25,20,STATE_INFECTIOUS,arabiensis,28,1
365,4406142,25,19,STATE_ADULT,arabiensis,3,1
365,7911846,25,20,STATE_INFECTED,arabiensis,8,1
365,7857662,25,20,STATE_ADULT,arabiensis,10,1
365,4419116,25,24,STATE_ADULT,arabiensis,2,1
365,4391010,25,20,STATE_ADULT,arabiensis,4,1
365,7765725,25,19,STATE_ADULT,arabiensis,15,1
365,5751277,25,24,STATE_ADULT,arabiensis,9,1
365,4405960,25,19,STATE_ADULT,arabiensis,3,1
365,5680787,25,24,STATE_INFECTED,arabiensis,12,1
365,4405908,25,19,STATE_ADULT,arabiensis,3,1
365,4418882,25,24,STATE_ADULT,arabiensis,2,1
365,5775297,25,19,STATE_ADULT,arabiensis,7,1
365,4448444,25,20,STATE_ADULT,arabiensis,0,1
365,5832809,25,24,STATE_ADULT,arabiensis,4,1
365,4448392,25,20,STATE_ADULT,arabiensis,0,1
365,5541838,25,20,STATE_INFECTED,arabiensis,19,1
365,5718513,25,20,STATE_ADULT,arabiensis,10,1
365,4434352,25,20,STATE_ADULT,arabiensis,1,1
365,4390568,25,24,STATE_ADULT,arabiensis,4,1
365,5771189,25,24,STATE_ADULT,arabiensis,7,1
365,7964002,25,24,STATE_INFECTED,arabiensis,6,1
365,5848773,25,19,STATE_ADULT,arabiensis,3,1
365,4318704,25,24,STATE_ADULT,arabiensis,9,1
365,4418596,25,19,STATE_ADULT,arabiensis,2,1
365,4448132,25,24,STATE_ADULT,arabiensis,0,1
365,4448106,25,20,STATE_ADULT,arabiensis,0,1
365,4109222,25,24,STATE_INFECTIOUS,arabiensis,24,1
365,4448054,25,20,STATE_ADULT,arabiensis,0,1
365,4390360,25,19,STATE_ADULT,arabiensis,4,1
365,5678681,25,19,STATE_ADULT,arabiensis,12,1
365,5624159,25,19,STATE_INFECTIOUS,arabiensis,15,1
365,5755303,25,24,STATE_INFECTED,arabiensis,8,1
365,7805922,25,20,STATE_ADULT,arabiensis,12,1
365,5795650,25,20,STATE_ADULT,arabiensis,5,1
365,4405310,25,19,STATE_ADULT,arabiensis,3,1
365,4349202,25,20,STATE_ADULT,arabiensis,7,1
365,5722434,25,20,STATE_INFECTED,arabiensis,9,1
365,7961844,25,19,STATE_INFECTED,arabiensis,6,1
365,4405154,25,24,STATE_ADULT,arabiensis,3,1
365,4418232,25,20,STATE_ADULT,arabiensis,2,1
365,4433728,25,20,STATE_ADULT,arabiensis,1,1
365,4363866,25,24,STATE_ADULT,arabiensis,6,1
365,4447664,25,20,STATE_ADULT,arabiensis,0,1
365,4390074,25,24,STATE_INFECTED,arabiensis,4,1
365,4303936,25,20,STATE_ADULT,arabiensis,10,1
365,5716749,25,24,STATE_INFECTED,arabiensis,11,1
365,5612142,25,20,STATE_INFECTED,arabiensis,15,1
365,5280807,25,24,STATE_INFECTIOUS,arabiensis,34,1
365,4362852,25,20,STATE_ADULT,arabiensis,6,1
365,4433598,25,20,STATE_ADULT,arabiensis,1,1
365,5755463,25,19,STATE_ADULT,arabiensis,9,1
365,4404842,25,20,STATE_ADULT,arabiensis,3,1
365,5665008,25,19,STATE_INFECTED,arabiensis,12,1
365,4447378,25,20,STATE_ADULT,arabiensis,0,1
365,5774881,25,20,STATE_ADULT,arabiensis,7,1
365,4447326,25,19,STATE_ADULT,arabiensis,0,1
365,4348734,25,19,STATE_ADULT,arabiensis,7,1
365,4447274,25,24,STATE_ADULT,arabiensis,0,1
365,4376008,25,20,STATE_ADULT,arabiensis,5,1
365,5687750,25,19,STATE_ADULT,arabiensis,11,1
365,4447196,25,24,STATE_ADULT,arabiensis,0,1
365,4417790,25,19,STATE_ADULT,arabiensis,2,1
365,4389450,25,20,STATE_ADULT,arabiensis,4,1
365,4375904,25,24,STATE_ADULT,arabiensis,5,1
365,4389424,25,20,STATE_ADULT,arabiensis,4,1
365,4417608,25,20,STATE_ADULT,arabiensis,2,1
365,4447040,25,20,STATE_ADULT,arabiensis,0,1
365,4375696,25,24,STATE_ADULT,arabiensis,5,1
365,4404478,25,20,STATE_ADULT,arabiensis,3,1
365,5717811,25,19,STATE_INFECTED,arabiensis,10,1
365,7913276,25,20,STATE_INFECTED,arabiensis,8,1
365,4433026,25,20,STATE_ADULT,arabiensis,1,1
365,7781425,25,24,STATE_INFECTED,arabiensis,13,1
365,7864889,25,19,STATE_INFECTED,arabiensis,11,1
365,8042080,25,24,STATE_ADULT,arabiensis,3,1
365,7960773,25,24,STATE_ADULT,arabiensis,6,1
365,7882513,25,20,STATE_ADULT,arabiensis,9,1
365,4417244,25,19,STATE_ADULT,arabiensis,2,1
365,8011374,25,19,STATE_ADULT,arabiensis,4,1
365,5631798,25,24,STATE_INFECTED,arabiensis,14,1
365,7937586,25,20,STATE_ADULT,arabiensis,7,1
365,7906615,25,19,STATE_ADULT,arabiensis,8,1
365,4388696,25,24,STATE_ADULT,arabiensis,4,1
365,7936962,25,24,STATE_INFECTED,arabiensis,7,1
365,7864525,25,19,STATE_ADULT,arabiensis,11,1
365,4289220,25,24,STATE_ADULT,arabiensis,11,1
365,5739932,25,20,STATE_INFECTED,arabiensis,8,1
365,4361370,25,24,STATE_ADULT,arabiensis,6,1
365,4432402,25,19,STATE_ADULT,arabiensis,1,1
365,4446442,25,20,STATE_ADULT,arabiensis,0,1
365,5661759,25,20,STATE_INFECTED,arabiensis,14,1
365,5641479,25,24,STATE_INFECTED,arabiensis,15,1
365,4374968,25,19,STATE_ADULT,arabiensis,5,1
365,4403438,25,19,STATE_INFECTED,arabiensis,3,1
365,4446312,25,19,STATE_ADULT,arabiensis,0,1
365,4416490,25,24,STATE_ADULT,arabiensis,2,1
365,8041196,25,19,STATE_ADULT,arabiensis,3,1
365,8092026,25,20,STATE_ADULT,arabiensis,1,1
365,4403334,25,19,STATE_ADULT,arabiensis,3,1
365,4431934,25,20,STATE_ADULT,arabiensis,1,1
365,5808165,25,24,STATE_ADULT,arabiensis,6,1
365,7868472,25,24,STATE_ADULT,arabiensis,10,1
365,5671240,25,20,STATE_INFECTED,arabiensis,12,1
365,4406064,25,24,STATE_ADULT,arabiensis,3,1
365,5703435,25,19,STATE_ADULT,arabiensis,9,1
365,4402424,25,20,STATE_INFECTED,arabiensis,3,1
365,4446000,25,19,STATE_ADULT,arabiensis,0,1
365,8065636,25,24,STATE_ADULT,arabiensis,2,1
365,4445948,25,24,STATE_ADULT,arabiensis,0,1
365,4431804,25,20,STATE_ADULT,arabiensis,1,1
365,4445896,25,19,STATE_ADULT,arabiensis,0,1
365,4387448,25,24,STATE_ADULT,arabiensis,4,1
365,4445844,25,19,STATE_ADULT,arabiensis,0,1
365,8064284,25,19,STATE_ADULT,arabiensis,2,1
365,4387422,25,20,STATE_ADULT,arabiensis,4,1
365,4445766,25,20,STATE_ADULT,arabiensis,0,1
365,4402918,25,19,STATE_ADULT,arabiensis,3,1
365,5864789,25,20,STATE_ADULT,arabiensis,2,1
365,4445688,25,19,STATE_ADULT,arabiensis,0,1
365,4360486,25,20,STATE_ADULT,arabiensis,6,1
365,4374188,25,20,STATE_ADULT,arabiensis,5,1
365,4402372,25,24,STATE_ADULT,arabiensis,3,1
365,5511295,25,24,STATE_ADULT,arabiensis,19,1
365,4373954,25,20,STATE_ADULT,arabiensis,5,1
365,4402684,25,20,STATE_ADULT,arabiensis,3,1
365,4431310,25,20,STATE_ADULT,arabiensis,1,1
365,7506838,25,20,STATE_INFECTIOUS,arabiensis,24,1
365,5685696,25,19,STATE_INFECTED,arabiensis,11,1
365,4288336,25,20,STATE_ADULT,arabiensis,11,1
365,4373850,25,19,STATE_ADULT,arabiensis,5,1
365,4430192,25,20,STATE_ADULT,arabiensis,1,1
365,4431128,25,19,STATE_ADULT,arabiensis,1,1
365,7964304,25,24,STATE_ADULT,arabiensis,5,1
365,5926439,24,19,STATE_MALE,arabiensis,0,6
365,5926465,24,25,STATE_MALE,arabiensis,0,7
365,5926491,24,23,STATE_MALE,arabiensis,0,3
365,5926517,24,18,STATE_MALE,arabiensis,0,7
365,5926543,24,20,STATE_MALE,arabiensis,0,10
365,5926569,24,25,STATE_MALE,arabiensis,1,9
365,5926595,24,19,STATE_MALE,arabiensis,1,5
365,5926621,24,20,STATE_MALE,arabiensis,1,6
365,5926647,24,18,STATE_MALE,arabiensis,1,2
365,5926673,24,23,STATE_MALE,arabiensis,1,2
365,5926699,24,23,STATE_MALE,arabiensis,2,4
365,5926725,24,20,STATE_MALE,arabiensis,2,6
365,5926751,24,25,STATE_MALE,arabiensis,2,1
365,5926777,24,18,STATE_MALE,arabiensis,2,8
365,5926803,24,19,STATE_MALE,arabiensis,2,5
365,5926829,24,18,STATE_MALE,arabiensis,3,6
365,5926855,24,25,STATE_MALE,arabiensis,3,7
365,5926881,24,23,STATE_MALE,arabiensis,3,3
365,5926907,24,19,STATE_MALE,arabiensis,3,6
365,5926933,24,20,STATE_MALE,arabiensis,3,4
365,5926959,24,19,STATE_MALE,arabiensis,4,8
365,5926985,24,20,STATE_MALE,arabiensis,4,1
365,5927011,24,18,STATE_MALE,arabiensis,4,5
365,5927037,24,25,STATE_MALE,arabiensis,4,7
365,5927063,24,23,STATE_MALE,arabiensis,4,3
365,5927089,24,23,STATE_MALE,arabiensis,5,3
365,5927115,24,25,STATE_MALE,arabiensis,5,2
365,5927141,24,18,STATE_MALE,arabiensis,5,2
365,5927167,24,19,STATE_MALE,arabiensis,5,3
365,5927193,24,20,STATE_MALE,arabiensis,5,3
365,5927219,24,19,STATE_MALE,arabiensis,6,2
365,5927245,24,25,STATE_MALE,arabiensis,6,6
365,5927271,24,18,STATE_MALE,arabiensis,6,5
365,5927297,24,20,STATE_MALE,arabiensis,6,3
365,5927323,24,23,STATE_MALE,arabiensis,6,8
365,5927349,24,20,STATE_MALE,arabiensis,7,3
365,5927375,24,18,STATE_MALE,arabiensis,7,2
365,5927401,24,23,STATE_MALE,arabiensis,7,2
365,5927427,24,25,STATE_MALE,arabiensis,7,4
365,5927453,24,19,STATE_MALE,arabiensis,7,3
365,5927479,24,23,STATE_MALE,arabiensis,8,3
365,5927505,24,20,STATE_MALE,arabiensis,8,2
365,5927531,24,18,STATE_MALE,arabiensis,8,4
365,5927557,24,19,STATE_MALE,arabiensis,8,5
365,5927583,24,25,STATE_MALE,arabiensis,8,1
365,5927609,24,19,STATE_MALE,arabiensis,9,2
365,5927635,24,23,STATE_MALE,arabiensis,9,1
365,5927661,24,18,STATE_MALE,arabiensis,9,2
365,5927687,24,20,STATE_MALE,arabiensis,9,1
365,5927713,24,25,STATE_MALE,arabiensis,9,2
365,5927739,24,25,STATE_MALE,arabiensis,10,2
365,5927765,24,23,STATE_MALE,arabiensis,10,1
365,5927791,24,19,STATE_MALE,arabiensis,10,2
365,5927817,24,20,STATE_MALE,arabiensis,10,2
365,5927869,24,20,STATE_MALE,arabiensis,11,1
365,5927895,24,19,STATE_MALE,arabiensis,11,2
365,5927921,24,25,STATE_MALE,arabiensis,11,1
365,5927947,24,23,STATE_MALE,arabiensis,11,1
365,5927973,24,18,STATE_MALE,arabiensis,11,4
365,5927999,24,18,STATE_MALE,arabiensis,12,1
365,5928025,24,25,STATE_MALE,arabiensis,12,1
365,5928077,24,19,STATE_MALE,arabiensis,12,3
365,5928103,24,20,STATE_MALE,arabiensis,12,1
365,5928129,24,19,STATE_MALE,arabiensis,13,1
365,5928155,24,20,STATE_MALE,arabiensis,13,3
365,5928181,24,25,STATE_MALE,arabiensis,13,1
365,5928207,24,23,STATE_MALE,arabiensis,13,1
365,5928233,24,18,STATE_MALE,arabiensis,13,4
365,5928285,24,20,STATE_MALE,arabiensis,14,1
365,5928311,24,23,STATE_MALE,arabiensis,14,3
365,5928337,24,18,STATE_MALE,arabiensis,14,2
365,5928363,24,19,STATE_MALE,arabiensis,14,1
365,5928441,24,19,STATE_MALE,arabiensis,15,1
365,5928467,24,20,STATE_MALE,arabiensis,15,1
365,5928571,24,23,STATE_MALE,arabiensis,16,1
365,5928597,24,18,STATE_MALE,arabiensis,16,2
365,5928727,24,23,STATE_MALE,arabiensis,17,1
365,5928753,24,18,STATE_MALE,arabiensis,17,2
365,5928831,24,19,STATE_MALE,arabiensis,18,1
365,5929169,24,23,STATE_MALE,arabiensis,21,1
365,5929221,24,20,STATE_MALE,arabiensis,21,1
365,5929247,24,25,STATE_MALE,arabiensis,21,1
365,5929481,24,18,STATE_MALE,arabiensis,23,1
365,5929793,24,20,STATE_MALE,arabiensis,25,1
365,5929897,24,23,STATE_MALE,arabiensis,26,1
365,5929923,24,20,STATE_MALE,arabiensis,26,1
365,5930027,24,23,STATE_MALE,arabiensis,27,1
365,5930391,24,19,STATE_MALE,arabiensis,30,2
365,4364906,24,19,STATE_ADULT,arabiensis,6,1
365,5924151,24,18,STATE_ADULT,arabiensis,0,1
365,5905691,24,25,STATE_INFECTED,arabiensis,1,1
365,5905665,24,23,STATE_ADULT,arabiensis,1,1
365,5924073,24,25,STATE_ADULT,arabiensis,0,1
365,5905587,24,25,STATE_ADULT,arabiensis,1,1
365,4406870,24,23,STATE_ADULT,arabiensis,3,1
365,4165694,24,25,STATE_INFECTIOUS,arabiensis,20,1
365,5830863,24,20,STATE_ADULT,arabiensis,5,1
365,5905223,24,25,STATE_INFECTED,arabiensis,1,1
365,5886009,24,19,STATE_ADULT,arabiensis,2,1
365,5905197,24,19,STATE_ADULT,arabiensis,1,1
365,5923865,24,23,STATE_ADULT,arabiensis,0,1
365,5677775,24,18,STATE_INFECTED,arabiensis,13,1
365,5923813,24,20,STATE_ADULT,arabiensis,0,1
365,5905093,24,19,STATE_ADULT,arabiensis,1,1
365,5905041,24,19,STATE_INFECTED,arabiensis,1,1
365,4247854,24,20,STATE_INFECTIOUS,arabiensis,14,1
365,5885879,24,20,STATE_ADULT,arabiensis,2,1
365,5849141,24,20,STATE_ADULT,arabiensis,4,1
365,5905015,24,19,STATE_ADULT,arabiensis,1,1
365,5904937,24,19,STATE_INFECTED,arabiensis,1,1
365,5811779,24,19,STATE_ADULT,arabiensis,6,1
365,5808113,24,25,STATE_ADULT,arabiensis,6,1
365,5923553,24,25,STATE_ADULT,arabiensis,0,1
365,5811701,24,18,STATE_INFECTED,arabiensis,6,1
365,7689857,24,25,STATE_ADULT,arabiensis,18,1
365,4320524,24,18,STATE_ADULT,arabiensis,9,1
365,4305522,24,20,STATE_INFECTED,arabiensis,10,1
365,5735049,24,25,STATE_ADULT,arabiensis,9,1
365,5923397,24,23,STATE_ADULT,arabiensis,0,1
365,4377802,24,23,STATE_ADULT,arabiensis,5,1
365,5529003,24,19,STATE_INFECTIOUS,arabiensis,21,1
365,5830395,24,23,STATE_ADULT,arabiensis,5,1
365,5904547,24,18,STATE_ADULT,arabiensis,1,1
365,4434300,24,20,STATE_INFECTED,arabiensis,1,1
365,5885203,24,18,STATE_ADULT,arabiensis,2,1
365,5904443,24,20,STATE_ADULT,arabiensis,1,1
365,4390490,24,19,STATE_ADULT,arabiensis,4,1
365,5904365,24,23,STATE_ADULT,arabiensis,1,1
365,5490991,24,19,STATE_INFECTIOUS,arabiensis,23,1
365,5811025,24,20,STATE_INFECTED,arabiensis,6,1
365,5865937,24,19,STATE_ADULT,arabiensis,3,1
365,5865885,24,25,STATE_ADULT,arabiensis,3,1
365,4404998,24,20,STATE_ADULT,arabiensis,3,1
365,5791941,24,23,STATE_ADULT,arabiensis,7,1
365,5884527,24,20,STATE_INFECTED,arabiensis,2,1
365,5922955,24,19,STATE_ADULT,arabiensis,0,1
365,5903975,24,18,STATE_ADULT,arabiensis,1,1
365,5884501,24,23,STATE_INFECTED,arabiensis,2,1
365,5922877,24,23,STATE_ADULT,arabiensis,0,1
365,5848309,24,18,STATE_INFECTED,arabiensis,4,1
365,5903923,24,23,STATE_ADULT,arabiensis,1,1
365,5865573,24,18,STATE_ADULT,arabiensis,3,1
365,5791785,24,18,STATE_INFECTED,arabiensis,7,1
365,5922747,24,23,STATE_ADULT,arabiensis,0,1
365,8063582,24,18,STATE_INFECTED,arabiensis,2,1
365,4403516,24,18,STATE_INFECTED,arabiensis,3,1
365,5865209,24,23,STATE_ADULT,arabiensis,3,1
365,5828991,24,19,STATE_INFECTED,arabiensis,5,1
365,5847893,24,19,STATE_ADULT,arabiensis,4,1
365,5884007,24,19,STATE_ADULT,arabiensis,2,1
365,5883955,24,25,STATE_ADULT,arabiensis,2,1
365,5922539,24,18,STATE_ADULT,arabiensis,0,1
365,5903429,24,18,STATE_INFECTED,arabiensis,1,1
365,4388202,24,20,STATE_ADULT,arabiensis,4,1
365,5903377,24,23,STATE_ADULT,arabiensis,1,1
365,5604013,24,25,STATE_INFECTIOUS,arabiensis,17,1
365,5922409,24,23,STATE_ADULT,arabiensis,0,1
365,5883747,24,19,STATE_INFECTED,arabiensis,2,1
365,4331392,24,23,STATE_INFECTED,arabiensis,8,1
365,4403178,24,20,STATE_ADULT,arabiensis,3,1
365,5791135,24,20,STATE_ADULT,arabiensis,7,1
365,5903195,24,20,STATE_INFECTED,arabiensis,1,1
365,5922253,24,20,STATE_ADULT,arabiensis,0,1
365,4374396,24,23,STATE_ADULT,arabiensis,5,1
365,5922201,24,23,STATE_ADULT,arabiensis,0,1
365,5922175,24,25,STATE_ADULT,arabiensis,0,1
365,5903143,24,18,STATE_ADULT,arabiensis,1,1
365,5903117,24,19,STATE_INFECTED,arabiensis,1,1
365,5903091,24,20,STATE_ADULT,arabiensis,1,1
365,5922071,24,19,STATE_ADULT,arabiensis,0,1
365,5902987,24,25,STATE_ADULT,arabiensis,1,1
365,5809595,24,20,STATE_INFECTED,arabiensis,6,1
365,5921993,24,19,STATE_ADULT,arabiensis,0,1
365,5921967,24,23,STATE_ADULT,arabiensis,0,1
365,5921941,24,20,STATE_ADULT,arabiensis,0,1
365,4362878,24,19,STATE_ADULT,arabiensis,6,1
365,5763600,24,23,STATE_ADULT,arabiensis,7,1
365,4402554,24,25,STATE_ADULT,arabiensis,3,1
365,5883435,24,20,STATE_ADULT,arabiensis,2,1
365,4431154,24,23,STATE_INFECTED,arabiensis,1,1
365,5864403,24,25,STATE_ADULT,arabiensis,3,1
365,5883331,24,20,STATE_ADULT,arabiensis,2,1
365,4276298,24,25,STATE_INFECTED,arabiensis,12,1
365,5846749,24,20,STATE_INFECTED,arabiensis,4,1
365,5790719,24,25,STATE_INFECTED,arabiensis,7,1
365,5683312,24,20,STATE_INFECTED,arabiensis,11,1
365,5902571,24,18,STATE_ADULT,arabiensis,1,1
365,5883019,24,19,STATE_ADULT,arabiensis,2,1
365,5921577,24,20,STATE_ADULT,arabiensis,0,1
365,5846645,24,23,STATE_INFECTED,arabiensis,4,1
365,5782294,24,18,STATE_ADULT,arabiensis,6,1
365,5902441,24,19,STATE_INFECTED,arabiensis,1,1
365,5846437,24,20,STATE_INFECTED,arabiensis,4,1
365,5876752,24,19,STATE_INFECTED,arabiensis,1,1
365,5660693,24,20,STATE_INFECTED,arabiensis,14,1
365,5821528,24,25,STATE_ADULT,arabiensis,4,1
365,5846281,24,20,STATE_INFECTED,arabiensis,4,1
365,5683598,24,25,STATE_ADULT,arabiensis,11,1
365,5882629,24,18,STATE_ADULT,arabiensis,2,1
365,5882577,24,23,STATE_ADULT,arabiensis,2,1
365,5722390,24,25,STATE_ADULT,arabiensis,9,1
365,5882551,24,19,STATE_INFECTED,arabiensis,2,1
365,5722260,24,18,STATE_INFECTED,arabiensis,9,1
365,5789991,24,20,STATE_INFECTED,arabiensis,7,1
365,5902181,24,20,STATE_ADULT,arabiensis,1,1
365,5656689,24,18,STATE_ADULT,arabiensis,14,1
365,5863701,24,25,STATE_ADULT,arabiensis,3,1
365,5827795,24,23,STATE_INFECTED,arabiensis,5,1
365,4360616,24,20,STATE_ADULT,arabiensis,6,1
365,5882499,24,19,STATE_ADULT,arabiensis,2,1
365,5771011,24,23,STATE_INFECTED,arabiensis,8,1
365,5846099,24,19,STATE_ADULT,arabiensis,4,1
365,5789809,24,25,STATE_ADULT,arabiensis,7,1
365,5856680,24,20,STATE_ADULT,arabiensis,2,1
365,5882421,24,18,STATE_ADULT,arabiensis,2,1
365,5902051,24,25,STATE_ADULT,arabiensis,1,1
365,7737879,24,18,STATE_INFECTIOUS,arabiensis,16,1
365,5789705,24,18,STATE_INFECTED,arabiensis,7,1
365,5882317,24,19,STATE_INFECTED,arabiensis,2,1
365,5882265,24,25,STATE_ADULT,arabiensis,2,1
365,5682063,24,18,STATE_INFECTED,arabiensis,10,1
365,5920719,24,25,STATE_ADULT,arabiensis,0,1
365,5855952,24,20,STATE_ADULT,arabiensis,2,1
365,5808087,24,23,STATE_INFECTED,arabiensis,6,1
365,5863363,24,20,STATE_ADULT,arabiensis,3,1
365,5920615,24,25,STATE_ADULT,arabiensis,0,1
365,7938600,24,25,STATE_INFECTED,arabiensis,7,1
365,7910962,24,20,STATE_INFECTED,arabiensis,8,1
365,5901713,24,18,STATE_INFECTED,arabiensis,1,1
365,5740459,24,20,STATE_INFECTED,arabiensis,7,1
365,5901583,24,19,STATE_ADULT,arabiensis,1,1
365,5820488,24,18,STATE_ADULT,arabiensis,4,1
365,5920433,24,20,STATE_ADULT,arabiensis,0,1
365,5863233,24,19,STATE_INFECTED,arabiensis,3,1
365,5920381,24,19,STATE_ADULT,arabiensis,0,1
