
time,Node_ID,Before/After,RelationshipType,# of Males,# of Females,Male_Bin_Index_1,Male_Bin_Index_2,Male_Bin_Index_3,Male_Bin_Index_4,Male_Bin_Index_5,Male_Bin_Index_6,Male_Bin_Index_7,Male_Bin_Index_8,Male_Bin_Index_9,Male_Bin_Index_10,Male_Bin_Index_11,Male_Bin_Index_12,Male_Bin_Index_13,Male_Bin_Index_14,Male_Bin_Index_15,Male_Bin_Index_16,Male_Bin_Index_17,Male_Bin_Index_18,Male_Bin_Index_19,Male_Bin_Index_20,Female_Bin_Index_1,Female_Bin_Index_2,Female_Bin_Index_3,Female_Bin_Index_4,Female_Bin_Index_5,Female_Bin_Index_6,Female_Bin_Index_7,Female_Bin_Index_8,Female_Bin_Index_9,Female_Bin_Index_10,Female_Bin_Index_11,Female_Bin_Index_12,Female_Bin_Index_13,Female_Bin_Index_14,Female_Bin_Index_15,Female_Bin_Index_16,Female_Bin_Index_17,Female_Bin_Index_18,Female_Bin_Index_19,Female_Bin_Index_20
17,1,BEFORE,INFORMAL,7,26,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,1,2,3,1,2,1,2,1,2,3,0,1,2,0,2,0,0
17,1,AFTER,INFORMAL,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,1,1,1,1,3,0,1,2,0,2,0,0
17,1,BEFORE,MARITAL,5,2,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
17,1,AFTER,MARITAL,5,2,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
17,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
17,1,AFTER,COMMERCIAL,0,0,0,0,0,0
18,1,BEFORE,TRANSITORY,9,21,0,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,3,0,1,1,0,1,0,0,0,0,1,0,1,2,0,0,0
18,1,AFTER,TRANSITORY,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,2,0,0,0
18,1,BEFORE,INFORMAL,9,21,1,0,1,0,1,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,2,3,0,2,1,1,1,1,3,0,1,2,0,2,0,0
18,1,AFTER,INFORMAL,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,3,0,1,2,0,2,0,0
18,1,BEFORE,MARITAL,5,4,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
18,1,AFTER,MARITAL,4,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
18,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
18,1,AFTER,COMMERCIAL,0,0,0,0,0,0
19,1,BEFORE,TRANSITORY,5,17,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,3,1,0,1,0,0,0,1,1,0,1,2,0,0,0
19,1,AFTER,TRANSITORY,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,1,0,0,0,1,1,0,1,2,0,0,0
19,1,BEFORE,INFORMAL,9,23,0,1,0,2,0,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,3,2,1,2,0,0,1,1,3,1,2,2,0,2,0,1
19,1,AFTER,INFORMAL,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2,1,2,2,0,2,0,1
19,1,BEFORE,MARITAL,4,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
19,1,AFTER,MARITAL,4,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
19,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
19,1,AFTER,COMMERCIAL,0,0,0,0,0,0
20,1,BEFORE,TRANSITORY,8,21,0,0,0,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,2,0,3,3,1,0,1,0,0,0,1,1,0,1,2,0,0,0
20,1,AFTER,TRANSITORY,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,1,0,1,0,0,0,1,1,0,1,2,0,0,0
20,1,BEFORE,INFORMAL,7,18,1,2,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,1,1,0,2,1,2,2,0,2,0,1
20,1,AFTER,INFORMAL,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,2,2,0,2,0,1
20,1,BEFORE,MARITAL,4,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
20,1,AFTER,MARITAL,4,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
20,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
20,1,AFTER,COMMERCIAL,0,0,0,0,0,0
21,1,BEFORE,TRANSITORY,9,19,0,3,1,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,3,2,1,1,0,0,0,1,1,0,1,2,0,0,0
21,1,AFTER,TRANSITORY,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,2,0,0,0
21,1,BEFORE,INFORMAL,5,19,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,1,0,0,1,1,0,2,1,2,2,0,2,0,1
21,1,AFTER,INFORMAL,1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,2,1,2,2,0,2,0,1
21,1,BEFORE,MARITAL,4,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0
21,1,AFTER,MARITAL,4,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0
21,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
21,1,AFTER,COMMERCIAL,0,0,0,0,0,0
22,1,BEFORE,TRANSITORY,7,19,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,3,1,1,2,1,0,0,1,1,0,1,2,0,0,0
22,1,AFTER,TRANSITORY,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,1,0,0,1,1,0,1,2,0,0,0
22,1,BEFORE,INFORMAL,6,24,0,0,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,2,0,0,0,1,0,0,2,1,1,3,1,2,2,0,2,1,1
22,1,AFTER,INFORMAL,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,1,3,0,2,2,0,2,1,1
22,1,BEFORE,MARITAL,6,4,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0
22,1,AFTER,MARITAL,6,4,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0
22,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
22,1,AFTER,COMMERCIAL,0,0,0,0,0,0
23,1,BEFORE,TRANSITORY,6,18,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,1,1,2,1,0,0,1,1,0,1,2,1,0,0
23,1,AFTER,TRANSITORY,2,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,2,1,0,0,1,1,0,1,2,1,0,0
23,1,BEFORE,INFORMAL,7,22,0,0,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,2,1,1,0,0,0,0,2,1,1,3,0,2,2,0,2,1,1
23,1,AFTER,INFORMAL,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,3,0,2,2,0,2,1,1
23,1,BEFORE,MARITAL,6,4,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0
23,1,AFTER,MARITAL,6,4,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0
23,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
23,1,AFTER,COMMERCIAL,0,0,0,0,0,0
24,1,BEFORE,TRANSITORY,9,22,0,2,1,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,1,2,4,0,1,2,1,2,1,0,0,1,1,0,1,2,1,0,0
24,1,AFTER,TRANSITORY,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,1,0,0,1,1,0,1,2,1,0,0
24,1,BEFORE,INFORMAL,7,18,1,0,0,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,1,1,3,0,2,2,0,2,1,1
24,1,AFTER,INFORMAL,3,14,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,2,2,0,2,1,1
24,1,BEFORE,MARITAL,6,4,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0
24,1,AFTER,MARITAL,6,4,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0
24,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
24,1,AFTER,COMMERCIAL,0,0,0,0,0,0
25,1,BEFORE,TRANSITORY,6,16,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,1,1,1,1,0,0,1,1,0,1,2,1,0,0
25,1,AFTER,TRANSITORY,3,13,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,1,0,0,1,1,0,1,2,1,0,0
25,1,BEFORE,INFORMAL,11,24,2,1,0,2,1,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,4,0,1,0,1,0,2,1,1,2,0,2,3,0,2,1,1
25,1,AFTER,INFORMAL,2,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,0,2,3,0,2,1,1
25,1,BEFORE,MARITAL,6,4,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0
25,1,AFTER,MARITAL,6,4,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0
25,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
25,1,AFTER,COMMERCIAL,0,0,0,0,0,0
26,1,BEFORE,TRANSITORY,9,21,2,1,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,2,4,1,1,1,0,0,1,1,0,1,2,1,0,0
26,1,AFTER,TRANSITORY,2,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,0,1,0,1,2,1,0,0
26,1,BEFORE,INFORMAL,13,19,1,1,1,1,3,0,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,1,0,1,0,1,1,1,0,1,2,0,2,3,0,2,1,1
26,1,AFTER,INFORMAL,6,12,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,2,0,2,1,1
26,1,BEFORE,MARITAL,6,4,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0
26,1,AFTER,MARITAL,6,4,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0
26,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
26,1,AFTER,COMMERCIAL,0,0,0,0,0,0
27,1,BEFORE,TRANSITORY,8,21,1,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,1,5,2,1,1,0,0,0,1,0,1,2,1,0,0
27,1,AFTER,TRANSITORY,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,0,0,0,1,0,1,2,0,0,0
27,1,BEFORE,INFORMAL,12,15,0,0,1,2,3,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,2,0,2,2,0,2,1,1
27,1,AFTER,INFORMAL,8,11,0,0,1,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,2,1,1
27,1,BEFORE,MARITAL,7,4,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0
27,1,AFTER,MARITAL,7,4,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0
27,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
27,1,AFTER,COMMERCIAL,0,0,0,0,0,0
28,1,BEFORE,TRANSITORY,2,19,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,6,1,1,1,0,0,0,1,0,1,2,0,0,0
28,1,AFTER,TRANSITORY,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,6,1,1,1,0,0,0,1,0,1,2,0,0,0
28,1,BEFORE,INFORMAL,22,14,1,2,3,2,3,1,6,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2,0,2,2,0,2,1,1
28,1,AFTER,INFORMAL,19,11,1,2,3,2,1,1,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,2,0,2,1,1
28,1,BEFORE,MARITAL,7,6,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0
28,1,AFTER,MARITAL,6,5,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
28,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
28,1,AFTER,COMMERCIAL,0,0,0,0,0,0
29,1,BEFORE,TRANSITORY,10,24,0,1,2,0,2,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,2,3,2,1,3,6,1,1,1,0,0,0,1,0,1,2,0,0,0
29,1,AFTER,TRANSITORY,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,5,0,0,1,0,0,0,0,0,1,2,0,0,0
29,1,BEFORE,INFORMAL,26,21,1,2,4,2,4,2,6,2,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,0,1,0,0,0,0,1,1,0,3,2,0,2,1,1
29,1,AFTER,INFORMAL,16,11,1,2,3,0,2,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,0,2,1,1
29,1,BEFORE,MARITAL,6,5,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
29,1,AFTER,MARITAL,6,5,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
29,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
29,1,AFTER,COMMERCIAL,0,0,0,0,0,0
30,1,BEFORE,TRANSITORY,6,17,2,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,4,5,0,0,1,0,0,0,0,0,1,2,0,0,0
30,1,AFTER,TRANSITORY,1,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,0,0,0,0,0,1,2,0,0,0
30,1,BEFORE,INFORMAL,20,18,1,2,4,0,2,1,4,2,1,3,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,1,0,0,1,1,0,3,2,0,2,1,1
30,1,AFTER,INFORMAL,14,12,1,0,3,0,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,2,0,2,1,1
30,1,BEFORE,MARITAL,7,5,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
30,1,AFTER,MARITAL,7,5,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
30,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
30,1,AFTER,COMMERCIAL,0,0,0,0,0,0
31,1,BEFORE,TRANSITORY,12,21,1,2,3,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,5,5,0,0,1,0,0,0,0,0,2,2,0,0,0
31,1,AFTER,TRANSITORY,3,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,2,2,0,0,0
31,1,BEFORE,INFORMAL,18,20,1,0,4,0,2,1,4,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,1,1,0,2,1,1,0,3,2,0,2,1,1
31,1,AFTER,INFORMAL,11,13,0,0,2,0,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,2,0,2,1,1
31,1,BEFORE,MARITAL,8,5,0,0,0,0,0,0,1,1,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
31,1,AFTER,MARITAL,8,5,0,0,0,0,0,0,1,1,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
31,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
31,1,AFTER,COMMERCIAL,0,0,0,0,0,0
32,1,BEFORE,TRANSITORY,9,23,1,2,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4,2,0,2,3,5,0,0,0,0,0,0,0,0,2,2,0,0,0
32,1,AFTER,TRANSITORY,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,4,0,0,0,0,0,0,0,0,2,1,0,0,0
32,1,BEFORE,INFORMAL,16,17,0,0,2,1,1,1,3,4,2,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,1,0,3,2,0,2,1,1
32,1,AFTER,INFORMAL,12,13,0,0,0,1,0,0,3,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,2,0,2,1,1
32,1,BEFORE,MARITAL,8,5,0,0,0,0,0,0,1,1,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
32,1,AFTER,MARITAL,8,5,0,0,0,0,0,0,1,1,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
32,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
32,1,AFTER,COMMERCIAL,0,0,0,0,0,0
33,1,BEFORE,TRANSITORY,9,19,1,0,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,3,0,1,3,2,4,0,0,1,0,0,0,0,0,2,1,0,0,0
33,1,AFTER,TRANSITORY,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0
33,1,BEFORE,INFORMAL,20,15,1,0,1,2,2,0,5,4,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,3,2,0,2,1,1
33,1,AFTER,INFORMAL,18,13,1,0,1,1,2,0,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,2,0,2,1,1
33,1,BEFORE,MARITAL,8,5,0,0,0,0,0,0,1,1,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
33,1,AFTER,MARITAL,8,5,0,0,0,0,0,0,1,1,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
33,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
33,1,AFTER,COMMERCIAL,0,0,0,0,0,0
34,1,BEFORE,TRANSITORY,9,16,0,1,1,1,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,0,2,2,2,0,0,1,1,0,0,0,0,2,0,0,0,0
34,1,AFTER,TRANSITORY,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
34,1,BEFORE,INFORMAL,23,23,2,1,1,1,2,1,5,5,3,1,1,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,2,2,0,2,2,0,0,3,2,0,2,1,1
34,1,AFTER,INFORMAL,13,13,1,1,1,0,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,2,0,2,1,1
34,1,BEFORE,MARITAL,8,5,0,0,0,0,0,0,1,1,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
34,1,AFTER,MARITAL,8,5,0,0,0,0,0,0,1,1,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
34,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
34,1,AFTER,COMMERCIAL,0,0,0,0,0,0
35,1,BEFORE,TRANSITORY,6,10,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
35,1,AFTER,TRANSITORY,2,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
35,1,BEFORE,INFORMAL,20,20,2,1,1,0,3,2,3,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,2,2,1,0,3,2,0,2,1,1
35,1,AFTER,INFORMAL,13,13,2,1,1,0,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,2,0,2,1,1
35,1,BEFORE,MARITAL,8,5,0,0,0,0,0,0,1,1,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
35,1,AFTER,MARITAL,8,5,0,0,0,0,0,0,1,1,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
35,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
35,1,AFTER,COMMERCIAL,0,0,0,0,0,0
36,1,BEFORE,TRANSITORY,4,16,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,4,4,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0
36,1,AFTER,TRANSITORY,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
36,1,BEFORE,INFORMAL,17,21,2,1,1,0,3,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,2,0,0,0,2,2,1,0,3,2,0,2,1,1
36,1,AFTER,INFORMAL,10,14,1,1,0,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,3,2,0,2,1,1
36,1,BEFORE,MARITAL,8,7,0,0,0,0,0,0,1,1,0,0,0,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
36,1,AFTER,MARITAL,8,7,0,0,0,0,0,0,1,1,0,0,0,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
36,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
36,1,AFTER,COMMERCIAL,0,0,0,0,0,0
37,1,BEFORE,TRANSITORY,7,15,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
37,1,AFTER,TRANSITORY,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
37,1,BEFORE,INFORMAL,13,22,1,1,0,0,1,4,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,1,0,2,3,1,0,3,2,0,2,1,1
37,1,AFTER,INFORMAL,5,14,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,3,2,0,2,1,1
