Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,VectorPopulationNumDied,InfectiousNumDied,InfectedNumDied,AdultNumDied,MaleNumDied,VectorPopulationAvgAgeAtDeath,InfectiousAvgAgeAtDeath,InfectedAvgAgeAtDeath,AdultAvgAgeAtDeath,MaleAvgAgeAtDeath
10,1,X2:X2,243,0,0,243,0,0,116334,10750,52,0,0,52,0,13,0,0,13,0
10,1,X2:Y1,0,0,0,0,476,0,219201,17050,0,0,0,0,82,0,0,0,0,13
10,1,X2:Y2,0,0,0,0,310,0,144933,11250,0,0,0,0,65,0,0,0,0,13.0462
11,1,X1:X1,956,0,0,956,0,0,484400,32100,136,0,0,136,0,14.0368,0,0,14.0368,0
11,1,X1:X2,467,0,0,467,0,0,240633,16500,79,0,0,79,0,14.0506,0,0,14.0506,0
11,1,X1:Y1,0,0,0,0,813,0,433865,29000,0,0,0,0,148,0,0,0,0,14.0541
11,1,X1:Y2,0,0,0,0,580,0,290653,19600,0,0,0,0,73,0,0,0,0,13.9863
11,1,X2:X1,471,0,0,471,0,0,240678,16300,74,0,0,74,0,13.7973,0,0,13.7973,0
11,1,X2:X2,214,0,0,214,0,0,115975,6700,29,0,0,29,0,13.8621,0,0,13.8621,0
11,1,X2:Y1,0,0,0,0,412,0,215419,13800,0,0,0,0,64,0,0,0,0,13.8594
11,1,X2:Y2,0,0,0,0,259,0,142544,9200,0,0,0,0,51,0,0,0,0,13.9804
12,1,X1:X1,820,0,0,820,0,0,470373,24900,136,0,0,136,0,14.8456,0,0,14.8456,0
12,1,X1:X2,406,0,0,406,0,0,234207,13500,61,0,0,61,0,15.0492,0,0,15.0492,0
12,1,X1:Y1,0,0,0,0,680,0,421762,22950,0,0,0,0,133,0,0,0,0,15.0301
12,1,X1:Y2,0,0,0,0,481,0,282741,15450,0,0,0,0,99,0,0,0,0,15.0505
12,1,X2:X1,400,0,0,400,0,0,234185,11400,71,0,0,71,0,14.9577,0,0,14.9577,0
12,1,X2:X2,183,0,0,183,0,0,111717,5600,31,0,0,31,0,15.0323,0,0,15.0323,0
12,1,X2:Y1,0,0,0,0,350,0,208694,9550,0,0,0,0,62,0,0,0,0,14.9677
12,1,X2:Y2,0,0,0,0,217,0,138294,7450,0,0,0,0,42,0,0,0,0,15.0714
13,1,X1:X1,683,0,0,683,0,0,450521,23100,137,0,0,137,0,16.0876,0,0,16.0876,0
13,1,X1:X2,348,0,0,348,0,0,225351,13200,58,0,0,58,0,16.1034,0,0,16.1034,0
13,1,X1:Y1,0,0,0,0,578,0,404545,21200,0,0,0,0,102,0,0,0,0,15.9902
13,1,X1:Y2,0,0,0,0,405,0,271185,15100,0,0,0,0,76,0,0,0,0,15.9605
13,1,X2:X1,339,0,0,339,0,0,223326,10800,61,0,0,61,0,15.8525,0,0,15.8525,0
13,1,X2:X2,156,0,0,156,0,0,106797,7100,27,0,0,27,0,15.963,0,0,15.963,0
13,1,X2:Y1,0,0,0,0,281,0,198500,11200,0,0,0,0,69,0,0,0,0,16.029
13,1,X2:Y2,0,0,0,0,178,0,132741,6700,0,0,0,0,39,0,0,0,0,15.9487
14,1,X1:X1,575,0,0,575,0,0,430703,19750,108,0,0,108,0,16.9815,0,0,16.9815,0
14,1,X1:X2,292,0,0,292,0,0,217216,9450,56,0,0,56,0,16.9286,0,0,16.9286,0
14,1,X1:Y1,0,0,0,0,473,0,387430,18050,0,0,0,0,105,0,0,0,0,17.0762
14,1,X1:Y2,0,0,0,0,340,0,260440,11150,0,0,0,0,65,0,0,0,0,17
14,1,X2:X1,281,0,0,281,0,0,212945,10150,58,0,0,58,0,16.9483,0,0,16.9483,0
14,1,X2:X2,122,0,0,122,0,0,103679,4150,34,0,0,34,0,17.0294,0,0,17.0294,0
14,1,X2:Y1,0,0,0,0,230,0,190753,8450,0,0,0,0,51,0,0,0,0,16.8627
14,1,X2:Y2,0,0,0,0,147,0,126653,5850,0,0,0,0,31,0,0,0,0,17.129
15,1,X1:X1,468,0,0,468,0,0,409842,14150,107,0,0,107,0,18,0,0,18,0
15,1,X1:X2,237,0,0,237,0,0,206304,7450,55,0,0,55,0,17.8909,0,0,17.8909,0
15,1,X1:Y1,0,0,0,0,384,0,368545,12950,0,0,0,0,89,0,0,0,0,17.8876
15,1,X1:Y2,0,0,0,0,277,0,246849,8650,0,0,0,0,63,0,0,0,0,18.0317
15,1,X2:X1,239,0,0,239,0,0,202941,7250,42,0,0,42,0,18.0476,0,0,18.0476,0
15,1,X2:X2,113,0,0,113,0,0,97862,3250,9,0,0,9,0,17.7778,0,0,17.7778,0
15,1,X2:Y1,0,0,0,0,185,0,181337,5750,0,0,0,0,45,0,0,0,0,17.8444
15,1,X2:Y2,0,0,0,0,123,0,120239,4750,0,0,0,0,24,0,0,0,0,17.875
16,1,X1:X1,383,0,0,383,0,0,385009,13100,85,0,0,85,0,19.0471,0,0,19.0471,0
16,1,X1:X2,198,0,0,198,0,0,194042,7250,39,0,0,39,0,19.0513,0,0,19.0513,0
16,1,X1:Y1,0,0,0,0,309,0,346623,12100,0,0,0,0,75,0,0,0,0,19
16,1,X1:Y2,0,0,0,0,217,0,231767,8250,0,0,0,0,60,0,0,0,0,18.9333
16,1,X2:X1,201,0,0,201,0,0,190911,5900,38,0,0,38,0,19.2105,0,0,19.2105,0
16,1,X2:X2,92,0,0,92,0,0,91646,4050,21,0,0,21,0,19.0476,0,0,19.0476,0
16,1,X2:Y1,0,0,0,0,159,0,169885,6200,0,0,0,0,26,0,0,0,0,18.8846
16,1,X2:Y2,0,0,0,0,96,0,113426,3750,0,0,0,0,27,0,0,0,0,18.7407
17,1,X1:X1,318,0,0,318,0,0,361454,11250,65,0,0,65,0,19.9385,0,0,19.9385,0
17,1,X1:X2,162,0,0,162,0,0,182741,5950,36,0,0,36,0,19.8333,0,0,19.8333,0
17,1,X1:Y1,0,0,0,0,266,0,325711,10600,0,0,0,0,43,0,0,0,0,20
17,1,X1:Y2,0,0,0,0,176,0,218014,6600,0,0,0,0,41,0,0,0,0,19.6585
17,1,X2:X1,174,0,0,174,0,0,178858,6350,27,0,0,27,0,19.8519,0,0,19.8519,0
17,1,X2:X2,85,0,0,85,0,0,87132,2950,7,0,0,7,0,20.1429,0,0,20.1429,0
17,1,X2:Y1,0,0,0,0,136,0,159934,5600,0,0,0,0,23,0,0,0,0,19.9565
17,1,X2:Y2,0,0,0,0,72,0,106597,3700,0,0,0,0,24,0,0,0,0,19.9583
18,1,X1:X1,261,0,0,261,0,23742,314461,7300,57,0,0,57,0,20.9474,0,0,20.9474,0
18,1,X1:X2,129,0,0,129,0,11992,159226,4300,33,0,0,33,0,20.9091,0,0,20.9091,0
18,1,X1:Y1,0,0,0,0,215,21986,283335,6800,0,0,0,0,51,0,0,0,0,20.902
18,1,X1:Y2,0,0,0,0,147,13754,190265,4800,0,0,0,0,29,0,0,0,0,21.069
18,1,X2:X1,141,0,0,141,0,11833,156155,3600,33,0,0,33,0,21.1212,0,0,21.1212,0
