Time,NodeID,Alleles,VectorPopulation,STATE_MALE,VectorPopulationNumDied,MaleNumDied,VectorPopulationAvgAgeAtDeath,MaleAvgAgeAtDeath
258,1,Y2,0,240696,0,28593,0,8.31287
259,1,X1,811220,406036,96408,48420,8.33382,8.40425
259,1,X2,405602,202704,49114,24295,8.33325,8.34982
259,1,Y1,0,368170,0,43775,0,8.39335
259,1,Y2,0,240570,0,28940,0,8.37505
260,1,X1,810492,405912,97701,48807,8.3348,8.32753
260,1,X2,406118,203122,48597,24210,8.38842,8.31698
260,1,Y1,0,368453,0,44215,0,8.35556
260,1,Y2,0,240581,0,28802,0,8.27564
261,1,X1,810489,405850,97318,48727,8.33297,8.33513
261,1,X2,405491,202955,48768,24373,8.35921,8.32823
261,1,Y1,0,368615,0,44365,0,8.34401
261,1,Y2,0,240190,0,28735,0,8.31557
262,1,X1,810357,406131,97209,48317,8.35513,8.3422
262,1,X2,405173,202876,48565,24528,8.35519,8.3653
262,1,Y1,0,368525,0,44195,0,8.34954
262,1,Y2,0,240482,0,28650,0,8.35065
263,1,X1,810500,405900,96567,48327,8.3568,8.34074
263,1,X2,405486,202655,48273,24398,8.31746,8.31027
263,1,Y1,0,368828,0,43633,0,8.32003
263,1,Y2,0,239727,0,29092,0,8.34625
264,1,X1,810528,405519,97342,48706,8.35839,8.36127
264,1,X2,405306,202782,48424,24221,8.32525,8.37872
264,1,Y1,0,368548,0,44269,0,8.34193
264,1,Y2,0,239753,0,28658,0,8.40589
265,1,X1,811320,405720,96637,48396,8.33571,8.39183
265,1,X2,405166,202268,48335,24597,8.37629,8.41038
265,1,Y1,0,368091,0,44380,0,8.38562
265,1,Y2,0,239897,0,28613,0,8.4174
266,1,X1,811524,405589,97339,48708,8.35767,8.36746
266,1,X2,405386,203063,48447,23871,8.38556,8.28499
266,1,Y1,0,368490,0,44028,0,8.31859
266,1,Y2,0,240162,0,28551,0,8.37386
267,1,X1,810304,405833,97433,48601,8.35816,8.34935
267,1,X2,405304,202619,48533,24485,8.33307,8.31019
267,1,Y1,0,368239,0,44344,0,8.34679
267,1,Y2,0,240213,0,28742,0,8.31995
268,1,X1,810380,405649,97888,48914,8.38674,8.33297
268,1,X2,405142,201997,48872,24536,8.38744,8.35275
268,1,Y1,0,367677,0,44646,0,8.36819
268,1,Y2,0,239969,0,28804,0,8.29524
269,1,X1,811245,406044,96902,48558,8.27841,8.35249
269,1,X2,404985,201918,48638,24279,8.36675,8.31484
269,1,Y1,0,368187,0,44077,0,8.33539
269,1,Y2,0,239775,0,28760,0,8.34691
270,1,X1,811297,406172,97140,48714,8.34301,8.3483
270,1,X2,405097,201906,48758,24273,8.40551,8.43394
270,1,Y1,0,368164,0,44283,0,8.31624
270,1,Y2,0,239914,0,28704,0,8.47018
271,1,X1,811948,406355,97410,48823,8.36875,8.32982
271,1,X2,405610,201731,48170,24149,8.30417,8.34652
271,1,Y1,0,368236,0,44146,0,8.33844
271,1,Y2,0,239850,0,28826,0,8.3306
272,1,X1,812111,406684,97406,48340,8.31281,8.36696
272,1,X2,405785,202186,48122,23927,8.26861,8.38521
272,1,Y1,0,368782,0,43741,0,8.39311
272,1,Y2,0,240088,0,28526,0,8.34218
273,1,X1,812493,406817,97391,48594,8.36703,8.36467
273,1,X2,406195,202119,48391,24318,8.2926,8.34287
273,1,Y1,0,368994,0,44094,0,8.34885
273,1,Y2,0,239942,0,28818,0,8.3705
274,1,X1,812122,406376,97466,49087,8.34953,8.33365
274,1,X2,406142,202146,48570,24240,8.36708,8.333
274,1,Y1,0,369101,0,44457,0,8.28074
274,1,Y2,0,239421,0,28870,0,8.41458
275,1,X1,812642,405979,96811,49047,8.30423,8.37725
275,1,X2,405876,202471,48637,23881,8.29913,8.39772
275,1,Y1,0,369010,0,44314,0,8.3625
275,1,Y2,0,239440,0,28614,0,8.41717
276,1,X1,812917,405509,97068,48736,8.39717,8.36679
276,1,X2,406101,202405,48668,24519,8.44578,8.35503
276,1,Y1,0,368484,0,44539,0,8.35187
276,1,Y2,0,239430,0,28716,0,8.37989
277,1,X1,812818,405089,97855,48941,8.31388,8.33976
277,1,X2,406138,202253,48625,24566,8.39426,8.34161
277,1,Y1,0,368204,0,44599,0,8.35238
277,1,Y2,0,239138,0,28908,0,8.32185
278,1,X1,812216,405102,97196,48528,8.29914,8.37869
278,1,X2,406412,201899,48312,24344,8.31907,8.34218
278,1,Y1,0,368006,0,44179,0,8.32502
278,1,Y2,0,238995,0,28693,0,8.43035
279,1,X1,811657,405685,97593,48560,8.32835,8.34776
279,1,X2,406115,202247,48921,24031,8.37258,8.35413
279,1,Y1,0,368483,0,44016,0,8.33345
279,1,Y2,0,239449,0,28575,0,8.37515
280,1,X1,811157,406112,97254,48490,8.33817,8.32658
280,1,X2,405819,202668,49158,24058,8.35229,8.36624
280,1,Y1,0,369065,0,43962,0,8.32733
280,1,Y2,0,239715,0,28586,0,8.35881
281,1,X1,811879,405915,96586,48882,8.35747,8.35344
281,1,X2,405727,202249,48338,24387,8.34509,8.27999
281,1,Y1,0,368908,0,44209,0,8.33749
281,1,Y2,0,239256,0,29060,0,8.31607
282,1,X1,811582,406473,97918,48564,8.37061,8.26404
282,1,X2,405878,202807,49012,23991,8.39046,8.35976
282,1,Y1,0,369075,0,44154,0,8.29676
282,1,Y2,0,240205,0,28401,0,8.29404
283,1,X1,811979,406443,96784,48656,8.31683,8.25781
283,1,X2,406203,202745,48256,24396,8.34524,8.26332
283,1,Y1,0,368750,0,44246,0,8.26504
283,1,Y2,0,240438,0,28806,0,8.25137
284,1,X1,811593,405825,97661,49350,8.33949,8.26272
284,1,X2,406547,202799,48299,24566,8.33108,8.29862
284,1,Y1,0,367729,0,45068,0,8.2845
284,1,Y2,0,240895,0,28848,0,8.25926
285,1,X1,811110,405898,97040,48593,8.31228,8.34386
285,1,X2,406016,202627,48798,24315,8.36321,8.32005
285,1,Y1,0,367597,0,44049,0,8.34804
285,1,Y2,0,240928,0,28859,0,8.31741
286,1,X1,811529,405926,97059,48703,8.31777,8.34513
286,1,X2,405993,202626,48837,24282,8.39908,8.31002
286,1,Y1,0,367479,0,44039,0,8.32276
286,1,Y2,0,241073,0,28946,0,8.34972
287,1,X1,810768,405859,97967,48419,8.39203,8.35185
287,1,X2,405756,202954,48827,24291,8.3784,8.3533
287,1,Y1,0,367634,0,43989,0,8.35773
287,1,Y2,0,241179,0,28721,0,8.34407
288,1,X1,810753,405716,97881,48659,8.32001,8.3191
288,1,X2,405547,203047,48637,24162,8.34897,8.29004
288,1,Y1,0,367476,0,44167,0,8.33394
288,1,Y2,0,241287,0,28654,0,8.27172
289,1,X1,810110,405109,97703,49196,8.37611,8.33269
289,1,X2,405244,203268,48921,24261,8.35983,8.32777
289,1,Y1,0,367513,0,44330,0,8.33526
289,1,Y2,0,240864,0,29127,0,8.32468
290,1,X1,810767,405308,97330,48833,8.3304,8.32757
290,1,X2,405641,203238,48586,24522,8.32553,8.2979
290,1,Y1,0,367823,0,44342,0,8.33544
290,1,Y2,0,240723,0,29013,0,8.29046
291,1,X1,810278,405524,97364,48535,8.31639,8.30817
291,1,X2,404974,203334,48884,24008,8.28523,8.26945
291,1,Y1,0,368279,0,43773,0,8.30012
291,1,Y2,0,240579,0,28770,0,8.28811
292,1,X1,811188,404881,96975,49078,8.34775,8.30684
292,1,X2,405380,203065,48387,24354,8.35755,8.34327
292,1,Y1,0,367905,0,44494,0,8.30314
292,1,Y2,0,240041,0,28938,0,8.34318
293,1,X1,810665,404386,97588,48555,8.32168,8.35801
293,1,X2,405507,203195,48734,24104,8.33964,8.34882
293,1,Y1,0,367866,0,44081,0,8.33361
293,1,Y2,0,239715,0,28578,0,8.38789
294,1,X1,810462,404434,97230,48722,8.33479,8.35744
294,1,X2,405514,203027,48522,24478,8.33997,8.34153
294,1,Y1,0,367656,0,44411,0,8.32496
294,1,Y2,0,239805,0,28789,0,8.394
295,1,X1,809900,404789,96772,48550,8.32354,8.36119
295,1,X2,404896,202772,48588,24381,8.34325,8.42115
295,1,Y1,0,368069,0,43992,0,8.34965
295,1,Y2,0,239492,0,28939,0,8.42925
296,1,X1,811230,404844,97009,48686,8.36866,8.33973
296,1,X2,405212,203139,48319,24267,8.34792,8.3438
296,1,Y1,0,368361,0,44322,0,8.31544
296,1,Y2,0,239622,0,28631,0,8.38078
297,1,X1,811357,404840,97106,48407,8.28986,8.31652
297,1,X2,404937,203191,48568,24273,8.31134,8.35434
297,1,Y1,0,368252,0,43875,0,8.31752
297,1,Y2,0,239779,0,28805,0,8.34688
298,1,X1,811846,404940,97465,48826,8.34167,8.36929
298,1,X2,404756,203100,48649,24299,8.32862,8.40755
298,1,Y1,0,368320,0,44356,0,8.38272
298,1,Y2,0,239720,0,28769,0,8.3809
299,1,X1,811075,405201,97497,48153,8.29767,8.33032
299,1,X2,404395,203096,48721,24368,8.31637,8.37997
299,1,Y1,0,368234,0,43946,0,8.3185
299,1,Y2,0,240063,0,28575,0,8.39083
300,1,X1,810360,405564,97232,48401,8.34709,8.34179
300,1,X2,404568,203062,48224,24156,8.41469,8.38011
300,1,Y1,0,368341,0,43904,0,8.38163
300,1,Y2,0,240285,0,28653,0,8.31306
301,1,X1,810808,405627,96760,48750,8.32401,8.31335
301,1,X2,404646,202887,48184,24468,8.34881,8.30677
301,1,Y1,0,368340,0,44330,0,8.29073
301,1,Y2,0,240174,0,28888,0,8.34249
302,1,X1,811460,405735,96580,48702,8.29925,8.32567
302,1,X2,404494,202628,49012,24486,8.32388,8.33431
302,1,Y1,0,368266,0,44323,0,8.31841
302,1,Y2,0,240097,0,28865,0,8.34415
303,1,X1,811480,405532,97356,48760,8.40646,8.34071
303,1,X2,404694,202764,48446,24282,8.38201,8.38148
303,1,Y1,0,367804,0,44280,0,8.32123
303,1,Y2,0,240492,0,28762,0,8.40512
304,1,X1,811602,405763,96907,48415,8.34026,8.34322
304,1,X2,404398,202884,48759,24332,8.33073,8.29874
304,1,Y1,0,368299,0,44067,0,8.34452
304,1,Y2,0,240348,0,28680,0,8.30349
305,1,X1,811086,405797,97570,48383,8.34589,8.30972
305,1,X2,404824,202717,48292,24543,8.35757,8.39115
305,1,Y1,0,368660,0,43997,0,8.36209
305,1,Y2,0,239854,0,28929,0,8.29915
306,1,X1,810462,405740,97759,48892,8.35188,8.32396
306,1,X2,404974,202573,48455,24466,8.30798,8.33369
306,1,Y1,0,368665,0,44382,0,8.30814
306,1,Y2,0,239648,0,28976,0,8.3564
307,1,X1,810017,405386,97748,48975,8.34565,8.33323
307,1,X2,404981,202460,48510,24314,8.36753,8.27104
307,1,Y1,0,368214,0,44657,0,8.28753
307,1,Y2,0,239632,0,28632,0,8.3517
308,1,X1,810135,405064,97252,48547,8.35714,8.34744
308,1,X2,405077,202620,48726,24571,8.34731,8.34545
308,1,Y1,0,368400,0,44164,0,8.36254
308,1,Y2,0,239284,0,28954,0,8.32272
309,1,X1,809891,405783,97141,48413,8.35477,8.32778
309,1,X2,405045,202368,48499,24345,8.28683,8.33124
309,1,Y1,0,368556,0,44061,0,8.30732
309,1,Y2,0,239595,0,28697,0,8.36213
310,1,X1,808923,405155,97319,48910,8.31553,8.29219
310,1,X2,404235,202141,48673,24416,8.34551,8.36673
310,1,Y1,0,367731,0,44368,0,8.32713
310,1,Y2,0,239565,0,28958,0,8.30151
311,1,X1,809445,405059,96906,48825,8.34552,8.31754
311,1,X2,404445,202494,48474,24372,8.34453,8.31643
311,1,Y1,0,368018,0,44132,0,8.31265
311,1,Y2,0,239535,0,29065,0,8.32403
312,1,X1,809351,405481,96954,48603,8.32864,8.30272
312,1,X2,404763,202555,48328,24492,8.28404,8.35718
312,1,Y1,0,368078,0,44186,0,8.30587
312,1,Y2,0,239958,0,28909,0,8.34404
313,1,X1,809175,405418,97544,48590,8.35387,8.32873
313,1,X2,404805,202445,48622,24325,8.31693,8.28189
313,1,Y1,0,367678,0,44250,0,8.31765
313,1,Y2,0,240185,0,28665,0,8.30609
314,1,X1,810105,405411,96806,48470,8.30206,8.36008
314,1,X2,405741,202567,48254,24183,8.3757,8.28317
314,1,Y1,0,368080,0,43889,0,8.38114
314,1,Y2,0,239898,0,28764,0,8.26328
315,1,X1,810451,405099,96758,48521,8.32384,8.36803
315,1,X2,405623,202885,48536,24135,8.35796,8.40895
315,1,Y1,0,367927,0,43983,0,8.39504
315,1,Y2,0,240057,0,28673,0,8.36104
316,1,X1,809978,405717,97687,48364,8.36509,8.3214
316,1,X2,405360,202701,48727,24408,8.27597,8.32965
316,1,Y1,0,368444,0,43987,0,8.34319
316,1,Y2,0,239974,0,28785,0,8.29508
317,1,X1,809658,405557,97348,48691,8.37334,8.32942
317,1,X2,405676,202745,48346,24157,8.40636,8.24159
317,1,Y1,0,368603,0,44183,0,8.29378
317,1,Y2,0,239699,0,28665,0,8.31034
318,1,X1,810083,405708,97005,48399,8.36728,8.36559
318,1,X2,405683,203022,48573,24279,8.35065,8.35096
318,1,Y1,0,368526,0,44039,0,8.31293
318,1,Y2,0,240204,0,28639,0,8.43416
319,1,X1,809761,405508,97081,48707,8.37124,8.34231
319,1,X2,405597,203109,48297,24184,8.39746,8.27853
319,1,Y1,0,368289,0,44186,0,8.31675
319,1,Y2,0,240328,0,28705,0,8.32792
320,1,X1,810788,405686,96961,48572,8.36282,8.37684
320,1,X2,405196,203238,48849,24195,8.39135,8.39049
320,1,Y1,0,368291,0,44062,0,8.38462
320,1,Y2,0,240633,0,28705,0,8.37642
321,1,X1,811109,405668,96544,48736,8.33945,8.32165
321,1,X2,405421,203158,48464,24224,8.33266,8.30012
321,1,Y1,0,367971,0,44180,0,8.34278
321,1,Y2,0,240855,0,28780,0,8.27109
322,1,X1,812358,405104,97067,48623,8.32574,8.32587
322,1,X2,405766,202834,48517,24641,8.27757,8.36947
322,1,Y1,0,367518,0,44307,0,8.35272
322,1,Y2,0,240420,0,28957,0,8.32189
323,1,X1,813039,404962,97098,48671,8.33877,8.34429
323,1,X2,405763,202942,48648,24396,8.38554,8.30202
323,1,Y1,0,367465,0,44369,0,8.33192
323,1,Y2,0,240439,0,28698,0,8.32748
324,1,X1,812467,405367,97551,48510,8.3309,8.35774
324,1,X2,405509,202962,48861,24346,8.34756,8.28678
324,1,Y1,0,367391,0,44283,0,8.33209
324,1,Y2,0,240938,0,28573,0,8.33703
325,1,X1,811870,405358,97873,48623,8.28285,8.40209
325,1,X2,405320,202894,48645,24238,8.355,8.35461
325,1,Y1,0,367250,0,44122,0,8.39622
325,1,Y2,0,241002,0,28739,0,8.37106
326,1,X1,811774,405389,97031,48397,8.36283,8.36168
326,1,X2,405890,202939,48461,24414,8.39104,8.28533
326,1,Y1,0,367441,0,43901,0,8.33245
326,1,Y2,0,240887,0,28910,0,8.34158
327,1,X1,811101,405340,97641,48815,8.31921,8.30427
327,1,X2,405899,202800,48535,24584,8.32838,8.33929
327,1,Y1,0,367420,0,44285,0,8.31701
327,1,Y2,0,240720,0,29114,0,8.31445
328,1,X1,811786,404995,97058,48723,8.28818,8.36843
328,1,X2,406284,203105,48464,24070,8.31157,8.34807
328,1,Y1,0,367380,0,43920,0,8.36799
328,1,Y2,0,240720,0,28873,0,8.35213
329,1,X1,811747,405324,97463,48549,8.35783,8.3474
329,1,X2,406191,202795,49015,24432,8.36623,8.34086
329,1,Y1,0,367307,0,44041,0,8.29933
329,1,Y2,0,240812,0,28940,0,8.41503
330,1,X1,812000,406029,97429,48602,8.34409,8.35865
330,1,X2,405612,202810,48827,24264,8.26063,8.33358
330,1,Y1,0,367767,0,44017,0,8.36095
330,1,Y2,0,241072,0,28849,0,8.33405
331,1,X1,812805,405812,96773,48749,8.29892,8.35773
331,1,X2,405235,202970,48561,24238,8.2994,8.34636
331,1,Y1,0,367983,0,44003,0,8.35679
331,1,Y2,0,240799,0,28984,0,8.34964
332,1,X1,811818,405994,97466,48839,8.26131,8.31526
332,1,X2,405674,203255,48492,24285,8.38582,8.37245
332,1,Y1,0,368229,0,44178,0,8.32555
332,1,Y2,0,241020,0,28946,0,8.34754
333,1,X1,812150,405961,97067,48570,8.35293,8.2713
333,1,X2,405846,202845,48425,24441,8.2754,8.34274
333,1,Y1,0,367988,0,44151,0,8.32242
333,1,Y2,0,240818,0,28860,0,8.2536
334,1,X1,811636,405579,98277,48861,8.34524,8.318
334,1,X2,405960,202986,48789,24157,8.34977,8.30823
334,1,Y1,0,368094,0,44186,0,8.32046
334,1,Y2,0,240471,0,28832,0,8.30605
335,1,X1,811983,405620,97012,48397,8.37402,8.35715
335,1,X2,406277,203083,48604,24425,8.32108,8.4574
335,1,Y1,0,368119,0,44203,0,8.35267
335,1,Y2,0,240584,0,28619,0,8.44963
336,1,X1,811236,406135,97314,48312,8.35204,8.34577
336,1,X2,405550,202848,49000,24132,8.30682,8.41285
336,1,Y1,0,368800,0,43752,0,8.38435
336,1,Y2,0,240183,0,28692,0,8.34337
337,1,X1,812469,406245,96304,48592,8.3923,8.33977
337,1,X2,406419,202711,48060,24292,8.45564,8.24234
337,1,Y1,0,368825,0,44053,0,8.28793
337,1,Y2,0,240131,0,28831,0,8.33689
338,1,X1,811770,405902,97562,48822,8.33383,8.34648
338,1,X2,405898,202746,49002,24402,8.3396,8.43189
338,1,Y1,0,368322,0,44499,0,8.37495
338,1,Y2,0,240326,0,28725,0,8.37494
339,1,X1,811754,405649,96941,48769,8.35539,8.32609
339,1,X2,406064,203008,48377,24215,8.34669,8.30213
339,1,Y1,0,368729,0,44306,0,8.30382
339,1,Y2,0,239928,0,28678,0,8.34026
340,1,X1,812334,405227,97298,48710,8.35173,8.36122
340,1,X2,405906,203045,48792,24287,8.3468,8.30234
340,1,Y1,0,368636,0,44117,0,8.30421
340,1,Y2,0,239636,0,28880,0,8.39879
341,1,X1,811674,404764,97798,48831,8.3772,8.32709
341,1,X2,406100,202628,48702,24514,8.35155,8.3899
341,1,Y1,0,368044,0,44317,0,8.36647
341,1,Y2,0,239348,0,29028,0,8.32
342,1,X1,811195,404894,97132,48671,8.41026,8.33279
342,1,X2,405823,202766,48562,24076,8.42385,8.26811
342,1,Y1,0,368361,0,44249,0,8.30511
342,1,Y2,0,239299,0,28498,0,8.32111
343,1,X1,809832,405412,97647,48055,8.3123,8.34277
343,1,X2,406070,203083,48749,24018,8.29767,8.41706
343,1,Y1,0,368853,0,43812,0,8.36125
343,1,Y2,0,239642,0,28261,0,8.37727
344,1,X1,809483,405298,97155,48723,8.33878,8.37381
344,1,X2,406105,203442,48591,24046,8.29672,8.34975
344,1,Y1,0,369193,0,43968,0,8.34596
344,1,Y2,0,239547,0,28801,0,8.39624
345,1,X1,808692,405414,97783,48454,8.35126,8.27116
345,1,X2,405588,203475,48697,24487,8.30883,8.32544
345,1,Y1,0,369343,0,44196,0,8.25204
345,1,Y2,0,239546,0,28745,0,8.34681
346,1,X1,809204,404846,96578,48948,8.33192,8.30234
346,1,X2,405382,203085,48732,24356,8.32935,8.35519
346,1,Y1,0,368574,0,44394,0,8.31504
346,1,Y2,0,239357,0,28910,0,8.32736
347,1,X1,809700,405190,97264,48543,8.4034,8.35037
347,1,X2,406148,202725,48094,24441,8.36258,8.28186
347,1,Y1,0,368002,0,44346,0,8.32531
347,1,Y2,0,239913,0,28638,0,8.33071
348,1,X1,810135,405118,97063,48758,8.33381,8.36693
348,1,X2,405807,202311,48603,24432,8.34025,8.42821
348,1,Y1,0,367895,0,44344,0,8.40932
348,1,Y2,0,239534,0,28846,0,8.35367
349,1,X1,810731,405284,96479,48493,8.35129,8.29514
349,1,X2,406497,202033,48493,24350,8.31506,8.34858
349,1,Y1,0,367709,0,44098,0,8.30775
349,1,Y2,0,239608,0,28745,0,8.32106
350,1,X1,810588,405263,97400,48516,8.31033,8.34213
350,1,X2,406700,202153,48666,24067,8.34098,8.39166
350,1,Y1,0,367483,0,43953,0,8.38816
350,1,Y2,0,239933,0,28630,0,8.3131
351,1,X1,810646,404976,97042,48678,8.32695,8.35994
351,1,X2,406516,202318,48998,24158,8.31769,8.41324
351,1,Y1,0,367756,0,43919,0,8.36606
351,1,Y2,0,239538,0,28917,0,8.39517
352,1,X1,811437,404859,97312,48968,8.37412,8.36132
352,1,X2,407053,202382,48718,24293,8.37272,8.35739
352,1,Y1,0,367547,0,44239,0,8.38907
352,1,Y2,0,239694,0,29022,0,8.31573
353,1,X1,811910,404796,97000,48813,8.31025,8.3615
353,1,X2,406716,202716,49170,24279,8.32386,8.30644
353,1,Y1,0,367607,0,44347,0,8.34129
353,1,Y2,0,239905,0,28745,0,8.34618
354,1,X1,811394,404655,97493,48766,8.31789,8.38443
354,1,X2,406780,202470,48451,24466,8.38183,8.3334
354,1,Y1,0,367368,0,44399,0,8.36942
354,1,Y2,0,239757,0,28833,0,8.36424
355,1,X1,810790,404552,97639,48317,8.31584,8.35977
355,1,X2,406418,202407,48913,24452,8.34837,8.45052
355,1,Y1,0,366932,0,44137,0,8.37995
355,1,Y2,0,240027,0,28632,0,8.40615
356,1,X1,810041,404317,97606,48650,8.37059,8.34243
356,1,X2,406851,202820,48238,24186,8.36527,8.34148
356,1,Y1,0,366940,0,44058,0,8.37546
356,1,Y2,0,240197,0,28778,0,8.29106
357,1,X1,810345,404853,96889,48342,8.32782,8.34037
357,1,X2,406611,202633,48769,24510,8.31331,8.37809
357,1,Y1,0,367401,0,43839,0,8.3618
357,1,Y2,0,240085,0,29013,0,8.33985
358,1,X1,810252,405293,97628,48379,8.32714,8.35178
358,1,X2,406242,202527,49068,24226,8.34548,8.34257
358,1,Y1,0,367174,0,44123,0,8.33311
358,1,Y2,0,240646,0,28482,0,8.37287
359,1,X1,809730,404923,97454,48450,8.35798,8.31946
359,1,X2,406322,202416,48414,24389,8.35954,8.32625
359,1,Y1,0,366993,0,43892,0,8.33737
359,1,Y2,0,240346,0,28947,0,8.29803
360,1,X1,809291,405360,97217,48278,8.35052,8.33485
360,1,X2,405761,202881,48863,23880,8.38632,8.35038
360,1,Y1,0,367948,0,43571,0,8.34124
360,1,Y2,0,240293,0,28587,0,8.33809
361,1,X1,810557,405285,96183,48290,8.34829,8.32742
361,1,X2,405939,202845,48277,24143,8.40218,8.44303
361,1,Y1,0,367791,0,43758,0,8.34974
361,1,Y2,0,240339,0,28675,0,8.39069
362,1,X1,811438,405566,97404,48550,8.30757,8.33594
362,1,X2,406360,202852,48660,24374,8.31819,8.30364
362,1,Y1,0,367652,0,44188,0,8.35096
362,1,Y2,0,240766,0,28736,0,8.28546
363,1,X1,811526,405509,97247,48805,8.3497,8.30925
363,1,X2,406062,202730,49023,24291,8.39098,8.3265
363,1,Y1,0,367753,0,44217,0,8.30515
363,1,Y2,0,240486,0,28879,0,8.33003
364,1,X1,811951,405017,96728,48751,8.30215,8.34087
364,1,X2,406519,202430,48700,24498,8.34809,8.30684
364,1,Y1,0,367010,0,44497,0,8.30964
364,1,Y2,0,240437,0,28752,0,8.36022
365,1,X1,811790,405002,97776,48610,8.32021,8.34147
365,1,X2,406254,202870,49118,24180,8.3153,8.36894
365,1,Y1,0,367326,0,44137,0,8.36926
365,1,Y2,0,240546,0,28653,0,8.32185
366,1,X1,812163,405193,96681,48416,8.34594,8.33183
366,1,X2,405921,202771,48735,24241,8.37468,8.33522
366,1,Y1,0,367514,0,43787,0,8.32252
366,1,Y2,0,240450,0,28870,0,8.34881
367,1,X1,811327,405499,97707,48584,8.32976,8.32183
367,1,X2,405549,202769,48585,24297,8.30767,8.32868
367,1,Y1,0,367732,0,44100,0,8.30617
367,1,Y2,0,240536,0,28781,0,8.35162
368,1,X1,810398,405689,97852,48499,8.31903,8.34578
368,1,X2,405772,202918,48838,24412,8.33683,8.3536
368,1,Y1,0,367976,0,44155,0,8.33686
368,1,Y2,0,240631,0,28756,0,8.36611
369,1,X1,810537,404978,97169,49189,8.36665,8.25597
369,1,X2,405649,203212,48649,24364,8.34005,8.26223
369,1,Y1,0,367827,0,44495,0,8.25475
369,1,Y2,0,240363,0,29058,0,8.26309
370,1,X1,810524,405007,97119,48500,8.33441,8.356
370,1,X2,405706,203191,48873,24489,8.29079,8.26122
370,1,Y1,0,367958,0,44225,0,8.32323
370,1,Y2,0,240240,0,28764,0,8.32568
371,1,X1,810193,404616,96926,48866,8.35823,8.33571
371,1,X2,405945,203398,48438,24260,8.34258,8.24555
371,1,Y1,0,367828,0,44337,0,8.28001
371,1,Y2,0,240186,0,28789,0,8.34551
372,1,X1,810141,404746,97863,48383,8.37279,8.40473
372,1,X2,405875,203260,48877,24490,8.30804,8.31829
372,1,Y1,0,368189,0,43938,0,8.35024
372,1,Y2,0,239817,0,28935,0,8.41431
373,1,X1,809515,404723,97215,48678,8.34903,8.35482
373,1,X2,405571,203363,48855,24228,8.37124,8.28277
373,1,Y1,0,368200,0,44441,0,8.30465
373,1,Y2,0,239886,0,28465,0,8.37183
374,1,X1,810616,404678,96870,48639,8.32905,8.29008
374,1,X2,405424,203663,48728,24420,8.32472,8.3294
374,1,Y1,0,368835,0,43999,0,8.30648
374,1,Y2,0,239506,0,29060,0,8.29828
375,1,X1,810659,404441,96779,48783,8.32466,8.36925
375,1,X2,405321,203364,48635,24661,8.35402,8.33024
375,1,Y1,0,368553,0,44623,0,8.33129
375,1,Y2,0,239252,0,28821,0,8.39464
376,1,X1,811068,404532,97109,48523,8.3497,8.3534
376,1,X2,405904,203225,48335,24292,8.36233,8.34448
376,1,Y1,0,368404,0,44404,0,8.33031
376,1,Y2,0,239353,0,28411,0,8.38186
377,1,X1,811879,404332,97265,48496,8.33671,8.27586
377,1,X2,406315,203255,48449,24369,8.31765,8.31093
377,1,Y1,0,368486,0,43914,0,8.2596
377,1,Y2,0,239101,0,28951,0,8.33004
378,1,X1,811638,403982,96995,48450,8.31415,8.29723
378,1,X2,406178,203067,48959,24296,8.34627,8.30445
378,1,Y1,0,368157,0,44075,0,8.28345
378,1,Y2,0,238892,0,28671,0,8.32454
379,1,X1,812153,403602,97032,48561,8.32218,8.33531
379,1,X2,406761,203050,48354,24336,8.33693,8.39489
379,1,Y1,0,368255,0,44116,0,8.36345
379,1,Y2,0,238397,0,28781,0,8.34255
380,1,X1,811716,403628,97214,48660,8.33416,8.38039
380,1,X2,406480,202953,48858,24419,8.25922,8.39445
380,1,Y1,0,368178,0,44253,0,8.31788
380,1,Y2,0,238403,0,28826,0,8.48827
381,1,X1,811183,404101,97682,48397,8.32645,8.37391
381,1,X2,406671,203094,48532,24486,8.32593,8.3404
381,1,Y1,0,368295,0,44247,0,8.34787
381,1,Y2,0,238900,0,28636,0,8.38549
382,1,X1,810797,403834,97473,48310,8.36503,8.36771
382,1,X2,406035,203365,49119,24102,8.35923,8.33922
382,1,Y1,0,368573,0,43894,0,8.37884
382,1,Y2,0,238626,0,28518,0,8.3265
383,1,X1,810721,404003,97410,48468,8.37529,8.31555
383,1,X2,405759,202991,48606,24433,8.37969,8.38358
383,1,Y1,0,368371,0,44265,0,8.32136
383,1,Y2,0,238623,0,28636,0,8.36461
384,1,X1,811141,404076,97205,48521,8.30411,8.38711
384,1,X2,405705,203487,48915,24057,8.36187,8.38978
384,1,Y1,0,368365,0,44206,0,8.37221
384,1,Y2,0,239198,0,28372,0,8.41259
385,1,X1,811001,404200,97445,48631,8.3441,8.30925
385,1,X2,405797,203425,48737,24384,8.34485,8.36056
385,1,Y1,0,368279,0,44232,0,8.34638
385,1,Y2,0,239346,0,28783,0,8.29566
386,1,X1,811248,404292,97239,48520,8.42177,8.32976
386,1,X2,405584,203260,49125,24216,8.36509,8.31277
386,1,Y1,0,368590,0,43716,0,8.36241
386,1,Y2,0,238962,0,29020,0,8.2664
387,1,X1,812413,404329,96466,48406,8.32146,8.31893
387,1,X2,405641,203357,48732,24330,8.30616,8.37024
