Time,NodeID,Alleles,STATE_MALE
115,1,Y,101340
116,1,Ad,0
116,1,Aw,101105
116,1,X,101105
116,1,Y,101105
117,1,Ad,0
117,1,Aw,100657
117,1,X,100657
117,1,Y,100657
118,1,Ad,0
118,1,Aw,100814
118,1,X,100814
118,1,Y,100814
119,1,Ad,0
119,1,Aw,101020
119,1,X,101020
119,1,Y,101020
120,1,Ad,0
120,1,Aw,100917
120,1,X,100917
120,1,Y,100917
121,1,Ad,0
121,1,Aw,101140
121,1,X,101140
121,1,Y,101140
122,1,Ad,0
122,1,Aw,100824
122,1,X,100824
122,1,Y,100824
123,1,Ad,0
123,1,Aw,100717
123,1,X,100717
123,1,Y,100717
124,1,Ad,0
124,1,Aw,100488
124,1,X,100488
124,1,Y,100488
125,1,Ad,0
125,1,Aw,100794
125,1,X,100794
125,1,Y,100794
126,1,Ad,0
126,1,Aw,100864
126,1,X,100864
126,1,Y,100864
127,1,Ad,0
127,1,Aw,100563
127,1,X,100563
127,1,Y,100563
128,1,Ad,0
128,1,Aw,100707
128,1,X,100707
128,1,Y,100707
129,1,Ad,0
129,1,Aw,100884
129,1,X,100884
129,1,Y,100884
130,1,Ad,0
130,1,Aw,100989
130,1,X,100989
130,1,Y,100989
131,1,Ad,0
131,1,Aw,101209
131,1,X,101209
131,1,Y,101209
132,1,Ad,0
132,1,Aw,101128
132,1,X,101128
132,1,Y,101128
133,1,Ad,0
133,1,Aw,100894
133,1,X,100894
133,1,Y,100894
134,1,Ad,0
134,1,Aw,100720
134,1,X,100720
134,1,Y,100720
135,1,Ad,0
135,1,Aw,100481
135,1,X,100481
135,1,Y,100481
136,1,Ad,0
136,1,Aw,100705
136,1,X,100705
136,1,Y,100705
137,1,Ad,0
137,1,Aw,100459
137,1,X,100459
137,1,Y,100459
138,1,Ad,0
138,1,Aw,100683
138,1,X,100683
138,1,Y,100683
139,1,Ad,0
139,1,Aw,100858
139,1,X,100858
139,1,Y,100858
140,1,Ad,0
140,1,Aw,100673
140,1,X,100673
140,1,Y,100673
141,1,Ad,0
141,1,Aw,100648
141,1,X,100648
141,1,Y,100648
142,1,Ad,0
142,1,Aw,100536
142,1,X,100536
142,1,Y,100536
143,1,Ad,0
143,1,Aw,100723
143,1,X,100723
143,1,Y,100723
144,1,Ad,0
144,1,Aw,100791
144,1,X,100791
144,1,Y,100791
145,1,Ad,0
145,1,Aw,100806
145,1,X,100806
145,1,Y,100806
146,1,Ad,0
146,1,Aw,100771
146,1,X,100771
146,1,Y,100771
147,1,Ad,0
147,1,Aw,100739
147,1,X,100739
147,1,Y,100739
148,1,Ad,0
148,1,Aw,100769
148,1,X,100769
148,1,Y,100769
149,1,Ad,0
149,1,Aw,100753
149,1,X,100753
149,1,Y,100753
150,1,Ad,0
150,1,Aw,100870
150,1,X,100870
150,1,Y,100870
151,1,Ad,0
151,1,Aw,100677
151,1,X,100677
151,1,Y,100677
152,1,Ad,0
152,1,Aw,100694
152,1,X,100694
152,1,Y,100694
153,1,Ad,0
153,1,Aw,100827
153,1,X,100827
153,1,Y,100827
154,1,Ad,0
154,1,Aw,100786
154,1,X,100786
154,1,Y,100786
155,1,Ad,0
155,1,Aw,100933
155,1,X,100933
155,1,Y,100933
156,1,Ad,0
156,1,Aw,100920
156,1,X,100920
156,1,Y,100920
157,1,Ad,0
157,1,Aw,100965
157,1,X,100965
157,1,Y,100965
158,1,Ad,0
158,1,Aw,101068
158,1,X,101068
158,1,Y,101068
159,1,Ad,0
159,1,Aw,101226
159,1,X,101226
159,1,Y,101226
160,1,Ad,0
160,1,Aw,101062
160,1,X,101062
160,1,Y,101062
161,1,Ad,0
161,1,Aw,100988
161,1,X,100988
161,1,Y,100988
162,1,Ad,0
162,1,Aw,101232
162,1,X,101232
162,1,Y,101232
163,1,Ad,0
163,1,Aw,101198
163,1,X,101198
163,1,Y,101198
164,1,Ad,0
164,1,Aw,101124
164,1,X,101124
164,1,Y,101124
165,1,Ad,0
165,1,Aw,101118
165,1,X,101118
165,1,Y,101118
166,1,Ad,0
166,1,Aw,101256
166,1,X,101256
166,1,Y,101256
167,1,Ad,0
167,1,Aw,101267
167,1,X,101267
167,1,Y,101267
168,1,Ad,0
168,1,Aw,101275
168,1,X,101275
168,1,Y,101275
169,1,Ad,0
169,1,Aw,100937
169,1,X,100937
169,1,Y,100937
170,1,Ad,0
170,1,Aw,100920
170,1,X,100920
170,1,Y,100920
171,1,Ad,0
171,1,Aw,101150
171,1,X,101150
171,1,Y,101150
172,1,Ad,0
172,1,Aw,101089
172,1,X,101089
172,1,Y,101089
173,1,Ad,0
173,1,Aw,100991
173,1,X,100991
173,1,Y,100991
174,1,Ad,0
174,1,Aw,101101
174,1,X,101101
174,1,Y,101101
175,1,Ad,0
175,1,Aw,100845
175,1,X,100845
175,1,Y,100845
176,1,Ad,0
176,1,Aw,100913
176,1,X,100913
176,1,Y,100913
177,1,Ad,0
177,1,Aw,101119
177,1,X,101119
177,1,Y,101119
178,1,Ad,0
178,1,Aw,101138
178,1,X,101138
178,1,Y,101138
179,1,Ad,0
179,1,Aw,101065
179,1,X,101065
179,1,Y,101065
180,1,Ad,0
180,1,Aw,101060
180,1,X,101060
180,1,Y,101060
181,1,Ad,0
181,1,Aw,101066
181,1,X,101066
181,1,Y,101066
182,1,Ad,0
182,1,Aw,100971
182,1,X,100971
182,1,Y,100971
183,1,Ad,0
183,1,Aw,100911
183,1,X,100911
183,1,Y,100911
184,1,Ad,0
184,1,Aw,100897
184,1,X,100897
184,1,Y,100897
185,1,Ad,0
185,1,Aw,100980
185,1,X,100980
185,1,Y,100980
186,1,Ad,0
186,1,Aw,100841
186,1,X,100841
186,1,Y,100841
187,1,Ad,0
187,1,Aw,100913
187,1,X,100913
187,1,Y,100913
188,1,Ad,0
188,1,Aw,101148
188,1,X,101148
188,1,Y,101148
189,1,Ad,0
189,1,Aw,100919
189,1,X,100919
189,1,Y,100919
190,1,Ad,0
190,1,Aw,100847
190,1,X,100847
190,1,Y,100847
191,1,Ad,0
191,1,Aw,100918
191,1,X,100918
191,1,Y,100918
192,1,Ad,0
192,1,Aw,100905
192,1,X,100905
192,1,Y,100905
193,1,Ad,0
193,1,Aw,100879
193,1,X,100879
193,1,Y,100879
194,1,Ad,0
194,1,Aw,100754
194,1,X,100754
194,1,Y,100754
195,1,Ad,0
195,1,Aw,100660
195,1,X,100660
195,1,Y,100660
196,1,Ad,0
196,1,Aw,100777
196,1,X,100777
196,1,Y,100777
197,1,Ad,0
197,1,Aw,100687
197,1,X,100687
197,1,Y,100687
198,1,Ad,0
198,1,Aw,100650
198,1,X,100650
198,1,Y,100650
199,1,Ad,0
199,1,Aw,101011
199,1,X,101011
199,1,Y,101011
200,1,Ad,0
200,1,Aw,101258
200,1,X,101258
200,1,Y,101258
201,1,Ad,0
201,1,Aw,101167
201,1,X,101167
201,1,Y,101167
202,1,Ad,0
202,1,Aw,101012
202,1,X,101012
202,1,Y,101012
203,1,Ad,0
203,1,Aw,101019
203,1,X,101019
203,1,Y,101019
204,1,Ad,0
204,1,Aw,100931
204,1,X,100931
204,1,Y,100931
205,1,Ad,0
205,1,Aw,100693
205,1,X,100693
205,1,Y,100693
206,1,Ad,0
206,1,Aw,100848
206,1,X,100848
206,1,Y,100848
207,1,Ad,0
207,1,Aw,100821
207,1,X,100821
207,1,Y,100821
208,1,Ad,0
208,1,Aw,101021
208,1,X,101021
208,1,Y,101021
209,1,Ad,0
209,1,Aw,100801
209,1,X,100801
209,1,Y,100801
210,1,Ad,0
210,1,Aw,100947
210,1,X,100947
210,1,Y,100947
211,1,Ad,0
211,1,Aw,100992
211,1,X,100992
211,1,Y,100992
212,1,Ad,0
212,1,Aw,100983
212,1,X,100983
212,1,Y,100983
213,1,Ad,0
213,1,Aw,101032
213,1,X,101032
213,1,Y,101032
214,1,Ad,0
214,1,Aw,101002
214,1,X,101002
214,1,Y,101002
215,1,Ad,0
215,1,Aw,100941
215,1,X,100941
215,1,Y,100941
216,1,Ad,0
216,1,Aw,100701
216,1,X,100701
216,1,Y,100701
217,1,Ad,0
217,1,Aw,100428
217,1,X,100428
217,1,Y,100428
218,1,Ad,0
218,1,Aw,100637
218,1,X,100637
218,1,Y,100637
219,1,Ad,0
219,1,Aw,100796
219,1,X,100796
219,1,Y,100796
220,1,Ad,0
220,1,Aw,100879
220,1,X,100879
220,1,Y,100879
221,1,Ad,0
221,1,Aw,100934
221,1,X,100934
221,1,Y,100934
222,1,Ad,0
222,1,Aw,101002
222,1,X,101002
222,1,Y,101002
223,1,Ad,0
223,1,Aw,101069
223,1,X,101069
223,1,Y,101069
224,1,Ad,0
224,1,Aw,101147
224,1,X,101147
224,1,Y,101147
225,1,Ad,0
225,1,Aw,100925
225,1,X,100925
225,1,Y,100925
226,1,Ad,0
226,1,Aw,100778
226,1,X,100778
226,1,Y,100778
227,1,Ad,0
227,1,Aw,100947
227,1,X,100947
227,1,Y,100947
228,1,Ad,0
228,1,Aw,100677
228,1,X,100677
228,1,Y,100677
229,1,Ad,0
229,1,Aw,100666
229,1,X,100666
229,1,Y,100666
230,1,Ad,0
230,1,Aw,101000
230,1,X,101000
230,1,Y,101000
231,1,Ad,0
231,1,Aw,100554
231,1,X,100554
231,1,Y,100554
232,1,Ad,0
232,1,Aw,100612
232,1,X,100612
232,1,Y,100612
233,1,Ad,0
233,1,Aw,100635
233,1,X,100635
233,1,Y,100635
234,1,Ad,0
234,1,Aw,100712
234,1,X,100712
234,1,Y,100712
235,1,Ad,0
235,1,Aw,100946
235,1,X,100946
235,1,Y,100946
236,1,Ad,0
236,1,Aw,101144
236,1,X,101144
236,1,Y,101144
237,1,Ad,0
237,1,Aw,100808
237,1,X,100808
237,1,Y,100808
238,1,Ad,0
238,1,Aw,100811
238,1,X,100811
238,1,Y,100811
239,1,Ad,0
239,1,Aw,100775
239,1,X,100775
239,1,Y,100775
240,1,Ad,0
240,1,Aw,100684
240,1,X,100684
240,1,Y,100684
241,1,Ad,0
241,1,Aw,100458
241,1,X,100458
241,1,Y,100458
242,1,Ad,0
242,1,Aw,100751
242,1,X,100751
242,1,Y,100751
243,1,Ad,0
243,1,Aw,100848
243,1,X,100848
243,1,Y,100848
244,1,Ad,0
244,1,Aw,100595
244,1,X,100595
244,1,Y,100595
245,1,Ad,0
245,1,Aw,100615
245,1,X,100615
245,1,Y,100615
246,1,Ad,0
246,1,Aw,100474
246,1,X,100474
246,1,Y,100474
247,1,Ad,0
247,1,Aw,100490
247,1,X,100490
247,1,Y,100490
248,1,Ad,0
248,1,Aw,100582
248,1,X,100582
248,1,Y,100582
249,1,Ad,0
249,1,Aw,100556
249,1,X,100556
249,1,Y,100556
250,1,Ad,0
250,1,Aw,100467
250,1,X,100467
250,1,Y,100467
251,1,Ad,0
251,1,Aw,100551
251,1,X,100551
251,1,Y,100551
252,1,Ad,0
252,1,Aw,100633
252,1,X,100633
252,1,Y,100633
253,1,Ad,0
253,1,Aw,100811
253,1,X,100811
253,1,Y,100811
254,1,Ad,0
254,1,Aw,100801
254,1,X,100801
254,1,Y,100801
255,1,Ad,0
255,1,Aw,101057
255,1,X,101057
255,1,Y,101057
256,1,Ad,0
256,1,Aw,100947
256,1,X,100947
256,1,Y,100947
257,1,Ad,0
257,1,Aw,100897
257,1,X,100897
257,1,Y,100897
258,1,Ad,0
258,1,Aw,100875
258,1,X,100875
258,1,Y,100875
259,1,Ad,0
259,1,Aw,100957
259,1,X,100957
259,1,Y,100957
260,1,Ad,0
260,1,Aw,100972
260,1,X,100972
260,1,Y,100972
261,1,Ad,0
261,1,Aw,101168
261,1,X,101168
261,1,Y,101168
262,1,Ad,0
262,1,Aw,101261
262,1,X,101261
262,1,Y,101261
263,1,Ad,0
263,1,Aw,101242
263,1,X,101242
263,1,Y,101242
264,1,Ad,0
264,1,Aw,101277
264,1,X,101277
264,1,Y,101277
265,1,Ad,0
265,1,Aw,101419
265,1,X,101419
265,1,Y,101419
266,1,Ad,0
266,1,Aw,101556
266,1,X,101556
266,1,Y,101556
267,1,Ad,0
267,1,Aw,101478
267,1,X,101478
267,1,Y,101478
268,1,Ad,0
268,1,Aw,101349
268,1,X,101349
268,1,Y,101349
269,1,Ad,0
269,1,Aw,101111
269,1,X,101111
269,1,Y,101111
270,1,Ad,0
270,1,Aw,101080
270,1,X,101080
270,1,Y,101080
271,1,Ad,0
271,1,Aw,100772
271,1,X,100772
271,1,Y,100772
272,1,Ad,0
272,1,Aw,100831
272,1,X,100831
272,1,Y,100831
273,1,Ad,0
273,1,Aw,100711
273,1,X,100711
273,1,Y,100711
274,1,Ad,0
274,1,Aw,100796
274,1,X,100796
274,1,Y,100796
275,1,Ad,0
275,1,Aw,100846
275,1,X,100846
275,1,Y,100846
276,1,Ad,0
276,1,Aw,100778
276,1,X,100778
276,1,Y,100778
277,1,Ad,0
277,1,Aw,100868
277,1,X,100868
277,1,Y,100868
278,1,Ad,0
278,1,Aw,100968
278,1,X,100968
278,1,Y,100968
279,1,Ad,0
279,1,Aw,101164
279,1,X,101164
279,1,Y,101164
280,1,Ad,0
280,1,Aw,101162
280,1,X,101162
280,1,Y,101162
281,1,Ad,0
281,1,Aw,101391
281,1,X,101391
281,1,Y,101391
282,1,Ad,0
282,1,Aw,101371
282,1,X,101371
282,1,Y,101371
283,1,Ad,0
283,1,Aw,101147
283,1,X,101147
283,1,Y,101147
284,1,Ad,0
284,1,Aw,100908
284,1,X,100908
284,1,Y,100908
285,1,Ad,0
285,1,Aw,101139
285,1,X,101139
285,1,Y,101139
286,1,Ad,0
286,1,Aw,101358
286,1,X,101358
286,1,Y,101358
287,1,Ad,0
287,1,Aw,101406
287,1,X,101406
287,1,Y,101406
288,1,Ad,0
288,1,Aw,101367
288,1,X,101367
288,1,Y,101367
289,1,Ad,0
289,1,Aw,101521
289,1,X,101521
289,1,Y,101521
290,1,Ad,0
290,1,Aw,101612
290,1,X,101612
290,1,Y,101612
291,1,Ad,0
291,1,Aw,101703
291,1,X,101703
291,1,Y,101703
292,1,Ad,0
292,1,Aw,101689
292,1,X,101689
292,1,Y,101689
293,1,Ad,0
293,1,Aw,101558
293,1,X,101558
293,1,Y,101558
294,1,Ad,0
294,1,Aw,101359
294,1,X,101359
294,1,Y,101359
295,1,Ad,0
295,1,Aw,101282
295,1,X,101282
295,1,Y,101282
296,1,Ad,0
296,1,Aw,101297
296,1,X,101297
296,1,Y,101297
297,1,Ad,0
297,1,Aw,101127
297,1,X,101127
297,1,Y,101127
298,1,Ad,0
298,1,Aw,101193
298,1,X,101193
298,1,Y,101193
299,1,Ad,0
299,1,Aw,101076
299,1,X,101076
299,1,Y,101076
300,1,Ad,0
300,1,Aw,100747
300,1,X,100747
300,1,Y,100747
301,1,Ad,0
301,1,Aw,100575
301,1,X,100575
301,1,Y,100575
302,1,Ad,0
302,1,Aw,100530
302,1,X,100530
302,1,Y,100530
303,1,Ad,0
303,1,Aw,100635
303,1,X,100635
303,1,Y,100635
304,1,Ad,0
304,1,Aw,100595
304,1,X,100595
304,1,Y,100595
305,1,Ad,0
305,1,Aw,100720
305,1,X,100720
305,1,Y,100720
306,1,Ad,0
306,1,Aw,100655
306,1,X,100655
306,1,Y,100655
307,1,Ad,0
307,1,Aw,100516
307,1,X,100516
307,1,Y,100516
308,1,Ad,0
308,1,Aw,100679
308,1,X,100679
308,1,Y,100679
309,1,Ad,0
309,1,Aw,100740
309,1,X,100740
309,1,Y,100740
310,1,Ad,0
310,1,Aw,100875
310,1,X,100875
310,1,Y,100875
311,1,Ad,0
311,1,Aw,100773
311,1,X,100773
311,1,Y,100773
312,1,Ad,0
312,1,Aw,100650
312,1,X,100650
312,1,Y,100650
313,1,Ad,0
313,1,Aw,100463
313,1,X,100463
313,1,Y,100463
314,1,Ad,0
314,1,Aw,100435
314,1,X,100435
314,1,Y,100435
315,1,Ad,0
315,1,Aw,100508
315,1,X,100508
315,1,Y,100508
316,1,Ad,0
316,1,Aw,100588
316,1,X,100588
316,1,Y,100588
317,1,Ad,0
317,1,Aw,100595
317,1,X,100595
317,1,Y,100595
318,1,Ad,0
318,1,Aw,100475
318,1,X,100475
318,1,Y,100475
319,1,Ad,0
319,1,Aw,100407
319,1,X,100407
319,1,Y,100407
320,1,Ad,0
320,1,Aw,100584
320,1,X,100584
320,1,Y,100584
321,1,Ad,0
321,1,Aw,100578
321,1,X,100578
321,1,Y,100578
322,1,Ad,0
322,1,Aw,100876
322,1,X,100876
322,1,Y,100876
323,1,Ad,0
323,1,Aw,100930
323,1,X,100930
323,1,Y,100930
324,1,Ad,0
324,1,Aw,100897
324,1,X,100897
324,1,Y,100897
325,1,Ad,0
325,1,Aw,100883
325,1,X,100883
325,1,Y,100883
326,1,Ad,0
326,1,Aw,100835
326,1,X,100835
326,1,Y,100835
327,1,Ad,0
327,1,Aw,101186
327,1,X,101186
327,1,Y,101186
328,1,Ad,0
328,1,Aw,101140
328,1,X,101140
328,1,Y,101140
329,1,Ad,0
329,1,Aw,101163
329,1,X,101163
329,1,Y,101163
330,1,Ad,0
330,1,Aw,101181
330,1,X,101181
330,1,Y,101181
331,1,Ad,0
331,1,Aw,100898
331,1,X,100898
331,1,Y,100898
332,1,Ad,0
332,1,Aw,100860
332,1,X,100860
332,1,Y,100860
333,1,Ad,0
333,1,Aw,100871
333,1,X,100871
333,1,Y,100871
334,1,Ad,0
334,1,Aw,101117
334,1,X,101117
334,1,Y,101117
335,1,Ad,0
335,1,Aw,101421
335,1,X,101421
335,1,Y,101421
336,1,Ad,0
336,1,Aw,101458
336,1,X,101458
336,1,Y,101458
337,1,Ad,0
337,1,Aw,101189
337,1,X,101189
337,1,Y,101189
338,1,Ad,0
338,1,Aw,100838
338,1,X,100838
338,1,Y,100838
339,1,Ad,0
339,1,Aw,100871
339,1,X,100871
339,1,Y,100871
340,1,Ad,0
340,1,Aw,101091
340,1,X,101091
340,1,Y,101091
341,1,Ad,0
341,1,Aw,101272
341,1,X,101272
341,1,Y,101272
342,1,Ad,0
342,1,Aw,101209
342,1,X,101209
342,1,Y,101209
343,1,Ad,0
343,1,Aw,100981
343,1,X,100981
343,1,Y,100981
344,1,Ad,0
344,1,Aw,101025
344,1,X,101025
344,1,Y,101025
345,1,Ad,0
345,1,Aw,101260
345,1,X,101260
345,1,Y,101260
346,1,Ad,0
346,1,Aw,101529
346,1,X,101529
346,1,Y,101529
347,1,Ad,0
347,1,Aw,101191
347,1,X,101191
347,1,Y,101191
348,1,Ad,0
348,1,Aw,100981
348,1,X,100981
348,1,Y,100981
349,1,Ad,0
