Time,NodeID,Species,MicrosporidiaStrain,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,MicrosporidiaModifier
89,340461476,arabiensis,Strain_A,44204,1602,17892,24710,57680,51472,380311,1148246,1.42222
89,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.42222
89,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.42222
90,340461476,arabiensis,NoMicrosporidia,606,23,275,308,1260,7642,177323,517868,1.5625
90,340461476,arabiensis,Strain_A,43876,2349,17657,23870,57297,50458,376158,1295172,1.5625
90,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.5625
90,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.5625
91,340461476,arabiensis,NoMicrosporidia,727,27,338,362,1624,10182,178966,661216,1.5375
91,340461476,arabiensis,Strain_A,43430,2570,17589,23271,56980,47182,385063,1585664,1.5375
91,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.5375
91,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.5375
92,340461476,arabiensis,NoMicrosporidia,912,20,423,469,2034,12388,180894,581372,1.41875
92,340461476,arabiensis,Strain_A,42943,2214,18398,22331,56446,43609,393740,1157108,1.41875
92,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.41875
92,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.41875
93,340461476,arabiensis,NoMicrosporidia,1127,24,539,564,2446,14795,185488,662028,1.34583
93,340461476,arabiensis,Strain_A,42742,2398,18372,21972,56019,41058,397509,1176132,1.34583
93,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.34583
93,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.34583
94,340461476,arabiensis,NoMicrosporidia,1529,20,667,842,3215,16022,192795,832439,1.25208
94,340461476,arabiensis,Strain_A,42396,2646,18414,21336,55629,39416,400017,1277401,1.25208
94,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.25208
94,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.25208
95,340461476,arabiensis,NoMicrosporidia,2030,19,908,1103,4238,17915,201228,658767,1.33542
95,340461476,arabiensis,Strain_A,41543,2819,18493,20231,54574,41964,398628,1140433,1.33542
95,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.33542
95,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.33542
96,340461476,arabiensis,NoMicrosporidia,2499,17,1200,1282,5181,18484,208699,618321,1.40417
96,340461476,arabiensis,Strain_A,40502,3047,18210,19245,53036,42310,404341,1182959,1.40417
96,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.40417
96,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.40417
97,340461476,arabiensis,NoMicrosporidia,2982,23,1427,1532,6149,18180,212180,683955,1.425
97,340461476,arabiensis,Strain_A,39897,3272,17577,19048,51909,42764,407407,1339405,1.425
97,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.425
97,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.425
98,340461476,arabiensis,NoMicrosporidia,3456,20,1726,1710,6977,13224,219709,714029,1.29167
98,340461476,arabiensis,Strain_A,39272,3471,17223,18578,51081,30832,423115,1119051,1.29167
98,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.29167
98,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.29167
99,340461476,arabiensis,NoMicrosporidia,4215,38,2063,2114,8167,12155,220544,704664,1.29792
99,340461476,arabiensis,Strain_A,39912,4138,16335,19439,51333,31449,410654,1086576,1.29792
99,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.29792
99,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.29792
100,340461476,arabiensis,NoMicrosporidia,4580,50,2523,2007,8878,11907,229598,665079,1.44583
100,340461476,arabiensis,Strain_A,39269,4167,16557,18545,50673,31441,414227,1265761,1.44583
100,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.44583
100,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.44583
101,340461476,arabiensis,NoMicrosporidia,4841,67,2734,2040,9305,12944,229297,609914,1.49583
101,340461476,arabiensis,Strain_A,38956,4266,16112,18578,50242,30298,416496,1220086,1.49583
101,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.49583
101,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.49583
102,340461476,arabiensis,NoMicrosporidia,4190,87,2870,1233,8067,15921,229929,663927,1.40417
102,340461476,arabiensis,Strain_A,33972,4304,15795,13873,45817,38252,419237,1127153,1.40417
102,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.40417
102,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.40417
103,340461476,arabiensis,NoMicrosporidia,4495,98,2729,1668,8799,17719,231830,822266,1.33125
103,340461476,arabiensis,Strain_A,34862,4378,13442,17042,45964,35633,420916,1230094,1.33125
103,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.33125
103,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.33125
104,340461476,arabiensis,NoMicrosporidia,4669,133,2849,1687,9108,19131,237873,681106,1.41667
104,340461476,arabiensis,Strain_A,34349,4394,13293,16662,45430,34884,421501,1145934,1.41667
104,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.41667
104,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.41667
105,340461476,arabiensis,NoMicrosporidia,5015,174,2910,1931,9719,18843,240184,711944,1.37917
105,340461476,arabiensis,Strain_A,34066,4430,12756,16880,44782,35184,421847,1117616,1.37917
105,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.37917
105,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.37917
106,340461476,arabiensis,NoMicrosporidia,5181,237,2903,2041,9922,19437,244048,567926,1.30417
106,340461476,arabiensis,Strain_A,33943,4447,12208,17288,44406,37120,419472,813674,1.30417
106,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.30417
106,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.30417
107,340461476,arabiensis,NoMicrosporidia,5782,287,2866,2629,10750,18657,250976,804781,1.27292
107,340461476,arabiensis,Strain_A,33587,4380,11634,17573,43797,39290,418385,1075059,1.27292
107,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.27292
107,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.27292
108,340461476,arabiensis,NoMicrosporidia,6167,323,2992,2852,11467,18779,258263,721382,1.35
108,340461476,arabiensis,Strain_A,33283,4335,11046,17902,43167,40620,416141,1057338,1.35
108,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.35
108,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.35
109,340461476,arabiensis,NoMicrosporidia,6228,387,3017,2824,11698,20275,261466,557643,1.46875
109,340461476,arabiensis,Strain_A,33274,4337,10415,18522,42910,41274,415811,942197,1.46875
109,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.46875
109,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.46875
110,340461476,arabiensis,NoMicrosporidia,6399,463,2916,3020,11884,22168,259751,729322,1.38125
110,340461476,arabiensis,Strain_A,33859,4341,9815,19703,43295,40489,416913,1102558,1.38125
110,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.38125
110,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.38125
111,340461476,arabiensis,NoMicrosporidia,6528,542,2844,3142,11951,23759,262690,814841,1.275
111,340461476,arabiensis,Strain_A,34162,4421,9317,20424,43711,40708,417122,1001639,1.275
111,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.275
111,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.275
112,340461476,arabiensis,NoMicrosporidia,6854,587,2786,3481,12452,23830,271068,683690,1.35417
112,340461476,arabiensis,Strain_A,34374,4336,8913,21125,44064,40977,413487,932230,1.35417
112,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.35417
112,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.35417
113,340461476,arabiensis,NoMicrosporidia,7250,582,2773,3895,13069,23111,275531,705657,1.4375
113,340461476,arabiensis,Strain_A,34591,4222,8419,21950,44089,41574,411281,1108943,1.4375
113,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.4375
113,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.4375
114,340461476,arabiensis,NoMicrosporidia,7691,565,2800,4326,13920,21775,276335,759939,1.42708
114,340461476,arabiensis,Strain_A,34841,3687,8363,22791,44234,39395,414115,1131301,1.42708
114,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.42708
114,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.42708
115,340461476,arabiensis,NoMicrosporidia,7982,615,2792,4575,14691,22433,275686,674425,1.47917
115,340461476,arabiensis,Strain_A,35677,3707,7839,24131,44514,39162,412018,1054935,1.47917
115,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.47917
115,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.47917
116,340461476,arabiensis,NoMicrosporidia,8138,630,2781,4727,14838,22140,275973,755668,1.45
116,340461476,arabiensis,Strain_A,36132,3625,7471,25036,44881,38778,412434,1135932,1.45
116,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.45
116,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.45
117,340461476,arabiensis,NoMicrosporidia,8194,637,2761,4796,14886,21877,277249,778643,1.49167
117,340461476,arabiensis,Strain_A,36413,3481,7130,25802,45233,39009,411541,1215877,1.49167
117,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.49167
117,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.49167
118,340461476,arabiensis,NoMicrosporidia,8160,657,2728,4775,14810,22825,276327,744844,1.50208
118,340461476,arabiensis,Strain_A,35768,3423,6888,25457,44623,40505,411168,1136876,1.50208
118,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.50208
118,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.50208
119,340461476,arabiensis,NoMicrosporidia,8539,700,2694,5145,15499,23150,275504,798498,1.5
119,340461476,arabiensis,Strain_A,36229,3286,6467,26476,44725,39757,411033,1238062,1.5
119,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.5
119,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.5
120,340461476,arabiensis,NoMicrosporidia,8634,729,2683,5222,15537,31516,267429,911721,1.35
120,340461476,arabiensis,Strain_A,36200,3061,6421,26718,44736,52093,398681,1157959,1.35
120,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.35
120,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.35
121,340461476,arabiensis,NoMicrosporidia,8748,737,2745,5266,15530,33342,258689,852777,1.38125
121,340461476,arabiensis,Strain_A,36185,2983,6272,26930,45031,51664,380596,1111583,1.38125
121,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.38125
121,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.38125
122,340461476,arabiensis,NoMicrosporidia,8949,772,2741,5436,15853,34767,242472,837646,1.37917
122,340461476,arabiensis,Strain_A,36359,2859,6285,27215,45186,51368,355780,1095034,1.37917
122,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.37917
122,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.37917
123,340461476,arabiensis,NoMicrosporidia,9190,759,2907,5524,16443,34823,229013,880573,1.4875
123,340461476,arabiensis,Strain_A,36408,2779,6433,27196,45034,51572,332640,1279107,1.4875
123,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.4875
123,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.4875
124,340461476,arabiensis,NoMicrosporidia,10837,729,3120,6988,19252,29311,215573,811297,1.48889
124,340461476,arabiensis,Strain_A,41832,2664,6627,32541,49352,43532,311586,1194103,1.48889
124,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.48889
124,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.48889
125,340461476,arabiensis,NoMicrosporidia,11178,741,3633,6804,19031,29164,202000,850199,1.40833
125,340461476,arabiensis,Strain_A,41703,2472,8168,31063,50101,43792,291470,1124321,1.40833
125,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.40833
125,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.40833
126,340461476,arabiensis,NoMicrosporidia,11416,728,3915,6773,19794,29944,190369,906700,1.45625
126,340461476,arabiensis,Strain_A,41549,2363,8463,30723,50022,43300,274527,1259380,1.45625
126,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.45625
126,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.45625
127,340461476,arabiensis,NoMicrosporidia,11731,705,4223,6803,20112,30305,179270,940394,1.33125
127,340461476,arabiensis,Strain_A,41585,2294,8804,30487,50159,42855,258604,1110206,1.33125
127,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.33125
127,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.33125
128,340461476,arabiensis,NoMicrosporidia,11625,704,4684,6237,20211,30580,171890,1217159,1.41042
128,340461476,arabiensis,Strain_A,41338,2191,9319,29828,50156,42772,242368,1567161,1.41042
128,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.41042
128,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.41042
129,340461476,arabiensis,NoMicrosporidia,11923,682,4980,6261,20466,30011,163968,991034,1.39722
129,340461476,arabiensis,Strain_A,41485,2142,9666,29677,50285,42138,228315,1235646,1.39722
129,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.39722
129,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.39722
130,340461476,arabiensis,NoMicrosporidia,12302,685,5345,6272,21153,28823,156211,997713,1.37083
130,340461476,arabiensis,Strain_A,41475,2015,10343,29117,50046,42749,214504,1191647,1.37083
130,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.37083
130,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.37083
131,340461476,arabiensis,NoMicrosporidia,12586,710,5930,5946,21578,28089,150029,1208104,1.37083
131,340461476,arabiensis,Strain_A,41252,1982,10976,28294,50078,42656,202099,1438856,1.37083
131,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.37083
131,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.37083
132,340461476,arabiensis,NoMicrosporidia,12668,690,6276,5702,21564,19882,152656,1052560,1.32917
132,340461476,arabiensis,Strain_A,41181,1953,11523,27705,50142,30236,202308,1193480,1.32917
132,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.32917
132,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.32917
133,340461476,arabiensis,NoMicrosporidia,12743,705,6593,5445,21573,19754,138725,1213867,1.13542
133,340461476,arabiensis,Strain_A,40898,1941,12154,26803,49914,30509,180241,1052333,1.13542
133,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.13542
133,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.13542
134,340461476,arabiensis,NoMicrosporidia,12925,758,6983,5184,21725,19734,137955,1305017,1.24167
134,340461476,arabiensis,Strain_A,40742,1968,12570,26204,49857,30571,168904,1284183,1.24167
134,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.24167
134,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.24167
135,340461476,arabiensis,NoMicrosporidia,13202,804,7368,5030,21797,19794,134928,1198016,1.16458
135,340461476,arabiensis,Strain_A,40529,1976,13136,25417,49732,30619,158861,1064824,1.16458
135,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.16458
135,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.16458
136,340461476,arabiensis,NoMicrosporidia,11459,908,7590,2961,19162,23611,134825,1201125,1.16875
136,340461476,arabiensis,Strain_A,35190,2309,13309,19572,45619,35083,153048,1073195,1.16875
136,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.16875
136,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.16875
137,340461476,arabiensis,NoMicrosporidia,11653,793,7132,3728,19697,20507,133565,1343382,1.13958
137,340461476,arabiensis,Strain_A,35412,1976,12066,21370,45018,29315,146971,1132698,1.13958
137,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.13958
137,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.13958
138,340461476,arabiensis,NoMicrosporidia,11744,846,7375,3523,19856,17716,130597,1200004,1.175
138,340461476,arabiensis,Strain_A,35298,2048,12571,20679,44884,24304,139630,1059476,1.175
138,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.175
138,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.175
139,340461476,arabiensis,NoMicrosporidia,12021,899,7587,3535,20011,11083,132034,1325201,0.998393
139,340461476,arabiensis,Strain_A,35053,2078,13027,19948,44803,14448,138550,914439,0.998393
139,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.998393
139,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.998393
140,340461476,arabiensis,NoMicrosporidia,11762,1023,7579,3160,19755,9512,126353,883096,1.13958
140,340461476,arabiensis,Strain_A,33680,2134,13388,18158,43444,12886,127733,748984,1.13958
140,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.13958
140,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.13958
141,340461476,arabiensis,NoMicrosporidia,11109,1027,7546,2536,18901,9039,124958,1190661,1.10208
141,340461476,arabiensis,Strain_A,31496,2246,13148,16102,41310,12743,122582,948499,1.10208
141,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.10208
141,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.10208
142,340461476,arabiensis,NoMicrosporidia,10595,1119,7243,2233,18213,9122,122510,1184460,1.13333
142,340461476,arabiensis,Strain_A,29758,2345,12620,14793,39460,12589,116664,974020,1.13333
142,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.13333
142,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.13333
143,340461476,arabiensis,NoMicrosporidia,9204,1243,6882,1079,16300,11479,120823,894588,1.25625
143,340461476,arabiensis,Strain_A,25991,2477,11931,11583,35964,15908,111938,853092,1.25625
143,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.25625
143,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.25625
144,340461476,arabiensis,NoMicrosporidia,8752,1322,5992,1438,15830,11755,117617,991787,1.21042
144,340461476,arabiensis,Strain_A,24821,2596,10308,11917,34154,15529,108166,898973,1.21042
144,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.21042
144,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.21042
145,340461476,arabiensis,NoMicrosporidia,8261,1406,5552,1303,15147,11890,115194,990439,1.11458
145,340461476,arabiensis,Strain_A,23382,2715,9833,10834,32664,15297,104675,784801,1.11458
145,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.11458
145,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.11458
146,340461476,arabiensis,NoMicrosporidia,8029,1206,5499,1324,14716,11691,113601,848473,1.08333
146,340461476,arabiensis,Strain_A,22264,2357,9748,10159,31334,14897,100730,637567,1.08333
146,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.08333
146,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.08333
147,340461476,arabiensis,NoMicrosporidia,7746,1279,5169,1298,14193,8426,115941,717675,1.08125
147,340461476,arabiensis,Strain_A,21296,2419,9334,9543,30052,10455,100751,547365,1.08125
147,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.08125
147,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.08125
148,340461476,arabiensis,NoMicrosporidia,7491,1330,4813,1348,13885,8290,110539,779315,1.22292
148,340461476,arabiensis,Strain_A,20221,2520,8915,8786,28944,10211,94301,708405,1.22292
148,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.22292
148,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.22292
149,340461476,arabiensis,NoMicrosporidia,7377,1382,4649,1346,13452,8330,108743,720960,1.10625
149,340461476,arabiensis,Strain_A,19428,2606,8584,8238,27869,9997,92180,552400,1.10625
149,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.10625
149,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.10625
150,340461476,arabiensis,NoMicrosporidia,7167,1251,4667,1249,13072,6661,109528,590155,1.24583
150,340461476,arabiensis,Strain_A,18668,2282,8623,7763,26701,7755,91587,548085,1.24583
150,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.24583
150,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.24583
151,340461476,arabiensis,NoMicrosporidia,6222,1590,4131,501,11631,9594,104161,729125,1.07083
151,340461476,arabiensis,Strain_A,16189,2779,7842,5568,24358,10164,87788,534035,1.07083
151,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.07083
151,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.07083
152,340461476,arabiensis,NoMicrosporidia,6223,1397,3746,1080,11555,9764,98183,656484,1.05417
152,340461476,arabiensis,Strain_A,15729,2449,6979,6301,23229,9922,81244,458276,1.05417
152,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.05417
152,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.05417
153,340461476,arabiensis,NoMicrosporidia,6097,1391,3644,1062,11296,10086,92827,605084,1.06667
153,340461476,arabiensis,Strain_A,15256,2525,6727,6004,22372,9522,75666,433476,1.06667
153,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.06667
153,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.06667
154,340461476,arabiensis,NoMicrosporidia,5570,1359,3526,685,10483,10988,87896,655803,1.04792
154,340461476,arabiensis,Strain_A,13830,2461,6515,4854,20889,10065,70949,457517,1.04792
154,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.04792
154,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.04792
155,340461476,arabiensis,NoMicrosporidia,5696,1352,3160,1184,10565,10120,83079,426884,1.11875
155,340461476,arabiensis,Strain_A,13478,2359,5916,5203,19976,9131,66271,328636,1.11875
155,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.11875
155,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.11875
156,340461476,arabiensis,NoMicrosporidia,5608,1300,3264,1044,10490,9558,78011,491814,1.23958
156,340461476,arabiensis,Strain_A,13177,2273,5853,5051,19396,8420,61934,437066,1.23958
156,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.23958
156,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.23958
157,340461476,arabiensis,NoMicrosporidia,5622,1138,3331,1153,10571,8328,73093,611138,0.964643
157,340461476,arabiensis,Strain_A,12654,1973,6002,4679,18607,6865,58882,368302,0.964643
157,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.964643
157,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.964643
158,340461476,arabiensis,NoMicrosporidia,5603,1102,3362,1139,10362,8155,68927,375347,0.979107
158,340461476,arabiensis,Strain_A,12155,1917,5896,4342,17858,6713,54346,231533,0.979107
158,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.979107
158,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.979107
159,340461476,arabiensis,NoMicrosporidia,5511,1063,3347,1101,10146,8191,65752,534027,0.914018
159,340461476,arabiensis,Strain_A,11487,1893,5585,4009,16969,6576,51006,295533,0.914018
159,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.914018
159,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.914018
160,340461476,arabiensis,NoMicrosporidia,5497,1007,3386,1104,9901,8052,63011,560264,0.967857
160,340461476,arabiensis,Strain_A,10920,1820,5244,3856,16262,6459,47422,333896,0.967857
160,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.967857
160,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.967857
161,340461476,arabiensis,NoMicrosporidia,5339,971,3419,949,9523,6012,62507,405648,0.941339
161,340461476,arabiensis,Strain_A,10148,1791,5002,3355,15241,5031,46186,225992,0.941339
161,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.941339
161,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.941339
162,340461476,arabiensis,NoMicrosporidia,5269,969,3263,1037,9384,5733,57293,477929,0.936518
162,340461476,arabiensis,Strain_A,9681,1745,4478,3458,14591,4963,41466,264751,0.936518
162,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.936518
162,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.936518
163,340461476,arabiensis,NoMicrosporidia,5166,816,3347,1003,9244,5576,55361,487162,0.953393
163,340461476,arabiensis,Strain_A,9266,1499,4434,3333,13938,4997,38760,273078,0.953393
163,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.953393
163,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.953393
164,340461476,arabiensis,NoMicrosporidia,5096,771,3314,1011,9099,5536,52684,391655,0.918036
164,340461476,arabiensis,Strain_A,8941,1454,4250,3237,13403,4876,36085,199545,0.918036
164,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.918036
164,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.918036
165,340461476,arabiensis,NoMicrosporidia,4427,751,3279,397,8142,7167,50577,385307,0.959821
165,340461476,arabiensis,Strain_A,7809,1468,4019,2322,12244,5997,33658,210573,0.959821
165,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.959821
165,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.959821
