Time,NodeID,Gender,NumIndividuals,NumInfected,NodeProp=DiscoMatangaStatus
912.5,4,F,0,0,OPEN
912.5,3,M,0,0,OPEN
912.5,3,F,0,0,OPEN
912.5,2,M,0,0,OPEN
912.5,2,F,0,0,OPEN
912.5,1,M,10985,1632,OPEN
912.5,1,F,11091,1610,OPEN
919.519,11,M,0,0,OPEN
919.519,11,F,0,0,OPEN
919.519,10,M,0,0,OPEN
919.519,10,F,0,0,OPEN
919.519,9,M,0,0,OPEN
919.519,9,F,0,0,OPEN
919.519,8,M,0,0,OPEN
919.519,8,F,0,0,OPEN
919.519,7,M,0,0,OPEN
919.519,7,F,0,0,OPEN
919.519,6,M,0,0,OPEN
919.519,6,F,0,0,OPEN
919.519,5,M,0,0,OPEN
919.519,5,F,0,0,OPEN
919.519,4,M,0,0,OPEN
919.519,4,F,0,0,OPEN
919.519,3,M,0,0,OPEN
919.519,3,F,0,0,OPEN
919.519,2,M,0,0,OPEN
919.519,2,F,0,0,OPEN
919.519,1,M,10997,1641,OPEN
919.519,1,F,11103,1620,OPEN
926.538,11,M,0,0,OPEN
926.538,11,F,0,0,OPEN
926.538,10,M,0,0,OPEN
926.538,10,F,0,0,OPEN
926.538,9,M,0,0,OPEN
926.538,9,F,0,0,OPEN
926.538,8,M,0,0,OPEN
926.538,8,F,0,0,OPEN
926.538,7,M,0,0,OPEN
926.538,7,F,0,0,OPEN
926.538,6,M,0,0,OPEN
926.538,6,F,0,0,OPEN
926.538,5,M,0,0,OPEN
926.538,5,F,0,0,OPEN
926.538,4,M,0,0,OPEN
926.538,4,F,0,0,OPEN
926.538,3,M,0,0,OPEN
926.538,3,F,0,0,OPEN
926.538,2,M,0,0,OPEN
926.538,2,F,0,0,OPEN
926.538,1,M,10999,1651,OPEN
926.538,1,F,11106,1626,OPEN
933.557,11,M,0,0,OPEN
933.557,11,F,0,0,OPEN
933.557,10,M,0,0,OPEN
933.557,10,F,0,0,OPEN
933.557,9,M,0,0,OPEN
933.557,9,F,0,0,OPEN
933.557,8,M,0,0,OPEN
933.557,8,F,0,0,OPEN
933.557,7,M,0,0,OPEN
933.557,7,F,0,0,OPEN
933.557,6,M,0,0,OPEN
933.557,6,F,0,0,OPEN
933.557,5,M,0,0,OPEN
933.557,5,F,0,0,OPEN
933.557,4,M,0,0,OPEN
933.557,4,F,0,0,OPEN
933.557,3,M,0,0,OPEN
933.557,3,F,0,0,OPEN
933.557,2,M,0,0,OPEN
933.557,2,F,0,0,OPEN
933.557,1,M,11009,1659,OPEN
933.557,1,F,11116,1629,OPEN
940.576,11,M,0,0,OPEN
940.576,11,F,0,0,OPEN
940.576,10,M,0,0,OPEN
940.576,10,F,0,0,OPEN
940.576,9,M,0,0,OPEN
940.576,9,F,0,0,OPEN
940.576,8,M,0,0,OPEN
940.576,8,F,0,0,OPEN
940.576,7,M,0,0,OPEN
940.576,7,F,0,0,OPEN
940.576,6,M,0,0,OPEN
940.576,6,F,0,0,OPEN
940.576,5,M,0,0,OPEN
940.576,5,F,0,0,OPEN
940.576,4,M,0,0,OPEN
940.576,4,F,0,0,OPEN
940.576,3,M,0,0,OPEN
940.576,3,F,0,0,OPEN
940.576,2,M,0,0,OPEN
940.576,2,F,0,0,OPEN
940.576,1,M,11013,1664,OPEN
940.576,1,F,11126,1641,OPEN
947.596,11,M,0,0,OPEN
947.596,11,F,0,0,OPEN
947.596,10,M,0,0,OPEN
947.596,10,F,0,0,OPEN
947.596,9,M,0,0,OPEN
947.596,9,F,0,0,OPEN
947.596,8,M,0,0,OPEN
947.596,8,F,0,0,OPEN
947.596,7,M,0,0,OPEN
947.596,7,F,0,0,OPEN
947.596,6,M,0,0,OPEN
947.596,6,F,0,0,OPEN
947.596,5,M,0,0,OPEN
947.596,5,F,0,0,OPEN
947.596,4,M,0,0,OPEN
947.596,4,F,0,0,OPEN
947.596,3,M,0,0,OPEN
947.596,3,F,0,0,OPEN
947.596,2,M,0,0,OPEN
947.596,2,F,0,0,OPEN
947.596,1,M,11021,1668,OPEN
947.596,1,F,11131,1646,OPEN
954.615,11,M,0,0,OPEN
954.615,11,F,0,0,OPEN
954.615,10,M,0,0,OPEN
954.615,10,F,0,0,OPEN
954.615,9,M,0,0,OPEN
954.615,9,F,0,0,OPEN
954.615,8,M,0,0,OPEN
954.615,8,F,0,0,OPEN
954.615,7,M,0,0,OPEN
954.615,7,F,0,0,OPEN
954.615,6,M,0,0,OPEN
954.615,6,F,0,0,OPEN
954.615,5,M,0,0,OPEN
954.615,5,F,0,0,OPEN
954.615,4,M,0,0,OPEN
954.615,4,F,0,0,OPEN
954.615,3,M,0,0,OPEN
954.615,3,F,0,0,OPEN
954.615,2,M,0,0,OPEN
954.615,2,F,0,0,OPEN
954.615,1,M,11029,1674,OPEN
954.615,1,F,11140,1659,OPEN
961.634,11,M,0,0,OPEN
961.634,11,F,0,0,OPEN
961.634,10,M,0,0,OPEN
961.634,10,F,0,0,OPEN
961.634,9,M,0,0,OPEN
961.634,9,F,0,0,OPEN
961.634,8,M,0,0,OPEN
961.634,8,F,0,0,OPEN
961.634,7,M,0,0,OPEN
961.634,7,F,0,0,OPEN
961.634,6,M,0,0,OPEN
961.634,6,F,0,0,OPEN
961.634,5,M,0,0,OPEN
961.634,5,F,0,0,OPEN
961.634,4,M,0,0,OPEN
961.634,4,F,0,0,OPEN
961.634,3,M,0,0,OPEN
961.634,3,F,0,0,OPEN
961.634,2,M,0,0,OPEN
961.634,2,F,0,0,OPEN
961.634,1,M,11035,1674,OPEN
961.634,1,F,11151,1665,OPEN
968.653,11,M,0,0,OPEN
968.653,11,F,0,0,OPEN
968.653,10,M,0,0,OPEN
968.653,10,F,0,0,OPEN
968.653,9,M,0,0,OPEN
968.653,9,F,0,0,OPEN
968.653,8,M,0,0,OPEN
968.653,8,F,0,0,OPEN
968.653,7,M,0,0,OPEN
968.653,7,F,0,0,OPEN
968.653,6,M,0,0,OPEN
968.653,6,F,0,0,OPEN
968.653,5,M,0,0,OPEN
968.653,5,F,0,0,OPEN
968.653,4,M,0,0,OPEN
968.653,4,F,0,0,OPEN
968.653,3,M,0,0,OPEN
968.653,3,F,0,0,OPEN
968.653,2,M,0,0,OPEN
968.653,2,F,0,0,OPEN
968.653,1,M,11047,1678,OPEN
968.653,1,F,11167,1670,OPEN
975.673,11,M,0,0,OPEN
975.673,11,F,0,0,OPEN
975.673,10,M,0,0,OPEN
975.673,10,F,0,0,OPEN
975.673,9,M,0,0,OPEN
975.673,9,F,0,0,OPEN
975.673,8,M,0,0,OPEN
975.673,8,F,0,0,OPEN
975.673,7,M,0,0,OPEN
975.673,7,F,0,0,OPEN
975.673,6,M,0,0,OPEN
975.673,6,F,0,0,OPEN
975.673,5,M,0,0,OPEN
975.673,5,F,0,0,OPEN
975.673,4,M,0,0,OPEN
975.673,4,F,0,0,OPEN
975.673,3,M,0,0,OPEN
975.673,3,F,0,0,OPEN
975.673,2,M,0,0,OPEN
975.673,2,F,0,0,OPEN
975.673,1,M,11058,1688,OPEN
975.673,1,F,11175,1676,OPEN
982.692,11,M,0,0,OPEN
982.692,11,F,0,0,OPEN
982.692,10,M,0,0,OPEN
982.692,10,F,0,0,OPEN
982.692,9,M,0,0,OPEN
982.692,9,F,0,0,OPEN
982.692,8,M,0,0,OPEN
982.692,8,F,0,0,OPEN
982.692,7,M,0,0,OPEN
982.692,7,F,0,0,OPEN
982.692,6,M,0,0,OPEN
982.692,6,F,0,0,OPEN
982.692,5,M,0,0,OPEN
982.692,5,F,0,0,OPEN
982.692,4,M,0,0,OPEN
982.692,4,F,0,0,OPEN
982.692,3,M,0,0,OPEN
982.692,3,F,0,0,OPEN
982.692,2,M,0,0,OPEN
982.692,2,F,0,0,OPEN
982.692,1,M,11072,1693,OPEN
982.692,1,F,11185,1682,OPEN
989.711,11,M,0,0,OPEN
989.711,11,F,0,0,OPEN
989.711,10,M,0,0,OPEN
989.711,10,F,0,0,OPEN
989.711,9,M,0,0,OPEN
989.711,9,F,0,0,OPEN
989.711,8,M,0,0,OPEN
989.711,8,F,0,0,OPEN
989.711,7,M,0,0,OPEN
989.711,7,F,0,0,OPEN
989.711,6,M,0,0,OPEN
989.711,6,F,0,0,OPEN
989.711,5,M,0,0,OPEN
989.711,5,F,0,0,OPEN
989.711,4,M,0,0,OPEN
989.711,4,F,0,0,OPEN
989.711,3,M,0,0,OPEN
989.711,3,F,0,0,OPEN
989.711,2,M,0,0,OPEN
989.711,2,F,0,0,OPEN
989.711,1,M,11074,1699,OPEN
989.711,1,F,11190,1690,OPEN
996.73,11,M,0,0,OPEN
996.73,11,F,0,0,OPEN
996.73,10,M,0,0,OPEN
996.73,10,F,0,0,OPEN
996.73,9,M,0,0,OPEN
996.73,9,F,0,0,OPEN
996.73,8,M,0,0,OPEN
996.73,8,F,0,0,OPEN
996.73,7,M,0,0,OPEN
996.73,7,F,0,0,OPEN
996.73,6,M,0,0,OPEN
996.73,6,F,0,0,OPEN
996.73,5,M,0,0,OPEN
996.73,5,F,0,0,OPEN
996.73,4,M,0,0,OPEN
996.73,4,F,0,0,OPEN
996.73,3,M,0,0,OPEN
996.73,3,F,0,0,OPEN
996.73,2,M,0,0,OPEN
996.73,2,F,0,0,OPEN
996.73,1,M,11081,1702,OPEN
996.73,1,F,11199,1694,OPEN
1003.75,11,M,0,0,OPEN
1003.75,11,F,0,0,OPEN
1003.75,10,M,0,0,OPEN
1003.75,10,F,0,0,OPEN
1003.75,9,M,0,0,OPEN
1003.75,9,F,0,0,OPEN
1003.75,8,M,0,0,OPEN
1003.75,8,F,0,0,OPEN
1003.75,7,M,0,0,OPEN
1003.75,7,F,0,0,OPEN
1003.75,6,M,0,0,OPEN
1003.75,6,F,0,0,OPEN
1003.75,5,M,0,0,OPEN
1003.75,5,F,0,0,OPEN
1003.75,4,M,0,0,OPEN
1003.75,4,F,0,0,OPEN
1003.75,3,M,0,0,OPEN
1003.75,3,F,0,0,OPEN
1003.75,2,M,0,0,OPEN
1003.75,2,F,0,0,OPEN
1003.75,1,M,11088,1704,OPEN
1003.75,1,F,11213,1698,OPEN
1010.77,11,M,0,0,OPEN
1010.77,11,F,0,0,OPEN
1010.77,10,M,0,0,OPEN
1010.77,10,F,0,0,OPEN
1010.77,9,M,0,0,OPEN
1010.77,9,F,0,0,OPEN
1010.77,8,M,0,0,OPEN
1010.77,8,F,0,0,OPEN
1010.77,7,M,0,0,OPEN
1010.77,7,F,0,0,OPEN
1010.77,6,M,0,0,OPEN
1010.77,6,F,0,0,OPEN
1010.77,5,M,0,0,OPEN
1010.77,5,F,0,0,OPEN
1010.77,4,M,0,0,OPEN
1010.77,4,F,0,0,OPEN
1010.77,3,M,0,0,OPEN
1010.77,3,F,0,0,OPEN
1010.77,2,M,0,0,OPEN
1010.77,2,F,0,0,OPEN
1010.77,1,M,11099,1712,OPEN
1010.77,1,F,11219,1706,OPEN
1017.79,11,M,0,0,OPEN
1017.79,11,F,0,0,OPEN
1017.79,10,M,0,0,OPEN
1017.79,10,F,0,0,OPEN
1017.79,9,M,0,0,OPEN
1017.79,9,F,0,0,OPEN
1017.79,8,M,0,0,OPEN
1017.79,8,F,0,0,OPEN
1017.79,7,M,0,0,OPEN
1017.79,7,F,0,0,OPEN
1017.79,6,M,0,0,OPEN
1017.79,6,F,0,0,OPEN
1017.79,5,M,0,0,OPEN
1017.79,5,F,0,0,OPEN
1017.79,4,M,0,0,OPEN
1017.79,4,F,0,0,OPEN
1017.79,3,M,0,0,OPEN
1017.79,3,F,0,0,OPEN
1017.79,2,M,0,0,OPEN
1017.79,2,F,0,0,OPEN
1017.79,1,M,11106,1717,OPEN
1017.79,1,F,11228,1710,OPEN
1024.81,11,M,0,0,OPEN
1024.81,11,F,0,0,OPEN
1024.81,10,M,0,0,OPEN
1024.81,10,F,0,0,OPEN
1024.81,9,M,0,0,OPEN
1024.81,9,F,0,0,OPEN
1024.81,8,M,0,0,OPEN
1024.81,8,F,0,0,OPEN
1024.81,7,M,0,0,OPEN
1024.81,7,F,0,0,OPEN
1024.81,6,M,0,0,OPEN
1024.81,6,F,0,0,OPEN
1024.81,5,M,0,0,OPEN
1024.81,5,F,0,0,OPEN
1024.81,4,M,0,0,OPEN
1024.81,4,F,0,0,OPEN
1024.81,3,M,0,0,OPEN
1024.81,3,F,0,0,OPEN
1024.81,2,M,0,0,OPEN
1024.81,2,F,0,0,OPEN
1024.81,1,M,11116,1722,OPEN
1024.81,1,F,11233,1718,OPEN
1031.83,11,M,0,0,OPEN
1031.83,11,F,0,0,OPEN
1031.83,10,M,0,0,OPEN
1031.83,10,F,0,0,OPEN
1031.83,9,M,0,0,OPEN
1031.83,9,F,0,0,OPEN
1031.83,8,M,0,0,OPEN
1031.83,8,F,0,0,OPEN
1031.83,7,M,0,0,OPEN
1031.83,7,F,0,0,OPEN
1031.83,6,M,0,0,OPEN
1031.83,6,F,0,0,OPEN
1031.83,5,M,0,0,OPEN
1031.83,5,F,0,0,OPEN
1031.83,4,M,0,0,OPEN
1031.83,4,F,0,0,OPEN
1031.83,3,M,0,0,OPEN
1031.83,3,F,0,0,OPEN
1031.83,2,M,0,0,OPEN
1031.83,2,F,0,0,OPEN
1031.83,1,M,11125,1732,OPEN
1031.83,1,F,11244,1725,OPEN
1038.85,11,M,0,0,OPEN
1038.85,11,F,0,0,OPEN
1038.85,10,M,0,0,OPEN
1038.85,10,F,0,0,OPEN
1038.85,9,M,0,0,OPEN
1038.85,9,F,0,0,OPEN
1038.85,8,M,0,0,OPEN
1038.85,8,F,0,0,OPEN
1038.85,7,M,0,0,OPEN
1038.85,7,F,0,0,OPEN
1038.85,6,M,0,0,OPEN
1038.85,6,F,0,0,OPEN
1038.85,5,M,0,0,OPEN
1038.85,5,F,0,0,OPEN
1038.85,4,M,0,0,OPEN
1038.85,4,F,0,0,OPEN
1038.85,3,M,0,0,OPEN
1038.85,3,F,0,0,OPEN
1038.85,2,M,0,0,OPEN
1038.85,2,F,0,0,OPEN
1038.85,1,M,11135,1741,OPEN
1038.85,1,F,11260,1731,OPEN
1045.86,11,M,0,0,OPEN
1045.86,11,F,0,0,OPEN
1045.86,10,M,0,0,OPEN
1045.86,10,F,0,0,OPEN
1045.86,9,M,0,0,OPEN
1045.86,9,F,0,0,OPEN
1045.86,8,M,0,0,OPEN
1045.86,8,F,0,0,OPEN
1045.86,7,M,0,0,OPEN
1045.86,7,F,0,0,OPEN
1045.86,6,M,0,0,OPEN
1045.86,6,F,0,0,OPEN
1045.86,5,M,0,0,OPEN
1045.86,5,F,0,0,OPEN
1045.86,4,M,0,0,OPEN
1045.86,4,F,0,0,OPEN
1045.86,3,M,0,0,OPEN
1045.86,3,F,0,0,OPEN
1045.86,2,M,0,0,OPEN
1045.86,2,F,0,0,OPEN
1045.86,1,M,11140,1744,OPEN
1045.86,1,F,11269,1734,OPEN
1052.88,11,M,0,0,OPEN
1052.88,11,F,0,0,OPEN
1052.88,10,M,0,0,OPEN
1052.88,10,F,0,0,OPEN
1052.88,9,M,0,0,OPEN
1052.88,9,F,0,0,OPEN
1052.88,8,M,0,0,OPEN
1052.88,8,F,0,0,OPEN
1052.88,7,M,0,0,OPEN
1052.88,7,F,0,0,OPEN
1052.88,6,M,0,0,OPEN
1052.88,6,F,0,0,OPEN
1052.88,5,M,0,0,OPEN
1052.88,5,F,0,0,OPEN
1052.88,4,M,0,0,OPEN
1052.88,4,F,0,0,OPEN
1052.88,3,M,0,0,OPEN
1052.88,3,F,0,0,OPEN
1052.88,2,M,0,0,OPEN
1052.88,2,F,0,0,OPEN
1052.88,1,M,11146,1746,OPEN
1052.88,1,F,11283,1739,OPEN
1059.9,11,M,0,0,OPEN
1059.9,11,F,0,0,OPEN
1059.9,10,M,0,0,OPEN
1059.9,10,F,0,0,OPEN
1059.9,9,M,0,0,OPEN
1059.9,9,F,0,0,OPEN
1059.9,8,M,0,0,OPEN
1059.9,8,F,0,0,OPEN
1059.9,7,M,0,0,OPEN
1059.9,7,F,0,0,OPEN
1059.9,6,M,0,0,OPEN
1059.9,6,F,0,0,OPEN
1059.9,5,M,0,0,OPEN
1059.9,5,F,0,0,OPEN
1059.9,4,M,0,0,OPEN
1059.9,4,F,0,0,OPEN
1059.9,3,M,0,0,OPEN
1059.9,3,F,0,0,OPEN
1059.9,2,M,0,0,OPEN
1059.9,2,F,0,0,OPEN
1059.9,1,M,11155,1752,OPEN
1059.9,1,F,11294,1744,OPEN
1066.92,11,M,0,0,OPEN
1066.92,11,F,0,0,OPEN
1066.92,10,M,0,0,OPEN
1066.92,10,F,0,0,OPEN
1066.92,9,M,0,0,OPEN
1066.92,9,F,0,0,OPEN
1066.92,8,M,0,0,OPEN
1066.92,8,F,0,0,OPEN
1066.92,7,M,0,0,OPEN
1066.92,7,F,0,0,OPEN
1066.92,6,M,0,0,OPEN
1066.92,6,F,0,0,OPEN
1066.92,5,M,0,0,OPEN
1066.92,5,F,0,0,OPEN
1066.92,4,M,0,0,OPEN
1066.92,4,F,0,0,OPEN
1066.92,3,M,0,0,OPEN
1066.92,3,F,0,0,OPEN
1066.92,2,M,0,0,OPEN
1066.92,2,F,0,0,OPEN
1066.92,1,M,11161,1754,OPEN
1066.92,1,F,11306,1743,OPEN
1073.94,11,M,0,0,OPEN
1073.94,11,F,0,0,OPEN
1073.94,10,M,0,0,OPEN
1073.94,10,F,0,0,OPEN
1073.94,9,M,0,0,OPEN
1073.94,9,F,0,0,OPEN
1073.94,8,M,0,0,OPEN
1073.94,8,F,0,0,OPEN
1073.94,7,M,0,0,OPEN
1073.94,7,F,0,0,OPEN
1073.94,6,M,0,0,OPEN
1073.94,6,F,0,0,OPEN
1073.94,5,M,0,0,OPEN
1073.94,5,F,0,0,OPEN
1073.94,4,M,0,0,OPEN
1073.94,4,F,0,0,OPEN
1073.94,3,M,0,0,OPEN
1073.94,3,F,0,0,OPEN
1073.94,2,M,0,0,OPEN
1073.94,2,F,0,0,OPEN
1073.94,1,M,11167,1756,OPEN
1073.94,1,F,11312,1751,OPEN
1080.96,11,M,0,0,OPEN
1080.96,11,F,0,0,OPEN
1080.96,10,M,0,0,OPEN
1080.96,10,F,0,0,OPEN
1080.96,9,M,0,0,OPEN
1080.96,9,F,0,0,OPEN
1080.96,8,M,0,0,OPEN
1080.96,8,F,0,0,OPEN
1080.96,7,M,0,0,OPEN
1080.96,7,F,0,0,OPEN
1080.96,6,M,0,0,OPEN
1080.96,6,F,0,0,OPEN
1080.96,5,M,0,0,OPEN
1080.96,5,F,0,0,OPEN
1080.96,4,M,0,0,OPEN
1080.96,4,F,0,0,OPEN
1080.96,3,M,0,0,OPEN
1080.96,3,F,0,0,OPEN
1080.96,2,M,0,0,OPEN
1080.96,2,F,0,0,OPEN
1080.96,1,M,11173,1761,OPEN
1080.96,1,F,11319,1750,OPEN
1087.98,11,M,0,0,OPEN
1087.98,11,F,0,0,OPEN
1087.98,10,M,0,0,OPEN
1087.98,10,F,0,0,OPEN
1087.98,9,M,0,0,OPEN
1087.98,9,F,0,0,OPEN
1087.98,8,M,0,0,OPEN
1087.98,8,F,0,0,OPEN
1087.98,7,M,0,0,OPEN
1087.98,7,F,0,0,OPEN
1087.98,6,M,0,0,OPEN
1087.98,6,F,0,0,OPEN
1087.98,5,M,0,0,OPEN
1087.98,5,F,0,0,OPEN
1087.98,4,M,0,0,OPEN
1087.98,4,F,0,0,OPEN
1087.98,3,M,0,0,OPEN
1087.98,3,F,0,0,OPEN
1087.98,2,M,0,0,OPEN
1087.98,2,F,0,0,OPEN
1087.98,1,M,11177,1765,OPEN
1087.98,1,F,11338,1756,OPEN
1095,11,M,0,0,OPEN
1095,11,F,0,0,OPEN
1095,10,M,0,0,OPEN
1095,10,F,0,0,OPEN
1095,9,M,0,0,OPEN
1095,9,F,0,0,OPEN
1095,8,M,0,0,OPEN
1095,8,F,0,0,OPEN
1095,7,M,0,0,OPEN
1095,7,F,0,0,OPEN
1095,6,M,0,0,OPEN
1095,6,F,0,0,OPEN
1095,5,M,0,0,OPEN
1095,5,F,0,0,OPEN
1095,4,M,0,0,OPEN
1095,4,F,0,0,OPEN
1095,3,M,0,0,OPEN
1095,3,F,0,0,OPEN
1095,2,M,0,0,OPEN
1095,2,F,0,0,OPEN
1095,1,M,11183,1769,OPEN
1095,1,F,11348,1758,OPEN
1102.02,11,M,0,0,OPEN
1102.02,11,F,0,0,OPEN
1102.02,10,M,0,0,OPEN
1102.02,10,F,0,0,OPEN
1102.02,9,M,0,0,OPEN
1102.02,9,F,0,0,OPEN
1102.02,8,M,0,0,OPEN
1102.02,8,F,0,0,OPEN
1102.02,7,M,0,0,OPEN
1102.02,7,F,0,0,OPEN
1102.02,6,M,0,0,OPEN
1102.02,6,F,0,0,OPEN
1102.02,5,M,0,0,OPEN
1102.02,5,F,0,0,OPEN
1102.02,4,M,0,0,OPEN
1102.02,4,F,0,0,OPEN
1102.02,3,M,0,0,OPEN
1102.02,3,F,0,0,OPEN
1102.02,2,M,0,0,OPEN
1102.02,2,F,0,0,OPEN
1102.02,1,M,11191,1774,OPEN
1102.02,1,F,11358,1762,OPEN
1109.04,11,M,0,0,OPEN
1109.04,11,F,0,0,OPEN
1109.04,10,M,0,0,OPEN
1109.04,10,F,0,0,OPEN
1109.04,9,M,0,0,OPEN
1109.04,9,F,0,0,OPEN
1109.04,8,M,0,0,OPEN
1109.04,8,F,0,0,OPEN
1109.04,7,M,0,0,OPEN
1109.04,7,F,0,0,OPEN
1109.04,6,M,0,0,OPEN
1109.04,6,F,0,0,OPEN
1109.04,5,M,0,0,OPEN
1109.04,5,F,0,0,OPEN
1109.04,4,M,0,0,OPEN
1109.04,4,F,0,0,OPEN
1109.04,3,M,0,0,OPEN
1109.04,3,F,0,0,OPEN
1109.04,2,M,0,0,OPEN
1109.04,2,F,0,0,OPEN
1109.04,1,M,11198,1783,OPEN
1109.04,1,F,11369,1773,OPEN
1116.06,11,M,0,0,OPEN
1116.06,11,F,0,0,OPEN
1116.06,10,M,0,0,OPEN
1116.06,10,F,0,0,OPEN
1116.06,9,M,0,0,OPEN
1116.06,9,F,0,0,OPEN
1116.06,8,M,0,0,OPEN
1116.06,8,F,0,0,OPEN
1116.06,7,M,0,0,OPEN
1116.06,7,F,0,0,OPEN
1116.06,6,M,0,0,OPEN
1116.06,6,F,0,0,OPEN
1116.06,5,M,0,0,OPEN
1116.06,5,F,0,0,OPEN
1116.06,4,M,0,0,OPEN
1116.06,4,F,0,0,OPEN
1116.06,3,M,0,0,OPEN
1116.06,3,F,0,0,OPEN
1116.06,2,M,0,0,OPEN
1116.06,2,F,0,0,OPEN
1116.06,1,M,11208,1786,OPEN
1116.06,1,F,11373,1780,OPEN
1123.08,11,M,0,0,OPEN
1123.08,11,F,0,0,OPEN
1123.08,10,M,0,0,OPEN
1123.08,10,F,0,0,OPEN
1123.08,9,M,0,0,OPEN
1123.08,9,F,0,0,OPEN
1123.08,8,M,0,0,OPEN
1123.08,8,F,0,0,OPEN
1123.08,7,M,0,0,OPEN
1123.08,7,F,0,0,OPEN
1123.08,6,M,0,0,OPEN
1123.08,6,F,0,0,OPEN
1123.08,5,M,0,0,OPEN
1123.08,5,F,0,0,OPEN
1123.08,4,M,0,0,OPEN
1123.08,4,F,0,0,OPEN
1123.08,3,M,0,0,OPEN
1123.08,3,F,0,0,OPEN
1123.08,2,M,0,0,OPEN
1123.08,2,F,0,0,OPEN
1123.08,1,M,11214,1792,OPEN
1123.08,1,F,11382,1784,OPEN
1130.1,11,M,0,0,OPEN
1130.1,11,F,0,0,OPEN
1130.1,10,M,0,0,OPEN
1130.1,10,F,0,0,OPEN
1130.1,9,M,0,0,OPEN
1130.1,9,F,0,0,OPEN
1130.1,8,M,0,0,OPEN
1130.1,8,F,0,0,OPEN
1130.1,7,M,0,0,OPEN
1130.1,7,F,0,0,OPEN
1130.1,6,M,0,0,OPEN
1130.1,6,F,0,0,OPEN
1130.1,5,M,0,0,OPEN
1130.1,5,F,0,0,OPEN
1130.1,4,M,0,0,OPEN
1130.1,4,F,0,0,OPEN
1130.1,3,M,0,0,OPEN
1130.1,3,F,0,0,OPEN
1130.1,2,M,0,0,OPEN
1130.1,2,F,0,0,OPEN
1130.1,1,M,11226,1804,OPEN
1130.1,1,F,11385,1794,OPEN
1137.12,11,M,0,0,OPEN
1137.12,11,F,0,0,OPEN
1137.12,10,M,0,0,OPEN
1137.12,10,F,0,0,OPEN
1137.12,9,M,0,0,OPEN
1137.12,9,F,0,0,OPEN
1137.12,8,M,0,0,OPEN
1137.12,8,F,0,0,OPEN
1137.12,7,M,0,0,OPEN
1137.12,7,F,0,0,OPEN
1137.12,6,M,0,0,OPEN
1137.12,6,F,0,0,OPEN
1137.12,5,M,0,0,OPEN
1137.12,5,F,0,0,OPEN
1137.12,4,M,0,0,OPEN
1137.12,4,F,0,0,OPEN
1137.12,3,M,0,0,OPEN
1137.12,3,F,0,0,OPEN
1137.12,2,M,0,0,OPEN
1137.12,2,F,0,0,OPEN
1137.12,1,M,11233,1807,OPEN
1137.12,1,F,11397,1808,OPEN
1144.14,11,M,0,0,OPEN
1144.14,11,F,0,0,OPEN
1144.14,10,M,0,0,OPEN
1144.14,10,F,0,0,OPEN
1144.14,9,M,0,0,OPEN
1144.14,9,F,0,0,OPEN
1144.14,8,M,0,0,OPEN
1144.14,8,F,0,0,OPEN
1144.14,7,M,0,0,OPEN
1144.14,7,F,0,0,OPEN
1144.14,6,M,0,0,OPEN
1144.14,6,F,0,0,OPEN
1144.14,5,M,0,0,OPEN
1144.14,5,F,0,0,OPEN
1144.14,4,M,0,0,OPEN
1144.14,4,F,0,0,OPEN
1144.14,3,M,0,0,OPEN
1144.14,3,F,0,0,OPEN
1144.14,2,M,0,0,OPEN
1144.14,2,F,0,0,OPEN
1144.14,1,M,11243,1814,OPEN
1144.14,1,F,11398,1817,OPEN
1151.15,11,M,0,0,OPEN
1151.15,11,F,0,0,OPEN
1151.15,10,M,0,0,OPEN
1151.15,10,F,0,0,OPEN
1151.15,9,M,0,0,OPEN
1151.15,9,F,0,0,OPEN
1151.15,8,M,0,0,OPEN
1151.15,8,F,0,0,OPEN
1151.15,7,M,0,0,OPEN
1151.15,7,F,0,0,OPEN
1151.15,6,M,0,0,OPEN
1151.15,6,F,0,0,OPEN
1151.15,5,M,0,0,OPEN
1151.15,5,F,0,0,OPEN
1151.15,4,M,0,0,OPEN
1151.15,4,F,0,0,OPEN
1151.15,3,M,0,0,OPEN
1151.15,3,F,0,0,OPEN
1151.15,2,M,0,0,OPEN
1151.15,2,F,0,0,OPEN
1151.15,1,M,11252,1818,OPEN
1151.15,1,F,11405,1821,OPEN
1158.17,11,M,0,0,OPEN
1158.17,11,F,0,0,OPEN
1158.17,10,M,0,0,OPEN
1158.17,10,F,0,0,OPEN
1158.17,9,M,0,0,OPEN
1158.17,9,F,0,0,OPEN
1158.17,8,M,0,0,OPEN
1158.17,8,F,0,0,OPEN
1158.17,7,M,0,0,OPEN
1158.17,7,F,0,0,OPEN
1158.17,6,M,0,0,OPEN
1158.17,6,F,0,0,OPEN
1158.17,5,M,0,0,OPEN
1158.17,5,F,0,0,OPEN
1158.17,4,M,0,0,OPEN
1158.17,4,F,0,0,OPEN
1158.17,3,M,0,0,OPEN
1158.17,3,F,0,0,OPEN
1158.17,2,M,0,0,OPEN
1158.17,2,F,0,0,OPEN
1158.17,1,M,11263,1825,OPEN
1158.17,1,F,11418,1826,OPEN
1165.19,11,M,0,0,OPEN
1165.19,11,F,0,0,OPEN
1165.19,10,M,0,0,OPEN
1165.19,10,F,0,0,OPEN
1165.19,9,M,0,0,OPEN
1165.19,9,F,0,0,OPEN
1165.19,8,M,0,0,OPEN
