Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_IMMATURE,STATE_LARVA,STATE_EGG
0,340461476,X-a0:X-a0,2201,0,0,2201,0,0,74575
0,340461476,X-a0:X-a1,2202,0,0,2202,0,0,75525
0,340461476,X-a1:X-a0,2160,0,0,2160,0,0,75525
0,340461476,X-a1:X-a1,2176,0,0,2176,0,0,75875
1,340461476,X-a0:X-a0,1914,0,0,1914,0,23130,68075
1,340461476,X-a0:X-a1,1951,0,0,1951,0,23496,66425
1,340461476,X-a1:X-a0,1877,0,0,1877,0,23317,68575
1,340461476,X-a1:X-a1,1928,0,0,1928,0,23458,66525
2,340461476,X-a0:X-a0,1676,0,0,1676,0,30634,61550
2,340461476,X-a0:X-a1,1688,0,0,1688,0,30730,63350
2,340461476,X-a1:X-a0,1649,0,0,1649,0,31052,61500
2,340461476,X-a1:X-a1,1699,0,0,1699,0,30866,61900
3,340461476,X-a0:X-a0,1478,0,0,1478,0,38470,49000
3,340461476,X-a0:X-a1,1461,0,0,1461,0,38802,50700
3,340461476,X-a1:X-a0,1454,0,0,1454,0,38722,50400
3,340461476,X-a1:X-a1,1502,0,0,1502,0,38561,51300
4,340461476,X-a0:X-a0,1292,0,0,1292,0,44941,46250
4,340461476,X-a0:X-a1,1272,0,0,1272,0,45568,45750
4,340461476,X-a1:X-a0,1285,0,0,1285,0,45272,46900
4,340461476,X-a1:X-a1,1309,0,0,1309,0,45412,45200
5,340461476,X-a0:X-a0,1137,0,0,1137,0,50999,42275
5,340461476,X-a0:X-a1,1114,0,0,1114,0,51456,42525
5,340461476,X-a1:X-a0,1112,0,0,1112,0,51452,41075
5,340461476,X-a1:X-a1,1133,0,0,1133,0,51181,41825
6,340461476,X-a0:X-a0,996,0,0,996,0,56522,33125
6,340461476,X-a0:X-a1,973,0,0,973,0,56822,33675
6,340461476,X-a1:X-a0,963,0,0,963,0,56344,33925
6,340461476,X-a1:X-a1,990,0,0,990,0,56354,33275
7,340461476,X-a0:X-a0,874,0,0,874,0,60944,30925
7,340461476,X-a0:X-a1,856,0,0,856,0,61404,29775
7,340461476,X-a1:X-a0,841,0,0,841,0,61263,30925
7,340461476,X-a1:X-a1,868,0,0,868,0,61030,29975
8,340461476,X-a0:X-a0,773,0,0,773,0,65536,28400
8,340461476,X-a0:X-a1,757,0,0,757,0,65566,29100
8,340461476,X-a1:X-a0,730,0,0,730,0,65607,28400
8,340461476,X-a1:X-a1,756,0,0,756,0,65156,27900
9,340461476,X-a0:X-a0,676,0,0,676,0,69129,21100
9,340461476,X-a0:X-a1,661,0,0,661,0,69425,22650
9,340461476,X-a1:X-a0,643,0,0,643,0,69118,22250
9,340461476,X-a1:X-a1,656,0,0,656,0,68579,22300
10,340461476,X-a0:X-a0,568,0,0,568,0,71862,20575
10,340461476,X-a0:X-a1,569,0,0,569,0,72824,20275
10,340461476,X-a1:X-a0,565,0,0,565,0,72505,19775
10,340461476,X-a1:X-a1,578,0,0,578,0,71925,20075
11,340461476,X-a0:X-a0,491,0,0,491,0,74979,19725
11,340461476,X-a0:X-a1,510,0,0,510,0,75562,20075
11,340461476,X-a1:X-a0,488,0,0,488,0,75196,20375
11,340461476,X-a1:X-a1,506,0,0,506,0,74382,19225
12,340461476,X-a0:X-a0,438,0,0,438,7698,69743,13425
12,340461476,X-a0:X-a1,451,0,0,451,7801,70385,14075
12,340461476,X-a1:X-a0,440,0,0,440,7761,70058,14675
12,340461476,X-a1:X-a1,441,0,0,441,7760,68984,14925
13,340461476,X-a0:X-a0,375,0,0,375,10196,73260,14200
13,340461476,X-a0:X-a1,388,0,0,388,10161,74676,13600
