Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,SillySkeeter_AvailableHabitat,SillySkeeter_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived,NumVectorsNone,NumVectorsOnlyOocysts,NumVectorsOnlySporozoites,NumVectorsBothOocystsSporozoites,NumBitesAdults,NumBitesInfected,NumBitesInfectious,NumParasiteCohortsOocysts,NumParasiteCohortsSporozoites,NumOocysts,NumSporozoites,NumInfectiousToAdult,NumInfectiousToInfected,*AAAAAAAAAAAAAAAAAAAAAAT,OtherBarcodes
184,2,998,7721,0,0,7721,10367,10295,248607,371600,185800,2631,0,0,0,1016,0,728,266,0,26463.3,0.0736365,0,0,0,7721,0,0,0,2631,0,0,0,0,0,0,0,0,0,0
184,3,1000,7619,0,0,7619,10317,10296,248755,378200,189100,2630,0,0,0,964,0,749,288,0,26315.3,0.0736484,0,0,0,7619,0,0,0,2630,0,0,0,0,0,0,0,0,0,0
184,4,1002,7598,0,0,7598,10295,10240,248583,379000,189500,2662,0,0,0,941,0,732,248,0,26487.3,0.076005,0,0,0,7598,0,0,0,2662,0,0,0,0,0,0,0,0,0,0
185,1,1000,7616,6,348,7262,10530,10299,248698,353160,176580,2518,3,0,0,997,0,751,265,0,26383.1,0.0721338,3,3,0,7262,348,4,2,2466,49,3,363,6,1181,179218,0,0,5,1
185,2,998,7701,0,0,7701,10386,10284,248522,357800,178900,2576,0,0,0,956,0,725,251,0,26559.1,0.0712145,0,0,0,7701,0,0,0,2576,0,0,0,0,0,0,0,0,0,0
185,3,1000,7667,0,0,7667,10253,10394,248339,354200,177100,2523,0,0,0,990,0,692,252,0,26742.1,0.0695804,0,0,0,7667,0,0,0,2523,0,0,0,0,0,0,0,0,0,0
185,4,1002,7547,0,0,7547,10299,10310,248849,355400,177700,2505,0,0,0,974,0,756,267,0,26232.1,0.0698874,0,0,0,7547,0,0,0,2505,0,0,0,0,0,0,0,0,0,0
186,1,1000,7765,6,423,7336,10519,10176,248756,361120,180560,2571,1,0,0,1104,0,724,231,0,26335.5,0.0747058,1,1,0,7336,423,4,2,2506,64,1,453,6,1463,172171,0,0,5,1
186,2,999,7694,0,0,7694,10465,10203,248692,365600,182800,2559,0,0,0,1011,0,743,277,0,26399.5,0.0742289,0,0,0,7694,0,0,0,2559,0,0,0,0,0,0,0,0,0,0
186,3,998,7674,0,0,7674,10339,10308,248326,361600,180800,2566,0,0,0,1000,0,742,249,0,26765.5,0.0755,0,0,0,7674,0,0,0,2566,0,0,0,0,0,0,0,0,0,0
186,4,1003,7634,0,0,7634,10222,10368,248399,346600,173300,2470,0,0,0,1027,0,716,224,0,26692.5,0.0738101,0,0,0,7634,0,0,0,2470,0,0,0,0,0,0,0,0,0,0
187,1,1001,7786,5,548,7233,10458,10196,248758,363160,181580,2699,1,0,0,1014,0,749,244,0,26343.5,0.0729272,1,1,0,7233,548,3,2,2612,86,1,597,5,1888,123392,0,0,5,0
187,2,999,7731,0,0,7731,10493,10244,247937,369400,184700,2655,0,0,0,1009,0,710,264,0,27164.5,0.0722086,0,0,0,7731,0,0,0,2655,0,0,0,0,0,0,0,0,0,0
187,3,998,7691,0,0,7691,10332,10342,248595,367000,183500,2613,0,0,0,994,0,723,252,0,26506.5,0.0740196,0,0,0,7691,0,0,0,2613,0,0,0,0,0,0,0,0,0,0
187,4,1002,7680,0,0,7680,10252,10209,248773,376400,188200,2663,0,0,0,1039,0,728,265,0,26328.5,0.0770123,0,0,0,7680,0,0,0,2663,0,0,0,0,0,0,0,0,0,0
188,1,1001,7789,4,667,7118,10396,10246,248621,347520,173760,2562,2,0,0,1021,0,741,278,0,26490.1,0.0725396,2,2,0,7118,667,3,1,2446,114,2,727,4,2340,81204,0,0,3,1
188,2,1000,7642,0,0,7642,10506,10219,248462,365200,182600,2581,0,0,0,961,0,791,256,0,26649.1,0.0735367,0,0,0,7642,0,0,0,2581,0,0,0,0,0,0,0,0,0,0
188,3,998,7679,0,0,7679,10291,10348,248362,352800,176400,2521,0,0,0,1012,0,759,267,0,26749.1,0.0722247,0,0,0,7679,0,0,0,2521,0,0,0,0,0,0,0,0,0,0
188,4,1001,7703,0,0,7703,10259,10192,248806,350800,175400,2529,0,0,0,1011,0,715,273,0,26305.1,0.0699481,0,0,0,7703,0,0,0,2529,0,0,0,0,0,0,0,0,0,0
189,1,1002,7852,4,790,7058,10375,10262,248495,369920,184960,2680,1,0,0,1017,0,682,273,0,26625.4,0.0762262,1,1,0,7058,790,2,2,2548,131,1,873,4,2778,78026,0,0,3,1
189,2,1000,7642,0,0,7642,10466,10273,248692,356000,178000,2517,0,0,0,974,0,733,240,0,26428.4,0.0729713,0,0,0,7642,0,0,0,2517,0,0,0,0,0,0,0,0,0,0
189,3,998,7738,0,0,7738,10267,10257,248262,368800,184400,2606,0,0,0,1057,0,739,260,0,26858.4,0.0758195,0,0,0,7738,0,0,0,2606,0,0,0,0,0,0,0,0,0,0
189,4,1000,7640,0,0,7640,10306,10288,248458,353400,176700,2529,0,0,0,961,0,755,268,0,26662.4,0.0749861,0,0,0,7640,0,0,0,2529,0,0,0,0,0,0,0,0,0,0
190,1,1001,7759,4,873,6882,10380,10317,248567,375000,187500,2706,1,0,0,936,0,754,278,0,26562.4,0.0719762,1,1,0,6882,873,3,1,2520,185,1,979,4,3107,71029,0,0,2,2
190,2,1000,7751,0,0,7751,10447,10258,248750,373400,186700,2625,0,0,0,1038,0,666,263,0,26379.4,0.0742372,0,0,0,7751,0,0,0,2625,0,0,0,0,0,0,0,0,0,0
190,3,999,7750,0,0,7750,10262,10271,248513,365400,182700,2660,0,0,0,955,0,670,273,0,26616.4,0.0728266,0,0,0,7750,0,0,0,2660,0,0,0,0,0,0,0,0,0,0
190,4,1000,7637,0,0,7637,10313,10348,248168,375400,187700,2610,0,0,0,1014,0,727,287,0,26961.4,0.0754455,0,0,0,7637,0,0,0,2610,0,0,0,0,0,0,0,0,0,0
191,1,1001,7801,4,984,6813,10348,10340,248422,349840,174920,2509,1,0,0,1026,0,730,254,0,26716,0.0708331,1,1,0,6813,984,4,0,2308,200,1,1106,4,3554,77496,0,0,2,2
191,2,999,7703,0,0,7703,10477,10249,248622,360200,180100,2611,0,0,0,1008,0,775,280,0,26516,0.0706465,0,0,0,7703,0,0,0,2611,0,0,0,0,0,0,0,0,0,0
191,3,1000,7762,0,0,7762,10306,10244,248241,364600,182300,2538,0,0,0,1023,0,742,271,0,26897,0.0728418,0,0,0,7762,0,0,0,2538,0,0,0,0,0,0,0,0,0,0
191,4,1000,7591,0,0,7591,10333,10378,248546,359200,179600,2576,0,0,0,953,0,724,274,0,26592,0.0718205,0,0,0,7591,0,0,0,2576,0,0,0,0,0,0,0,0,0,0
192,1,1001,7784,3,1107,6674,10386,10345,248651,361040,180520,2620,0,0,0,1002,0,740,281,0,26495.4,0.0763664,0,0,0,6674,1107,3,0,2399,221,0,1260,3,3982,44601,0,0,1,2
192,2,1000,7698,0,0,7698,10458,10297,248570,350200,175100,2536,0,0,0,988,0,734,257,0,26576.4,0.0736147,0,0,0,7698,0,0,0,2536,0,0,0,0,0,0,0,0,0,0
192,3,1000,7784,0,0,7784,10236,10309,248305,368000,184000,2615,0,0,0,1007,0,733,253,0,26841.4,0.0737713,0,0,0,7784,0,0,0,2615,0,0,0,0,0,0,0,0,0,0
192,4,999,7566,0,0,7566,10394,10296,248921,359000,179500,2513,0,0,0,976,0,749,251,0,26225.4,0.0740313,0,0,0,7566,0,0,0,2513,0,0,0,0,0,0,0,0,0,0
193,1,1001,7758,5,1227,6526,10465,10314,248629,370520,185260,2704,2,0,0,1018,0,784,259,0,26525.4,0.0733863,2,2,0,6526,1227,5,0,2438,264,2,1411,5,4463,100474,0,0,2,3
193,2,1000,7687,0,0,7687,10446,10402,248438,374600,187300,2624,0,0,0,1011,0,749,275,0,26716.4,0.0758891,0,0,0,7687,0,0,0,2624,0,0,0,0,0,0,0,0,0,0
193,3,1000,7778,0,0,7778,10230,10340,248801,373600,186800,2631,0,0,0,1013,0,720,299,0,26353.4,0.0729385,0,0,0,7778,0,0,0,2631,0,0,0,0,0,0,0,0,0,0
193,4,999,7546,0,0,7546,10412,10397,248619,360800,180400,2568,0,0,0,976,0,735,260,0,26535.4,0.0730512,0,0,0,7546,0,0,0,2568,0,0,0,0,0,0,0,0,0,0
194,1,1000,7756,8,1322,6426,10446,10272,248798,337280,168640,2545,1,0,0,997,0,743,257,0,26364.2,0.0715897,1,1,0,6426,1322,7,1,2241,303,1,1529,8,4835,217558,0,0,3,5
194,2,1000,7665,0,0,7665,10500,10353,248385,365800,182900,2596,0,0,0,996,0,758,260,0,26777.2,0.0713198,0,0,0,7665,0,0,0,2596,0,0,0,0,0,0,0,0,0,0
194,3,1002,7794,0,1,7793,10210,10207,248648,361600,180800,2568,0,0,0,1002,0,737,251,0,26514.2,0.0705391,0,0,0,7793,1,0,0,2568,0,0,1,0,8,0,0,0,0,0
194,4,998,7565,0,0,7565,10452,10351,248384,351400,175700,2504,0,0,0,1054,0,784,248,0,26778.2,0.073546,0,0,0,7565,0,0,0,2504,0,0,0,0,0,0,0,0,0,0
195,1,1000,7745,9,1408,6328,10472,10331,248286,348240,174120,2576,2,0,0,996,0,749,260,0,26883.6,0.078167,2,2,0,6328,1408,7,2,2282,292,2,1656,9,5273,233149,0,0,4,5
195,2,1001,7678,0,0,7678,10500,10423,248481,348600,174300,2513,0,0,0,962,0,709,239,0,26688.6,0.0732016,0,0,0,7678,0,0,0,2513,0,0,0,0,0,0,0,0,0,0
195,3,1001,7711,0,1,7710,10269,10233,248418,373000,186500,2611,0,0,0,955,0,777,260,0,26751.6,0.0733245,0,0,0,7710,1,0,0,2611,0,0,1,0,8,0,0,0,0,0
195,4,998,7525,0,0,7525,10465,10348,248563,347800,173900,2552,0,0,0,968,0,750,258,0,26606.6,0.0762042,0,0,0,7525,0,0,0,2552,0,0,0,0,0,0,0,0,0,0
196,1,1000,7716,10,1515,6191,10466,10283,248289,363800,181900,2647,5,0,0,964,0,730,262,0,26887.8,0.0771986,5,5,0,6191,1515,7,3,2289,353,5,1818,10,5687,252666,0,0,3,7
196,2,1001,7684,0,0,7684,10508,10352,248539,362000,181000,2539,0,0,0,1002,0,748,246,0,26637.8,0.0765595,0,0,0,7684,0,0,0,2539,0,0,0,0,0,0,0,0,0,0
196,3,1001,7722,0,1,7721,10336,10372,248521,366760,183380,2552,0,0,0,995,0,736,251,0,26655.8,0.0717202,0,0,0,7721,1,0,0,2552,0,0,1,0,8,0,0,0,0,0
196,4,998,7530,0,0,7530,10434,10456,248498,351000,175500,2491,0,0,0,978,0,732,241,0,26678.8,0.0764998,0,0,0,7530,0,0,0,2491,0,0,0,0,0,0,0,0,0,0
197,1,999,7810,18,1594,6198,10455,10215,248550,338760,169380,2515,2,0,0,1036,0,723,220,0,26633.8,0.0739082,2,2,0,6198,1594,12,6,2127,386,2,1949,18,5999,578727,0,0,9,9
197,2,1002,7736,0,0,7736,10561,10196,248471,372400,186200,2638,0,0,0,1040,0,757,229,0,26712.8,0.0735851,0,0,0,7736,0,0,0,2638,0,0,0,0,0,0,0,0,0,0
197,3,1001,7761,0,1,7760,10352,10329,249080,365200,182600,2601,0,0,0,1013,0,726,247,0,26103.8,0.0726792,0,0,0,7760,1,0,0,2601,0,0,1,0,8,0,0,0,0,0
197,4,998,7591,0,0,7591,10500,10304,248714,351400,175700,2536,0,0,0,1043,0,716,268,0,26469.8,0.076008,0,0,0,7591,0,0,0,2536,0,0,0,0,0,0,0,0,0,0
198,1,998,7794,20,1703,6071,10476,10222,248355,362120,181060,2674,3,0,0,967,0,709,275,0,26835.4,0.0786213,3,3,0,6071,1703,13,7,2322,349,3,2094,20,6380,651406,0,0,10,10
198,2,1002,7685,0,0,7685,10598,10205,248364,357400,178700,2602,0,0,0,961,0,744,266,0,26826.4,0.0717313,0,0,0,7685,0,0,0,2602,0,0,0,0,0,0,0,0,0,0
198,3,1002,7638,0,1,7637,10358,10218,248526,368200,184100,2606,0,0,0,916,0,773,267,0,26664.4,0.071478,0,0,0,7637,1,0,0,2606,0,0,1,0,8,0,0,0,0,0
198,4,998,7647,0,0,7647,10518,10341,248273,363400,181700,2627,0,0,0,1004,0,704,244,0,26917.4,0.0753266,0,0,0,7647,0,0,0,2627,0,0,0,0,0,0,0,0,0,0
199,1,998,7746,22,1806,5918,10481,10214,248474,360440,180220,2630,12,0,0,976,0,745,279,0,26722.9,0.0741065,12,12,0,5918,1806,14,8,2197,421,12,2223,25,6893,693226,0,0,13,9
199,2,1003,7653,0,0,7653,10617,10203,248426,359400,179700,2521,0,0,0,941,0,734,239,0,26770.9,0.07506,0,0,0,7653,0,0,0,2521,0,0,0,0,0,0,0,0,0,0
199,3,1001,7643,0,1,7642,10367,10304,248283,358560,179280,2497,0,0,0,997,0,752,238,0,26913.9,0.0724184,0,0,0,7642,1,0,0,2496,1,0,1,0,8,0,0,0,0,0
199,4,998,7691,0,0,7691,10567,10288,248536,355600,177800,2561,0,0,0,974,0,700,232,0,26660.9,0.0740711,0,0,0,7691,0,0,0,2561,0,0,0,0,0,0,0,0,0,0
200,1,997,7746,26,1860,5860,10479,10186,248635,335440,167720,2507,2,0,0,1017,0,780,234,0,26568.1,0.0741396,2,2,0,5860,1860,19,7,2050,455,2,2320,30,7148,969721,0,0,14,13
200,2,1002,7664,0,1,7663,10592,10289,248238,371560,185780,2591,0,0,0,1019,0,749,259,0,26965.1,0.0744877,0,0,0,7663,1,0,0,2590,1,0,1,0,7,0,0,0,0,0
200,3,1000,7675,0,2,7673,10403,10156,248604,367000,183500,2583,0,0,0,1005,0,741,233,0,26599.1,0.075061,0,0,0,7673,2,0,0,2583,0,0,3,0,10,0,0,0,0,0
200,4,1001,7699,0,0,7699,10643,10162,248324,361000,180500,2557,0,0,0,1004,0,743,255,0,26879.1,0.0749743,0,0,0,7699,0,0,0,2557,0,0,0,0,0,0,0,0,0,0
201,1,997,7710,34,1976,5700,10518,10224,248641,356240,178120,2651,5,0,0,954,0,725,261,0,26568.1,0.0792037,5,5,0,5700,1976,22,12,2217,429,5,2518,38,7622,1163125,0,0,21,14
201,2,1002,7641,0,1,7640,10527,10209,248680,362800,181400,2602,0,0,0,997,0,758,264,0,26529.1,0.0725726,0,0,0,7640,1,0,0,2602,0,0,1,0,7,0,0,0,0,0
201,3,999,7743,0,2,7741,10421,10029,248677,366000,183000,2610,0,0,0,1031,0,715,248,0,26532.1,0.0724771,0,0,0,7741,2,0,0,2610,0,0,3,0,10,0,0,0,0,0
201,4,1002,7611,0,0,7611,10630,10212,248363,366000,183000,2611,0,0,0,927,0,779,238,0,26846.1,0.0744573,0,0,0,7611,0,0,0,2611,0,0,0,0,0,0,0,0,0,0
202,1,997,7704,47,2030,5627,10451,10250,248851,346840,173420,2577,16,0,0,1007,0,730,282,0,26363.9,0.0745792,16,16,0,5627,2030,25,22,2075,486,16,2601,52,7961,1652679,0,0,28,21
202,2,1002,7632,0,0,7632,10514,10219,248089,352000,176000,2524,0,0,0,990,0,735,267,0,27125.9,0.0731232,0,0,0,7632,0,0,0,2524,0,0,0,0,0,0,0,0,0,0
202,3,999,7681,0,1,7680,10325,10182,248549,347560,173780,2556,0,0,0,941,0,767,236,0,26665.9,0.0724921,0,0,0,7680,1,0,0,2555,1,0,1,0,8,0,0,0,0,0
202,4,1002,7676,0,0,7676,10589,10121,249022,361000,180500,2495,0,0,0,1025,0,718,240,0,26192.9,0.07335,0,0,0,7676,0,0,0,2495,0,0,0,0,0,0,0,0,0,0
203,1,996,7711,60,2086,5565,10395,10270,248515,339680,169840,2578,8,0,0,974,0,752,215,0,26705.4,0.0760116,8,8,0,5565,2086,28,32,2058,512,8,2729,68,8341,2144352,0,0,36,26
203,2,1004,7601,0,0,7601,10497,10327,248839,361600,180800,2572,0,0,0,1002,0,758,274,0,26381.4,0.0770621,0,0,0,7601,0,0,0,2572,0,0,0,0,0,0,0,0,0,0
203,3,999,7665,0,1,7664,10347,10109,248712,366400,183200,2546,0,0,0,996,0,753,259,0,26508.4,0.0767231,0,0,0,7664,1,0,0,2546,0,0,1,0,8,0,0,0,0,0
203,4,1001,7696,0,0,7696,10608,10160,248443,368000,184000,2628,0,0,0,963,0,677,267,0,26777.4,0.0725564,0,0,0,7696,0,0,0,2628,0,0,0,0,0,0,0,0,0,0
204,1,997,7676,73,2141,5462,10419,10228,248897,352200,176100,2598,17,0,0,963,0,738,259,0,26328.8,0.0786194,17,17,0,5462,2141,33,40,2064,517,17,2846,87,8686,2569606,0,0,46,33
204,2,1004,7692,0,0,7692,10480,10170,248558,367000,183500,2597,0,0,0,1014,0,687,238,0,26667.8,0.0729575,0,0,0,7692,0,0,0,2597,0,0,0,0,0,0,0,0,0,0
204,3,999,7615,0,1,7614,10325,10236,248567,373000,186500,2633,0,0,0,935,0,726,255,0,26658.8,0.0723484,0,0,0,7614,1,0,0,2633,0,0,1,0,8,0,0,0,0,0
204,4,1000,7645,0,0,7645,10586,10244,248930,371200,185600,2588,0,0,0,971,0,781,244,0,26295.8,0.0727648,0,0,0,7645,0,0,0,2588,0,0,0,0,0,0,0,0,0,0
205,1,998,7626,88,2169,5369,10412,10174,248532,334600,167300,2524,24,0,0,971,0,763,261,0,26699,0.0747553,24,24,0,5369,2169,39,49,1990,510,24,2903,102,8787,2816460,0,0,54,40
205,2,1004,7670,0,1,7669,10452,10324,248768,354800,177400,2560,0,0,0,937,0,706,254,0,26463,0.0726643,0,0,0,7669,1,0,0,2560,0,0,1,0,3,0,0,0,0,0
205,3,999,7608,0,1,7607,10317,10144,249057,357360,178680,2489,0,0,0,990,0,721,275,0,26174,0.0714713,0,0,0,7607,1,0,0,2488,1,0,1,0,8,0,0,0,0,0
205,4,999,7611,0,0,7611,10529,10243,248486,348800,174400,2500,0,0,0,1007,0,791,247,0,26745,0.07084,0,0,0,7611,0,0,0,2500,0,0,0,0,0,0,0,0,0,0
206,1,998,7640,97,2212,5331,10431,10217,248489,340920,170460,2570,18,0,0,992,0,731,250,0,26746.9,0.0797937,18,18,0,5331,2212,43,54,1999,553,18,2997,119,9029,2882393,0,0,59,46
206,2,1005,7663,0,1,7662,10482,10189,249053,363600,181800,2520,0,0,0,991,0,733,265,0,26182.9,0.0745856,0,0,0,7662,1,0,0,2520,0,0,1,0,3,0,0,0,0,0
206,3,998,7675,1,0,7674,10373,10147,248468,363800,181900,2572,0,0,0,1032,0,695,268,0,26767.9,0.0732426,0,0,0,7674,0,1,0,2572,0,0,0,1,0,76276,0,0,1,0
206,4,999,7583,0,0,7583,10558,10240,248836,364000,182000,2597,0,0,0,950,0,712,265,0,26399.9,0.0766771,0,0,0,7583,0,0,0,2597,0,0,0,0,0,0,0,0,0,0
207,1,998,7706,113,2257,5336,10358,10226,248789,334960,167480,2534,23,0,0,1026,0,725,235,0,26451.8,0.0784552,23,23,0,5336,2257,56,57,1935,576,23,3074,141,9417,3592713,0,0,72,52
207,2,1004,7687,0,1,7686,10536,10095,248537,377960,188980,2673,0,0,0,1015,0,734,256,0,26703.8,0.0720103,0,0,0,7686,1,0,0,2672,1,0,1,0,3,0,0,0,0,0
207,3,999,7628,0,0,7628,10322,10180,248708,370800,185400,2657,0,0,0,954,0,742,260,0,26532.8,0.0735787,0,0,0,7628,0,0,0,2657,0,0,0,0,0,0,0,0,0,0
207,4,999,7571,0,0,7571,10560,10152,248453,365600,182800,2543,0,0,0,999,0,749,262,0,26787.8,0.0725273,0,0,0,7571,0,0,0,2543,0,0,0,0,0,0,0,0,0,0
208,1,999,7715,119,2258,5338,10368,10126,248527,337400,168700,2609,35,0,0,1003,0,723,270,0,26718.4,0.0789699,35,35,0,5338,2258,54,65,2027,547,35,3140,144,9604,3736471,0,0,76,52
208,2,1005,7725,0,1,7724,10523,10209,248834,356800,178400,2581,0,0,0,982,0,708,240,0,26411.4,0.0706523,0,0,0,7724,1,0,0,2581,0,0,1,0,3,0,0,0,0,0
208,3,998,7654,0,0,7654,10412,10117,248197,351600,175800,2503,0,0,0,978,0,704,246,0,27048.4,0.0715554,0,0,0,7654,0,0,0,2503,0,0,0,0,0,0,0,0,0,0
208,4,998,7659,0,0,7659,10504,10091,249013,351000,175500,2536,0,0,0,1080,0,730,261,0,26232.4,0.0732706,0,0,0,7659,0,0,0,2536,0,0,0,0,0,0,0,0,0,0
209,1,999,7693,129,2251,5313,10327,10159,249024,344760,172380,2598,33,0,0,979,0,734,271,0,26225.8,0.079189,33,33,0,5313,2251,56,73,2005,560,33,3136,166,9666,3968406,0,0,81,62
209,2,1005,7721,0,1,7720,10489,10229,248497,352600,176300,2524,0,0,0,1006,0,757,255,0,26752.8,0.0740229,0,0,0,7720,1,0,0,2524,0,0,1,0,3,0,0,0,0,0
209,3,999,7628,0,0,7628,10370,10243,248273,358400,179200,2520,0,0,0,959,0,739,242,0,26976.8,0.0769294,0,0,0,7628,0,0,0,2520,0,0,0,0,0,0,0,0,0,0
209,4,997,7622,0,0,7622,10411,10146,248650,358200,179100,2625,0,0,0,985,0,753,267,0,26599.8,0.0747361,0,0,0,7622,0,0,0,2625,0,0,0,0,0,0,0,0,0,0
210,1,999,7653,133,2291,5229,10266,10206,248684,343840,171920,2586,34,0,0,997,0,765,271,0,26570.2,0.0760699,34,34,0,5229,2291,59,74,1947,605,34,3180,169,9904,4390592,0,0,85,60
210,2,1004,7682,0,1,7681,10381,10477,248327,376360,188180,2656,0,0,0,978,0,760,256,0,26927.2,0.0758731,0,0,0,7681,1,0,0,2655,1,0,1,0,3,0,0,0,0,0
210,3,1000,7588,0,0,7588,10343,10293,248051,376000,188000,2608,0,0,0,960,0,726,276,0,27203.2,0.0752702,0,0,0,7588,0,0,0,2608,0,0,0,0,0,0,0,0,0,0
210,4,997,7623,0,0,7623,10331,10212,248762,360600,180300,2557,0,0,0,989,0,739,249,0,26492.2,0.0742598,0,0,0,7623,0,0,0,2557,0,0,0,0,0,0,0,0,0,0
211,1,999,7619,153,2271,5195,10254,10222,249033,340040,170020,2570,41,0,0,948,0,722,258,0,26225.3,0.0772748,41,41,0,5195,2271,72,81,1966,563,41,3228,208,9968,5230798,0,0,99,75
211,2,1005,7667,1,1,7665,10487,10420,248624,362400,181200,2571,0,0,0,981,0,726,270,0,26634.3,0.0715463,0,0,0,7665,1,1,0,2571,0,0,1,1,3,68338,0,0,0,1
211,3,999,7633,0,0,7633,10373,10270,248950,359200,179600,2550,0,0,0,1006,0,713,250,0,26308.3,0.0723488,0,0,0,7633,0,0,0,2550,0,0,0,0,0,0,0,0,0,0
211,4,997,7642,0,0,7642,10330,10178,248959,356800,178400,2551,0,0,0,984,0,710,255,0,26299.3,0.0734669,0,0,0,7642,0,0,0,2551,0,0,0,0,0,0,0,0,0,0
212,1,999,7677,151,2275,5251,10277,10211,248309,343720,171860,2565,40,0,0,1008,0,685,265,0,26953.3,0.0771242,40,40,0,5251,2275,65,86,1940,585,40,3245,206,9863,5263051,0,0,97,75
212,2,1004,7681,1,1,7679,10491,10375,248494,351200,175600,2498,0,0,0,1030,0,763,255,0,26768.3,0.0734942,0,0,0,7679,1,1,0,2498,0,0,1,1,3,65603,0,0,0,1
212,3,1000,7594,0,0,7594,10342,10199,248796,356200,178100,2579,0,0,0,962,0,740,263,0,26466.3,0.0732414,0,0,0,7594,0,0,0,2579,0,0,0,0,0,0,0,0,0,0
212,4,997,7677,0,0,7677,10368,10204,248252,361600,180800,2553,0,0,0,997,0,704,254,0,27010.3,0.0737088,0,0,0,7677,0,0,0,2553,0,0,0,0,0,0,0,0,0,0
213,1,999,7660,174,2242,5244,10268,10249,248744,336240,168120,2605,50,0,0,1010,0,727,301,0,26522.2,0.0784165,50,50,0,5244,2242,78,96,1958,597,50,3247,259,9896,5824170,0,0,113,87
213,2,1004,7708,0,0,7708,10465,10154,248353,377760,188880,2696,0,0,0,1006,0,702,276,0,26913.2,0.0762196,0,0,0,7708,0,0,0,2695,1,0,0,0,0,0,0,0,0,0
213,3,1000,7637,0,0,7637,10348,10170,248575,367200,183600,2573,0,0,0,1010,0,705,262,0,26691.2,0.0743018,0,0,0,7637,0,0,0,2573,0,0,0,0,0,0,0,0,0,0
213,4,997,7645,0,0,7645,10335,10271,248691,362600,181300,2609,0,0,0,958,0,721,269,0,26575.2,0.0746967,0,0,0,7645,0,0,0,2609,0,0,0,0,0,0,0,0,0,0
214,1,999,7643,183,2217,5243,10265,10330,248413,337840,168920,2574,49,0,0,994,0,745,269,0,26856.9,0.0788786,49,49,0,5243,2217,77,106,1962,563,49,3208,266,9758,5908328,0,0,115,91
214,2,1002,7689,0,0,7689,10476,10159,248734,360400,180200,2580,0,0,0,1000,0,738,279,0,26535.9,0.0712441,0,0,0,7689,0,0,0,2580,0,0,0,0,0,0,0,0,0,0
214,3,1000,7642,0,1,7641,10398,10168,249052,359200,179600,2586,0,0,0,997,0,735,255,0,26217.9,0.0726883,0,0,0,7641,1,0,0,2586,0,0,1,0,7,0,0,0,0,0
214,4,999,7679,0,0,7679,10257,10315,248234,363800,181900,2550,0,0,0,1030,0,742,255,0,27035.9,0.0732906,0,0,0,7679,0,0,0,2550,0,0,0,0,0,0,0,0,0,0
215,1,999,7542,191,2156,5195,10252,10297,248878,339200,169600,2598,59,0,0,931,0,751,282,0,26395.4,0.0794958,59,59,0,5195,2156,76,115,1962,577,59,3123,290,9388,6264266,0,0,123,100
215,2,1002,7730,0,0,7730,10490,10125,248282,356200,178100,2553,0,0,0,1016,0,704,269,0,26991.4,0.073629,0,0,0,7730,0,0,0,2553,0,0,0,0,0,0,0,0,0,0
215,3,1000,7670,0,2,7668,10341,10267,248703,359760,179880,2571,0,0,0,996,0,713,255,0,26570.4,0.0729896,0,0,0,7668,2,0,0,2570,1,0,3,0,19,0,0,0,0,0
215,4,999,7747,0,0,7747,10248,10208,248908,368600,184300,2640,0,0,0,1019,0,691,261,0,26365.4,0.0743152,0,0,0,7747,0,0,0,2640,0,0,0,0,0,0,0,0,0,0
216,1,999,7651,205,2128,5318,10276,10275,248633,339000,169500,2524,51,0,0,1035,0,689,235,0,26643.9,0.0778167,51,51,0,5318,2128,76,129,1905,568,51,3098,334,9286,6721246,0,0,135,111
216,2,1002,7648,0,0,7648,10537,10149,248691,381000,190500,2711,0,0,0,944,0,749,278,0,26585.9,0.0757761,0,0,0,7648,0,0,0,2711,0,0,0,0,0,0,0,0,0,0
216,3,999,7670,0,2,7668,10317,10299,248775,365400,182700,2590,0,0,0,964,0,730,236,0,26501.9,0.073856,0,0,0,7668,2,0,0,2590,0,0,3,0,19,0,0,0,0,0
216,4,1000,7748,0,1,7747,10243,10197,248458,363160,181580,2599,0,0,0,1004,0,733,269,0,26818.9,0.0715286,0,0,0,7747,1,0,0,2598,1,0,1,0,2,0,0,0,0,0
217,1,999,7605,211,2034,5360,10325,10140,248649,330600,165300,2539,58,0,0,978,0,768,259,0,26631.2,0.0785955,58,58,0,5360,2034,82,129,1970,511,58,2953,322,8837,6854921,0,0,140,109
217,2,1002,7576,0,0,7576,10462,10131,248757,356400,178200,2478,0,0,0,959,0,785,246,0,26523.2,0.0697792,0,0,0,7576,0,0,0,2478,0,0,0,0,0,0,0,0,0,0
