Time,NodeID,NumIndividuals,NumInfected,AvgInfectiousness,AvgParasiteDensity,AvgGametocyteDensity,AvgVariantFractionPfEMP1Major,AvgNumInfections,AvgInfectionClearedDuration,NumInfectionsCleared,NumHasFever,NumHasClinicalSymptoms,TotalUniqueGenomes,TotalUniqueBarcodes,UniqueGenomesLast_1_Years,UniqueBarcodesLast_1_Years,CurrentUniqueGenomes,CurrentUniqueBarcodes,CurrentNumInfections,NumBitesDeliveredCurrentInfections,NumBitesDeliveredMultipleCurrentInfections,NumNewInfectionsInLastYear,NumTotalRoots,FractionOfRootsPresentInLastYear,AAAAAAAAAAAAAAAAAAAAAAAA,TAAAAAAAAAAAAAAAAAAAAAAA,AAAAAAAAAAAAAAAAAAAAAAAT,TAAAAAAAAAAAAAAAAAAAAAAT,OtherBarcodes
263,3,1001,12,0.00101103,7.9022,9.43841,0.00010989,1.08333,0,0,2,2,1,1,1,1,3,2,13,13,0,10,73,0.0136986,2,0,0,11,0
263,4,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,1,1002,966,0.717919,24507.9,2990.78,0.0282715,4.10663,60.6,5,369,578,344,4,344,4,344,4,3967,3348,481,4247,77,0.25974,1688,69,59,2151,0
264,2,1002,3,1.33759e-06,73.7352,0.00170961,1.99601e-05,2,0,0,0,1,5,1,5,1,5,1,6,3,1,6,77,0.038961,0,0,0,6,0
264,3,1001,12,0.00100814,18.1961,12.7546,0.00010989,1.08333,0,0,2,2,1,1,1,1,3,2,13,13,0,10,73,0.0136986,2,0,0,11,0
264,4,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,1,1003,971,0.726452,21587.6,2946.41,0.0288495,4.2173,60.5,4,318,556,373,4,373,4,373,4,4095,3440,509,4379,77,0.25974,1742,71,62,2220,0
265,2,1001,3,7.02062e-06,245.039,0.00129708,2.997e-05,2,0,0,1,1,5,1,5,1,5,1,6,3,1,6,77,0.038961,0,0,0,6,0
265,3,1000,12,0.00100694,50.8334,9.67613,0.00013,1.08333,0,0,2,2,1,1,1,1,3,2,13,13,0,10,73,0.0136986,2,0,0,11,0
265,4,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,1,1003,974,0.728115,21942.1,2908.96,0.0294657,4.38501,70,2,342,547,419,4,419,4,419,4,4271,3557,544,4557,77,0.25974,1817,74,72,2308,0
266,2,1002,3,2.08818e-05,45.7242,0.0266616,2.99401e-05,2,0,0,0,1,5,1,5,1,5,1,6,3,1,6,77,0.038961,0,0,0,6,0
266,3,999,11,0.001001,86.429,10.0429,0.00013013,1.09091,75,1,2,2,1,1,1,1,3,2,12,12,0,10,73,0.0136986,2,0,0,10,0
266,4,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,1,1002,980,0.736856,19019.8,2883.93,0.0301997,4.54388,63.6667,3,313,526,471,4,471,4,471,4,4453,3685,581,4742,77,0.25974,1892,82,81,2398,0
267,2,1004,3,0.000104494,125.016,0.020171,2.98805e-05,2,0,0,1,1,5,1,5,1,5,1,6,3,1,6,77,0.038961,0,0,0,6,0
267,3,998,11,0.001002,172.18,7.6189,0.00013026,1.09091,0,0,2,3,1,1,1,1,3,2,12,12,0,10,73,0.0136986,2,0,0,10,0
267,4,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,1,1001,982,0.740981,19316.3,2797.41,0.0309771,4.71181,51.8906,8,320,508,525,4,525,4,525,4,4627,3805,619,4925,77,0.25974,1953,91,91,2492,0
268,2,1004,3,0.000265107,20.0953,0.373866,2.98805e-05,2,0,0,0,1,5,1,5,1,5,1,6,3,1,6,77,0.038961,0,0,0,6,0
268,3,998,11,0.00100203,212.044,6.80168,0.00013026,1.09091,0,0,3,4,1,1,1,1,3,2,12,12,0,10,73,0.0136986,2,0,0,10,0
268,4,997,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
269,1,1001,983,0.745265,17378.3,2770.35,0.0316924,4.92879,58.125,14,304,507,592,4,592,4,592,4,4845,3936,676,5157,77,0.25974,2041,104,99,2601,0
269,2,1004,3,0.000795236,49.1298,0.283417,2.98805e-05,2,0,0,1,1,5,1,5,1,5,1,6,3,1,6,77,0.038961,0,0,0,6,0
269,3,999,12,0.00100119,275.531,5.14975,0.00013013,1.08333,0,0,4,5,1,1,1,1,3,2,13,13,0,11,73,0.0136986,2,0,0,11,0
269,4,996,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
270,1,1001,991,0.747725,17460.2,2658.84,0.0326914,5.11806,59.6518,14,316,495,670,4,670,4,670,4,5072,4077,733,5398,77,0.25974,2128,116,115,2713,0
270,2,1003,3,0.000890823,7.35511,2.40541,2.99103e-05,2,0,0,0,1,5,1,5,1,5,1,6,3,1,6,77,0.038961,0,0,0,6,0
270,3,999,12,0.00100172,252.762,4.25111,0.00013013,1.08333,0,0,5,6,1,1,1,1,3,2,13,13,0,11,73,0.0136986,2,0,0,11,0
270,4,997,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
271,1,1001,995,0.743455,16835.9,2622.46,0.0334446,5.32563,65,13,302,490,746,4,746,4,746,4,5299,4210,796,5638,77,0.25974,2198,128,126,2847,0
271,2,1003,3,0.000996995,17.0185,1.82343,3.98804e-05,2,0,0,1,1,5,1,5,1,5,1,6,3,1,6,77,0.038961,0,0,0,6,0
271,3,998,12,0.00100506,384.217,3.22624,0.00013026,1.08333,0,0,5,6,1,1,1,1,3,2,13,13,0,11,73,0.0136986,2,0,0,11,0
271,4,998,2,0,0,0,0,2,0,0,0,0,3,1,3,1,3,1,4,2,1,3,77,0.025974,0,0,0,4,0
272,1,1000,997,0.741691,17078.6,2496.35,0.034342,5.54463,61.6458,18,314,484,833,4,833,4,833,4,5528,4342,870,5889,77,0.25974,2289,140,142,2957,0
272,2,1004,4,0.00199195,2.56227,12.1804,6.77291e-05,2.5,0,0,0,1,5,1,5,1,8,2,10,7,1,6,77,0.038961,2,0,0,8,0
272,3,998,12,0.00101343,306.807,2.56553,0.00013026,1.08333,0,0,5,8,1,1,1,1,3,2,13,13,0,11,73,0.0136986,2,0,0,11,0
272,4,998,2,0,0,0,0,2,0,0,0,0,3,1,3,1,3,1,4,2,1,3,77,0.025974,0,0,0,4,0
273,1,1000,997,0.73075,17688.6,2439.51,0.035382,5.78536,68.25,8,303,475,912,4,912,4,912,4,5768,4487,936,6137,77,0.25974,2371,155,153,3089,0
273,2,1004,4,0.00199203,6.50836,9.23344,6.77291e-05,2.5,0,0,1,1,5,1,5,1,8,2,10,7,1,6,77,0.038961,2,0,0,8,0
273,3,998,12,0.00104992,509.33,1.96279,0.00013026,1.08333,0,0,7,9,1,1,1,1,3,2,13,13,0,11,73,0.0136986,2,0,0,11,0
273,4,998,2,0,6.98989e-06,0,1.002e-05,2,0,0,0,0,3,1,3,1,3,1,4,2,1,3,77,0.025974,0,0,0,4,0
274,1,1001,997,0.725703,17809,2306.41,0.0363417,6.00501,67.0764,18,323,488,985,4,985,4,985,4,5987,4608,997,6374,77,0.25974,2451,166,163,3207,0
274,2,1004,4,0.00199203,1.70048,15.4361,6.77291e-05,2.5,0,0,1,2,5,1,5,1,8,2,10,7,1,6,77,0.038961,2,0,0,8,0
274,3,998,13,0.00118052,463.762,1.63882,0.00013026,1.07692,0,0,7,10,2,2,2,2,3,2,14,14,0,12,73,0.0273973,3,0,0,11,0
274,4,997,3,0,6.9949e-06,0,1.00301e-05,2.33333,0,0,0,0,3,1,3,1,3,1,7,3,2,6,77,0.025974,0,0,0,7,0
275,1,1002,997,0.711833,19230.6,2230.54,0.0374112,6.22467,64.2396,24,333,498,1073,4,1073,4,1073,4,6206,4724,1061,6617,77,0.25974,2542,183,179,3302,0
275,2,1002,4,0.00199601,14.9381,11.7247,6.78643e-05,2.5,0,0,1,2,5,1,5,1,8,2,10,7,1,6,77,0.038961,2,0,0,8,0
275,3,998,13,0.00164458,614.988,1.51291,0.00013026,1.07692,0,0,7,10,2,2,2,2,3,2,14,14,0,12,73,0.0273973,3,0,0,11,0
275,4,998,4,0,0.000110887,0,1.002e-05,2,0,0,0,0,4,2,4,2,4,2,8,4,2,7,77,0.038961,0,0,1,7,0
276,1,1002,997,0.702833,19333.2,2098.36,0.0386507,6.43531,66.3182,22,358,504,1155,4,1155,4,1155,4,6416,4839,1115,6849,77,0.25974,2616,202,196,3402,0
276,2,1001,4,0.001998,8.69717,15.1582,6.79321e-05,2.5,0,0,1,1,5,1,5,1,8,2,10,7,1,6,77,0.038961,2,0,0,8,0
276,3,999,13,0.00238234,526.742,2.08638,0.00014014,1.07692,0,0,5,10,2,2,2,2,3,2,14,14,0,12,73,0.0273973,3,0,0,11,0
276,4,998,4,0,0.000110855,0,1.002e-05,2,0,0,0,0,4,2,4,2,4,2,8,4,2,7,77,0.038961,0,0,1,7,0
277,1,1001,997,0.690409,21842.3,2027.88,0.03999,6.62588,68.4375,32,388,516,1229,4,1229,4,1229,4,6606,4940,1176,7071,77,0.25974,2684,215,209,3498,0
277,2,1000,4,0.002,66.5803,11.5022,6.8e-05,2.5,0,0,1,1,5,1,5,1,8,2,10,7,1,6,77,0.038961,2,0,0,8,0
277,3,999,13,0.00288838,749.537,3.05574,0.00014014,1.07692,0,0,7,10,2,2,2,2,3,2,14,14,0,12,73,0.0273973,3,0,0,11,0
277,4,1000,4,0,0.00172049,0,1e-05,2,0,0,0,0,4,2,4,2,4,2,8,4,2,7,77,0.038961,0,0,1,7,0
278,1,1001,998,0.673952,21936.1,1894.88,0.0412987,6.78657,65.4865,37,402,549,1295,4,1295,4,1293,4,6773,5036,1225,7275,77,0.25974,2754,229,225,3565,0
278,2,1000,4,0.002,29.2955,11.9654,7.8e-05,2.5,0,0,0,1,5,1,5,1,8,2,10,7,1,6,77,0.038961,2,0,0,8,0
278,3,997,14,0.00312164,457.978,5.57977,0.000140421,1.07143,0,0,3,10,3,2,3,2,4,2,15,15,0,13,73,0.0410959,3,0,0,12,0
278,4,1002,4,0,0.00174239,0,2.99401e-05,2,0,0,0,0,4,2,4,2,4,2,8,4,2,7,77,0.038961,0,0,1,7,0
279,1,1003,998,0.659699,25779.5,1814.99,0.0425523,6.96393,62.25,48,434,562,1384,4,1384,4,1382,4,6950,5130,1283,7500,77,0.25974,2815,238,235,3662,0
279,2,1000,4,0.00199995,156.502,9.07047,7.8e-05,2.5,0,0,1,1,5,1,5,1,8,2,10,7,1,6,77,0.038961,2,0,0,8,0
279,3,997,15,0.00349276,798.351,8.10242,0.000140421,1.13333,0,0,6,10,5,2,5,2,6,2,17,16,1,15,77,0.0649351,3,0,0,14,0
279,4,1000,4,0,0.0267739,0,3e-05,2,0,0,0,0,4,2,4,2,4,2,8,4,2,7,77,0.038961,0,0,1,7,0
280,1,1003,998,0.635694,26366.3,1704.21,0.0438404,7.14729,68.027,37,439,595,1462,4,1462,4,1460,4,7133,5223,1344,7720,77,0.25974,2879,252,246,3756,0
280,2,999,4,0.0019965,43.4554,8.17081,7.80781e-05,2.5,0,0,1,2,5,1,5,1,8,2,10,7,1,6,77,0.038961,2,0,0,8,0
280,3,998,15,0.00390264,310.078,11.5977,0.000140281,1.13333,0,0,2,10,5,2,5,2,6,2,17,16,1,15,77,0.0649351,3,0,0,14,0
280,4,1000,4,0,0.0271512,0,3e-05,2,0,0,0,0,4,2,4,2,4,2,8,4,2,7,77,0.038961,0,0,1,7,0
281,1,1003,999,0.622479,30578.2,1631.24,0.044997,7.2963,65.7826,46,480,612,1528,4,1528,4,1526,4,7289,5316,1385,7922,77,0.25974,2941,265,255,3828,0
281,2,1001,4,0.0017753,170.245,6.18156,7.79221e-05,2.5,0,0,3,3,5,1,5,1,8,2,10,7,1,6,77,0.038961,2,0,0,8,0
281,3,997,15,0.00485202,617.357,13.2487,0.000150451,1.13333,0,0,6,8,5,2,5,2,6,2,17,16,1,15,77,0.0649351,3,0,0,14,0
281,4,999,4,0,0.416688,0,4.6046e-05,2,0,0,0,0,4,2,4,2,4,2,8,4,2,7,77,0.038961,0,0,1,7,0
282,1,1001,999,0.600133,32086.7,1560.13,0.0462597,7.44545,68.0047,53,469,626,1608,4,1608,4,1602,4,7438,5396,1434,8124,77,0.25974,3001,275,263,3899,0
282,2,1001,4,0.0014638,55.2773,5.13261,7.79221e-05,2.5,0,0,2,3,5,1,5,1,8,2,10,7,1,6,77,0.038961,2,0,0,8,0
282,3,998,16,0.00573101,170.812,17.9791,0.000150301,1.1875,0,0,2,8,6,2,6,2,7,2,19,17,2,17,77,0.0779221,4,0,0,15,0
282,4,1000,4,0,0.422136,0,5.6e-05,2,0,0,1,1,4,2,4,2,4,2,8,4,2,7,77,0.038961,0,0,1,7,0
283,1,1001,1000,0.591159,34689.9,1509.63,0.0474485,7.58,65.0656,61,513,653,1681,4,1681,4,1672,4,7580,5463,1477,8327,77,0.25974,3047,288,272,3973,0
283,2,1001,4,0.00120072,166.878,3.89083,7.79221e-05,2.5,0,0,3,3,5,1,5,1,8,2,10,7,1,6,77,0.038961,2,0,0,8,0
283,3,998,16,0.0064764,354.578,18.6062,0.000150301,1.1875,0,0,5,8,6,2,6,2,7,2,19,17,2,17,77,0.0779221,4,0,0,15,0
283,4,1000,4,0,6.47165,0,5.6e-05,2,0,0,1,1,4,2,4,2,4,2,8,4,2,7,77,0.038961,0,0,1,7,0
284,1,1001,1000,0.569171,37283.6,1483.55,0.0485014,7.727,65.8583,60,538,693,1785,4,1785,4,1774,4,7727,5529,1524,8534,77,0.25974,3099,300,293,4035,0
284,2,1000,4,0.00119689,109.353,3.11702,7.8e-05,2.5,0,0,1,3,5,1,5,1,8,2,10,7,1,6,77,0.038961,2,0,0,8,0
284,3,999,16,0.0073233,77.6589,24.6526,0.00015015,1.1875,0,0,2,8,6,2,6,2,7,2,19,17,2,17,77,0.0779221,4,0,0,15,0
284,4,1000,4,0,5.40709,0,5.6e-05,2,0,0,1,1,4,2,4,2,4,2,8,4,2,7,77,0.038961,0,0,1,7,0
285,1,1001,1000,0.556515,37569.8,1461.38,0.0495724,7.867,65.3636,55,573,720,1854,4,1854,4,1838,4,7867,5601,1569,8729,77,0.25974,3166,315,298,4088,0
285,2,1000,4,0.00118136,233.194,2.36287,7.8e-05,2.5,0,0,2,3,5,1,5,1,8,2,10,7,1,6,77,0.038961,2,0,0,8,0
285,3,999,17,0.00838531,154.444,26.7727,0.00016016,1.17647,0,0,4,7,7,2,7,2,8,2,20,18,2,18,77,0.0909091,5,0,0,15,0
285,4,1000,4,0,44.5806,0,5.6e-05,2,0,0,1,1,4,2,4,2,4,2,8,4,2,7,77,0.038961,0,0,1,7,0
286,1,1001,1000,0.5413,40305.7,1479.47,0.0506513,7.938,66.6235,85,594,745,1918,4,1918,4,1895,4,7938,5626,1601,8885,77,0.25974,3192,323,303,4120,0
286,2,1000,4,0.00167895,214.613,2.10851,7.8e-05,2.5,0,0,1,3,5,1,5,1,8,2,10,7,1,6,77,0.038961,2,0,0,8,0
286,3,998,17,0.00883219,35.1973,32.6659,0.000180361,1.17647,0,0,1,8,7,2,7,2,8,2,20,18,2,18,77,0.0909091,5,0,0,15,0
286,4,1001,4,0,22.6902,0,5.59441e-05,2,0,0,2,2,4,2,4,2,4,2,8,4,2,7,77,0.038961,0,0,1,7,0
287,1,1001,1001,0.530966,40224.5,1483.78,0.0518201,8.02797,67.2295,61,617,771,1987,4,1987,4,1961,4,8036,5673,1636,9044,77,0.25974,3222,336,317,4161,0
287,2,1000,4,0.00180878,248.003,1.59845,7.8e-05,2.5,0,0,2,3,5,1,5,1,8,2,10,7,1,6,77,0.038961,2,0,0,8,0
287,3,999,19,0.00989901,61.5453,33.9503,0.00018018,1.21053,0,0,5,7,9,2,9,2,10,2,23,20,3,21,77,0.116883,8,0,0,15,0
287,4,1000,4,0,141.818,0,5.6e-05,2,0,0,2,2,4,2,4,2,4,2,8,4,2,7,77,0.038961,0,0,1,7,0
288,1,1000,1000,0.524738,42977.5,1550.55,0.052672,8.137,66.0256,83,640,795,2079,4,2079,4,2049,4,8137,5707,1678,9235,77,0.25974,3272,349,329,4187,0
288,2,1000,4,0.00210532,209.672,2.69892,7.8e-05,2.5,0,0,1,3,5,1,5,1,8,2,10,7,1,6,77,0.038961,2,0,0,8,0
288,3,998,20,0.0100925,51.9351,41.6238,0.000180361,1.2,0,0,1,5,10,2,10,2,10,2,24,21,3,22,77,0.116883,9,0,0,15,0
288,4,1002,5,0.000117906,64.2818,0.0182575,0.00010978,3,0,0,2,3,4,2,4,2,11,4,15,8,4,7,77,0.038961,2,2,2,9,0
289,1,1001,1000,0.527251,44047.6,1579.9,0.0535904,8.197,67.2401,88,662,821,2133,4,2133,4,2099,4,8197,5730,1702,9383,77,0.25974,3293,355,340,4209,0
289,2,1000,4,0.00204261,178.513,2.04727,7.8e-05,2.5,0,0,3,3,5,1,5,1,8,2,10,7,1,6,77,0.038961,2,0,0,8,0
289,3,998,21,0.0103397,39.3687,38.4692,0.000200401,1.19048,0,0,3,5,10,2,10,2,10,2,25,22,3,23,77,0.116883,10,0,0,15,0
289,4,1001,5,3.5821e-05,190.546,0.013849,0.00010989,3,0,0,3,3,4,2,4,2,11,4,15,8,4,7,77,0.038961,2,2,2,9,0
290,1,1001,1000,0.529674,46415.3,1699.33,0.0544655,8.269,66.3054,88,672,827,2209,4,2209,4,2174,4,8269,5747,1736,9543,77,0.25974,3320,360,351,4238,0
290,2,1000,4,0.00206073,134.542,5.25261,7.8e-05,2.5,0,0,1,3,5,1,5,1,8,2,10,7,1,6,77,0.038961,2,0,0,8,0
290,3,998,22,0.0102737,140.137,47.2141,0.000200401,1.18182,0,0,1,3,10,2,10,2,10,2,26,23,3,24,77,0.116883,11,0,0,15,0
290,4,1001,5,1.51999e-05,160.682,0.0110389,0.00010989,3,0,0,3,4,4,2,4,2,11,4,15,8,4,7,77,0.038961,2,2,2,9,0
291,1,999,999,0.545589,48364.8,1779.98,0.0553573,8.34935,67.228,74,681,834,2270,4,2270,4,2232,4,8341,5784,1760,9699,77,0.25974,3340,366,359,4276,0
291,2,1001,5,0.00214583,133.222,4.11123,0.000137862,4,0,0,3,4,5,1,5,1,16,3,20,14,3,6,77,0.038961,4,1,0,15,0
291,3,999,23,0.0102092,52.8935,39.2306,0.0002002,1.26087,0,0,1,4,10,2,10,2,10,2,29,24,4,27,77,0.116883,12,0,0,17,0
291,4,1001,5,7.70908e-06,202.736,0.00836509,0.00010989,3,0,0,4,4,4,2,4,2,11,4,15,8,4,7,77,0.038961,2,2,2,9,0
292,1,1000,999,0.556027,49476,1940.62,0.056118,8.4004,65.4779,85,671,837,2322,4,2322,4,2281,4,8392,5804,1779,9835,77,0.25974,3354,373,365,4300,0
292,2,1001,5,0.00227718,250.415,7.21822,0.000147852,4,0,0,2,3,5,1,5,1,16,3,20,14,3,6,77,0.038961,4,1,0,15,0
292,3,999,24,0.0101651,188.386,44.4264,0.00021021,1.25,0,0,2,3,10,2,10,2,10,2,30,25,4,28,77,0.116883,12,0,0,18,0
292,4,1000,5,1.15779e-05,374.497,0.0148046,0.00011,2.8,65,1,4,5,4,2,4,2,10,4,14,8,3,7,77,0.038961,1,2,2,9,0
293,1,1000,998,0.581438,50478.3,2074.05,0.056784,8.43687,66.6103,85,678,847,2369,4,2369,4,2322,4,8420,5823,1786,9948,77,0.25974,3355,382,371,4312,0
293,2,1001,5,0.00304608,110.8,6.46416,0.000147852,3.8,75,1,2,3,5,1,5,1,16,3,19,13,3,6,77,0.038961,4,1,0,14,0
293,3,999,25,0.0101302,73.4159,35.0427,0.00021021,1.24,0,0,1,2,10,2,10,2,10,2,31,26,4,29,77,0.116883,13,0,0,18,0
293,4,1000,5,3.80652e-05,272.501,0.00957377,0.00011,2.6,67,1,4,5,4,2,4,2,9,4,13,7,3,7,77,0.038961,1,2,2,8,0
294,1,1000,999,0.593144,50421.4,2233.03,0.057574,8.52553,65.6599,93,674,854,2450,4,2450,4,2403,4,8517,5875,1816,10135,77,0.25974,3376,396,390,4355,0
294,2,1002,5,0.0029657,94.471,8.46627,0.00010978,3.6,0,0,1,2,6,1,6,1,15,3,18,11,4,8,77,0.038961,2,1,0,15,0
294,3,997,26,0.0101242,162.645,35.3556,0.00023671,1.34615,0,0,3,3,11,3,11,3,11,3,35,27,5,33,77,0.12987,15,1,0,19,0
294,4,1001,6,0.000114967,556.002,0.137739,0.00010989,2.33333,0,0,4,5,5,3,5,3,10,4,14,8,3,8,77,0.0519481,2,2,2,8,0
295,1,1000,999,0.614164,49369.9,2407.89,0.058338,8.59259,65.9864,83,686,855,2523,4,2523,4,2472,4,8584,5894,1848,10285,77,0.25974,3384,411,399,4390,0
295,2,1000,6,0.00360613,91.9286,8.75683,0.00011,3.16667,0,0,2,2,7,1,7,1,16,3,19,12,4,9,77,0.038961,2,1,0,16,0
295,3,998,27,0.0100951,139.741,27.2583,0.000246493,1.33333,0,0,3,4,11,3,11,3,11,3,36,28,5,34,77,0.12987,15,1,0,20,0
295,4,1002,6,0.0004585,421.168,0.106399,0.00010978,2.33333,0,0,4,5,5,3,5,3,10,4,14,8,3,8,77,0.0519481,2,2,2,8,0
296,1,1001,1000,0.62681,48467.5,2533.89,0.0589431,8.627,67.4703,80,684,850,2567,4,2567,4,2510,4,8627,5919,1859,10398,77,0.25974,3413,414,405,4395,0
296,2,999,5,0.00282786,1.39593,9.39978,4.004e-05,1.8,0,0,0,1,7,1,7,1,7,1,9,5,2,9,77,0.038961,0,0,0,9,0
296,3,997,28,0.0101064,133.252,24.5608,0.00025677,1.32143,0,0,3,4,11,3,11,3,11,3,37,29,5,35,77,0.12987,15,1,0,21,0
296,4,1003,6,0.000689067,589.544,1.06127,0.000109671,2.16667,69,1,3,5,5,3,5,3,9,4,13,7,3,8,77,0.0519481,1,2,2,8,0
297,1,1000,1000,0.650493,46291.7,2705.6,0.059558,8.667,64.8012,105,680,847,2639,4,2639,4,2567,4,8667,5926,1877,10553,77,0.25974,3434,426,412,4395,0
297,2,999,8,0.00273689,3.15379,7.12556,4.004e-05,1.625,0,0,0,1,9,2,9,2,9,2,13,8,3,13,77,0.0519481,1,0,0,12,0
297,3,998,30,0.0101249,357.944,18.8725,0.000334669,1.63333,0,0,4,5,12,3,12,3,20,4,49,35,8,37,77,0.142857,17,3,1,28,0
297,4,1003,8,0.00101956,489.088,0.836623,0.000109671,2.375,0,0,3,5,10,4,10,4,14,4,19,9,4,14,77,0.0779221,2,4,2,11,0
298,1,1000,1000,0.672052,45556.4,2808.67,0.060208,8.701,64.9032,102,668,850,2692,4,2692,4,2616,4,8701,5942,1893,10689,77,0.25974,3464,431,416,4390,0
298,2,999,9,0.0026366,0.457458,10.4118,4.004e-05,1.55556,0,0,0,1,9,2,9,2,9,2,14,9,3,14,77,0.0519481,1,0,0,13,0
298,3,998,31,0.0103696,254.69,15.7461,0.000364729,1.6129,0,0,3,5,12,3,12,3,20,4,50,36,8,38,77,0.142857,17,3,1,29,0
298,4,1003,8,0.00112424,488.71,3.85664,0.000109671,2.375,0,0,3,5,10,4,10,4,14,4,19,9,4,14,77,0.0779221,2,4,2,11,0
299,1,1000,1000,0.693263,43893.3,2957.5,0.06073,8.705,65.7524,102,678,856,2739,4,2739,4,2654,4,8705,5929,1899,10795,77,0.25974,3469,439,423,4374,0
299,2,999,9,0.00253573,1.02006,7.89275,4.004e-05,1.55556,0,0,0,0,9,2,9,2,9,2,14,9,3,14,77,0.0519481,1,0,0,13,0
299,3,998,33,0.0104921,439.564,12.9095,0.000374749,1.57576,0,0,5,6,12,3,12,3,20,4,52,38,8,40,77,0.142857,17,3,1,31,0
299,4,1003,8,0.00133102,369.741,3.37331,0.000109671,2.375,0,0,2,5,10,4,10,4,14,4,19,9,4,14,77,0.0779221,2,4,2,11,0
300,1,999,999,0.716715,42564.3,3069.8,0.0612072,8.75976,62.8243,101,662,851,2799,4,2799,4,2706,4,8751,5953,1917,10952,77,0.25974,3492,446,423,4390,0
300,2,999,11,0.00244127,0.14657,9.59958,4.004e-05,1.63636,0,0,0,0,12,2,12,2,12,2,18,11,4,18,77,0.0519481,1,0,0,17,0
300,3,999,36,0.0116852,437.748,20.4815,0.000446446,1.86111,0,0,4,7,14,3,14,3,29,4,67,45,12,45,77,0.142857,26,4,2,35,0
300,4,1003,8,0.00188141,304.171,6.80205,0.000109671,2.375,0,0,3,5,10,4,10,4,14,4,19,9,4,14,77,0.0779221,2,4,2,11,0
301,1,999,999,0.739385,42041.8,3215.06,0.061956,8.78879,63.8381,88,662,840,2840,4,2840,4,2746,4,8780,5962,1931,11069,77,0.25974,3497,457,429,4397,0
301,2,998,12,0.00235936,0.325001,7.28429,5.81162e-05,1.58333,0,0,0,0,12,2,12,2,12,2,19,12,4,19,77,0.0519481,1,0,0,18,0
301,3,1001,36,0.0114625,483.467,18.6239,0.000481518,1.83333,73,2,6,8,14,3,14,3,29,4,66,44,12,46,77,0.142857,24,4,2,36,0
301,4,1002,8,0.00222722,197.19,7.8012,0.00011976,2.375,0,0,2,4,10,4,10,4,14,4,19,9,4,14,77,0.0779221,2,4,2,11,0
302,1,999,999,0.765283,39318.2,3354.94,0.0625106,8.78779,61.733,110,644,842,2874,4,2874,4,2774,4,8779,5954,1933,11178,77,0.25974,3496,459,431,4393,0
302,2,998,12,0.00228713,0.0464865,7.32498,6.81363e-05,1.58333,0,0,0,0,12,2,12,2,12,2,19,12,4,19,77,0.0519481,1,0,0,18,0
302,3,1001,37,0.0113018,512.9,18.1195,0.000491508,1.81081,0,0,6,10,14,3,14,3,29,4,67,45,12,47,77,0.142857,24,4,2,37,0
302,4,1002,8,0.00243719,146.787,9.53807,0.00011976,2.375,0,0,3,4,10,4,10,4,14,4,19,9,4,14,77,0.0779221,2,4,2,11,0
303,1,999,999,0.783651,39404.2,3490.69,0.0628709,8.81582,62.3947,89,625,838,2920,4,2920,4,2817,4,8807,5965,1944,11295,77,0.25974,3498,467,433,4409,0
303,2,998,14,0.002227,0.10273,5.5527,6.81363e-05,1.64286,0,0,0,0,14,2,14,2,14,2,23,14,5,23,77,0.0519481,1,0,0,22,0
303,3,1002,38,0.01118,505.639,18.1896,0.000500998,1.78947,0,0,8,10,14,3,14,3,29,4,68,46,12,48,77,0.142857,25,4,2,37,0
303,4,1001,9,0.00362361,80.0229,15.0273,0.00011988,2.77778,0,0,2,4,15,4,15,4,19,4,25,10,5,20,77,0.116883,4,5,4,12,0
304,1,998,998,0.799504,35300.7,3613.57,0.0635351,8.83467,63.0893,98,612,829,2960,4,2960,4,2848,4,8817,5963,1958,11406,77,0.25974,3506,472,436,4403,0
304,2,998,15,0.00217811,0.0149053,4.91491,0.000106212,1.6,0,0,0,0,14,2,14,2,14,2,24,15,5,24,77,0.0519481,1,0,0,23,0
304,3,1003,40,0.0114111,632.414,17.0133,0.000538385,1.8,0,0,6,11,14,3,14,3,30,4,72,50,12,49,77,0.142857,25,4,2,41,0
304,4,1001,9,0.00392613,57.2524,15.1749,0.000153846,2.77778,0,0,3,4,15,4,15,4,19,4,25,10,5,20,77,0.116883,4,5,4,12,0
305,1,997,997,0.809686,35572,3705.37,0.0640522,8.85557,60.8427,89,597,815,3001,4,3001,4,2881,4,8829,5970,1963,11517,77,0.25974,3511,472,440,4406,0
305,2,999,17,0.00313771,2.00141,8.60179,0.000182182,2.11765,0,0,0,0,16,2,16,2,25,4,36,22,9,26,77,0.0519481,5,1,1,29,0
