Time,NodeID,Alleles,VectorPopulation,VectorPopulationNumDied,VectorPopulationAvgAgeAtDeath
76,1,X,96688,14671,6.89128
76,1,Y,0,0,0
76,1,a0,96688,14671,6.89128
76,1,a1,0,0,0
76,1,b0,96688,14671,6.89128
76,1,b1,0,0,0
76,1,a0.b0,96688,14671,6.89128
76,1,a1.b1,0,0,0
77,1,X,96928,14098,6.54462
77,1,Y,0,0,0
77,1,a0,96928,14098,6.54462
77,1,a1,0,0,0
77,1,b0,96928,14098,6.54462
77,1,b1,0,0,0
77,1,a0.b0,96928,14098,6.54462
77,1,a1.b1,0,0,0
78,1,X,96505,14467,6.70436
78,1,Y,0,0,0
78,1,a0,96505,14467,6.70436
78,1,a1,0,0,0
78,1,b0,96505,14467,6.70436
78,1,b1,0,0,0
78,1,a0.b0,96505,14467,6.70436
78,1,a1.b1,0,0,0
79,1,X,96029,14766,6.84017
79,1,Y,0,0,0
79,1,a0,96029,14766,6.84017
79,1,a1,0,0,0
79,1,b0,96029,14766,6.84017
79,1,b1,0,0,0
79,1,a0.b0,96029,14766,6.84017
79,1,a1.b1,0,0,0
80,1,X,95709,14315,6.63961
80,1,Y,0,0,0
80,1,a0,95709,14315,6.63961
80,1,a1,0,0,0
80,1,b0,95709,14315,6.63961
80,1,b1,0,0,0
80,1,a0.b0,95709,14315,6.63961
80,1,a1.b1,0,0,0
81,1,X,95747,14240,6.68694
81,1,Y,0,0,0
81,1,a0,95747,14240,6.68694
81,1,a1,0,0,0
81,1,b0,95747,14240,6.68694
81,1,b1,0,0,0
81,1,a0.b0,95747,14240,6.68694
81,1,a1.b1,0,0,0
82,1,X,95406,14509,6.79151
82,1,Y,0,0,0
82,1,a0,95406,14509,6.79151
82,1,a1,0,0,0
82,1,b0,95406,14509,6.79151
82,1,b1,0,0,0
82,1,a0.b0,95406,14509,6.79151
82,1,a1.b1,0,0,0
83,1,X,95496,14177,6.66869
83,1,Y,0,0,0
83,1,a0,95496,14177,6.66869
83,1,a1,0,0,0
83,1,b0,95496,14177,6.66869
83,1,b1,0,0,0
83,1,a0.b0,95496,14177,6.66869
83,1,a1.b1,0,0,0
84,1,X,99385,14429,6.7198
84,1,Y,0,0,0
84,1,a0,99385,14429,6.7198
84,1,a1,0,0,0
84,1,b0,99385,14429,6.7198
84,1,b1,0,0,0
84,1,a0.b0,99385,14429,6.7198
84,1,a1.b1,0,0,0
85,1,X,97800,15111,6.46436
85,1,Y,0,0,0
85,1,a0,97800,15111,6.46436
85,1,a1,0,0,0
85,1,b0,97800,15111,6.46436
85,1,b1,0,0,0
85,1,a0.b0,97800,15111,6.46436
85,1,a1.b1,0,0,0
86,1,X,98150,14532,6.6101
86,1,Y,0,0,0
86,1,a0,98150,14532,6.6101
86,1,a1,0,0,0
86,1,b0,98150,14532,6.6101
86,1,b1,0,0,0
86,1,a0.b0,98150,14532,6.6101
86,1,a1.b1,0,0,0
87,1,X,98186,14517,6.6885
87,1,Y,0,0,0
87,1,a0,98186,14517,6.6885
87,1,a1,0,0,0
87,1,b0,98186,14517,6.6885
87,1,b1,0,0,0
87,1,a0.b0,98186,14517,6.6885
87,1,a1.b1,0,0,0
88,1,X,98040,14792,6.61608
88,1,Y,0,0,0
88,1,a0,98040,14792,6.61608
88,1,a1,0,0,0
88,1,b0,98040,14792,6.61608
88,1,b1,0,0,0
88,1,a0.b0,98040,14792,6.61608
88,1,a1.b1,0,0,0
89,1,X,97907,14447,6.65529
89,1,Y,0,0,0
89,1,a0,97907,14447,6.65529
89,1,a1,0,0,0
89,1,b0,97907,14447,6.65529
89,1,b1,0,0,0
89,1,a0.b0,97907,14447,6.65529
89,1,a1.b1,0,0,0
90,1,X,97848,14554,6.583
90,1,Y,0,0,0
90,1,a0,97848,14554,6.583
90,1,a1,0,0,0
90,1,b0,97848,14554,6.583
90,1,b1,0,0,0
90,1,a0.b0,97848,14554,6.583
90,1,a1.b1,0,0,0
91,1,X,97679,14614,6.6918
91,1,Y,0,0,0
91,1,a0,97679,14614,6.6918
91,1,a1,0,0,0
91,1,b0,97679,14614,6.6918
91,1,b1,0,0,0
91,1,a0.b0,97679,14614,6.6918
91,1,a1.b1,0,0,0
92,1,X,97747,14490,6.68613
92,1,Y,0,0,0
92,1,a0,97747,14490,6.68613
92,1,a1,0,0,0
92,1,b0,97747,14490,6.68613
92,1,b1,0,0,0
92,1,a0.b0,97747,14490,6.68613
92,1,a1.b1,0,0,0
93,1,X,97388,14643,6.67233
93,1,Y,0,0,0
93,1,a0,97388,14643,6.67233
93,1,a1,0,0,0
93,1,b0,97388,14643,6.67233
93,1,b1,0,0,0
93,1,a0.b0,97388,14643,6.67233
93,1,a1.b1,0,0,0
94,1,X,97468,14470,6.75764
94,1,Y,0,0,0
94,1,a0,97468,14470,6.75764
94,1,a1,0,0,0
94,1,b0,97468,14470,6.75764
94,1,b1,0,0,0
94,1,a0.b0,97468,14470,6.75764
94,1,a1.b1,0,0,0
95,1,X,97599,14352,6.73829
95,1,Y,0,0,0
95,1,a0,97599,14352,6.73829
95,1,a1,0,0,0
95,1,b0,97599,14352,6.73829
95,1,b1,0,0,0
95,1,a0.b0,97599,14352,6.73829
95,1,a1.b1,0,0,0
96,1,X,97557,14598,6.72243
96,1,Y,0,0,0
96,1,a0,97557,14598,6.72243
96,1,a1,0,0,0
96,1,b0,97557,14598,6.72243
96,1,b1,0,0,0
96,1,a0.b0,97557,14598,6.72243
96,1,a1.b1,0,0,0
97,1,X,97519,14516,6.73794
97,1,Y,0,0,0
97,1,a0,97519,14516,6.73794
97,1,a1,0,0,0
97,1,b0,97519,14516,6.73794
97,1,b1,0,0,0
97,1,a0.b0,97519,14516,6.73794
97,1,a1.b1,0,0,0
98,1,X,97356,14525,6.73253
98,1,Y,0,0,0
98,1,a0,97356,14525,6.73253
98,1,a1,0,0,0
98,1,b0,97356,14525,6.73253
98,1,b1,0,0,0
98,1,a0.b0,97356,14525,6.73253
98,1,a1.b1,0,0,0
99,1,X,97437,14629,6.7049
99,1,Y,0,0,0
99,1,a0,97437,14629,6.7049
99,1,a1,0,0,0
99,1,b0,97437,14629,6.7049
99,1,b1,0,0,0
99,1,a0.b0,97437,14629,6.7049
99,1,a1.b1,0,0,0
100,1,X,97476,14494,6.76259
100,1,Y,0,0,0
100,1,a0,97476,14494,6.76259
100,1,a1,0,0,0
100,1,b0,97476,14494,6.76259
100,1,b1,0,0,0
100,1,a0.b0,97476,14494,6.76259
100,1,a1.b1,0,0,0
101,1,X,97301,14643,6.76412
101,1,Y,0,0,0
101,1,a0,97301,14643,6.76412
101,1,a1,0,0,0
101,1,b0,97301,14643,6.76412
101,1,b1,0,0,0
101,1,a0.b0,97301,14643,6.76412
101,1,a1.b1,0,0,0
102,1,X,98003,14566,6.72525
102,1,Y,0,0,0
102,1,a0,98003,14566,6.72525
102,1,a1,0,0,0
102,1,b0,98003,14566,6.72525
102,1,b1,0,0,0
102,1,a0.b0,98003,14566,6.72525
102,1,a1.b1,0,0,0
103,1,X,97697,14619,6.68438
103,1,Y,0,0,0
103,1,a0,97697,14619,6.68438
103,1,a1,0,0,0
103,1,b0,97697,14619,6.68438
103,1,b1,0,0,0
103,1,a0.b0,97697,14619,6.68438
103,1,a1.b1,0,0,0
104,1,X,97621,14710,6.73426
104,1,Y,0,0,0
104,1,a0,97621,14710,6.73426
104,1,a1,0,0,0
104,1,b0,97621,14710,6.73426
104,1,b1,0,0,0
104,1,a0.b0,97621,14710,6.73426
104,1,a1.b1,0,0,0
105,1,X,97893,14449,6.68607
105,1,Y,0,0,0
105,1,a0,97893,14449,6.68607
105,1,a1,0,0,0
105,1,b0,97893,14449,6.68607
105,1,b1,0,0,0
105,1,a0.b0,97893,14449,6.68607
105,1,a1.b1,0,0,0
106,1,X,97728,14718,6.67312
106,1,Y,0,0,0
106,1,a0,97728,14718,6.67312
106,1,a1,0,0,0
106,1,b0,97728,14718,6.67312
106,1,b1,0,0,0
106,1,a0.b0,97728,14718,6.67312
106,1,a1.b1,0,0,0
107,1,X,97678,14700,6.65871
107,1,Y,0,0,0
107,1,a0,97678,14700,6.65871
107,1,a1,0,0,0
107,1,b0,97678,14700,6.65871
107,1,b1,0,0,0
107,1,a0.b0,97678,14700,6.65871
107,1,a1.b1,0,0,0
108,1,X,97579,14839,6.7051
108,1,Y,0,0,0
108,1,a0,97579,14839,6.7051
108,1,a1,0,0,0
108,1,b0,97579,14839,6.7051
108,1,b1,0,0,0
