Time,NodeID,Alleles,VectorPopulation,VectorPopulationNumDied,VectorPopulationAvgAgeAtDeath
0,1,X,8669,1331,3.1728
0,1,Y,0,0,0
0,1,a0,8669,1331,3.1728
0,1,a1,0,0,0
0,1,b0,8669,1331,3.1728
0,1,b1,0,0,0
0,1,a0.b0,8669,1331,3.1728
0,1,a1.b1,0,0,0
1,1,X,7481,1188,3.97138
1,1,Y,0,0,0
1,1,a0,7481,1188,3.97138
1,1,a1,0,0,0
1,1,b0,7481,1188,3.97138
1,1,b1,0,0,0
1,1,a0.b0,7481,1188,3.97138
1,1,a1.b1,0,0,0
2,1,X,6412,1069,4.78859
2,1,Y,0,0,0
2,1,a0,6412,1069,4.78859
2,1,a1,0,0,0
2,1,b0,6412,1069,4.78859
2,1,b1,0,0,0
2,1,a0.b0,6412,1069,4.78859
2,1,a1.b1,0,0,0
3,1,X,5513,899,6.22581
3,1,Y,0,0,0
3,1,a0,5513,899,6.22581
3,1,a1,0,0,0
3,1,b0,5513,899,6.22581
3,1,b1,0,0,0
3,1,a0.b0,5513,899,6.22581
3,1,a1.b1,0,0,0
4,1,X,4746,767,6.94915
4,1,Y,0,0,0
4,1,a0,4746,767,6.94915
4,1,a1,0,0,0
4,1,b0,4746,767,6.94915
4,1,b1,0,0,0
4,1,a0.b0,4746,767,6.94915
4,1,a1.b1,0,0,0
5,1,X,3990,756,7.80159
5,1,Y,0,0,0
5,1,a0,3990,756,7.80159
5,1,a1,0,0,0
5,1,b0,3990,756,7.80159
5,1,b1,0,0,0
5,1,a0.b0,3990,756,7.80159
5,1,a1.b1,0,0,0
6,1,X,3415,575,9.1687
6,1,Y,0,0,0
6,1,a0,3415,575,9.1687
6,1,a1,0,0,0
6,1,b0,3415,575,9.1687
6,1,b1,0,0,0
6,1,a0.b0,3415,575,9.1687
6,1,a1.b1,0,0,0
7,1,X,2875,540,10.0185
7,1,Y,0,0,0
7,1,a0,2875,540,10.0185
7,1,a1,0,0,0
7,1,b0,2875,540,10.0185
7,1,b1,0,0,0
7,1,a0.b0,2875,540,10.0185
7,1,a1.b1,0,0,0
8,1,X,2418,457,10.8775
8,1,Y,0,0,0
8,1,a0,2418,457,10.8775
8,1,a1,0,0,0
8,1,b0,2418,457,10.8775
8,1,b1,0,0,0
8,1,a0.b0,2418,457,10.8775
8,1,a1.b1,0,0,0
9,1,X,1978,440,12.2205
9,1,Y,0,0,0
9,1,a0,1978,440,12.2205
9,1,a1,0,0,0
9,1,b0,1978,440,12.2205
9,1,b1,0,0,0
9,1,a0.b0,1978,440,12.2205
9,1,a1.b1,0,0,0
10,1,X,1633,345,12.9855
10,1,Y,0,0,0
10,1,a0,1633,345,12.9855
10,1,a1,0,0,0
10,1,b0,1633,345,12.9855
10,1,b1,0,0,0
10,1,a0.b0,1633,345,12.9855
10,1,a1.b1,0,0,0
11,1,X,1346,287,13.8258
11,1,Y,0,0,0
11,1,a0,1346,287,13.8258
11,1,a1,0,0,0
11,1,b0,1346,287,13.8258
11,1,b1,0,0,0
11,1,a0.b0,1346,287,13.8258
11,1,a1.b1,0,0,0
12,1,X,1124,222,15.1351
12,1,Y,0,0,0
12,1,a0,1124,222,15.1351
12,1,a1,0,0,0
12,1,b0,1124,222,15.1351
12,1,b1,0,0,0
12,1,a0.b0,1124,222,15.1351
12,1,a1.b1,0,0,0
13,1,X,922,202,15.9653
13,1,Y,0,0,0
13,1,a0,922,202,15.9653
13,1,a1,0,0,0
13,1,b0,922,202,15.9653
13,1,b1,0,0,0
13,1,a0.b0,922,202,15.9653
13,1,a1.b1,0,0,0
14,1,X,736,186,16.8118
14,1,Y,0,0,0
14,1,a0,736,186,16.8118
14,1,a1,0,0,0
14,1,b0,736,186,16.8118
14,1,b1,0,0,0
14,1,a0.b0,736,186,16.8118
14,1,a1.b1,0,0,0
15,1,X,606,130,18.0923
15,1,Y,0,0,0
15,1,a0,606,130,18.0923
15,1,a1,0,0,0
15,1,b0,606,130,18.0923
15,1,b1,0,0,0
15,1,a0.b0,606,130,18.0923
15,1,a1.b1,0,0,0
16,1,X,498,108,18.7963
16,1,Y,0,0,0
16,1,a0,498,108,18.7963
16,1,a1,0,0,0
16,1,b0,498,108,18.7963
16,1,b1,0,0,0
16,1,a0.b0,498,108,18.7963
16,1,a1.b1,0,0,0
17,1,X,375,123,19.6829
17,1,Y,0,0,0
17,1,a0,375,123,19.6829
17,1,a1,0,0,0
17,1,b0,375,123,19.6829
17,1,b1,0,0,0
17,1,a0.b0,375,123,19.6829
17,1,a1.b1,0,0,0
18,1,X,303,72,21.0278
18,1,Y,0,0,0
18,1,a0,303,72,21.0278
18,1,a1,0,0,0
18,1,b0,303,72,21.0278
18,1,b1,0,0,0
18,1,a0.b0,303,72,21.0278
18,1,a1.b1,0,0,0
19,1,X,250,53,21.8868
19,1,Y,0,0,0
19,1,a0,250,53,21.8868
19,1,a1,0,0,0
19,1,b0,250,53,21.8868
19,1,b1,0,0,0
19,1,a0.b0,250,53,21.8868
19,1,a1.b1,0,0,0
20,1,X,194,56,22.625
20,1,Y,0,0,0
20,1,a0,194,56,22.625
20,1,a1,0,0,0
20,1,b0,194,56,22.625
20,1,b1,0,0,0
20,1,a0.b0,194,56,22.625
20,1,a1.b1,0,0,0
21,1,X,164,30,23.9667
21,1,Y,0,0,0
21,1,a0,164,30,23.9667
21,1,a1,0,0,0
21,1,b0,164,30,23.9667
21,1,b1,0,0,0
21,1,a0.b0,164,30,23.9667
21,1,a1.b1,0,0,0
22,1,X,23323,28,25.0357
22,1,Y,0,0,0
22,1,a0,23323,28,25.0357
22,1,a1,0,0,0
22,1,b0,23323,28,25.0357
22,1,b1,0,0,0
22,1,a0.b0,23323,28,25.0357
22,1,a1.b1,0,0,0
23,1,X,29315,4367,1.15869
23,1,Y,0,0,0
23,1,a0,29315,4367,1.15869
23,1,a1,0,0,0
23,1,b0,29315,4367,1.15869
23,1,b1,0,0,0
23,1,a0.b0,29315,4367,1.15869
23,1,a1.b1,0,0,0
24,1,X,36750,3901,1.67162
24,1,Y,0,0,0
24,1,a0,36750,3901,1.67162
24,1,a1,0,0,0
24,1,b0,36750,3901,1.67162
24,1,b1,0,0,0
24,1,a0.b0,36750,3901,1.67162
24,1,a1.b1,0,0,0
25,1,X,43326,4860,2.057
25,1,Y,0,0,0
25,1,a0,43326,4860,2.057
25,1,a1,0,0,0
25,1,b0,43326,4860,2.057
25,1,b1,0,0,0
25,1,a0.b0,43326,4860,2.057
25,1,a1.b1,0,0,0
26,1,X,48242,6674,2.71831
26,1,Y,0,0,0
26,1,a0,48242,6674,2.71831
26,1,a1,0,0,0
26,1,b0,48242,6674,2.71831
26,1,b1,0,0,0
26,1,a0.b0,48242,6674,2.71831
26,1,a1.b1,0,0,0
27,1,X,53048,6634,2.84986
27,1,Y,0,0,0
27,1,a0,53048,6634,2.84986
27,1,a1,0,0,0
27,1,b0,53048,6634,2.84986
27,1,b1,0,0,0
27,1,a0.b0,53048,6634,2.84986
27,1,a1.b1,0,0,0
28,1,X,57271,7231,3.1495
28,1,Y,0,0,0
28,1,a0,57271,7231,3.1495
28,1,a1,0,0,0
28,1,b0,57271,7231,3.1495
28,1,b1,0,0,0
28,1,a0.b0,57271,7231,3.1495
28,1,a1.b1,0,0,0
29,1,X,60453,8357,3.81046
29,1,Y,0,0,0
29,1,a0,60453,8357,3.81046
29,1,a1,0,0,0
29,1,b0,60453,8357,3.81046
29,1,b1,0,0,0
29,1,a0.b0,60453,8357,3.81046
29,1,a1.b1,0,0,0
30,1,X,62970,8457,3.87407
30,1,Y,0,0,0
30,1,a0,62970,8457,3.87407
30,1,a1,0,0,0
30,1,b0,62970,8457,3.87407
30,1,b1,0,0,0
30,1,a0.b0,62970,8457,3.87407
30,1,a1.b1,0,0,0
31,1,X,61950,8786,4.19292
31,1,Y,0,0,0
31,1,a0,61950,8786,4.19292
31,1,a1,0,0,0
31,1,b0,61950,8786,4.19292
31,1,b1,0,0,0
31,1,a0.b0,61950,8786,4.19292
31,1,a1.b1,0,0,0
32,1,X,60101,8987,4.98642
32,1,Y,0,0,0
32,1,a0,60101,8987,4.98642
32,1,a1,0,0,0
32,1,b0,60101,8987,4.98642
32,1,b1,0,0,0
32,1,a0.b0,60101,8987,4.98642
32,1,a1.b1,0,0,0
33,1,X,58169,8708,5.24368
33,1,Y,0,0,0
33,1,a0,58169,8708,5.24368
33,1,a1,0,0,0
33,1,b0,58169,8708,5.24368
33,1,b1,0,0,0
33,1,a0.b0,58169,8708,5.24368
33,1,a1.b1,0,0,0
34,1,X,53842,8543,5.60974
34,1,Y,0,0,0
34,1,a0,53842,8543,5.60974
34,1,a1,0,0,0
34,1,b0,53842,8543,5.60974
34,1,b1,0,0,0
34,1,a0.b0,53842,8543,5.60974
34,1,a1.b1,0,0,0
35,1,X,49554,7904,6.53935
35,1,Y,0,0,0
35,1,a0,49554,7904,6.53935
35,1,a1,0,0,0
35,1,b0,49554,7904,6.53935
35,1,b1,0,0,0
35,1,a0.b0,49554,7904,6.53935
35,1,a1.b1,0,0,0
36,1,X,46342,7222,6.80421
36,1,Y,0,0,0
36,1,a0,46342,7222,6.80421
36,1,a1,0,0,0
36,1,b0,46342,7222,6.80421
36,1,b1,0,0,0
36,1,a0.b0,46342,7222,6.80421
36,1,a1.b1,0,0,0
37,1,X,41701,6879,7.15293
37,1,Y,0,0,0
37,1,a0,41701,6879,7.15293
37,1,a1,0,0,0
37,1,b0,41701,6879,7.15293
37,1,b1,0,0,0
37,1,a0.b0,41701,6879,7.15293
37,1,a1.b1,0,0,0
38,1,X,37154,6298,8.09416
38,1,Y,0,0,0
38,1,a0,37154,6298,8.09416
38,1,a1,0,0,0
38,1,b0,37154,6298,8.09416
38,1,b1,0,0,0
38,1,a0.b0,37154,6298,8.09416
38,1,a1.b1,0,0,0
39,1,X,33750,5564,8.6179
39,1,Y,0,0,0
39,1,a0,33750,5564,8.6179
39,1,a1,0,0,0
39,1,b0,33750,5564,8.6179
39,1,b1,0,0,0
39,1,a0.b0,33750,5564,8.6179
39,1,a1.b1,0,0,0
40,1,X,29572,5279,8.8352
40,1,Y,0,0,0
40,1,a0,29572,5279,8.8352
40,1,a1,0,0,0
40,1,b0,29572,5279,8.8352
40,1,b1,0,0,0
40,1,a0.b0,29572,5279,8.8352
40,1,a1.b1,0,0,0
41,1,X,25836,4583,9.89461
41,1,Y,0,0,0
41,1,a0,25836,4583,9.89461
41,1,a1,0,0,0
41,1,b0,25836,4583,9.89461
41,1,b1,0,0,0
41,1,a0.b0,25836,4583,9.89461
41,1,a1.b1,0,0,0
42,1,X,22822,4038,10.4029
42,1,Y,0,0,0
42,1,a0,22822,4038,10.4029
42,1,a1,0,0,0
42,1,b0,22822,4038,10.4029
42,1,b1,0,0,0
42,1,a0.b0,22822,4038,10.4029
42,1,a1.b1,0,0,0
43,1,X,19659,3757,10.6625
43,1,Y,0,0,0
43,1,a0,19659,3757,10.6625
43,1,a1,0,0,0
43,1,b0,19659,3757,10.6625
43,1,b1,0,0,0
43,1,a0.b0,19659,3757,10.6625
43,1,a1.b1,0,0,0
44,1,X,16928,3267,11.7683
44,1,Y,0,0,0
44,1,a0,16928,3267,11.7683
44,1,a1,0,0,0
44,1,b0,16928,3267,11.7683
44,1,b1,0,0,0
44,1,a0.b0,16928,3267,11.7683
44,1,a1.b1,0,0,0
45,1,X,14611,2827,12.1089
45,1,Y,0,0,0
45,1,a0,14611,2827,12.1089
45,1,a1,0,0,0
45,1,b0,14611,2827,12.1089
45,1,b1,0,0,0
45,1,a0.b0,14611,2827,12.1089
45,1,a1.b1,0,0,0
46,1,X,12364,2548,12.582
46,1,Y,0,0,0
46,1,a0,12364,2548,12.582
46,1,a1,0,0,0
46,1,b0,12364,2548,12.582
46,1,b1,0,0,0
46,1,a0.b0,12364,2548,12.582
46,1,a1.b1,0,0,0
47,1,X,10577,2047,13.1856
47,1,Y,0,0,0
47,1,a0,10577,2047,13.1856
47,1,a1,0,0,0
47,1,b0,10577,2047,13.1856
47,1,b1,0,0,0
47,1,a0.b0,10577,2047,13.1856
47,1,a1.b1,0,0,0
48,1,X,122843,1852,13.9001
48,1,Y,0,0,0
48,1,a0,122843,1852,13.9001
48,1,a1,0,0,0
48,1,b0,122843,1852,13.9001
48,1,b1,0,0,0
48,1,a0.b0,122843,1852,13.9001
48,1,a1.b1,0,0,0
49,1,X,103682,22857,1.94413
49,1,Y,0,0,0
49,1,a0,103682,22857,1.94413
49,1,a1,0,0,0
49,1,b0,103682,22857,1.94413
49,1,b1,0,0,0
49,1,a0.b0,103682,22857,1.94413
49,1,a1.b1,0,0,0
50,1,X,106371,11593,3.44682
50,1,Y,0,0,0
50,1,a0,106371,11593,3.44682
50,1,a1,0,0,0
50,1,b0,106371,11593,3.44682
50,1,b1,0,0,0
50,1,a0.b0,106371,11593,3.44682
50,1,a1.b1,0,0,0
51,1,X,106574,12873,3.61112
51,1,Y,0,0,0
51,1,a0,106574,12873,3.61112
51,1,a1,0,0,0
51,1,b0,106574,12873,3.61112
51,1,b1,0,0,0
51,1,a0.b0,106574,12873,3.61112
51,1,a1.b1,0,0,0
52,1,X,100431,19061,4.12518
52,1,Y,0,0,0
52,1,a0,100431,19061,4.12518
52,1,a1,0,0,0
52,1,b0,100431,19061,4.12518
52,1,b1,0,0,0
52,1,a0.b0,100431,19061,4.12518
52,1,a1.b1,0,0,0
53,1,X,100645,12203,4.52274
53,1,Y,0,0,0
53,1,a0,100645,12203,4.52274
53,1,a1,0,0,0
53,1,b0,100645,12203,4.52274
53,1,b1,0,0,0
53,1,a0.b0,100645,12203,4.52274
53,1,a1.b1,0,0,0
54,1,X,100575,12967,4.80312
54,1,Y,0,0,0
54,1,a0,100575,12967,4.80312
54,1,a1,0,0,0
54,1,b0,100575,12967,4.80312
54,1,b1,0,0,0
54,1,a0.b0,100575,12967,4.80312
54,1,a1.b1,0,0,0
55,1,X,96093,16960,5.56592
55,1,Y,0,0,0
55,1,a0,96093,16960,5.56592
55,1,a1,0,0,0
55,1,b0,96093,16960,5.56592
55,1,b1,0,0,0
55,1,a0.b0,96093,16960,5.56592
55,1,a1.b1,0,0,0
56,1,X,95649,12826,5.35615
56,1,Y,0,0,0
56,1,a0,95649,12826,5.35615
56,1,a1,0,0,0
56,1,b0,95649,12826,5.35615
56,1,b1,0,0,0
56,1,a0.b0,95649,12826,5.35615
56,1,a1.b1,0,0,0
57,1,X,95159,13098,5.68133
57,1,Y,0,0,0
57,1,a0,95159,13098,5.68133
57,1,a1,0,0,0
57,1,b0,95159,13098,5.68133
57,1,b1,0,0,0
57,1,a0.b0,95159,13098,5.68133
57,1,a1.b1,0,0,0
58,1,X,91785,15671,6.54515
58,1,Y,0,0,0
58,1,a0,91785,15671,6.54515
58,1,a1,0,0,0
58,1,b0,91785,15671,6.54515
58,1,b1,0,0,0
58,1,a0.b0,91785,15671,6.54515
58,1,a1.b1,0,0,0
59,1,X,91240,12911,6.08977
59,1,Y,0,0,0
59,1,a0,91240,12911,6.08977
59,1,a1,0,0,0
59,1,b0,91240,12911,6.08977
59,1,b1,0,0,0
59,1,a0.b0,91240,12911,6.08977
59,1,a1.b1,0,0,0
60,1,X,90358,13126,6.36203
60,1,Y,0,0,0
60,1,a0,90358,13126,6.36203
60,1,a1,0,0,0
60,1,b0,90358,13126,6.36203
60,1,b1,0,0,0
60,1,a0.b0,90358,13126,6.36203
60,1,a1.b1,0,0,0
61,1,X,87976,14559,7.12453
61,1,Y,0,0,0
61,1,a0,87976,14559,7.12453
61,1,a1,0,0,0
61,1,b0,87976,14559,7.12453
61,1,b1,0,0,0
61,1,a0.b0,87976,14559,7.12453
61,1,a1.b1,0,0,0
62,1,X,87485,12794,6.51938
62,1,Y,0,0,0
62,1,a0,87485,12794,6.51938
62,1,a1,0,0,0
62,1,b0,87485,12794,6.51938
62,1,b1,0,0,0
62,1,a0.b0,87485,12794,6.51938
62,1,a1.b1,0,0,0
63,1,X,86906,12938,6.69307
63,1,Y,0,0,0
63,1,a0,86906,12938,6.69307
63,1,a1,0,0,0
63,1,b0,86906,12938,6.69307
63,1,b1,0,0,0
63,1,a0.b0,86906,12938,6.69307
63,1,a1.b1,0,0,0
64,1,X,85666,13592,7.37059
64,1,Y,0,0,0
64,1,a0,85666,13592,7.37059
64,1,a1,0,0,0
64,1,b0,85666,13592,7.37059
64,1,b1,0,0,0
64,1,a0.b0,85666,13592,7.37059
64,1,a1.b1,0,0,0
65,1,X,85299,12713,6.72013
65,1,Y,0,0,0
65,1,a0,85299,12713,6.72013
65,1,a1,0,0,0
65,1,b0,85299,12713,6.72013
65,1,b1,0,0,0
65,1,a0.b0,85299,12713,6.72013
65,1,a1.b1,0,0,0
66,1,X,105732,12705,6.85171
66,1,Y,0,0,0
66,1,a0,105732,12705,6.85171
66,1,a1,0,0,0
66,1,b0,105732,12705,6.85171
66,1,b1,0,0,0
66,1,a0.b0,105732,12705,6.85171
66,1,a1.b1,0,0,0
67,1,X,99465,17154,5.84202
67,1,Y,0,0,0
67,1,a0,99465,17154,5.84202
67,1,a1,0,0,0
67,1,b0,99465,17154,5.84202
67,1,b1,0,0,0
67,1,a0.b0,99465,17154,5.84202
67,1,a1.b1,0,0,0
68,1,X,100240,13854,6.32366
68,1,Y,0,0,0
68,1,a0,100240,13854,6.32366
68,1,a1,0,0,0
68,1,b0,100240,13854,6.32366
68,1,b1,0,0,0
68,1,a0.b0,100240,13854,6.32366
68,1,a1.b1,0,0,0
69,1,X,99845,14618,6.32939
69,1,Y,0,0,0
69,1,a0,99845,14618,6.32939
69,1,a1,0,0,0
69,1,b0,99845,14618,6.32939
69,1,b1,0,0,0
69,1,a0.b0,99845,14618,6.32939
69,1,a1.b1,0,0,0
70,1,X,98249,15874,6.4227
70,1,Y,0,0,0
70,1,a0,98249,15874,6.4227
70,1,a1,0,0,0
70,1,b0,98249,15874,6.4227
70,1,b1,0,0,0
70,1,a0.b0,98249,15874,6.4227
70,1,a1.b1,0,0,0
71,1,X,98211,14227,6.44823
71,1,Y,0,0,0
71,1,a0,98211,14227,6.44823
71,1,a1,0,0,0
71,1,b0,98211,14227,6.44823
71,1,b1,0,0,0
71,1,a0.b0,98211,14227,6.44823
71,1,a1.b1,0,0,0
72,1,X,98419,14201,6.43976
72,1,Y,0,0,0
72,1,a0,98419,14201,6.43976
72,1,a1,0,0,0
72,1,b0,98419,14201,6.43976
72,1,b1,0,0,0
72,1,a0.b0,98419,14201,6.43976
72,1,a1.b1,0,0,0
73,1,X,97526,15296,6.66272
73,1,Y,0,0,0
73,1,a0,97526,15296,6.66272
73,1,a1,0,0,0
73,1,b0,97526,15296,6.66272
73,1,b1,0,0,0
73,1,a0.b0,97526,15296,6.66272
73,1,a1.b1,0,0,0
74,1,X,97218,14344,6.47504
74,1,Y,0,0,0
74,1,a0,97218,14344,6.47504
74,1,a1,0,0,0
74,1,b0,97218,14344,6.47504
74,1,b1,0,0,0
74,1,a0.b0,97218,14344,6.47504
74,1,a1.b1,0,0,0
75,1,X,97051,14435,6.65099
75,1,Y,0,0,0
75,1,a0,97051,14435,6.65099
75,1,a1,0,0,0
75,1,b0,97051,14435,6.65099
75,1,b1,0,0,0
75,1,a0.b0,97051,14435,6.65099
75,1,a1.b1,0,0,0
