Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_IMMATURE,STATE_LARVA,STATE_EGG
581,340461476,X-a0:X-a0,4640,6,56,4578,11361,91524,222175
581,340461476,X-a0:X-a1,17046,107,284,16655,14334,92917,226625
581,340461476,X-a1:X-a0,16775,119,239,16417,13971,91401,221855
581,340461476,X-a1:X-a1,4840,5,49,4786,11770,93095,227065
582,340461476,X-a0:X-a0,4653,8,56,4589,11451,91328,218785
582,340461476,X-a0:X-a1,17102,111,276,16715,14298,92878,220375
582,340461476,X-a1:X-a0,16629,116,246,16267,14009,91418,221655
582,340461476,X-a1:X-a1,4872,5,54,4813,11726,93122,221485
583,340461476,X-a0:X-a0,4658,7,61,4590,11536,91495,216830
583,340461476,X-a0:X-a1,17016,115,277,16624,14318,92642,225440
583,340461476,X-a1:X-a0,16697,110,254,16333,13946,91595,215190
583,340461476,X-a1:X-a1,4817,9,47,4761,11792,93093,225040
584,340461476,X-a0:X-a0,4658,8,56,4594,11449,91659,219685
584,340461476,X-a0:X-a1,16993,115,280,16598,14339,93193,224955
584,340461476,X-a1:X-a0,16599,116,261,16222,13976,91382,221865
584,340461476,X-a1:X-a1,4781,9,50,4722,11929,93207,227895
585,340461476,X-a0:X-a0,4591,9,57,4525,11487,91327,217425
585,340461476,X-a0:X-a1,17092,123,255,16714,14078,93147,226595
585,340461476,X-a1:X-a0,16613,116,266,16231,13912,91279,221505
585,340461476,X-a1:X-a1,4787,7,58,4722,11954,93105,226735
586,340461476,X-a0:X-a0,4638,5,56,4577,11478,91104,216375
586,340461476,X-a0:X-a1,17035,117,259,16659,14137,93061,221865
586,340461476,X-a1:X-a0,16501,114,267,16120,13982,91453,217685
586,340461476,X-a1:X-a1,4870,5,66,4799,11739,93160,222415
587,340461476,X-a0:X-a0,4686,3,64,4619,11511,91098,217445
587,340461476,X-a0:X-a1,17028,114,265,16649,14120,93093,225615
587,340461476,X-a1:X-a0,16470,114,264,16092,13835,91650,217645
587,340461476,X-a1:X-a1,4825,6,61,4758,11794,93443,227515
588,340461476,X-a0:X-a0,4582,3,70,4509,11545,90881,217150
588,340461476,X-a0:X-a1,16977,108,256,16613,13993,93307,222380
588,340461476,X-a1:X-a0,16525,120,266,16139,13916,91537,219460
588,340461476,X-a1:X-a1,4883,5,60,4818,11897,93457,222170
589,340461476,X-a0:X-a0,4582,2,66,4514,11574,90907,219725
589,340461476,X-a0:X-a1,16820,110,259,16451,14158,93301,222865
589,340461476,X-a1:X-a0,16574,122,277,16175,13913,91610,218305
589,340461476,X-a1:X-a1,4892,4,58,4830,11822,93570,224305
590,340461476,X-a0:X-a0,4614,5,63,4546,11645,91082,223265
590,340461476,X-a0:X-a1,16797,116,235,16446,14364,93514,218825
590,340461476,X-a1:X-a0,16636,117,274,16245,13944,91178,223415
590,340461476,X-a1:X-a1,4801,5,50,4746,11858,93142,223175
591,340461476,X-a0:X-a0,4665,5,68,4592,11777,91298,218185
591,340461476,X-a0:X-a1,16794,118,242,16434,14232,93417,220245
591,340461476,X-a1:X-a0,16420,112,272,16036,13891,91903,217685
591,340461476,X-a1:X-a1,4786,4,47,4735,11913,93311,220925
592,340461476,X-a0:X-a0,4637,7,60,4570,11756,91501,216415
592,340461476,X-a0:X-a1,16762,120,234,16408,14375,93133,220375
592,340461476,X-a1:X-a0,16312,115,261,15936,14093,91745,217175
592,340461476,X-a1:X-a1,4869,4,44,4821,11825,93245,223215
593,340461476,X-a0:X-a0,4630,7,56,4567,11647,91201,218250
593,340461476,X-a0:X-a1,16785,115,235,16435,14407,92863,216850
593,340461476,X-a1:X-a0,16361,110,276,15975,14147,91919,221110
593,340461476,X-a1:X-a1,4902,3,40,4859,11813,93038,221850
