Time,NodeID,IndividualID,Gender,AgeYears,InfectionDuration
3855,340461476,12,F,10.5644,52.75
3855,340461476,30,F,10.5644,51.75
3855,340461476,87,M,10.5644,56.75
3855,340461476,161,M,9.98082,53.125
3855,340461476,177,F,9.83014,51.75
3855,340461476,187,M,9.69315,49.875
3855,340461476,203,M,9.52055,115.875
3855,340461476,228,F,9.26027,246.5
3855,340461476,251,M,8.99452,52.875
3855,340461476,293,F,8.50137,110.875
3855,340461476,296,M,8.43288,118.5
3855,340461476,316,F,8.16712,116.5
3855,340461476,328,F,8.02466,74
3855,340461476,509,F,6.30959,71.875
3855,340461476,564,M,5.69863,126.125
3855,340461476,664,M,4.85205,52.75
3855,340461476,674,F,4.67123,30.125
3855,340461476,679,F,4.63562,32.75
3855,340461476,681,M,4.62192,29.25
3855,340461476,689,F,4.52055,23
3855,340461476,697,F,4.47671,9.75
3855,340461476,698,M,4.47671,33.25
3855,340461476,698,M,4.47671,34.5
3855,340461476,698,M,4.47671,37.75
3855,340461476,712,F,4.33699,30
3855,340461476,718,M,4.25753,28.75
3855,340461476,754,F,3.90137,35.5
3855,340461476,754,F,3.90137,27.5
3855,340461476,788,F,3.51233,30
3855,340461476,790,M,3.49589,25.75
3855,340461476,799,M,3.42192,8.25
3855,340461476,813,M,3.24384,27.25
3855,340461476,818,F,3.20274,36.125
3855,340461476,831,F,3.09589,22.75
3855,340461476,847,F,2.95342,31.5
3855,340461476,849,F,2.91507,32.625
3855,340461476,859,M,2.81918,28.25
3855,340461476,876,F,2.6137,31.375
3855,340461476,878,M,2.58904,32.625
3855,340461476,883,F,2.56438,25.125
3855,340461476,916,F,2.08493,31
3855,340461476,917,M,2.08219,8
3855,340461476,931,F,2,22.5
3855,340461476,937,M,1.87123,13.5
3855,340461476,944,M,1.77534,25.625
3855,340461476,951,F,1.66575,31.625
3855,340461476,951,F,1.66575,33.75
3855,340461476,951,F,1.66575,30.875
3855,340461476,966,M,1.53425,26.75
3855,340461476,973,F,1.4274,18.125
3855,340461476,1034,M,0.646575,26.75
3856,340461476,54,M,10.5671,70.375
3856,340461476,65,M,10.5671,76.75
3856,340461476,98,M,10.5671,117.875
3856,340461476,111,M,10.5123,50.125
3856,340461476,115,M,10.4411,50.75
3856,340461476,218,F,9.36164,95.125
3856,340461476,294,M,8.48767,77.375
3856,340461476,308,M,8.30685,80
3856,340461476,334,M,7.9589,108.5
3856,340461476,356,F,7.74795,85.375
3856,340461476,366,M,7.70411,49.875
3856,340461476,366,M,7.70411,134
3856,340461476,419,F,7.19726,113.875
3856,340461476,423,F,7.16164,89.875
3856,340461476,454,M,6.83562,197.75
3856,340461476,568,F,5.67945,165.375
3856,340461476,680,M,4.63014,57.625
3856,340461476,682,M,4.61918,137.625
3856,340461476,682,M,4.61918,132.625
3856,340461476,683,F,4.61096,28.75
3856,340461476,683,F,4.61096,36
3856,340461476,693,F,4.50959,20.75
3856,340461476,695,M,4.49589,28
3856,340461476,712,F,4.33973,35
3856,340461476,752,M,3.93973,26.125
3856,340461476,752,M,3.93973,29.875
3856,340461476,755,F,3.90411,32
3856,340461476,764,M,3.7863,9.375
3856,340461476,769,F,3.73699,19.375
3856,340461476,774,F,3.70411,36.75
3856,340461476,777,F,3.63288,10.625
3856,340461476,777,F,3.63288,6.75
3856,340461476,789,M,3.51233,31.625
3856,340461476,831,F,3.09863,36.625
3856,340461476,849,F,2.91781,29.375
3856,340461476,866,F,2.73151,24.75
3856,340461476,866,F,2.73151,30
3856,340461476,866,F,2.73151,27
3856,340461476,872,M,2.66849,20.25
3856,340461476,883,F,2.56712,29.125
3856,340461476,916,F,2.08767,28.25
3856,340461476,918,M,2.07671,25
3856,340461476,931,F,2.00274,25.25
3856,340461476,931,F,2.00274,27.625
3856,340461476,944,M,1.77808,28.875
3856,340461476,944,M,1.77808,28
3856,340461476,956,F,1.63562,8.75
3856,340461476,961,M,1.56712,7.375
3856,340461476,973,F,1.43014,22.875
3856,340461476,982,F,1.30137,9.625
3856,340461476,984,F,1.25205,8.25
3856,340461476,1033,F,0.652055,27.625
3856,340461476,1033,F,0.652055,26.625
3856,340461476,1047,F,0.531507,26.125
3856,340461476,1047,F,0.531507,31.75
3857,340461476,29,F,10.5699,63.875
3857,340461476,69,F,10.5699,42.375
3857,340461476,70,M,10.5699,59.25
3857,340461476,82,M,10.5699,44.25
3857,340461476,87,M,10.5699,70.25
3857,340461476,103,F,10.5616,98.5
3857,340461476,122,M,10.337,92.125
3857,340461476,126,F,10.2904,59.5
3857,340461476,145,F,10.1205,94.5
3857,340461476,172,M,9.87397,77.125
3857,340461476,274,F,8.72603,98.375
3857,340461476,284,F,8.60274,93.5
3857,340461476,361,M,7.71507,149
3857,340461476,383,F,7.57534,132.25
3857,340461476,406,F,7.33699,74.75
3857,340461476,417,M,7.2137,53.375
3857,340461476,431,M,7.07671,168.875
3857,340461476,435,M,7.03562,109.375
3857,340461476,471,F,6.65753,138.875
3857,340461476,502,M,6.42192,110.5
3857,340461476,519,M,6.24932,103.75
3857,340461476,593,F,5.49863,144.625
3857,340461476,672,F,4.72055,22.375
3857,340461476,680,M,4.63288,44.125
3857,340461476,689,F,4.52603,40.75
3857,340461476,689,F,4.52603,36.75
3857,340461476,695,M,4.49863,38
3857,340461476,708,M,4.36164,34.625
3857,340461476,712,F,4.34247,30.625
3857,340461476,730,M,4.13151,24.375
3857,340461476,757,M,3.87123,25.25
3857,340461476,757,M,3.87123,34.625
3857,340461476,774,F,3.70685,36.875
3857,340461476,790,M,3.50137,32.875
3857,340461476,797,M,3.43288,22.625
3857,340461476,800,M,3.4137,28.75
3857,340461476,806,F,3.31507,30
3857,340461476,817,F,3.21096,29.375
3857,340461476,822,M,3.18904,22.625
3857,340461476,860,M,2.82192,46.125
3857,340461476,872,M,2.67123,22.25
3857,340461476,884,F,2.53699,30.75
3857,340461476,918,M,2.07945,28.875
3857,340461476,921,M,2.04931,28.125
3857,340461476,955,M,1.63836,16.125
3857,340461476,963,F,1.56986,8.25
3857,340461476,966,M,1.53973,32.25
3857,340461476,975,M,1.3863,29.875
3857,340461476,981,M,1.30411,38.375
3857,340461476,1020,F,0.808219,12
3858,340461476,38,F,10.5726,99.5
3858,340461476,115,M,10.4466,103
3858,340461476,122,M,10.3397,52
3858,340461476,159,F,10.0055,89.25
3858,340461476,181,M,9.78082,109.875
3858,340461476,182,M,9.77808,109.375
3858,340461476,201,F,9.5726,92.5
3858,340461476,265,M,8.83562,71.625
3858,340461476,268,M,8.78082,165.375
3858,340461476,285,M,8.5863,127.5
3858,340461476,311,F,8.30137,52.75
3858,340461476,392,F,7.49041,53.625
3858,340461476,411,M,7.28767,128.375
3858,340461476,427,M,7.12329,126.5
3858,340461476,440,F,6.9863,95.25
3858,340461476,462,F,6.71781,135.75
3858,340461476,485,F,6.5863,124.625
3858,340461476,534,F,6.01644,124.125
3858,340461476,647,M,4.9726,18.375
3858,340461476,663,F,4.87397,32.75
3858,340461476,663,F,4.87397,28.75
3858,340461476,663,F,4.87397,32
3858,340461476,667,F,4.78356,42
3858,340461476,690,F,4.52603,28.75
3858,340461476,720,F,4.21644,8
3858,340461476,736,F,4.06575,46.5
3858,340461476,739,M,4.0411,29.125
3858,340461476,739,M,4.0411,26.875
3858,340461476,746,F,3.9726,24.375
3858,340461476,766,F,3.7726,24.25
3858,340461476,766,F,3.7726,23.75
3858,340461476,810,M,3.27945,10.375
3858,340461476,817,F,3.2137,34.75
3858,340461476,860,M,2.82466,30.875
3858,340461476,884,F,2.53973,32.125
3858,340461476,889,F,2.50685,31.375
3858,340461476,889,F,2.50685,34.5
3858,340461476,918,M,2.08219,30.375
3858,340461476,969,F,1.50959,7.75
3858,340461476,976,M,1.3726,16.375
3858,340461476,981,M,1.30685,28.375
3858,340461476,1021,F,0.80274,29.75
3858,340461476,1021,F,0.80274,28.875
3858,340461476,1042,F,0.586301,31.625
3859,340461476,76,M,10.5753,53.625
3859,340461476,120,M,10.3726,89.875
3859,340461476,160,M,10,174.875
3859,340461476,177,F,9.8411,71.125
3859,340461476,199,M,9.58356,60
3859,340461476,281,F,8.63288,53
3859,340461476,298,F,8.40548,84.75
3859,340461476,424,F,7.16438,155.375
3859,340461476,429,M,7.09863,129.625
3859,340461476,433,F,7.05753,116.375
3859,340461476,447,M,6.90411,52.875
3859,340461476,493,M,6.53699,102.25
3859,340461476,501,F,6.44658,67
3859,340461476,541,M,5.96164,101.625
3859,340461476,651,F,4.94521,27.125
3859,340461476,662,F,4.88493,8.5
3859,340461476,664,M,4.86301,30.375
3859,340461476,664,M,4.86301,32.5
3859,340461476,672,F,4.72603,31.5
3859,340461476,672,F,4.72603,31
3859,340461476,690,F,4.52877,28.75
3859,340461476,692,F,4.52055,34.375
3859,340461476,693,F,4.51781,29.875
3859,340461476,708,M,4.36712,26.75
3859,340461476,730,M,4.13699,31.75
3859,340461476,735,M,4.08219,28.125
3859,340461476,735,M,4.08219,33.375
3859,340461476,736,F,4.06849,26.625
3859,340461476,736,F,4.06849,25.75
3859,340461476,739,M,4.04384,38.375
3859,340461476,746,F,3.97534,27.25
3859,340461476,766,F,3.77534,29.5
3859,340461476,769,F,3.74521,24.125
3859,340461476,769,F,3.74521,31.75
3859,340461476,774,F,3.71233,31.625
3859,340461476,796,M,3.43836,16.25
3859,340461476,800,M,3.41918,33.125
3859,340461476,806,F,3.32055,32.25
3859,340461476,806,F,3.32055,34.5
3859,340461476,860,M,2.8274,33.625
3859,340461476,872,M,2.67671,31.5
3859,340461476,879,F,2.59726,41.375
3859,340461476,879,F,2.59726,24.625
3859,340461476,879,F,2.59726,22.75
3859,340461476,895,F,2.37534,29.625
3859,340461476,899,M,2.33973,10.375
3859,340461476,913,F,2.12055,24.5
3859,340461476,920,M,2.06301,16.125
3859,340461476,952,F,1.66575,19.625
3859,340461476,981,M,1.30959,31
3859,340461476,986,F,1.23836,27.875
3859,340461476,1021,F,0.805479,33.125
3859,340461476,1027,M,0.742466,30.25
3859,340461476,1049,F,0.471233,19
3859,340461476,1060,M,0.367123,39.75
3860,340461476,9,M,10.5781,164.375
3860,340461476,32,M,10.5781,74.625
3860,340461476,33,M,10.5781,52.125
3860,340461476,52,F,10.5781,183.625
3860,340461476,62,M,10.5781,51.375
3860,340461476,80,M,10.5781,76.75
3860,340461476,104,F,10.5562,152.875
3860,340461476,332,F,8.01918,153.5
3860,340461476,349,F,7.8137,122
3860,340461476,360,M,7.74795,131.625
3860,340461476,465,M,6.70137,58.625
3860,340461476,517,F,6.27123,110.625
3860,340461476,589,F,5.55616,164.25
3860,340461476,594,M,5.50411,104
3860,340461476,648,F,4.9726,41
3860,340461476,651,F,4.94795,36.625
3860,340461476,685,M,4.60274,36.375
3860,340461476,685,M,4.60274,27.5
3860,340461476,693,F,4.52055,28.5
3860,340461476,699,F,4.47945,28.875
3860,340461476,706,F,4.37808,42.25
3860,340461476,708,M,4.36986,33
3860,340461476,730,M,4.13973,35.5
3860,340461476,744,M,4.00548,27.125
3860,340461476,744,M,4.00548,26.125
3860,340461476,745,M,4,60.25
3860,340461476,797,M,3.4411,31.125
3860,340461476,822,M,3.19726,29.125
3860,340461476,825,M,3.16438,28.875
3860,340461476,825,M,3.16438,26
3860,340461476,826,M,3.16164,22.375
3860,340461476,830,F,3.12603,26.25
3860,340461476,830,F,3.12603,29.5
3860,340461476,835,M,3.07397,9.5
3860,340461476,838,M,3.04658,13.75
3860,340461476,850,F,2.92603,27.375
3860,340461476,852,M,2.91507,28.25
3860,340461476,870,M,2.70411,7.25
3860,340461476,875,F,2.63562,35.125
3860,340461476,875,F,2.63562,32.25
3860,340461476,913,F,2.12329,27.75
3860,340461476,926,M,2.04658,29.375
3860,340461476,926,M,2.04658,32.625
3860,340461476,932,F,2.00548,24.125
3860,340461476,949,F,1.69589,32.5
3860,340461476,973,F,1.4411,35.25
3860,340461476,986,F,1.2411,31.125
3860,340461476,995,F,1.1726,8.625
3860,340461476,1010,F,0.906849,18.375
3860,340461476,1018,M,0.841096,100.875
3860,340461476,1026,M,0.764384,24.125
3860,340461476,1026,M,0.764384,26.375
3860,340461476,1045,F,0.547945,29.625
3861,340461476,28,F,10.5808,52.125
3861,340461476,28,F,10.5808,204.875
3861,340461476,71,M,10.5808,93.875
3861,340461476,89,F,10.5808,56
3861,340461476,113,F,10.474,124.375
3861,340461476,129,M,10.2904,47
3861,340461476,150,F,10.1096,52.375
3861,340461476,257,M,8.94247,140.75
3861,340461476,299,M,8.38356,99
3861,340461476,390,F,7.51781,73.875
3861,340461476,519,M,6.26027,63.875
3861,340461476,613,F,5.39178,132.5
3861,340461476,647,M,4.98082,36.5
3861,340461476,648,F,4.97534,25.125
3861,340461476,648,F,4.97534,31.75
3861,340461476,650,F,4.96986,18.75
3861,340461476,667,F,4.79178,31.125
3861,340461476,667,F,4.79178,30.375
3861,340461476,675,M,4.67123,35.25
3861,340461476,675,M,4.67123,29.25
3861,340461476,744,M,4.00822,30.375
3861,340461476,745,M,4.00274,51.25
3861,340461476,805,F,3.35616,8.5
3861,340461476,819,M,3.2137,31
3861,340461476,826,M,3.16438,33.875
3861,340461476,830,F,3.12877,28.625
3861,340461476,839,M,3.03836,8.25
3861,340461476,839,M,3.03836,10.5
3861,340461476,850,F,2.92877,38.375
3861,340461476,920,M,2.06849,44
3861,340461476,932,F,2.00822,30.5
3861,340461476,937,M,1.88767,22.5
3861,340461476,937,M,1.88767,35.75
3861,340461476,952,F,1.67123,26.875
3861,340461476,955,M,1.64932,27.875
3861,340461476,972,M,1.44384,8.25
3861,340461476,1010,F,0.909589,21.625
3861,340461476,1026,M,0.767123,34.25
3861,340461476,1035,M,0.657534,38.75
3861,340461476,1060,M,0.372603,80.25
3861,340461476,1063,F,0.345205,28.75
3862,340461476,5,F,10.5836,130.875
3862,340461476,44,F,10.5836,70.25
3862,340461476,59,M,10.5836,134.875
3862,340461476,147,M,10.1288,64.5
3862,340461476,244,F,9.08219,55.75
3862,340461476,250,F,9.02192,93.125
3862,340461476,339,M,7.93425,117.625
3862,340461476,418,M,7.2137,212.25
3862,340461476,418,M,7.2137,64.25
3862,340461476,439,M,7,111.625
3862,340461476,525,F,6.15616,80.5
3862,340461476,599,M,5.48493,95.75
3862,340461476,605,M,5.45205,131.5
3862,340461476,666,M,4.80822,28.25
3862,340461476,682,M,4.63562,28.125
3862,340461476,720,F,4.2274,24
3862,340461476,729,F,4.15342,9.375
3862,340461476,745,M,4.00548,29.25
3862,340461476,747,F,3.98356,23.125
3862,340461476,762,F,3.80548,40.125
3862,340461476,799,M,3.4411,26.875
3862,340461476,819,M,3.21644,27.25
3862,340461476,826,M,3.16712,36.625
3862,340461476,827,F,3.1589,12.625
3862,340461476,892,M,2.43562,19.5
3862,340461476,920,M,2.07123,23.625
3862,340461476,952,F,1.67397,29.625
3862,340461476,965,M,1.56164,31.25
3862,340461476,965,M,1.56164,30.875
3862,340461476,971,M,1.45205,20.5
3862,340461476,976,M,1.38356,35.25
3862,340461476,976,M,1.38356,32.625
3862,340461476,997,F,1.16164,22.875
3862,340461476,1005,F,1.0411,34.375
3863,340461476,13,M,10.5863,134.375
3863,340461476,26,M,10.5863,68.125
3863,340461476,27,M,10.5863,94.25
3863,340461476,40,F,10.5863,72.125
3863,340461476,93,M,10.5863,52.375
3863,340461476,97,F,10.5863,114.25
3863,340461476,103,F,10.5781,92.25
3863,340461476,133,F,10.2658,97.875
3863,340461476,151,F,10.1123,54.125
3863,340461476,215,M,9.39726,93.875
3863,340461476,259,F,8.93151,59.25
3863,340461476,344,F,7.89041,171.5
3863,340461476,384,M,7.59178,142
3863,340461476,444,F,6.94247,180.125
3863,340461476,646,F,5.00274,20
3863,340461476,647,M,4.9863,35.625
3863,340461476,656,F,4.93425,25.25
3863,340461476,662,F,4.89589,20.5
3863,340461476,665,M,4.86849,9
3863,340461476,679,F,4.65753,6
3863,340461476,687,M,4.59178,9.5
3863,340461476,688,F,4.55068,8
3863,340461476,697,F,4.49863,12.25
3863,340461476,697,F,4.49863,29.5
3863,340461476,702,F,4.43014,7
3863,340461476,706,F,4.3863,30.375
3863,340461476,706,F,4.3863,29.875
3863,340461476,715,M,4.34247,8
3863,340461476,719,F,4.27945,8
3863,340461476,731,M,4.13699,9
3863,340461476,731,M,4.13699,7
3863,340461476,733,M,4.11781,39.25
3863,340461476,734,M,4.11781,32.25
3863,340461476,734,M,4.11781,28.5
3863,340461476,734,M,4.11781,30.75
3863,340461476,738,F,4.07123,34.75
3863,340461476,738,F,4.07123,32.875
3863,340461476,743,M,4.01644,8.875
3863,340461476,747,F,3.9863,25.75
3863,340461476,748,F,3.98356,40.5
3863,340461476,748,F,3.98356,34
3863,340461476,749,M,3.98356,10.375
3863,340461476,756,F,3.89863,8
3863,340461476,763,M,3.80548,8.75
3863,340461476,763,M,3.80548,7.875
3863,340461476,764,M,3.80548,20.375
3863,340461476,771,F,3.73425,8.75
3863,340461476,782,F,3.61644,33.75
3863,340461476,782,F,3.61644,25
3863,340461476,786,M,3.54247,8
3863,340461476,790,M,3.51781,8
3863,340461476,796,M,3.44932,37
3863,340461476,799,M,3.44384,29.5
3863,340461476,803,M,3.41644,9.125
3863,340461476,803,M,3.41644,13
3863,340461476,811,F,3.27945,9.25
3863,340461476,815,M,3.23014,26.25
3863,340461476,817,F,3.2274,9
3863,340461476,820,M,3.21644,7.875
3863,340461476,822,M,3.20548,6
3863,340461476,862,M,2.79726,7.25
3863,340461476,862,M,2.79726,6.375
3863,340461476,863,M,2.78356,7.875
3863,340461476,865,M,2.75616,9.25
3863,340461476,869,F,2.73973,27.625
3863,340461476,870,M,2.71233,8.625
3863,340461476,885,F,2.55068,18.625
3863,340461476,898,F,2.37534,14.75
3863,340461476,898,F,2.37534,17
3863,340461476,903,M,2.31507,12.625
3863,340461476,927,F,2.05205,10
3863,340461476,935,F,1.92329,8.375
3863,340461476,950,M,1.69863,7.375
3863,340461476,959,F,1.6,7.75
3863,340461476,964,M,1.58082,8
3863,340461476,972,M,1.44932,7.5
3863,340461476,988,M,1.23014,7.875
3863,340461476,997,F,1.16438,8
3863,340461476,1004,M,1.05753,8
3863,340461476,1018,M,0.849315,30.5
3863,340461476,1023,M,0.805479,7.875
3863,340461476,1025,F,0.772603,18.75
3863,340461476,1030,M,0.720548,12.625
3863,340461476,1033,F,0.671233,8
3863,340461476,1049,F,0.482192,29.375
3863,340461476,1057,F,0.4,8.75
3863,340461476,1060,M,0.378082,28.625
3863,340461476,1064,M,0.339726,30.25
3864,340461476,72,F,10.589,53
3864,340461476,157,F,10.0466,199.5
3864,340461476,207,M,9.51781,133.125
3864,340461476,235,F,9.17808,79.375
3864,340461476,238,M,9.14795,99.125
3864,340461476,252,F,9.0137,170.5
3864,340461476,328,F,8.04932,126.75
3864,340461476,335,M,7.9726,77
3864,340461476,342,F,7.89315,180.25
3864,340461476,400,M,7.43288,126.5
3864,340461476,412,M,7.28767,161.625
3864,340461476,486,F,6.58356,94
3864,340461476,622,F,5.27397,104.5
3864,340461476,624,F,5.25205,118.625
3864,340461476,650,F,4.97808,30.125
3864,340461476,651,F,4.9589,9.5
3864,340461476,653,M,4.94521,8.375
3864,340461476,656,F,4.93699,23.25
3864,340461476,661,M,4.90137,13.5
3864,340461476,661,M,4.90137,15.875
3864,340461476,666,M,4.8137,36.125
3864,340461476,666,M,4.8137,29.125
3864,340461476,671,M,4.74247,11.125
3864,340461476,674,F,4.69589,5.75
3864,340461476,675,M,4.67945,9.375
3864,340461476,677,F,4.67671,10.25
3864,340461476,677,F,4.67671,8.375
3864,340461476,680,M,4.65205,7.125
3864,340461476,681,M,4.64658,8
3864,340461476,683,F,4.63288,9.25
3864,340461476,689,F,4.54521,8.125
3864,340461476,689,F,4.54521,7
3864,340461476,692,F,4.53425,9.125
3864,340461476,696,F,4.51507,8.625
3864,340461476,699,F,4.49041,9.125
3864,340461476,700,F,4.46575,7.875
3864,340461476,704,F,4.40822,10.5
3864,340461476,712,F,4.36164,7.75
3864,340461476,715,M,4.34521,10.375
3864,340461476,716,F,4.32055,7.625
3864,340461476,717,F,4.31781,44.375
3864,340461476,718,M,4.28219,6.375
3864,340461476,724,F,4.20274,15.375
3864,340461476,725,F,4.19452,10.375
3864,340461476,726,F,4.19178,8.375
3864,340461476,735,M,4.09589,9.25
3864,340461476,738,F,4.07397,26.125
3864,340461476,740,F,4.05753,8
3864,340461476,741,F,4.05205,11.125
3864,340461476,742,M,4.04384,9.375
3864,340461476,743,M,4.01918,14
3864,340461476,746,F,3.98904,8.25
3864,340461476,748,F,3.9863,30.875
3864,340461476,752,M,3.96164,9.375
3864,340461476,755,F,3.92603,10.375
3864,340461476,756,F,3.90137,9.5
3864,340461476,758,F,3.86575,109.625
3864,340461476,759,F,3.86301,12.25
3864,340461476,764,M,3.80822,35.5
3864,340461476,765,F,3.79726,10.5
3864,340461476,774,F,3.72603,7.75
3864,340461476,776,M,3.69315,10.375
3864,340461476,776,M,3.69315,8.5
3864,340461476,777,F,3.65479,32.375
3864,340461476,780,F,3.63288,8.625
3864,340461476,783,M,3.61096,8.25
3864,340461476,784,M,3.60548,7.125
3864,340461476,785,M,3.59452,7.375
3864,340461476,786,M,3.54521,6
3864,340461476,787,F,3.54521,10.5
3864,340461476,791,M,3.50685,9.25
3864,340461476,796,M,3.45205,36.25
3864,340461476,797,M,3.45205,10.375
3864,340461476,798,F,3.44932,11.5
3864,340461476,799,M,3.44658,7.25
3864,340461476,800,M,3.43288,6.75
3864,340461476,807,F,3.32329,16
3864,340461476,808,F,3.31507,8.25
3864,340461476,808,F,3.31507,10.375
3864,340461476,809,M,3.31233,9.125
3864,340461476,811,F,3.28219,15.625
3864,340461476,814,F,3.25205,14.25
3864,340461476,815,M,3.23288,30.75
3864,340461476,816,M,3.23288,9.25
3864,340461476,821,M,3.21096,9.25
3864,340461476,821,M,3.21096,7.75
3864,340461476,822,M,3.20822,7.25
3864,340461476,823,M,3.20274,6.25
3864,340461476,823,M,3.20274,7.375
3864,340461476,824,M,3.18082,9.25
3864,340461476,827,F,3.16438,16.125
3864,340461476,833,M,3.10137,9.25
3864,340461476,837,M,3.06301,6.375
3864,340461476,841,F,3.02466,7.75
3864,340461476,854,M,2.89041,9.5
3864,340461476,861,F,2.83288,11.625
3864,340461476,864,F,2.77534,9.125
3864,340461476,867,M,2.74795,7.5
3864,340461476,867,M,2.74795,8.625
3864,340461476,868,F,2.74247,9.25
3864,340461476,869,F,2.74247,9.875
3864,340461476,874,F,2.65753,9.375
3864,340461476,874,F,2.65753,8.375
3864,340461476,876,F,2.63836,8.375
3864,340461476,878,M,2.6137,9.125
3864,340461476,887,M,2.53425,11.5
3864,340461476,887,M,2.53425,10.5
3864,340461476,891,F,2.46301,6.125
3864,340461476,895,F,2.38904,9.25
3864,340461476,900,M,2.34795,33.125
3864,340461476,900,M,2.34795,14
3864,340461476,901,M,2.32877,10.125
3864,340461476,901,M,2.32877,8.375
3864,340461476,903,M,2.31781,17.25
3864,340461476,905,F,2.27671,8.5
3864,340461476,910,M,2.20822,6.5
3864,340461476,911,F,2.19726,7.125
3864,340461476,914,M,2.12603,20.625
3864,340461476,917,M,2.10685,30.125
3864,340461476,918,M,2.09863,7.75
3864,340461476,922,M,2.06575,10.125
3864,340461476,923,F,2.06575,8.25
3864,340461476,924,F,2.06027,7.375
3864,340461476,933,F,1.94795,28.875
3864,340461476,934,M,1.94521,10.375
3864,340461476,936,F,1.92603,8.25
3864,340461476,937,M,1.89589,8.25
3864,340461476,942,F,1.81096,9.25
3864,340461476,943,M,1.80548,7.375
3864,340461476,947,F,1.7863,9.5
3864,340461476,948,F,1.70685,12.75
3864,340461476,950,M,1.70137,15.375
3864,340461476,953,F,1.66849,7.5
3864,340461476,957,F,1.6411,8.125
3864,340461476,963,F,1.58904,9.25
3864,340461476,966,M,1.5589,8.125
3864,340461476,967,F,1.53973,16
3864,340461476,968,M,1.53151,8.75
3864,340461476,969,F,1.52603,10.125
3864,340461476,975,M,1.40548,10.5
3864,340461476,977,M,1.3863,8.25
3864,340461476,982,F,1.32329,6.75
3864,340461476,983,M,1.30685,7.5
3864,340461476,986,F,1.25205,10.625
3864,340461476,988,M,1.23288,17.125
3864,340461476,989,M,1.23288,8.25
3864,340461476,992,F,1.21644,20.25
3864,340461476,992,F,1.21644,19.5
3864,340461476,997,F,1.16712,28.375
3864,340461476,998,M,1.13425,6
3864,340461476,1000,F,1.09041,6.25
3864,340461476,1001,M,1.08493,8.125
3864,340461476,1002,M,1.07123,8.375
3864,340461476,1008,M,1.01644,20.375
3864,340461476,1008,M,1.01644,15.5
3864,340461476,1009,F,0.99726,7.875
3864,340461476,1014,M,0.89589,8.375
3864,340461476,1022,F,0.816438,10.125
3864,340461476,1027,M,0.756164,7.125
3864,340461476,1033,F,0.673973,6.75
3864,340461476,1037,M,0.641096,9.5
3864,340461476,1038,F,0.627397,9.25
3864,340461476,1041,F,0.610959,10.125
3864,340461476,1045,F,0.558904,9.375
3864,340461476,1046,F,0.558904,8.5
3864,340461476,1048,M,0.517808,9.125
3864,340461476,1051,M,0.476712,117.125
3864,340461476,1055,F,0.413699,10.5
3864,340461476,1064,M,0.342466,9.125
3864,340461476,1068,M,0.279452,8.5
3864,340461476,1069,F,0.276712,8.875
3864,340461476,1071,F,0.257534,6.125
3865,340461476,32,M,10.5918,106.625
3865,340461476,48,M,10.5918,53.375
3865,340461476,57,M,10.5918,157.375
3865,340461476,139,M,10.2027,92.125
3865,340461476,200,F,9.59452,89.25
3865,340461476,224,M,9.34247,62.875
3865,340461476,245,M,9.06027,133
3865,340461476,253,M,9.00274,96.625
3865,340461476,263,M,8.89589,78.25
3865,340461476,287,M,8.58082,58.5
3865,340461476,330,M,8.04384,114.125
3865,340461476,386,M,7.56986,52.625
3865,340461476,498,F,6.47123,141
3865,340461476,505,M,6.38904,60.5
3865,340461476,575,M,5.65753,76.625
3865,340461476,598,M,5.49315,98.875
3865,340461476,650,F,4.98082,29.625
3865,340461476,653,M,4.94795,6.5
3865,340461476,654,F,4.94247,13.875
3865,340461476,659,M,4.92055,20
3865,340461476,663,F,4.89315,6.875
3865,340461476,664,M,4.87945,6.375
3865,340461476,673,F,4.70959,36.75
3865,340461476,674,F,4.69863,5.875
3865,340461476,683,F,4.63562,6.5
3865,340461476,684,F,4.63562,19.375
3865,340461476,685,M,4.61644,11.625
3865,340461476,691,F,4.53699,6.875
3865,340461476,697,F,4.50411,7.375
3865,340461476,698,M,4.50411,9.25
3865,340461476,701,M,4.45205,39.5
3865,340461476,701,M,4.45205,31.625
3865,340461476,702,F,4.43562,10.875
3865,340461476,703,F,4.41644,12.5
3865,340461476,717,F,4.32055,32
3865,340461476,720,F,4.23562,33.75
3865,340461476,722,M,4.2137,19.875
3865,340461476,740,F,4.06027,13
3865,340461476,741,F,4.05479,16.5
3865,340461476,747,F,3.99178,28.625
3865,340461476,754,F,3.92877,7.75
3865,340461476,757,M,3.89315,12.875
3865,340461476,762,F,3.8137,31.875
3865,340461476,767,F,3.78904,20.375
3865,340461476,770,F,3.74247,15.375
3865,340461476,782,F,3.62192,38.25
3865,340461476,783,M,3.6137,11.875
3865,340461476,785,M,3.59726,7
3865,340461476,786,M,3.54795,8.375
3865,340461476,792,F,3.48219,11.625
3865,340461476,794,M,3.47123,12
3865,340461476,809,M,3.31507,7.25
3865,340461476,810,M,3.29863,26.875
3865,340461476,815,M,3.23562,30.25
3865,340461476,819,M,3.22466,15.875
3865,340461476,820,M,3.22192,7.25
3865,340461476,824,M,3.18356,8.125
3865,340461476,832,F,3.11507,12.875
3865,340461476,834,F,3.09863,9.25
3865,340461476,834,F,3.09863,12.625
3865,340461476,842,M,3.02466,16.5
3865,340461476,842,M,3.02466,6.875
