Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NumLookingToFeed,NumFedCount,NumGestatingBegin,NumGestatingEnd,NumAttemptFeedIndoor,NumAttemptFeedOutdoor,NumAttemptButNotFeed,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,NumGestatingOnDay_0,NumGestatingOnDay_1,NumGestatingOnDay_2,NumGestatingOnDay_3,NumGestatingOnDay_4,NumGestatingOnDay_5,NumGestatingOnDay_6,NumGestatingOnDay_7,SillySkeeter_AvailableHabitat,SillySkeeter_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived
110,340461476,1000,9639,1128,2387,6124,13672,13531,82118,451360,3548,3182,5216,8398,3548,0,0,225680,3548,220,0,0,1241,0,902,366,0,2489,2727,3182,0,0,0,0,0,11618.2,0.0274965,220,232,-12
111,340461476,1000,9641,1130,2392,6119,13699,13542,81955,425880,3366,3013,5318,8331,3366,0,0,212940,3366,194,0,0,1310,0,955,353,0,2480,2838,3013,0,0,0,0,0,11781.2,0.0257405,194,199,-5
112,340461476,1000,9651,1120,2382,6149,13780,13614,81952,424960,3432,3078,5257,8335,3432,0,0,212480,3432,197,0,0,1316,0,952,354,0,2554,2703,3078,0,0,0,0,0,11784.2,0.0276633,197,185,12
113,340461476,1000,9571,1110,2395,6066,13785,13529,82292,439880,3497,3130,5216,8346,3497,0,0,219940,3497,187,0,0,1225,0,938,367,0,2433,2783,3130,0,0,0,0,0,11444.2,0.0277302,187,178,9
114,340461476,1000,9618,1096,2401,6121,13754,13674,82048,414760,3292,2926,5376,8302,3292,0,0,207380,3292,210,0,0,1316,0,903,366,0,2550,2826,2926,0,0,0,0,0,11688.2,0.0260167,210,199,11
115,340461476,1000,9680,1102,2418,6160,13717,13482,82135,443920,3515,3161,5186,8347,3515,0,0,221960,3515,195,0,0,1333,0,917,354,0,2547,2639,3161,0,0,0,0,0,11601.3,0.0281808,195,189,6
116,340461476,1000,9714,1100,2431,6183,13738,13462,82064,438960,3482,3133,5279,8412,3482,0,0,219480,3482,189,0,0,1302,0,919,349,0,2413,2866,3133,0,0,0,0,0,11672.3,0.0261337,189,202,-13
117,340461476,1000,9830,1091,2437,6302,13740,13571,81925,413880,3356,3011,5469,8480,3356,0,0,206940,3356,192,0,0,1350,0,889,345,0,2597,2872,3011,0,0,0,0,0,11811.3,0.0265907,192,210,-18
118,340461476,1000,9915,1116,2458,6341,13705,13327,82277,446160,3574,3243,5297,8540,3574,0,0,223080,3574,204,0,0,1375,0,959,331,0,2579,2718,3243,0,0,0,0,0,11459.3,0.0285379,204,187,17
119,340461476,1000,9844,1112,2442,6290,13654,13508,81868,443600,3576,3175,5401,8576,3576,0,0,221800,3576,216,0,0,1268,0,938,401,0,2464,2937,3175,0,0,0,0,0,11868.3,0.0256842,216,201,15
120,340461476,1000,9870,1115,2434,6321,13683,13488,82052,425200,3378,2994,5560,8554,3378,0,0,212600,3378,193,0,0,1316,0,906,384,0,2681,2879,2994,0,0,0,0,0,11684.3,0.0267544,193,212,-19
121,340461476,1000,9868,1117,2452,6299,13687,13427,81941,461320,3605,3234,5292,8526,3605,0,0,230660,3605,212,0,0,1342,0,973,371,0,2571,2721,3234,0,0,0,0,0,11795.3,0.0274795,212,202,10
122,340461476,1000,9797,1109,2456,6232,13607,13520,82139,441240,3545,3191,5367,8558,3545,0,0,220620,3545,184,0,0,1239,0,956,354,0,2448,2919,3191,0,0,0,0,0,11597.3,0.0255685,184,188,-4
123,340461476,1000,9927,1109,2414,6404,13582,13389,82231,417040,3293,2928,5543,8471,3293,0,0,208520,3293,187,0,0,1456,0,961,365,0,2648,2895,2928,0,0,0,0,0,11505.3,0.0262833,187,173,14
124,340461476,1000,9915,1112,2440,6363,13586,13652,81845,450600,3700,3320,5264,8584,3700,0,0,225300,3700,196,0,0,1331,0,963,380,0,2613,2651,3320,0,0,0,0,0,11891.3,0.0275879,196,201,-5
125,340461476,1000,9880,1121,2460,6299,16021,13694,82132,450880,3593,3196,5401,8597,3593,0,0,225440,3593,212,0,0,1283,0,921,397,0,2410,2991,3196,0,0,0,0,0,11604.3,0.0263898,212,229,-17
126,340461476,1000,9828,1110,2478,6240,15817,13782,81498,418800,3322,2974,5582,8556,3322,0,0,209400,3322,199,0,0,1272,0,976,348,0,2689,2893,2974,0,0,0,0,0,12238.3,0.0257369,199,200,-1
127,340461476,1000,9848,1136,2477,6235,15545,13660,82051,460840,3592,3225,5303,8528,3592,0,0,230420,3592,194,0,0,1320,0,933,367,0,2620,2683,3225,0,0,0,0,0,11685.3,0.0292222,194,215,-21
128,340461476,1000,9925,1102,2530,6293,15532,13456,82061,450640,3572,3194,5364,8558,3572,0,0,225320,3572,208,0,0,1367,0,912,378,0,2426,2938,3194,0,0,0,0,0,11675.3,0.0253564,208,221,-13
129,340461476,1000,9907,1119,2515,6273,15341,13444,81910,414400,3420,3060,5533,8593,3420,0,0,207200,3420,206,0,0,1314,0,972,360,0,2646,2887,3060,0,0,0,0,0,11826.3,0.0259082,206,183,23
130,340461476,1000,9798,1120,2507,6171,15258,13309,82310,455160,3576,3185,5351,8536,3576,0,0,227580,3576,199,0,0,1262,0,980,391,0,2595,2756,3185,0,0,0,0,0,11426.3,0.0285383,199,202,-3
131,340461476,1000,9817,1075,2563,6179,15054,13457,81851,442760,3501,3161,5372,8533,3501,0,0,221380,3501,204,0,0,1284,0,925,340,0,2501,2871,3161,0,0,0,0,0,11885.3,0.0251038,204,230,-26
132,340461476,1000,9793,1086,2491,6216,14954,13393,82053,431520,3422,3038,5470,8508,3422,0,0,215760,3422,200,0,0,1285,0,925,384,0,2598,2872,3038,0,0,0,0,0,11683.3,0.0268436,200,194,6
133,340461476,1000,9813,1097,2497,6219,14812,13475,81830,442760,3496,3134,5353,8487,3496,0,0,221380,3496,206,0,0,1326,0,944,362,0,2577,2776,3134,0,0,0,0,0,11906.3,0.0270747,206,215,-9
134,340461476,1000,9714,1088,2497,6129,14618,13511,82202,441800,3510,3113,5345,8458,3510,0,0,220900,3510,212,0,0,1256,0,958,397,0,2505,2840,3113,0,0,0,0,0,11534.3,0.026891,212,245,-33
135,340461476,1000,9770,1129,2469,6172,14489,13417,82109,431000,3397,3040,5403,8443,3397,0,0,215500,3397,204,0,0,1327,0,914,357,0,2576,2827,3040,0,0,0,0,0,11627.3,0.0261074,204,202,2
136,340461476,1000,9759,1126,2466,6167,14403,13448,81815,444240,3552,3180,5266,8446,3552,0,0,222120,3552,219,0,0,1313,0,952,372,0,2524,2742,3180,0,0,0,0,0,11921.3,0.0269774,219,236,-17
137,340461476,1000,9877,1148,2473,6256,14402,13264,82262,435960,3493,3159,5354,8513,3493,0,0,217980,3493,213,0,0,1364,0,912,334,0,2493,2861,3159,0,0,0,0,0,11474.3,0.0268352,213,210,3
138,340461476,1000,9844,1142,2484,6218,14290,13532,81687,428400,3492,3102,5409,8511,3492,0,0,214200,3492,203,0,0,1333,0,976,390,0,2549,2860,3102,0,0,0,0,0,12049.3,0.0263195,203,228,-25
139,340461476,1000,9821,1159,2497,6165,14162,13720,82174,439240,3518,3163,5407,8570,3518,0,0,219620,3518,218,0,0,1251,0,919,355,0,2601,2806,3163,0,0,0,0,0,11562.3,0.0281262,218,218,0
140,340461476,1000,9903,1118,2544,6241,14108,13691,82304,450840,3513,3121,5401,8522,3513,0,0,225420,3513,222,0,0,1381,0,907,392,0,2546,2855,3121,0,0,0,0,0,11432.3,0.0263233,222,248,-26
141,340461476,1000,9948,1141,2515,6292,13996,13656,81959,438320,3557,3196,5400,8596,3557,0,0,219160,3557,172,0,0,1352,0,946,361,0,2574,2826,3196,0,0,0,0,0,11777.3,0.0253577,172,182,-10
142,340461476,1000,9944,1155,2496,6293,14070,13373,82223,446960,3580,3208,5400,8608,3580,0,0,223480,3580,242,0,0,1336,0,968,372,0,2539,2861,3208,0,0,0,0,0,11513.3,0.0268691,242,236,6
143,340461476,1000,9984,1135,2493,6356,14014,13385,81821,436200,3501,3135,5479,8614,3501,0,0,218100,3501,222,0,0,1370,0,964,366,0,2580,2899,3135,0,0,0,0,0,11915.3,0.0257591,222,211,11
144,340461476,1000,9884,1123,2461,6300,13971,13370,81805,439840,3550,3180,5457,8637,3550,0,0,219920,3550,160,0,0,1247,0,977,370,0,2628,2829,3180,0,0,0,0,0,11931.3,0.0273161,160,159,1
145,340461476,1000,9852,1106,2459,6287,13983,13532,82092,458840,3535,3182,5412,8594,3535,0,0,229420,3535,235,0,0,1258,0,937,353,0,2552,2860,3182,0,0,0,0,0,11644.3,0.0271264,235,269,-34
146,340461476,1000,9741,1083,2451,6207,13960,13529,82139,439000,3463,3111,5432,8543,3463,0,0,219500,3463,212,0,0,1198,0,957,352,0,2565,2867,3111,0,0,0,0,0,11597.3,0.0253776,212,208,4
147,340461476,1000,9664,1092,2448,6124,14000,13566,81989,441680,3389,2993,5422,8415,3389,0,0,220840,3389,199,0,0,1249,0,930,396,0,2568,2854,2993,0,0,0,0,0,11747.3,0.0264175,199,201,-2
148,340461476,1000,9727,1090,2418,6219,13931,13592,82179,441920,3436,3056,5314,8370,3436,0,0,220960,3436,220,0,0,1357,0,914,380,0,2593,2721,3056,0,0,0,0,0,11557.3,0.0265968,220,231,-11
149,340461476,1000,9806,1095,2466,6245,13983,13463,81998,448200,3587,3213,5248,8461,3587,0,0,224100,3587,200,0,0,1345,0,892,374,0,2476,2772,3213,0,0,0,0,0,11738.3,0.0261524,200,223,-23
